N	2gram	Vygotskiy_	Narrotol
133	или в	6	7
134	также и	1	7
135	в ней	5	7
136	одного из	1	7
137	в целом	7	7
138	все что	1	6
139	в результате	6	6
140	например в	2	6
141	сказать что	14	6
142	в нашем	3	6
143	на него	4	6
144	имеем дело	1	6
145	о ней	2	6
146	то в	1	6
147	что у	7	6
148	с одной	15	6
149	что и	11	6
150	в конечном	2	6
151	могло бы	4	6
152	героя и	9	6
153	на другой	2	6
154	не могла	2	6
155	однако в	1	6
156	в состав	3	6
157	таким образом	35	6
158	представляют собой	2	6
159	никак не	10	6
160	к его	2	6
161	в известном	2	6
162	то и	1	6
163	из этих	4	6
164	в сознании	2	6
165	здесь не	1	6
166	ответ на	5	6
167	они не	3	6
168	о нем	3	6
169	как у	1	6
170	слова в	1	6
171	не по	1	6
172	одной стороны	15	6
173	событие и	1	6
174	на то	27	6
175	вплоть до	1	6
176	в центре	2	5
177	только что	11	5
178	исходя из	7	5
179	дело с	5	5
180	не столько	1	5
181	в своих	9	5
182	и даже	4	5
183	и сам	1	5
184	именно в	9	5
185	и того	2	5
186	свою очередь	1	5
187	в другом	3	5
188	для того	45	5
189	о них	2	5
190	может служить	1	5
191	в одном	5	5
192	он сам	1	5
193	точка зрения	4	5
194	себя в	4	5
195	из них	7	5
196	к нему	1	5
197	бы и	1	5
198	не было	2	5
199	но для	1	5
200	так сказать	1	5
201	между собой	2	5
202	его жизни	1	5
203	а для	1	5
204	в русской	1	5
205	по поводу	6	5
206	точку зрения	1	5
207	и от	2	5
208	с ее	1	5
209	было как	1	5
210	и здесь	11	5
211	что это	15	5
212	подобно тому	1	5
213	если не	2	5
214	их в	4	5
215	и у	1	5
216	с ними	1	5
217	да и	4	5
218	о котором	9	5
219	том как	1	5
220	стало быть	1	5
221	было бы	15	5
222	и уже	4	5
223	для нее	1	5
224	за пределами	1	5
225	и то	12	5
226	мы не	8	5
227	на самом	9	5
228	читателя в	1	5
229	в какой	5	5
230	тем более	1	5
231	тому как	3	5
232	в начале	1	5
233	еще в	2	5
234	в пределах	3	5
235	и о	5	5
236	как будто	7	5
237	в душе	2	4
238	еще раз	2	4
239	даже в	2	4
240	строго говоря	2	4
241	не являются	1	4
242	от этих	3	4
243	в виду	5	4
244	по себе	13	4
245	в них	7	4
246	и с	3	4
247	конечном счете	2	4
248	он является	2	4
249	когда в	2	4
250	не существует	3	4
251	которой он	1	4
252	хотя бы	5	4
253	только на	4	4
254	но они	2	4
255	и когда	12	4
256	обратим внимание	1	4
257	который в	1	4
258	к этому	5	4
259	представить себе	2	4
260	что они	11	4
261	на том	4	4
262	несмотря на	5	4
263	к жизни	2	4
264	не о	1	4
265	не говорит	1	4
266	тому что	11	4
267	в себя	2	4
268	в ответ	2	4
269	не будет	3	4
270	из нас	1	4
271	по своей	1	4
272	другой день	1	4
273	и ее	1	4
274	жизни а	2	4
275	на ее	1	4
276	это уже	1	4
277	о которой	1	4
278	не на	1	4
279	за границей	1	4
280	оно не	2	4
281	вместе с	16	4
282	не имеет	2	4
283	которая не	1	4
284	во сне	1	4
285	в прозе	2	4
286	в основе	9	4
287	могла бы	4	4
288	не могло	2	4
289	в сфере	1	4
290	мог бы	3	4
291	начиная с	1	4
292	но именно	1	4
293	всяком случае	1	4
294	друг друга	1	4
295	исключительно в	1	4
296	во всяком	2	4
297	для нас	9	4
298	раз в	4	4
299	а на	1	4
300	а то	1	4
301	и как	10	4
302	или даже	1	4
303	так в	4	4
304	ли не	2	4
305	по своему	1	4
306	это было	4	4
307	не все	3	4
308	в области	2	4
309	человека в	3	4
310	она не	1	4
311	эти два	3	4
312	мы узнаем	2	4
313	быть и	2	4
314	что касается	4	4
315	не с	2	4
316	как он	6	4
317	как по	1	4
318	к ней	3	4
319	как мы	6	4
320	в театре	1	4
321	что на	6	4
322	не к	1	4
323	что было	1	3
324	более не	1	3
325	и составляет	4	3
326	на одном	5	3
327	с этой	5	3
328	говорит о	5	3
329	не бывает	1	3
330	ни слова	1	3
331	в этих	3	3
332	и опять	1	3
333	каждый из	2	3
334	не должен	1	3
335	интриги в	1	3
336	к своей	3	3
337	говорить о	1	3
338	за собой	1	3
339	не обязательно	1	3
340	так же	19	3
341	ни одного	5	3
342	жизни как	1	3
343	наряду с	1	3
344	в зависимости	7	3
345	все время	44	3
346	что она	10	3
347	что именно	7	3
348	к ее	1	3
349	и представляет	1	3
350	только не	5	3
351	ее и	1	3
352	она в	1	3
353	но еще	3	3
354	с точки	5	3
355	одно из	1	3
356	в следующем	1	3
357	видит в	3	3
358	связи с	2	3
359	но он	6	3
360	не знает	2	3
361	в которой	4	3
362	всех его	1	3
363	что не	5	3
364	характер и	1	3
365	между ними	2	3
366	же как	4	3
367	и это	13	3
368	сих пор	9	3
369	должен был	7	3
370	могли бы	6	3
371	но как	3	3
372	а с	7	3
373	с матерью	1	3
374	и что	45	3
375	можно было	6	3
376	часто не	1	3
377	иметь в	3	3
378	как уже	1	3
379	не просто	6	3
380	со словами	2	3
381	как известно	1	3
382	о его	1	3
383	в первой	1	3
384	бы быть	1	3
385	а как	3	3
386	здесь мы	2	3
387	события в	3	3
388	или иного	1	3
389	во время	4	3
390	в него	5	3
391	лицо и	2	3
392	до сих	9	3
393	я уже	1	3
394	первых двух	1	3
395	нам в	1	3
396	ни о	2	3
397	с таким	2	3
398	себя с	2	3
399	в романе	2	3
400	обращается к	1	3
401	и т	12	3
402	приводит к	2	3
403	бы не	1	3
404	зависимости от	9	3
405	в следующей	1	3
406	и читатель	2	3
407	еще и	1	3
408	и другая	1	3
409	что мы	12	3
410	как на	15	3
411	быть не	2	3
412	ни для	1	3
413	речь идет	1	3
414	жизни на	1	3
415	тем же	3	3
416	той же	6	3
417	от которой	1	3
418	одной из	2	3
419	до конца	7	3
420	характера и	8	3
421	по ходу	2	3
422	всякий раз	6	3
423	на этот	7	3
424	мать и	2	3
425	но это	2	3
426	жизни но	3	3
427	как к	1	3
428	и вот	7	3
429	которых он	3	3
430	несет в	1	3
431	же не	2	3
432	о герое	1	3
433	чем он	1	3
434	все равно	3	3
435	в виде	3	3
436	для других	1	3
437	дело в	4	3
438	как она	9	3
439	все эти	5	3
440	по его	5	3
441	именно эта	2	3
442	должен быть	3	3
443	и потому	8	3
444	того или	1	3
445	только к	1	3
446	его не	2	3
447	связано с	1	3
448	это была	1	3
449	заключает в	7	3
450	первые два	1	3
451	идет о	1	3
452	же самое	13	3
453	каждого из	1	3
454	со своими	1	3
455	и только	5	3
456	ли в	1	3
457	героя но	1	3
458	персонажей и	1	3
459	новое и	1	2
460	является в	2	2
461	случае в	1	2
462	мы и	2	2
463	действующее лицо	3	2
464	русской литературе	1	2
465	которая в	1	2
466	еще более	2	2
467	по выражению	1	2
468	какой бы	3	2
469	те же	3	2
470	нас в	2	2
471	с той	2	2
472	другой стороны	8	2
473	как если	1	2
474	быть может	1	2
475	с собой	3	2
476	людей и	1	2
477	более или	1	2
478	но все	5	2
479	мысль о	5	2
480	целый ряд	5	2
481	тем что	8	2
482	именно они	2	2
483	дело здесь	2	2
484	принадлежат к	1	2
485	одновременно и	1	2
486	другое дело	1	2
487	в это	2	2
488	как только	5	2
489	на первый	2	2
490	но несомненно	1	2
491	казалось бы	11	2
492	во внешнем	2	2
493	шире и	1	2
494	а стало	1	2
495	в действительности	2	2
496	один и	1	2
497	и который	1	2
498	из жизни	1	2
499	больше не	1	2
500	с помощью	3	2
501	когда она	3	2
502	чего не	1	2
503	а между	1	2
504	превращается в	2	2
505	то чтобы	1	2
506	с такою	1	2
507	говорит с	1	2
508	в контексте	1	2
509	вовсе не	8	2
510	места для	1	2
511	быть в	1	2
512	преимущественно в	2	2
513	тут же	1	2
514	своем воображении	1	2
515	бы в	7	2
516	того же	5	2
517	чем это	4	2
518	жизни с	3	2
519	к герою	1	2
520	и мы	28	2
521	к их	1	2
522	что иное	2	2
523	должно быть	6	2
524	они все	1	2
525	в произведении	1	2
526	по мнению	6	2
527	он идет	1	2
528	и кажется	2	2
529	о ком	1	2
530	отношения между	3	2
531	от тех	1	2
532	будто бы	3	2
533	одним из	1	2
534	быть только	1	2
535	о смерти	9	2
536	очевидно что	3	2
537	человек и	1	2
538	этом последнем	1	2
539	как говорит	6	2
540	в последние	1	2
541	ясно что	10	2
542	не есть	4	2
543	без которого	2	2
544	в двух	9	2
545	себе и	4	2
546	в других	1	2
547	во всех	6	2
548	только от	1	2
549	мы можем	8	2
550	бы она	1	2
551	сами по	2	2
552	по этой	1	2
553	человека как	1	2
554	так что	8	2
555	этой причине	1	2
556	нашем сознании	1	2
557	в городе	2	2
558	если же	3	2
559	одно и	3	2
560	хотя в	1	2
561	и является	2	2
562	все те	3	2
563	даже не	1	2
564	для читателя	2	2
565	сомневаться в	1	2
566	в нее	3	2
567	на главы	1	2
568	во взаимной	1	2
569	того кто	1	2
570	за нею	1	2
571	т п	5	2
572	и событий	1	2
573	его как	1	2
574	с кем-нибудь	1	2
575	могут быть	8	2
576	что может	2	2
577	и есть	7	2
578	мы будем	3	2
579	все остальное	2	2
580	с которым	5	2
581	своего героя	3	2
582	она оказывается	1	2
583	в сюжете	2	2
584	одного и	2	2
585	любви и	3	2
586	в особенности	3	2
587	а потому	1	2
588	та же	6	2
589	если в	1	2
590	должна быть	2	2
591	своих героев	1	2
592	характеры действующих	2	2
593	вот как	2	2
594	в сущности	14	2
595	давно уже	2	2
596	из которых	5	2
597	это их	1	2
598	утверждает что	6	2
599	для них	1	2
600	что после	1	2
601	себе не	2	2
602	все то	6	2
603	двумя или	1	2
604	от первой	1	2
605	в россии	1	2
606	который она	1	2
607	о самом	1	2
608	в составе	1	2
609	в процессе	1	2
610	можно назвать	1	2
611	она служит	1	2
612	это время	1	2
613	в которых	4	2
614	никто не	4	2
615	говоря и	1	2
616	он прямо	1	2
617	не до	1	2
618	том смысле	1	2
619	не своим	1	2
620	в каком	7	2
621	оно составляет	1	2
622	к другому	2	2
623	вглядеться в	1	2
624	это и	7	2
625	его и	2	2
626	тот кто	1	2
627	бы с	1	2
628	в течение	2	2
629	это то	1	2
630	которое не	2	2
631	них как	1	2
632	слова и	2	2
633	всего на	1	2
634	вступает в	1	2
635	первый раз	1	2
636	его характер	1	2
637	что же	1	2
638	на две	1	2
639	она может	1	2
640	одном полюсе	3	2
641	и во	2	2
642	именно то	5	2
643	он может	3	2
644	это сделать	1	2
645	только с	3	2
646	только потому	1	2
647	из него	1	2
648	прибегает к	1	2
649	обратиться к	9	2
650	такова природа	1	2
651	со времен	2	2
652	после этого	1	2
653	сам себя	2	2
654	только по	1	2
655	и матери	1	2
656	не для	4	2
657	бы на	2	2
658	что с	8	2
659	все это	8	2
660	узнаем что	1	2
661	со своим	2	2
662	в их	3	2
663	как именно	1	2
664	это всегда	1	2
665	и более	1	2
666	на нее	2	2
667	это еще	1	2
668	в сердце	2	2
669	указывает на	8	2
670	но уже	2	2
671	для которого	1	2
672	в каждой	3	2
673	говорит об	1	2
674	или менее	1	2
675	как все	4	2
676	при виде	1	2
677	и вообще	2	2
678	этих двух	8	2
679	в пределе	1	2
680	он говорит	5	2
681	слово это	1	2
682	т.п и	1	2
683	вся жизнь	1	2
684	обстоит дело	4	2
685	мы его	1	2
686	когда он	10	2
687	не оставляет	1	2
688	частности в	1	2
689	говоря о	1	2
690	признать что	4	2
691	на это	3	2
692	могло быть	2	2
693	отношение к	1	2
694	состоят в	1	2
695	во многом	1	2
696	в литературном	1	2
697	не можем	8	2
698	свести к	1	2
699	начала жизни	1	2
700	это означает	2	2
701	никому не	2	2
702	глазами и	1	2
703	только эти	1	2
704	нам как	2	2
705	это в	5	2
706	на своих	1	2
707	применительно к	1	2
708	и наконец	5	2
709	и действия	1	2
710	иное как	2	2
711	и трудное	1	1
712	во всем	3	1
713	это на	2	1
714	что один	1	1
715	видели в	1	1
716	и едва	1	1
717	с которыми	1	1
718	этих событий	1	1
719	с героем	2	1
720	сходство с	1	1
721	которые не	2	1
722	к этой	2	1
723	тех кто	1	1
724	того не	2	1
725	образом достигает	1	1
726	есть знак	1	1
727	искусства это	1	1
728	любовь к	1	1
729	жизнь которая	1	1
730	из всех	1	1
731	в разных	1	1
732	не имеющее	1	1
733	самое важное	5	1
734	тем как	2	1
735	в большей	2	1
736	оно становится	2	1
737	мысли и	1	1
738	это явление	1	1
739	не как	3	1
740	воплощенной в	1	1
741	и говорить	1	1
742	время не	1	1
743	это нужно	2	1
744	самых общих	1	1
745	близкое к	1	1
746	его от	1	1
747	бы перед	1	1
748	противоречие с	2	1
749	но что	3	1
750	пространства в	1	1
751	что слово	1	1
752	разговора с	2	1
753	основывается на	1	1
754	вполне отвечает	1	1
755	их не	2	1
756	основное условие	1	1
757	он имеет	1	1
758	она из	1	1
759	между характером	2	1
760	на которых	2	1
761	именно он	2	1
762	из двух	3	1
763	ни одна	2	1
764	мы бы	1	1
765	и этот	2	1
766	но по	1	1
767	связана с	1	1
768	или на	2	1
769	является тот	1	1
770	представление о	1	1
771	к другим	2	1
772	основной для	1	1
773	том или	1	1
774	детей и	1	1
775	исходили из	3	1
776	в корне	2	1
777	его на	2	1
778	но стоит	1	1
779	смерть как	1	1
780	сад и	1	1
781	здесь именно	1	1
782	мысли о	2	1
783	на эту	1	1
784	в лирике	1	1
785	внимание что	1	1
786	предмета и	1	1
787	ней не	1	1
788	характера у	1	1
789	эта радость	1	1
790	его изменение	1	1
791	отличается от	4	1
792	по признаку	1	1
793	своего исследования	1	1
794	столичной жизни	1	1
795	отца и	2	1
796	в письме	2	1
797	художественное произведение	5	1
798	так например	5	1
799	лица но	1	1
800	не имели	1	1
801	и нет	1	1
802	факт который	1	1
803	и смерти	1	1
804	особенности в	1	1
805	с этим	4	1
806	если я	2	1
807	действия и	5	1
808	все и	2	1
809	человека так	1	1
810	ли я	1	1
811	отца в	1	1
812	во все	4	1
813	некоторые из	1	1
814	на этой	1	1
815	у такого	1	1
816	осуществляется в	2	1
817	выше в	1	1
818	которые мы	1	1
819	не могли	4	1
820	что этот	3	1
821	уже до	1	1
822	вопрос о	6	1
823	же времени	1	1
824	человека не	1	1
825	нельзя было	2	1
826	которое никак	1	1
827	и мысли	1	1
828	он был	3	1
829	мы увидим	11	1
830	говорить не	1	1
831	имеет в	1	1
832	но во	2	1
833	но то	1	1
834	являются не	1	1
835	зрения героя	1	1
836	во многих	1	1
837	действительно так	2	1
838	что вся	3	1
839	узнаем о	1	1
840	и показывает	2	1
841	а когда	2	1
842	черты характера	1	1
843	не имеем	2	1
844	и вторая	1	1
845	выкинуть из	1	1
846	он думает	1	1
847	образом что	6	1
848	есть некоторая	1	1
849	внимания к	1	1
850	в сторону	2	1
851	что речь	1	1
852	не что	2	1
853	что ее	1	1
854	рассуждение о	1	1
855	на практике	1	1
856	даже с	1	1
857	здесь имеет	1	1
858	самого начала	5	1
859	в глаза	2	1
860	всего что	1	1
861	бесконечное число	1	1
862	на пересечении	1	1
863	бы совершенно	1	1
864	мы привыкли	1	1
865	и три	1	1
866	рассмотрим в	1	1
867	из виду	1	1
868	о художественной	1	1
869	или над	1	1
870	в комнате	1	1
871	по которой	1	1
872	героем то	1	1
873	следующим образом	2	1
874	конструктивный фактор	1	1
875	это так	2	1
876	раньше не	1	1
877	как я	1	1
878	в одной	4	1
879	конструктивный принцип	2	1
880	что все	12	1
881	совершенно прав	9	1
882	а со	1	1
883	по одной	1	1
884	речь о	1	1
885	говорит сам	1	1
886	проникновение в	1	1
887	под именем	1	1
888	от себя	2	1
889	что даже	3	1
890	друг с	6	1
891	ведущем к	1	1
892	в структуре	1	1
893	и чувства	2	1
894	этом автор	1	1
895	понятие о	1	1
896	цель достигнута	1	1
897	с собственной	1	1
898	себя что	1	1
899	и открывает	1	1
900	она есть	2	1
901	тайны когда	1	1
902	но так	1	1
903	характер ее	1	1
904	вовсе и	1	1
905	на втором	1	1
906	смысле как	1	1
907	не то	4	1
908	гораздо более	3	1
909	героя не	1	1
910	ближе к	2	1
911	бы то	1	1
912	о принципе	1	1
913	чтобы сделать	2	1
914	переживания героя	1	1
915	музыки и	1	1
916	событий а	1	1
917	нет характера	2	1
918	самой высокой	1	1
919	она и	1	1
920	хотелось бы	1	1
921	необходимо должно	1	1
922	здесь нет	1	1
923	и всей	1	1
924	жить в	1	1
925	в психологии	3	1
926	это будет	2	1
927	указать на	1	1
928	стороны и	5	1
929	не принадлежит	1	1
930	собой в	2	1
931	его дочь	1	1
932	такая же	1	1
933	и борьбы	1	1
934	в состоянии	3	1
935	мы знаем	4	1
936	смысле в	1	1
937	что сама	1	1
938	нет места	1	1
939	второй раз	1	1
940	проявляется в	1	1
941	ни было	1	1
942	элементов из	1	1
943	народной жизни	1	1
944	который можно	1	1
945	что при	5	1
946	говоря всякое	1	1
947	чем у	3	1
948	объединены в	1	1
949	вишневого сада	1	1
950	состоящий в	1	1
951	это верно	1	1
952	представлена в	1	1
953	отказывается от	1	1
954	согласно которому	1	1
955	есть с	1	1
956	в поэтике	1	1
957	наше внимание	2	1
958	в каждый	1	1
959	не годится	1	1
960	что между	2	1
961	внешнего мира	1	1
962	на нескольких	1	1
963	его в	2	1
964	не была	1	1
965	говорит он	2	1
966	отцов и	1	1
967	действий и	1	1
968	ни в	5	1
969	что составляет	4	1
970	как же	1	1
971	том именно	1	1
972	состояние в	1	1
973	пути и	3	1
974	на иных	1	1
975	и говорит	4	1
976	сказал что	2	1
977	евгении онегине	1	1
978	следует рассматривать	1	1
979	героя о	2	1
980	говоря словами	1	1
981	извлечь из	1	1
982	пример из	1	1
983	здесь же	2	1
984	и своего	1	1
985	сообщает нам	2	1
986	между этими	1	1
987	в последних	2	1
988	с одним	1	1
989	не остается	1	1
990	становится совершенно	1	1
991	в евгении	1	1
992	но ведь	2	1
993	мы никак	1	1
994	определенное и	1	1
995	эти три	3	1
996	следует понимать	2	1
997	время как	5	1
998	после слов	1	1
999	и она	1	1
1000	как во	1	1
1001	на земле	1	1
1002	последних словах	2	1
1003	сохраняет при	1	1
1004	что толстой	1	1
1005	из четырех	2	1
1006	образом для	2	1
1007	того и	1	1
1008	уже давно	4	1
1009	зрения и	1	1
1010	века в	1	1
1011	построен на	1	1
1012	письме к	1	1
1013	о которых	3	1
1014	мы делаем	1	1
1015	воздействия на	1	1
1016	что только	1	1
1017	времени сколько	1	1
1018	а только	1	1
1019	мы воспринимаем	8	1
1020	к некоторым	1	1
1021	полагает что	9	1
1022	на другом	1	1
1023	а герой	1	1
1024	и отдельные	1	1
1025	вопроса о	2	1
1026	чтобы понять	3	1
1027	я был	1	1
1028	это могло	1	1
1029	автор с	1	1
1030	на которую	1	1
1031	отношении совершенно	1	1
1032	характер который	1	1
1033	именно как	1	1
1034	к истине	1	1
1035	не имея	2	1
1036	это вполне	1	1
1037	в уста	3	1
1038	для его	2	1
1039	реальным и	1	1
1040	в москву	8	1
1041	и цель	1	1
1042	памяти а	1	1
1043	же обстоит	2	1
1044	на этом	11	1
1045	данный момент	1	1
1046	производит впечатление	1	1
1047	ли это	3	1
1048	к роману	1	1
1049	мы уже	7	1
1050	жизнь то	1	1
1051	своем появлении	1	1
1052	называет его	1	1
1053	другом и	1	1
1054	на котором	1	1
1055	определенным образом	1	1
1056	связь и	2	1
1057	не тот	1	1
1058	то ни	1	1
1059	совсем не	3	1
1060	согласуется с	2	1
1061	мы всегда	2	1
1062	новизна и	1	1
1063	из множества	1	1
1064	или же	1	1
1065	так называемые	1	1
1066	остается на	1	1
1067	в герои	1	1
1068	на самый	1	1
1069	это по	2	1
1070	и смысла	1	1
1071	ничто не	1	1
1072	оказывается в	1	1
1073	однако эта	2	1
1074	реакции на	1	1
1075	исчезает и	1	1
1076	что эта	8	1
1077	и та	5	1
1078	сущности говоря	8	1
1079	в тех	3	1
1080	и тот	2	1
1081	вспомним что	1	1
1082	за пределы	1	1
1083	тем и	1	1
1084	разрешается в	1	1
1085	этом смысле	4	1
1086	выражается в	1	1
1087	несколько иначе	1	1
1088	этот вопрос	6	1
1089	значит если	1	1
1090	над ним	2	1
1091	то или	1	1
1092	как один	1	1
1093	или иное	1	1
1094	в которое	2	1
1095	в самой	1	1
1096	это действительно	2	1
1097	себя за	2	1
1098	мыслящей и	1	1
1099	значение и	2	1
1100	из нее	2	1
1101	истории и	1	1
1102	вторая часть	1	1
1103	таково в	1	1
1104	самого но	1	1
1105	природы и	1	1
1106	на который	1	1
1107	образ смерти	1	1
1108	что для	6	1
1109	бы его	3	1
1110	нет больше	1	1
1111	и каждый	2	1
1112	существует в	1	1
1113	это делает	3	1
1114	приводят к	1	1
1115	любви в	1	1
1116	себе два	1	1
1117	обратимся к	1	1
1118	который так	1	1
1119	которое мы	3	1
1120	с чем	3	1
1121	необходимо чтобы	2	1
1122	этих единиц	1	1
1123	всю жизнь	1	1
1124	к полноте	1	1
1125	если они	1	1
1126	иной раз	1	1
1127	есть все	1	1
1128	этом процессе	1	1
1129	взглянуть на	3	1
1130	из этого	7	1
1131	речи и	2	1
1132	и чтобы	3	1
1133	там где	6	1
1134	с с	1	1
1135	как конструктивного	1	1
1136	нам только	4	1
1137	случае это	1	1
1138	означает что	1	1
1139	в один	1	1
1140	в одну	1	1
1141	и нельзя	1	1
1142	если это	4	1
1143	понять что	1	1
1144	мы видели	2	1
1145	от самого	1	1
1146	эта любовь	1	1
1147	что видит	1	1
1148	почему он	1	1
1149	до каких	1	1
1150	характеров и	2	1
1151	то время	4	1
1152	образом и	3	1
1153	на чем	1	1
1154	развитие сюжета	1	1
1155	за ним	3	1
1156	если за	2	1
1157	полной мере	1	1
1158	как возможность	1	1
1159	его мнению	4	1
1160	взглянул на	1	1
1161	сделано толстым	1	1
1162	жизнь была	1	1
1163	и сейчас	5	1
1164	самая суть	1	1
1165	с и	11	1
1166	следует ли	1	1
1167	он только	3	1
1168	бы составить	1	1
1169	которых мы	5	1
1170	был бы	8	1
1171	с такой	5	1
1172	оно было	1	1
1173	в противоречие	1	1
1174	говорит нам	3	1
1175	но такая	1	1
1176	была бы	4	1
1177	уже знаем	1	1
1178	с тем	10	1
1179	сам по	4	1
1180	не приходится	1	1
1181	в другой	1	1
1182	бы возникнуть	1	1
1183	и смех	1	1
1184	пределами этой	1	1
1185	из того	4	1
1186	когда его	2	1
1187	в отношении	2	1
1188	однако он	1	1
1189	нет никакого	2	1
1190	и создает	1	1
1191	на читателя	1	1
1192	же самой	1	1
1193	деле и	1	1
1194	него нет	1	1
1195	не могут	4	1
1196	в плоскости	1	1
1197	но каждый	1	1
1198	этой точки	3	1
1199	вместо того	1	1
1200	до этого	1	1
1201	однако что	1	1
1202	так называемый	1	1
1203	по преимуществу	2	1
1204	место действия	1	1
1205	легко и	2	1
1206	содержание и	4	1
1207	что интрига	1	1
1208	сознания однако	1	1
1209	имеет дело	4	1
1210	не делает	1	1
1211	родине и	1	1
1212	но никогда	1	1
1213	отношения к	2	1
1214	к которым	3	1
1215	евгения онегина	1	1
1216	с письмом	1	1
1217	что могло	1	1
1218	и они	1	1
1219	как не	1	1
1220	две фразы	1	1
1221	для каждого	1	1
1222	произведение в	2	1
1223	которые при	1	1
1224	и так	4	1
1225	однако чтобы	1	1
1226	отступает от	2	1
1227	и фантазии	1	1
1228	себя и	3	1
1229	же мало	1	1
1230	когда перед	1	1
1231	непременно должен	1	1
1232	отталкивается от	1	1
1233	сравнению с	4	1
1234	именно поэтому	2	1
1235	при всех	1	1
1236	которого не	1	1
1237	друг от	2	1
1238	первой главе	1	1
1239	его зовут	1	1
1240	что вообще	2	1
1241	словами и	1	1
1242	которую она	1	1
1243	по крайней	1	1
1244	к той	1	1
1245	без которых	1	1
1246	или ином	1	1
1247	и пишет	1	1
1248	но оно	1	1
1249	все они	2	1
1250	только одно	1	1
1251	что искусство	11	1
1252	ни к	1	1
1253	совершенно не	11	1
1254	словами он	1	1
1255	вытекает из	2	1
1256	своем роде	1	1
1257	он восклицает	1	1
1258	ему необходимо	1	1
1259	и воображения	1	1
1260	произведение не	1	1
1261	что ей	1	1
1262	их друг	1	1
1263	важный для	1	1
1264	составляет основу	3	1
1265	смерти и	1	1
1266	теперь его	1	1
1267	если он	2	1
1268	оба эти	3	1
1269	совпадает с	1	1
1270	задний план	1	1
1271	каким бы	1	1
1272	и достаточно	1	1
1273	в значительной	1	1
1274	относится к	2	1
1275	в умении	1	1
1276	не раз	2	1
1277	по сравнению	4	1
1278	разговор о	1	1
1279	это только	5	1
1280	в отдельности	1	1
1281	в повестях	1	1
1282	этой двойственности	1	1
1283	она влюбилась	1	1
1284	каждый в	1	1
1285	из его	4	1
1286	в новой	1	1
1287	с которой	2	1
1288	не у	1	1
1289	и теперь	2	1
1290	что если	9	1
1291	каждой из	1	1
1292	именно на	6	1
1293	не понимает	1	1
1294	и вся	4	1
1295	смысл который	1	1
1296	у шекспира	8	1
1297	и ему	1	1
1298	слов и	2	1
1299	он как	2	1
1300	ответы на	1	1
1301	от других	1	1
1302	художественной литературы	1	1
1303	и до	4	1
1304	только тем	1	1
1305	одна и	2	1
1306	чем не	2	1
1307	теперь не	1	1
1308	он есть	1	1
1309	же другая	1	1
