N	3gram	Bakhtin_Pr	slovoVRo
167	отношение к своему	1	2
168	и в романе	2	2
169	но прежде всего	1	2
170	иметь в виду	1	2
171	том и в	1	2
172	но и в	1	2
173	зависимости от характера	1	2
174	бы ни были	2	2
175	а не как	5	2
176	европейского романа в	1	2
177	там где она	1	2
178	но и само	1	2
179	о том что	2	2
180	этой точки зрения	2	2
181	а следовательно и	2	2
182	в то время	2	2
183	на ту же	1	2
184	на том же	1	2
185	же время и	1	2
186	разновидности романного жанра	1	2
187	мы не знаем	1	2
188	можно было бы	3	2
189	и к нему	1	2
190	в их основе	2	2
191	как одна из	1	2
192	нем новые стороны	1	2
193	ту же тему	2	2
194	не значит конечно	2	2
195	в этом его	1	2
196	с самого начала	1	2
197	они ни были	1	2
198	же как и	2	2
199	между тем как	5	2
200	с ним и	2	2
201	тем что он	1	2
202	по преимуществу в	1	2
203	о нем он	1	2
204	словом и с	1	2
205	лежит в одной	2	2
206	и в нем	2	2
207	и в частности	1	2
208	мы уже говорили	3	2
209	более того и	1	2
210	уже не только	1	2
211	то время как	2	2
212	и следовательно в	1	2
213	на этой почве	1	1
214	простое и непосредственное	1	1
215	так сказать в	1	1
216	романа но и	1	1
217	как это возможно	1	1
218	для него самого	2	1
219	сознания но и	1	1
220	ивана карамазова и	3	1
221	к нему не	1	1
222	одного и единого	1	1
223	у него есть	1	1
224	между авторской и	1	1
225	т п так	1	1
226	обстоит дело в	1	1
227	только один и	1	1
228	между героем и	1	1
229	в руках орудующего	1	1
230	вот что говорит	1	1
231	чужого слова о	1	1
232	неразрывной связи с	1	1
233	что он не	1	1
234	все то что	3	1
235	всех сферах идеологической	1	1
236	и на почве	1	1
237	объектную тень на	1	1
238	свой материал и	1	1
239	в каждом новом	1	1
240	отношение к слову	1	1
241	выражения авторских интенций	1	1
242	и непосредственное выражение	1	1
243	гораздо сложнее и	1	1
244	и даже не	1	1
245	героя и этим	1	1
246	далеко не исчерпывается	1	1
247	по себе а	1	1
248	речь как бы	1	1
249	рядом друг с	1	1
250	в той же	3	1
251	в себе все	1	1
252	и чужое слово	1	1
253	авторским словом непосредственно	1	1
254	этими двумя пределами	1	1
255	лишь абстрактный момент	1	1
256	ни одной из	1	1
257	лишь одна из	1	1
258	может быть различной	1	1
259	ее при этом	1	1
260	здесь перед нами	1	1
261	но и на	2	1
262	предметом изображения в	1	1
263	одного мира и	1	1
264	отношению к себе	2	1
265	например кандид вольтера	1	1
266	установка по отношению	1	1
267	отношения слова к	1	1
268	в каждую эпоху	1	1
269	нейтральное слово языка	1	1
270	слово героя и	1	1
271	он не может	1	1
272	у толстого со	1	1
273	в романе же	1	1
274	в таком слове	1	1
275	и в авторской	1	1
276	своим предметом и	1	1
277	в том числе	1	1
278	в самой этой	2	1
279	прямой авторской речи	1	1
280	слова не входят	1	1
281	и на предмет	1	1
282	него свои интенции	1	1
283	перед нами в	2	1
284	точками зрения и	1	1
285	каковы бы ни	1	1
286	чужого слова с	2	1
287	выражения себя и	1	1
288	она не может	1	1
289	точки зрения которого	1	1
290	слово как бы	1	1
291	имеют первостепенное значение	2	1
292	и на события	1	1
293	теоретического осознания и	1	1
294	при этом такое	1	1
295	не решенным и	1	1
296	на свой предмет	6	1
297	но здесь они	1	1
298	для наших целей	1	1
299	друг на друга	2	1
300	рядом с прямым	1	1
301	при всех возможных	1	1
302	зрения и оценок	1	1
303	как бы не	1	1
304	в романах достоевского	6	1
305	знает только себя	1	1
306	все новые и	1	1
307	так или иначе	1	1
308	к сожалению не	1	1
309	конечно не в	2	1
310	сами по себе	4	1
311	высказывания и в	1	1
312	рядом с этим	1	1
313	одним из участников	1	1
314	не столько в	1	1
315	на мир и	2	1
316	слова так как	1	1
317	конечно далеко не	1	1
318	и самое слово	1	1
319	может быть глубоко	1	1
320	свой предмет как	1	1
321	именно потому что	2	1
322	себе никогда не	1	1
323	то перед нами	7	1
324	двух точек зрения	2	1
325	как мы видим	1	1
326	по себе еще	4	1
327	как и у	1	1
328	может быть весьма	1	1
329	могут быть отнесены	1	1
330	в нем двух	1	1
331	объектности чужого слова	2	1
332	в монологический контекст	1	1
333	другой стороны и	3	1
334	о котором идет	1	1
335	в его сознании	1	1
336	нам важна здесь	1	1
337	не лежат в	1	1
338	том числе и	1	1
339	само по себе	4	1
340	один из этих	1	1
341	в один из	1	1
342	отношения к чужому	2	1
343	является в сущности	1	1
344	монологический контекст данного	1	1
345	самого говорящего как	1	1
346	в его собственном	1	1
347	в авторской речи	1	1
348	что они не	1	1
349	а в том	1	1
350	не могут до	1	1
351	в одно высказывание	2	1
352	до настоящего времени	2	1
353	не лежит в	1	1
354	быть весьма различны	2	1
355	одна из существеннейших	1	1
356	и у него	1	1
357	сатирических и пародийных	1	1
358	в прокрустово ложе	1	1
359	в неразрывной связи	1	1
360	и в пределах	1	1
361	в этом новом	1	1
362	могут до конца	1	1
363	то ни было	2	1
364	является лишь одним	2	1
365	одну и ту	1	1
366	чужой акцент и	1	1
367	как бы вовсе	1	1
368	в прямой авторской	1	1
369	переходил из одного	1	1
370	большинстве случаев в	2	1
371	не входит в	4	1
372	чужой речи и	1	1
373	направленное на свой	2	1
374	в процессе этого	1	1
375	значение чужого слова	1	1
376	не довлеет себе	1	1
377	романа не может	1	1
378	дело далеко не	2	1
379	героя о себе	4	1
380	высказывания и потому	1	1
381	в своей книге	1	1
382	все это не	1	1
383	им и не	1	1
384	тип романа который	1	1
385	бы то ни	3	1
386	разнородные явления как	1	1
387	и еще не	1	1
388	прямым авторским словом	3	1
389	перед нами не	1	1
390	точек зрения двух	1	1
391	по себе никогда	1	1
392	рассказ от автора	1	1
393	в его целом	6	1
394	но это не	2	1
395	в равной степени	1	1
396	определяет всю его	1	1
397	чужое слово и	4	1
398	наконец в плане	1	1
399	рядом с другими	3	1
400	она не входит	1	1
401	бы вне его	1	1
402	возможных точек зрения	1	1
403	раз и навсегда	1	1
404	но именно в	1	1
405	слово направлено на	2	1
406	для его голоса	1	1
407	взаимодействия с другими	1	1
408	там где он	1	1
409	прежде всего как	1	1
410	у ивана карамазова	1	1
411	между стилизацией и	1	1
412	далее и самое	1	1
413	роман не только	1	1
414	в этих случаях	2	1
415	у толстого в	1	1
416	значительной степени определяется	1	1
417	в настоящем и	1	1
418	в одном из	2	1
419	неразрывно связано с	1	1
420	а как бы	1	1
421	но в отличие	1	1
422	этого диалога в	1	1
423	в самом слове	1	1
424	плоскости с авторским	1	1
425	себе самому и	1	1
426	и могут быть	1	1
427	так как если	1	1
428	преломления в них	1	1
429	никогда не бывает	1	1
430	полное слияние голосов	1	1
431	точек зрения и	3	1
432	слово в то	1	1
433	свой предмет слово	2	1
434	без дистанции без	1	1
435	могла бы быть	1	1
436	и во всяком	1	1
437	и с чужим	1	1
438	особая точка зрения	1	1
439	дистанции без преломления	1	1
440	служить своим новым	1	1
441	оглядки на чужое	1	1
442	такого героя и	1	1
443	пор совершенно не	2	1
444	ним и с	1	1
445	все зависит от	1	1
446	и синтаксическую структуру	1	1
447	на то что	2	1
448	в самую гущу	1	1
449	чужого слова на	1	1
450	и вот в	1	1
451	и у тургенева	1	1
452	он не только	2	1
453	и ту же	1	1
454	чужого слова от	1	1
455	по крайней мере	2	1
456	заключается в том	1	1
457	слова как мы	1	1
458	здесь конечно не	2	1
459	не с точки	1	1
460	в чужих устах	1	1
461	и заставляет его	1	1
462	героем и автором	1	1
463	оно ни было	1	1
464	выйти за пределы	1	1
465	со всеми его	1	1
466	особой точки зрения	1	1
467	имеем в виду	1	1
468	же авторское слово	1	1
469	как точка зрения	2	1
470	слово во всех	1	1
471	и о своем	3	1
472	и непосредственно интенциональным	1	1
473	прямого авторского слова	1	1
474	в пределах самого	1	1
475	мы увидим что	1	1
476	что как раз	1	1
477	и в поэзии	1	1
478	его и нет	1	1
479	в целом ряде	2	1
480	между ними и	1	1
481	но и не	2	1
482	не менее чем	1	1
483	слово героя о	2	1
484	как один из	2	1
485	руках орудующего им	1	1
486	о тропах или	1	1
487	это не только	1	1
488	до простой ремарки	1	1
489	и так сказать	1	1
490	может стремиться к	1	1
491	чужую речь а	1	1
492	всякое иное слово	1	1
493	в высшее единство	1	1
494	и до настоящего	1	1
495	стилизация отличается от	1	1
496	к нему и	2	1
497	авторских интенций в	1	1
498	но у него	1	1
499	не может стать	1	1
500	как мы ее	1	1
501	он может быть	2	1
502	к чужому высказыванию	1	1
503	в единство некоторого	1	1
504	на чужое слово	12	1
505	сих пор совершенно	2	1
506	как нейтральное слово	1	1
507	в противном случае	1	1
508	заключено в кавычки	1	1
509	хотя далеко не	1	1
510	чужого слова как	1	1
511	авторской речи но	1	1
512	его жизни и	1	1
513	мира с его	1	1
514	бы оно ни	1	1
515	себе самом и	5	1
516	своим новым интенциям	1	1
517	становится одним из	1	1
518	не сливается с	2	1
519	дело в том	1	1
520	как и все	4	1
521	как чужое слово	3	1
522	происходит преломление авторских	1	1
523	оно до конца	1	1
524	может быть объектом	1	1
525	и могли бы	1	1
526	подобно тому как	3	1
527	не только действительность	1	1
528	как и герой	3	1
529	сознание и его	1	1
530	с прямым авторским	1	1
531	системы языка в	1	1
532	слово может быть	2	1
533	повсюду во все	1	1
534	сферах идеологической жизни	1	1
535	он знает что	1	1
536	так же как	1	1
537	с таким же	1	1
538	уже говорили что	1	1
539	слов о нем	1	1
540	его влиянием в	1	1
541	печорин у лермонтова	1	1
542	и всякое иное	2	1
543	мы имеем в	1	1
544	уже не было	1	1
545	кроме того и	1	1
546	не менее в	1	1
547	лишь там где	2	1
548	именно в том	1	1
549	слово самого героя	1	1
550	том что он	5	1
551	и до конца	2	1
552	в своем собственном	1	1
553	чтобы добиться от	1	1
554	всяком случае не	1	1
555	тем или иным	1	1
556	его несмотря на	1	1
557	например у толстого	1	1
558	который не был	1	1
559	значение для понимания	1	1
560	дело здесь конечно	1	1
561	иначе обстоит дело	1	1
562	образ а не	1	1
563	о себе самом	12	1
564	том же предмете	2	1
565	она может быть	1	1
566	может находиться в	1	1
567	такой роман как	1	1
568	к себе самому	4	1
569	это возможно в	1	1
570	еще резче и	1	1
571	и на его	1	1
572	в нем и	1	1
573	все то в	1	1
574	чем он был	1	1
575	тем поразительнее что	1	1
576	сознания и слова	1	1
577	перед нами уже	2	1
578	различным может быть	1	1
579	точки зрения и	1	1
580	пробным камнем для	1	1
581	и потому не	1	1
582	здесь таким образом	1	1
583	в этом как	1	1
584	в результате их	1	1
585	также и в	1	1
586	не только как	1	1
587	прежде всего в	1	1
588	его смысла и	1	1
589	поэтому менее всего	1	1
590	рядом с собой	2	1
591	если бы он	1	1
592	неизбежно приводит к	1	1
593	новые и новые	1	1
594	но с другой	2	1
595	друг к другу	1	1
