N	2gram	Losev_Prob	SlovoVZh
735	имеется такой	1	1
736	в целом	9	1
737	нам кажется	2	1
738	единство и	1	1
739	ничего общего	7	1
740	себя в	4	1
741	крайней мере	9	1
742	является еще	1	1
743	или менее	2	1
744	суждения о	1	1
745	имеет дело	1	1
746	взятый в	3	1
747	вовсе не	62	1
748	сливаются в	2	1
749	на другие	1	1
750	больше того	1	1
751	сам поэт	1	1
752	другого и	1	1
753	думать что	1	1
754	от предмета	1	1
755	всякой художественной	1	1
756	не то	2	1
757	самый принцип	1	1
758	гораздо больше	2	1
759	оно возникает	2	1
760	тем более	8	1
761	по крайней	9	1
762	состоящая из	1	1
763	употребляются в	1	1
764	что до	1	1
765	мы видели	2	1
766	перед нами	8	1
767	чем более	1	1
768	и рождается	1	1
769	и самый	3	1
770	понять и	1	1
771	и другого	1	1
772	же мы	1	1
773	не имеющих	1	1
774	который и	1	1
775	всяком случае	8	1
776	искусства может	1	1
777	и всесторонне	1	1
778	только для	1	1
779	на них	1	1
780	можно только	3	1
781	на самостоятельное	1	1
