N	3gram	Vygotskiy_	Narrotol
212	прежде всего следует	1	1
213	всяком случае в	1	1
214	и не только	1	1
215	все та же	1	1
216	уже не на	1	1
217	как и на	1	1
218	еще не гарантирует	1	1
219	не что иное	2	1
220	ни одна из	1	1
221	и та же	1	1
222	и с точки	1	1
223	и здесь мы	1	1
224	говорит нам о	1	1
225	как и все	1	1
226	содержит в себе	2	1
227	как мы видели	4	1
228	и все его	1	1
229	не является в	1	1
230	мы не знаем	2	1
231	в основе этого	4	1
232	столь же мало	2	1
233	равным образом и	1	1
234	то время как	5	1
235	с самого начала	6	1
236	пространственных и временных	1	1
237	том что он	1	1
238	как и у	1	1
239	мы не видим	1	1
240	и что в	2	1
241	же как и	6	1
242	том что с	1	1
243	предполагает не только	1	1
244	речи и мышления	3	1
245	тем самым как	1	1
246	представление о том	1	1
247	одна и та	1	1
248	могло бы возникнуть	2	1
249	одна из этих	1	1
250	том случае если	2	1
251	и не могло	1	1
252	детьми и взрослыми	1	1
253	том смысле как	1	1
254	как это делает	1	1
255	то что мы	2	1
256	оба эти момента	3	1
257	в том виде	4	1
258	то же слово	3	1
259	прежде всего тем	1	1
260	самым как бы	1	1
261	что и в	6	1
262	с этой точки	4	1
263	мы не можем	2	1
264	с этого момента	1	1
265	как в случае	1	1
