N	2gram	Bakhtin_Fr	Myslijsy
390	но если	1	6
391	художественного произведения	1	6
392	но на	1	6
393	то он	1	6
394	у нас	4	6
395	в их	6	6
396	в виде	2	6
397	что ни	1	6
398	от языка	2	6
399	на нее	1	6
400	в стороне	1	6
401	что между	1	6
402	на его	4	6
403	в каждой	1	6
404	об этом	3	6
405	все более	1	6
406	как он	4	6
407	в один	2	6
408	жизни и	6	6
409	человек не	1	6
410	в той	7	5
411	только из	1	5
412	были бы	1	5
413	даже в	4	5
414	формы в	1	5
415	например с	1	5
416	и значение	1	5
417	времени и	5	5
418	уже и	2	5
419	нечто общее	1	5
420	входит в	2	5
421	но даже	2	5
422	но эти	4	5
423	только под	1	5
424	образом что	1	5
425	значительной степени	2	5
426	конечно не	4	5
427	с другим	1	5
428	вообще и	1	5
429	том чтобы	1	5
430	в нашем	5	5
431	или лучше	1	5
432	время и	1	5
433	на том	2	5
434	в произведении	3	5
435	чем в	2	5
436	ли мы	1	5
437	образа как	1	5
438	одним из	2	5
439	без него	1	5
440	и дух	1	5
441	одна из	3	5
442	и у	2	5
443	как предмет	1	5
444	лица и	1	5
445	рядом с	5	5
446	предполагает что	1	5
447	оно и	1	5
448	можно было	3	5
449	но только	2	5
450	над всеми	1	5
451	что может	1	5
452	если в	1	5
453	время как	1	5
454	все то	2	5
455	то на	1	5
456	известной степени	1	5
457	перед нами	4	5
458	смотреть как	1	5
459	в коих	1	5
460	о языке	1	5
461	в течение	3	5
462	мы его	1	5
463	для нее	1	5
464	слов и	4	5
465	переход от	2	5
466	ее не	2	5
467	на этот	1	5
468	и здесь	5	5
469	с каким	1	5
470	они не	4	5
471	мы имеем	2	5
472	указание на	1	5
473	нет ничего	1	5
474	не подлежит	4	5
475	в области	5	5
476	что эти	1	5
477	том случае	1	5
478	такие же	1	5
479	здесь только	3	5
480	этого не	1	5
481	в начале	5	5
482	как же	1	5
483	не по	1	5
484	отношение к	11	5
485	с общим	1	5
486	не к	2	5
487	еще более	5	4
488	в применении	1	4
489	в некоторых	1	4
490	каждому из	1	4
491	равно как	2	4
492	от всего	1	4
493	как именно	1	4
494	точке зрения	1	4
495	имеет в	2	4
496	в другом	3	4
497	был бы	1	4
498	имея в	1	4
499	слова при	1	4
500	не что	1	4
501	над собою	1	4
502	при виде	1	4
503	что иное	1	4
504	не мог	1	4
505	но так	1	4
506	бы то	1	4
507	к общему	1	4
508	видели что	1	4
509	все его	2	4
510	говорит он	2	4
511	не знает	1	4
512	влияния на	2	4
513	в связи	7	4
514	следовательно и	2	4
515	от этого	2	4
516	с его	6	4
517	связанная с	1	4
518	на этом	3	4
519	эти слова	1	4
520	не дает	4	4
521	то ни	1	4
522	явления в	1	4
523	образ как	3	4
524	не могла	1	4
525	а тем	1	4
526	он в	2	4
527	ничего не	4	4
528	из этого	3	4
529	собственном смысле	1	4
530	относятся к	1	4
531	бы мы	1	4
532	ни в	6	4
533	это есть	2	4
534	и вполне	2	4
535	не на	2	4
536	мы чувствуем	3	4
537	в наших	2	4
538	ее с	1	4
539	тела и	1	4
540	отношения к	2	4
541	и они	5	4
542	и так	5	4
543	что бы	1	4
544	все они	5	4
545	здесь как	1	4
546	одним и	1	4
547	как средство	1	4
548	более и	1	4
549	между людьми	1	4
550	начиная с	3	4
551	языка но	1	4
552	что во	1	4
553	образы и	1	4
554	он должен	1	4
555	ему в	1	4
556	данном случае	3	4
557	не во	1	4
558	по этому	1	4
559	сознания и	1	4
560	не без	1	4
561	на что	1	4
562	этом отношении	4	4
563	что так	1	4
564	между этими	1	4
565	как нечто	3	4
566	но с	1	4
567	отказаться от	1	4
568	но эта	1	4
569	дело в	4	4
570	в ту	8	4
571	или даже	1	4
572	стремление к	1	4
573	к своему	1	4
574	по своему	3	4
575	мы находим	3	4
576	бы совершенно	1	4
577	на них	3	4
578	искать в	1	4
579	он говорит	6	4
580	к тем	2	4
581	есть и	4	4
582	стороны и	2	4
583	только то	2	4
584	во многом	1	4
585	одного из	3	4
586	в голову	1	4
587	бытия и	1	4
588	такой же	3	4
589	к новому	2	4
590	иное как	1	4
591	к этой	3	3
592	до него	1	3
593	случае мы	1	3
594	дело с	2	3
595	кроме того	5	3
596	в результате	1	3
597	в различных	2	3
598	одной из	3	3
599	на мир	2	3
600	на такой	2	3
601	на свою	1	3
602	от одной	1	3
603	они ни	1	3
604	которое не	1	3
605	раз при	2	3
606	на первый	1	3
607	на одном	1	3
608	что этот	1	3
609	применении к	1	3
610	и мысли	4	3
611	мы увидим	3	3
612	образа есть	1	3
613	доказать что	1	3
614	и каждое	1	3
615	уже есть	1	3
616	сложное и	1	3
617	жизни то	1	3
618	быть в	2	3
619	входят в	1	3
620	он сам	1	3
621	к этим	1	3
622	на словах	1	3
623	в большей	2	3
624	подлежит сомнению	2	3
625	вносит в	1	3
626	которые в	2	3
627	несколько слов	1	3
628	и весь	2	3
629	или наоборот	1	3
630	о влиянии	1	3
631	которым мы	1	3
632	от его	1	3
633	первом случае	1	3
634	что сам	1	3
635	что уже	2	3
636	мы знаем	3	3
637	и сама	2	3
638	и человек	1	3
639	не была	2	3
640	ее от	1	3
641	эти образы	3	3
642	но для	1	3
643	сходство с	1	3
644	с одним	1	3
645	необходимости и	1	3
646	художественном произведении	1	3
647	большинстве случаев	3	3
648	о которой	1	3
649	в себя	2	3
650	до поры	1	3
651	как всякое	1	3
652	себе и	1	3
653	действительности и	1	3
654	перехода от	2	3
655	с здесь	1	3
656	мысль и	1	3
657	как человек	2	3
658	образ не	2	3
659	здесь мы	3	3
660	до этого	1	3
661	как это	1	3
662	что эта	2	3
663	в приведенном	5	3
664	в форме	3	3
665	на свое	1	3
666	нечто вроде	1	3
667	своего значения	1	3
668	и др	9	3
669	всех сторон	2	3
670	не значит	1	3
671	в общем	2	3
672	есть одна	1	3
673	и ее	3	3
674	на чем	1	3
675	значения и	1	3
676	и из	1	3
677	для них	1	3
678	в отношении	3	3
679	слова мы	1	3
680	такого же	1	3
681	к самому	1	3
682	при известных	1	3
683	и степень	1	3
684	она и	1	3
685	эти явления	2	3
686	как о	2	3
687	связанные с	4	3
688	в известном	1	3
689	и состоит	1	3
690	в первый	2	3
691	он видит	2	3
692	со всех	1	3
693	значение этого	2	3
694	у меня	2	3
695	именно на	1	3
696	что здесь	2	3
697	не совсем	1	3
698	деле в	1	3
699	до известной	1	3
700	здесь не	5	3
701	это значение	2	3
702	указанием на	1	3
703	в формах	1	3
704	в свое	1	3
705	и наконец	5	3
706	что ему	1	3
707	после этого	2	3
708	ничем не	1	3
709	ни с	1	3
710	ее в	1	3
711	без них	1	3
712	о значении	1	3
713	что значит	2	3
714	видеть в	2	3
715	к первой	2	3
716	этих слов	1	3
717	с которым	1	3
718	художника и	1	3
719	этой цели	1	3
720	сливается с	1	3
721	есть как	1	3
722	и я	1	3
723	в новом	1	3
724	нисколько не	1	3
725	все слова	1	3
726	сказать несколько	1	3
727	в одной	3	3
728	раз как	1	3
729	разнообразие и	1	3
730	отличие от	3	3
731	это в	4	3
732	случае если	1	3
733	слово это	1	3
734	и представление	1	3
735	не находит	2	3
736	в человеческом	1	3
737	пор не	1	3
738	в нашей	2	3
739	даже при	1	3
740	в развитии	2	3
741	этого образа	2	3
742	в большинстве	3	3
743	и совершенно	1	3
744	для обозначения	1	3
745	как для	1	3
746	людьми и	2	3
747	происходит в	1	3
748	и прежде	4	3
749	как будто	2	3
750	для этого	3	3
751	нетрудно заметить	1	3
752	которой мы	1	3
753	близких к	1	3
754	например только	1	2
755	еще раз	2	2
756	друг в	2	2
757	ко второй	1	2
758	как средства	4	2
759	значение для	1	2
760	ровно ничего	1	2
761	к более	1	2
762	его за	2	2
763	под ним	1	2
764	следует что	1	2
765	теряет своей	1	2
766	что дело	1	2
767	время не	1	2
768	потому не	1	2
769	его от	1	2
770	нами в	1	2
771	иначе чем	1	2
772	и сам	5	2
773	всякий раз	2	2
774	же образом	1	2
775	можно объяснить	1	2
776	если он	1	2
777	принадлежат к	2	2
778	развития но	1	2
779	роль в	7	2
780	есть когда	1	2
781	и сделал	2	2
782	отличается от	1	2
783	нечто другое	1	2
784	в это	2	2
785	в язык	1	2
786	нам его	1	2
787	даже с	1	2
788	самое содержание	1	2
789	и образ	2	2
790	понятно что	3	2
791	под одно	1	2
792	во все	3	2
793	которая в	1	2
794	находит в	1	2
795	не могли	1	2
796	и такие	2	2
797	эта связь	1	2
798	раз и	2	2
799	известных условиях	1	2
800	в противоположность	2	2
801	им самим	1	2
802	сознания в	1	2
803	этой связи	1	2
804	ни его	1	2
805	историческое и	1	2
806	то его	2	2
807	нем есть	1	2
808	но этот	1	2
809	в прошлом	2	2
810	и еще	3	2
811	это единство	1	2
812	тела в	1	2
813	группы и	2	2
814	ключ к	1	2
815	одном слове	1	2
816	на другом	1	2
817	такая же	1	2
818	можно понимать	1	2
819	с этими	2	2
820	во времена	1	2
821	но никак	1	2
822	на те	1	2
823	теории и	1	2
824	который в	2	2
825	они служат	2	2
826	изменений в	1	2
827	к больному	1	2
828	а следовательно	1	2
829	в отдельных	1	2
830	в системе	3	2
831	в картине	1	2
832	лишь один	1	2
833	так у	1	2
834	но конечно	5	2
835	на каждое	1	2
836	себя в	2	2
837	не найдем	1	2
838	своего развития	2	2
839	бы вполне	1	2
840	к различным	1	2
841	ее и	1	2
842	него как	1	2
843	которое он	1	2
844	нам право	1	2
845	первый раз	2	2
846	и легко	1	2
847	не теряет	1	2
848	в теле	1	2
849	самостоятельное существование	1	2
850	с тех	1	2
851	не думает	1	2
852	в буквальном	1	2
853	и за	3	2
854	значит не	1	2
855	для своего	1	2
856	по содержанию	1	2
857	видит в	3	2
858	существует только	1	2
859	по частям	1	2
860	с двумя	1	2
861	такой точки	1	2
862	не нуждается	1	2
863	как его	2	2
864	с представлением	1	2
865	этом последнем	1	2
866	же как	1	2
867	и произведения	1	2
868	всем своем	1	2
869	но когда	1	2
870	понимание и	2	2
871	точек зрения	1	2
872	именно с	1	2
873	и отдельные	1	2
874	к истине	1	2
875	с образом	2	2
876	же образ	1	2
877	вообще в	2	2
878	тут же	3	2
879	не видит	4	2
880	и образа	1	2
881	ни для	4	2
882	был уже	1	2
883	от самого	1	2
884	с образами	2	2
885	не отделяет	1	2
886	самого образа	1	2
887	в шутку	1	2
888	о ее	1	2
889	деятельность в	1	2
890	по своей	4	2
891	совершенно справедливо	1	2
892	самих и	1	2
893	истории и	1	2
894	только первый	1	2
895	образом то	1	2
896	о его	2	2
897	боли и	1	2
898	в первой	3	2
899	ей не	1	2
900	не сразу	1	2
901	были и	4	2
902	который был	1	2
903	с с	1	2
904	с ее	1	2
905	всех этих	5	2
906	и нельзя	1	2
907	человеческого ума	1	2
908	превращаются в	2	2
909	почему он	1	2
910	время его	2	2
911	по форме	1	2
912	что этим	1	2
913	нас как	1	2
914	с такой	1	2
915	и должно	1	2
916	переходим к	1	2
917	из которых	1	2
918	не исчерпывается	2	2
919	переходит в	1	2
920	но этого	1	2
921	под этим	1	2
922	больному месту	1	2
923	что должно	2	2
924	есть лишь	1	2
925	строгом смысле	1	2
926	всегда в	1	2
927	это положение	1	2
928	имеет дело	1	2
929	судить по	1	2
930	не приводит	1	2
931	на их	4	2
932	в народной	1	2
933	это самое	2	2
934	свое время	1	2
935	к представлению	1	2
936	это и	4	2
937	ни к	1	2
938	его и	1	2
939	к нашему	2	2
940	его связь	3	2
941	нас не	1	2
942	где нет	1	2
943	такую же	1	2
944	истории но	1	2
945	живым и	1	2
946	художественных произведений	1	2
947	как выражение	1	2
948	из его	2	2
949	не понимает	4	2
950	находящихся в	1	2
951	убеждение в	1	2
952	общие черты	1	2
953	и об	1	2
954	переходит к	1	2
955	субъективное и	1	2
956	знаем что	1	2
957	каждый из	2	2
958	им в	2	2
959	имеем в	2	2
960	и там	1	2
961	нет и	1	2
962	речи в	1	2
963	принадлежит к	2	2
964	их с	1	2
965	степень влияния	1	2
966	бы на	1	2
967	такие которые	1	2
968	еще дальше	1	2
969	имеет и	2	2
970	с высоты	1	2
971	и после	2	2
972	мы еще	8	2
973	нею в	1	2
974	они были	4	2
975	органов и	2	2
976	человека но	1	2
977	уже с	1	2
978	к лицу	1	2
979	таком же	1	2
980	эти представления	1	2
981	на языке	2	2
982	и прямо	1	2
983	этот мир	2	2
984	этот процесс	4	2
985	ее на	1	2
986	он как	1	2
987	из основных	1	2
988	еще и	6	2
989	не для	1	2
990	или с	1	2
991	к его	1	2
992	наблюдения над	1	2
993	значение его	1	2
994	о нем	3	2
995	где он	2	2
996	что каждый	1	2
997	же не	1	2
998	с их	5	2
999	может только	1	2
1000	вовсе нет	2	2
1001	по словам	2	2
1002	когда же	2	2
1003	лицом к	1	2
1004	голову по	2	2
1005	формы и	1	2
1006	ко второму	2	2
1007	сделал его	1	2
1008	а все	1	2
1009	ему при	1	2
1010	которые как	1	2
1011	и эта	1	2
1012	с теми	1	2
1013	что вполне	2	2
1014	образов с	1	2
1015	этом в	1	2
1016	известная степень	1	2
1017	мы ее	1	2
1018	со своей	1	2
1019	если она	1	2
1020	вследствие чего	2	2
1021	знания и	1	2
1022	века не	1	2
1023	с себя	1	2
1024	чего в	1	2
1025	ему не	2	2
1026	оно может	1	2
1027	не дают	1	2
1028	и эти	1	2
1029	только к	1	2
1030	к их	1	2
1031	с первым	1	2
1032	них в	2	2
1033	то чего	1	2
1034	связь и	2	2
1035	на такие	2	2
1036	дело не	3	2
1037	связано с	1	2
1038	быть и	2	2
1039	эти формы	1	2
1040	от всех	1	2
1041	во второй	2	2
1042	когда он	1	2
1043	же значение	1	2
1044	его чувство	1	2
1045	но дело	4	2
1046	на которые	1	2
1047	таких случаях	1	2
1048	не станет	1	2
1049	свое значение	2	2
1050	что из	2	2
1051	встречаем и	1	2
1052	этот способ	1	2
1053	времени с	2	2
1054	каждого из	1	2
1055	и самого	1	2
1056	бы он	1	2
1057	какой бы	2	2
1058	и начинается	1	2
1059	образов и	2	2
1060	и необходимо	2	2
1061	нуждается в	4	2
1062	если на	1	2
1063	видит только	1	2
1064	дальше в	1	2
1065	или точнее	2	2
1066	еще несколько	1	1
1067	характера как	1	1
1068	какую роль	1	1
1069	что один	2	1
1070	к действительности	1	1
1071	в особенности	6	1
1072	и другие	4	1
1073	образов в	4	1
1074	зрения на	1	1
1075	еще очевиднее	1	1
1076	от необходимости	1	1
1077	каждое явление	1	1
1078	на эти	1	1
1079	самого слабого	1	1
1080	со всем	2	1
1081	роль и	1	1
1082	рассказ о	1	1
1083	и животных	1	1
1084	прямо на	2	1
1085	он считает	2	1
1086	которые на	1	1
1087	между отдельными	1	1
1088	без исключения	1	1
1089	людей но	2	1
1090	они также	2	1
1091	из всех	4	1
1092	видели в	1	1
1093	практики и	1	1
1094	оно совершается	1	1
1095	какова же	1	1
1096	его принадлежности	1	1
1097	в нашу	2	1
1098	часов и	1	1
1099	их было	1	1
1100	материал не	1	1
1101	роль играют	1	1
1102	переносит в	1	1
1103	жить и	1	1
1104	с той	1	1
1105	непосредственным источником	1	1
1106	человеческого слова	1	1
1107	только за	1	1
1108	из указанных	1	1
1109	мы даем	1	1
1110	которой все	1	1
1111	целом как	1	1
1112	как они	2	1
1113	и самые	1	1
1114	границы между	1	1
1115	быть названа	1	1
1116	стоит в	1	1
1117	значение это	1	1
1118	в духе	11	1
1119	одновременно не	1	1
1120	имеют более	1	1
1121	общего то	1	1
1122	такими же	1	1
1123	и внутри	1	1
1124	на известную	1	1
1125	на волю	2	1
1126	и опять	1	1
1127	такую силу	1	1
1128	и силу	1	1
1129	весь этот	5	1
1130	участие в	1	1
1131	я им	1	1
1132	них уже	1	1
1133	бы все	1	1
1134	в числе	3	1
1135	места и	1	1
1136	так это	1	1
1137	этом суждении	2	1
1138	богатая и	1	1
1139	сознанием и	1	1
1140	всех тех	1	1
1141	если кто	3	1
1142	значение слов	1	1
1143	и двумя	1	1
1144	что почти	1	1
1145	притом в	1	1
1146	и очень	2	1
1147	здесь дело	1	1
1148	раз эти	1	1
1149	полотно и	1	1
1150	свои слова	2	1
1151	словом так	1	1
1152	он произносит	1	1
1153	в художественном	3	1
1154	большей или	3	1
1155	именно от	1	1
1156	произведение только	1	1
1157	от своей	1	1
1158	к первым	1	1
1159	мир и	2	1
1160	мы считаем	1	1
1161	и телесной	1	1
1162	частей тела	3	1
1163	силою и	1	1
1164	др и	1	1
1165	казалось бы	1	1
1166	всякого рода	2	1
1167	образы из	1	1
1168	г в	1	1
1169	понять ни	1	1
1170	не столь	1	1
1171	теперь он	2	1
1172	жизнь человека	1	1
1173	так мало	1	1
1174	хотя может	1	1
1175	только относительная	1	1
1176	было не	1	1
1177	все и	1	1
1178	его из	1	1
1179	и отчасти	1	1
1180	это с	2	1
1181	некоторые из	4	1
1182	больше чем	3	1
1183	должны служить	1	1
1184	видеть и	1	1
1185	он находит	1	1
1186	понято и	1	1
1187	как изображается	1	1
1188	не согласиться	1	1
1189	он был	5	1
1190	что мне	1	1
1191	силы и	2	1
1192	два момента	1	1
1193	не простое	1	1
1194	в творчестве	5	1
1195	в понимании	2	1
1196	в нескольких	1	1
1197	с личной	1	1
1198	это его	1	1
1199	была только	1	1
1200	тело и	1	1
1201	поэтических произведениях	1	1
1202	прочь от	1	1
1203	в этот	2	1
1204	характер они	1	1
1205	существенное значение	2	1
1206	он ищет	1	1
1207	и т.п	17	1
1208	оно так	1	1
1209	строго научной	1	1
1210	некоторые явления	1	1
1211	сердце если	1	1
1212	втором случае	1	1
1213	в строгом	1	1
1214	виду и	1	1
1215	собой что	1	1
1216	говорит что	1	1
1217	а нет	1	1
1218	несколько примеров	1	1
1219	этим не	1	1
1220	для которого	2	1
1221	и те	1	1
1222	что два	1	1
1223	ключа к	1	1
1224	в вопросе	1	1
1225	всего этого	2	1
1226	делает его	1	1
1227	вслушиваться в	1	1
1228	продолжает жить	1	1
1229	второй половины	3	1
1230	сила и	1	1
1231	приходит на	1	1
1232	в следующий	4	1
1233	но ни	1	1
1234	в детях	1	1
1235	которого они	1	1
1236	и правда	1	1
1237	настоящее время	2	1
1238	те места	2	1
1239	языке можно	1	1
1240	только этим	1	1
1241	еще ничего	1	1
1242	сущности и	1	1
1243	есть это	1	1
1244	только во	3	1
1245	же она	1	1
1246	к двум	1	1
1247	чего он	2	1
1248	особенно в	6	1
1249	связи со	2	1
1250	стремлением к	1	1
1251	и всякого	1	1
1252	понимания отдельных	1	1
1253	были в	2	1
1254	это уже	2	1
1255	время мы	1	1
1256	и две	1	1
1257	и богатство	1	1
1258	и оригинальность	1	1
1259	и болезнь	1	1
1260	жизни как	2	1
1261	состоит его	1	1
1262	о шуме	1	1
1263	что народная	2	1
1264	жизни с	2	1
1265	в заключение	4	1
1266	гораздо более	1	1
1267	вся книга	1	1
1268	и могли	1	1
1269	нем был	1	1
1270	мало того	1	1
1271	даже по	1	1
1272	которую они	1	1
1273	значение имеет	1	1
1274	все стороны	1	1
1275	и он	2	1
1276	только ход	1	1
1277	по преимуществу	3	1
1278	произведений и	3	1
1279	но из	1	1
1280	где начинается	1	1
1281	что каждая	2	1
1282	поэтому в	2	1
1283	такого рода	5	1
1284	этого он	2	1
1285	сравнений которые	1	1
1286	этой двойной	1	1
1287	в общей	2	1
1288	свободу и	2	1
1289	латинский язык	1	1
1290	творчества но	2	1
1291	известные нам	1	1
1292	которой становится	1	1
1293	чтобы иметь	1	1
1294	в качестве	2	1
1295	что самая	1	1
1296	ее целом	1	1
1297	и количества	1	1
1298	есть с	1	1
1299	основная задача	1	1
1300	еще довольно	2	1
1301	этими двумя	1	1
1302	понять его	1	1
1303	как есть	1	1
1304	весь мир	4	1
1305	как можно	1	1
1306	входящие в	1	1
1307	во всей	3	1
1308	человеческого и	2	1
1309	в полной	1	1
1310	в несколько	1	1
1311	ни от	2	1
1312	заимствованное из	1	1
1313	основная ошибка	1	1
1314	из приведенных	1	1
1315	как по	2	1
1316	к миру	1	1
1317	будто бы	2	1
1318	и чисто	1	1
1319	не исчерпываются	1	1
1320	мысли например	1	1
