N	2gram	Bakhtin_Pr	Russkaja
106	должно быть	5	3
107	несмотря на	3	3
108	вопросу о	1	3
109	что это	2	3
110	ни стало	1	3
111	для них	1	3
112	что и	2	3
113	в виде	2	3
114	не было	2	3
115	связи с	2	3
116	или в	2	3
117	ни одна	2	3
118	во что	1	3
119	тем что	2	3
120	именно в	1	3
121	и как	8	3
122	может только	1	3
123	и т	14	3
124	да и	3	3
125	о которых	2	3
126	о котором	2	3
127	не есть	6	3
128	но если	1	3
129	той или	2	3
130	еще не	7	3
131	все они	5	3
132	и потому	4	3
133	в лучшем	2	3
134	одна из	2	3
135	в значительной	2	3
136	на том	1	3
137	так чтобы	1	3
138	в другом	2	3
139	лучшем случае	2	3
140	говорить о	3	3
141	приходит к	1	3
142	можно ли	1	3
143	что бы	1	3
144	в большинстве	5	3
145	быть признан	1	3
146	лишь в	2	3
147	она может	3	3
148	и во	2	3
149	одной из	3	3
150	что все	2	3
151	в сознании	1	3
152	ибо в	2	3
153	из этого	1	3
154	а следовательно	1	3
155	друг друга	1	3
156	всех этих	1	3
157	из них	1	3
158	того что	2	3
159	на почве	3	2
160	к такому	1	2
161	от него	3	2
162	вполне и	1	2
163	что с	1	2
164	именно на	1	2
165	и вот	1	2
166	должна быть	4	2
167	к себе	2	2
168	время в	1	2
169	каждого отдельного	1	2
170	и должно	3	2
171	с самим	2	2
172	из всех	1	2
173	с ним	5	2
174	в некоторых	2	2
175	для нас	1	2
176	на которой	1	2
177	ни в	11	2
178	в результате	1	2
179	том и	1	2
180	в этих	2	2
181	по себе	1	2
182	работе по	1	2
183	и даже	3	2
184	не о	1	2
185	к чему	2	2
186	но совершенно	2	2
187	этом направлении	1	2
188	все эти	5	2
189	на себя	1	2
190	в мировоззрении	1	2
191	но для	1	2
192	том же	2	2
193	в таком	3	2
194	отношения к	6	2
195	тому что	1	2
196	ясно что	3	2
197	не подлежит	1	2
198	помнить что	3	2
199	себя как	5	2
200	большинстве случаев	5	2
201	на эту	1	2
202	следовательно и	1	2
203	и серьезно	1	2
204	отличается от	2	2
205	нисколько не	1	2
206	ведь в	1	2
207	к культуре	1	2
208	так же	1	2
209	в других	4	2
210	уже не	1	2
211	другом случае	1	2
212	его и	1	2
213	того или	2	2
214	совершенно не	7	2
215	мы можем	6	2
216	стремиться к	1	2
217	и более	2	2
218	в таких	2	2
219	в котором	2	2
220	лежит не	1	2
221	мы уже	1	2
222	даже и	1	2
223	она не	2	2
224	этой третьей	1	2
225	это только	1	2
226	в ней	4	2
227	и тем	3	2
228	быть и	1	2
229	в частности	2	2
230	для нее	8	2
231	а не	5	2
232	но она	2	2
233	только на	1	2
234	отношении к	1	2
235	ни от	1	2
236	есть и	1	2
237	и является	1	2
238	и что	2	2
239	к данному	1	2
240	этого не	1	2
241	в начале	2	2
242	по отношению	21	2
243	разных сторон	1	2
244	целый ряд	1	2
245	тем самым	4	2
246	и те	2	2
247	этот вопрос	1	2
248	от своей	1	2
249	отметить что	7	2
250	зависимость от	1	2
251	центр тяжести	2	2
252	настоящее время	1	2
253	только с	1	2
254	культуры и	3	2
255	благодаря этому	1	2
256	в глазах	1	2
257	и от	3	2
258	но в	4	2
259	и есть	2	2
260	место в	8	2
261	же дело	1	2
262	и о	5	2
263	бы ни	1	2
264	в области	11	2
265	культурной жизни	1	2
266	это в	1	2
267	или иного	2	2
268	но это	3	2
269	не просто	1	2
270	в настоящее	1	2
271	не можем	2	2
272	и наконец	6	2
273	вся эта	1	2
274	не к	6	2
275	к нему	10	2
276	подход к	1	1
277	тем не	3	1
278	культура есть	1	1
279	которую можно	1	1
280	ни себя	1	1
281	этого и	1	1
282	и весь	2	1
283	хотя ему	1	1
284	связан с	1	1
285	как это	2	1
286	ее и	1	1
287	человеческой жизни	1	1
288	что у	1	1
289	и мы	1	1
290	реально не	1	1
291	разума и	1	1
292	отношению ко	1	1
293	ибо его	1	1
294	в принципе	1	1
295	а наоборот	1	1
296	они не	3	1
297	создания и	1	1
298	вообще не	7	1
299	себя только	1	1
300	не во	2	1
301	то есть	46	1
302	время она	1	1
303	которые не	1	1
304	воплощения в	1	1
305	которая в	1	1
306	отношению к	19	1
307	даже к	1	1
308	об отдельном	2	1
309	которому оно	1	1
310	которых мы	4	1
311	на ее	3	1
312	от которых	1	1
313	делает возможным	2	1
314	которых идет	1	1
315	не новая	2	1
316	это не	5	1
317	человек может	1	1
318	в себя	2	1
319	в применении	3	1
320	оно будет	1	1
321	была бы	2	1
322	не для	1	1
323	переносится в	1	1
324	ни было	3	1
325	чтобы стать	4	1
326	решения вопроса	1	1
327	этом отношении	2	1
328	своем стремлении	1	1
329	в ее	4	1
330	на отдельные	1	1
331	никакому сомнению	1	1
332	что так	1	1
333	души и	2	1
334	так и	5	1
335	в удовлетворении	1	1
336	в область	3	1
337	мы в	3	1
338	глубоко и	1	1
339	и за	1	1
340	то самое	1	1
341	и всегда	1	1
342	в полном	1	1
343	в тот	1	1
344	в общей	1	1
345	согласии с	1	1
346	они в	1	1
347	иной культурной	1	1
348	с другими	3	1
349	ибо только	2	1
350	силу и	1	1
351	в подобном	1	1
352	смысле этого	1	1
353	должны мы	1	1
354	не на	5	1
355	все равно	1	1
356	идет в	1	1
357	основании что	1	1
358	может но	1	1
359	а на	1	1
360	связь с	3	1
361	или для	1	1
362	только она	2	1
363	здесь мы	2	1
364	в которой	1	1
365	а о	1	1
366	деятельности в	1	1
367	в свои	1	1
368	слова но	3	1
369	что по	1	1
370	это положение	1	1
371	показать что	2	1
372	дело в	2	1
373	которое в	1	1
374	это творение	2	1
375	которые как	1	1
376	что не	4	1
377	требованиям которые	1	1
378	и суть	1	1
379	из всего	1	1
380	и действительно	1	1
381	до степени	2	1
382	или хотя	1	1
383	здесь же	2	1
384	и отвергнуть	1	1
385	от некоторых	1	1
386	может в	1	1
387	если он	1	1
388	бы все	1	1
389	случае не	2	1
390	она и	1	1
391	и без	1	1
392	в связи	2	1
393	об отдельных	2	1
394	к его	2	1
395	с ними	4	1
396	в праве	1	1
397	есть та	1	1
398	или даже	1	1
399	целое как	1	1
400	в психике	6	1
401	момент и	2	1
402	in adjecto	3	1
403	в которых	1	1
404	есть только	2	1
405	однако это	1	1
406	противном случае	3	1
407	не менее	4	1
408	этого слова	1	1
409	всех их	1	1
410	по своему	1	1
411	того и	1	1
412	этого вопроса	1	1
413	бы не	2	1
414	в истории	2	1
415	обе эти	1	1
416	работа в	1	1
417	как не	1	1
418	вот на	1	1
419	власти и	1	1
420	войти в	2	1
421	работы по	1	1
422	вследствие этого	3	1
423	есть то	1	1
424	политическом и	1	1
425	говорить и	2	1
426	и это	3	1
427	уже принадлежит	1	1
428	а только	2	1
429	должен быть	2	1
430	с себя	1	1
431	к созданию	1	1
432	так например	1	1
433	и у	2	1
434	как только	3	1
435	вовсе не	2	1
436	на другие	1	1
437	на первый	2	1
438	творца и	3	1
439	для решения	1	1
440	человека а	1	1
441	связано с	1	1
442	особенно часто	3	1
443	культурного творчества	3	1
444	вопроса о	3	1
445	бы в	1	1
446	необходимых для	1	1
447	на них	3	1
448	для политики	1	1
449	от чисто	2	1
450	к чисто	1	1
451	к одному	1	1
452	о сущности	2	1
453	это и	1	1
454	но можно	2	1
455	и материальными	1	1
456	может иметь	5	1
457	можно сказать	2	1
458	человека в	2	1
459	необходимый в	1	1
460	но как	2	1
461	особенно когда	1	1
462	не является	3	1
463	и эти	1	1
464	и других	2	1
465	в основе	5	1
466	для создания	1	1
467	основанного на	1	1
468	языка и	1	1
469	у тех	1	1
470	тех же	1	1
471	применении к	3	1
472	невозможна при	1	1
473	но ведь	1	1
474	возможной для	1	1
475	это как	1	1
476	принципиально не	4	1
477	чему не	1	1
478	в свою	2	1
479	входит в	8	1
480	ни один	1	1
481	случае эта	1	1
482	который мы	1	1
483	связь и	2	1
484	также и	3	1
485	по сравнению	1	1
486	возможным все	1	1
487	быть не	1	1
488	все недостатки	1	1
489	ко всякой	1	1
490	не всегда	6	1
491	своим собственным	1	1
492	значение и	1	1
493	характера в	1	1
494	относится не	1	1
495	но вся	1	1
496	а ее	2	1
497	было только	1	1
498	имеет в	1	1
499	и теперь	1	1
500	себя не	1	1
501	только один	1	1
502	на нем	1	1
503	по возможности	1	1
504	и методически	1	1
505	и вся	2	1
506	культурной ценности	1	1
507	таким путем	1	1
508	что эта	2	1
509	всех других	1	1
510	хотя в	1	1
511	и всякому	1	1
512	отказ от	1	1
513	не могла	1	1
514	эта последняя	1	1
515	борьба с	1	1
516	иметь в	1	1
517	задачи и	2	1
518	эта задача	1	1
519	сомнению что	1	1
520	и психических	1	1
521	не следует	2	1
522	значительной степени	1	1
523	стороны и	1	1
524	в действительном	1	1
525	нее являются	1	1
526	движения в	1	1
527	как оно	1	1
528	самого познания	4	1
529	человека с	1	1
530	борьбе за	1	1
531	с понятием	1	1
532	свою очередь	1	1
533	им в	1	1
534	их и	2	1
535	идет о	1	1
536	всего этого	1	1
537	могла бы	1	1
538	с ее	1	1
539	с другой	7	1
540	adjecto и	1	1
541	как мы	7	1
542	известной степени	4	1
543	но главное	1	1
544	к ним	1	1
545	же самое	2	1
546	его целом	5	1
547	явление в	1	1
548	с людьми	1	1
549	без всякого	1	1
550	нет и	3	1
551	эти попытки	1	1
552	природы и	3	1
553	ее не	1	1
554	в сфере	1	1
555	та или	1	1
556	своем целом	1	1
557	мог бы	1	1
558	могут быть	5	1
559	виде и	1	1
560	чисто технической	2	1
561	формы в	1	1
562	и все	3	1
563	создания нового	1	1
564	до конца	1	1
565	на него	3	1
566	к которому	4	1
567	этой действительности	1	1
568	должны быть	4	1
569	у некоторых	1	1
570	это отношение	2	1
571	то чем	1	1
572	только при	2	1
573	же ее	1	1
574	лишь поскольку	1	1
575	меняется когда	1	1
576	оказался бы	1	1
577	с которым	1	1
578	том основании	1	1
579	образом в	1	1
580	столь же	2	1
581	в общем	1	1
582	на этот	1	1
583	он может	2	1
584	бытия и	1	1
585	исходит из	1	1
586	происходит в	1	1
587	и прежде	5	1
588	же мы	1	1
589	до известной	1	1
590	оно является	1	1
591	и проч	28	1
592	именно с	1	1
593	от них	2	1
594	оно может	2	1
595	же может	1	1
596	к этому	2	1
597	в противном	3	1
598	что кроме	1	1
599	ли может	1	1
600	глубоко различны	1	1
601	это направление	1	1
602	что вся	1	1
603	связаны с	2	1
604	может и	4	1
605	однако для	1	1
606	от степени	1	1
607	поскольку она	1	1
608	точка зрения	3	1
609	в самой	2	1
610	они могут	1	1
611	движения и	2	1
612	в один	1	1
613	опасностью и	1	1
614	в одну	1	1
615	найти в	1	1
616	в известной	3	1
617	есть не	2	1
618	где мы	1	1
619	иное как	1	1
620	степени и	2	1
621	сделано в	1	1
622	от ее	2	1
623	его можно	1	1
624	и ничего	1	1
625	словом на	1	1
