N	2gram	Losev_Prob	Istorich
330	в это	1	10
331	на этой	1	10
332	не должен	1	10
333	себя в	4	10
334	в ее	6	10
335	но как	6	10
336	известно что	1	10
337	ни в	17	10
338	если не	7	10
339	ли он	1	10
340	а если	1	10
341	не знаем	2	10
342	он может	2	10
343	указывает на	13	10
344	есть только	5	10
345	что эти	1	10
346	то чего	2	10
347	не можем	5	10
348	более или	2	9
349	на первый	6	9
350	не представляет	1	9
351	но эти	1	9
352	только на	6	9
353	себе в	5	9
354	том чтобы	1	9
355	она в	2	9
356	является и	2	9
357	но для	3	9
358	в чем	5	9
359	не будет	3	9
360	и хотя	3	9
361	на небе	1	9
362	тогда когда	1	9
363	и так	1	9
364	зависимости от	3	9
365	это и	11	9
366	на этот	4	9
367	тот же	1	9
368	зависит от	1	9
369	случай когда	1	9
370	бы мы	2	9
371	из этого	5	9
372	из другой	1	9
373	с солнцем	1	9
374	в первую	3	9
375	которой он	1	9
376	когда она	2	9
377	следующим образом	1	9
378	что за	1	9
379	не могут	1	9
380	а как	2	9
381	означает что	1	9
382	если это	1	9
383	не видно	1	9
384	здесь нет	1	9
385	в основе	3	9
386	в истории	4	9
387	из него	2	9
388	ему в	1	9
389	же не	2	9
390	или менее	2	9
391	это так	2	9
392	но здесь	1	9
393	стороны и	3	9
394	таких случаях	2	9
395	говорилось выше	2	9
396	что на	2	9
397	жизни и	7	9
398	только что	4	8
399	это значит	12	8
400	и сам	6	8
401	в некотором	2	8
402	именно в	4	8
403	дом и	1	8
404	во всяком	14	8
405	конечно не	3	8
406	это тоже	4	8
407	с другими	6	8
408	чем это	1	8
409	в лодке	1	8
410	мы будем	3	8
411	не так	8	8
412	на нем	3	8
413	подобно тому	3	8
414	в отдельности	2	8
415	только тогда	2	8
416	говорят что	1	8
417	видели выше	2	8
418	у них	2	8
419	смерть и	1	8
420	независимо от	4	8
421	смысле этого	1	8
422	приводит нас	1	8
423	ту же	1	8
424	и другое	1	8
425	или даже	6	8
426	что им	1	8
427	и потому	13	8
428	значит что	13	8
429	но она	2	8
430	не с	1	8
431	оказывается что	2	8
432	тем самым	9	8
433	на смерть	1	8
434	же самое	20	8
435	конь и	1	8
436	для этого	9	8
437	или по	6	8
438	и стал	1	8
439	можно сказать	10	8
440	входит в	3	8
441	а он	1	8
442	в зависимости	3	8
443	тут же	12	8
444	она и	1	8
445	что его	3	8
446	в целях	6	8
447	не дает	1	8
448	образом и	2	8
449	одном случае	4	8
450	не говорится	2	8
451	большей частью	1	8
452	во сне	1	8
453	кажется что	2	8
454	что такое	4	8
455	здесь в	3	8
456	но с	2	8
457	и эта	1	8
458	вообще не	5	8
459	не имеют	4	8
460	он говорит	1	8
461	тому как	2	8
462	в жизни	1	8
463	от того	2	8
464	на это	1	8
465	не столько	2	7
466	пор мы	2	7
467	первый взгляд	3	7
468	и когда	4	7
469	уже и	2	7
470	еще нет	2	7
471	для объяснения	1	7
472	будто бы	7	7
473	тому что	5	7
474	не есть	57	7
475	между собой	3	7
476	о которых	3	7
477	здесь и	4	7
478	если в	1	7
479	и при	2	7
480	самом деле	6	7
481	обращается к	1	7
482	превращаются в	1	7
483	к которым	1	7
484	нет в	2	7
485	и и	1	7
486	что оно	4	7
487	на самом	13	7
488	что ни	1	7
489	образом в	2	7
490	но эта	4	7
491	на них	1	7
492	здесь совершенно	1	7
493	мы пока	1	7
494	в начале	3	7
495	это видно	1	7
496	это означает	1	7
497	в области	2	7
498	вплоть до	3	7
499	случае мы	1	7
500	по всему	1	7
501	поставить вопрос	1	7
502	всякого рода	9	7
503	в каких	1	7
504	во многих	1	7
505	связь между	1	7
506	я буду	1	7
507	как на	2	7
508	еще одна	1	7
509	в европе	1	7
510	о ней	3	7
511	ее и	2	7
512	указать на	1	7
513	в конце	7	7
514	уже давно	3	7
515	себе и	4	7
516	а только	9	7
517	того же	2	7
518	когда мы	24	7
519	однако в	3	7
520	не то	2	7
521	можно только	3	7
522	был бы	1	7
523	состоит из	6	7
524	совершенно не	7	7
525	то он	3	7
526	того чтобы	4	7
527	им в	1	7
528	если мы	24	7
529	этого слова	5	7
530	всяком случае	8	7
531	для него	4	7
532	со своим	2	7
533	а то	4	7
534	как она	2	7
535	в какой	1	7
536	земли и	1	7
537	думать что	1	7
538	и часто	2	7
539	со своими	1	7
540	одного из	1	7
541	и о	8	7
542	об этой	1	7
543	эти два	2	7
544	есть не	13	7
545	же и	7	6
546	будем здесь	1	6
547	его от	3	6
548	между ними	1	6
549	но что	3	6
550	не потому	1	6
551	из всего	1	6
552	вид что	1	6
553	дело с	3	6
554	можно ли	8	6
555	именно так	4	6
556	той же	2	6
557	не происходит	1	6
558	все его	1	6
559	с одним	1	6
560	если я	3	6
561	здесь на	2	6
562	доходит до	2	6
563	только о	3	6
564	равно как	2	6
565	его как	3	6
566	нам кажется	2	6
567	в одну	1	6
568	уже на	1	6
569	к сожалению	1	6
570	этот миф	1	6
571	нет ничего	6	6
572	сам он	1	6
573	это за	3	6
574	от которого	1	6
575	этого вопроса	1	6
576	главе о	1	6
577	этих двух	1	6
578	это конечно	1	6
579	отличие от	3	6
580	на ступени	2	6
581	также и	22	6
582	же что	1	6
583	самое что	1	6
584	но дело	1	6
585	для того	5	6
586	дремучий лес	1	6
587	он является	5	6
588	говорит что	1	6
589	до того	2	6
590	от себя	2	6
591	то в	4	6
592	с большим	2	6
593	от его	4	6
594	мы читаем	2	6
595	имеется и	1	6
596	и за	2	6
597	здесь уже	2	6
598	что все	2	6
599	тому же	1	6
600	интересный случай	1	6
601	себе не	2	6
602	даже не	3	6
603	имеет свою	3	6
604	быть и	3	6
605	видим и	2	6
606	были бы	5	6
607	отношения к	3	6
608	д все	1	6
609	еще яснее	1	6
610	не на	2	6
611	этой точки	2	6
612	или как	4	6
613	и тогда	3	6
614	заметить что	2	6
615	мог бы	1	6
616	же он	1	6
617	формы и	3	6
618	близок к	1	6
619	ничем не	2	6
620	с той	5	6
621	говорят о	4	6
622	обстоит дело	1	6
623	только по	1	6
624	не хочет	1	5
625	в виду	20	5
626	в своих	2	5
627	мы и	5	5
628	и очень	6	5
629	бы в	3	5
630	за ней	1	5
631	не имели	2	5
632	во все	3	5
633	только как	3	5
634	из себя	5	5
635	этого мы	1	5
636	и мы	1	5
637	или не	1	5
638	пока только	2	5
639	нами в	2	5
640	имеются в	1	5
641	но когда	3	5
642	в сторону	1	5
643	эти слова	2	5
644	по своей	1	5
645	или иное	3	5
646	это же	4	5
647	них не	1	5
648	для чего	3	5
649	с ее	5	5
650	из таких	1	5
651	для них	4	5
652	оно не	1	5
653	особого рода	1	5
654	от своего	1	5
655	в саду	1	5
656	можно назвать	1	5
657	представляли себе	1	5
658	есть на	1	5
659	да и	9	5
660	думают что	1	5
661	о котором	1	5
662	в каком	9	5
663	ясно и	1	5
664	это только	2	5
665	что если	3	5
666	он как	2	5
667	в совершенно	1	5
668	в отличие	2	5
669	указывают на	2	5
670	она может	2	5
671	три царства	1	5
672	д и	5	5
673	подобного рода	13	5
674	уже с	1	5
675	не означает	1	5
676	в свое	1	5
677	нас не	6	5
678	д мы	1	5
679	по своему	6	5
680	на все	1	5
681	однако не	4	5
682	тоже не	8	5
683	но этим	1	5
684	в самых	3	5
685	но при	1	5
686	и может	4	5
687	или другого	3	5
688	д в	2	5
689	это можно	2	5
690	а когда	1	5
691	которые не	1	5
692	еще более	3	5
693	не годится	1	5
694	и связь	1	5
695	в одно	4	5
696	только для	1	5
697	со своей	1	5
698	к другой	3	5
699	античности и	1	5
700	этом мы	3	5
701	но даже	7	5
702	всего что	1	5
703	но этот	2	5
704	мы в	6	5
705	такого рода	14	5
706	несмотря на	4	5
707	прийти к	1	5
708	xix века	2	5
709	и один	1	5
710	что между	1	5
711	что от	1	5
712	что под	2	5
713	в таком	11	5
714	на тот	1	5
715	она или	1	5
716	хотя в	1	5
717	очень мало	2	5
718	в которое	1	5
719	это делает	1	5
720	и почему	1	5
721	бы быть	5	5
722	если они	2	5
723	в один	1	5
724	как таковой	2	5
725	переходит в	2	5
726	лежит в	1	5
727	это уже	4	5
728	никак не	13	5
729	в область	1	5
730	мы это	1	5
731	в нашей	4	5
732	как о	6	5
733	ли здесь	1	5
734	дальше и	1	5
735	вступление в	1	5
736	знает что	1	5
737	без всякого	8	5
738	представления и	1	5
739	том числе	1	5
740	отличается от	8	5
741	мы сейчас	4	5
742	как нечто	9	5
743	или иначе	2	5
744	наших дней	1	5
745	это было	4	5
746	и стала	1	5
747	при изучении	1	5
748	может иметь	4	5
749	это в	2	5
750	например у	1	5
751	не говорит	2	5
752	что из	2	5
753	совершенно то	1	5
754	в самом	4	4
755	только из	1	4
756	в разных	4	4
757	в результате	8	4
758	относится и	3	4
759	на свою	2	4
760	здесь дело	1	4
761	по своим	1	4
762	знаем о	1	4
763	мы рассматривали	1	4
764	на пути	1	4
765	и те	1	4
766	и начинает	1	4
767	и формы	1	4
768	на одну	2	4
769	могло бы	3	4
770	формы в	1	4
771	во всей	3	4
772	из трех	2	4
773	что именно	3	4
774	он сам	7	4
775	и во	5	4
776	для этой	1	4
777	к их	2	4
778	что уже	1	4
779	делает вид	1	4
780	чем в	2	4
781	это один	1	4
782	есть явление	1	4
783	нами как	1	4
784	но вот	4	4
785	тот момент	2	4
786	где же	1	4
787	иметь в	2	4
788	несколько лет	1	4
789	что есть	1	4
790	отнюдь не	16	4
791	мы до	1	4
792	от нее	2	4
793	он уже	1	4
794	и дает	1	4
795	содержит в	13	4
796	то можно	1	4
797	под этим	1	4
798	так или	2	4
799	сами по	8	4
800	с животными	1	4
801	так называемая	1	4
802	идти дальше	1	4
803	по сравнению	3	4
804	быть не	1	4
805	с которой	2	4
806	для нее	2	4
807	и больше	4	4
808	это одно	1	4
809	или другое	2	4
810	вместе со	1	4
811	находятся в	5	4
812	но на	2	4
813	а это	6	4
814	в литературе	3	4
815	то самое	1	4
816	не содержит	1	4
817	не существует	6	4
818	здесь имеется	2	4
819	этих предметов	1	4
820	есть в	6	4
821	говорит об	1	4
822	особенно в	2	4
823	тем более	8	4
824	но его	1	4
825	а его	2	4
826	здесь только	7	4
827	человека и	1	4
828	другой и	3	4
829	нас в	5	4
830	здесь необходимо	1	4
831	и которые	1	4
832	правда в	3	4
833	прочим и	1	4
834	когда в	4	4
835	он по	1	4
836	перед собой	1	4
837	так если	1	4
838	так чтобы	2	4
839	в чистом	4	4
840	в глаза	1	4
841	и три	1	4
842	все время	2	4
843	и вообще	20	4
844	они сами	1	4
845	который в	2	4
846	действительно ли	1	4
847	содержится в	1	4
848	и всей	2	4
849	что тот	1	4
850	время в	1	4
851	в поисках	2	4
852	с точки	9	4
853	как раз	11	4
854	миф и	1	4
855	там и	4	4
856	они могут	1	4
857	что их	2	4
858	здесь как	1	4
859	чистом виде	3	4
860	не будут	2	4
861	если же	4	4
862	куда ты	1	4
863	в наших	3	4
864	бы его	2	4
865	о его	3	4
866	столь же	1	4
867	здесь также	1	4
868	мы теперь	4	4
869	до его	1	4
870	на месте	1	4
871	все в	4	4
872	над ними	1	4
873	и этот	3	4
874	себя и	1	4
875	здесь может	1	4
876	здесь будет	2	4
877	все они	5	4
878	еще и	10	4
879	ни к	3	4
880	на деревьях	1	4
881	и между	2	4
882	действия и	2	4
883	по линии	1	4
884	или вообще	1	4
885	животные в	2	4
886	их с	2	4
887	легко может	1	4
888	или просто	1	4
889	многих других	2	4
890	ни с	5	4
891	почти никогда	1	4
892	в тот	1	4
893	другой же	1	4
894	без всяких	1	4
895	дело в	6	4
896	в ту	2	4
897	в глубине	1	4
898	всего мы	1	4
899	этим самым	1	4
900	нисколько не	2	4
901	войти в	1	4
902	возвращения домой	1	4
903	человеком и	1	4
904	вода и	1	4
905	гораздо шире	1	4
906	часто бывает	3	4
907	за то	1	4
908	они обладают	1	4
909	и миф	2	4
910	к тем	1	4
911	в человеческом	2	4
912	только то	4	4
913	еще на	2	4
914	слова в	1	4
915	быть только	1	4
916	является в	3	3
917	со всем	2	3
918	которые здесь	2	3
919	мы находим	8	3
920	тем как	1	3
921	на другую	1	3
922	заметим что	2	3
923	а есть	1	3
924	именно он	4	3
925	все дело	2	3
926	к каким	1	3
927	видно из	1	3
928	эти черты	1	3
929	я могу	3	3
930	к самому	3	3
931	не его	1	3
932	смысл этого	1	3
933	казалось бы	3	3
934	не могли	2	3
935	раз и	6	3
936	в противоположность	1	3
937	как отражение	1	3
938	и той	2	3
939	чего не	1	3
940	о них	1	3
941	не обязательно	4	3
942	есть знак	6	3
943	отметить что	1	3
944	так называемых	1	3
945	из всех	1	3
946	в голове	1	3
947	такая же	1	3
948	будет сказать	2	3
949	что даже	6	3
950	необходимости приводить	1	3
951	точка зрения	1	3
952	образом на	1	3
953	на дне	1	3
954	бы то	5	3
955	она имеет	1	3
956	хотелось бы	1	3
957	внимание на	2	3
958	вопрос мы	1	3
959	которого он	1	3
960	третий раз	1	3
961	есть один	1	3
962	как таковое	2	3
963	в третий	1	3
964	этого можно	1	3
965	ее себе	1	3
966	воды и	1	3
967	могли бы	6	3
968	о себе	2	3
969	но можно	1	3
970	однако так	1	3
971	или это	2	3
972	бы она	2	3
973	домой но	1	3
974	оно и	2	3
975	и та	1	3
976	уже потому	1	3
977	вот в	1	3
978	говорили что	3	3
979	но тут	2	3
980	совсем не	4	3
981	даже если	4	3
982	как царство	1	3
983	за нее	1	3
984	который был	1	3
985	где они	1	3
986	чтобы не	2	3
987	когда уже	2	3
988	его уже	1	3
989	или другие	3	3
990	была бы	2	3
991	думает что	1	3
992	бы привести	1	3
993	поэтому в	2	3
994	и делает	1	3
995	нам в	2	3
996	и пусть	1	3
997	к таким	1	3
998	к его	1	3
999	том смысле	4	3
1000	бы не	2	3
1001	каждого из	1	3
1002	ему и	1	3
1003	на другие	1	3
1004	такое положение	1	3
1005	рассказ о	1	3
1006	религии но	1	3
1007	это все	1	3
1008	и поэтому	3	3
1009	мы хотели	1	3
1010	или когда	1	3
1011	которые можно	1	3
1012	на основании	2	3
1013	если здесь	1	3
1014	он весь	1	3
1015	тем же	2	3
1016	начиная с	1	3
1017	только при	10	3
1018	чтобы все	2	3
1019	есть миф	3	3
1020	нельзя сказать	3	3
1021	и после	2	3
1022	в особом	1	3
1023	или другой	6	3
1024	как к	1	3
1025	именно к	3	3
1026	мы могли	4	3
1027	и дело	1	3
1028	нам еще	1	3
1029	также имеет	1	3
1030	а все	1	3
1031	них и	1	3
1032	все равно	6	3
1033	а еще	4	3
1034	в другую	1	3
1035	всегда есть	6	3
1036	с теми	2	3
1037	он состоит	1	3
1038	и могут	2	3
1039	в такой	1	3
1040	один и	2	3
1041	это как	1	3
1042	итак и	1	3
1043	очень важны	1	3
1044	имеем например	1	3
1045	рассматривать как	2	3
1046	он их	1	3
1047	что можно	1	3
1048	в античной	2	3
1049	он с	1	3
1050	для всех	3	3
1051	роль и	2	3
1052	исходя из	1	3
1053	которая в	1	3
1054	он всегда	1	3
1055	она уже	3	3
1056	и мифа	2	3
1057	остановиться на	1	3
1058	как они	4	3
1059	в предыдущей	1	3
1060	или во	1	3
1061	из нее	1	3
1062	и должен	1	3
1063	стороны в	1	3
1064	нам уже	1	3
1065	совершенно одинаково	1	3
1066	при таком	2	3
1067	речь идет	1	3
1068	иначе мы	1	3
1069	и нет	2	3
1070	его из	1	3
1071	больше чем	1	3
1072	и такие	3	3
1073	к мифу	2	3
1074	даже и	33	3
1075	имеет в	2	3
1076	но то	1	3
1077	этим не	2	3
1078	как оно	3	3
1079	так то	2	3
1080	духа и	1	3
1081	же она	1	3
1082	момент в	1	3
1083	от нас	3	3
1084	этот образ	1	3
1085	а мы	2	3
1086	едва ли	8	3
1087	и весь	2	3
1088	никакого сомнения	1	3
1089	собой и	1	3
1090	и эту	1	3
1091	должно быть	1	3
1092	собой в	1	3
1093	и заставляет	1	3
1094	но еще	1	3
1095	ни было	5	3
1096	обычно не	1	3
1097	имеем дело	2	3
1098	не обладает	1	3
1099	входят в	1	3
1100	как же	3	3
1101	и говорят	1	3
1102	исчезает из	1	3
1103	как его	1	3
1104	таким например	1	3
1105	и именно	2	3
1106	есть та	1	3
1107	здесь перед	2	3
1108	не существенно	1	3
1109	чтобы понять	1	3
1110	именно как	1	3
1111	этого мифа	1	3
1112	то ни	7	3
1113	но зато	1	3
1114	огромное количество	1	3
1115	всех других	2	3
1116	все те	2	3
1117	воздействовать на	3	3
1118	как эта	1	3
1119	почему же	1	3
1120	в гости	1	3
1121	и каждый	2	3
1122	рассматривается как	1	3
1123	или три	1	3
1124	с которым	1	3
1125	которого она	1	3
1126	она сама	1	3
1127	представить себе	5	3
1128	такова же	1	3
1129	к одной	2	3
1130	же еще	1	3
1131	в языке	4	3
1132	только не	6	3
1133	из того	3	3
1134	рождение ребенка	1	3
1135	здесь были	1	3
1136	и вполне	9	3
1137	он отражает	1	3
1138	оно есть	2	3
1139	он будет	2	3
1140	к самым	1	3
1141	которые могут	1	3
1142	как нам	1	3
1143	связаны между	2	3
1144	в которые	1	3
1145	сливается с	1	3
1146	разнообразны и	1	3
1147	сравнению с	3	3
1148	бы ему	1	3
1149	бросается в	1	3
1150	и до	3	3
1151	только тем	2	3
1152	способ производства	1	3
1153	нам и	1	3
1154	своей цели	1	3
1155	хотели бы	1	3
1156	точку зрения	1	3
1157	сделать это	1	3
1158	из человеческих	1	3
1159	с начала	1	3
1160	в предыдущем	2	3
1161	при встрече	1	3
1162	и соответствующие	3	3
1163	только он	2	3
1164	просто как	2	3
1165	самые разнообразные	2	3
1166	из двух	1	3
1167	в эпоху	2	3
1168	понимать как	4	3
1169	язык и	1	3
1170	является не	2	3
1171	в уже	1	3
1172	другом случае	2	3
1173	без всякой	3	3
1174	они часто	1	3
1175	которую мы	1	3
1176	здесь идет	1	3
1177	вопрос как	1	3
1178	мы наблюдали	1	3
1179	этого брака	1	3
1180	в науке	1	3
1181	это то	3	3
1182	что такие	1	3
1183	на всю	1	3
1184	идет речь	4	3
1185	бы он	2	3
1186	никуда не	1	3
1187	важно отметить	1	3
1188	само по	5	3
1189	дом мы	1	3
1190	они являются	2	2
1191	выражена в	1	2
1192	если его	3	2
1193	с которыми	2	2
1194	теперь что	1	2
1195	вопросу о	1	2
1196	мы исходим	1	2
1197	они у	1	2
1198	физическая сила	1	2
1199	силой и	1	2
1200	же эти	1	2
1201	все наше	1	2
1202	или для	1	2
1203	к другу	1	2
1204	по пути	1	2
1205	понятным почему	1	2
1206	жизнь в	3	2
1207	этого предмета	1	2
1208	к другим	2	2
1209	мы получаем	1	2
1210	когда это	2	2
1211	целое и	4	2
1212	и земли	1	2
1213	предмета и	1	2
1214	функций в	1	2
1215	вывода из	1	2
1216	мы считаем	1	2
1217	свою собственную	3	2
1218	для выражения	1	2
1219	не служит	1	2
1220	здесь конечно	1	2
1221	этим мы	2	2
1222	которые находятся	2	2
1223	из их	1	2
1224	одной и	2	2
1225	героя мы	1	2
1226	многих местах	1	2
1227	образом что	1	2
1228	то его	2	2
1229	мы ни	4	2
1230	и еще	2	2
1231	просто в	2	2
1232	вещи и	9	2
1233	частностей и	1	2
1234	и вдруг	1	2
1235	воплощена в	1	2
1236	которые очень	1	2
1237	к ее	1	2
1238	змеи и	1	2
1239	уже без	1	2
1240	не говорят	2	2
1241	похожи на	1	2
1242	жизни так	1	2
1243	где это	1	2
1244	еще больше	1	2
1245	есть просто	4	2
1246	однако этот	1	2
1247	близка к	1	2
1248	гл iii	1	2
1249	тебе и	1	2
1250	земледелия в	1	2
1251	первобытного мышления	1	2
1252	можно судить	1	2
1253	не остается	1	2
1254	человек и	1	2
1255	обстоятельство что	1	2
1256	по одному	2	2
1257	данного типа	1	2
1258	этот вывод	1	2
1259	и следовательно	3	2
1260	к вопросу	1	2
1261	хотя оно	1	2
1262	не нужно	2	2
1263	а для	1	2
1264	мы приведем	1	2
1265	в каждом	1	2
1266	спросим себя	3	2
1267	только путем	4	2
1268	как иначе	6	2
1269	не исчезает	1	2
1270	значение и	7	2
1271	если кто-нибудь	1	2
1272	на новый	2	2
1273	ногами и	1	2
1274	для тех	2	2
1275	на свой	1	2
1276	именно что	1	2
1277	и хотят	1	2
1278	от которых	1	2
1279	одно и	4	2
1280	соединении с	1	2
1281	этого факта	1	2
1282	не сами	1	2
1283	то или	5	2
1284	а тем	1	2
1285	не само	1	2
1286	есть отражение	6	2
1287	ней нет	1	2
1288	заставляет думать	1	2
1289	природы и	3	2
1290	что для	4	2
1291	или о	1	2
1292	орел и	1	2
1293	относящиеся сюда	2	2
1294	воды или	1	2
1295	ночь в	1	2
1296	бы ни	1	2
1297	сказать о	2	2
1298	она является	3	2
1299	прямом смысле	1	2
1300	и самый	3	2
1301	следовательно не	1	2
1302	оно уже	1	2
1303	не мешает	5	2
1304	с полной	1	2
1305	мы встречаем	1	2
1306	и связанные	1	2
1307	например что	1	2
1308	себе представить	2	2
1309	о той	1	2
1310	на первом	2	2
1311	оно было	1	2
1312	и далее	1	2
1313	сам по	11	2
1314	что никакой	2	2
1315	становится ясной	1	2
1316	так просто	1	2
1317	нет никакого	4	2
1318	этот же	1	2
1319	с некоторыми	1	2
1320	функции и	1	2
1321	однако мы	2	2
1322	случае совершенно	1	2
1323	был связан	1	2
