N	2gram	Nazirov_Tr	Mirosoze
128	не знал	1	8
129	нет в	2	8
130	того чтобы	1	8
131	с его	2	8
132	ничего не	2	8
133	уже в	3	8
134	сам достоевский	3	8
135	достоевский и	1	8
136	во всем	1	7
137	в духе	1	7
138	если он	1	7
139	достоевского все	1	7
140	что все	2	7
141	все в	1	7
142	что она	2	7
143	на этом	1	7
144	от нее	1	7
145	жизни в	1	7
146	более чем	1	7
147	он в	1	7
148	мог бы	3	7
149	но если	1	7
150	высшей степени	1	7
151	в высшей	1	7
152	как он	1	7
153	с этой	1	6
154	не как	1	6
155	было в	2	6
156	добро и	1	6
157	– в	1	6
158	русской литературы	2	6
159	его в	2	6
160	и она	1	6
161	веру в	2	6
162	личности и	2	6
163	можно было	1	6
164	по своей	1	6
165	что достоевский	4	6
166	чтобы не	1	6
167	и от	1	6
168	и здесь	2	6
169	что это	5	6
170	него нет	1	6
171	бы не	1	6
172	братьях карамазовых	1	6
173	в братьях	1	6
174	к людям	3	6
175	в образе	6	6
176	в ее	2	6
177	того как	1	6
178	не способен	1	6
179	против бога	1	6
180	на все	1	6
181	жизнь и	3	6
182	к ней	1	6
183	не к	1	6
184	еще не	4	5
185	бы в	1	5
186	одно из	1	5
187	с собой	1	5
188	и как	3	5
189	во всяком	1	5
190	говорит что	2	5
191	перед ним	1	5
192	страдания и	1	5
193	достоевским в	2	5
194	все время	1	5
195	после того	1	5
196	отказывается от	2	5
197	и вместе	1	5
198	до самой	1	5
199	в то	5	5
200	для чего	1	5
201	тот кто	1	5
202	он же	1	5
203	и если	1	5
204	той же	1	5
205	в самую	2	5
206	на путях	1	5
207	не для	1	5
208	так и	5	5
209	как у	2	5
210	и я	2	5
211	xx века	1	5
212	как будто	3	5
213	в той	1	4
214	в центре	1	4
215	все герои	1	4
216	в момент	1	4
217	к этой	1	4
218	на деле	1	4
219	и женщины	1	4
220	и даже	4	4
221	в такой	1	4
222	мы видим	1	4
223	от природы	1	4
224	к себе	1	4
225	это очень	5	4
226	тому что	1	4
227	века в	1	4
228	в чем	1	4
229	так что	2	4
230	мысль что	1	4
231	и что	4	4
232	но достоевский	4	4
233	петр верховенский	7	4
234	и по	1	4
235	не случайно	2	4
236	его с	1	4
237	ни в	2	4
238	вряд ли	2	4
239	никто не	3	4
240	я хочу	1	4
241	по сравнению	1	4
242	настасью филипповну	1	4
243	и до	2	4
244	толстой и	1	4
245	в истории	1	4
246	может ли	1	4
247	настасья филипповна	2	4
248	могут быть	1	4
249	и зло	1	4
250	начала в	1	4
251	в силах	2	4
252	в эпоху	1	4
253	зла в	2	4
254	все эти	3	4
255	есть в	1	4
256	ума и	1	4
257	и их	1	4
258	это была	1	4
259	стало быть	1	4
260	конце концов	1	4
261	любви и	2	4
262	в душе	2	3
263	и мира	1	3
264	и великий	2	3
265	о чем	3	3
266	в виду	1	3
267	со злом	1	3
268	ко всем	1	3
269	мысль о	1	3
270	все же	5	3
271	русской интеллигенции	1	3
272	но у	1	3
273	в иной	1	3
274	в записках	2	3
275	средство для	1	3
276	в одном	2	3
277	веки веков	1	3
278	душу и	1	3
279	не вполне	1	3
280	но этот	1	3
281	с другим	1	3
282	идей и	1	3
283	и еще	1	3
284	которым все	1	3
285	и за	2	3
286	он любит	1	3
287	одним из	1	3
288	я и	1	3
289	в муках	1	3
290	и жизнь	1	3
291	но все-таки	1	3
292	во всех	1	3
293	о себе	1	3
294	него есть	1	3
295	ту же	1	3
296	между тем	1	3
297	эти слова	1	3
298	должны были	1	3
299	человеке о	1	3
300	не значит	1	3
301	с которым	1	3
302	слова нельзя	1	3
303	бога но	1	3
304	в бунте	1	3
305	и должно	1	3
306	это уже	2	3
307	эта тема	1	3
308	сравнению с	1	3
309	роль в	1	3
310	не быть	1	3
311	когда в	1	3
312	только один	1	3
313	человеческая личность	1	3
314	что христос	1	3
315	в трагедии	1	3
316	на этот	1	3
317	всяком случае	1	3
318	обратиться к	1	3
319	литературы и	1	3
320	поэтому он	1	3
321	в преступлении	2	3
322	всегда была	1	3
323	проникает в	1	3
324	и то	2	3
325	пафос его	1	3
326	что оно	1	3
327	записках из	3	3
328	это был	2	3
329	для нас	1	3
330	а к	1	3
331	себя а	1	3
332	и эта	1	3
333	идеи не	1	3
334	со своей	1	3
335	об этом	4	3
336	людей в	1	3
337	возвращается к	1	3
338	с судьбой	1	3
339	и всегда	1	3
340	идеи но	1	3
341	не верит	1	3
342	ничего подобного	1	3
343	понял что	1	2
344	вообще не	1	2
345	я знаю	1	2
346	он считает	1	2
347	она всегда	1	2
348	не столько	1	2
349	что наш	1	2
350	по себе	1	2
351	обращается в	1	2
352	и сам	3	2
353	или от	1	2
354	и возвращается	1	2
355	не менее	1	2
356	в xx	1	2
357	ставрогина и	3	2
358	не могли	1	2
359	которой он	1	2
360	в глаза	2	2
361	вот почему	1	2
362	из себя	1	2
363	но они	2	2
364	в ставрогине	1	2
365	всего что	1	2
366	и любви	1	2
367	и тайны	1	2
368	быть в	1	2
369	понимал что	1	2
370	своеволия в	1	2
371	то в	1	2
372	самостоятельное значение	1	2
373	по природе	1	2
374	от достоевского	1	2
375	начала и	1	2
376	любит и	1	2
377	этими двумя	2	2
378	связи с	1	2
379	а за	1	2
380	исходит от	1	2
381	петра верховенского	17	2
382	власти и	1	2
383	xix век	1	2
384	устремлен к	2	2
385	борьба двух	1	2
386	природе своей	1	2
387	и чтобы	1	2
388	никого не	1	2
389	что эта	1	2
390	себя на	1	2
391	она хочет	1	2
392	не раз	1	2
393	открывается в	1	2
394	столь же	2	2
395	любовь в	1	2
396	настасьи филипповны	1	2
397	что без	1	2
398	а как	2	2
399	и ее	2	2
400	над ними	1	2
401	нашей эпохи	1	2
402	на западе	1	2
403	которой не	1	2
404	и который	1	2
405	достоевский считал	1	2
406	с такой	1	2
407	в гюго	1	2
408	сам по	1	2
409	страстное и	1	2
410	самом деле	1	2
411	его собственная	1	2
412	в мыслях	1	2
413	ему в	1	2
414	боль и	1	2
415	них он	1	2
416	в душу	1	2
417	достоевский сам	1	2
418	бросается в	2	2
419	самое главное	1	2
420	того самого	1	2
421	же я	1	2
422	этой теме	1	2
423	он понял	1	2
424	быть не	1	2
425	мир на	1	2
426	смердяков и	1	2
427	в сфере	1	2
428	что я	4	2
429	жизнь как	1	2
430	слова он	1	2
431	говорил что	1	2
432	ставрогина к	2	2
433	этого слова	1	2
434	в романах	1	2
435	трагический реализм	1	2
436	его как	1	2
437	с того	1	2
438	в последней	1	2
439	него была	1	2
440	он и	2	2
441	о нем	1	2
442	романах достоевского	2	2
443	на одной	1	2
444	же не	1	2
445	смысле этого	1	2
446	своей книге	1	2
447	но эта	2	2
448	о жизни	2	2
449	к жизни	5	2
450	я даже	1	2
451	но я	1	2
452	перед собой	1	2
453	xx веке	1	2
454	к личности	1	2
455	это было	1	2
456	к одному	1	2
457	ко всему	1	2
458	карамазова в	1	2
459	раскольникова и	1	2
460	что нужно	1	2
461	смысл жизни	3	2
462	отказ от	1	2
463	этого не	1	2
464	творчества достоевского	1	2
465	тем самым	3	2
466	достоевский но	1	2
467	человека с	1	2
468	чего же	1	2
469	на всю	1	2
470	и о	1	2
471	что за	3	2
472	о своих	1	2
473	и новые	1	2
474	неравные части	1	1
475	достоевский никогда	1	1
476	писателя и	2	1
477	только что	1	1
478	этом обнаруживается	1	1
479	очень важно	2	1
480	собственной личности	1	1
481	в финале	1	1
482	иллюзии и	1	1
483	эта новая	1	1
484	говорит о	2	1
485	у рогожина	1	1
486	сам автор	1	1
487	может так	1	1
488	себе ее	1	1
489	из ее	1	1
490	внешней формы	1	1
491	в большую	1	1
492	есть высшая	1	1
493	этим объясняется	2	1
494	в борьбе	1	1
495	это должно	1	1
496	но все	2	1
497	трагической судьбы	1	1
498	вот что	1	1
499	имеет для	1	1
500	во взглядах	1	1
501	новой формации	1	1
502	вы так	1	1
503	жизни ее	1	1
504	дома и	2	1
505	рассказывает о	1	1
506	в это	2	1
507	отца и	2	1
508	проблемы свободы	1	1
509	сам же	1	1
510	перестает быть	1	1
511	но может	1	1
512	в противовес	1	1
513	а стало	1	1
514	что этот	2	1
515	восходит к	1	1
516	раз и	2	1
517	этом мы	1	1
518	в другом	1	1
519	и должна	1	1
520	обратился к	1	1
521	к своей	1	1
522	уже было	1	1
523	этой связи	1	1
524	если так	1	1
525	над которым	1	1
526	пошел на	1	1
527	об отношении	1	1
528	камень в	1	1
529	и при	1	1
530	iii этот	2	1
531	а между	1	1
532	природу человека	1	1
533	потому нельзя	1	1
534	я буду	2	1
535	и начинает	1	1
536	на новую	1	1
537	всего этого	1	1
538	в неизмеримо	1	1
539	к ним	1	1
540	имя его	1	1
541	идея в	1	1
542	в голове	1	1
543	наряду с	1	1
544	еще ничего	1	1
545	во времена	1	1
546	для понимания	1	1
547	ставрогина он	2	1
548	всех людей	1	1
549	по поводу	2	1
550	нужно для	1	1
551	во веки	1	1
552	распадается на	1	1
553	к ее	1	1
554	народ может	1	1
555	он очень	1	1
556	которую достоевский	1	1
557	свободы ибо	1	1
558	и петра	1	1
559	в прошлое	1	1
560	под маской	1	1
561	что наконец	1	1
562	этот счет	1	1
563	отнимает у	1	1
564	с одной	1	1
565	в моей	1	1
566	тогда и	1	1
567	то для	1	1
568	сильнее и	1	1
569	в недрах	1	1
570	предчувствия и	1	1
571	на первую	1	1
572	чем для	1	1
573	глава i	1	1
574	видит в	1	1
575	отцов и	1	1
576	как же	2	1
577	мировой литературы	1	1
578	знал и	1	1
579	и чисто	1	1
580	на себя	1	1
581	как его	1	1
582	стояли на	1	1
583	в таком	2	1
584	между этими	2	1
585	как говорит	2	1
586	отличие от	2	1
587	лишь на	1	1
588	с отцом	1	1
589	как во	1	1
590	рядом с	1	1
591	одном из	2	1
592	о загробной	1	1
593	которого достоевский	1	1
594	случайно достоевский	1	1
595	и доброго	1	1
596	теперь и	2	1
597	под влиянием	2	1
598	с человека	1	1
599	уже ни	1	1
600	вдруг в	1	1
601	не встречает	1	1
602	с образом	1	1
603	что вот	1	1
604	материалом для	1	1
605	не человек	2	1
606	может жить	1	1
607	разрушения и	1	1
608	ли это	1	1
609	ответом на	1	1
610	значение и	1	1
611	когда я	1	1
612	был так	1	1
613	этой идеи	1	1
614	европе с	1	1
615	исключительное значение	1	1
616	с потрясающей	1	1
617	он раскрывал	1	1
618	к образу	1	1
619	мы опять	1	1
620	характерны для	1	1
621	в развитии	1	1
622	идет в	1	1
623	этого зла	1	1
624	не могла	1	1
625	уважения к	1	1
626	подобного нет	1	1
627	мертвого дома	2	1
628	над ним	1	1
629	говорили что	1	1
630	у которого	1	1
631	этом мире	1	1
632	того кто	1	1
633	и оскорбленных	17	1
634	я в	1	1
635	т п	1	1
636	ту сторону	1	1
637	вот я	1	1
638	и др	1	1
639	он сказал	1	1
640	о его	2	1
641	человека мы	1	1
642	роль играет	1	1
643	писателя в	1	1
644	время он	1	1
645	за себя	1	1
646	с ее	3	1
647	эту тему	1	1
648	ставрогине и	1	1
649	своего рода	3	1
650	теперь я	1	1
651	одержимость идеей	1	1
652	то есть?	1	1
653	решение в	1	1
654	в окончательном	1	1
655	если за	1	1
656	он перестает	1	1
657	от самой	1	1
658	на брак	1	1
659	по замыслу	2	1
660	также что	1	1
661	вступил в	1	1
662	еще сохраняется	1	1
663	его ума	1	1
664	из тех	1	1
665	знает и	1	1
666	что сам	1	1
667	и наказании	2	1
668	ивану карамазову	1	1
669	когда его	1	1
670	против всех	1	1
671	я все	2	1
672	с иваном	2	1
673	такой силой	1	1
674	нас от	1	1
675	вместо того	1	1
676	заключается в	1	1
677	в романе	10	1
678	да неужто	1	1
679	это выражение	1	1
680	преступлении и	2	1
681	с ними	1	1
682	это чувство	1	1
683	и т	1	1
684	смертной казни	1	1
685	своего отца	3	1
686	личности при	1	1
687	образа достоевский	1	1
688	знает что	2	1
689	человек слишком	1	1
690	достоевского тема	1	1
691	– ставрогин	1	1
692	который он	1	1
693	попал в	1	1
694	чем же	1	1
695	не является	1	1
696	то и	2	1
697	не любил	1	1
698	он еще	1	1
699	и великого	1	1
700	не хочу	1	1
701	вызывает в	1	1
702	до xx	1	1
703	в новой	1	1
704	и теперь	1	1
705	значение для	1	1
706	бунта против	2	1
707	друга и	1	1
708	же время	6	1
709	он есть	1	1
710	тогда как	1	1
711	в обоих	1	1
712	лишь бы	1	1
713	в обществе	1	1
714	но без	1	1
715	она все	2	1
716	несмотря на	5	1
717	а достоевский	1	1
718	достоевский всегда	1	1
719	в отличие	2	1
720	на две	1	1
721	ее не	1	1
722	ко всей	1	1
723	замыслу достоевского	2	1
724	встреч и	1	1
725	тот самый	1	1
726	действия не	1	1
727	из первых	1	1
728	в трагической	2	1
729	в глазах	2	1
730	я я	1	1
731	быть свободен	1	1
732	вы сами	1	1
733	люблю и	1	1
734	для достижения	1	1
735	не из	1	1
736	только о	2	1
737	в период	1	1
738	этого нового	1	1
739	а что	2	1
740	не выдерживает	1	1
741	им как	1	1
742	что ему	1	1
743	великой идеи	1	1
744	мог быть	1	1
745	с начала	1	1
746	на вопрос	1	1
747	не нужен	1	1
748	словами о	1	1
749	к величайшему	1	1
750	отзывы о	1	1
751	а это	1	1
752	– но	1	1
753	дьявол и	1	1
754	в жизнь	1	1
755	xix веке	2	1
756	и добро	1	1
757	отцом и	2	1
758	пусть пусть	1	1
759	отвечает ему	2	1
760	чем он	2	1
761	бунт ивана	1	1
762	по словам	2	1
763	россии но	1	1
764	в виде	2	1
765	а на	1	1
766	и первое	1	1
767	к окончательному	1	1
768	а также	1	1
769	от высшей	1	1
770	за этим	1	1
771	униженных и	16	1
772	на нее	1	1
773	указывает на	1	1
774	две неравные	1	1
775	завершения в	1	1
776	видим уже	1	1
777	и хочу	1	1
778	стремление к	1	1
779	это происходит	1	1
780	работать и	1	1
781	и могут	1	1
782	этой борьбе	1	1
783	человеком и	1	1
784	верховенского как	1	1
785	только он	1	1
786	с первого	2	1
787	на свете	1	1
788	и психологической	1	1
789	на них	1	1
790	за то	1	1
791	она должна	2	1
792	достоевский еще	2	1
793	братства людей	1	1
794	умирает под	1	1
795	между достоевским	1	1
796	страсти я	1	1
797	силе и	1	1
798	один в	3	1
799	против нее	1	1
800	ее жизни	2	1
801	характерный для	1	1
802	и такую	1	1
803	отвращение к	1	1
804	в частности	2	1
805	свою жизнь	1	1
806	к области	2	1
807	что образ	3	1
808	факт что	1	1
809	в xix	1	1
810	человека перед	2	1
811	или как	1	1
812	на смерть	1	1
813	это его	1	1
814	последнее слово	1	1
815	самой своей	1	1
816	слова в	1	1
817	человек идеи	2	1
818	в голову	1	1
819	пришел в	1	1
820	к женщине	1	1
821	право на	1	1
822	в области	1	1
823	нуждается в	1	1
824	это в	1	1
825	в разговоре	1	1
826	враждебное отношение	1	1
827	карамазов смердяков	1	1
828	достоевского так	1	1
829	в целом	4	1
830	он с	1	1
831	и наконец	1	1
832	что на	1	1
833	вплоть до	1	1
834	говорит не	1	1
