N	2gram	Vygotskiy_	slovoVRo
313	свою очередь	3	4
314	ибо он	1	4
315	и формы	1	4
316	и во	4	4
317	новые и	2	4
318	в известной	1	4
319	с этими	1	4
320	он может	1	4
321	и речи	27	4
322	однако в	2	4
323	на предмет	3	4
324	связано с	2	4
325	но это	7	4
326	его как	1	4
327	из них	5	4
328	того что	17	4
329	формы и	3	4
330	все его	2	4
331	что оно	8	4
332	значение в	5	4
333	одной из	1	4
334	том же	3	4
335	смысле в	1	4
336	как раз	1	4
337	что и	14	4
338	чем он	1	4
339	в виде	4	4
340	в которой	4	4
341	здесь как	1	4
342	в атмосфере	1	4
343	это слово	1	4
344	слова на	1	4
345	и как	11	4
346	же как	10	4
347	так в	1	4
348	только и	2	4
349	в условиях	1	4
350	в себя	3	4
351	с другом	10	4
352	сих пор	3	4
353	может иметь	1	4
354	выражение в	1	4
355	но как	4	4
356	первый план	5	4
357	в прямой	2	4
358	характер и	2	4
359	эти слова	1	4
360	и разновидности	1	4
361	с языком	1	4
362	в частности	4	4
363	одно и	7	4
364	не были	1	4
365	говорящего и	1	4
366	или как	2	4
367	при всем	2	4
368	дальнейшем развитии	1	4
369	вообще не	3	4
370	речи и	11	4
371	образом в	1	4
372	не всегда	1	4
373	языка с	1	4
374	и предметом	1	4
375	и дальше	1	4
376	бы ни	2	4
377	и ее	1	4
378	мы видели	8	4
379	он пользуется	2	3
380	однако и	2	3
381	связи и	4	3
382	собственном смысле	12	3
383	все что	4	3
384	в состав	1	3
385	от чисто	2	3
386	даны в	3	3
387	вводятся в	1	3
388	же слово	3	3
389	речи но	3	3
390	переходит в	1	3
391	слову в	1	3
392	его с	1	3
393	ним и	1	3
394	смысле слова	5	3
395	говорит и	2	3
396	в разных	1	3
397	от нас	1	3
398	не требует	1	3
399	не приходится	1	3
400	и языком	2	3
401	не исчерпывается	1	3
402	в форме	2	3
403	и то	9	3
404	нас в	4	3
405	речи как	4	3
406	в связи	9	3
407	нами в	4	3
408	или к	1	3
409	исторического развития	2	3
410	и они	1	3
411	этого процесса	10	3
412	с таким	4	3
413	легко и	1	3
414	тем что	12	3
415	или на	1	3
416	в корне	2	3
417	этого типа	1	3
418	в собственном	12	3
419	правда не	1	3
420	предмета и	1	3
421	и внутренней	4	3
422	слова оно	1	3
423	и индивидуальные	1	3
424	этот процесс	4	3
425	от этого	6	3
426	действительности в	1	3
427	свой словарь	1	3
428	отличается от	5	3
429	было бы	15	3
430	связана с	3	3
431	как это	16	3
432	которых мы	2	3
433	и второй	1	3
434	слово для	1	3
435	из себя	1	3
436	к проблеме	2	3
437	не могло	1	3
438	или иных	1	3
439	на которые	3	3
440	в этой	7	3
441	и различные	2	3
442	целый ряд	4	3
443	и до	1	3
444	и те	3	3
445	как оно	5	3
446	отметить что	1	3
447	а лишь	1	3
448	и вообще	1	3
449	и остается	1	3
450	в эту	3	3
451	без всякого	1	3
452	если мы	12	3
453	на него	2	3
454	первый тип	1	3
455	входят в	1	3
456	но эта	1	3
457	мы говорили	5	3
458	этого слова	13	3
459	при каких	2	3
460	внутренней речи	19	3
461	на котором	3	3
462	материал и	2	3
463	как если	2	3
464	они были	1	3
465	еще на	1	3
466	которого он	2	3
467	именно к	1	3
468	в свое	2	3
469	форм и	1	3
470	за пределами	1	3
471	выходит за	1	3
472	не исчерпывает	1	3
473	должно быть	3	3
474	на том	3	3
475	такого рода	7	3
476	не предполагает	1	3
477	не знаем	2	3
478	речь но	1	3
479	чем в	4	3
480	и где	1	3
481	сама по	1	3
482	тому что	3	3
483	в стороне	2	3
484	лишь на	2	3
485	эта форма	3	3
486	не есть	5	3
487	на все	2	3
488	того и	2	3
489	если она	1	3
490	между собой	15	3
491	в свете	2	3
492	нисколько не	3	3
493	и это	7	3
494	не все	1	3
495	основе его	1	3
496	и почти	1	3
497	личности и	1	3
498	на всех	1	3
499	в такой	3	3
500	потому что	14	3
501	и тем	8	3
502	из этих	5	3
503	конечно в	2	3
504	тем и	5	3
505	лишь как	1	3
506	слово у	1	3
507	не выходит	1	3
508	дальнейшего развития	2	3
509	речь и	4	3
510	к этому	5	3
511	данном случае	1	3
512	такой же	4	3
513	языка у	2	3
514	к новому	1	3
515	включает в	2	3
516	процессе его	1	3
517	менее всего	2	3
518	тех или	1	3
519	нуждается в	1	3
520	степени и	1	3
521	этими двумя	1	3
522	или иного	2	3
523	себе как	1	3
524	того или	2	3
525	как для	1	3
526	существенную роль	2	2
527	мы наблюдаем	3	2
528	дальше к	1	2
529	предмет для	1	2
530	с которыми	4	2
531	к такому	1	2
532	могут иметь	3	2
533	никак нельзя	2	2
534	оно все	2	2
535	та же	3	2
536	за ним	1	2
537	мы и	4	2
538	в последнем	1	2
539	и связанные	1	2
540	как с	4	2
541	уже говорили	6	2
542	которая в	1	2
543	эти три	2	2
544	и вся	1	2
545	над языком	1	2
546	исключительно на	1	2
547	был бы	2	2
548	перестают быть	1	2
549	к действительности	1	2
550	уходит своими	1	2
551	из всех	2	2
552	различны и	1	2
553	тем как	4	2
554	связанное с	2	2
555	и этого	1	2
556	правда и	1	2
557	приходится иметь	1	2
558	как он	8	2
559	далее в	1	2
560	для них	3	2
561	этого момента	2	2
562	от этих	2	2
563	до последнего	1	2
564	и которые	5	2
565	каждом шагу	4	2
566	связанная с	1	2
567	связь с	4	2
568	или во	1	2
569	значение это	1	2
570	этой точки	4	2
571	и одновременно	3	2
572	вот что	1	2
573	является проблема	2	2
574	с ней	4	2
575	не обязательно	1	2
576	ситуаций или	1	2
577	заключается в	22	2
578	но по	3	2
579	то время	5	2
580	в жизни	3	2
581	без учета	1	2
582	внешней и	3	2
583	а именно	1	2
584	дело идет	1	2
585	они ни	1	2
586	приводит к	5	2
587	человеческой речи	9	2
588	эти условия	1	2
589	да и	1	2
590	уже затем	1	2
591	становится предметом	1	2
592	из которого	1	2
593	в известном	6	2
594	основное отличие	1	2
595	на каждом	4	2
596	слове и	1	2
597	различные формы	2	2
598	но мы	1	2
599	людей с	2	2
600	всем его	1	2
601	по своему	14	2
602	языка мы	2	2
603	и могут	2	2
604	разных языках	1	2
605	это и	1	2
606	речи является	1	2
607	то что	27	2
608	в котором	3	2
609	отнести к	1	2
610	отличии от	1	2
611	время это	1	2
612	он был	1	2
613	мы увидим	4	2
614	ибо в	1	2
615	то и	5	2
616	в течение	2	2
617	здесь у	1	2
618	о которых	1	2
619	существенным и	1	2
620	явления и	1	2
621	другом в	1	2
622	них как	1	2
623	из его	1	2
624	речи не	5	2
625	время в	1	2
626	и т.п	3	2
627	в руках	1	2
628	слова при	1	2
629	значение для	4	2
630	но они	4	2
631	его многообразных	1	2
632	вступает в	3	2
633	на пути	2	2
634	случае не	1	2
635	самого слова	1	2
636	совершенно не	1	2
637	тот факт	7	2
638	он есть	1	2
639	цели и	2	2
640	при анализе	2	2
641	самого начала	6	2
642	как например	2	2
643	но этот	2	2
644	всегда и	1	2
645	несмотря на	1	2
646	которые являются	3	2
647	из одной	2	2
648	принадлежащих к	1	2
649	оно требует	1	2
650	и речевой	1	2
651	своими корнями	1	2
652	и связанное	1	2
653	нет и	1	2
654	в сфере	3	2
655	социальные и	1	2
656	и у	7	2
657	одном слове	1	2
658	в основу	5	2
659	предмета в	1	2
660	в нашем	2	2
661	для всего	2	2
662	что все	2	2
663	этих форм	1	2
664	во всей	3	2
665	на ряд	3	2
666	этот второй	1	2
667	речи все	2	2
668	а следовательно	1	2
669	у них	3	2
670	смысле но	2	2
671	они лишены	1	2
672	не просто	3	2
673	контакта с	1	2
674	в ее	1	2
675	и становится	1	2
676	свои собственные	1	2
677	чтобы понять	1	2
678	своего развития	9	2
679	рождается и	1	2
680	языком как	1	2
681	самое слово	2	2
682	известном смысле	2	2
683	ближе к	1	2
684	одного из	3	2
685	слова для	1	2
686	только не	2	2
687	речь в	3	2
688	мы видим	13	2
689	эти элементы	1	2
690	процесс их	1	2
691	не можем	4	2
692	с материалом	1	2
693	и функции	1	2
694	указать на	2	2
695	того как	5	2
696	с известным	1	2
697	иметь дело	1	2
698	что уже	3	2
699	строится не	1	2
700	ни было	2	2
701	наблюдения над	1	2
702	между различными	3	2
703	образ в	1	2
704	тем не	6	2
705	как у	2	2
706	есть в	1	2
707	случае этот	1	2
708	их основе	1	2
709	что для	1	2
710	одному и	5	2
711	у нас	1	2
712	и другими	2	2
713	поэтому оно	1	2
714	в таких	1	2
715	его социальная	1	2
716	выступают с	2	2
717	от всех	2	2
718	не для	1	2
719	ее от	1	2
720	слова которые	2	2
721	или иначе	2	2
722	в другую	3	2
723	что она	7	2
724	как увидим	1	2
725	и эта	4	2
726	что не	1	2
727	не остается	1	2
728	в какой	5	2
729	между ними	6	2
730	то в	3	2
731	время как	5	2
732	в области	9	2
733	соединяется с	1	2
734	понимание и	1	2
735	словом как	2	2
736	к единству	1	2
737	и оно	1	2
738	войти в	1	2
739	моментов и	1	2
740	значение как	3	2
741	об этом	2	2
742	дело и	1	2
743	что как	3	2
744	речи эти	1	2
745	что они	23	2
746	ему не	1	2
747	однако не	3	2
748	направления и	1	2
749	его вне	1	2
750	к одному	10	2
751	поскольку она	1	2
752	даже там	1	2
753	могли бы	16	2
754	мы можем	13	2
755	слова то	3	2
756	и эти	2	2
757	а с	4	2
758	если оно	1	2
759	уже сказано	8	2
760	возникает из	1	2
761	как ни	1	2
762	вообще в	2	2
763	с самого	6	2
764	для развития	5	2
765	в своих	3	2
766	очень часто	4	2
767	это как	1	2
768	и затем	1	2
769	могут служить	2	2
770	в самых	1	2
771	он принимает	1	2
772	как уже	8	2
773	слова так	1	2
774	и между	4	2
775	именно такое	1	2
776	так что	3	2
777	бы они	2	2
778	и та	1	2
779	и что	15	2
780	можно было	10	2
781	в начале	5	2
782	факт что	7	2
783	в историческом	2	2
784	по своей	12	2
785	этих случаях	1	2
786	новое слово	1	2
787	и способы	1	2
788	и определить	1	2
789	как известно	7	2
790	каковы бы	1	2
791	значение и	1	2
792	и той	7	2
793	он их	1	2
794	тот или	1	2
795	к ней	2	2
796	явление в	1	2
797	развития этого	1	2
798	и особенно	4	2
799	главным образом	3	2
800	и воля	1	2
801	бы его	1	2
802	последнего времени	1	2
803	анализа и	2	2
804	них не	1	2
805	на один	5	2
806	не исчерпываются	1	2
807	место в	3	2
808	конечно совершенно	1	2
809	столь же	7	2
810	же в	3	2
811	бы быть	2	2
812	взаимного понимания	8	2
813	на то	7	2
814	могут не	1	2
815	и только	4	2
816	центральной проблемой	1	2
817	своих слов	1	2
818	независимо от	5	2
819	важную роль	4	2
820	и обратно	2	2
821	в один	4	2
822	основе их	7	2
823	есть не	1	2
824	и самый	1	2
825	они встречаются	1	1
826	обнаруживает с	1	1
827	и ту	1	1
828	осознать и	1	1
829	ведет к	1	1
830	речи то	2	1
831	образования в	1	1
832	дополнения к	1	1
833	какого бы	1	1
834	не мешает	1	1
835	с полной	1	1
836	степень его	1	1
837	основе этой	1	1
838	сомнения в	1	1
839	является в	4	1
840	слова еще	1	1
841	в единую	1	1
842	к другу	1	1
843	случае в	2	1
844	является здесь	1	1
845	обе линии	1	1
846	и зачатки	1	1
847	друг к	1	1
848	форм которые	1	1
849	бы она	1	1
850	историческом развитии	2	1
851	смотреть на	1	1
852	этой проблемы	2	1
853	представить себе	3	1
854	в конце	1	1
855	со всем	1	1
856	и лишь	1	1
857	друга в	1	1
858	бы то	1	1
859	предметы и	1	1
860	она с	1	1
861	если в	3	1
862	и устойчивости	1	1
863	которые не	5	1
864	очень глубокие	1	1
865	не сможем	1	1
866	он только	1	1
867	до него	1	1
868	и свое	1	1
869	совпадают с	5	1
870	самих действиях	1	1
871	для себя	2	1
872	но которые	1	1
873	центра это	1	1
874	эти особенности	1	1
875	которым она	1	1
876	же предмет	6	1
877	момента в	2	1
878	многочисленны и	1	1
879	одинаково и	1	1
880	говорили в	1	1
881	препятствие в	1	1
882	он видит	1	1
883	опираться на	1	1
884	конкретное содержание	1	1
885	которые лежат	1	1
886	принципиальной проблемы	1	1
887	которым они	1	1
888	особенности этого	1	1
889	этого мало	1	1
890	что видит	1	1
891	или нет	2	1
892	при поверхностном	1	1
893	они продолжают	1	1
894	которой они	2	1
895	то куда	1	1
896	котором в	1	1
897	речи эта	1	1
898	но тем	2	1
899	говорит о	1	1
900	формы мышления	10	1
901	из которых	6	1
902	в действии	8	1
903	нем оно	1	1
904	находятся в	1	1
905	задолго до	2	1
906	общения с	3	1
907	речью не	1	1
908	от общего	2	1
909	в живых	1	1
910	все те	1	1
911	к конкретному	1	1
912	и пользуется	1	1
913	моментов которые	1	1
914	одно из	2	1
915	мышление и	6	1
916	который состоит	1	1
917	подходит к	2	1
918	чтобы их	2	1
919	предмет с	1	1
920	сводится к	1	1
921	непосредственное отношение	1	1
922	лежащих в	5	1
923	целом ряде	1	1
924	в живом	3	1
925	ставит в	1	1
926	его исторической	1	1
927	признаков но	3	1
928	но что	3	1
929	и такое	1	1
930	упорядочению и	1	1
931	что процесс	2	1
932	в единой	1	1
933	всей ее	1	1
934	что слово	6	1
935	вопрос об	2	1
936	объединять в	1	1
937	должен был	2	1
938	задачами которые	1	1
939	и приобретает	1	1
940	часто не	3	1
941	произведение и	1	1
942	в настоящем	2	1
943	как они	5	1
944	не абстрактная	1	1
945	и он	1	1
946	так или	1	1
947	а напротив	1	1
948	сами по	4	1
949	и значение	2	1
950	но только	3	1
951	он имеет	3	1
952	их глубоком	1	1
953	до этого	1	1
954	которой оно	1	1
955	и навсегда	1	1
956	слов не	1	1
957	и этот	1	1
958	проблемы в	1	1
959	определения и	2	1
960	так называемый	1	1
961	становится таким	3	1
962	мы говорим	1	1
963	мы называем	4	1
964	самостоятельно и	1	1
965	идет об	1	1
966	мы исходили	1	1
967	содержание и	1	1
968	мы остановимся	2	1
969	и задачи	2	1
970	пор достаточно	1	1
971	на различные	1	1
972	с общим	1	1
973	слияния и	1	1
974	сложный и	2	1
975	зрения в	1	1
976	и иначе	1	1
977	судить по	1	1
978	и действительно	1	1
979	конечном счете	1	1
980	соотнесения с	1	1
981	постановке вопроса	1	1
982	правда эта	1	1
983	это общее	1	1
984	в игру	1	1
985	явления как	1	1
986	исходить из	1	1
987	но самое	1	1
988	затем следует	1	1
989	этот общий	1	1
990	относятся к	4	1
991	может получить	1	1
992	с целым	3	1
993	когда это	1	1
994	также не	2	1
995	ибо здесь	1	1
996	в одних	2	1
997	инстанции в	1	1
998	к действительному	1	1
999	слово является	1	1
1000	автор в	1	1
1001	слово к	2	1
1002	он стоит	2	1
1003	самая постановка	1	1
1004	ними оно	1	1
1005	что по	2	1
1006	предмет и	1	1
1007	выражения и	1	1
1008	оказываются в	1	1
1009	всеми его	1	1
1010	различным конкретным	1	1
1011	ними не	1	1
1012	может объединять	1	1
1013	понимания и	1	1
1014	в которых	3	1
1015	данной формы	2	1
1016	и отдельных	2	1
1017	средством сообщения	1	1
1018	нужно чтобы	2	1
1019	следовательно также	1	1
1020	других менее	1	1
1021	бы не	1	1
1022	понятий как	3	1
1023	один ряд	2	1
1024	значение не	1	1
1025	выражается в	2	1
1026	но у	1	1
1027	который не	3	1
1028	о котором	2	1
1029	автора все	1	1
1030	от того	8	1
1031	быть соотнесены	1	1
1032	вследствие этого	1	1
1033	со стороны	1	1
1034	в это	1	1
1035	речь идет	4	1
1036	всей своей	1	1
1037	установку на	2	1
1038	к другому	2	1
1039	данного предмета	1	1
1040	родстве с	1	1
1041	в основных	1	1
1042	на одном	2	1
1043	к той	2	1
1044	тесной связи	1	1
1045	самое содержание	1	1
1046	и мышлением	3	1
1047	свое время	2	1
1048	влечет за	1	1
1049	каждый из	2	1
1050	только одно	1	1
1051	чтобы исключить	1	1
1052	одного и	5	1
1053	на этой	7	1
1054	не существует	1	1
1055	и было	1	1
1056	между внешней	1	1
1057	становятся основными	1	1
1058	и существенном	1	1
1059	характер его	1	1
1060	в действительности	3	1
1061	что мы	18	1
1062	к изучению	2	1
1063	его построения	1	1
1064	и отвлеченным	1	1
1065	видим что	2	1
1066	в очень	1	1
1067	применении к	1	1
1068	не имеют	2	1
1069	раз и	1	1
1070	знак равенства	2	1
1071	речью в	3	1
1072	входящими в	4	1
1073	уже дано	1	1
1074	известных условиях	1	1
1075	процессе развития	3	1
1076	выступает со	1	1
1077	задний план	1	1
1078	представления о	2	1
1079	понимания с	1	1
1080	лицо на	1	1
1081	всего этого	1	1
1082	как потому	1	1
1083	почти исключительно	2	1
1084	на друга	3	1
1085	оказывается много	1	1
1086	часто в	2	1
1087	и важных	1	1
1088	быть не	2	1
1089	как между	1	1
1090	он является	1	1
1091	правильной оценки	1	1
1092	наших слов	1	1
1093	расширения и	1	1
1094	и содержание	1	1
1095	с другим	1	1
1096	которыми он	1	1
1097	в этот	1	1
1098	значений и	1	1
1099	характер в	1	1
1100	самых функций	1	1
1101	совершенно по-иному	2	1
1102	насколько мы	1	1
1103	знаем какие	1	1
1104	может ни	1	1
1105	поэтому мы	2	1
1106	переходят из	1	1
1107	одной и	6	1
1108	глубоком отличии	1	1
1109	может войти	1	1
1110	для нее	1	1
1111	не всеми	1	1
1112	между двумя	3	1
1113	наталкивается на	2	1
1114	только один	1	1
1115	то все	1	1
1116	увидим что	5	1
1117	целым рядом	3	1
1118	снова и	1	1
1119	между отдельными	6	1
1120	вырабатывается в	1	1
1121	обязательно в	1	1
1122	может служить	2	1
1123	здесь о	1	1
1124	за собой	1	1
1125	данного элемента	1	1
1126	также в	2	1
1127	для данного	1	1
1128	на основании	11	1
1129	ближе всего	3	1
1130	показано выше	1	1
1131	внутренней в	1	1
1132	каждого слова	1	1
1133	развития и	2	1
1134	числе и	3	1
1135	тому или	4	1
1136	превращается в	1	1
1137	слова необходимо	2	1
1138	двух точек	1	1
1139	слово входит	3	1
1140	более и	1	1
1141	а только	1	1
1142	можно ли	2	1
1143	условиях этот	1	1
1144	а путем	1	1
1145	именно для	1	1
1146	действительность при	1	1
1147	и существенного	1	1
1148	характерной для	1	1
1149	оно оказывается	1	1
1150	знает что	1	1
1151	различными способами	2	1
1152	своеобразие этого	1	1
1153	предмет таким	1	1
1154	которого еще	1	1
1155	формами мышления	2	1
1156	с конкретными	1	1
1157	друг на	3	1
1158	при их	1	1
1159	которому мы	1	1
1160	задача является	1	1
1161	не встречается	2	1
1162	рода но	2	1
1163	о языке	1	1
1164	как на	2	1
1165	характеризуется двумя	1	1
1166	может послужить	1	1
1167	между людьми	1	1
1168	есть своя	1	1
1169	совершенно иным	2	1
1170	вообще и	2	1
1171	не касаясь	1	1
1172	далее идет	1	1
1173	ним но	1	1
1174	вернуться к	1	1
1175	при данных	1	1
1176	словами и	1	1
1177	он так	2	1
1178	для всей	1	1
1179	и превращается	1	1
1180	эти потенциальные	1	1
1181	порождать из	1	1
1182	начиная с	2	1
1183	как правило	2	1
1184	места для	1	1
1185	оно стало	3	1
1186	которое он	1	1
1187	с нею	2	1
1188	в реальном	3	1
1189	находится в	4	1
1190	слова он	2	1
1191	то она	1	1
1192	для которого	1	1
1193	на этот	5	1
1194	действительности и	1	1
1195	является основной	2	1
1196	за связи	1	1
1197	который в	4	1
1198	можем сказать	1	1
1199	этого понимания	1	1
1200	еще дальше	1	1
1201	пределами своего	1	1
1202	приближаются к	1	1
1203	что говорит	2	1
1204	то здесь	1	1
1205	в высокой	1	1
1206	не стоит	2	1
1207	тем это	1	1
1208	но если	2	1
1209	достаточно напомнить	1	1
1210	и именно	1	1
1211	который определяет	1	1
1212	какой степени	5	1
1213	лежащим в	2	1
1214	где бы	1	1
1215	который оно	1	1
1216	русском языке	1	1
1217	речи с	3	1
1218	возникает и	1	1
1219	мы берем	1	1
1220	и после	1	1
1221	время был	1	1
1222	понимания как	2	1
1223	мышления для	2	1
1224	эта же	1	1
1225	заложенного в	1	1
1226	к ее	1	1
1227	всякого центра	1	1
1228	в самой	1	1
1229	ними в	1	1
1230	сделать это	1	1
1231	обнаружили что	1	1
1232	эти в	1	1
1233	но сама	1	1
1234	тот же	10	1
1235	истории языка	1	1
1236	неизбежно приводит	2	1
1237	мог бы	5	1
1238	эту форму	1	1
1239	но было	1	1
1240	употребление его	1	1
1241	в самих	1	1
1242	автор также	1	1
1243	его можно	1	1
1244	речи а	1	1
1245	гораздо более	1	1
1246	смысле и	2	1
1247	совершается это	1	1
1248	как основной	1	1
1249	различных конкретных	2	1
1250	ответ и	1	1
1251	строится на	1	1
1252	тех форм	2	1
1253	отдельных конкретных	4	1
1254	этих моментов	2	1
1255	к общему	2	1
1256	видели что	4	1
1257	и развивается	2	1
1258	но на	3	1
1259	значение может	1	1
1260	том чтобы	2	1
1261	том числе	3	1
1262	процесс становления	1	1
1263	например из	1	1
1264	каких условиях	2	1
1265	и столь	1	1
1266	социальной и	1	1
1267	процессе свободного	1	1
1268	ничем не	2	1
1269	выражения в	1	1
1270	является результатом	2	1
1271	речь с	1	1
1272	так можно	1	1
1273	шагу в	1	1
1274	все элементы	1	1
1275	сверху вниз	1	1
1276	различие между	2	1
1277	только по	1	1
1278	вокруг этого	1	1
1279	словом не	1	1
1280	здесь нет	1	1
1281	слова является	1	1
1282	всего как	1	1
1283	зрения к	1	1
1284	где это	1	1
1285	в первый	2	1
1286	о значении	1	1
1287	однако как	1	1
1288	поэтому в	3	1
1289	собой в	1	1
1290	своей основной	1	1
1291	решающее значение	1	1
1292	в состоянии	1	1
1293	связи между	6	1
1294	он становится	1	1
1295	получает в	1	1
1296	кризиса и	1	1
1297	мы имеем	6	1
1298	нем с	1	1
