N	2gram	Vinokur_Vv	Vvedenie
99	из этих	9	5
100	между двумя	1	5
101	говорить о	5	5
102	в одном	4	5
103	свою очередь	2	5
104	автора в	1	5
105	как мы	11	5
106	до конца	3	5
107	имеем дело	1	5
108	для него	1	5
109	как раз	4	5
110	на самом	1	5
111	не было	2	5
112	одним из	5	5
113	одна из	3	5
114	в этих	3	5
115	об этом	6	5
116	той или	3	5
117	в ней	3	5
118	по поводу	1	5
119	далеко не	1	5
120	отношение к	3	5
121	или иной	3	5
122	в области	4	5
123	в то	6	5
124	могут быть	6	5
125	во втором	2	4
126	в центре	4	4
127	дело с	9	4
128	может служить	3	4
129	о чем	4	4
130	о которой	2	4
131	и соответственно	1	4
132	в них	5	4
133	текста и	3	4
134	человек в	1	4
135	в слове	3	4
136	том как	1	4
137	в итоге	1	4
138	не менее	9	4
139	большей части	2	4
140	в противовес	1	4
141	быть не	1	4
142	о них	2	4
143	не вполне	4	4
144	же время	6	4
145	к ним	1	4
146	но это	2	4
147	себя в	2	4
148	о ней	1	4
149	что у	1	4
150	внимание на	5	4
151	для нас	1	4
152	бы и	3	4
153	у нас	2	4
154	лишь в	1	4
155	в какой	6	4
156	для которого	1	4
157	могло бы	2	4
158	бы в	2	4
159	а с	2	4
160	не по	1	4
161	не с	3	4
162	заключает в	1	4
163	стороны и	3	4
164	было бы	7	4
165	в целом	5	4
166	и о	1	4
167	которое в	2	4
168	что на	1	4
169	не к	2	4
170	в особенности	4	3
171	практически не	1	3
172	однако и	1	3
173	и составляет	1	3
174	все что	1	3
175	которая в	1	3
176	xix столетия	1	3
177	с ним	1	3
178	и стало	1	3
179	различного рода	1	3
180	в принципе	3	3
181	для них	2	3
182	в виду	5	3
183	другой стороны	5	3
184	подобно тому	2	3
185	и даже	6	3
186	один из	6	3
187	в первом	5	3
188	в составе	1	3
189	а именно	6	3
190	да и	4	3
191	не до	2	3
192	речь идет	2	3
193	не имеет	4	3
194	и того	3	3
195	во всяком	5	3
196	ни к	2	3
197	не существует	2	3
198	должна быть	2	3
199	это только	4	3
200	времени в	3	3
201	в этот	2	3
202	слова и	1	3
203	в обоих	2	3
204	а лишь	1	3
205	обратим внимание	2	3
206	той же	4	3
207	представляют собой	9	3
208	одного из	1	3
209	к этому	3	3
210	связано с	1	3
211	всяком случае	5	3
212	в наиболее	2	3
213	ничего не	2	3
214	судя по	1	3
215	тем не	9	3
216	ближе к	2	3
217	они не	1	3
218	зависит от	3	3
219	при всей	2	3
220	и вот	3	3
221	все это	6	3
222	в сущности	3	3
223	будто бы	2	3
224	в конце	3	3
225	из четырех	1	3
226	и понимания	1	3
227	по своему	5	3
228	не на	1	3
229	а только	8	3
230	должен быть	4	3
231	тем более	2	3
232	а к	1	3
233	у них	2	3
234	или не	1	3
235	тому как	2	3
236	между тем	10	3
237	истории а	1	3
238	или в	1	3
239	в начале	3	3
240	еще в	1	3
241	не следует	3	3
242	должны были	1	3
243	рассказа в	1	3
244	в ходе	1	3
245	слова в	1	3
246	и от	1	3
247	же в	1	3
248	на то	2	3
249	мира у	1	3
250	во время	1	3
251	и тем	5	3
252	мы видели	3	3
253	о жизни	1	2
254	мы можем	2	2
255	и к	3	2
256	и здесь	3	2
257	которые не	2	2
258	для себя	1	2
259	еще более	1	2
260	но также	16	2
261	что это	3	2
262	в разных	7	2
263	никак не	1	2
264	нашего времени	2	2
265	не как	3	2
266	язык как	5	2
267	в особых	1	2
268	таков в	1	2
269	по мере	4	2
270	по себе	11	2
271	оно не	1	2
272	более или	1	2
273	и с	2	2
274	и сам	3	2
275	заключается в	4	2
276	тем что	6	2
277	значения и	1	2
278	например в	2	2
279	можно назвать	1	2
280	как о	4	2
281	с ними	1	2
282	и внутренне	1	2
283	закономерный процесс	1	2
284	что он	5	2
285	вместе с	6	2
286	произведение в	1	2
287	в которых	6	2
288	которая не	1	2
289	так сказать	1	2
290	так например	6	2
291	здесь как	1	2
292	еще и	4	2
293	совершенно не	1	2
294	к одной	1	2
295	восприятия в	1	2
296	что мы	2	2
297	своей природе	3	2
298	хотя бы	6	2
299	в значительной	3	2
300	входит в	3	2
301	не должен	1	2
302	них как	1	2
303	не всегда	1	2
304	из которой	2	2
305	не могло	1	2
306	только на	3	2
307	истории однако	1	2
308	в строгом	3	2
309	значительной степени	1	2
310	как оно	3	2
311	рассуждение о	1	2
312	в таком	1	2
313	его собственной	1	2
314	заметить что	1	2
315	вернуться к	1	2
316	ее не	1	2
317	она может	1	2
318	жизни как	2	2
319	наряду с	3	2
320	том чтобы	6	2
321	какой она	1	2
322	к которому	1	2
323	в текстах	3	2
324	или менее	1	2
325	на этот	6	2
326	здесь не	3	2
327	от себя	3	2
328	это уже	2	2
329	он и	2	2
330	возникает и	2	2
331	и после	1	2
332	не мог	2	2
333	из него	2	2
334	точку зрения	1	2
335	обратиться к	1	2
336	к нему	3	2
337	представить себе	7	2
338	ответ на	4	2
339	той мере	6	2
340	но на	1	2
341	на протяжении	2	2
342	нас нет	1	2
343	проникновения в	1	2
344	ни с	2	2
345	не принадлежит	1	2
346	уже в	5	2
347	несмотря на	2	2
348	в литературе	1	2
349	согласно которой	1	2
350	истории с	1	2
351	в европейской	1	2
352	с их	5	2
353	место в	1	2
354	в их	12	2
355	однако не	4	2
356	письма к	1	2
357	в конечном	3	2
358	связи с	3	2
359	но он	1	2
360	этого не	2	2
361	в настоящем	1	2
362	всех его	1	2
363	слова но	1	2
364	что она	3	2
365	быть только	1	2
366	что не	5	2
367	прошлом и	3	2
368	тому что	2	2
369	ясно что	11	2
370	и как	9	2
371	не предполагает	1	2
372	есть в	1	2
373	от своего	1	2
374	или даже	1	2
375	не есть	5	2
376	говорят о	1	2
377	в ряду	2	2
378	к своему	2	2
379	все равно	2	2
380	между собой	1	2
381	о которых	2	2
382	же касается	2	2
383	на его	1	2
384	и это	6	2
385	в чем	4	2
386	и у	1	2
387	что они	2	2
388	а для	1	2
389	мере в	6	2
390	во всех	2	2
391	должен был	4	2
392	и потому	2	2
393	человека в	1	2
394	это были	1	2
395	которых в	1	2
396	ли это	1	2
397	жизни для	1	2
398	мог бы	2	2
399	так называемой	3	2
400	в течение	5	2
401	с языком	1	2
402	быть и	2	2
403	как это	5	2
404	того чтобы	22	2
405	хотя в	2	2
406	тех же	1	2
407	и что	6	2
408	как он	6	2
409	к данному	1	2
410	частности в	1	2
411	можно было	8	2
412	не просто	5	2
413	и затем	1	2
414	или иначе	4	2
415	этих случаях	2	2
416	в другом	3	2
417	она была	2	2
418	в этой	3	2
419	же самое	3	2
420	однако для	1	2
421	и др	2	2
422	на нее	3	2
423	этом и	1	2
424	в высшей	1	2
425	и последующих	1	2
426	и есть	3	2
427	в силу	3	2
428	однако у	1	2
429	дело не	5	2
430	этот текст	1	2
431	так же	3	2
432	очевидно что	1	2
433	для этого	3	2
434	в культуре	1	2
435	дело обстоит	1	2
436	в одной	1	2
437	было не	1	2
438	и ее	4	2
439	применительно к	2	2
440	любви и	1	2
441	котором он	2	2
442	при жизни	2	1
443	во всем	2	1
444	нельзя признать	2	1
445	новое и	1	1
446	связи и	1	1
447	культурного развития	3	1
448	за ее	1	1
449	а потому	5	1
450	этому времени	2	1
451	еще раз	2	1
452	известную долю	1	1
453	как одна	1	1
454	та же	1	1
455	за ним	1	1
456	здесь именно	1	1
457	как с	1	1
458	характера а	1	1
459	сказано в	1	1
460	действий в	1	1
461	только что	4	1
462	человеческой истории	1	1
463	сказано о	1	1
464	известно что	1	1
465	роль и	1	1
466	жизни а	1	1
467	то в	1	1
468	до времени	1	1
469	которое возникает	1	1
470	которых мы	1	1
471	признать вполне	1	1
472	из таких	2	1
473	оно было	1	1
474	а два	1	1
475	или по	1	1
476	историю человечества	1	1
477	именно она	1	1
478	с тем	6	1
479	не приходится	1	1
480	по слову	1	1
481	одном и	1	1
482	говорит о	3	1
483	долг это	1	1
484	из которых	3	1
485	менее не	1	1
486	как некоторого	1	1
487	исторический факт	1	1
488	достаточно одного	1	1
489	время не	2	1
490	иначе но	2	1
491	интерес к	1	1
492	можно представить	2	1
493	с той	1	1
494	в работах	2	1
495	и без	2	1
496	но смысл	1	1
497	изложенного в	1	1
498	объектов и	1	1
499	и форме	1	1
500	степени это	1	1
501	далее в	1	1
502	в отношении	3	1
503	в различных	5	1
504	к области	1	1
505	не бывает	2	1
506	и тот	1	1
507	не могут	6	1
508	разумеется не	1	1
509	новейшее время	1	1
510	они сообщают	1	1
511	этим объясняется	1	1
512	чтобы в	1	1
513	этого процесса	1	1
514	быть названа	1	1
515	нам в	1	1
516	в духе	1	1
517	все то	1	1
518	и соответствующих	1	1
519	а во-вторых	2	1
520	ни одна	2	1
521	относится и	1	1
522	жизнь в	1	1
523	могло не	1	1
524	разрешается в	1	1
525	в работе	3	1
526	факт что	2	1
527	как об	9	1
528	содержание и	1	1
529	и прочими	2	1
530	иначе как	1	1
531	дело здесь	1	1
532	именно в	8	1
533	и последние	1	1
534	лишь к	1	1
535	это выражение	1	1
536	том или	2	1
537	как история	3	1
538	между прочим	1	1
539	отношения к	1	1
540	смысле что	1	1
541	о теории	1	1
542	что могло	4	1
543	этот по	1	1
544	следует забывать	1	1
545	но пока	2	1
546	духа в	1	1
547	тем о	1	1
548	и так	2	1
549	исследования первый	1	1
550	от его	1	1
551	собой не	1	1
552	том смысле	2	1
553	конфликт между	4	1
554	историей и	1	1
555	большей или	3	1
556	в истории	9	1
557	тем или	2	1
558	между ними	3	1
559	сравнению с	4	1
560	который тем	1	1
561	зависимости от	3	1
562	себя не	1	1
563	которого не	1	1
564	них в	1	1
565	оно составляет	1	1
566	свое значение	2	1
567	по крайней	4	1
568	как произведение	1	1
569	цели в	1	1
570	жить в	1	1
571	словом чтобы	1	1
572	и могут	1	1
573	сам же	2	1
574	говорится о	1	1
575	методе и	1	1
576	перестает быть	1	1
577	нам не	2	1
578	это и	1	1
579	его и	1	1
580	к нашему	1	1
581	при изложении	1	1
582	впечатление что	1	1
583	или иное	1	1
584	с позиций	1	1
585	истории не	2	1
586	значение только	1	1
587	осуществляется в	1	1
588	вытекает из	1	1
589	в действительности	1	1
590	его отношение	1	1
591	имеет право	1	1
592	так называемая	2	1
593	он был	1	1
594	задний план	2	1
595	но здесь	1	1
596	обнаруживаются в	1	1
597	слова было	1	1
598	наконец в	1	1
599	автора и	1	1
600	истории но	1	1
601	как науки	4	1
602	по сравнению	4	1
603	уже у	1	1
604	для того	23	1
605	фактов не	1	1
606	сложности и	1	1
607	чем они	2	1
608	этом пути	1	1
609	в отказе	1	1
610	из их	1	1
611	имея в	1	1
612	от первых	1	1
613	всю ее	1	1
614	собственных имен	1	1
615	не сам	1	1
616	уже было	2	1
617	и уже	3	1
618	одной и	2	1
619	с помощью	2	1
620	для нее	2	1
621	каждой из	6	1
622	народов и	2	1
623	в свет	1	1
624	письма и	1	1
625	отношении к	2	1
626	с литературой	1	1
627	за собой	3	1
628	греков и	3	1
629	общения и	1	1
630	втором случае	1	1
631	в известном	3	1
632	есть одновременно	1	1
633	своей работе	1	1
634	как если	1	1
635	о своем	1	1
636	на основании	5	1
637	художественной литературы	2	1
638	и была	1	1
639	непосредственно как	1	1
640	слове но	2	1
641	превращается в	1	1
642	и до	2	1
643	случае с	1	1
644	литературы как	1	1
645	не что	5	1
646	человеческого общения	1	1
647	он есть	1	1
648	на практике	1	1
649	о литературе	3	1
650	в древности	1	1
651	что можно	2	1
652	самого начала	1	1
653	каждый из	2	1
654	нуждаются в	1	1
655	и наоборот	3	1
656	и настоящем	1	1
657	его нельзя	1	1
658	автора с	1	1
659	было сказано	3	1
660	свое существование	2	1
661	второй половины	3	1
662	и той	3	1
663	чем с	1	1
664	именно такого	1	1
665	что здесь	2	1
666	культуры в	5	1
667	текст может	2	1
668	что вообще	1	1
669	настоящее время	1	1
670	нем не	1	1
671	к числу	2	1
672	сказать что	6	1
673	называет себя	1	1
674	только одна	1	1
675	ответа на	3	1
676	общего характера	1	1
677	например когда	1	1
678	из истории	2	1
679	вовсе не	6	1
680	она неизбежно	1	1
681	установка на	1	1
682	это ясно	1	1
683	именно так	1	1
684	становится для	1	1
685	степени в	1	1
686	языка как	2	1
687	для разработки	1	1
688	может оказаться	3	1
689	автор как	1	1
690	преимущественно в	2	1
691	объект и	1	1
692	котором мы	1	1
693	то она	2	1
694	в зависимости	3	1
695	во всей	1	1
696	том же	2	1
697	понятия о	1	1
698	момент в	1	1
699	литература в	1	1
700	науке о	1	1
701	мысль которая	1	1
702	в текст	1	1
703	всего к	2	1
704	что содержание	1	1
705	речь о	1	1
706	но если	6	1
707	обращенной к	1	1
708	или произвола	1	1
709	он сам	3	1
710	том например	1	1
711	истории история	1	1
712	во франции	1	1
713	который можно	1	1
714	в и	4	1
715	в отдельных	1	1
716	только с	4	1
717	и другого	1	1
718	на котором	2	1
719	иначе его	1	1
720	к этим	1	1
721	если мы	1	1
722	кто из	1	1
723	взгляде на	3	1
724	только потому	1	1
725	что иное	5	1
726	и совершается	1	1
727	общих чертах	1	1
728	отказе от	1	1
729	того же	3	1
730	в настоящее	1	1
731	значении слова	1	1
732	не смешивать	1	1
733	каким она	2	1
734	и становится	1	1
735	из них	4	1
736	свои собственные	1	1
737	но разумеется	1	1
738	тот же	1	1
739	она стала	1	1
740	известной мере	2	1
741	их исторического	1	1
742	вся эта	1	1
743	данной системы	1	1
744	гораздо более	3	1
745	воззрения на	2	1
746	всего в	1	1
747	истории литературы	3	1
748	которой у	1	1
749	на почве	5	1
750	как к	1	1
751	от простого	1	1
752	не означает	1	1
753	этом случае	6	1
754	находятся в	2	1
755	и то	7	1
756	мы видим	1	1
757	в более	4	1
758	общения в	1	1
759	значение в	2	1
760	она и	1	1
761	этой области	3	1
762	различие между	1	1
763	к человеку	1	1
764	похожи на	1	1
765	на вопрос	6	1
766	слушателей в	1	1
767	о человеке	1	1
768	и объединяет	1	1
769	то или	1	1
770	того как	3	1
771	одной из	4	1
772	и сама	2	1
773	на том	3	1
774	том числе	1	1
775	далеком прошлом	1	1
776	различными по	1	1
777	дисциплины не	1	1
778	быть в	5	1
779	могут различаться	1	1
780	что может	3	1
781	для которой	1	1
782	из того	2	1
783	входит как	1	1
784	которых он	1	1
785	бы на	1	1
786	в с	3	1
787	в ее	11	1
788	в формах	2	1
789	для данной	1	1
790	выше чем	1	1
791	состоящий в	1	1
792	которого история	1	1
793	указание на	1	1
794	материалом для	1	1
795	выросло из	1	1
796	посредством которых	2	1
797	с другими	1	1
798	не ограничивается	1	1
799	точки зрения	12	1
800	участие в	1	1
801	таком случае	1	1
802	случаях в	1	1
803	как своего	1	1
804	в следующем	2	1
805	что все	1	1
806	в виде	4	1
807	знания и	3	1
808	его в	6	1
809	раз в	1	1
810	быть вполне	1	1
811	бы оно	1	1
812	его от	1	1
813	материал для	3	1
814	о возможности	1	1
815	этого рода	9	1
816	нужно не	1	1
817	с исторической	1	1
818	что к	2	1
819	читателя так	1	1
820	отношении она	1	1
821	и можно	1	1
822	их по	1	1
823	что будет	1	1
824	не от	1	1
825	и которая	1	1
826	дело в	5	1
827	просто и	1	1
828	с самого	1	1
829	в эпоху	1	1
830	чтобы определить	1	1
831	опыта и	1	1
832	прямо не	1	1
833	не могли	2	1
834	не со	2	1
835	как следует	2	1
836	слова а	1	1
837	вообще не	3	1
838	очень много	1	1
839	в ряде	2	1
840	случае не	2	1
841	что без	1	1
842	что этот	1	1
843	в связи	2	1
844	как истинное	1	1
845	как она	4	1
846	также в	1	1
847	не вытекает	1	1
848	встречается в	1	1
849	себе не	1	1
850	самое и	1	1
851	все эти	3	1
852	же как	3	1
853	уже говорилось	1	1
854	и со	2	1
855	настоящем не	1	1
856	есть только	2	1
857	образом для	1	1
858	к концу	1	1
859	и искусно	1	1
860	и я	1	1
861	в новом	1	1
862	последним относятся	1	1
863	у древних	1	1
864	сосредоточен на	1	1
865	что находится	1	1
866	для современной	1	1
867	в сторону	1	1
868	в каждой	2	1
869	не нужно	2	1
870	путь к	1	1
871	место принадлежит	1	1
872	в эту	1	1
873	это тоже	1	1
874	разумеется с	2	1
875	и понимание	1	1
876	и вообще	3	1
877	обращена к	1	1
878	как сказано	2	1
879	чтобы понять	4	1
880	ему не	1	1
881	в форме	2	1
882	или ином	2	1
883	жизнь и	1	1
884	не была	1	1
885	человека к	1	1
886	когда под	2	1
887	с русской	3	1
888	и тех	1	1
889	того или	1	1
890	целая цепь	1	1
891	одного отдельного	2	1
892	но как	2	1
893	но сами	1	1
894	реальным и	1	1
895	в особые	1	1
896	но с	5	1
897	в полной	1	1
898	выходя из	1	1
899	работы требует	1	1
900	на этом	3	1
901	к слову	1	1
902	и жизненной	1	1
903	чтобы сделать	1	1
904	образцом для	1	1
905	о природе	7	1
906	английский язык	2	1
907	в только	1	1
908	совсем не	3	1
909	русской культуры	1	1
910	так называемую	2	1
911	с какой	1	1
912	и собственно	2	1
913	данному типу	1	1
914	ряда других	1	1
915	так что	5	1
916	мы должны	2	1
917	но текст	1	1
918	исследования в	1	1
919	во второй	3	1
920	невозможно но	3	1
921	но зато	2	1
922	если же	2	1
923	на эту	1	1
924	одно и	2	1
925	принципе не	1	1
926	и та	1	1
927	сюда относятся	1	1
928	в науке	1	1
929	не могла	1	1
930	русского языка	1	1
931	это то	1	1
932	при любом	2	1
933	как уже	5	1
934	например и	1	1
935	для читателя	1	1
936	также не	1	1
937	этом смысле	11	1
938	выражается в	1	1
939	первый из	2	1
940	сомневаться в	1	1
941	принять его	1	1
942	имеет свои	1	1
943	целого но	1	1
944	этого термина	3	1
945	с ней	2	1
946	иной степени	1	1
947	героического эпоса	1	1
948	связана с	4	1
949	того кто	1	1
950	могло быть	1	1
951	или меньшей	3	1
952	истории и	4	1
953	он в	1	1
954	первом случае	2	1
955	самой своей	2	1
956	известном смысле	3	1
957	природы и	2	1
958	в новейшее	1	1
959	крайней мере	4	1
960	не входят	1	1
961	что есть	1	1
962	собой лишь	1	1
963	это делает	2	1
964	культуры что	1	1
965	только по	3	1
966	обоих случаях	1	1
967	в общих	1	1
968	которое мы	1	1
969	них не	2	1
970	обширной истории	1	1
971	это очевидно	2	1
972	от времени	1	1
973	в первой	1	1
974	понимаем и	1	1
975	ряде случаев	1	1
976	он мог	3	1
977	слово но	1	1
978	и прежде	1	1
979	историю не	1	1
980	доступна нам	1	1
981	здесь все	3	1
982	иное как	6	1
983	значении этого	2	1
984	себе самому	1	1
985	его к	2	1
986	такое чтение	1	1
987	нуждается в	3	1
988	на всем	1	1
989	а как	5	1
990	другие с	2	1
991	этой системе	1	1
992	этого необходимы	1	1
993	или иного	1	1
994	может и	1	1
995	о методе	1	1
996	а главное	1	1
997	его можно	2	1
998	именно это	1	1
999	в далеком	1	1
1000	но для	1	1
1001	и совершенно	2	1
1002	само по	4	1
1003	и особенно	1	1
1004	имеет дело	5	1
1005	одного и	2	1
1006	в известной	3	1
1007	понять что	3	1
1008	к автору	1	1
1009	более того	1	1
