N	2gram	Tiupa_Anal	Formalny
168	по существу	1	10
169	и как	5	10
170	на фоне	4	10
171	не о	2	10
172	еще более	1	9
173	и даже	12	9
174	говорить о	6	9
175	не могло	1	9
176	мы знаем	1	9
177	но ведь	1	9
178	в каждом	4	9
179	совсем не	1	9
180	бы ни	1	9
181	или иного	5	9
182	отношения к	6	9
183	в свою	9	9
184	и до	2	9
185	здесь не	8	9
186	но это	3	9
187	ничего не	3	9
188	от всех	2	9
189	у нас	1	9
190	и может	2	9
191	и к	7	8
192	без исключения	3	8
193	в них	4	8
194	и те	1	8
195	в данном	12	8
196	одной стороны	3	8
197	всего этого	1	8
198	с одной	3	8
199	же как	1	8
200	между собой	1	8
201	в сторону	2	8
202	сих пор	1	8
203	и является	3	8
204	из этого	1	8
205	всех этих	1	8
206	до сих	1	8
207	и должно	1	8
208	что это	1	8
209	с этим	4	8
210	роль в	5	8
211	на основе	1	8
212	это не	4	8
213	не следует	5	8
214	для того	1	8
215	для этого	1	8
216	в той	3	7
217	его от	1	7
218	применении к	1	7
219	в применении	1	7
220	свою очередь	7	7
221	сказать что	2	7
222	к этому	3	7
223	в сущности	5	7
224	из них	4	7
225	время в	2	7
226	от этого	1	7
227	в себе	7	7
228	столь же	7	7
229	бы быть	2	7
230	в особенности	4	7
231	во втором	4	7
232	не на	1	7
233	жизни в	4	7
234	том что	19	7
235	известной степени	3	7
236	ничем не	1	7
237	он и	4	7
238	и более	1	7
239	в литературу	2	7
240	войти в	1	7
241	в одной	2	7
242	того или	6	7
243	стороны и	1	7
244	как к	2	7
245	и только	1	7
246	и наконец	1	7
247	те же	3	6
248	в этих	2	6
249	если он	1	6
250	например в	2	6
251	их в	1	6
252	при таком	1	6
253	отличается от	1	6
254	о том	9	6
255	и отчасти	1	6
256	он был	3	6
257	произведения но	2	6
258	жизнь и	3	6
259	только не	3	6
260	по преимуществу	3	6
261	от его	2	6
262	и других	1	6
263	в которой	1	6
264	в конце	6	6
265	учение о	1	6
266	речевого общения	1	6
267	на этом	2	6
268	и тем	3	6
269	должны быть	1	6
270	за пределы	3	6
271	в статье	1	6
272	один из	6	6
273	они и	1	6
274	с ним	2	6
275	сам по	2	6
276	ее и	1	6
277	к его	2	6
278	его и	1	6
279	из этих	4	6
280	в произведении	3	6
281	литературных произведений	3	6
282	той же	7	6
283	этого слова	3	6
284	данном случае	11	6
285	уже в	5	6
286	к истории	1	6
287	ее в	2	6
288	смысле этого	1	6
289	так в	4	6
290	особенно в	1	6
291	произведения искусства	1	6
292	его не	3	6
293	не по	1	6
294	в частности	19	6
295	тем самым	8	6
296	искусства и	1	6
297	отношение к	2	6
298	такой же	2	6
299	случае в	1	5
300	за исключением	2	5
301	с этой	1	5
302	даже в	6	5
303	какой бы	1	5
304	в виду	1	5
305	значительной степени	3	5
306	в мире	17	5
307	можно сказать	5	5
308	вопрос о	1	5
309	должно было	1	5
310	связь между	1	5
311	и сюжет	1	5
312	и формы	1	5
313	из виду	1	5
314	как на	1	5
315	в нашем	4	5
316	к которому	2	5
317	в литературоведении	1	5
318	характерно что	2	5
319	то в	4	5
320	время и	1	5
321	хотя и	4	5
322	не от	2	5
323	не столько	4	5
324	что не	3	5
325	а только	1	5
326	в эту	2	5
327	могло бы	1	5
328	мы можем	2	5
329	мы уже	2	5
330	субъективного сознания	1	5
331	ни была	1	5
332	и что	2	5
333	не могла	2	5
334	этом смысле	1	5
335	его как	3	5
336	и по	3	5
337	не так	2	5
338	и свою	2	5
339	если в	3	5
340	в основном	1	5
341	же является	1	5
342	в отношении	2	5
343	должен был	2	5
344	между которыми	1	5
345	приводит к	5	5
346	не имеет	1	5
347	да и	3	5
348	роли в	6	5
349	бы и	2	5
350	и между	1	5
351	высказывания и	1	5
352	в значительной	3	5
353	а лишь	2	5
354	в отличие	5	5
355	одной из	6	5
356	до известной	3	5
357	в самой	1	5
358	и то	2	5
359	значение в	2	5
360	он становится	1	5
361	для нас	1	5
362	в широком	1	5
363	однако не	2	5
364	а о	2	5
365	становления и	1	5
366	всякое высказывание	2	5
367	в такой	1	5
368	отличие от	5	5
369	тому как	3	5
370	обстоит дело	1	5
371	одни и	1	5
372	мы должны	1	5
373	таким же	4	5
374	одного из	4	5
375	произведения не	2	5
376	слова в	2	5
377	же в	5	5
378	все более	1	5
379	может и	1	5
380	не можем	1	5
381	что было	1	4
382	от него	1	4
383	и другие	1	4
384	является в	1	4
385	мы и	1	4
386	к этой	2	4
387	этой последней	1	4
388	от одного	1	4
389	является не	1	4
390	имеет место	3	4
391	к самому	2	4
392	только как	1	4
393	но даже	1	4
394	между двумя	1	4
395	для данного	1	4
396	превращается в	3	4
397	себе в	1	4
398	она ни	1	4
399	на него	1	4
400	во всей	1	4
401	одна из	6	4
402	того же	7	4
403	едва ли	6	4
404	своего развития	1	4
405	а наоборот	1	4
406	тем не	3	4
407	что такое	1	4
408	произведения его	1	4
409	очевидно что	2	4
410	в таком	2	4
411	конце концов	1	4
412	между этими	1	4
413	место и	1	4
414	всех своих	1	4
415	от других	1	4
416	не будет	3	4
417	содержания и	1	4
418	соединении с	1	4
419	этот вопрос	1	4
420	должны были	1	4
421	могла бы	3	4
422	нам кажется	3	4
423	слова как	2	4
424	высказывания как	2	4
425	в сюжете	1	4
426	в романе	3	4
427	однако и	3	4
428	та же	1	4
429	в последнем	1	4
430	его из	2	4
431	в литературной	1	4
432	героя в	1	4
433	романа в	1	4
434	к действительному	1	4
435	подобно тому	4	4
436	есть лишь	1	4
437	взаимодействии с	1	4
438	значения и	1	4
439	нет в	1	4
440	к другому	1	4
441	произведение искусства	4	4
442	совпадает с	4	4
443	идет о	2	4
444	наконец в	3	4
445	каждой из	1	4
446	со всей	1	4
447	данного произведения	2	4
448	целый ряд	1	4
449	никаких оснований	1	4
450	тот или	3	4
451	и во	1	4
452	только при	1	4
453	для всего	1	4
454	и о	1	4
455	литература в	1	4
456	но если	1	4
457	он должен	1	4
458	сам он	1	4
459	зависит от	1	4
460	в художественной	1	4
461	не для	2	4
462	здесь в	2	4
463	что каждый	1	4
464	чем он	1	4
465	а на	2	4
466	реальной действительности	1	4
467	или в	4	4
468	или иначе	5	4
469	но эта	2	4
470	сама по	3	4
471	или даже	1	4
472	один и	2	4
473	отвлечься от	1	4
474	ценностный центр	1	4
475	и тех	2	4
476	но при	1	4
477	и смыслом	1	4
478	тех же	2	4
479	только то	1	4
480	к ней	1	4
481	роман и	1	4
482	одним из	1	4
483	и тогда	1	4
484	во всем	5	3
485	пределах одного	1	3
486	для всех	5	3
487	дело с	3	3
488	оно становится	1	3
489	в году	5	3
490	требует от	1	3
491	в одном	4	3
492	в предыдущей	1	3
493	ни одна	1	3
494	смыслом а	1	3
495	она является	1	3
496	литературе как	1	3
497	а именно	1	3
498	за ней	1	3
499	в это	1	3
500	его здесь	1	3
501	в противовес	2	3
502	в пределе	1	3
503	убедиться в	1	3
504	не должен	2	3
505	ничто не	1	3
506	не всегда	4	3
507	это было	2	3
508	но они	2	3
509	ни одного	1	3
510	уже как	1	3
511	в контексте	3	3
512	том чтобы	2	3
513	в системе	1	3
514	и иной	1	3
515	мы видим	1	3
516	внимание на	4	3
517	внутренняя форма	1	3
518	начала и	1	3
519	проявляется в	1	3
520	а и	4	3
521	что при	2	3
522	в качестве	22	3
523	но как	4	3
524	и развитие	1	3
525	но он	1	3
526	не нуждается	1	3
527	с художественной	1	3
528	становится и	1	3
529	же касается	1	3
530	в чем	2	3
531	произведение есть	1	3
532	вопроса о	2	3
533	от них	1	3
534	произведение является	1	3
535	не имеющие	1	3
536	в противном	2	3
537	не сводится	1	3
538	историческую действительность	1	3
539	и литературой	1	3
540	в работе	1	3
541	так что	2	3
542	речи и	1	3
543	его художественной	1	3
544	и тот	1	3
545	между жизнью	1	3
546	в форме	2	3
547	тем и	1	3
548	в нее	1	3
549	культуры и	1	3
550	всех сторон	1	3
551	целого произведения	1	3
552	и особенно	1	3
553	можно только	1	3
554	из возможных	1	3
555	лишь к	1	3
556	и конечно	2	3
557	и при	1	3
558	связей с	1	3
559	и из	1	3
560	никак не	1	3
561	поэтому в	2	3
562	целое и	1	3
563	со всеми	2	3
564	так или	5	3
565	сюжета и	2	3
566	имеет значение	1	3
567	с таким	5	3
568	стороны его	1	3
569	существенно и	1	3
570	одновременно с	1	3
571	вряд ли	1	3
572	не приводит	1	3
573	бы не	1	3
574	вследствие этого	1	3
575	на их	1	3
576	в словах	1	3
577	перед нами	7	3
578	но оно	1	3
579	все они	2	3
580	вытекает из	1	3
581	художественного целого	9	3
582	и заключается	1	3
583	и если	2	3
584	для нее	1	3
585	что уже	1	3
586	вступает в	5	3
587	ни были	1	3
588	при анализе	2	3
589	каждый из	2	3
590	состоит в	14	3
591	в самую	1	3
592	е к	2	3
593	как предмет	1	3
594	неотделимо от	1	3
595	тот же	3	3
596	единство в	1	3
597	поэтического слова	1	3
598	входя в	1	3
599	то мы	1	3
600	из своих	2	3
601	с их	3	3
602	с чисто	1	3
603	или иной	9	3
604	на нее	1	3
605	дело в	3	3
606	места в	1	3
607	противном случае	2	3
608	этим самым	1	3
609	к своему	1	3
610	со своей	8	3
611	но уже	1	3
612	на его	3	3
613	тем более	3	3
614	значение для	1	3
615	к одному	2	3
616	может иметь	1	3
617	в предисловии	1	3
618	одну из	3	3
619	а от	1	3
620	что является	1	3
621	единство и	1	3
622	во второй	8	3
623	когда он	2	3
624	не с	3	3
625	и иных	1	3
626	статье о	1	3
627	или точнее	2	3
628	в плане	1	3
629	и прежде	2	3
630	идет не	1	3
631	на то	1	3
632	мира в	1	3
633	нуждается в	2	3
634	дело обстоит	1	3
635	что на	3	3
636	себе а	1	3
637	выводит за	1	2
638	все что	2	2
639	художественная реальность	2	2
640	говоря уже	1	2
641	совершенно очевидно	2	2
642	был и	1	2
643	тем как	1	2
644	или нет	1	2
645	о чем	5	2
646	строго говоря	1	2
647	говорит о	3	2
648	в принципе	3	2
649	до последнего	2	2
650	и само	1	2
651	связь с	3	2
652	художественное целое	7	2
653	из нее	1	2
654	новой формы	1	2
655	от всего	2	2
656	и действительного	1	2
657	принадлежат к	1	2
658	том или	1	2
659	искусства является	1	2
660	в собственном	1	2
661	или ином	1	2
662	тем или	2	2
663	поскольку он	3	2
664	ни для	2	2
665	смысла как	1	2
666	тогда не	2	2
667	ориентируясь на	1	2
668	так если	1	2
669	также что	1	2
670	всех без	3	2
671	и того	4	2
672	не могли	1	2
673	по тем	1	2
674	который будет	1	2
675	и другой	1	2
676	уже о	2	2
677	в этот	1	2
678	формы так	1	2
679	момент этой	1	2
680	одной и	2	2
681	особое место	1	2
682	между отдельными	1	2
683	эта система	1	2
684	отметить что	1	2
685	то его	1	2
686	литературного творчества	1	2
687	его собственной	1	2
688	с другим	1	2
689	другого человека	1	2
690	отдельности и	1	2
691	ее как	1	2
692	с этими	1	2
693	же слова	1	2
694	еще одна	1	2
695	что она	3	2
696	они сами	1	2
697	который в	4	2
698	распадается на	1	2
699	чем это	1	2
700	внутреннего мира	2	2
701	себя в	6	2
702	и становится	1	2
703	но сама	1	2
704	жанра в	1	2
705	которыми располагается	1	2
706	этого и	1	2
707	мышления и	1	2
708	отражение в	1	2
709	целого это	1	2
710	несмотря на	2	2
711	обычно не	1	2
712	а ведь	1	2
713	и сама	1	2
714	они в	1	2
715	х годов	1	2
716	что между	2	2
717	не знает	2	2
718	и л	1	2
719	искусства говорит	1	2
720	смысле и	1	2
721	жанров в	1	2
722	характер и	1	2
723	литературе и	1	2
724	лишь на	3	2
725	на земле	1	2
726	в ряду	1	2
727	представляется нам	2	2
728	то эти	1	2
729	а для	3	2
730	не был	1	2
731	той или	6	2
732	и мир	1	2
733	а с	2	2
734	к литературе	1	2
735	или к	2	2
736	героя и	7	2
737	произведения то	1	2
738	именно потому	1	2
739	ориентировано на	1	2
740	не тот	2	2
741	человека как	1	2
742	интонаций в	1	2
743	можно было	2	2
744	но только	1	2
745	в нас	2	2
746	произведение не	1	2
747	как известно	3	2
748	однако в	6	2
749	подход к	2	2
750	о ней	1	2
751	в первой	10	2
752	и есть	1	2
753	литературу то	1	2
754	сторону и	1	2
755	же мы	1	2
756	есть система	1	2
757	искусства так	1	2
758	были бы	3	2
759	на жизнь	2	2
760	определить и	1	2
761	как формулирует	1	2
762	автор и	1	2
763	в самый	1	2
764	жизни а	1	2
765	но она	1	2
766	на первом	2	2
767	здесь слово	1	2
768	литературой в	1	2
769	это уже	1	2
770	из того	1	2
771	или иная	1	2
772	в тех	2	2
773	целом ряде	1	2
774	и вполне	1	2
775	начинается с	1	2
776	с ними	2	2
777	общения между	1	2
778	оно ни	1	2
779	высказывания но	1	2
780	заключается в	1	2
781	времени не	1	2
782	другой как	1	2
783	евгения онегина	1	2
784	далеко не	8	2
785	и так	1	2
786	правда не	1	2
787	в стихах	2	2
788	в следующей	1	2
789	друг от	1	2
790	объективную данность	1	2
791	ни к	3	2
792	а если	1	2
793	и вот	2	2
794	высказывания а	1	2
795	автора и	5	2
796	не должно	3	2
797	ее до	1	2
798	в отдельности	2	2
799	и второй	1	2
800	этой смены	1	2
801	из его	1	2
802	в современном	1	2
803	в чужом	2	2
804	что если	1	2
805	или иных	1	2
806	то от	1	2
807	как если	1	2
808	слова с	1	2
809	времени и	1	2
810	было и	1	2
811	и писать	1	2
812	к ним	1	2
813	в деревне	1	2
814	организации произведения	1	2
815	то она	1	2
816	к миру	2	2
817	на этот	1	2
818	него самого	1	2
819	последней в	1	2
820	полнее всего	1	2
821	во времени	1	2
822	или вовсе	1	2
823	жизни не	1	2
824	жизни но	4	2
825	этом случае	1	2
826	одних и	2	2
827	в более	1	2
828	на языке	3	2
829	и всякий	1	2
830	и многие	1	2
831	ему в	1	2
832	связанных с	1	2
833	то я	1	2
834	этого целого	1	2
835	мы имеем	5	2
836	или с	1	2
837	естественно что	1	2
838	как у	3	2
839	а все	1	2
840	таком случае	2	2
841	ведь это	1	2
842	но с	3	2
843	от друга	1	2
844	пределах одной	1	2
845	который как	2	2
846	в силу	2	2
847	с теми	1	2
848	борьба и	1	2
849	искусства как	1	2
850	борьбы и	1	2
851	что этот	1	2
852	и без	3	2
853	является по	2	2
854	и вовсе	1	2
855	говорят о	1	2
856	что мы	2	2
857	мира и	2	2
858	в каждой	1	2
859	и литературного	1	2
860	связаны с	2	2
861	мере в	2	2
862	этих двух	2	2
863	произведения с	2	2
864	распространяется на	1	2
865	не говоря	1	2
866	человека в	3	2
867	со всех	1	2
868	каково же	1	2
869	только к	2	2
870	в полной	3	2
871	формы высказывания	2	2
872	в наши	1	2
873	ту или	1	2
874	в точке	2	2
875	дело не	3	2
876	высказывания в	1	2
877	с нею	2	2
878	к полюсу	1	2
879	сама она	1	2
880	но напротив	1	2
881	человека и	2	2
882	на всю	1	2
883	в другом	3	2
884	произведения к	1	2
885	поскольку оно	1	2
886	и самой	1	2
887	как роман	1	2
888	к изучению	1	2
889	действительности не	1	2
890	по этому	1	2
891	тех или	1	2
892	здесь по-видимому	1	2
893	как целого	1	2
894	ведь и	2	2
895	дело здесь	4	2
896	произведения так	1	2
897	есть не	2	2
898	их мышления	1	2
899	характера как	1	1
900	с которыми	1	1
901	мы обратимся	1	1
902	пушкина было	1	1
903	могут иметь	1	1
904	художественную значимость	2	1
905	и ритм	1	1
906	рассмотреть в	1	1
907	еще раз	1	1
908	в изучении	1	1
909	причастен к	1	1
910	живого и	3	1
911	в момент	3	1
912	реминисценций и	1	1
913	ответную реакцию	1	1
914	важен как	1	1
915	из повестей	2	1
916	чем глубже	1	1
917	события его	1	1
918	оказывается не	1	1
919	с самим	3	1
920	анекдот и	2	1
921	глаза и	1	1
922	мы оставляем	1	1
923	формы целого	2	1
924	нее в	1	1
925	в разных	1	1
926	обстоятельств места	1	1
927	в готовом	2	1
928	и был	2	1
929	и составляет	1	1
930	мысли и	1	1
931	жить и	1	1
932	нас в	1	1
933	произведений или	1	1
934	одно из	3	1
935	быть художественно	1	1
936	первой и	1	1
937	с действительностью	3	1
938	и против	1	1
939	одним общим	1	1
940	в средневековой	1	1
941	контрастом с	1	1
942	в борьбе	2	1
943	мог иметь	1	1
944	в мифе	1	1
945	формы их	1	1
946	и сам	8	1
947	достаточно отчетливо	1	1
948	жизнь в	2	1
949	как одна	1	1
950	на общий	1	1
951	каким образом	1	1
952	ином типе	1	1
953	отчетливо и	1	1
954	из самых	1	1
955	такого высказывания	1	1
956	по мысли	1	1
957	ведет к	2	1
958	между прочим	1	1
959	как целому	1	1
960	стороны в	1	1
961	всего с	1	1
962	похож на	2	1
963	и внутренне	2	1
964	одновременно и	1	1
965	жизнь на	1	1
966	на эту	2	1
967	это бывает	1	1
968	разрыва с	1	1
969	а ее	1	1
970	он стремится	1	1
971	целым рядом	1	1
972	для их	1	1
973	этой стороны	1	1
974	художник и	1	1
975	не оказывается	2	1
976	свою собственную	1	1
977	самом широком	1	1
978	жизни на	1	1
979	отца и	1	1
980	в себя	6	1
981	а а	5	1
982	же вопрос	1	1
983	где оно	1	1
984	определяется не	1	1
985	все их	1	1
986	не удается	1	1
987	произведения что	1	1
988	всего они	1	1
989	произведения под	1	1
990	тенденцией к	1	1
991	тем в	2	1
992	им что	2	1
993	нам не	2	1
994	к смыслу	2	1
995	и дело	1	1
996	было не	1	1
997	условий этой	1	1
998	на природу	1	1
999	не предполагает	2	1
1000	героя или	1	1
1001	и политического	1	1
1002	в центр	2	1
1003	эти герои	1	1
1004	при условии	2	1
1005	осуществляется в	2	1
1006	отказываться от	1	1
1007	выделены в	1	1
1008	себя если	1	1
1009	является подлинным	1	1
1010	своей природе	1	1
1011	отсюда и	2	1
1012	существенным моментом	1	1
1013	от лица	1	1
1014	время от	1	1
1015	и пушкин	1	1
1016	именно этим	1	1
1017	сюжет и	3	1
1018	почти исключительно	1	1
1019	е о	2	1
1020	из жизни	1	1
1021	времени в	3	1
1022	которыми он	1	1
1023	существенное значение	1	1
1024	этой связи	1	1
1025	и той	2	1
1026	для себя	2	1
1027	из самого	1	1
1028	с лица	1	1
1029	и литературная	1	1
1030	случае мы	1	1
1031	о них	1	1
1032	встречи с	2	1
1033	о научной	1	1
1034	приходит к	1	1
1035	а между	1	1
1036	не обязательно	1	1
1037	удивительно что	2	1
1038	чистом виде	3	1
1039	в пушкинском	2	1
1040	искусства это	1	1
1041	могла не	1	1
1042	уже и	1	1
1043	этот эффект	1	1
1044	стороны как	2	1
1045	не что	1	1
1046	углом зрения	2	1
1047	от своей	2	1
1048	данного художественного	2	1
1049	его героя	1	1
1050	и еще	1	1
1051	был чрезвычайно	1	1
1052	в чистом	2	1
1053	здесь несколько	1	1
1054	данное произведение	2	1
1055	всегда и	2	1
1056	второй половины	1	1
1057	исторических фактов	1	1
1058	слов о	1	1
1059	анализа текста	1	1
1060	мы ощущаем	1	1
1061	дистанция между	3	1
1062	не становится	1	1
1063	живой жизни	1	1
1064	самом начале	1	1
1065	говорящих и	1	1
1066	утверждал что	1	1
1067	его роли	1	1
1068	жизни как	4	1
1069	ключ к	4	1
1070	эпических жанров	1	1
1071	своей значимости	1	1
1072	только во	2	1
1073	и самим	1	1
1074	миф и	2	1
1075	слова их	1	1
1076	что все	1	1
1077	и вступает	1	1
1078	не умеет	1	1
1079	исходит из	2	1
1080	своей серьезности	1	1
1081	глубоко не	2	1
1082	всей совокупности	1	1
1083	каждое из	1	1
1084	иным как	1	1
1085	нас а	1	1
1086	во весь	1	1
1087	ее не	1	1
1088	два первых	1	1
1089	из самой	1	1
1090	не мыслится	1	1
1091	по поводу	5	1
1092	этой роли	2	1
1093	не два	1	1
1094	в отдельных	1	1
1095	и чувства	1	1
1096	не мог	4	1
1097	как будто	1	1
1098	лишь один	1	1
1099	ними в	2	1
1100	автор на	1	1
1101	этом же	1	1
1102	к языку	1	1
1103	в связь	1	1
1104	то о	1	1
1105	крайней мере	5	1
1106	все перечисленные	1	1
1107	имеет места	1	1
1108	чем более	1	1
1109	строфе в	1	1
1110	художественная воля	1	1
1111	ближе к	2	1
1112	этих моментов	2	1
1113	поэтических и	1	1
1114	хотят и	1	1
1115	и все-таки	1	1
1116	собой и	1	1
1117	по природе	3	1
1118	не противоречит	1	1
1119	к их	1	1
1120	для поэтики	1	1
1121	как живого	1	1
1122	в восприятии	1	1
1123	как нам	6	1
1124	а затем	2	1
1125	особенная роль	1	1
1126	явление культуры	1	1
1127	сознания с	1	1
1128	поэтому слово	1	1
1129	следует однако	1	1
1130	в единое	3	1
1131	его частей	1	1
1132	такого рода	11	1
1133	ввести в	1	1
1134	обратить внимание	1	1
1135	что сама	1	1
1136	своих построений	1	1
1137	концов мы	1	1
1138	по мнению	1	1
1139	слово не	1	1
1140	или иную	1	1
1141	к определенному	1	1
1142	себе не	1	1
1143	не обладает	1	1
1144	в подобном	1	1
1145	художника не	1	1
1146	у него	2	1
1147	не путем	2	1
1148	и персонального	1	1
1149	себе путь	1	1
1150	эстетический объект	2	1
1151	утверждение что	1	1
1152	живет и	1	1
1153	до простой	1	1
1154	система смыслов	1	1
1155	героя с	1	1
1156	романа а	1	1
1157	он оказывается	1	1
1158	преимущественно на	1	1
1159	определенной жанровой	2	1
1160	весь его	1	1
1161	на себя	5	1
1162	у о	2	1
1163	и всего	1	1
1164	времени как	1	1
1165	я и	6	1
1166	из сюжета	1	1
1167	его индивидуальной	1	1
1168	во внутренней	1	1
1169	роль принадлежит	2	1
1170	встречается в	1	1
1171	эту особенность	1	1
1172	рядом с	1	1
1173	чем иным	1	1
1174	автора ибо	1	1
1175	только литературного	1	1
1176	сообщение о	1	1
1177	они как	1	1
1178	путь в	1	1
1179	именно эту	1	1
1180	служит для	1	1
1181	о которых	2	1
1182	высказывания жанр	1	1
1183	был не	1	1
1184	рассказа не	1	1
1185	тем это	1	1
1186	предыдущей части	1	1
1187	на себе	1	1
1188	и у	1	1
1189	искусство не	1	1
1190	бог не	1	1
1191	литературного явления	1	1
1192	это столь	1	1
1193	в русской	9	1
1194	остается в	1	1
1195	словарного слова	1	1
1196	о себе	4	1
1197	нами как	1	1
1198	новая форма	1	1
1199	произведения со	1	1
1200	только путем	1	1
1201	и понимает	1	1
1202	разрыв между	1	1
1203	этой своей	1	1
1204	к роману	1	1
1205	с политической	1	1
1206	стремится к	1	1
1207	не имелось	1	1
1208	если не	1	1
1209	однако герой	1	1
1210	в и	1	1
1211	дистанции между	1	1
1212	ли с	1	1
1213	которые и	1	1
1214	произведение оно	1	1
1215	готовом виде	1	1
1216	текст его	1	1
1217	пушкина с	1	1
1218	в разбираемом	1	1
1219	было только	1	1
1220	это по	3	1
1221	здесь на	1	1
1222	оказывается в	2	1
1223	мы обнаруживаем	1	1
1224	между всеми	1	1
1225	однако эта	1	1
1226	возвращаясь к	1	1
1227	за ними	1	1
1228	и последовательность	1	1
1229	хотя в	2	1
1230	и точность	1	1
1231	готшеда и	1	1
1232	и роман	1	1
1233	таково же	1	1
1234	из двух	1	1
1235	в остальных	1	1
1236	значимости своего	1	1
1237	и хотя	1	1
1238	и затем	1	1
1239	чтобы их	1	1
1240	то во	1	1
1241	по своей	5	1
1242	занимает место	1	1
1243	собственно и	1	1
1244	отчасти в	1	1
1245	и конструктивное	1	1
1246	с ней	1	1
1247	того кто	1	1
1248	а тем	2	1
1249	превратилась в	1	1
1250	так называемого	1	1
1251	смыслу в	1	1
1252	истории не	2	1
1253	одного сознания	1	1
1254	конца и	1	1
1255	серьезность и	1	1
1256	этой истории	1	1
1257	нашего анализа	1	1
1258	с читателями	1	1
1259	что во	2	1
1260	и никогда	1	1
1261	автора то	1	1
1262	и каждый	1	1
1263	но наоборот	1	1
1264	иногда в	1	1
1265	то у	2	1
1266	о его	3	1
1267	обратимся к	2	1
1268	в доме	2	1
1269	самым по	1	1
1270	во взаимодействии	1	1
1271	конструктивный момент	1	1
1272	был в	1	1
1273	мы будем	1	1
1274	не исчерпывает	1	1
1275	теми же	1	1
1276	образом в	1	1
1277	чаще всего	1	1
1278	те кто	1	1
1279	были глубоко	1	1
1280	его к	1	1
1281	ни единым	2	1
1282	из литературы	1	1
1283	высказывания не	1	1
1284	еще менее	1	1
1285	отношении он	1	1
1286	приобщается к	2	1
1287	он неоднократно	1	1
1288	можно с	1	1
1289	гораздо более	3	1
1290	иначе не	1	1
1291	нет не	1	1
1292	организации высказывания	1	1
1293	в одну	3	1
1294	само становится	2	1
1295	одного и	4	1
