N	2gram	Propp_Isto	Literetu
166	в ней	3	6
167	далеко не	3	6
168	как будто	2	6
169	право на	2	6
170	и только	6	6
171	и наконец	1	6
172	и к	4	5
173	к этой	2	5
174	в связи	5	5
175	с собой	4	5
176	в соответствии	1	5
177	хотя бы	3	5
178	как я	1	5
179	он сам	2	5
180	том чтобы	1	5
181	несмотря на	1	5
182	тем не	6	5
183	и за	3	5
184	к жизни	2	5
185	не знает	2	5
186	одном из	3	5
187	в себя	3	5
188	этой точки	1	5
189	между тем	2	5
190	так что	8	5
191	эти слова	1	5
192	в силу	2	5
193	обращается к	1	5
194	себя и	1	5
195	не с	2	5
196	и если	3	5
197	так как	13	5
198	мы не	3	5
199	как у	2	5
200	что и	17	5
201	но с	1	5
202	но уже	1	5
203	однако не	2	5
204	как он	1	5
205	все еще	7	5
206	не к	1	5
207	а я	3	5
208	что было	3	4
209	я твой	1	4
210	исходя из	2	4
211	которая в	2	4
212	не исключают	2	4
213	но тем	2	4
214	в них	6	4
215	героя как	1	4
216	с тем	3	4
217	только для	1	4
218	во всяком	2	4
219	то это	5	4
220	входит в	1	4
221	не должен	1	4
222	не всегда	7	4
223	в руках	1	4
224	только на	2	4
225	не вполне	7	4
226	перед ним	1	4
227	как мы	11	4
228	ты в	2	4
229	под названием	1	4
230	к этому	10	4
231	не мог	2	4
232	хотя и	4	4
233	все время	2	4
234	что его	2	4
235	века в	1	4
236	себе и	2	4
237	в сторону	3	4
238	с образом	1	4
239	на этом	5	4
240	ту же	2	4
241	и что	6	4
242	общего с	1	4
243	к своему	3	4
244	могут быть	9	4
245	и есть	3	4
246	можно сказать	3	4
247	из этого	1	4
248	сводится к	1	4
249	со всеми	1	4
250	от своего	3	4
251	и все	4	4
252	в пределах	5	4
253	приводит к	1	4
254	бы не	1	4
255	знает что	1	4
256	все они	1	4
257	нет ничего	3	4
258	совершенно не	2	4
259	то он	1	4
260	тех же	2	4
261	более чем	1	4
262	в свою	5	4
263	на том	3	4
264	каждый из	1	4
265	при котором	2	4
266	одной из	1	4
267	но это	5	4
268	таким образом	15	4
269	как к	2	4
270	со мной	1	4
271	и вот	3	4
272	для нас	6	4
273	этом в	1	4
274	и прежде	1	4
275	на его	5	4
276	вовсе не	3	4
277	ко всему	1	4
278	во второй	2	4
279	а по	1	4
280	такой же	3	4
281	на то	4	4
282	все что	4	3
283	мы и	1	3
284	же и	1	3
285	о чем	1	3
286	в этих	18	3
287	по себе	3	3
288	с действительностью	1	3
289	к тебе	1	3
290	со своей	2	3
291	вопрос о	4	3
292	восходит к	1	3
293	он был	1	3
294	во многих	2	3
295	времени в	1	3
296	превращается в	10	3
297	так же	16	3
298	себе в	2	3
299	свою очередь	1	3
300	следующим образом	3	3
301	а так	1	3
302	из трех	3	3
303	который в	1	3
304	с ним	1	3
305	не просто	4	3
306	к общему	1	3
307	говорить о	1	3
308	она и	1	3
309	после чего	11	3
310	именно так	3	3
311	что такое	1	3
312	а за	1	3
313	есть наиболее	1	3
314	с появлением	8	3
315	мне в	1	3
316	не есть	3	3
317	и перед	1	3
318	герой в	6	3
319	в чем	4	3
320	но как	2	3
321	для его	1	3
322	героя и	1	3
323	же как	8	3
324	никого не	3	3
325	и является	1	3
326	же это	1	3
327	над ним	1	3
328	не раз	2	3
329	он в	3	3
330	и от	3	3
331	путь и	1	3
332	там где	8	3
333	в особенности	3	3
334	за ним	4	3
335	во время	8	3
336	должна быть	2	3
337	был бы	1	3
338	ним и	1	3
339	это уже	3	3
340	из которых	1	3
341	я все	1	3
342	не на	2	3
343	можно было	3	3
344	если не	2	3
345	если бы	7	3
346	с ней	6	3
347	и т	33	3
348	они не	4	3
349	не имеет	3	3
350	да и	2	3
351	я тебя	4	3
352	всей своей	1	3
353	которая не	1	3
354	ничего общего	1	3
355	своей жизни	1	3
356	такую же	1	3
357	в роли	1	3
358	относится к	3	3
359	на два	1	3
360	из его	2	3
361	тех пор	1	3
362	и уже	2	3
363	не могло	1	3
364	и до	1	3
365	еще один	1	3
366	а во	1	3
367	что же	2	3
368	в этот	6	3
369	здесь не	6	3
370	говорится в	1	3
371	всяком случае	2	3
372	власть над	12	3
373	предстает как	1	3
374	не будучи	1	3
375	тот же	2	3
376	ничего не	12	3
377	на языке	1	3
378	ни с	1	3
379	о нем	2	3
380	ее в	3	3
381	на самом	2	3
382	все равно	3	3
383	а на	5	3
384	этого не	1	3
385	например не	1	3
386	на нее	4	3
387	в глубине	1	3
388	а то	2	3
389	все эти	8	3
390	но по	4	3
391	имеется в	3	3
392	жизнью в	1	3
393	сказать и	1	3
394	и потому	2	3
395	в плену	4	3
396	а к	1	3
397	он говорит	1	3
398	на один	2	3
399	также и	1	3
400	когда он	2	3
401	в пути	1	3
402	стороны и	3	3
403	только то	1	3
404	еще на	2	3
405	же самое	1	3
406	отношение к	4	3
407	и о	2	3
408	за счет	2	3
409	есть не	2	3
410	во всем	3	2
411	от него	3	2
412	в центре	1	2
413	в таинственной	1	2
414	тем как	1	2
415	представлений о	1	2
416	и другими	1	2
417	у кого	1	2
418	в борьбе	1	2
419	подобного рода	1	2
420	перекликается с	1	2
421	и другим	1	2
422	начинается с	3	2
423	что по	2	2
424	в бою	1	2
425	на эту	1	2
426	роль в	2	2
427	у истоков	1	2
428	в это	1	2
429	свою собственную	1	2
430	так например	3	2
431	за то	1	2
432	в котором	5	2
433	сам не	1	2
434	два момента	1	2
435	только как	1	2
436	с другим	1	2
437	к своей	4	2
438	этой связи	2	2
439	между двумя	6	2
440	приходит к	1	2
441	здесь это	1	2
442	уже и	1	2
443	еще более	3	2
444	всего что	1	2
445	сказать что	5	2
446	и у	6	2
447	а сам	2	2
448	могло бы	2	2
449	быть в	1	2
450	имеем дело	1	2
451	тогда он	1	2
452	тем более	1	2
453	по поводу	1	2
454	только ты	1	2
455	идут в	1	2
456	для этой	1	2
457	к ее	1	2
458	о ней	2	2
459	к нему	12	2
460	только не	2	2
461	что у	4	2
462	и столь	1	2
463	но еще	1	2
464	а и	1	2
465	по мнению	1	2
466	известные нам	1	2
467	и сама	1	2
468	целом но	1	2
469	с другими	1	2
470	не от	1	2
471	ты мой	2	2
472	но он	8	2
473	и некоторые	3	2
474	и говорит	10	2
475	героя с	3	2
476	тому что	1	2
477	человек и	1	2
478	свое имя	1	2
479	которой она	1	2
480	и вместе	1	2
481	по дороге	1	2
482	воздействия на	1	2
483	вопрос что	1	2
484	бы в	1	2
485	песни и	1	2
486	природы а	1	2
487	не означает	1	2
488	в исторической	3	2
489	чтобы он	3	2
490	в работе	3	2
491	с какой	1	2
492	сюда же	2	2
493	исключают друг	1	2
494	новых и	1	2
495	на нем	4	2
496	а третий	1	2
497	и хотя	1	2
498	из нас	1	2
499	а от	2	2
500	того кто	1	2
501	целом и	1	2
502	что ты	5	2
503	друг другу	2	2
504	и каждый	1	2
505	человека и	1	2
506	всю жизнь	2	2
507	бы быть	1	2
508	с сыном	1	2
509	и по	6	2
510	здесь мы	6	2
511	в него	3	2
512	случае это	1	2
513	бы я	1	2
514	и ее	3	2
515	где мы	1	2
516	живет на	1	2
517	к более	2	2
518	им как	1	2
519	переходит в	4	2
520	за рекой	1	2
521	героя в	6	2
522	и при	2	2
523	была бы	1	2
524	со своим	1	2
525	впрочем в	1	2
526	что они	14	2
527	человек с	1	2
528	никак не	1	2
529	есть и	7	2
530	он на	2	2
531	для них	3	2
532	на заре	1	2
533	это становится	1	2
534	и вновь	2	2
535	с этого	1	2
536	которых и	1	2
537	если это	4	2
538	вас не	1	2
539	русской и	1	2
540	к его	1	2
541	с ними	5	2
542	меня я	2	2
543	становится ясным	2	2
544	каждого из	1	2
545	и было	2	2
546	перед нами	4	2
547	в боях	1	2
548	было у	1	2
549	это и	4	2
550	он же	2	2
551	и более	3	2
552	а если	3	2
553	из этих	5	2
554	так чтобы	1	2
555	на основе	1	2
556	не сам	1	2
557	с которой	1	2
558	могло быть	3	2
559	для нее	2	2
560	к своим	1	2
561	и об	1	2
562	он как	1	2
563	от других	1	2
564	он становится	2	2
565	в совершенно	1	2
566	и наоборот	2	2
567	вот этот	1	2
568	свое существование	1	2
569	но мы	1	2
570	нет и	1	2
571	ко всей	1	2
572	он все	5	2
573	то для	1	2
574	начиная с	1	2
575	не за	1	2
576	может оказаться	1	2
577	то она	2	2
578	который по	1	2
579	с тех	1	2
580	не видит	2	2
581	у них	1	2
582	с каким	1	2
583	этом случае	8	2
584	ответ на	1	2
585	ему в	2	2
586	берет на	2	2
587	на вопрос	1	2
588	на три	2	2
589	мы имеем	24	2
590	не для	1	2
591	не берет	1	2
592	по этому	2	2
593	в русском	3	2
594	от всех	1	2
595	и где	1	2
596	виду не	1	2
597	каждого в	1	2
598	другом месте	1	2
599	при таком	1	2
600	перед собой	1	2
601	нет у	1	2
602	в такой	1	2
603	пока не	3	2
604	вследствие чего	2	2
605	должен быть	1	2
606	а он	6	2
607	руки и	2	2
608	жизнь и	1	2
609	и тех	1	2
610	и самого	1	2
611	в таком	1	2
612	а как	2	2
613	она не	4	2
614	его не	3	2
615	в ход	1	2
616	дело не	3	2
617	исследования в	1	2
618	не знаю	9	2
619	говорит я	2	2
620	в нашей	1	2
621	к которой	1	2
622	в большинстве	2	2
623	на это	4	2
624	по той	2	2
625	со своими	2	2
626	что есть	1	2
627	только по	1	2
628	слова в	1	2
629	а жизнь	1	2
630	этой ситуации	1	2
631	в эти	1	2
632	и новые	2	2
633	сделать их	1	2
634	в лице	2	2
635	не можем	2	2
636	что на	6	2
637	можно указать	2	2
638	еще несколько	2	1
639	к такого	1	1
640	нет необходимости	3	1
641	понял что	1	1
642	превращает в	1	1
643	был и	1	1
644	является в	2	1
645	несомненно что	2	1
646	она сама	1	1
647	случае в	2	1
648	не единственный	3	1
649	с момента	1	1
650	а ты	4	1
651	со всем	1	1
652	в обстановку	2	1
653	такая форма	2	1
654	этого персонажа	2	1
655	по тому	1	1
656	в момент	1	1
657	только что	3	1
658	наконец даже	1	1
659	которые не	1	1
660	не видели	1	1
661	случае мы	4	1
662	дело с	2	1
663	души человеческой	1	1
664	в особый	1	1
665	что делает	1	1
666	в ряде	1	1
667	властью над	1	1
668	эта новая	1	1
669	о них	1	1
670	на своей	1	1
671	она уже	2	1
672	как способ	1	1
673	в некоторых	9	1
674	сын не	1	1
675	мы получим	1	1
676	говорит о	1	1
677	мы это	2	1
678	что человек	1	1
679	которое может	1	1
680	нас в	1	1
681	ты не	3	1
682	впрочем это	1	1
683	этих соображений	1	1
684	из темноты	1	1
685	это должно	1	1
686	показывает нам	2	1
687	на свой	1	1
688	но все	5	1
689	ни одна	1	1
690	это может	1	1
691	небо и	1	1
692	они хоронят	1	1
693	дела а	1	1
694	уже на	3	1
695	он у	2	1
696	по мне	1	1
697	смерть как	1	1
698	их в	6	1
699	здесь дело	2	1
700	черта ее	1	1
701	смерть в	1	1
702	что почти	1	1
703	лица в	1	1
704	ними а	1	1
705	прочим и	2	1
706	в суть	1	1
707	в огромном	1	1
708	из героев	1	1
709	матери и	3	1
710	не его	1	1
711	и стал	1	1
712	как только	2	1
713	не стало	1	1
714	всем его	1	1
715	связано с	4	1
716	с обратным	1	1
717	в дальнейшем	8	1
718	впрочем для	1	1
719	другу но	1	1
720	с этим	13	1
721	у которых	1	1
722	с историческим	1	1
723	задним числом	2	1
724	на этой	2	1
725	не могли	1	1
726	чтобы вызвать	1	1
727	знал что	1	1
728	где-то в	3	1
729	далекий путь	1	1
730	которой он	3	1
731	чем за	1	1
732	время от	2	1
733	общеизвестно что	1	1
734	не оставит	1	1
735	но эти	1	1
736	на ее	1	1
737	вот почему	3	1
738	а после	2	1
739	и трудно	1	1
740	над которым	1	1
741	средних веков	1	1
742	героини и	1	1
743	он всегда	1	1
744	но они	2	1
745	что люди	1	1
746	куда глаза	1	1
747	в различных	1	1
748	другие и	1	1
749	несколько примеров	3	1
750	конечно не	3	1
751	и те	1	1
752	не что	6	1
753	я буду	2	1
754	самого начала	1	1
755	а другой	1	1
756	и остается	1	1
757	герой может	1	1
758	или чаще	1	1
759	его за	1	1
760	это весьма	2	1
761	ней и	1	1
762	вернуться к	1	1
763	из всех	1	1
764	по которой	2	1
765	наряду с	4	1
766	духа и	1	1
767	ее как	1	1
768	и вместо	1	1
769	можно составить	1	1
770	такая же	1	1
771	на него	4	1
772	к которому	6	1
773	входят в	1	1
774	в зависимости	1	1
775	и вдруг	1	1
776	это значит	1	1
777	первоначально это	1	1
778	в особой	1	1
779	от них	5	1
780	тебя за	1	1
781	тут же	4	1
782	на котором	2	1
783	в системе	1	1
784	определенное время	1	1
785	покоя и	1	1
786	как дело	1	1
787	начало и	1	1
788	в человеческих	1	1
789	мне и	1	1
790	герой и	2	1
791	могли быть	1	1
792	есть выражение	1	1
793	жизни ср	1	1
794	него как	1	1
795	в жертву	1	1
796	не противоречит	5	1
797	определенном месте	1	1
798	нельзя сказать	1	1
799	землю и	2	1
800	после того	5	1
801	жить в	3	1
802	не принадлежит	1	1
803	мертвых и	2	1
804	же причине	1	1
805	несколько иной	1	1
806	об одном	1	1
807	собой в	1	1
808	собой исторически	1	1
809	есть у	2	1
810	в состоянии	2	1
811	обнаруживается в	1	1
812	мы знаем	11	1
813	и руки	1	1
814	в образе	2	1
815	из моментов	1	1
816	находится в	4	1
817	что при	3	1
818	возможностей не	1	1
819	глаза на	1	1
820	мне ты	1	1
821	братьев и	1	1
822	в корне	1	1
823	уже говорилось	1	1
824	богу не	1	1
825	в следующем	1	1
826	дела с	1	1
827	не была	1	1
828	чем в	1	1
829	проходит по	1	1
830	как же	1	1
831	или не	3	1
832	столько же	1	1
833	в которой	1	1
834	что там	2	1
835	говорит в	1	1
836	исходит от	1	1
837	ее от	1	1
838	производилось в	2	1
839	с двумя	1	1
840	его руках	1	1
841	будто бы	1	1
842	что за	3	1
843	это мы	2	1
844	он их	1	1
845	с самого	1	1
846	всем что	2	1
847	но для	2	1
848	как следует	2	1
849	по мере	2	1
850	где была	1	1
851	между ними	1	1
852	дома в	8	1
853	также в	2	1
854	им а	1	1
855	власти как	1	1
856	и она	5	1
857	на земле	2	1
858	которое и	1	1
859	большинстве случаев	3	1
860	между прочим	4	1
861	из четырех	1	1
862	их может	1	1
863	от этого	1	1
864	должно было	2	1
865	больше всего	1	1
866	в свете	6	1
867	оградить себя	1	1
868	о широком	1	1
869	и плясать	1	1
870	был не	1	1
871	и всякого	1	1
872	например как	1	1
873	см ниже	2	1
874	полагает что	1	1
875	в эту	1	1
876	на себе	1	1
877	в других	6	1
878	сих пор	7	1
879	кто из	1	1
880	пребывания в	7	1
881	однако так	2	1
882	мы можем	10	1
883	это вполне	1	1
884	и быть	1	1
885	и пошли	2	1
886	и цель	1	1
887	это были	1	1
888	это совершенно	1	1
889	я тебе	6	1
890	виде эта	1	1
891	мы уже	9	1
892	в специальной	1	1
893	мастер и	1	1
894	а мы	3	1
895	все остальные	1	1
896	говорит если	1	1
897	когда ты	2	1
898	не один	2	1
899	есть так	1	1
900	человека как	1	1
901	говорит ему	2	1
902	в песне	1	1
903	открывает людям	1	1
904	оно и	1	1
905	успех в	1	1
906	не были	1	1
907	так просто	1	1
908	земле в	2	1
909	соединении с	1	1
910	в приведенном	1	1
911	даже не	2	1
912	также не	1	1
913	как один	1	1
914	сравнительно с	1	1
915	когда мы	1	1
916	она была	2	1
917	прийти в	1	1
918	многих случаях	1	1
919	с торжеством	1	1
920	в знании	1	1
921	дома с	1	1
922	стороны он	1	1
923	показать что	1	1
924	только с	2	1
925	или о	1	1
926	бы его	1	1
927	это наблюдение	2	1
928	это делает	2	1
929	о его	2	1
930	в гроб	1	1
931	приводят к	2	1
932	нем говорится	1	1
933	поле и	2	1
934	что только	1	1
935	сел на	1	1
936	ты мне	1	1
937	для тебя	1	1
938	и была	1	1
939	ней в	2	1
940	предстал перед	1	1
941	явно не	1	1
942	предмет и	1	1
943	которые были	1	1
944	на место	1	1
945	с живыми	1	1
946	земли а	1	1
947	если герой	2	1
948	таких примеров	2	1
949	независимо от	3	1
950	всех этих	3	1
951	есть ли	4	1
952	а акт	1	1
953	что этот	4	1
954	центральное место	1	1
955	в один	1	1
956	в одну	3	1
957	он должен	3	1
958	это он	1	1
959	лет то	1	1
960	еще одно	1	1
961	мы видели	18	1
962	он или	1	1
963	можно только	3	1
964	с этих	1	1
965	к сожалению	1	1
966	при жизни	1	1
967	ты знаешь	1	1
968	социальной жизни	1	1
969	до сих	7	1
970	часто оказываются	1	1
971	он уже	2	1
972	и этот	2	1
973	и здесь	8	1
974	с душой	2	1
975	требовательным и	1	1
976	например что	1	1
977	для каждой	1	1
978	такова же	1	1
979	но за	1	1
980	он весьма	1	1
981	его из	3	1
982	в основном	1	1
983	в земной	1	1
984	которой не	1	1
985	представлял собой	3	1
986	его с	2	1
987	во власти	1	1
988	с такой	1	1
989	и кто	1	1
990	говорит а	1	1
991	образа и	1	1
992	не помню	1	1
993	что автор	1	1
994	глубокой древности	2	1
995	говорит и	2	1
996	представляют собой	5	1
997	что это	4	1
998	содержит в	2	1
999	когда это	1	1
1000	в большом	8	1
1001	ему все	1	1
1002	тогда в	1	1
1003	явление в	1	1
1004	его на	6	1
1005	не исчерпывается	1	1
1006	что никакой	1	1
1007	все те	2	1
1008	в работах	1	1
1009	и делает	1	1
1010	становится весьма	1	1
1011	не ставит	1	1
1012	не признает	1	1
1013	за это	2	1
1014	ниже в	3	1
1015	власти и	1	1
1016	должен был	5	1
1017	на полу	2	1
1018	мотив в	1	1
1019	меня ты	1	1
1020	собой и	1	1
1021	однако мы	1	1
1022	в огонь	4	1
1023	иметь в	1	1
1024	обряда инициации	1	1
1025	это конечно	1	1
1026	предполагать что	1	1
1027	как при	1	1
1028	один большой	2	1
1029	встречаются и	1	1
1030	на месте	2	1
1031	и действительно	5	1
1032	принято называть	1	1
1033	в союзе	1	1
1034	не знал	2	1
1035	на колени	1	1
1036	есть нечто	1	1
1037	может стать	1	1
1038	за свое	1	1
1039	и так	3	1
1040	состоит из	1	1
1041	от его	1	1
1042	и герой	3	1
1043	никто не	2	1
1044	что иное	6	1
1045	не живут	1	1
1046	правда не	1	1
1047	в которых	7	1
1048	не видно	4	1
1049	здесь может	2	1
1050	ведет у	1	1
1051	ему и	1	1
1052	зависимости от	1	1
1053	а под	1	1
1054	друг от	1	1
1055	к другому	1	1
1056	о ты	1	1
1057	он мог	1	1
1058	то здесь	1	1
1059	жизни так	2	1
1060	только одно	1	1
1061	этом именно	2	1
1062	ее на	1	1
1063	но тут	1	1
1064	их души	1	1
1065	или сам	3	1
1066	и мне	1	1
1067	особенность этого	1	1
1068	был только	1	1
1069	отличается от	1	1
1070	меня с	1	1
1071	что мы	5	1
1072	и большой	2	1
1073	совпадает с	1	1
1074	задний план	1	1
1075	с нами	1	1
1076	в иной	2	1
1077	земли и	2	1
1078	не должно	1	1
1079	он себе	1	1
1080	это все	1	1
1081	кем-нибудь из	2	1
1082	героем и	2	1
1083	по три	1	1
1084	в середине	1	1
1085	жизнь с	1	1
1086	герою или	1	1
1087	именно на	2	1
1088	народов и	1	1
1089	но сам	1	1
1090	ощущается как	1	1
1091	и наиболее	1	1
1092	ее с	1	1
1093	он по	2	1
1094	в мир	1	1
1095	целый ряд	3	1
1096	тогда она	1	1
1097	и находит	1	1
1098	не заметил	2	1
1099	себя от	1	1
1100	в каком	1	1
1101	потому и	1	1
1102	забыв о	1	1
1103	что здесь	8	1
1104	и там	6	1
1105	и сидя	1	1
1106	обязанностей в	1	1
1107	событий в	1	1
1108	самой смерти	1	1
1109	и во	1	1
1110	принадлежит к	4	1
1111	в состояние	1	1
1112	за пределами	1	1
1113	и последующей	1	1
1114	только при	1	1
1115	в определенном	1	1
1116	для всего	1	1
1117	крепче чем	1	1
1118	на этот	1	1
1119	он теряет	1	1
1120	на губах	1	1
1121	здесь и	2	1
1122	однако имеется	1	1
1123	мать и	2	1
1124	более ранние	1	1
1125	пить из	1	1
1126	и орел	1	1
1127	сидя на	1	1
1128	значении в	1	1
1129	посредника между	1	1
1130	же он	3	1
1131	нее и	2	1
1132	другого и	1	1
1133	толстой в	1	1
1134	характерные для	1	1
1135	с того	5	1
1136	в другое	1	1
1137	смерти как	1	1
1138	к началу	1	1
1139	стал его	1	1
1140	именно к	1	1
1141	или просто	2	1
1142	ведь ты	1	1
1143	смерть и	2	1
1144	не отличает	1	1
1145	когда речь	1	1
1146	ничем не	2	1
1147	многих других	2	1
1148	рода и	1	1
1149	с материалом	1	1
1150	который уже	1	1
1151	нет ни	1	1
1152	лице у	1	1
1153	с начала	1	1
1154	сам он	2	1
1155	того как	3	1
1156	не слыхал	1	1
1157	б мы	1	1
1158	в последней	1	1
1159	роль и	1	1
1160	ни единой	1	1
1161	от мира	1	1
1162	неудивительно что	1	1
1163	которых он	1	1
1164	или с	1	1
1165	этой мысли	1	1
1166	материалом а	1	1
1167	и пребывания	1	1
1168	все это	4	1
1169	отцом и	1	1
1170	не дожидаясь	1	1
1171	в первую	1	1
1172	силу и	2	1
1173	из форм	1	1
1174	кто бы	1	1
1175	вон там	1	1
1176	превратиться в	1	1
1177	с разными	1	1
1178	в виде	2	1
1179	содержат в	1	1
1180	же именно	1	1
1181	в таких	3	1
1182	это всегда	1	1
1183	что ни	3	1
1184	материал для	1	1
1185	от друга	1	1
1186	или в	14	1
1187	когда оно	1	1
1188	как герой	4	1
1189	в стране	2	1
1190	сын и	1	1
1191	но эта	2	1
1192	которая так	1	1
1193	это еще	2	1
1194	глубоко в	1	1
1195	в эпоху	1	1
1196	вообще не	2	1
1197	чтобы быть	3	1
1198	более что	1	1
1199	случае не	1	1
1200	и совсем	1	1
1201	или даже	1	1
1202	говорят о	2	1
1203	основана на	1	1
1204	есть только	4	1
1205	однако это	4	1
1206	живой и	1	1
1207	вступающего в	1	1
1208	еще некоторых	1	1
1209	перейти к	2	1
1210	в соединении	1	1
1211	на все	2	1
1212	говорит у	2	1
1213	не создает	1	1
1214	в новом	1	1
1215	мы находим	1	1
1216	нисколько не	1	1
1217	войти в	1	1
1218	это было	1	1
1219	не стал	1	1
1220	он мотивирован	1	1
1221	с другом	2	1
1222	его же	1	1
1223	говорит об	1	1
1224	ему как	3	1
1225	обнаружить по	1	1
1226	в одной	4	1
1227	не все	7	1
1228	бы это	1	1
1229	за этой	1	1
1230	ему не	1	1
1231	этих двух	2	1
1232	ко мне	2	1
1233	человека к	1	1
1234	к одному	1	1
1235	вопрос не	2	1
1236	за свою	1	1
1237	этого он	1	1
1238	а те	1	1
1239	имеет своей	2	1
1240	и эти	5	1
1241	чтобы как	1	1
1242	по которому	1	1
1243	часто встречается	3	1
1244	отсюда и	1	1
1245	на задний	1	1
1246	мотива с	3	1
1247	сам его	1	1
1248	мы рассмотрели	1	1
1249	тебе в	1	1
1250	в самых	3	1
1251	две стороны	1	1
1252	дарует ему	1	1
1253	герой обращается	1	1
1254	жизнь одного	1	1
1255	огонь и	5	1
1256	к чему-то	1	1
1257	ни один	2	1
1258	один день	1	1
1259	уже только	2	1
1260	человек всегда	1	1
1261	на поле	3	1
1262	бы назвать	1	1
1263	в новый	1	1
1264	обстоит дело	1	1
1265	мы узнаем	1	1
1266	не узнает	2	1
1267	вопрос как	1	1
1268	быть и	3	1
1269	к тем	2	1
1270	туда где	1	1
1271	и их	4	1
1272	не стоял	1	1
1273	по одним	1	1
1274	одного человека	1	1
1275	он за	1	1
1276	что образ	1	1
1277	оказывается что	2	1
1278	кто не	1	1
1279	говоря о	1	1
1280	я иду	1	1
1281	не следует	2	1
1282	и и	6	1
1283	на уме	1	1
1284	человека с	2	1
1285	однако несомненно	2	1
1286	ниже и	1	1
1287	на всю	1	1
1288	этому поводу	1	1
1289	почти никогда	2	1
1290	развивается в	1	1
1291	ставит себе	1	1
1292	становится его	2	1
1293	люди не	1	1
1294	красавица в	1	1
1295	от животного	1	1
1296	жертва не	1	1
1297	частный случай	4	1
1298	в книге	1	1
1299	к ней	4	1
1300	и вне	1	1
1301	в плане	1	1
1302	он появляется	2	1
1303	отношений в	1	1
1304	на войне	1	1
1305	и понятным	2	1
1306	у меня	5	1
1307	это место	1	1
1308	внешних атрибутов	1	1
1309	в царство	5	1
1310	этой коллизии	2	1
1311	же можно	2	1
1312	тем чтобы	1	1
1313	исторически и	1	1
1314	пути а	1	1
1315	к новому	1	1
1316	но я	1	1
1317	можно будет	1	1
1318	идет не	1	1
1319	здесь все	2	1
1320	и тому	1	1
1321	людей на	1	1
1322	только после	2	1
