N	2gram	Vygotskiy_	VeschiIm
262	когда я	1	5
263	мы должны	11	5
264	или как	1	5
265	на это	1	5
266	что для	8	5
267	же это	2	5
268	для этого	7	5
269	в особенности	1	4
270	и от	4	4
271	собственном смысле	8	4
272	образом и	4	4
273	переходит в	1	4
274	еще более	1	4
275	с самим	2	4
276	сам по	3	4
277	о которой	2	4
278	сводится к	1	4
279	этой точки	2	4
280	если это	2	4
281	она является	1	4
282	то время	5	4
283	его на	3	4
284	то как	1	4
285	том как	1	4
286	с этим	8	4
287	во всяком	6	4
288	реальности и	1	4
289	не существует	4	4
290	в основе	9	4
291	и более	6	4
292	в котором	6	4
293	того чтобы	23	4
294	не быть	1	4
295	есть прежде	2	4
296	только тогда	4	4
297	когда она	2	4
298	об отношении	15	4
299	отношении к	1	4
300	как оно	1	4
301	же время	2	4
302	так же	18	4
303	при помощи	2	4
304	это значило	1	4
305	только это	1	4
306	так то	1	4
307	и еще	2	4
308	ее как	1	4
309	на него	3	4
310	находится в	2	4
311	учения об	2	4
312	что все	8	4
313	что именно	3	4
314	а следовательно	2	4
315	тот же	7	4
316	не то	3	4
317	общение в	2	4
318	то в	1	4
319	может не	4	4
320	и вот	3	4
321	к себе	2	4
322	в качестве	12	4
323	и всем	1	4
324	так и	12	4
325	и сама	1	4
326	значит не	1	4
327	в их	5	4
328	как таковая	2	4
329	и чисто	1	4
330	в конце	2	4
331	судить о	1	4
332	во имя	1	4
333	время как	4	4
334	и оно	1	4
335	что только	2	4
336	и у	1	4
337	это так	1	4
338	мы можем	11	4
339	на этом	3	4
340	не было	1	4
341	она должна	4	4
342	я должен	2	4
343	который мы	3	4
344	что нужно	1	4
345	дело не	1	4
346	он не	11	4
347	в силу	8	4
348	и сам	2	4
349	только то	2	4
350	по своей	9	4
351	в этой	13	4
352	к ней	1	4
353	этого метода	1	4
354	и о	1	4
355	главным образом	2	4
356	само по	3	4
357	однако это	1	3
358	и самое	1	3
359	только что	7	3
360	мы получили	2	3
361	на ее	2	3
362	с вещами	2	3
363	случае не	2	3
364	что то	1	3
365	из которых	6	3
366	я могу	1	3
367	из того	7	3
368	нас в	2	3
369	остановиться на	1	3
370	что вещи	2	3
371	то с	1	3
372	другой стороны	10	3
373	быть может	1	3
374	и само	2	3
375	себе не	1	3
376	в своих	6	3
377	если не	3	3
378	но все	3	3
379	заключается в	12	3
380	себя как	1	3
381	отношения к	3	3
382	в собственном	8	3
383	понимания и	1	3
384	как в	7	3
385	жизни в	1	3
386	не имеет	5	3
387	от его	5	3
388	по самому	2	3
389	явлений и	1	3
390	же есть	1	3
391	к тому	10	3
392	перед нами	7	3
393	понимание и	2	3
394	от этого	4	3
395	действительности в	1	3
396	перестает быть	1	3
397	ни к	1	3
398	не является	16	3
399	чем мы	3	3
400	применении к	1	3
401	для всякой	1	3
402	оба эти	3	3
403	но даже	2	3
404	одной стороны	15	3
405	это все	1	3
406	отрыве от	2	3
407	вот почему	5	3
408	другой вопрос	2	3
409	с которой	2	3
410	только один	1	3
411	только на	1	3
412	говорит что	9	3
413	превращается в	3	3
414	с в	4	3
415	из основных	3	3
416	что ее	1	3
417	в истории	7	3
418	и во	1	3
419	самой сущности	1	3
420	будь то	1	3
421	только с	2	3
422	казалось бы	8	3
423	нельзя сказать	1	3
424	не мог	1	3
425	вопроса о	3	3
426	в самой	4	3
427	или другой	2	3
428	в другом	7	3
429	к нему	1	3
430	содержится в	2	3
431	на язык	2	3
432	не можем	3	3
433	с одной	14	3
434	этот метод	2	3
435	при переходе	2	3
436	на действительность	5	3
437	то мы	1	3
438	или иную	1	3
439	как нечто	2	3
440	бы что	4	3
441	у него	2	3
442	без этого	2	3
443	в виде	3	3
444	всех прочих	2	3
445	себе что	1	3
446	или в	2	3
447	не говорит	1	3
448	раз навсегда	1	3
449	по существу	8	3
450	вот это	1	3
451	чтобы быть	2	3
452	же как	8	3
453	и понимания	2	3
454	этого вопроса	1	3
455	к личности	2	3
456	свое выражение	1	3
457	тем более	7	3
458	той или	3	3
459	ему не	1	3
460	этих двух	4	3
461	к одному	1	3
462	но можно	1	3
463	выражение в	1	3
464	но как	1	3
465	и эти	2	3
466	а с	8	3
467	не указывает	1	3
468	мы уже	7	3
469	явление есть	1	3
470	ту или	2	3
471	с какой	1	3
472	для тех	1	3
473	только их	1	3
474	в частности	8	3
475	не относится	1	3
476	нужно было	1	3
477	к ее	2	3
478	стало быть	2	3
479	это может	1	3
480	что из	1	3
481	человека и	6	3
482	для того	19	3
483	могла бы	2	3
484	в отрыве	1	3
485	вещь имеет	1	3
486	однако в	1	3
487	мы будем	2	3
488	к пониманию	3	3
489	в уме	1	3
490	видели что	6	3
491	те кто	2	3
492	из этого	6	3
493	можно с	1	3
494	в целом	29	3
495	мы видели	8	3
496	не к	3	3
497	во всем	4	2
498	находим в	1	2
499	какого бы	1	2
500	и к	9	2
501	к такому	1	2
502	к действительности	13	2
503	и другие	1	2
504	является в	1	2
505	а потому	1	2
506	и возможно	1	2
507	логического анализа	1	2
508	и этот	1	2
509	и мира	1	2
510	факты и	2	2
511	и на	8	2
512	самого себя	1	2
513	и который	4	2
514	бы даже	2	2
515	с развитием	4	2
516	связан с	5	2
517	и кто	1	2
518	или по	1	2
519	в применении	2	2
520	тому что	6	2
521	разум и	2	2
522	действительность но	2	2
523	о чем	2	2
524	мне и	1	2
525	одном и	1	2
526	а затем	5	2
527	поэтому в	3	2
528	в работах	1	2
529	и слов	1	2
530	одно из	3	2
531	в связи	3	2
532	до всякого	2	2
533	не столько	4	2
534	и делает	2	2
535	его от	1	2
536	становится на	2	2
537	с собой	5	2
538	не на	1	2
539	существует и	1	2
540	все то	1	2
541	функции и	7	2
542	в первом	2	2
543	с ней	3	2
544	сходство и	1	2
545	следовательно в	1	2
546	заключается не	1	2
547	именно в	8	2
548	исходить из	1	2
549	психологизма и	1	2
550	тем самым	8	2
551	как не	1	2
552	к его	3	2
553	быть понято	1	2
554	и так	1	2
555	в одно	1	2
556	отношение вещи	1	2
557	в слове	2	2
558	всякого реального	1	2
559	где она	1	2
560	приводит к	8	2
561	о котором	3	2
562	его резюме	1	2
563	в это	1	2
564	на их	2	2
565	сознательно и	2	2
566	самый вопрос	2	2
567	свое время	1	2
568	то он	3	2
569	итак если	1	2
570	на этой	2	2
571	ее смысловой	1	2
572	которые мы	2	2
573	данной и	1	2
574	совершенно в	1	2
575	своей собственной	1	2
576	той и	1	2
577	что мне	1	2
578	силы и	1	2
579	действительности как	1	2
580	действительности это	1	2
581	только как	1	2
582	думал что	1	2
583	умным и	1	2
584	меня на	2	2
585	на основе	7	2
586	но эти	1	2
587	и другой	1	2
588	относится не	1	2
589	бы только	1	2
590	что если	3	2
591	чего не	1	2
592	свое имя	2	2
593	со всей	7	2
594	очень хорошо	2	2
595	общения и	3	2
596	имеет никакого	1	2
597	себе и	3	2
598	конечно не	1	2
599	не вполне	1	2
600	действительность в	3	2
601	еще один	2	2
602	что здесь	2	2
603	переход от	5	2
604	на две	3	2
605	в данной	1	2
606	между собой	5	2
607	чтобы они	1	2
608	том чтобы	6	2
609	быть в	1	2
610	не обозначает	1	2
611	бы сказать	3	2
612	здесь не	1	2
613	таково что	1	2
614	с его	7	2
615	он сам	3	2
616	понимание ее	1	2
617	к этому	7	2
618	стороны не	1	2
619	друг с	6	2
620	всяком случае	5	2
621	у них	1	2
622	к этим	3	2
623	точку зрения	8	2
624	моментов в	2	2
625	едва ли	5	2
626	указанием на	1	2
627	постановки вопроса	1	2
628	той же	4	2
629	ближе к	2	2
630	воздерживается от	2	2
631	вот эта	1	2
632	в свое	1	2
633	находятся в	1	2
634	но на	4	2
635	в более	3	2
636	то очевидно	1	2
637	о логических	2	2
638	с но	9	2
639	в научной	2	2
640	уже сейчас	1	2
641	данном случае	5	2
642	на вопрос	6	2
643	ее на	4	2
644	или другую	1	2
645	зависит от	2	2
646	о значении	1	2
647	ясности и	1	2
648	уже в	8	2
649	обе эти	4	2
650	в состоянии	2	2
651	именно для	1	2
652	есть его	1	2
653	для всего	3	2
654	и новой	1	2
655	этом отношении	6	2
656	этой основной	5	2
657	в воздухе	1	2
658	для нас	4	2
659	я вижу	1	2
660	сознания и	4	2
661	слово в	1	2
662	этом в	2	2
663	что между	4	2
664	них и	1	2
665	когда же	1	2
666	ее к	1	2
667	и человек	1	2
668	и сознания	1	2
669	связи с	7	2
670	бы к	3	2
671	просто как	1	2
672	эти теории	1	2
673	когда оно	1	2
674	к чему	1	2
675	и можно	1	2
676	а также	1	2
677	ли оно	1	2
678	в виду	5	2
679	но эта	3	2
680	на нее	2	2
681	же по	1	2
682	очевидно что	4	2
683	может в	1	2
684	в сферу	1	2
685	для науки	1	2
686	но ведь	2	2
687	учение о	4	2
688	от слова	1	2
689	является не	2	2
690	же точно	10	2
691	следовательно и	1	2
692	на все	5	2
693	и конкретной	1	2
694	и со	2	2
695	того и	1	2
696	это общение	1	2
697	один и	2	2
698	о которых	4	2
699	это было	1	2
700	с другом	6	2
701	раз в	3	2
702	раз и	1	2
703	и таким	2	2
704	но к	1	2
705	она только	1	2
706	вопрос об	8	2
707	понятий и	4	2
708	и логически	1	2
709	что эти	3	2
710	под именем	2	2
711	только от	2	2
712	это мышление	2	2
713	но с	3	2
714	только к	1	2
715	он говорит	2	2
716	и появление	1	2
717	которую мы	6	2
718	мы говорили	4	2
719	он ничего	1	2
720	в руки	1	2
721	именно потому	2	2
722	ту же	3	2
723	а ее	1	2
724	когда он	5	2
725	и этой	1	2
726	что эта	7	2
727	и та	1	2
728	как он	7	2
729	в начале	2	2
730	учения о	8	2
731	стороны и	3	2
732	этом смысле	3	2
733	действительности от	1	2
734	как чисто	3	2
735	личность как	1	2
736	по вопросу	1	2
737	признать что	3	2
738	как совершенно	3	2
739	не вещи	1	2
740	всего то	1	2
741	себе такой	1	2
742	одного из	4	2
743	наряду с	3	2
744	действительности не	1	2
745	сущности это	2	2
746	и значения	1	2
747	это дает	1	2
748	всякий кто	1	2
749	слова в	2	2
750	вещи что	1	2
751	в первой	3	2
752	чисто логической	1	2
753	же мы	1	2
754	как будто	1	2
755	есть все	2	2
756	по законам	1	2
757	на двух	3	2
758	нуждается в	2	2
759	чисто логическую	1	2
760	смысла но	1	2
761	не сама	1	2
762	конце концов	1	2
763	себе как	1	2
764	гораздо более	1	2
765	но для	2	2
766	должны сказать	1	2
767	себя из	1	2
768	сливаются в	1	2
769	что на	2	2
770	действительности без	1	2
771	описать и	1	2
772	одной и	2	1
773	что было	1	1
774	сначала говорит	1	1
775	философского и	2	1
776	которые только	1	1
777	к целому	1	1
778	и старались	1	1
779	однако и	1	1
780	вещи к	1	1
781	философии и	3	1
782	и составляет	3	1
783	прямо и	2	1
784	вопросе об	1	1
785	для всех	8	1
786	из многих	1	1
787	до сих	4	1
788	этих вопросов	1	1
789	и реальным	1	1
790	к иному	1	1
791	та же	1	1
792	отвечает на	1	1
793	мы и	3	1
794	зрения на	1	1
795	этого в	1	1
796	вопросом о	3	1
797	что касается	1	1
798	как таковой	2	1
799	от жизни	2	1
800	их из	1	1
801	его мнению	1	1
802	на эти	3	1
803	известно и	1	1
804	что общение	2	1
805	и свою	1	1
806	нечто внешнее	2	1
807	сравнению со	1	1
808	прямо говорит	4	1
809	к этой	4	1
810	жизни а	1	1
811	которая в	2	1
812	в основном	1	1
813	почти не	1	1
814	с и	3	1
815	могу найти	1	1
816	которой не	2	1
817	за исключением	1	1
818	итак мы	1	1
819	его с	2	1
820	которых мы	2	1
821	был бы	2	1
822	ним и	1	1
823	всей жизни	1	1
824	также чтобы	1	1
825	и должно	1	1
826	у другого	1	1
827	именно к	1	1
828	теперь в	2	1
829	момента в	1	1
830	и менее	1	1
831	вопросу о	2	1
832	даже в	4	1
833	опыт как	1	1
834	случай что	1	1
835	из всех	3	1
836	самому своему	2	1
837	эта новая	1	1
838	работ по	1	1
839	свою мысль	2	1
840	всей проблемы	3	1
841	анализ который	2	1
842	чтобы стать	1	1
843	решения вопроса	1	1
844	целого к	1	1
845	этого мало	1	1
846	строго говоря	2	1
847	нечто такое	1	1
848	не свойственна	1	1
849	в некоторых	1	1
850	более к	2	1
851	какой бы	1	1
852	должен признать	1	1
853	отношении между	2	1
854	так можно	1	1
855	в принципе	1	1
856	от самых	2	1
857	что человек	1	1
858	только нечто	1	1
859	явлениями в	1	1
860	и является	2	1
861	типов и	1	1
862	и стремится	1	1
863	объединены между	1	1
864	в социальной	1	1
865	большое количество	1	1
866	не хочет	2	1
867	что метод	1	1
868	впрочем и	1	1
869	самом же	1	1
870	мышление и	5	1
871	не проявляет	1	1
872	социальной жизни	1	1
873	и намеренно	2	1
874	нами в	3	1
875	после этого	1	1
876	но чтобы	1	1
877	нет еще	1	1
878	под этим	2	1
879	думаем что	3	1
880	же основной	1	1
881	с действительностью	6	1
882	со всеми	2	1
883	в них	5	1
884	очень легко	1	1
885	должен был	1	1
886	связь с	2	1
887	но без	1	1
888	о природе	5	1
889	стоит в	1	1
890	вместо того	3	1
891	как самостоятельной	1	1
892	каждое новое	1	1
893	здесь мы	1	1
894	нами уже	1	1
895	находим у	1	1
896	решения нашей	1	1
897	вслед за	3	1
898	вопросу об	1	1
899	философии с	1	1
900	из двух	3	1
901	с таким	8	1
902	это положение	5	1
903	и жесты	3	1
904	происходит не	1	1
905	и метод	2	1
906	вывести из	1	1
907	образом ни	1	1
908	прибавить еще	2	1
909	причине или	1	1
910	и силу	1	1
911	как при	2	1
912	на элементы	6	1
913	только несколько	1	1
914	интересовать только	1	1
915	где они	1	1
916	иначе как	1	1
917	как сказал	1	1
918	но мышление	1	1
919	его звуком	2	1
920	звук не	1	1
921	что субъект	1	1
922	из всего	1	1
923	и будет	1	1
924	и действительно	1	1
925	представление о	7	1
926	к другим	1	1
927	можно назвать	2	1
928	к которым	3	1
929	относятся к	2	1
930	раньше всего	5	1
931	в наиболее	1	1
932	стороны в	1	1
933	к таким	1	1
934	который сам	1	1
935	эти явления	1	1
936	именно и	1	1
937	бы один	1	1
938	а именно	2	1
939	выражения и	1	1
940	одинаковой мере	1	1
941	на эту	2	1
942	необходимо предполагает	3	1
943	момент и	1	1
944	в которых	6	1
945	и фантазии	1	1
946	отчасти и	1	1
947	только ее	1	1
948	кого не	1	1
949	в словах	3	1
950	существует не	1	1
951	без которых	1	1
952	огромный материал	1	1
953	кто хочет	1	1
954	к какому	1	1
955	мы имели	1	1
956	в интересующей	1	1
957	наконец необходимо	1	1
958	сущности то	1	1
959	мы подошли	1	1
960	мышление не	2	1
961	другому человеку	2	1
962	которое не	2	1
963	к общению	1	1
964	зависимости от	8	1
965	субстанцию но	1	1
966	они говорят	2	1
967	эта внутренняя	1	1
968	из которого	2	1
969	мир и	1	1
970	речь идет	4	1
971	не пытается	1	1
972	этой стороны	1	1
973	которая не	1	1
974	свою собственную	4	1
975	является то	4	1
976	но мы	4	1
977	общении в	1	1
978	логики и	2	1
979	на первый	3	1
980	относиться к	1	1
981	как возможно	1	1
982	основания и	1	1
983	образом чтобы	1	1
984	суть не	1	1
985	и логики	1	1
986	предмета и	1	1
987	в дальнейшем	1	1
988	пониманием и	2	1
989	эта точка	1	1
990	в природе	4	1
991	сделать в	1	1
992	с необычайной	1	1
993	понятно что	2	1
994	только благодаря	1	1
995	необходимо также	1	1
996	две совершенно	1	1
997	к нашему	1	1
998	которые не	4	1
999	во все	3	1
1000	от тех	1	1
1001	больше чем	1	1
1002	находит в	1	1
1003	которой сам	1	1
1004	где нет	1	1
1005	не могли	2	1
1006	бы с	3	1
1007	что этот	2	1
1008	на части	1	1
1009	язык и	1	1
1010	пытается объяснить	1	1
1011	понимание самого	1	1
1012	ни у	1	1
1013	по тем	1	1
1014	в очень	1	1
1015	не имеют	1	1
1016	что каждая	1	1
1017	это явление	1	1
1018	душа и	1	1
1019	что всякое	1	1
1020	проявление и	1	1
1021	своей природе	3	1
1022	и заключается	2	1
1023	такой случай	1	1
1024	это раньше	1	1
1025	что социальная	1	1
1026	чистой логики	1	1
1027	что самое	2	1
1028	в противоположность	3	1
1029	наконец в	2	1
1030	ii и	1	1
1031	не хочу	1	1
1032	на проблеме	1	1
1033	этого положения	3	1
1034	вызывает в	1	1
1035	не всегда	1	1
1036	и представить	2	1
1037	когда в	2	1
1038	результате такого	2	1
1039	можно формулировать	1	1
1040	точно и	2	1
1041	из которой	3	1
1042	этой связи	1	1
1043	как эта	1	1
1044	лишь в	9	1
1045	к проблеме	2	1
1046	между двумя	2	1
1047	она извне	1	1
1048	именно на	1	1
1049	из своего	1	1
1050	пониманию и	2	1
1051	основе ее	1	1
1052	и вся	2	1
1053	мы все	1	1
1054	значение для	3	1
1055	в изучении	2	1
1056	словесного значения	4	1
1057	и ему	1	1
1058	формулировать в	1	1
1059	каждое слово	1	1
1060	слов и	1	1
1061	но сам	2	1
1062	и идеи	2	1
1063	силы в	1	1
1064	говорят что	1	1
1065	в различных	1	1
1066	на совершенно	1	1
1067	связь между	10	1
1068	отличной от	1	1
1069	и наиболее	2	1
1070	также на	1	1
1071	образом что	3	1
1072	мы хотим	2	1
1073	пока мы	1	1
1074	большей частью	1	1
1075	здесь вопрос	1	1
1076	допустить что	2	1
1077	и закон	1	1
1078	его значение	2	1
1079	существует ли	1	1
1080	его заключается	1	1
1081	видим таким	4	1
1082	психологии с	1	1
1083	что такая	1	1
1084	что еще	1	1
1085	стороны как	1	1
1086	же если	1	1
1087	от той	2	1
1088	точно образом	1	1
1089	месте мы	1	1
1090	перед глазами	1	1
1091	что можно	4	1
1092	принцип для	1	1
1093	является как	2	1
1094	расчленение в	1	1
1095	влияет на	2	1
1096	всякого сомнения	1	1
1097	как таковую	1	1
1098	то его	1	1
1099	всегда будет	1	1
1100	им в	1	1
1101	при этом	6	1
1102	но этот	3	1
1103	всегда и	3	1
1104	связанной с	1	1
1105	до самого	1	1
1106	сила и	1	1
1107	и остается	3	1
1108	потому и	2	1
1109	ничего что	1	1
1110	как им	1	1
1111	этого мы	2	1
1112	единство и	1	1
1113	остается признать	1	1
1114	но ни	1	1
1115	и мышления	14	1
1116	примитивного человека	2	1
1117	эти факты	1	1
1118	и там	1	1
1119	в отличие	3	1
1120	то возникает	1	1
1121	живой жизни	1	1
1122	они состоят	1	1
1123	наука и	1	1
1124	возможно было	1	1
1125	жизни как	1	1
1126	когда человек	1	1
1127	единство мы	1	1
1128	самом первичном	1	1
1129	же чисто	1	1
1130	что существует	1	1
1131	понимая что	1	1
1132	и вместо	1	1
1133	но разве	2	1
1134	с большим	1	1
1135	исключительно на	1	1
1136	одной из	4	1
1137	жизнь как	1	1
1138	к которому	4	1
1139	мы конечно	1	1
1140	это отношение	1	1
1141	того метода	1	1
1142	будем говорить	1	1
1143	его только	1	1
1144	нигде не	3	1
1145	сих пор	4	1
1146	все время	8	1
1147	нечто в	2	1
1148	имя можно	1	1
1149	процессов в	3	1
1150	ибо она	1	1
1151	том же	4	1
1152	в сознании	2	1
1153	на этот	7	1
1154	если ее	1	1
1155	который по	2	1
1156	это является	1	1
1157	теории и	4	1
1158	мысли но	3	1
1159	на ряд	1	1
1160	организма и	1	1
1161	анализа но	1	1
1162	в реальной	1	1
1163	и разум	1	1
1164	всецело в	1	1
1165	из окружающего	1	1
1166	здесь и	3	1
1167	для этих	1	1
1168	по поводу	5	1
1169	бы самый	1	1
1170	понятие это	1	1
1171	ее внутренняя	1	1
1172	из-за того	1	1
1173	бы ее	1	1
1174	к новой	1	1
1175	в понимании	1	1
1176	коем случае	1	1
1177	и внешней	1	1
1178	не видит	1	1
1179	с вопросом	1	1
1180	в отдельных	3	1
1181	на котором	1	1
1182	это одно	1	1
1183	бы это	1	1
1184	из этих	6	1
1185	действительности а	2	1
1186	в движении	1	1
1187	распадается на	1	1
1188	к вскрытию	1	1
1189	при современном	1	1
1190	из такого	1	1
1191	в постоянном	1	1
1192	но которые	1	1
1193	рассматривая эту	1	1
1194	не будучи	1	1
1195	общий принцип	2	1
1196	ни даже	1	1
1197	последнего времени	1	1
1198	в заключение	4	1
1199	быть с	3	1
1200	представления и	1	1
1201	его можно	1	1
1202	не имеющих	1	1
1203	речи а	1	1
1204	обратиться к	4	1
1205	из этой	2	1
1206	и том	1	1
1207	он должен	4	1
1208	мы скажем	1	1
1209	дела в	1	1
1210	центральное и	2	1
1211	это новое	1	1
1212	его ум	1	1
1213	заставляет его	1	1
1214	представить себе	5	1
1215	ли эти	1	1
1216	мышление это	2	1
1217	не слово	3	1
1218	самого последнего	1	1
1219	этих моментов	1	1
1220	совершенно определенная	1	1
1221	метода который	1	1
1222	этой книги	2	1
1223	тут есть	1	1
1224	ответ на	4	1
1225	его внутреннего	1	1
1226	жесты и	1	1
1227	сама наука	1	1
1228	и он	1	1
1229	логики к	2	1
1230	любым содержанием	1	1
1231	быть представлен	1	1
1232	только ставят	1	1
1233	другие формы	1	1
1234	значение в	4	1
1235	когда речь	1	1
1236	потом будет	1	1
1237	мышления и	50	1
1238	как две	1	1
1239	а наоборот	1	1
1240	в коем	1	1
1241	еще раньше	1	1
1242	которое он	1	1
1243	вывод что	1	1
1244	к человеку	1	1
1245	в общении	2	1
1246	и говорить	1	1
1247	указать на	1	1
1248	путем ряда	1	1
1249	в основу	3	1
1250	однако как	1	1
1251	на том	2	1
1252	внимание на	1	1
1253	слово а	1	1
1254	основных и	1	1
1255	краски и	1	1
1256	жизни человека	2	1
1257	он как	4	1
1258	мы знаем	3	1
1259	что сама	2	1
1260	формы или	1	1
1261	рассмотрение и	1	1
1262	если у	1	1
1263	или они	2	1
1264	мы действительно	1	1
1265	всего построения	1	1
1266	сравнить с	1	1
1267	и основной	3	1
1268	находиться в	2	1
1269	он начинает	1	1
1270	ничего кроме	3	1
1271	естественно что	2	1
1272	на одно	1	1
1273	что принцип	3	1
1274	и оперирует	2	1
1275	стать на	1	1
1276	и восприятия	1	1
1277	этом он	1	1
1278	что так	1	1
1279	указал на	1	1
1280	деле не	1	1
1281	по мнению	2	1
1282	на точку	2	1
1283	что с	6	1
1284	мало того	1	1
1285	категорий и	2	1
1286	нами как	2	1
1287	ее в	3	1
1288	где он	1	1
1289	и всегда	1	1
1290	и логическим	1	1
1291	указание на	4	1
1292	типичный для	1	1
1293	на самом	4	1
1294	на одной	2	1
1295	слова что	1	1
1296	чем он	3	1
1297	в течение	4	1
1298	возможно только	1	1
1299	смысле этого	6	1
1300	эти обе	1	1
1301	же принципиально	1	1
1302	которое конечно	1	1
1303	с их	2	1
1304	только звук	1	1
