N	2gram	Bakhtin_Pr	StatiiOP
241	конце концов	7	7
242	лишь в	4	7
243	отношению к	17	7
244	что за	1	6
245	случае в	1	6
246	же и	2	6
247	на его	7	6
248	в келье	1	6
249	в некоторых	1	6
250	одно из	2	6
251	вот что	2	6
252	и сам	5	6
253	в жизни	7	6
254	в письме	1	6
255	говорить о	3	6
256	по отношению	17	6
257	он писал	3	6
258	даже в	7	6
259	ни одного	4	6
260	крайней мере	3	6
261	к нему	13	6
262	только не	1	6
263	отношения между	3	6
264	том отношении	1	6
265	время как	2	6
266	же как	5	6
267	одном из	3	6
268	в устах	2	6
269	своего времени	3	6
270	этом смысле	12	6
271	этот вопрос	3	6
272	его как	6	6
273	в себе	9	6
274	в особенности	2	6
275	и здесь	5	6
276	из которых	3	6
277	я считаю	1	6
278	и все	4	6
279	том смысле	1	6
280	в известном	1	6
281	не трудно	1	6
282	по крайней	3	6
283	идет о	5	6
284	тем же	1	6
285	и во	2	6
286	что я	2	6
287	с его	14	6
288	мы не	3	6
289	и за	1	6
290	ни на	2	6
291	независимо от	1	6
292	по существу	5	6
293	в новом	1	6
294	должен быть	1	6
295	в одной	9	6
296	действующие лица	1	6
297	еще до	1	6
298	его не	2	6
299	в литературном	1	6
300	что на	1	6
301	которая была	1	5
302	своей статье	1	5
303	до него	1	5
304	при этом	5	5
305	в пользу	1	5
306	не как	15	5
307	в духе	3	5
308	на эту	1	5
309	в речах	2	5
310	уже не	14	5
311	то это	1	5
312	но они	4	5
313	конечно не	7	5
314	можно ли	1	5
315	самого начала	4	5
316	и далее	1	5
317	без всякого	1	5
318	том чтобы	1	5
319	что именно	2	5
320	на протяжении	3	5
321	с одной	1	5
322	хотя и	1	5
323	нужно отметить	1	5
324	его в	6	5
325	не была	1	5
326	не о	3	5
327	на себя	3	5
328	что не	6	5
329	даже не	1	5
330	же касается	1	5
331	в сторону	1	5
332	в уста	3	5
333	если не	2	5
334	если б	1	5
335	не приходится	1	5
336	в тех	1	5
337	она была	1	5
338	стр и	1	5
339	или иного	1	5
340	всех этих	3	5
341	не так	3	5
342	один из	4	5
343	по форме	1	5
344	должна быть	4	5
345	для себя	5	5
346	из таких	1	5
347	поэтому в	2	5
348	не на	6	5
349	оно не	2	5
350	конечно и	5	5
351	в слове	1	5
352	ни с	1	5
353	думать что	1	5
354	в очень	1	5
355	и если	1	5
356	не могло	1	5
357	отношении к	3	5
358	которую он	2	5
359	не потому	4	5
360	в творчестве	6	5
361	нет и	4	5
362	не совсем	2	5
363	ее в	2	5
364	но если	1	5
365	точку зрения	9	5
366	это и	10	5
367	в сущности	11	5
368	на нее	1	5
369	вообще не	1	5
370	является не	3	5
371	другом месте	1	5
372	во многом	1	5
373	и потому	9	5
374	того или	1	5
375	и только	2	5
376	не по	3	5
377	как он	5	5
378	можно найти	3	5
379	на это	2	5
380	в предисловии	1	5
381	к ней	1	5
382	как будто	4	5
383	что было	4	4
384	и другие	4	4
385	все что	6	4
386	только что	3	4
387	которые не	1	4
388	в применении	1	4
389	академии наук	1	4
390	не являются	1	4
391	в первом	3	4
392	что по	1	4
393	а именно	4	4
394	что ни	1	4
395	казалось бы	1	4
396	было не	1	4
397	не существует	1	4
398	не могли	3	4
399	предисловии к	2	4
400	на него	4	4
401	который в	2	4
402	или иным	1	4
403	всего в	2	4
404	мы видим	5	4
405	и он	3	4
406	статье о	1	4
407	на язык	1	4
408	и эти	1	4
409	как можно	3	4
410	будто бы	1	4
411	xviii века	1	4
412	в таком	2	4
413	и именно	1	4
414	одна из	4	4
415	на этом	1	4
416	не могут	6	4
417	в свете	4	4
418	в смысле	4	4
419	и у	6	4
420	могло бы	1	4
421	что как	1	4
422	но как	4	4
423	для его	4	4
424	только с	2	4
425	и речи	1	4
426	в развитии	1	4
427	должны быть	1	4
428	иметь в	1	4
429	у которого	1	4
430	вопрос в	1	4
431	отношении что	1	4
432	общего с	1	4
433	с которым	1	4
434	которые были	3	4
435	за пределы	10	4
436	вообще нет	1	4
437	а потому	4	4
438	то есть	64	4
439	и вполне	2	4
440	в форме	8	4
441	сами по	4	4
442	они не	5	4
443	в романе	12	4
444	в процессе	4	4
445	и так	1	4
446	от его	1	4
447	да и	3	4
448	по своей	1	4
449	именно поэтому	1	4
450	хотел бы	2	4
451	нет в	1	4
452	ничего общего	1	4
453	здесь нет	3	4
454	все они	4	4
455	бы и	6	4
456	в основе	6	4
457	ни у	1	4
458	совпадает с	3	4
459	в значительной	1	4
460	относится к	2	4
461	быть не	1	4
462	и тогда	1	4
463	говорят что	1	4
464	не знает	5	4
465	им в	4	4
466	не для	1	4
467	в образе	4	4
468	с нею	1	4
469	значительной степени	1	4
470	этого слова	3	4
471	это просто	1	4
472	этого термина	1	4
473	которые в	2	4
474	что оно	2	4
475	нет ни	5	4
476	как у	4	4
477	и всегда	1	4
478	смысле этого	2	4
479	а на	1	4
480	или в	2	4
481	места в	1	4
482	более что	2	4
483	случае не	1	4
484	есть в	10	4
485	нисколько не	2	4
486	в каждой	3	4
487	мере в	1	4
488	в стиле	1	4
489	чем в	3	4
490	это объясняется	1	4
491	каждая из	1	4
492	он говорит	3	4
493	а по	1	4
494	и их	7	4
495	борьба с	2	4
496	еще в	1	4
497	тем или	2	4
498	как мы	10	4
499	же это	2	4
500	для этого	4	4
501	но для	2	4
502	в чисто	2	4
503	от него	3	3
504	является в	1	3
505	русской литературе	2	3
506	любовь к	1	3
507	работ по	1	3
508	не хочет	1	3
509	и которые	1	3
510	или иной	3	3
511	чтобы в	2	3
512	более или	1	3
513	кто и	1	3
514	бы все	1	3
515	их в	8	3
516	в одно	1	3
517	почти все	1	3
518	смысл этого	1	3
519	себе в	1	3
520	при всей	1	3
521	к этой	1	3
522	даже и	2	3
523	первая глава	1	3
524	но эти	2	3
525	искусства и	1	3
526	в руках	1	3
527	с помощью	1	3
528	смысле слова	1	3
529	о них	2	3
530	может служить	1	3
531	о тех	1	3
532	быть в	2	3
533	во всей	2	3
534	все время	4	3
535	от них	3	3
536	на котором	3	3
537	к этим	2	3
538	которой в	1	3
539	не то	1	3
540	ему не	2	3
541	бы то	3	3
542	нельзя сказать	1	3
543	произведения и	2	3
544	в драме	5	3
545	наук ссср	1	3
546	на том	1	3
547	каком смысле	1	3
548	для своего	2	3
549	х годов	2	3
550	в чужую	2	3
551	как его	2	3
552	я и	2	3
553	и перед	3	3
554	и до	5	3
555	от этого	2	3
556	больше всего	1	3
557	в других	1	3
558	бы в	7	3
559	формы в	1	3
560	имеет ничего	1	3
561	находит свое	2	3
562	в лучшем	3	3
563	эти слова	1	3
564	не дает	4	3
565	то ни	3	3
566	совсем не	1	3
567	или же	2	3
568	в рассказе	3	3
569	не будет	1	3
570	я бы	1	3
571	совершенно так	2	3
572	не раз	3	3
573	известном смысле	1	3
574	на который	1	3
575	сам в	1	3
576	образом в	2	3
577	свои силы	1	3
578	за себя	2	3
579	i и	1	3
580	в один	2	3
581	наше время	1	3
582	и самый	1	3
583	от нее	1	3
584	в содержании	1	3
585	взгляд на	1	3
586	на совершенно	1	3
587	почти не	1	3
588	тогда когда	2	3
589	представляют собой	1	3
590	это уже	1	3
591	присутствует в	1	3
592	вот как	1	3
593	из того	1	3
594	той мере	1	3
595	бы ни	1	3
596	со всеми	1	3
597	оказывается в	1	3
598	если это	1	3
599	он хотел	1	3
600	отношения к	4	3
601	к его	1	3
602	если принять	1	3
603	себя и	4	3
604	бы не	3	3
605	о котором	1	3
606	которая не	2	3
607	эта тема	1	3
608	в словах	2	3
609	перед нами	8	3
610	это дело	1	3
611	то и	2	3
612	это за	1	3
613	в свою	1	3
614	наконец в	2	3
615	так чтобы	3	3
616	не хочу	2	3
617	у меня	4	3
618	драме и	1	3
619	работа над	1	3
620	с большой	1	3
621	очень хорошо	1	3
622	и ему	1	3
623	русский народ	2	3
624	быть это	1	3
625	заметить что	2	3
626	в данной	1	3
627	но именно	5	3
628	только при	3	3
629	в сознании	4	3
630	здесь не	2	3
631	а вовсе	1	3
632	идей и	1	3
633	найти в	2	3
634	он должен	1	3
635	как к	3	3
636	этом случае	1	3
637	но на	2	3
638	он делает	1	3
639	том числе	1	3
640	сколько в	2	3
641	что значит	2	3
642	так в	1	3
643	он и	9	3
644	не значит	4	3
645	что так	1	3
646	тут не	2	3
647	в полном	2	3
648	иногда и	1	3
649	полное право	2	3
650	но эта	4	3
651	что о	1	3
652	о жизни	1	3
653	слово в	3	3
654	и как	10	3
655	если и	2	3
656	к концу	1	3
657	к своему	1	3
658	или менее	1	3
659	к истории	1	3
660	степени является	1	3
661	на них	1	3
662	свое выражение	1	3
663	всю свою	1	3
664	она не	9	3
665	задний план	1	3
666	здесь совершенно	1	3
667	отказ от	1	3
668	конечно в	2	3
669	только у	4	3
670	писал в	1	3
671	от того	4	3
672	что из	3	3
673	в книге	4	3
674	которой можно	2	3
675	в плане	5	3
676	и ее	5	3
677	считает что	1	3
678	не успел	1	3
679	действительно не	1	3
680	в голову	1	3
681	и других	8	3
682	лучшем случае	3	3
683	эпохи и	1	3
684	слова в	4	3
685	и наконец	5	3
686	не к	1	3
687	и уже	3	3
688	нет здесь	1	2
689	мы и	2	2
690	между собою	1	2
691	в момент	4	2
692	которая в	1	2
693	к такому	1	2
694	тех кто	1	2
695	зрения их	1	2
696	он считает	1	2
697	сверх того	1	2
698	также не	2	2
699	из всех	1	2
700	тем как	4	2
701	или нет	1	2
702	какой бы	2	2
703	те же	3	2
704	потому не	1	2
705	точно так	2	2
706	в живом	1	2
707	к другу	4	2
708	делает в	1	2
709	о мире	6	2
710	жизнь в	2	2
711	которым он	1	2
712	его произведений	2	2
713	из самых	1	2
714	он эту	1	2
715	каждом отдельном	1	2
716	зрения на	12	2
717	форме в	1	2
718	показаться что	1	2
719	с не	1	2
720	самого и	1	2
721	роль в	2	2
722	как более	1	2
723	но у	5	2
724	по своим	4	2
725	есть только	5	2
726	он является	1	2
727	он по	1	2
728	на материале	6	2
729	а что	2	2
730	с историей	1	2
731	литературы в	1	2
732	которой он	1	2
733	письмо к	1	2
734	нет такой	1	2
735	входит в	11	2
736	вот почему	3	2
737	за собой	3	2
738	слов о	2	2
739	на пути	2	2
740	и когда	1	2
741	превращается в	4	2
742	в журнале	1	2
743	о языке	1	2
744	совершенно неправильно	1	2
745	а только	3	2
746	является как	1	2
747	убедиться в	1	2
748	всего что	2	2
749	художественного изображения	4	2
750	и еще	2	2
751	него не	4	2
752	в контексте	2	2
753	как правило	1	2
754	за него	1	2
755	в зависимости	5	2
756	именно на	2	2
757	для понимания	5	2
758	иначе и	1	2
759	это почти	1	2
760	это прежде	1	2
761	капитанской дочки	1	2
762	от себя	2	2
763	на последнем	1	2
764	бы это	1	2
765	последнего слова	3	2
766	или лучше	1	2
767	все в	7	2
768	фактом что	1	2
769	этому пути	1	2
770	проявляется в	2	2
771	его произведения	1	2
772	него самого	3	2
773	к смертной	1	2
774	которого он	1	2
775	следить за	1	2
776	писем к	1	2
777	нигде не	6	2
778	по содержанию	1	2
779	видит в	1	2
780	то она	1	2
781	которое можно	1	2
782	работы и	1	2
783	большой и	1	2
784	бы только	1	2
785	нужно не	1	2
786	литература о	3	2
787	первоначально в	1	2
788	как по	1	2
789	и можно	1	2
790	полемики с	1	2
791	не укладывается	2	2
792	с одним	2	2
793	и исторической	1	2
794	в изображении	2	2
795	и она	1	2
796	так сказать	8	2
797	на себе	2	2
798	той или	3	2
799	ответом на	1	2
800	которая является	1	2
801	выражение в	6	2
802	того в	1	2
803	опору в	1	2
804	к слову	1	2
805	него есть	1	2
806	был так	1	2
807	ту же	1	2
808	всех трех	1	2
809	как материал	1	2
810	как человек	2	2
811	этих трех	1	2
812	но вовсе	1	2
813	в роман	1	2
814	в случае	1	2
815	является его	1	2
816	но зато	1	2
817	но только	3	2
818	его жизнь	2	2
819	в нее	1	2
820	я это	2	2
821	ни одной	3	2
822	истории и	1	2
823	в связь	1	2
824	например сцена	1	2
825	являются лишь	1	2
826	это вовсе	2	2
827	едва ли	1	2
828	лучше сказать	1	2
829	что только	1	2
830	и от	3	2
831	жанровые особенности	1	2
832	этих словах	1	2
833	об этих	2	2
834	всю жизнь	1	2
835	бы быть	3	2
836	писателя в	1	2
837	бы эти	1	2
838	его к	4	2
839	который был	1	2
840	с ее	5	2
841	он его	1	2
842	до его	2	2
843	не умеет	1	2
844	она является	2	2
845	мы видели	3	2
846	быть и	1	2
847	для самого	2	2
848	были бы	5	2
849	характеров и	1	2
850	бы они	1	2
851	однако с	1	2
852	он уже	2	2
853	за ним	2	2
854	был очень	1	2
855	биографии в	1	2
856	не существовало	1	2
857	к одной	1	2
858	критической литературы	3	2
859	его с	2	2
860	на первом	2	2
861	и при	1	2
862	не умеют	3	2
863	художественного творчества	3	2
864	целом это	1	2
865	никак не	3	2
866	хотя в	1	2
867	он почти	1	2
868	да ведь	4	2
869	для них	3	2
870	целом ряде	3	2
871	все его	4	2
872	поэтому и	3	2
873	его статьи	1	2
874	к нам	2	2
875	от своего	1	2
876	с ней	1	2
877	их и	3	2
878	произведения в	2	2
879	по преимуществу	3	2
880	показать что	1	2
881	этот тип	1	2
882	героев и	7	2
883	как не	9	2
884	жизни в	3	2
885	быть назван	1	2
886	смертной казни	1	2
887	русского и	1	2
888	этот образ	1	2
889	из которого	2	2
890	только ее	1	2
891	своей жизни	2	2
892	и среди	1	2
893	к той	2	2
894	в черновиках	1	2
895	с трагедией	1	2
896	к образу	1	2
897	то он	3	2
898	чем же	2	2
899	в диалог	2	2
900	не имеют	1	2
901	словам в	1	2
902	случае и	1	2
903	еще на	1	2
904	да еще	1	2
905	важно подчеркнуть	1	2
906	во мне	2	2
907	этой работы	2	2
908	не должны	1	2
909	зависимости от	5	2
910	и теперь	1	2
911	что если	4	2
912	каждой из	1	2
913	значение для	2	2
914	вы говорите	1	2
915	от других	2	2
916	ни были	2	2
917	чем не	1	2
918	тогда как	1	2
919	биографический материал	1	2
920	и той	1	2
921	имеем в	2	2
922	в отличие	3	2
923	не у	4	2
924	или с	1	2
925	ни было	4	2
926	отрывок из	1	2
927	далеко не	3	2
928	характера и	2	2
929	слова он	1	2
930	он может	4	2
931	характерное для	1	2
932	столько в	1	2
933	видел в	2	2
934	по отдельным	1	2
935	у них	1	2
936	в произведениях	5	2
937	все с	1	2
938	стиля и	4	2
939	тот же	4	2
940	но есть	2	2
941	меня не	1	2
942	состоянием общества	1	2
943	его личная	1	2
944	это делает	2	2
945	значение в	1	2
946	сам он	5	2
947	и вот	4	2
948	в угоду	1	2
949	и этим	2	2
950	мысль в	1	2
951	которых он	1	2
952	этой мысли	1	2
953	полном смысле	2	2
954	в литературе	7	2
955	где он	1	2
956	видеть в	1	2
957	из своих	1	2
958	на которой	2	2
959	с их	9	2
960	ведь это	3	2
961	нет это	1	2
962	этом не	1	2
963	не больше	1	2
964	и эта	3	2
965	опять-таки не	1	2
966	в обычном	3	2
967	текстологическая работа	1	2
968	этой статье	1	2
969	как она	2	2
970	была для	3	2
971	иной раз	1	2
972	были не	1	2
973	и оно	2	2
974	но уже	1	2
975	и положений	2	2
976	другом случае	2	2
977	жизнь и	3	2
978	чтобы сделать	1	2
979	как слово	4	2
980	на свете	1	2
981	всего необходимо	1	2
982	только к	1	2
983	в полной	1	2
984	отличие от	3	2
985	борьбу с	1	2
986	не удалась	1	2
987	не могу	1	2
988	литературы о	6	2
989	ни один	5	2
990	и ни	1	2
991	здесь только	1	2
992	с полным	1	2
993	отказаться от	1	2
994	свой замысел	1	2
995	не оставляет	4	2
996	этой статьи	1	2
997	выйти за	3	2
998	его смерти	1	2
999	это однако	1	2
1000	в пределах	13	2
1001	тем самым	3	2
1002	этого образа	1	2
1003	несколько раз	1	2
1004	ведь если	1	2
1005	всей его	2	2
1006	смысл его	2	2
1007	бы по	1	2
1008	в рамках	2	2
1009	знает и	2	2
1010	числе и	1	2
1011	показывает как	1	2
1012	же самое	1	2
1013	вступают в	3	2
1014	явление в	1	2
1015	них нет	1	2
1016	бы он	3	2
1017	времени в	2	2
1018	и иные	1	2
1019	не надо	1	2
1020	мы подходим	1	1
1021	того самая	1	1
1022	не выступает	1	1
1023	во всем	1	1
1024	мы можем	3	1
1025	они являются	1	1
1026	на границах	1	1
1027	в настоящем	4	1
1028	еще раз	3	1
1029	можно говорить	2	1
1030	бы несколько	1	1
1031	хорошо и	1	1
1032	отвечает на	1	1
1033	этого в	2	1
1034	что почти	1	1
1035	живого и	1	1
1036	ведут в	1	1
1037	и сколько	1	1
1038	можно и	1	1
1039	вывод из	2	1
1040	персонажей то	1	1
1041	с формой	2	1
1042	т.е в	1	1
1043	поэтому то	1	1
1044	и имеет	1	1
1045	всей жизни	1	1
1046	степени как	2	1
1047	по всему	1	1
1048	найти и	3	1
1049	смысле и	1	1
1050	до самого	1	1
1051	и над	2	1
1052	его за	1	1
1053	с самим	3	1
1054	романа эти	2	1
1055	них есть	1	1
1056	нее в	2	1
1057	вступает в	5	1
1058	они уже	4	1
1059	свою мысль	2	1
1060	и был	3	1
1061	же степени	1	1
1062	ни стало	1	1
1063	строго говоря	1	1
1064	нечего сказать	2	1
1065	мысли и	5	1
1066	к прошлому	1	1
1067	воплощенной в	2	1
1068	острой форме	1	1
1069	окружающей его	1	1
1070	что человек	1	1
1071	общения с	1	1
1072	время не	3	1
1073	iii в	1	1
1074	мысль действительно	1	1
1075	монологической формы	1	1
1076	это отрицание	1	1
1077	него в	2	1
1078	только тот	1	1
1079	а есть	3	1
1080	сам был	2	1
1081	раскрыто в	1	1
1082	беседе с	1	1
1083	роман в	2	1
1084	чтобы она	1	1
1085	черты его	1	1
1086	что тогда	1	1
1087	голоса но	2	1
1088	на события	1	1
1089	и повсюду	1	1
1090	в рамки	2	1
1091	а там	1	1
1092	люди и	1	1
1093	положения в	1	1
1094	в борьбе	1	1
1095	минуту не	1	1
1096	в материал	1	1
1097	в критической	2	1
1098	на свою	1	1
1099	в новую	3	1
1100	форму и	2	1
1101	где они	1	1
1102	именно о	1	1
1103	в построении	5	1
1104	драматической форме	1	1
1105	к более	2	1
1106	уже на	1	1
1107	было очень	1	1
1108	времени была	1	1
1109	конкретных литературных	1	1
1110	ходит по	1	1
1111	его романа	2	1
1112	рядом с	16	1
1113	самому и	1	1
1114	новая форма	1	1
1115	мнение у	1	1
1116	правда в	2	1
1117	находит себе	1	1
1118	необходимо для	1	1
1119	и внутренне	3	1
1120	духа в	1	1
1121	притом в	1	1
1122	оценок и	1	1
1123	и петербург	1	1
1124	важная и	1	1
1125	где она	2	1
1126	что действие	1	1
1127	и социального	1	1
1128	введенные в	1	1
1129	они ни	2	1
1130	мы так	1	1
1131	является для	2	1
1132	углом зрения	2	1
1133	и слово	6	1
1134	я их	1	1
1135	не его	3	1
1136	их нельзя	1	1
1137	победу над	1	1
1138	это делалось	1	1
1139	и нет	2	1
1140	иметь никакого	1	1
1141	был совершенно	1	1
1142	и смерти	7	1
1143	в дальнейшем	2	1
1144	и образ	1	1
1145	сделать в	1	1
1146	одно время	1	1
1147	действительности в	1	1
1148	перестает быть	4	1
1149	и того	1	1
1150	и отчасти	1	1
1151	навсегда и	1	1
1152	при условии	1	1
1153	этим образом	1	1
1154	я успел	1	1
1155	о чем-то	1	1
1156	до максимальной	1	1
1157	по следующим	1	1
1158	сам и	1	1
1159	отсюда и	2	1
1160	атмосферы вокруг	1	1
1161	материал но	1	1
1162	этом мы	1	1
1163	но даже	1	1
1164	в нескольких	1	1
1165	ничто не	1	1
1166	бы из	1	1
1167	но во	1	1
1168	в каких	1	1
1169	же порядка	1	1
1170	и свое	2	1
1171	глухим к	1	1
1172	что вся	1	1
1173	он ищет	4	1
1174	решал в	1	1
1175	одной и	1	1
1176	двух или	2	1
1177	у автора	1	1
1178	и разнообразный	1	1
1179	только на	1	1
1180	между отдельными	2	1
1181	классицизма и	1	1
1182	единственный способ	1	1
1183	е годы	2	1
1184	себе и	3	1
1185	и значение	1	1
1186	и другом	2	1
1187	чем его	1	1
1188	творчество это	1	1
1189	уже и	2	1
1190	что еще	1	1
1191	от той	1	1
1192	высказана в	1	1
1193	представляет в	1	1
1194	перед ним	2	1
1195	именно такие	1	1
1196	которое его	1	1
1197	всегда и	1	1
1198	мы привыкли	1	1
1199	в прошлом	1	1
1200	соответствия между	1	1
1201	диалог то	1	1
1202	так то	1	1
1203	к ним	3	1
1204	не становится	5	1
1205	вообще и	1	1
1206	самом начале	3	1
1207	особенно характерен	1	1
1208	у себя	3	1
1209	ней и	1	1
1210	функция этого	2	1
1211	в голове	1	1
1212	вы в	1	1
1213	он так	1	1
1214	для всей	1	1
1215	наряду с	1	1
1216	историческая картина	1	1
1217	частности на	1	1
1218	он создал	2	1
1219	что настоящей	1	1
1220	и оценки	2	1
1221	личные симпатии	1	1
1222	верить в	1	1
1223	над каждым	1	1
1224	в самое	1	1
1225	в нашем	3	1
1226	находится в	2	1
1227	с этими	1	1
1228	теряя своей	1	1
1229	самого термина	1	1
1230	материал в	1	1
1231	всегда стремится	1	1
1232	исходит из	3	1
1233	из трех	1	1
1234	своей эпохи	3	1
1235	собственного голоса	1	1
1236	согласиться с	1	1
1237	речь о	1	1
1238	он сам	9	1
1239	также является	2	1
1240	русский язык	1	1
1241	этого мировоззрения	1	1
1242	дан в	1	1
1243	общением с	1	1
1244	в идеале	1	1
1245	нею и	1	1
1246	тут мы	1	1
1247	эпохи то	1	1
1248	себе как	1	1
1249	себя в	5	1
1250	он считал	2	1
1251	смысле как	2	1
1252	вся эта	1	1
1253	она ни	1	1
1254	он все	2	1
1255	склонен объяснять	1	1
1256	была по	1	1
1257	даже по	1	1
1258	наказания в	1	1
1259	ум и	1	1
1260	своего социального	1	1
1261	еще одну	1	1
1262	него как	1	1
1263	именно об	1	1
1264	она и	3	1
1265	о двух	2	1
1266	конечно есть	1	1
1267	как нам	2	1
1268	внутри одного	1	1
1269	на основную	1	1
1270	время и	2	1
1271	не видел	1	1
1272	даже там	2	1
1273	вполне понятно	1	1
1274	а наши	1	1
1275	в произведении	4	1
1276	не мудрено	1	1
1277	с отдельными	2	1
1278	к себе	2	1
1279	притом не	1	1
1280	остаются в	1	1
1281	в состоянии	1	1
1282	от первого	2	1
1283	у каждого	1	1
1284	смысле в	1	1
1285	личной жизни	2	1
1286	еще больше	1	1
1287	построении образов	1	1
1288	именно как	1	1
1289	начала и	3	1
1290	и легко	1	1
1291	свою точку	1	1
1292	есть его	1	1
1293	а и	2	1
1294	то для	1	1
1295	главы в	1	1
1296	которые тем	1	1
1297	о себе	12	1
1298	довольно ясно	1	1
1299	открыто в	1	1
1300	идеи идея	2	1
1301	непосредственный переход	1	1
1302	и одного	1	1
1303	одному и	1	1
1304	с другими	11	1
1305	за отдельными	1	1
1306	есть с	2	1
1307	и соответствующие	1	1
1308	котором на	1	1
1309	и опасностей	1	1
1310	внешнего мира	3	1
1311	отдельных ценных	1	1
1312	помощи этой	1	1
1313	подходит к	5	1
