N	3gram	Bakhtin_Pr	Problemy
194	по мере усиления	1	2
195	но только в	2	2
196	не согласиться с	1	2
197	сделаны из одного	2	2
198	записках из подполья	1	2
199	и в диалоге	1	2
200	в записках из	1	2
201	среди других слов	1	2
202	в этой форме	1	2
203	оно стремится быть	1	2
204	а не в	1	2
205	то же самое	1	2
206	и среди них	1	2
207	друг друга но	2	2
208	замещение авторского слова	1	2
209	к тому что	1	2
210	слово первого типа	1	2
211	не укладывается в	1	2
212	дело далеко не	1	2
213	и о мире	1	2
214	романа достоевского в	1	2
215	одним из героев	1	2
216	ставит нас перед	1	2
217	в себя как	1	2
218	свой предмет и	1	2
219	для своих целей	2	2
220	слово направлено на	1	2
221	дело и не	1	2
222	что в большинстве	2	2
223	прежде всего как	1	2
224	в этих случаях	1	2
225	этом смысле глубоко	1	2
226	в одном из	1	2
227	только себя и	1	2
228	композиционное замещение авторского	1	2
229	как и его	1	2
230	не проникает внутрь	2	2
231	человека и его	3	2
232	что дело идет	1	2
233	слова делая его	1	2
234	лишь для героев	1	2
235	должно ощущаться как	1	2
236	нами в пределах	1	2
237	литературе о нем	1	2
238	положение в котором	2	2
239	здесь конечно не	1	2
240	но она не	1	2
241	себя и свой	1	2
242	точка зрения как	1	2
243	как точка зрения	1	2
244	одного монологического контекста	2	2
245	как один из	1	2
246	мне все равно	2	2
247	друг против друга	1	2
248	а следовательно и	2	2
249	в нем и	1	2
250	установку на устную	2	2
251	конечно не в	1	2
252	кто он у	1	2
253	и свой предмет	1	2
254	на пьедестал будущий	2	2
255	своего прямого предметного	2	2
256	отношению к нему	1	2
257	авантюрный сюжет не	2	2
258	рассказа иногда до	1	2
259	той же основной	1	2
260	чужому слову и	1	2
261	жизни и к	1	2
262	кажется что в	1	2
263	в его мире	1	2
264	с человеком а	1	2
265	установки на устную	1	2
266	я не могу	1	2
267	пьедестал будущий человек	2	2
268	мы переходим к	1	2
269	в полифоническом романе	1	2
270	таким образом и	2	2
271	в которых может	1	2
272	функции авантюрного сюжета	1	2
273	не скупясь на	1	2
274	постановляется на вид	1	2
275	как бы беспрерывно	1	2
276	еще более резкой	1	2
277	пользуется чужим словом	1	2
278	в этом произведении	3	2
279	тело и душа	2	2
280	третьего типа слов	1	2
281	не в монологическом	1	2
282	что все позволено	1	2
283	так же не	1	2
284	одна общая черта	1	2
285	не только в	1	2
286	в слове рассказчика	1	2
287	ту же тему	1	2
288	точки зрения он	1	2
289	этого слова и	1	2
290	в одном романе	1	2
291	же время оно	1	2
292	у него нет	1	2
293	творчестве достоевского в	1	2
294	направлено на свой	1	2
295	большинстве случаев сказ	2	2
296	и в сущности	2	2
297	слово здесь двуголосое	1	2
298	свое последнее слово	1	2
299	и реплика диалога	1	2
300	перед нами уже	2	2
301	сам с собою	1	2
302	прежде всего в	1	2
303	остается в пределах	1	2
304	и не знает	1	2
305	лежит в одной	1	2
306	под его влиянием	1	2
307	так сказать телесный	1	1
308	чего она становится	1	1
309	мог в чем-нибудь	1	1
310	романа вводя трущобы	1	1
311	пуст и следовательно	1	1
312	благополучного мещанина с	1	1
313	но для чего	1	1
314	так же как	1	1
315	работы он соблазнялся	1	1
316	пределы обычного стилистического	1	1
317	и он сам	1	1
318	такой сюжет всецело	1	1
319	стилистическая обработка объектного	1	1
320	он никогда не	1	1
321	обойтись без другого	1	1
322	в первых двух	1	1
323	и герой достоевского	1	1
324	проблему сказа впервые	1	1
325	время оно и	1	1
326	удалении от нее	1	1
327	и он всем	1	1
328	может развиваться в	1	1
329	может иметь иногда	1	1
330	и характерологическую определенность	1	1
331	в смысловую связь	1	1
332	вовсе не стилизует	1	1
333	романа но и	1	1
334	первый тип слова	1	1
335	указанные гроссманом функции	1	1
336	отсюда как следствие	1	1
337	как рассказчика замещающего	1	1
338	тоже подбором того	1	1
339	сценами тут надо	1	1
340	и судящего я	1	1
341	рассказу рассказчик хотя	1	1
342	же может вводиться	1	1
343	просто как плохое	1	1
344	глубокое органическое единство	1	1
345	и мотивироваться различным	1	1
346	романистами и фельетонными	1	1
347	главное не в	1	1
348	я не за	1	1
349	один голос непосредственно	1	1
350	в дифференциации необходимо	1	1
351	сказу если же	1	1
352	оттенок слова например	1	1
353	завершиться только в	1	1
354	всегда строится из	1	1
355	на определенной конкретной	1	1
356	устойчивую социальную локализацию	1	1
357	потому что я	1	1
358	ее ужасно но	1	1
359	сказ у тургенева	1	1
360	может быть нормального	1	1
361	это одноголосые слова	1	1
362	представляя сценами тут	1	1
363	сказ исключительно как	1	1
364	инстанция даны в	1	1
365	героя между характером	1	1
366	объект даны здесь	1	1
367	всех героев достоевского	1	1
368	рассказчика слово здесь	1	1
369	ошибкой но со	1	1
370	на этой почве	2	1
371	к нему не	1	1
372	их одежда это	1	1
373	своей собственной предметной	1	1
374	достоевского дан в	1	1
375	что та совокупность	1	1
376	за всеми приключениями	1	1
377	униженных и оскорбленных	2	1
378	беседы мы два	1	1
379	он тоже не	1	1
380	характером ни тем	1	1
381	выборе и в	1	1
382	соблазнялся ходячими типами	1	1
383	сюжет не может	1	1
384	в конкретном и	1	1
385	прямого предметного задания	1	1
386	обращены к себе	1	1
387	и не предопределен	1	1
388	ее при этом	1	1
389	сказать кто он	1	1
390	различной достаточно сравнить	1	1
391	точки зрения того	1	1
392	и здесь чужая	1	1
393	рассказа ведь автору	1	1
394	их объектности взаимоотношение	1	1
395	сюжетное столкновение двух	1	1
396	достоевского это черта	1	1
397	непосредственной предметной значимости	1	1
398	достоевского особенно в	1	1
399	вообще не в	1	1
400	мыслить переживать говорить	1	1
401	мышкина и рогожина	1	1
402	и слов направленных	1	1
403	ослабевает и они	1	1
404	типичность для определенного	1	1
405	своим заданиям она	1	1
406	манеру тургеневский сказ	1	1
407	самоцелью и романтический	1	1
408	является может быть	1	1
409	в своих письмах	1	1
410	высказывание а безличный	1	1
411	собою а за	1	1
412	характерологически или типически	1	1
413	чрезвычайно характерно вопрошание	1	1
414	эффектных и сценических	1	1
415	сюжет у достоевского	1	1
416	характером героя и	1	1
417	и рассказ и	1	1
418	иное отношение к	1	1
419	способах сочетания слов	1	1
420	граница исторически между	1	1
421	смысле лексикология знает	1	1
422	это черта не	1	1
423	условность аналогичен стилизации	1	1
424	каждого из них	1	1
425	слова героя может	1	1
426	заключать между собой	1	1
427	и даже отчасти	1	1
428	земному закону но	1	1
429	подбором того об	1	1
430	не только их	1	1
431	приключений не раз	1	1
432	последней инстанции автора	1	1
433	соответствующие ей языковые	1	1
434	бесах он пишет	1	1
435	сюжетом и могут	1	1
436	перспективном удалении от	1	1
437	сообщить изобразить и	1	1
438	облегчавший читателю трудный	1	1
439	выражением и опорою	1	1
440	и романтический принцип	1	1
441	похождений авантюрный герой	1	1
442	истинное слово и	1	1
443	скупясь на изъяснения	1	1
444	понижения их объектности	1	1
445	взаимно дополнять или	1	1
446	слова прямая речь	1	1
447	идеальном авторитетном образе	1	1
448	или как помещика	1	1
449	напротив именно одежда	1	1
450	бы в некотором	1	1
451	человеческой природой самосохранением	1	1
452	не исчерпывается занимательность	1	1
453	социального благообразия вполне	1	1
454	герой достоевского правда	1	1
455	между ними существуют	2	1
456	настасьи филипповны и	1	1
457	в некотором перспективном	1	1
458	стать он тоже	1	1
459	определенного социального положения	1	1
460	вывод превращающие свой	1	1
461	мир должны быть	1	1
462	и последовательными приемами	1	1
463	героев достоевского это	1	1
464	труда убедиться что	1	1
465	выразить сообщить изобразить	1	1
466	скитания аристократов по	1	1
467	ни их характером	1	1
468	монологического контекста происходит	1	1
469	чужие точки зрения	1	1
470	созидаются сюжетом и	1	1
471	голоса таково пародийное	1	1
472	построения романа формальное	1	1
473	не как вывода	1	1
474	в самом содержании	1	1
475	ничего не исключает	1	1
476	пародия или аналогичное	1	1
477	условность гораздо слабее	1	1
478	третьего типа слова	1	1
479	героем все может	1	1
480	то это вовсе	1	1
481	а с помощью	1	1
482	слова она берет	1	1
483	ставрогина она в	1	1
484	направленных на чужое	1	1
485	его творчестве он	1	1
486	лишь одно направление	1	1
487	а потому и	1	1
488	типу отсутствие прямого	1	1
489	связей какие могут	1	1
490	и знает лишь	1	1
491	ее аксиому закон	1	1
492	и соответственного понижения	1	1
493	определенным литературным стилем	1	1
494	записки из подполья	2	1
495	их существенные разновидности	1	1
496	и передавать виденное	1	1
497	но со христом	1	1
498	я и мир	1	1
499	своих жизненно-биографических целей	1	1
500	почти каждый из	1	1
501	только индивидуальная и	1	1
502	он пуст и	1	1
503	и подражанием резкая	1	1
504	непосредственное же предметное	1	1
505	его человечность настолько	1	1
506	случаев и сказ	1	1
507	так и для	1	1
508	определяется в отношении	1	1
509	бы беспрерывно выставляется	1	1
510	вид изображенного объектного	1	1
511	входят если же	1	1
512	обыденной действительности до	1	1
513	между характером героя	1	1
514	с деклассированным бродягой	1	1
515	а объектное сюжетное	1	1
516	группа художественно-речевых явлений	1	1
517	ставшее объектом само	1	1
518	дополнения вопроса ответа	1	1
519	словах второго типа	1	1
520	рассказ слова белкина	1	1
521	приобщается сюжету как	1	1
522	словом называющим сообщающим	1	1
523	след в его	1	1
524	почве их взаимоотношения	1	1
525	ее художественного видения	1	1
526	отношение к слову	3	1
527	установка истинное слово	1	1
528	и сами герои	1	1
529	степени свойственна и	1	1
530	аксиоме земному закону	1	1
531	положения в которых	1	1
532	даже чистый сказ	1	1
533	словом это последнее	1	1
534	своим образом как	1	1
535	и опорою для	1	1
536	называющим сообщающим выражающим	1	1
537	это последнее может	1	1
538	социальному роману то	1	1
539	сознающих и судящих	1	1
540	человеческий заговорите хоть	1	1
541	сошлись в беспредельности	1	1
542	разнородные явления как	1	1
543	становится как бы	1	1
544	вещью он соприкасается	1	1
545	чужое слово здесь	1	1
546	и даже не	1	1
547	совершает преступления убегает	1	1
548	у достоевского мы	1	1
549	ничего общего не	1	1
550	благородного авантюрного романа	1	1
551	и стилизация может	1	1
552	ведь автору в	1	1
553	определенный образ отяжелил	1	1
554	порождаются самим сюжетом	1	1
555	им авантюрное положение	1	1
556	присущи авантюрному материалу	1	1
557	атрибута старого романа	1	1
558	контекста два речевых	1	1
559	трущобы каторги и	1	1
560	читатель всегда видел	1	1
561	гроссманом что все	1	1
562	событий участниками которых	1	1
563	достоевского имеется одно	1	1
564	романе во-вторых в	1	1
565	для всех героев	1	1
566	в освещении героев	1	1
567	прямая речь допустим	1	1
568	он как бы	1	1
569	менять сколько ему	1	1
570	если оно при	1	1
571	сказ и реплика	1	1
572	например акакия акакиевича	1	1
573	нами случай диалогического	1	1
574	и они могут	1	1
575	размыкается и не	1	1
576	для ведения рассказа	1	1
577	кого-нибудь учится то	1	1
578	сюжет напротив именно	1	1
579	непосредственной предметной интенциональности	1	1
580	биографические социально-сословные социально-классовые	1	1
581	прямой и непосредственной	1	1
582	к взаимоотношению между	1	1
583	автору в нем	1	1
584	рядом друг с	1	1
585	прямо сказать что	1	1
586	в формах литературного	1	1
587	и необходимы и	1	1
588	и воспроизводится автором	1	1
589	архаизм или провинциализм	1	1
590	на предмет речи	1	1
591	и сюжетом же	1	1
592	чужого голоса голоса	1	1
593	в драматическом диалоге	1	1
594	сочетается с образом	1	1
595	является предметом чужой	1	1
596	мир функцию но	1	1
597	проблем связанных с	1	1
598	что все указанные	1	1
599	смысла и тона	1	1
600	исключительную важность для	1	1
601	сознания вообще не	1	1
602	как стиль пародия	1	1
603	но вовсе не	1	1
604	завязать герои и	1	1
605	определенного лица для	1	1
606	за ним недоверие	1	1
607	западно-европейскими представителями биографического	1	1
608	всякого компетентного читателя	1	1
609	не слияние с	1	1
610	для осуществления его	1	1
611	рассказчики-хроникеры у достоевского	1	1
612	героев и берет	1	1
613	на сюжетные отношения	1	1
614	князю валковскому и	1	1
615	жизненную воплощенность героя	1	1
616	таким образом между	1	1
617	учета чужого слова	1	1
618	ни одного атрибута	1	1
619	облачении своего класса	1	1
620	слово правда слово	1	1
621	речь и соответствующие	1	1
622	материал произведения относится	1	1
623	имела когда-то прямую	1	1
624	образе другого человека	1	1
625	героя но второе	1	1
626	вещь до того	1	1
627	материала подбором того	1	1
628	наличность всяческих влияний	1	1
629	слова слово у	1	1
630	серьезным это первоначальное	1	1
631	не входят если	1	1
632	классификацию слов с	1	1
633	учреждения установления сословия	1	1
634	бывает условной герой	1	1
635	слов героя и	1	1
636	и сценических местах	1	1
637	на непосредственное же	1	1
638	ясные для историка	1	1
639	нечего дорожить но	1	1
640	определенным стилем а	1	1
641	но объектная тень	1	1
642	для чего понадобился	1	1
643	одной реплики сказ	1	1
644	или стилизация или	1	1
645	раз голосом человеческим	1	1
646	и владычествующая идея	1	1
647	правда это очень	1	1
648	благообразия вполне воплощенного	1	1
649	этом смысле можно	1	1
650	было неусловным серьезным	1	1
651	изображенного объектного слова	1	1
652	непосредственно усвояет себе	1	1
653	и во всем	1	1
654	на изъяснения но	1	1
655	рассказчика тургенев в	1	1
656	условным автор не	1	1
657	и устойчивые положения	1	1
658	указание на чужое	1	1
659	подхода к речи	1	1
660	в них сюжетность	1	1
661	же не литератор-профессионал	1	1
662	черту мелодрамы скитания	1	1
663	не объяснять словами	1	1
664	то это совершенно	1	1
665	эскизными образцами для	1	1
666	второго контекста самый	1	1
667	даже с ребяческих	1	1
668	никаких сколько-нибудь существенных	1	1
669	сказ могут утратить	1	1
670	жаждой победы и	1	1
671	торжества жаждой обладания	1	1
672	в каждом из	3	1
673	симпатии к униженным	1	1
674	сюжет использует не	1	1
675	он вкладывает новую	1	1
676	с ребяческих лет	1	1
677	предметное понимание первый	1	1
678	корреспондентов достоевский в	1	1
679	инстанцией в пределах	1	1
680	речь обязательно присущ	1	1
681	чужому высказыванию ставит	1	1
682	взаимоотношению между двумя	1	1
683	которых они могут	1	1
684	новое отношение к	3	1
685	подошли к тому	1	1
686	словами всю владычествующую	1	1
687	повествования установку на	1	1
688	тем путем что	1	1
689	слов стилизация предполагает	1	1
690	конечно ко второму	1	1
691	устную форму повествования	1	1
692	слов драма почти	1	1
693	тоне автор как	1	1
694	человек владычествующая идея	1	1
695	действительно может иметь	1	1
696	сказе и в	1	1
697	его прямом слове	1	1
698	в том числе	15	1
699	для героев между	1	1
700	замещаясь словом рассказчика	1	1
701	него не может	1	1
702	не столкновение двух	1	1
703	исключена герой приобщается	1	1
704	как высшей и	1	1
705	это дано лишь	1	1
706	была самоцелью для	1	1
707	авторской речью и	1	1
708	сказ действительно может	1	1
709	ну и пусть	1	1
710	его вечной человеческой	1	1
711	их тело и	1	1
712	круг тех связей	1	1
713	выходит из них	1	1
714	затем и как	1	1
715	по сравнению с	6	1
716	таков почти всегда	1	1
717	сюжетом сюжет не	1	1
718	воспроизвел говорит гроссман	1	1
719	она берет его	1	1
720	слова на одну	1	1
721	спокойно мог пользоваться	1	1
722	подтверждать или взаимно	1	1
723	мира лишь для	1	1
724	по себе лишена	1	1
725	с собой он	1	1
726	зато авантюрный роман	1	1
727	чужой индивидуальной и	1	1
728	собой никаких сколько-нибудь	1	1
729	роман вот беда	1	1
730	идеалистическое сознание он	1	1
731	идеи об идиоте	1	1
732	типичные фабулы авантюрной	1	1
733	диалогические отношения притом	1	1
734	может быть различной	1	1
735	размещенных как чужие	1	1
736	классы семейные отношения	1	1
737	среди них беспрерывно	1	1
738	существуют тончайшие и	1	1
739	чистым голосом у	1	1
740	и не ограничен	1	1
741	слова не знает	1	1
742	зрения он работает	1	1
743	выше всего этого	1	1
744	понимания же стиля	1	1
745	слово такова стилизация	1	1
746	определенной конкретной почве	1	1
747	достоевского не был	1	1
748	бытия и не	1	1
749	зрения этого нового	1	1
750	акакиевича по мере	1	1
751	этого слова без	1	1
752	предмета но сама	1	1
753	манера используется автором	1	1
754	бытового биографического к	1	1
755	литературным стилем который	1	1
756	гармонию сухость рассказа	1	1
757	объектные высказывания и	1	1
758	в разгаре спешной	1	1
759	подражает у кого-нибудь	1	1
760	чужой сказовый тон	1	1
761	слово героя но	1	1
762	все это и	1	1
763	но второе единство	1	1
764	быть нормального биографического	1	1
765	двуголосое проблему сказа	1	1
766	одежда это тело	1	1
767	и в чем-либо	1	1
768	определяют авантюрный сюжет	1	1
769	строителем момент подражания	1	1
770	этим нечего дорожить	1	1
771	авторская идея мысль	1	1
772	сказ стилизуя ее	1	1
773	центре его творчества	1	1
774	могут заключать между	1	1
775	из этой в	1	1
776	двоякая направленность слова	1	1
777	тип но и	1	1
778	совсем иным образцам	1	1
779	следующее очень показательное	1	1
780	идея эта благочестива	1	1
781	них сюжетность социально-психологического	1	1
782	слову лексический оттенок	1	1
783	во всех его	2	1
784	устойчивые положения семейные	1	1
785	авантюрному материалу в	1	1
786	своего предмета но	1	1
787	классического русского романа	1	1
788	свой предмет речь	1	1
789	письме к страхову	1	1
790	как выражение особой	1	1
791	голосу это одноголосые	1	1
792	здесь перед нами	2	1
793	людьми вполне понятно	1	1
794	действительно были бы	1	1
795	отсутствовать композиционно замещаясь	1	1
796	легкую объектную тень	1	1
797	пишет майкову идея	1	1
798	идеи человека из	1	1
799	прямом слове а	1	1
800	ведь обычный подход	1	1
801	объективный мир должны	1	1
802	случайность здесь исключена	1	1
803	весь роман вот	1	1
804	пределах данного контекста	1	1
805	не учтенные для	1	1
806	манерой рассказывать тяготеющей	1	1
807	слово рассказчика никогда	1	1
808	речью героя начинает	1	1
809	определенным образом созданных	1	1
810	с аристократом социально-семейного	1	1
811	его герой ничего	1	1
812	возможности и о	1	1
813	явление таким образом	1	1
814	только на предмет	1	1
815	иному оно должно	1	1
816	их самосознания и	1	1
817	и выходит из	1	1
818	должна быть перед	1	1
819	с любимой или	1	1
820	если же они	1	1
821	двух изображенных позиций	1	1
822	но не должна	1	1
823	него другого предметного	1	1
824	наконец в этом	1	1
825	словами предложениями или	1	1
826	внесюжетных связей сюжет	1	1
827	художественно-речевых явлений которая	1	1
828	материал языка если	1	1
829	сознает его но	1	1
830	с гроссманом что	1	1
831	слова но автор	1	1
832	в сущности остается	1	1
833	же речи стилистика	1	1
834	герой так же	1	1
835	всеопределяющею основою всех	1	1
836	не учтенного ни	1	1
837	различным типам в	1	1
838	всеми вместо отношения	1	1
839	зиждется биографический роман	1	1
840	внутрь объектного слова	1	1
841	этих отношений герои	1	1
842	авантюрный сюжет опирается	1	1
843	рассказывания например рассказ	1	1
844	делает его своим	1	1
845	где приводятся чужие	1	1
846	путь социальному роману	1	1
847	здесь никогда не	1	1
848	подход берет слово	1	1
849	в собственном смысле	3	1
850	романа ничего общего	1	1
851	между ними присуща	1	1
852	культурные учреждения установления	1	1
853	пр он совершенно	1	1
854	на наличные и	1	1
855	житие вещь до	1	1
856	чужое в одном	1	1
857	слышим другой голос	1	1
858	женой соперника с	1	1
859	и ее возможность	1	1
860	чужим словом как	1	1
861	произведении что может	1	1
862	равный человек задачи	1	1
863	нечто обозначить выразить	1	1
864	авантюрный сюжет использует	1	1
865	слова и здесь	1	1
866	равен себе самому	1	1
867	необходимо указать их	1	1
868	ним недоверие к	1	1
869	и в расположении	1	1
870	человек мы уже	1	1
871	и внутренне не	1	1
872	среди героев достоевского	1	1
873	часто подчеркивает исключительную	1	1
874	скорее на то	1	1
875	на устную форму	1	1
876	случиться и он	1	1
877	поэтому быть последнею	1	1
878	построения его интриг	1	1
879	за роман а	1	1
880	перед нами опять	1	1
881	к этому мы	1	1
882	и углубленной форме	1	1
883	мы будем говорить	1	1
884	вещей и вещных	1	1
885	чисто диалогические отношения	1	1
886	сам и рассказал	1	1
887	ставрогину перед началом	1	1
888	стилистических приемов которую	1	1
889	и биографические социально-сословные	1	1
890	достоевского но как	1	1
891	собою и этим	1	1
892	романе достоевского однако	1	1
893	правда слово не	1	1
894	и размещенных как	1	1
895	но кой-что и	1	1
896	достоевского однако нам	1	1
897	других установок как	1	1
898	воспринимать стилизацию или	1	1
899	почве возникают новые	1	1
900	слова героя подчиняется	1	1
901	произведении но она	1	1
902	понимание первый тип	1	1
903	в жизни а	1	1
904	круга так рассказал	1	1
905	всегда оставлять ее	1	1
906	котором может очутиться	1	1
907	лабиринт философских теорий	1	1
908	авантюрных фабул захватанных	1	1
909	важен пушкину как	1	1
910	у толстого со	1	1
911	их сознания как	1	1
912	данное слово заимствуется	1	1
913	тип слова мы	1	1
914	целое в этом	1	1
915	рассказ а этот	1	1
916	слово второй тип	1	1
917	зрения как позиция	1	1
918	в котором он	2	1
919	всякой уже наличной	1	1
920	стилизованный сказ об	1	1
921	превращающие свой материал	1	1
922	перед нами стилизация	1	1
923	сошлись неизбежно должны	1	1
924	к миру а	1	1
925	нарочито и подчеркнуто	1	1
926	всяческих влияний чужих	1	1
927	отношение между ними	1	1
928	инстанций а объектное	1	1
929	в ослабленной форме	1	1
930	как слово лица	1	1
931	проникает внутрь его	2	1
932	постановляется на пьедестал	1	1
933	словом как чужим	1	1
934	установок как слово	1	1
935	подходом к миру	1	1
936	в своем художественном	1	1
937	говорит ставрогину перед	1	1
938	усиления непосредственной предметной	1	1
939	равной степени свойственна	1	1
940	слова и интонации	1	1
941	и рассказал бы	1	1
942	вот беда но	1	1
943	черта слово здесь	1	1
944	может стать лишь	1	1
945	не знаем о	1	1
946	и к своему	1	1
947	темперамента такой определенный	1	1
948	сюжет биографического романа	1	1
949	почти не обращался	1	1
950	таков стилизованный сказ	1	1
951	тень падающая на	1	1
952	лишена определяющего влияния	1	1
953	духе которого оно	1	1
954	драма почти всегда	1	1
955	и во всех	3	1
956	понимание если же	1	1
957	индивидуально определенной манерой	1	1
958	для достоевского и	1	1
959	все равно будут	1	1
960	же предметное понимание	1	1
961	целям которые овладевают	1	1
962	со словами гоголевских	1	1
963	слово и ее	1	1
964	устная интонация синтаксическое	1	1
965	стремиться к прямой	1	1
966	она воспроизводит имела	1	1
967	предопределен своим образом	1	1
968	к характеристике третьего	1	1
969	усвояет себе чужое	1	1
970	но в таком	1	1
971	романтический принцип сплетения	1	1
972	исчерпывающую классификацию слов	1	1
973	слов в пушкинских	1	1
974	высказывания по данному	1	1
975	опирается на наличные	1	1
976	тургеневым толстым с	1	1
977	словесный материал произведения	1	1
978	трудный путь через	1	1
979	жития великого грешника	1	1
980	должны взаимоориентироваться два	1	1
981	сказа впервые выдвинул	1	1
982	виденное нет установки	1	1
983	значительным изящным и	1	1
984	допустим одного героя	1	1
985	стать подражанием если	1	1
986	всяком литературном произведении	1	1
987	за идею мою	1	1
988	об этом подобно	1	1
989	себе никогда не	1	1
990	он владеет определенным	1	1
991	внести исключительность в	1	1
992	стилистикой ни лексикологией	1	1
993	которые в архитектурное	1	1
994	указывает на какой-то	1	1
995	объектного слова она	1	1
996	братание их с	1	1
997	может очутиться вечный	1	1
998	здесь же мы	1	1
999	принцип сплетения возвышенного	1	1
1000	сознания достоевский в	1	1
1001	тоже не субстанция	1	1
1002	телесно-душевный человек поэтому	1	1
1003	для определенной художественной	1	1
1004	прямой авторской речи	1	1
1005	обрабатывается как объект	1	1
1006	как человека с	1	1
1007	сюжет не только	1	1
