N	2gram	Voloshinov	VerxiiNi
279	сказать что	7	2
280	которые в	1	2
281	не могла	2	2
282	и другой	1	2
283	в образе	1	2
284	к которому	1	2
285	относится к	4	2
286	или иной	8	2
287	жизни и	4	2
288	но если	2	2
289	в разных	2	2
290	оно является	2	2
291	и проч	1	2
292	что именно	1	2
293	на то	4	2
294	из этого	2	2
295	с его	6	2
296	от них	1	2
297	без помощи	2	2
298	и все	8	2
299	для этого	1	2
300	и из	1	2
301	то или	1	2
302	в самой	1	2
303	с идеей	1	2
304	и особенно	2	2
305	и иной	1	2
306	пути к	1	2
307	тот же	4	2
308	и наконец	1	2
309	той или	5	2
310	нее не	2	2
311	мы видели	5	2
312	не к	3	2
313	из этой	1	2
314	можно только	2	2
315	или иным	1	1
316	в той	6	1
317	как основной	1	1
318	индивидуальности и	1	1
319	все в	2	1
320	мир не	1	1
321	представить себе	1	1
322	они являются	3	1
323	то в	3	1
324	на почве	14	1
325	что один	1	1
326	первую очередь	1	1
327	не так	2	1
328	это органическое	1	1
329	а потому	1	1
330	во втором	2	1
331	видели что	1	1
332	социальной жизни	3	1
333	или к	2	1
334	к лицу	1	1
335	мы видим	2	1
336	в душе	3	1
337	что с	1	1
338	эти элементы	1	1
339	быть по	1	1
340	собой и	1	1
341	можно говорить	1	1
342	и этот	2	1
343	та же	1	1
344	значение в	5	1
345	этого в	1	1
346	тоже не	1	1
347	которые совершенно	1	1
348	и конечно	1	1
349	свою очередь	5	1
350	священное писание	1	1
351	она и	1	1
352	по всем	2	1
353	со всем	1	1
354	они не	2	1
355	землю и	1	1
356	жизни вот	1	1
357	что такое	3	1
358	них в	1	1
359	эта особенность	1	1
360	воплощения в	1	1
361	первом случае	3	1
362	должно быть	4	1
363	того как	1	1
364	т.е к	2	1
365	зависит от	2	1
366	значение из	1	1
367	как к	2	1
368	его с	1	1
369	от нее	2	1
370	с системой	2	1
371	следует сказать	1	1
372	для себя	4	1
373	смысле слова	4	1
374	это не	5	1
375	он как	1	1
376	мы знаем	7	1
377	именно к	1	1
378	и другую	2	1
379	лишь то	2	1
380	идет о	1	1
381	связей с	1	1
382	сменяют друг	1	1
383	и взаимодействие	1	1
384	а и	1	1
385	то для	1	1
386	нельзя в	1	1
387	взаимодействия между	1	1
388	а ведь	1	1
389	чтобы стать	1	1
390	с ним	1	1
391	кроме того	7	1
392	о чем	1	1
393	нашей точки	1	1
394	в сущности	17	1
395	в ее	9	1
396	как раз	5	1
397	но тем	1	1
398	труда и	1	1
399	это изменение	1	1
400	от этой	1	1
401	этих слов	1	1
402	выбор и	1	1
403	совсем так	1	1
404	здесь говорить	1	1
405	с внешней	1	1
406	него в	1	1
407	с нашей	1	1
408	образом каждый	1	1
409	у нас	4	1
410	на которой	1	1
411	далее в	1	1
412	лицом к	1	1
413	это и	3	1
414	в старом	1	1
415	ни в	7	1
416	и делает	1	1
417	в широком	2	1
418	это слово	1	1
419	себе не	1	1
420	о происхождении	2	1
421	этого момента	1	1
422	деле если	2	1
423	другой стороны	7	1
424	этом направлении	1	1
425	смысле этого	7	1
426	говорить что	1	1
427	к целям	1	1
428	теоретически и	1	1
429	не является	11	1
430	с их	2	1
431	по мере	6	1
432	таком случае	5	1
433	в каком-либо	1	1
434	у него	2	1
435	же эти	1	1
436	в их	5	1
437	в данном	8	1
438	лежит в	2	1
439	его в	7	1
440	касается до	2	1
441	а можно	1	1
442	в своих	2	1
443	существования и	1	1
444	границы между	2	1
445	менее совершенно	1	1
446	сами по	1	1
447	языка это	1	1
448	причем эта	1	1
449	в разные	1	1
450	в соответствии	1	1
451	самом деле	18	1
452	от исторического	1	1
453	живет и	1	1
454	в первом	3	1
455	не замечая	1	1
456	прибавить к	1	1
457	жизни это	1	1
458	тесную связь	1	1
459	к чему	1	1
460	всегда в	1	1
461	прежде чем	1	1
462	что его	1	1
463	который как	1	1
464	во внимание	1	1
465	здесь имеется	1	1
466	которое в	1	1
467	может только	1	1
468	и продолжают	1	1
469	лишь постольку	1	1
470	мы и	1	1
471	сознании в	1	1
472	иначе как	1	1
473	тем что	3	1
474	привела к	2	1
475	тождественные с	1	1
476	она является	4	1
477	значения и	4	1
478	если он	2	1
479	помимо этого	2	1
480	в жизни	2	1
481	отношения к	2	1
482	и другим	1	1
483	в корне	6	1
484	этом последнем	2	1
485	различия все	1	1
486	находит себе	2	1
487	лишь на	6	1
488	легче и	1	1
489	существует и	1	1
490	как и	19	1
491	всех тех	1	1
492	с ними	5	1
493	многих других	1	1
494	остается не	1	1
495	их в	1	1
496	притом в	1	1
497	а именно	1	1
498	не есть	6	1
499	только то	1	1
500	в своей	5	1
501	в слове	13	1
502	и так	2	1
503	состоит из	1	1
504	на эту	1	1
505	как в	5	1
506	коренное различие	1	1
507	мира и	2	1
508	является лишь	7	1
509	эта сила	1	1
510	следовательно и	4	1
511	отчасти и	1	1
512	так сказать	19	1
513	как с	2	1
514	проникают в	1	1
515	а иногда	2	1
516	ли не	2	1
517	от этого	3	1
518	является для	3	1
519	и могут	1	1
520	тем или	1	1
521	один и	3	1
522	так называемая	4	1
523	первое место	1	1
524	о которых	1	1
525	и следовательно	8	1
526	различие между	5	1
527	это было	2	1
528	вследствие этого	1	1
529	роль в	1	1
530	он сам	1	1
531	людьми и	1	1
532	глубокие различия	1	1
533	в каждой	1	1
534	определенной категории	1	1
535	имеет лишь	1	1
536	из одного	4	1
537	в чем	2	1
538	в каком	6	1
539	эта связь	1	1
540	нет в	2	1
541	широком смысле	2	1
542	это тоже	1	1
543	во-первых с	1	1
544	как только	1	1
545	что становится	1	1
546	могло бы	1	1
547	в одной	4	1
548	на такое	2	1
549	тем более	3	1
550	миром но	1	1
551	что они	1	1
552	бы в	4	1
553	однако не	3	1
554	на них	1	1
555	людей в	1	1
556	с этим	6	1
557	это был	1	1
558	вошли в	1	1
559	все они	1	1
560	о каждом	1	1
561	нет ничего	4	1
562	и того	11	1
563	с процессом	1	1
564	еще и	2	1
565	могли бы	2	1
566	ни к	3	1
567	ни на	1	1
568	совершенно не	6	1
569	все более	2	1
570	материалом для	1	1
571	человека в	3	1
572	там где	4	1
573	в первую	1	1
574	бы и	2	1
575	на этой	6	1
576	находит свое	1	1
577	не существует	6	1
578	к этой	2	1
579	и других	3	1
580	и более	6	1
581	и живых	1	1
582	не могли	1	1
583	да и	1	1
584	бы с	1	1
585	и пр	31	1
586	отличие от	7	1
587	между собой	3	1
588	и требует	1	1
589	не означает	1	1
590	а просто	2	1
591	вернемся к	1	1
592	было в	1	1
593	каждом из	1	1
594	до нас	1	1
595	мы уже	7	1
596	целью найти	1	1
597	в наше	1	1
598	так для	1	1
599	чистом виде	1	1
600	до настоящего	7	1
601	совпадает с	3	1
602	другими словами	4	1
603	эти проблемы	2	1
604	положение и	1	1
605	эти два	2	1
606	чтобы он	1	1
607	чему не	1	1
608	входит в	5	1
609	и вызвал	1	1
610	ничто не	1	1
611	т.е с	3	1
612	одну из	2	1
613	отчет в	2	1
614	мы не	6	1
615	социальной группе	1	1
616	имеет свой	1	1
617	совсем не	2	1
618	не по	1	1
619	являются не	1	1
620	явления и	1	1
621	этим определяется	2	1
622	способен на	1	1
623	не связанных	1	1
624	в ней	5	1
625	языку и	1	1
626	обстоит дело	1	1
627	каждый образ	1	1
628	но это	1	1
629	как из	2	1
630	характерны для	1	1
631	а через	1	1
632	взглянуть на	1	1
633	в этот	1	1
634	с помощью	11	1
635	только тогда	1	1
636	такая система	1	1
637	идти по	1	1
638	и лишь	3	1
639	всей этой	1	1
640	и образуют	1	1
641	и весь	1	1
642	а по	1	1
643	эта мысль	2	1
644	только на	7	1
645	но они	2	1
646	есть часть	1	1
647	и их	2	1
648	в которую	1	1
649	их является	1	1
650	речь идет	1	1
651	через нее	1	1
652	не приходится	3	1
653	все те	4	1
654	пор не	1	1
655	к одному	5	1
656	как она	2	1
657	к области	1	1
658	совершенно так	1	1
659	из двух	1	1
660	нет никакой	3	1
661	а между	1	1
662	или его	1	1
663	по отношению	10	1
664	в учении	2	1
665	слова с	1	1
666	не следует	2	1
667	и до	4	1
668	более и	2	1
669	уже говорили	1	1
670	от своего	2	1
671	этот вопрос	5	1
672	на каждом	1	1
673	вся история	2	1
674	при помощи	1	1
675	конечно нет	2	1
676	должны были	1	1
677	не совпадает	2	1
678	указания на	1	1
679	всего этого	1	1
680	бы по	1	1
681	смысла и	1	1
682	в какой-то	2	1
683	соприкасается с	1	1
684	и остается	1	1
685	становится в	1	1
686	в нашей	1	1
687	было бы	8	1
688	одним лишь	1	1
689	знает и	1	1
690	без участия	1	1
691	этих элементов	1	1
692	что здесь	1	1
693	или вообще	2	1
694	особенно ярко	1	1
695	вступают в	1	1
696	и глубоко	1	1
697	в отличие	7	1
698	между формой	1	1
699	элементов в	1	1
700	не совсем	1	1
701	которой можно	1	1
702	к двум	2	1
703	одного из	3	1
704	настоящее время	6	1
705	чтобы они	1	1
706	тем же	4	1
707	нет все	1	1
708	затем в	1	1
709	этого внутреннего	1	1
710	первобытного человека	1	1
711	найти в	1	1
712	по себе	5	1
713	сделать из	1	1
714	наиболее ярким	2	1
715	из поля	1	1
716	могут быть	4	1
717	тогда между	1	1
718	такою же	1	1
719	человека и	1	1
720	формы в	3	1
721	их с	1	1
722	целого и	1	1
723	представители этой	1	1
724	эти категории	2	1
725	соответствии с	1	1
726	но именно	4	1
727	языка как	26	1
728	в нашем	4	1
729	изменение значения	1	1
730	именно то	1	1
731	и есть	3	1
732	место в	5	1
733	во всей	2	1
734	т.е как	1	1
735	связи со	2	1
736	согласно учению	2	1
737	в сознании	2	1
738	же в	1	1
739	необходимо чтобы	5	1
740	что она	1	1
741	тем этот	1	1
742	он может	3	1
743	и должно	1	1
744	и своих	1	1
745	языка с	3	1
746	бы быть	1	1
747	и прежде	4	1
748	язык в	5	1
749	этого слова	7	1
750	до известной	2	1
751	работа в	1	1
752	этом процессе	1	1
753	ее применения	1	1
754	и его	33	1
755	говорить лишь	1	1
756	неизменная и	1	1
757	его к	4	1
758	известной степени	2	1
759	же материала	1	1
760	у этих	1	1
761	а как	7	1
762	а следовательно	2	1
763	только с	3	1
764	это совершенно	1	1
765	дела не	1	1
766	в ту	1	1
767	быть в	2	1
768	здесь идет	1	1
769	к этим	3	1
770	эти новые	1	1
771	друг друга	10	1
772	растворяется в	1	1
773	бытия в	9	1
774	и стать	2	1
775	с ее	2	1
776	всех этих	2	1
777	о морали	1	1
778	и тот	4	1
779	ними в	1	1
780	в настоящее	6	1
781	на вполне	1	1
782	но для	4	1
783	и совершенно	1	1
784	дает ему	1	1
785	должны быть	4	1
786	настоящего времени	7	1
787	то о	1	1
788	себя в	2	1
789	и ее	4	1
790	здесь не	2	1
791	одного и	9	1
792	ничего не	9	1
793	совершается в	5	1
794	и самый	2	1
795	чуть ли	2	1
796	и во	2	1
797	той же	5	1
798	наука об	4	1
