N	2gram	Vygotskiy_	Tragedij
361	это понятие	3	1
362	он понял	1	1
363	детей который	1	1
364	применении к	1	1
365	которой он	1	1
366	связи с	9	1
367	и ко	1	1
368	он пытался	1	1
369	случае и	2	1
370	в скрытом	2	1
371	для ее	1	1
372	хотя бы	5	1
373	она не	2	1
374	эти слова	1	1
375	чтобы он	1	1
376	собой как	3	1
377	значение этого	1	1
378	того чтобы	26	1
379	на другой	1	1
380	одну из	1	1
381	но не	13	1
382	в другом	7	1
383	природе своей	1	1
384	силе и	1	1
385	между тем	5	1
386	представляет собой	11	1
387	не быть	1	1
388	повторяет в	2	1
389	и должна	1	1
390	в ней	2	1
391	вот почему	3	1
392	сохраняют свою	1	1
393	в ход	1	1
394	с совершенно	1	1
395	ранней стадии	1	1
396	в отношениях	1	1
397	мы узнаем	1	1
398	в условиях	3	1
399	само это	1	1
400	в новой	5	1
401	самом деле	9	1
402	из себя	1	1
403	этой связи	1	1
404	это по	1	1
405	в развитии	45	1
406	исследования в	1	1
407	в которой	8	1
408	идет в	3	1
409	лишь в	1	1
410	если так	1	1
411	но может	1	1
412	именно на	1	1
413	только один	4	1
414	об отношении	2	1
415	а не	14	1
416	мысль что	6	1
417	а по	1	1
418	значение для	4	1
419	только на	3	1
420	и их	4	1
421	чтобы она	1	1
422	один раз	3	1
423	можно было	11	1
424	в форме	1	1
425	за пределы	4	1
426	а между	1	1
427	но только	4	1
428	конечно в	1	1
429	вместо того	5	1
430	тем и	2	1
431	себя на	1	1
432	факт что	1	1
433	и хотя	2	1
434	даже не	1	1
435	большое значение	1	1
436	толстой и	2	1
437	доходит до	1	1
438	и знает	1	1
439	и тонкие	1	1
440	к проблемам	1	1
441	в истории	3	1
442	даже самый	1	1
443	по своей	7	1
444	что когда	2	1
445	ту же	5	1
446	ребенок не	7	1
447	в обоих	2	1
448	над ним	1	1
449	говорили что	2	1
450	на всю	2	1
451	самого начала	8	1
452	должны были	3	1
453	перед ним	1	1
454	в настоящей	4	1
455	и т.д	6	1
456	он еще	3	1
457	всего этого	1	1
458	но этот	3	1
459	в какой-то	1	1
460	с другим	1	1
461	значение и	1	1
462	это же	1	1
463	последнее слово	1	1
464	могло быть	1	1
465	знает и	1	1
466	известной степени	1	1
467	к ним	2	1
468	может ли	2	1
469	в точности	1	1
470	он в	3	1
471	к ней	1	1
472	понятие в	2	1
473	как мы	20	1
474	самой своей	2	1
475	им всем	1	1
476	и о	1	1
477	сказывается на	2	1
478	в голове	2	1
479	ко всей	2	1
480	где на	1	1
481	т.д не	1	1
482	речи в	7	1
483	наряду с	3	1
484	той же	7	1
485	и др	1	1
486	ответа на	1	1
487	по сравнению	9	1
488	это мы	3	1
489	самой природе	2	1
490	виде и	1	1
491	только по	4	1
492	на пороге	4	1
493	обратимся к	1	1
494	детском уме	1	1
495	быть в	3	1
496	в высшей	3	1
497	не значит	1	1
498	на улице	2	1
499	слова в	3	1
500	и от	2	1
501	и есть	8	1
502	общепринятый взгляд	1	1
503	же слова	1	1
504	с которым	2	1
505	входят в	1	1
506	все время	3	1
507	в понятие	1	1
508	в общем	1	1
509	на этот	9	1
510	является необходимой	1	1
511	они сами	1	1
512	всегда оказывается	1	1
513	исходит из	2	1
514	что без	1	1
515	как во	1	1
516	этого слова	3	1
517	например в	1	1
518	в период	1	1
519	что именно	4	1
520	а это	3	1
521	понимал что	2	1
522	что вместе	2	1
523	но если	7	1
524	о своих	1	1
525	в сфере	9	1
526	в области	19	1
527	и по	5	1
528	нуждается в	3	1
529	это в	2	1
530	всяком случае	2	1
531	на котором	3	1
532	для чего	1	1
533	конце концов	2	1
534	не удалось	1	1
535	событий и	1	1
536	это сказывается	1	1
537	распадается на	1	1
538	этими словами	1	1
539	не из	1	1
540	устной речи	24	1
541	поэтому за	1	1
542	и совершенно	1	1
543	и наконец	3	1
544	что на	2	1
545	эту тему	1	1
546	известной мере	1	1
547	с того	3	1
548	на ту	1	1
549	с каким	2	1
550	и использует	1	1
551	строится на	1	1
552	обратиться к	2	1
553	по нашему	1	1
554	поэтому он	2	1
555	внимания но	1	1
556	высшей степени	3	1
557	сильнее и	1	1
