N	2gram	Tiupa_Teor	VerxiiNi
163	без остатка	3	2
164	а также	7	2
165	в виду	5	2
166	одним из	3	2
167	направляется к	1	2
168	мысль о	1	2
169	по существу	1	2
170	именно в	3	2
171	и действительно	1	2
172	героев и	1	2
173	между этими	1	2
174	можно назвать	1	2
175	с одним	1	2
176	одновременно и	1	2
177	в одно	2	2
178	при таком	1	2
179	области духовной	1	2
180	никем не	2	2
181	по своему	4	2
182	приводит к	6	2
183	отличается от	2	2
184	по своим	1	2
185	о котором	1	2
186	особенно в	1	2
187	после его	1	2
188	еще не	6	2
189	во всех	3	2
190	и мир	1	2
191	совершенно иной	2	2
192	если не	1	2
193	наконец в	1	2
194	то ни	2	2
195	либо в	2	2
196	между тем	5	2
197	в свою	4	2
198	не всегда	2	2
199	есть как	2	2
200	быть и	2	2
201	связана с	1	2
202	и больше	2	2
203	не могло	2	2
204	и является	2	2
205	заключает в	1	2
206	тем и	1	2
207	вслед за	3	2
208	и это	2	2
209	превращается в	2	2
210	по своей	8	2
211	же время	8	2
212	или иное	1	2
213	еще на	1	2
214	состоит в	22	2
215	жизни по	1	2
216	же самое	1	2
217	человек должен	1	2
218	он в	1	2
219	общего с	1	2
220	сказать что	4	2
221	которые в	1	2
222	не могла	1	2
223	к которому	3	2
224	или иной	7	2
225	те и	1	2
226	жизни и	1	2
227	но если	1	2
228	иной раз	1	2
229	оно является	1	2
230	на то	1	2
231	из этого	1	2
232	с его	6	2
233	для этого	1	2
234	то или	1	2
235	в самой	2	2
236	и особенно	2	2
237	тот же	1	2
238	той или	3	2
239	его можно	1	2
240	или иным	4	1
241	души и	1	1
242	в той	2	1
243	как основной	1	1
244	индивидуальности и	1	1
245	культура есть	1	1
246	представить себе	1	1
247	мире и	2	1
248	то в	2	1
249	на почве	5	1
250	первую очередь	1	1
251	не так	1	1
252	к общему	1	1
253	не принадлежат	2	1
254	в свое	1	1
255	во втором	3	1
256	случае мы	1	1
257	или к	1	1
258	в состав	6	1
259	мы видим	1	1
260	в душе	9	1
261	случае в	1	1
262	в повседневном	1	1
263	собой и	1	1
264	можно говорить	1	1
265	не позволяет	1	1
266	значение в	1	1
267	этого в	1	1
268	тоже не	1	1
269	между этим	1	1
270	и конечно	1	1
271	свою очередь	3	1
272	она и	1	1
273	указывает на	1	1
274	они не	1	1
275	может не	1	1
276	данном случае	5	1
277	что такое	2	1
278	рефлексия не	1	1
279	в момент	3	1
280	миропорядка и	3	1
281	живое существо	1	1
282	первом случае	1	1
283	должно быть	1	1
284	время и	1	1
285	зависит от	1	1
286	не удовлетворяясь	1	1
287	как к	5	1
288	несколько иной	1	1
289	его с	1	1
290	с системой	1	1
291	для себя	3	1
292	он выступает	1	1
293	обе эти	1	1
294	это не	4	1
295	что сама	2	1
296	именно к	1	1
297	а тот	1	1
298	дело с	1	1
299	идет о	2	1
300	связей с	1	1
301	не для	1	1
302	а и	5	1
303	представляют собой	1	1
304	неизмеримо более	1	1
305	с ним	1	1
306	это уже	1	1
307	о чем	3	1
308	внутренней стороны	1	1
309	в сущности	1	1
310	в ее	6	1
311	как раз	3	1
312	такое же	1	1
313	одном и	1	1
314	он решительно	1	1
315	чем у	1	1
316	все и	1	1
317	и через	1	1
318	как объекты	1	1
319	как субъекты	1	1
320	существующее в	2	1
321	сама жизнь	1	1
322	слове о	2	1
323	ритмическом отношении	1	1
324	по образцу	1	1
325	у нас	2	1
326	на которой	1	1
327	это и	2	1
328	в миропорядке	8	1
329	ни в	5	1
330	и делает	1	1
331	в широком	1	1
332	картина мира	6	1
333	существенно отличается	1	1
334	другой стороны	6	1
335	но одно	1	1
336	к не	1	1
337	не является	5	1
338	с их	2	1
339	с собой	1	1
340	весь мир	1	1
341	таком случае	2	1
342	все прочие	3	1
343	у него	2	1
344	за это	1	1
345	в их	4	1
346	в данном	9	1
347	его в	4	1
348	высокое место	1	1
349	их не	1	1
350	в своих	1	1
351	чтобы в	1	1
352	это всегда	1	1
353	к искусству	1	1
354	в соответствии	3	1
355	не более	1	1
356	самом деле	2	1
357	в первом	2	1
358	и некоторые	2	1
359	как видно	1	1
360	а во-вторых	1	1
361	к чему	2	1
362	этом может	1	1
363	о мире	1	1
364	этом не	1	1
365	жизнь в	1	1
366	что его	1	1
367	всех его	1	1
368	таково в	1	1
369	в особый	1	1
370	этим и	1	1
371	заключается в	2	1
372	но эта	1	1
373	которое в	1	1
374	одновременно с	1	1
375	тем что	1	1
376	за свою	1	1
377	и том	1	1
378	значения и	2	1
379	если он	1	1
380	том или	1	1
381	в жизни	3	1
382	отношения к	4	1
383	видно из	1	1
384	и другим	1	1
385	встречается лишь	1	1
386	ценностей и	1	1
387	личности с	1	1
388	как и	6	1
389	среди прочих	1	1
390	с ними	2	1
391	многих других	1	1
392	к нам	2	1
393	и вокруг	1	1
394	их в	3	1
395	вследствие того	1	1
396	а именно	3	1
397	на земле	1	1
398	не есть	1	1
399	только то	1	1
400	в своей	8	1
401	в слове	4	1
402	над тем	1	1
403	на этом	2	1
404	как в	5	1
405	никто не	3	1
406	мира и	4	1
407	перед собой	1	1
408	ли не	1	1
409	от этого	1	1
410	или ином	1	1
411	остается лишь	1	1
412	в такой	1	1
413	эту сторону	1	1
414	связь со	1	1
415	тем или	2	1
416	однако это	1	1
417	после того	1	1
418	другому человеку	1	1
419	бесконечно и	1	1
420	различие между	1	1
421	в себя	5	1
422	это было	2	1
423	себя не	1	1
424	вследствие этого	2	1
425	роль в	3	1
426	на его	1	1
427	в сторону	3	1
428	в каждой	1	1
429	всей своей	2	1
430	в чем	2	1
431	в каком	2	1
432	жизни на	2	1
433	нет в	1	1
434	культуры в	3	1
435	это тоже	2	1
436	жизни то	2	1
437	на себе	1	1
438	в одной	1	1
439	тем более	2	1
440	впрочем достаточно	1	1
441	спрашивает себя	1	1
442	казалось бы	2	1
443	что они	2	1
444	бы в	1	1
445	в ритмическом	2	1
446	мере в	1	1
447	на них	1	1
448	людей в	1	1
449	с этим	1	1
450	все они	1	1
451	но этим	1	1
452	и того	4	1
453	еще и	2	1
454	могли бы	2	1
455	ни к	3	1
456	совершенно не	1	1
457	в первую	1	1
458	в уста	1	1
459	не существует	1	1
460	что от	1	1
461	жизни а	2	1
462	и более	1	1
463	не могли	2	1
464	и состоит	2	1
465	да и	1	1
466	когда на	1	1
467	и пр	1	1
468	отличие от	7	1
469	между собой	3	1
470	жизни он	1	1
471	что высшей	1	1
472	на задний	1	1
473	не означает	1	1
474	по тем	1	1
475	эти последние	1	1
476	круговорот бытия	1	1
477	единое целое	2	1
478	каждом из	1	1
479	которой не	1	1
480	до нас	1	1
481	роли в	5	1
482	а весь	1	1
483	мира как	1	1
484	других для	1	1
485	духовной жизни	2	1
486	личность с	1	1
487	чистом виде	1	1
488	что этому	1	1
489	совпадает с	4	1
490	эти два	1	1
491	чему не	1	1
492	входит в	4	1
493	именно потому	1	1
494	чтобы такое	1	1
495	полку игореве	2	1
496	живет в	1	1
497	имеются и	2	1
498	ничто не	1	1
499	не должно	1	1
500	одну из	2	1
501	телесной оболочкой	1	1
502	отчет в	1	1
503	совсем не	1	1
504	не по	1	1
505	этим определяется	1	1
506	героем и	1	1
507	о полку	2	1
508	стоит и	1	1
509	и одной	2	1
510	дело не	2	1
511	а через	1	1
512	является его	1	1
513	всегда так	1	1
514	это по	1	1
515	с помощью	1	1
516	что касается	1	1
517	а по	1	1
518	только на	2	1
519	и их	1	1
520	в которую	1	1
521	с эпохи	1	1
522	речь идет	2	1
523	к одному	2	1
524	к области	3	1
525	начинается с	1	1
526	а между	1	1
527	их расположение	1	1
528	иметь в	1	1
529	или его	1	1
530	по отношению	10	1
531	слова с	1	1
532	не следует	4	1
533	и до	1	1
534	к нашим	1	1
535	от своего	2	1
536	из нас	1	1
537	на каждом	1	1
538	участвовать в	1	1
539	тогда как	18	1
540	в самостоятельный	1	1
541	не представляет	1	1
542	когда мы	1	1
543	не совпадает	1	1
544	в глаза	2	1
545	всего что	1	1
546	смысла и	1	1
547	на это	1	1
548	было бы	1	1
549	имеем в	3	1
550	этого мира	1	1
551	на одну	1	1
552	задний план	1	1
553	чем с	1	1
554	вступают в	1	1
555	в отличие	7	1
556	следит за	1	1
557	человеческой жизни	3	1
558	одного из	1	1
559	настоящее время	1	1
560	впервые в	1	1
561	времени старого	1	1
562	однако в	7	1
563	в сфере	1	1
564	тем же	2	1
565	затем в	1	1
566	по себе	2	1
567	а у	1	1
568	на не	1	1
569	ролью в	1	1
570	могут быть	5	1
571	о его	2	1
572	человека и	2	1
573	душевное состояние	1	1
574	целого и	1	1
575	соответствии с	2	1
576	у всякого	1	1
577	но именно	1	1
578	в нашем	4	1
579	с этими	1	1
580	может показаться	1	1
581	и есть	1	1
582	место в	7	1
583	во всей	3	1
584	более высокое	1	1
585	том же	1	1
586	неизбежно заключает	1	1
587	времени в	2	1
588	в сознании	1	1
589	же в	1	1
590	что она	2	1
591	бытия и	1	1
592	культуры ибо	1	1
593	бы быть	1	1
594	в уме	1	1
595	происходит в	1	1
596	и прежде	2	1
597	чаще всего	1	1
598	этого слова	4	1
599	до известной	2	1
600	и его	11	1
601	мира в	3	1
602	известной степени	3	1
603	под именем	1	1
604	образ его	1	1
605	что даже	1	1
606	даже в	3	1
607	целого которые	1	1
608	события в	2	1
609	может и	2	1
610	нет никаких	1	1
611	к этим	1	1
612	друг друга	1	1
613	с ее	4	1
614	таким же	1	1
615	чтобы не	2	1
616	в настоящее	1	1
617	технических средств	1	1
618	и совершенно	1	1
619	своей ролью	1	1
620	дает ему	1	1
621	настоящего времени	1	1
622	пришлось бы	1	1
623	себя в	7	1
624	и ее	4	1
625	здесь не	2	1
626	одного и	4	1
627	случае еще	1	1
628	есть не	1	1
629	могли быть	1	1
630	совершается в	1	1
631	то время	1	1
632	мира с	2	1
633	искусства не	1	1
634	он должен	3	1
635	той же	1	1
636	котором он	1	1
