N	2gram	Bakhtin_sl	Problemy
162	сознания и	1	11
163	она не	8	11
164	или как	4	11
165	более того	5	11
166	в речах	3	10
167	самого начала	1	10
168	авторского слова	2	10
169	слово не	3	10
170	что не	1	10
171	сих пор	4	10
172	свой предмет	3	10
173	с чужим	15	10
174	двух голосов	1	10
175	в него	9	10
176	до сих	4	10
177	в слове	11	10
178	приводит к	2	10
179	той же	3	10
180	в самой	1	10
181	романах достоевского	1	10
182	к одному	1	10
183	слова с	3	10
184	далеко не	7	10
185	как не	1	10
186	лишь как	3	10
187	отношение к	8	10
188	ведь и	1	10
189	в той	13	9
190	зрения на	9	9
191	другой стороны	5	9
192	в них	11	9
193	хотя бы	6	9
194	друг с	2	9
195	ивана карамазова	1	9
196	хотя и	4	9
197	но он	4	9
198	с самого	1	9
199	точек зрения	8	9
200	из одного	2	9
201	могут быть	25	9
202	в единство	2	9
203	всяком случае	7	9
204	ни в	4	9
205	да и	2	9
206	героев достоевского	1	9
207	или в	10	9
208	и потому	9	9
209	человека в	5	9
210	же и	4	8
211	в результате	4	8
212	и до	2	8
213	о том	5	8
214	мы увидим	2	8
215	чужой голос	1	8
216	все время	4	8
217	из них	3	8
218	и он	1	8
219	несмотря на	2	8
220	ни было	2	8
221	но как	2	8
222	одним из	5	8
223	здесь не	6	8
224	и у	2	8
225	и от	5	8
226	должна быть	3	8
227	был бы	2	8
228	не на	6	8
229	в монологическом	2	8
230	с ними	8	8
231	и так	1	8
232	в диалоге	1	8
233	наконец в	5	8
234	сознание и	4	8
235	из его	1	8
236	самого автора	4	8
237	его целом	1	8
238	как к	5	8
239	уже в	2	8
240	того что	4	8
241	это и	1	8
242	же не	1	8
243	с их	1	8
244	менее всего	3	8
245	с другом	2	8
246	в стиле	1	8
247	то перед	1	8
248	и о	3	8
249	от него	5	7
250	уже говорили	1	7
251	тем как	1	7
252	мысли и	1	7
253	в виду	2	7
254	на свой	1	7
255	на мир	6	7
256	в жизни	1	7
257	отличается от	3	7
258	и со	2	7
259	в себя	3	7
260	из своего	1	7
261	только на	3	7
262	сказать что	4	7
263	ее как	1	7
264	что все	2	7
265	что она	1	7
266	что они	2	7
267	все его	4	7
268	не было	4	7
269	голосов и	2	7
270	не о	1	7
271	как его	5	7
272	лишь на	3	7
273	между ними	2	7
274	себя как	2	7
275	в этих	8	7
276	и следовательно	8	7
277	во всех	25	7
278	то ни	1	7
279	если же	1	7
280	друг другу	2	7
281	и др	17	7
282	с которым	4	7
283	его к	1	7
284	и ее	3	7
285	и изображения	1	7
286	бы то	1	7
287	его с	1	7
288	например в	6	7
289	мы остановимся	1	7
290	в процессе	14	7
291	слова о	2	7
292	не входит	1	7
293	его и	5	7
294	автора и	6	7
295	он в	6	7
296	на этот	1	7
297	т д	7	7
298	точку зрения	6	7
299	тот же	1	7
300	но на	1	7
301	двуголосое слово	3	7
302	чужих слов	13	7
303	в их	6	7
304	все равно	1	7
305	в виде	4	7
306	но эта	2	7
307	сама по	2	7
308	мира и	4	7
309	к своему	11	7
310	как слово	3	7
311	и их	6	7
312	со всею	5	7
313	одной плоскости	1	7
314	во всем	3	6
315	кроме того	6	6
316	в построении	2	6
317	самому и	1	6
318	и внутренне	2	6
319	диалога в	2	6
320	не менее	4	6
321	на фоне	11	6
322	и нет	3	6
323	с этим	5	6
324	но эти	3	6
325	конечно не	7	6
326	как на	1	6
327	среди них	1	6
328	одна из	6	6
329	на почве	6	6
330	его слова	8	6
331	в драме	2	6
332	здесь с	1	6
333	и этим	3	6
334	слово слово	2	6
335	у тургенева	7	6
336	человек и	13	6
337	на этом	4	6
338	внутренней речи	3	6
339	слово как	11	6
340	выражение в	4	6
341	для его	1	6
342	а с	2	6
343	можно было	2	6
344	стиль и	2	6
345	в этой	1	6
346	себя в	14	6
347	стиля и	7	6
348	рассказ в	3	6
349	и самое	3	6
350	и здесь	5	6
351	за ним	1	6
352	в другой	2	6
353	в плоскости	1	6
354	от автора	4	6
355	отношения к	3	6
356	ни был	1	6
357	может стать	3	6
358	в которых	1	6
359	зависимости от	4	6
360	знает что	1	6
361	в основе	8	6
362	его слово	17	6
363	изображения и	2	6
364	и тон	1	6
365	в отличие	12	6
366	его художественного	1	6
367	и во	3	6
368	он может	3	6
369	друг друга	3	6
370	которым он	1	6
371	не принимает	1	6
372	но с	1	6
373	стремится к	2	6
374	по существу	3	6
375	словом и	9	6
376	диалог в	2	6
377	интенций в	1	6
378	на его	9	6
379	на них	2	6
380	слова как	8	6
381	отличие от	13	6
382	как он	2	6
383	в начале	1	6
384	идет о	1	6
385	он знает	1	6
386	жизни и	5	6
387	на то	2	6
388	и только	2	6
389	для этого	4	6
390	речь героя	1	5
391	мире а	1	5
392	рассказ рассказчика	2	5
393	те же	3	5
394	и свой	2	5
395	с собой	1	5
396	именно в	5	5
397	отношением к	1	5
398	и тона	1	5
399	по своим	6	5
400	мир и	1	5
401	одного контекста	1	5
402	на материале	2	5
403	авторской интенции	1	5
404	авторских интенций	9	5
405	а между	2	5
406	слово без	1	5
407	одном слове	1	5
408	в зависимости	4	5
409	того же	7	5
410	крайней мере	1	5
411	творчество достоевского	1	5
412	слов в	2	5
413	два голоса	4	5
414	зрения и	4	5
415	в чем	2	5
416	той или	13	5
417	авторским словом	4	5
418	установки на	1	5
419	как объект	1	5
420	ибо в	1	5
421	однако в	3	5
422	его как	3	5
423	бы его	2	5
424	что может	1	5
425	в общем	1	5
426	автора как	1	5
427	словом в	8	5
428	себе как	2	5
429	один из	9	5
430	та же	1	5
431	в последнем	1	5
432	то есть	46	5
433	он только	1	5
434	ним и	2	5
435	в сказе	1	5
436	него нет	3	5
437	со всеми	3	5
438	поэтому и	7	5
439	все то	2	5
440	с таким	3	5
441	рассказчика и	3	5
442	героев и	2	5
443	на протяжении	3	5
444	вместе с	3	5
445	слово рассказчика	1	5
446	по крайней	1	5
447	совершенно не	2	5
448	но у	1	5
449	но здесь	5	5
450	мы не	4	5
451	слов и	5	5
452	нет и	1	5
453	но именно	5	5
454	том же	4	5
455	в ее	2	5
456	и то	2	5
457	они не	3	5
458	голоса в	2	5
459	того и	1	5
460	он как	1	5
461	чужой акцент	2	5
462	слова но	2	5
463	авторские интенции	6	5
464	в обычном	1	5
465	слова на	3	5
466	является лишь	3	5
467	по своему	2	5
468	нисколько не	3	5
469	лежит в	5	5
470	в скрытой	1	5
471	не укладывается	2	5
472	в ней	7	5
473	быть и	6	5
474	есть и	1	5
475	в чужих	3	5
476	с человеком	1	5
477	или иной	13	5
478	тому что	2	5
479	мира в	2	5
480	является в	1	4
481	все что	1	4
482	оно стремится	1	4
483	мы и	2	4
484	с этой	3	4
485	без исключения	2	4
486	еще более	7	4
487	плоскости с	1	4
488	чужую речь	2	4
489	свое слово	2	4
490	нами в	3	4
491	среди других	3	4
492	более или	5	4
493	в духе	3	4
494	в первом	3	4
495	такой образ	2	4
496	тона и	2	4
497	слово может	3	4
498	основной особенности	1	4
499	в одно	2	4
500	европейского романа	7	4
501	как чужое	1	4
502	он был	1	4
503	даже и	4	4
504	всем этим	2	4
505	автора в	2	4
506	за собой	1	4
507	каждое слово	5	4
508	в свете	3	4
509	но этот	1	4
510	чужом слове	4	4
511	его за	1	4
512	или менее	5	4
513	находится в	1	4
514	входят в	3	4
515	во всей	1	4
516	для понимания	3	4
517	на предмет	4	4
518	от них	1	4
519	на котором	3	4
520	они могут	7	4
521	его голос	1	4
522	его собственного	1	4
523	установка на	8	4
524	он тоже	1	4
525	поэтому в	1	4
526	тем не	2	4
527	которого он	3	4
528	что такое	1	4
529	не была	3	4
530	связи с	4	4
531	в которой	4	4
532	речи героя	2	4
533	и говорит	1	4
534	дано в	2	4
535	внутреннюю речь	1	4
536	характер и	2	4
537	то в	2	4
538	время как	2	4
539	слово здесь	3	4
540	не есть	2	4
541	в сторону	1	4
542	в эту	3	4
543	на себе	2	4
544	остается в	5	4
545	стиля в	2	4
546	оно не	12	4
547	одному голосу	1	4
548	если оно	2	4
549	к слову	2	4
550	эти слова	4	4
551	именно потому	1	4
552	речи и	4	4
553	его внутренней	1	4
554	одно и	3	4
555	им и	1	4
556	но только	1	4
557	а вовсе	4	4
558	ни были	3	4
559	изображения в	3	4
560	в едином	2	4
561	слово у	2	4
562	в направлении	2	4
563	протяжении всего	1	4
564	не значит	2	4
565	с ее	6	4
566	всех этих	8	4
567	мы видели	3	4
568	непосредственное выражение	1	4
569	даны в	1	4
570	разобранные нами	1	4
571	переходит в	3	4
572	своего собственного	1	4
573	с миром	1	4
574	романа в	5	4
575	речи как	3	4
576	конечно и	3	4
577	и действительно	1	4
578	бы не	1	4
579	героев в	1	4
580	установкой на	4	4
581	вследствие этого	1	4
582	здесь нет	1	4
583	то он	1	4
584	то и	1	4
585	и если	1	4
586	одном сознании	1	4
587	и лишь	1	4
588	о своем	1	4
589	каждый из	1	4
590	а лишь	2	4
591	вне его	4	4
592	сами по	1	4
593	к миру	1	4
594	идеологической позиции	1	4
595	со словом	4	4
596	как предмет	4	4
597	только с	3	4
598	словом о	2	4
599	пародийное слово	1	4
600	он должен	1	4
601	слова героя	1	4
602	заставляет его	2	4
603	что оно	4	4
604	мир в	1	4
605	перестает быть	2	4
606	романа но	3	4
607	этом отношении	2	4
608	в формах	1	4
609	в литературе	1	4
610	со своим	13	4
611	здесь в	6	4
612	в диалогах	2	4
613	собственного слова	1	4
614	вообще не	4	4
615	и без	1	4
616	слова не	5	4
617	к концу	1	4
618	войти в	2	4
619	это было	2	4
620	ибо и	1	4
621	об этом	1	4
622	особенно в	3	4
623	бы ни	3	4
624	всех возможных	1	4
625	жизнь и	1	4
626	также и	5	4
627	только так	1	4
628	и слова	6	4
629	другим и	1	4
630	единство романа	1	4
631	конечно в	2	4
632	еще в	1	4
633	стороны и	3	4
634	от того	1	4
635	слова его	5	4
636	его отношение	1	4
637	оно должно	1	4
638	в чужом	4	4
639	своего слова	2	4
640	и прежде	1	4
641	себе еще	1	4
642	таким же	1	4
643	мы сказали	6	4
644	момент его	4	4
645	с которыми	2	3
646	диалога и	1	3
647	чужой мысли	1	3
648	нем в	6	3
649	от власти	1	3
650	от времени	1	3
651	дана как	1	3
652	говорить о	2	3
653	может служить	1	3
654	о чем	1	3
655	в большей	3	3
656	какой бы	1	3
657	говорит о	1	3
658	а затем	1	3
659	и само	2	3
660	но что	1	3
661	в рамки	4	3
662	героя как	1	3
663	жизнь в	2	3
664	есть в	1	3
665	его романа	1	3
666	автор в	1	3
667	они ни	1	3
668	большей или	5	3
669	сосуществование и	1	3
670	в жизненно-практической	1	3
671	можно сказать	2	3
672	здесь конечно	1	3
673	в данном	5	3
674	чужих устах	1	3
675	направлено на	1	3
676	быть более	1	3
677	слову и	1	3
678	свой голос	3	3
679	между двумя	1	3
680	голосов но	1	3
681	увидим что	1	3
682	в различных	1	3
683	направленное на	1	3
684	точке зрения	2	3
685	с авторской	2	3
686	и еще	1	3
687	прямое авторское	2	3
688	одной из	4	3
689	в реальном	1	3
690	и вообще	2	3
691	знает только	2	3
692	что говорит	1	3
693	в эти	1	3
694	его образа	1	3
695	свои собственные	2	3
696	кажется нам	1	3
697	голоса героя	1	3
698	признания и	1	3
699	всего в	1	3
700	только не	2	3
701	мы видим	2	3
702	по преимуществу	5	3
703	как такового	3	3
704	о слове	7	3
705	и среди	2	3
706	сознания с	1	3
707	даже там	1	3
708	она в	1	3
709	романа как	2	3
710	сознание в	1	3
711	узком смысле	13	3
712	него самого	1	3
713	и герой	1	3
714	в напряженном	1	3
715	чем у	1	3
716	сочетаются в	1	3
717	этими двумя	1	3
718	это очень	1	3
719	эта форма	3	3
720	чем в	3	3
721	до простой	1	3
722	что его	1	3
723	например у	3	3
724	весь его	1	3
725	в таком	5	3
726	не бывает	1	3
727	целом ряде	1	3
728	в устах	1	3
729	человек в	6	3
730	этого диалога	3	3
731	следовательно и	4	3
732	между собой	3	3
733	в смысле	7	3
734	вводит в	1	3
735	и мир	9	3
736	именно как	3	3
737	могли бы	2	3
738	мы можем	1	3
739	внутренний голос	1	3
740	почти на	1	3
741	от характера	1	3
742	очень часто	1	3
743	не дает	1	3
744	ту же	5	3
745	совсем не	1	3
746	и внутреннюю	1	3
747	по своей	2	3
748	не сливается	1	3
749	или меньшей	5	3
750	ни одной	1	3
751	на который	1	3
752	и есть	2	3
753	своего художественного	1	3
754	значение в	2	3
755	и по	3	3
756	меньшей степени	4	3
757	чтобы не	1	3
758	в один	2	3
759	и особенно	2	3
760	такой человек	1	3
761	вне себя	5	3
762	завершенный образ	1	3
763	как таковой	1	3
764	он стремится	1	3
765	в основном	7	3
766	которых мы	3	3
767	и при	2	3
768	романа и	8	3
769	дан в	1	3
770	от этой	3	3
771	нам важна	1	3
772	сводится к	1	3
773	том и	2	3
774	совершенно иное	1	3
775	там в	1	3
776	самом предмете	3	3
777	и самая	3	3
778	и одновременно	2	3
779	и единство	2	3
780	существенно и	2	3
781	обращается к	1	3
782	или наоборот	1	3
783	то время	2	3
784	них он	1	3
785	увидеть и	1	3
786	только себя	1	3
787	в кавычки	6	3
788	слове и	2	3
789	определяет все	1	3
790	все они	9	3
791	поэтому слово	1	3
792	не является	3	3
793	в диалог	1	3
794	слова которое	1	3
795	за всеми	2	3
796	как целое	1	3
797	с авторским	3	3
798	который не	1	3
799	высказывания и	3	3
800	того чтобы	1	3
801	можно лишь	1	3
802	слияние голосов	1	3
803	и уже	1	3
804	может войти	1	3
805	именно на	3	3
806	вступает в	2	3
807	и реплика	1	3
808	чужими словами	1	3
809	как например	1	3
810	о способах	1	3
811	глубокое и	2	3
812	без всякого	2	3
813	если мы	2	3
814	мог бы	1	3
815	авторской речи	11	3
816	лишь о	1	3
817	слова он	1	3
818	в сознании	3	3
819	есть только	1	3
820	этот второй	2	3
821	правда в	1	3
822	голос в	1	3
823	не из	2	3
824	же он	1	3
825	выходит за	3	3
826	его можно	1	3
827	автора но	1	3
828	автора а	1	3
829	связан с	2	3
830	именно к	3	3
831	этом случае	4	3
832	или к	3	3
833	данном случае	3	3
834	такого героя	1	3
835	того как	2	3
836	сам в	2	3
837	сколько в	1	3
838	речь и	3	3
839	современная стилистика	1	3
840	которых он	1	3
841	что так	1	3
842	в других	4	3
843	у нас	2	3
844	внутренняя речь	1	3
845	этого не	1	3
846	и всякое	2	3
847	у толстого	5	3
848	в руках	1	3
849	дело в	2	3
850	места в	1	3
851	слова слово	1	3
852	на тему	1	3
853	чужие слова	4	3
854	жизнь слова	2	3
855	или даже	5	3
856	так в	2	3
857	на одном	1	3
858	словом как	2	3
859	и могут	1	3
860	но уже	2	3
861	дело и	2	3
862	интенции автора	3	3
863	но конечно	1	3
864	прямым авторским	1	3
865	оно может	3	3
866	предметом изображения	1	3
867	чужой речи	23	3
868	того или	2	3
869	реагирует на	1	3
870	он говорит	1	3
871	а его	2	3
872	предмет изображения	1	3
873	отлично знает	1	3
874	и внутренняя	1	3
875	из этих	3	3
876	выйти за	1	3
877	не с	5	3
878	у ивана	1	3
879	человека и	3	3
880	карамазова и	1	3
881	в районе	2	3
882	двуголосого слова	4	3
883	находиться в	1	3
884	которые в	4	3
885	в пространстве	1	3
886	в узком	13	3
887	же в	2	3
888	и эта	2	3
889	нуждается в	3	3
890	этого стиля	2	3
891	то все	1	3
892	все возможные	1	3
893	прямой и	4	3
894	и себе	1	3
895	в чисто	4	3
896	не слышит	1	3
897	себе а	1	3
898	мы наблюдаем	2	2
899	в категории	1	2
900	последней смысловой	4	2
901	и другие	3	2
902	в душе	1	2
903	в настоящем	1	2
904	этого необходимо	1	2
905	возможно лишь	1	2
906	со всем	1	2
907	с одними	1	2
908	слово языка	2	2
909	которая в	1	2
910	идеологического творчества	3	2
911	из всех	1	2
912	всею ясностью	2	2
913	его он	1	2
914	и говорить	1	2
915	осознания и	1	2
916	одному из	2	2
917	одно из	1	2
918	объектности чужого	1	2
919	не столько	4	2
920	роман в	4	2
921	служить своим	1	2
922	он остается	1	2
923	нами уже	1	2
924	такими же	1	2
925	вот что	1	2
926	с прямым	1	2
927	для осуществления	1	2
928	слово его	1	2
929	тонах и	1	2
930	весь этот	1	2
931	его мире	1	2
932	где они	4	2
933	социальной группы	2	2
934	прямо сказать	3	2
935	в корне	1	2
936	его на	2	2
937	романа который	1	2
938	предмет и	1	2
939	а именно	2	2
940	оценок и	4	2
941	поэтому диалог	1	2
942	роль в	4	2
943	укладывается в	2	2
944	весь роман	1	2
945	души в	1	2
946	становится предметом	2	2
947	самого слова	2	2
948	сделать его	1	2
949	установку на	1	2
950	слово конечно	1	2
951	его интенции	1	2
952	неразрывной связи	1	2
953	и стилей	3	2
954	как стиль	1	2
955	своему герою	1	2
956	мир как	1	2
957	и того	1	2
958	ними и	1	2
959	во все	1	2
960	еще далеко	1	2
961	быть не	1	2
962	всегда с	1	2
963	объектная тень	2	2
964	на языке	2	2
965	слово диалогически	1	2
966	силы и	1	2
967	одно высказывание	1	2
968	время от	1	2
969	конечно что	2	2
970	только как	2	2
971	и свое	1	2
972	но даже	1	2
973	в нескольких	1	2
974	и идеологической	2	2
975	заключено в	1	2
976	для того	2	2
977	не всегда	1	2
978	в этот	1	2
979	из самого	1	2
980	с помощью	5	2
981	с внутренними	1	2
982	когда она	2	2
983	между отдельными	1	2
984	выступает здесь	2	2
985	всего как	1	2
986	в кругозоре	1	2
987	точками зрения	4	2
988	на пути	1	2
989	его именно	2	2
990	чем его	1	2
991	определяется его	1	2
992	даже с	1	2
993	отметить что	3	2
994	свою очередь	3	2
995	социальной действительности	1	2
996	ничего что	1	2
997	слов о	4	2
998	диалог не	2	2
999	художественного изображения	11	2
1000	во всякой	1	2
1001	в контексте	5	2
1002	нем он	2	2
1003	должно ощущаться	1	2
1004	никаких новых	1	2
1005	подошли к	1	2
1006	такая же	2	2
1007	самого говорящего	1	2
1008	быть в	1	2
1009	в нашем	1	2
1010	же слова	1	2
1011	их сознания	1	2
1012	материал в	2	2
1013	мы чувствуем	1	2
1014	монологического высказывания	1	2
1015	к этому	3	2
1016	он живет	1	2
1017	а следовательно	2	2
1018	очень чутко	1	2
1019	его голоса	1	2
1020	голоса и	4	2
1021	и становится	2	2
1022	идеологическое слово	2	2
1023	лишь там	1	2
1024	этого и	1	2
1025	она имеет	1	2
1026	представим себе	1	2
1027	к различным	2	2
1028	произведения и	2	2
1029	собой в	1	2
1030	и заставляет	3	2
1031	с одной	7	2
1032	на том	2	2
1033	пор совершенно	1	2
1034	начинает звучать	2	2
1035	у каждого	2	2
1036	его но	3	2
1037	значительной степени	6	2
1038	его внутренняя	1	2
1039	в качестве	4	2
1040	не способны	1	2
1041	находит свое	1	2
1042	самый предмет	1	2
1043	и других	5	2
1044	чужое высказывание	3	2
1045	и единого	2	2
1046	прежде чем	1	2
1047	слово оно	3	2
1048	в тонах	3	2
1049	полемики с	1	2
1050	из уст	1	2
1051	между этими	3	2
1052	и создает	2	2
1053	эти три	1	2
1054	и она	2	2
1055	же как	2	2
1056	одном из	1	2
1057	можем сказать	1	2
1058	можно прямо	3	2
1059	не существенно	1	2
1060	предмет слово	1	2
1061	от этого	2	2
1062	свою прямую	1	2
1063	его жизни	1	2
1064	больше всего	1	2
1065	был не	1	2
1066	не нужно	1	2
1067	что как	2	2
1068	особенности слова	1	2
1069	не был	2	2
1070	своим новым	1	2
1071	здесь как	3	2
1072	свои интенции	4	2
1073	есть свой	2	2
1074	становится здесь	1	2
1075	что же?	1	2
1076	авторского контекста	1	2
1077	ведь в	1	2
1078	иногда же	1	2
1079	мысль и	1	2
1080	в лучшем	3	2
1081	в высшем	1	2
1082	мы говорили	2	2
1083	остается вне	4	2
1084	для наших	1	2
1085	и речи	4	2
1086	стилизации в	1	2
1087	дело далеко	1	2
1088	или же	1	2
1089	в роман	22	2
1090	самом рассказе	1	2
1091	автора о	1	2
1092	бы они	1	2
1093	оно и	4	2
1094	своего времени	1	2
1095	не могла	2	2
1096	интенции в	1	2
1097	почти всегда	3	2
1098	также не	1	2
1099	образ человека	1	2
1100	нем и	5	2
1101	и глубоко	1	2
1102	что для	1	2
1103	но есть	1	2
1104	не входят	2	2
1105	них не	2	2
1106	без дистанции	2	2
1107	столь же	2	2
1108	художественного произведения	1	2
1109	бы оно	1	2
1110	же мы	1	2
1111	из этого	3	2
1112	которые были	2	2
1113	как точка	1	2
1114	и следует	3	2
1115	же предмете	1	2
1116	отнюдь не	1	2
1117	явления в	1	2
1118	независимо от	1	2
1119	и чужого	4	2
1120	одного и	1	2
1121	слова она	1	2
1122	становится объектом	2	2
1123	в особенности	10	2
1124	к сожалению	1	2
1125	значит конечно	2	2
1126	очень важно	1	2
1127	прямо и	4	2
1128	а потому	1	2
1129	во втором	1	2
1130	социальной жизни	1	2
1131	из возможных	1	2
1132	как с	2	2
1133	бульварного романа	1	2
1134	в самый	1	2
1135	выдает за	1	2
1136	тогда когда	2	2
1137	как один	1	2
1138	смысле слова	2	2
1139	и должно	1	2
1140	такого диалога	1	2
1141	речь как	1	2
1142	освободиться от	1	2
1143	и романа	1	2
1144	он работает	1	2
1145	оглядки на	1	2
1146	не исчерпывается	3	2
1147	и слов	1	2
1148	для них	2	2
1149	слова довлеющего	1	2
1150	подходит к	1	2
1151	же основной	1	2
1152	этой точки	1	2
1153	оно ни	1	2
1154	от своего	1	2
1155	иметь в	1	2
1156	с ней	2	2
1157	произведения в	2	2
1158	о самом	1	2
1159	монологический контекст	1	2
1160	слово направлено	1	2
1161	месте и	1	2
1162	не поддается	1	2
1163	в различные	2	2
1164	словом но	2	2
1165	же слово	3	2
1166	в одних	1	2
1167	эти явления	2	2
1168	и они	1	2
1169	к его	1	2
1170	подхода к	5	2
1171	героя на	1	2
1172	вне кругозора	1	2
1173	эта тема	1	2
1174	своему смыслу	1	2
1175	речь в	2	2
1176	своеобразие и	1	2
1177	при всех	2	2
1178	из которого	2	2
1179	на их	1	2
1180	пародийной стилизации	2	2
1181	авантюрного романа	1	2
1182	словом непосредственно	1	2
1183	к той	1	2
1184	лишь те	1	2
1185	на всю	3	2
1186	взаимоотношения между	2	2
1187	но оно	5	2
1188	художественный образ	3	2
1189	тем или	1	2
1190	его стиля	1	2
1191	далее и	1	2
1192	совершенно иной	1	2
1193	лишь одним	1	2
1194	и главное	2	2
1195	со всех	1	2
1196	и между	2	2
1197	в свою	4	2
1198	в значительной	6	2
1199	до достоевского	1	2
1200	и разрешить	1	2
1201	с которой	1	2
1202	его нельзя	1	2
1203	не могло	3	2
1204	и ему	1	2
1205	и об	1	2
1206	эти голоса	1	2
1207	и различные	2	2
1208	ее с	2	2
1209	целый ряд	2	2
1210	рано или	2	2
1211	литературной условности	1	2
1212	друга и	1	2
1213	чем не	1	2
1214	в истории	6	2
1215	среди которых	1	2
1216	как свой	1	2
1217	ибо он	2	2
1218	известной степени	6	2
1219	непосредственно в	1	2
1220	и там	6	2
1221	диалог двух	1	2
1222	нем не	1	2
1223	речи в	5	2
1224	автор не	4	2
1225	весь в	1	2
1226	ему ни	1	2
1227	за пределами	3	2
1228	с нею	1	2
1229	основная особенность	2	2
1230	это кажется	1	2
1231	на ряд	1	2
1232	как во	1	2
1233	оглядка на	1	2
1234	только его	1	2
1235	столько в	1	2
1236	или поздно	2	2
1237	из него	4	2
1238	входящих в	1	2
1239	его влиянием	1	2
1240	остановимся еще	1	2
1241	пародия или	1	2
1242	самое слово	2	2
1243	проникает в	1	2
1244	и миры	1	2
1245	не образ	2	2
1246	ничем не	1	2
1247	слово но	1	2
1248	иной характер	1	2
1249	произведения как	3	2
1250	его слову	2	2
1251	построении романа	1	2
1252	этот процесс	1	2
1253	же была	1	2
1254	всякое иное	1	2
1255	в поэзии	4	2
1256	в художественной	1	2
1257	новую интенцию	1	2
1258	случаев в	1	2
1259	п все	1	2
1260	пределах того	4	2
1261	образ а	1	2
1262	для всего	2	2
1263	для своего	1	2
1264	для нас	7	2
1265	самой этой	1	2
1266	их основе	2	2
1267	этой особенности	1	2
1268	чем он	2	2
1269	зрения его	1	2
1270	только он	1	2
1271	громадное значение	2	2
1272	затем и	1	2
1273	без всяких	2	2
1274	при условии	1	2
1275	материал для	1	2
1276	этот стиль	3	2
1277	образом в	4	2
1278	от всех	1	2
1279	преломления в	1	2
1280	с теми	1	2
1281	как впрочем	1	2
1282	с исключительною	1	2
1283	сознания но	1	2
1284	между героями	1	2
1285	в стороне	1	2
1286	случае не	2	2
1287	бы быть	2	2
1288	мы ее	1	2
1289	стилизации и	2	2
1290	в какой	2	2
1291	острое ощущение	1	2
1292	в еще	1	2
