N	2gram	Losev_Vesc	slovoVRo
140	в ней	14	8
141	во всем	2	7
142	же и	2	7
143	еще более	4	7
144	кроме того	5	7
145	но все	3	7
146	смысла и	8	7
147	о нем	1	7
148	том что	13	7
149	перед нами	3	7
150	но именно	3	7
151	слово и	4	7
152	здесь не	2	7
153	того же	5	7
154	по преимуществу	2	7
155	мышления и	1	7
156	у него	3	7
157	не было	4	7
158	связи с	1	7
159	в таком	1	7
160	единый и	1	7
161	мы уже	3	7
162	также и	9	7
163	ту же	2	7
164	с которым	1	7
165	жизни и	6	7
166	в целом	3	7
167	что в	11	6
168	и здесь	5	6
169	вне себя	2	6
170	дело с	1	6
171	даже в	1	6
172	в одном	6	6
173	единым и	1	6
174	ни в	11	6
175	другой стороны	3	6
176	по себе	22	6
177	конечно и	2	6
178	именно в	2	6
179	одновременно и	1	6
180	себя и	8	6
181	можно сказать	8	6
182	в свою	5	6
183	наконец в	1	6
184	говорить о	9	6
185	слов и	1	6
186	и там	1	6
187	как к	5	6
188	связан с	1	6
189	мы сказали	2	6
190	в качестве	4	6
191	бы и	9	6
192	лежит в	1	6
193	а также	1	6
194	становления и	1	6
195	единство и	1	6
196	на этом	4	6
197	хотя бы	9	6
198	стороны и	2	6
199	в новое	1	6
200	к языку	1	6
201	ничего не	12	6
202	и единственный	1	6
203	в чисто	5	6
204	должна быть	8	5
205	не как	2	5
206	и чисто	4	5
207	а затем	2	5
208	в результате	9	5
209	него нет	1	5
210	к его	2	5
211	они не	1	5
212	вместе с	4	5
213	не менее	11	5
214	о том	11	5
215	но оно	3	5
216	его и	4	5
217	не является	3	5
218	в данном	6	5
219	и более	4	5
220	мы не	8	5
221	для того	3	5
222	только на	3	5
223	каждое слово	1	5
224	языка не	1	5
225	той же	2	5
226	но он	2	5
227	в дальнейшем	1	5
228	между этими	1	5
229	уже в	2	5
230	хотя и	5	5
231	этом отношении	2	5
232	стремится к	1	5
233	с их	1	5
234	в каждый	1	5
235	как его	1	5
236	должен быть	5	5
237	в других	1	5
238	данный момент	1	5
239	и может	3	5
240	не с	8	5
241	и сам	3	5
242	оно может	3	5
243	и по	1	5
244	для этого	5	5
245	имеет дело	1	5
246	прямо и	1	4
247	до сих	1	4
248	по существу	3	4
249	оно и	4	4
250	оно было	1	4
251	или иные	1	4
252	в некоторых	1	4
253	не столько	2	4
254	в виду	2	4
255	для всех	1	4
256	со всеми	1	4
257	очень легко	1	4
258	и самая	1	4
259	если бы	8	4
260	где они	1	4
261	отношения к	3	4
262	его на	4	4
263	всегда в	1	4
264	что он	7	4
265	от его	2	4
266	ли он	1	4
267	эта внутренняя	1	4
268	так же	4	4
269	языка или	1	4
270	которая не	1	4
271	как только	6	4
272	на первый	1	4
273	к тому	3	4
274	зрения и	2	4
275	и образ	3	4
276	друг с	2	4
277	входя в	1	4
278	дело не	4	4
279	даже и	5	4
280	того чтобы	4	4
281	в другом	3	4
282	но эти	2	4
283	тогда когда	5	4
284	как вещь	9	4
285	и уже	2	4
286	те или	5	4
287	именно на	1	4
288	с этой	6	4
289	в различных	1	4
290	объединения и	1	4
291	от других	1	4
292	в чем	10	4
293	свою очередь	5	4
294	и формы	2	4
295	и во	3	4
296	новые и	1	4
297	новое время	1	4
298	и речи	1	4
299	в свой	2	4
300	однако в	3	4
301	но это	14	4
302	в системе	1	4
303	его как	2	4
304	из них	7	4
305	того что	16	4
306	формы и	1	4
307	он должен	1	4
308	что оно	10	4
309	значение в	1	4
310	одной из	1	4
311	том же	1	4
312	быть только	6	4
313	момент его	1	4
314	как раз	16	4
315	что и	11	4
316	они в	1	4
317	чем он	1	4
318	в виде	3	4
319	а на	1	4
320	в которой	5	4
321	здесь как	2	4
322	это слово	1	4
323	и как	12	4
324	же как	3	4
325	так в	1	4
326	следовательно и	2	4
327	только и	8	4
328	в себя	13	4
329	с другом	2	4
330	сих пор	1	4
331	но конечно	1	4
332	всех своих	1	4
333	оформления и	1	4
334	уже сказали	1	4
335	выражение в	3	4
336	но как	3	4
337	первый план	1	4
338	философии языка	1	4
339	в частности	3	4
340	одно и	6	4
341	из него	1	4
342	или как	3	4
343	при всем	2	4
344	литературы и	1	4
345	и о	4	4
346	в понимании	1	4
347	вообще не	6	4
348	не всегда	1	4
349	из этого	3	4
350	бы ни	3	4
351	и ее	19	4
352	есть как	3	4
353	мы видели	3	4
354	однако и	1	3
355	и другие	2	3
356	собственном смысле	4	3
357	все что	3	3
358	из многих	1	3
359	и самое	3	3
360	еще раз	1	3
361	переходит в	4	3
362	основе ее	1	3
363	его с	1	3
364	ним и	1	3
365	в разных	6	3
366	от нас	1	3
367	не требует	1	3
368	не приходится	1	3
369	и то	14	3
370	нас в	3	3
371	в связи	1	3
372	нами в	1	3
373	исторического развития	1	3
374	и они	2	3
375	в более	2	3
376	в духе	1	3
377	себя так	2	3
378	в первом	2	3
379	и единство	1	3
380	с таким	1	3
381	и событий	1	3
382	легко и	1	3
383	тем что	7	3
384	в собственном	3	3
385	в одно	2	3
386	жизни в	3	3
387	где она	2	3
388	предмета и	1	3
389	и внутренней	1	3
390	мир и	1	3
391	от этого	3	3
392	и нет	3	3
393	действительности в	3	3
394	отличается от	8	3
395	было бы	24	3
396	силы и	2	3
397	почти все	2	3
398	и социальной	1	3
399	связана с	1	3
400	как это	4	3
401	которых мы	1	3
402	но лишь	2	3
403	слово для	1	3
404	из себя	6	3
405	к проблеме	1	3
406	или иных	2	3
407	в этой	4	3
408	и до	6	3
409	как оно	4	3
410	и вообще	6	3
411	и остается	1	3
412	без всякого	7	3
413	если мы	12	3
414	на него	3	3
415	первый тип	2	3
416	в сознании	1	3
417	но эта	2	3
418	мы говорили	2	3
419	этого диалога	1	3
420	этого слова	1	3
421	при каких	1	3
422	только с	3	3
423	на котором	1	3
424	вносит в	1	3
425	они были	1	3
426	с каким	1	3
427	еще на	1	3
428	именно к	1	3
429	в свое	2	3
430	за пределами	1	3
431	ни с	8	3
432	должно быть	8	3
433	и заставляет	2	3
434	на том	1	3
435	не предполагает	4	3
436	не знаем	2	3
437	них и	2	3
438	его от	2	3
439	входить в	1	3
440	и где	1	3
441	дело в	6	3
442	сама по	7	3
443	тому что	2	3
444	в стороне	1	3
445	и без	4	3
446	лишь на	1	3
447	не есть	79	3
448	на все	2	3
449	того и	2	3
450	если она	11	3
451	между собой	2	3
452	каждый язык	1	3
453	в свете	8	3
454	нисколько не	7	3
455	это было	2	3
456	но уже	3	3
457	и это	17	3
458	не все	3	3
459	не был	2	3
460	смысл и	12	3
461	затем и	2	3
462	свое выражение	3	3
463	личности и	1	3
464	может и	3	3
465	потому что	25	3
466	следовательно в	2	3
467	и тем	7	3
468	из этих	1	3
469	как таковые	1	3
470	на нем	1	3
471	но она	3	3
472	философия языка	1	3
473	конечно в	1	3
474	и вне	2	3
475	лишь как	2	3
476	в нее	1	3
477	не выходит	1	3
478	ту сторону	1	3
479	подход к	1	3
480	к этому	2	3
481	данном случае	2	3
482	языка у	1	3
483	эта категория	1	3
484	тех или	6	3
485	нуждается в	2	3
486	степени и	2	3
487	ведь и	6	3
488	себе как	2	3
489	вещей и	12	3
490	того или	1	3
491	себя то	1	3
492	к такому	2	2
493	утверждать что	2	2
494	никак нельзя	2	2
495	заставляет его	1	2
496	оно все	1	2
497	можно говорить	2	2
498	та же	1	2
499	мы и	1	2
500	от необходимости	1	2
501	их из	1	2
502	как с	7	2
503	и свою	1	2
504	которая в	1	2
505	эти три	1	2
506	слова это	1	2
507	и вся	1	2
508	исключительно на	1	2
509	и кроме	3	2
510	перестают быть	1	2
511	есть для	2	2
512	к действительности	2	2
513	из всех	1	2
514	они уже	1	2
515	социальная жизнь	2	2
516	связанное с	1	2
517	и этого	3	2
518	неразрывно связан	1	2
519	в последние	2	2
520	как он	2	2
521	в едином	1	2
522	от этих	1	2
523	на которую	1	2
524	отличие его	1	2
525	этой точки	3	2
526	все то	2	2
527	и она	3	2
528	с такими	1	2
529	ни о	3	2
530	с ней	2	2
531	не обязательно	2	2
532	жизнь в	1	2
533	заключается в	3	2
534	г г	1	2
535	существенно и	2	2
536	из самых	3	2
537	но по	1	2
538	например и	1	2
539	то время	4	2
540	героев и	1	2
541	в жизни	5	2
542	эти явления	1	2
543	как о	5	2
544	а именно	1	2
545	возможности в	1	2
546	на себе	5	2
547	приводит к	2	2
548	да и	5	2
549	не нужно	3	2
550	они как	2	2
551	из которого	1	2
552	не пытается	1	2
553	слово от	1	2
554	но мы	1	2
555	себя от	2	2
556	второй тип	1	2
557	перестает быть	3	2
558	это и	12	2
559	ни к	3	2
560	то что	47	2
561	в котором	4	2
562	отличии от	2	2
563	нас и	1	2
564	мы увидим	1	2
565	самого же	2	2
566	во все	1	2
567	ибо в	1	2
568	то и	7	2
569	предмету и	2	2
570	в течение	1	2
571	о которых	2	2
572	только как	2	2
573	в двух	1	2
574	существенным и	1	2
575	явления и	4	2
576	из его	2	2
577	когда она	4	2
578	мы все	1	2
579	значение для	1	2
580	но они	2	2
581	существенной и	1	2
582	случае не	3	2
583	нет никакой	4	2
584	все категории	1	2
585	ее с	5	2
586	совершенно не	11	2
587	чем не	2	2
588	он есть	2	2
589	точке зрения	4	2
590	но этот	1	2
591	всегда и	1	2
592	несмотря на	6	2
593	оно требует	1	2
594	нет и	4	2
595	в сфере	6	2
596	она может	4	2
597	и у	4	2
598	в основу	1	2
599	предмета в	1	2
600	сущности и	14	2
601	это отношение	1	2
602	как от	1	2
603	для всего	2	2
604	что все	2	2
605	во всей	1	2
606	все новые	1	2
607	есть только	18	2
608	и специфической	1	2
609	на ряд	1	2
610	момент в	6	2
611	всецело в	1	2
612	свой смысл	1	2
613	а следовательно	4	2
614	у них	2	2
615	категории и	1	2
616	смысле но	1	2
617	не из	2	2
618	же он	1	2
619	не просто	23	2
620	то или	5	2
621	может очень	1	2
622	глухое и	1	2
623	смысловом и	1	2
624	в ее	8	2
625	образом на	1	2
626	от всякого	4	2
627	ближе к	2	2
628	слово слово	1	2
629	в смысловом	1	2
630	одного из	2	2
631	и такой	2	2
632	только не	5	2
633	мы видим	5	2
634	с человеком	1	2
635	не можем	3	2
636	на язык	3	2
637	указать на	1	2
638	к себе	4	2
639	основных и	1	2
640	что уже	1	2
641	своим и	1	2
642	всех возможных	1	2
643	ни было	12	2
644	образ в	2	2
645	тем не	11	2
646	его нужно	1	2
647	есть в	4	2
648	из своих	1	2
649	что для	5	2
650	на самом	1	2
651	одному и	1	2
652	у нас	9	2
653	и есть	40	2
654	слова есть	1	2
655	и единой	1	2
656	и всякой	1	2
657	бы только	2	2
658	без всяких	1	2
659	этого рода	1	2
660	от всех	5	2
661	такое понимание	1	2
662	или иначе	5	2
663	этим и	1	2
664	что она	23	2
665	и темное	1	2
666	и эта	4	2
667	что не	11	2
668	где нет	1	2
669	дано в	1	2
670	не остается	1	2
671	в какой	1	2
672	между ними	6	2
673	то в	4	2
674	и само	3	2
675	время как	4	2
676	себя как	3	2
677	этого предмета	2	2
678	есть понимание	3	2
679	понимание и	3	2
680	словом как	1	2
681	а его	1	2
682	и со	2	2
683	есть все	2	2
684	вокруг себя	1	2
685	и оно	4	2
686	об этом	5	2
687	что как	1	2
688	что они	12	2
689	ему не	3	2
690	однако не	4	2
691	и свои	2	2
692	к одному	3	2
693	могли бы	1	2
694	мы можем	4	2
695	и эти	3	2
696	а с	3	2
697	если оно	9	2
698	стремиться к	1	2
699	как ни	1	2
700	вообще в	1	2
701	с самого	1	2
702	в своих	3	2
703	могут служить	1	2
704	в самых	1	2
705	и ни	3	2
706	не видят	1	2
707	символа в	1	2
708	не один	1	2
709	так что	9	2
710	и этой	2	2
711	понимает и	1	2
712	ничего нового	1	2
713	нужно сказать	2	2
714	языках и	1	2
715	и та	2	2
716	и что	22	2
717	не могла	1	2
718	можно было	6	2
719	действительность но	2	2
720	смысл это	1	2
721	в начале	1	2
722	или его	2	2
723	факт что	1	2
724	в подлинном	3	2
725	по своей	3	2
726	это может	3	2
727	полное и	1	2
728	или иное	1	2
729	могло быть	1	2
730	только о	2	2
731	значимости слова	1	2
732	он их	1	2
733	тот или	1	2
734	к ней	4	2
735	явление в	1	2
736	первом случае	2	2
737	культуры и	1	2
738	главным образом	3	2
739	бы его	2	2
740	и глубокое	1	2
741	него то	1	2
742	последнего времени	1	2
743	сам в	1	2
744	анализа и	1	2
745	не значит	11	2
746	абстрактный момент	2	2
747	же в	1	2
748	взаимного понимания	2	2
749	на то	9	2
750	осмысления и	2	2
751	и только	11	2
752	и быстро	1	2
753	каждый момент	1	2
754	независимо от	5	2
755	возможны и	1	2
756	в один	1	2
757	голоса в	1	2
758	не предмет	1	2
759	есть не	17	2
760	не к	3	2
761	и самый	1	2
762	вне ее	1	2
763	и идея	1	2
764	от силы	1	1
765	и перестает	1	1
766	из самого	2	1
767	к подлинному	1	1
768	с которой	3	1
769	внутри этих	1	1
770	в категории	1	1
771	языка создает	1	1
772	какого бы	2	1
773	не мешает	4	1
774	с полной	6	1
775	двумя разными	1	1
776	является в	2	1
777	а потому	2	1
778	во втором	2	1
779	чисто смысловые	1	1
780	в единую	1	1
781	или и	1	1
782	и ничем	2	1
783	но может	1	1
784	развитыми и	1	1
785	как таковой	1	1
786	к имени	4	1
787	только те	2	1
788	здесь а	1	1
789	представить себе	1	1
790	в конце	3	1
791	со всем	5	1
792	следовательно имеет	1	1
793	бы то	12	1
794	во-первых все	1	1
795	если в	1	1
796	можно и	3	1
797	которые не	1	1
798	или только	1	1
799	они эти	1	1
800	на анализе	1	1
801	и существенности	1	1
802	к этой	1	1
803	если он	3	1
804	же отношении	1	1
805	своего собственного	1	1
806	он только	1	1
807	применения и	1	1
808	конечно ни	1	1
809	важно для	1	1
810	он как	1	1
811	так оно	2	1
812	ровно ничего	1	1
813	слова эти	1	1
814	для себя	6	1
815	но которые	1	1
816	образа и	1	1
817	момента в	1	1
818	очень важно	1	1
819	и дает	2	1
820	дана как	1	1
821	самому своему	1	1
822	вещи и	40	1
823	свою мысль	1	1
824	его отношении	1	1
825	которым они	2	1
826	этого мало	1	1
827	или нет	1	1
828	должны иметь	1	1
829	о чем	2	1
830	понимание в	3	1
831	никак не	7	1
832	мысли и	5	1
833	действительность как	2	1
834	и предмет	1	1
835	какой бы	1	1
836	мы замечаем	1	1
837	говорит о	3	1
838	смерть и	1	1
839	из которых	3	1
840	и говорить	1	1
841	если нет	1	1
842	находятся в	2	1
843	направлений в	1	1
844	и чистые	1	1
845	общения с	25	1
846	в живых	1	1
847	все те	1	1
848	и слов	2	1
849	самом же	1	1
850	слова вместе	1	1
851	одно из	2	1
852	мышление и	1	1
853	социальной жизни	1	1
854	подходит к	2	1
855	чтобы их	1	1
856	то с	3	1
857	уже нет	1	1
858	говорить что	4	1
859	именно эти	1	1
860	сводится к	4	1
861	но чтобы	1	1
862	без него	1	1
863	в живом	1	1
864	вещь оно	1	1
865	с собой	2	1
866	и вещам	1	1
867	но что	9	1
868	свой образ	2	1
869	однако при	1	1
870	же основной	1	1
871	что слово	1	1
872	есть наконец	1	1
873	вопрос об	2	1
874	должен был	1	1
875	в настоящем	5	1
876	и он	1	1
877	так или	5	1
878	сами по	3	1
879	но только	4	1
880	самых основных	1	1
881	себе то	4	1
882	и еще	4	1
883	мы понимаем	1	1
884	он остается	1	1
885	вещь и	18	1
886	место их	1	1
887	такими же	1	1
888	до полного	1	1
889	и этот	2	1
890	и каково	1	1
891	его собственная	1	1
892	проблемы в	1	1
893	равно как	4	1
894	все дело	1	1
895	так называемый	1	1
896	о самом	1	1
897	мы говорим	6	1
898	самостоятельно и	1	1
899	целом с	1	1
900	содержание и	1	1
901	и полное	1	1
902	форму и	1	1
903	с абстрактным	1	1
904	пусть это	1	1
905	этого в	1	1
906	как сказал	1	1
907	данного человека	2	1
908	где в	1	1
909	зрения в	1	1
910	и иначе	1	1
911	и действительно	1	1
912	и сознательное	1	1
913	если они	2	1
914	явления как	3	1
915	исходить из	2	1
916	же сущность	1	1
917	но самое	2	1
918	относящиеся к	1	1
919	относятся к	1	1
920	оно всегда	2	1
921	когда это	1	1
922	также не	1	1
923	в в	2	1
924	и неразрывно	1	1
925	возможности и	2	1
926	выражения и	1	1
927	кроме самого	1	1
928	и так	2	1
929	состоит из	3	1
930	понимания и	3	1
931	словом так	1	1
932	смысла к	1	1
933	слов а	2	1
934	всякого реального	2	1
935	в которых	1	1
936	отталкивается от	1	1
937	и отдельных	1	1
938	нужно чтобы	2	1
939	своему смыслу	1	1
940	это требует	1	1
941	но почему	1	1
942	только себя	1	1
943	выражается в	1	1
944	но у	1	1
945	о котором	2	1
946	от того	7	1
947	принципы в	1	1
948	подлинного и	1	1
949	с большей	1	1
950	со стороны	9	1
951	к своим	1	1
952	в это	2	1
953	речь идет	1	1
954	моментов слова	1	1
955	к другому	3	1
956	узость и	1	1
957	и оформлены	1	1
958	ведь не	4	1
959	нем нет	2	1
960	по крайней	10	1
961	на одном	1	1
962	к той	1	1
963	вероятно очень	1	1
964	подлинной и	1	1
965	действительности а	1	1
966	я говорю	1	1
967	самое содержание	1	1
968	свое время	2	1
969	частей и	1	1
970	действительность и	8	1
971	они так	1	1
972	вещами а	1	1
973	эта точка	1	1
974	только одно	2	1
975	сам же	1	1
976	нет ничего	2	1
977	важен не	1	1
978	ни понимать	1	1
979	одного и	1	1
980	сам он	1	1
981	с какой	2	1
982	смыслом и	3	1
983	то он	2	1
984	чем же	5	1
985	и единое	1	1
986	на этой	2	1
987	не существует	4	1
988	в действительности	7	1
989	как та	1	1
990	что мы	17	1
991	видим что	2	1
992	в очень	1	1
993	применении к	3	1
994	не имеют	1	1
995	представим себе	1	1
996	раз и	2	1
997	и выше	1	1
998	определенную и	1	1
999	поэтому когда	1	1
1000	ней нет	1	1
1001	начиная от	2	1
1002	слиты и	1	1
1003	что самое	1	1
1004	полной очевидностью	1	1
1005	всего этого	1	1
1006	и если	5	1
1007	и место	1	1
1008	факта и	2	1
1009	по самому	3	1
1010	это только	2	1
1011	быть не	5	1
1012	пределах самого	1	1
1013	человека от	1	1
1014	в потенции	3	1
1015	лишь одна	1	1
1016	но вся	1	1
1017	одной и	1	1
1018	ее смысла	2	1
1019	своей внутренней	1	1
1020	для нее	2	1
1021	между двумя	1	1
1022	себя не	2	1
1023	только один	3	1
1024	чего не	2	1
1025	из своего	1	1
1026	сущности всегда	1	1
1027	ни условно	1	1
1028	она достигает	1	1
1029	но внутренняя	1	1
1030	и ему	1	1
1031	г шпет	1	1
1032	один единый	1	1
1033	своего внутреннего	1	1
1034	и наиболее	1	1
1035	смысл в	2	1
1036	о существенном	1	1
1037	и христианской	1	1
1038	которого на	1	1
1039	превращается в	3	1
1040	конститутивным признаком	1	1
1041	времени и	1	1
1042	его заключается	1	1
1043	может сделать	2	1
1044	быть реальной	1	1
1045	а только	3	1
1046	можно ли	7	1
1047	разную степень	1	1
1048	суть чисто	1	1
1049	всякий смысл	1	1
1050	именно для	2	1
1051	словами есть	1	1
1052	даже с	1	1
1053	в окружающей	1	1
1054	может стремиться	1	1
1055	преображение и	1	1
1056	как таковую	1	1
1057	то его	1	1
1058	и движение	1	1
1059	социальной действительности	4	1
1060	знает что	2	1
1061	языком или	1	1
1062	будучи в	2	1
1063	существенную форму	1	1
1064	живое и	1	1
1065	они дают	1	1
1066	жизненным и	1	1
1067	совершенно иным	1	1
1068	вообще и	5	1
1069	смыслового и	2	1
1070	этот как	1	1
1071	всей жизни	1	1
1072	во-вторых и	2	1
1073	основных философских	1	1
1074	и по-своему	1	1
1075	только одна	1	1
1076	ее как	4	1
1077	наконец необходимо	1	1
1078	подошли к	1	1
1079	сознания но	1	1
1080	в символе	1	1
1081	именно так	2	1
1082	которое он	1	1
1083	форма и	1	1
1084	быть в	1	1
1085	с нею	19	1
1086	можно понимать	1	1
1087	находится в	4	1
1088	слова он	1	1
1089	то она	2	1
1090	и возможна	1	1
1091	глубины и	1	1
1092	а это	5	1
1093	к чисто	2	1
1094	всегда стремится	1	1
1095	на этот	1	1
1096	действительности и	5	1
1097	исходит из	2	1
1098	и непосредственного	1	1
1099	этого понимания	1	1
1100	их различных	1	1
1101	то здесь	1	1
1102	чтобы стать	1	1
1103	не стоит	2	1
1104	но если	12	1
1105	всех смысловых	2	1
1106	он сам	2	1
1107	для этих	1	1
1108	от них	1	1
1109	тот тип	1	1
1110	идеи которая	1	1
1111	какие бы	1	1
1112	его своим	1	1
1113	не переходит	2	1
1114	самых распространенных	1	1
1115	ее всегда	1	1
1116	смысл может	2	1
1117	этими словами	1	1
1118	к ее	3	1
1119	и строит	1	1
1120	к полному	1	1
1121	и сильно	1	1
1122	мы еще	2	1
1123	в самой	3	1
1124	ними в	2	1
1125	предстает как	1	1
1126	крайней мере	10	1
1127	чисто смысловой	4	1
1128	сделать это	2	1
1129	тот же	4	1
1130	и выражения	2	1
1131	мог бы	7	1
1132	в заключение	1	1
1133	и самых	1	1
1134	этот материал	1	1
1135	не имеющих	1	1
1136	речи а	1	1
1137	гораздо более	2	1
1138	смысле и	4	1
1139	это новое	1	1
1140	запутаться в	1	1
1141	эту действительность	1	1
1142	как часто	2	1
1143	своем месте	1	1
1144	внутренней жизни	1	1
1145	этих моментов	1	1
1146	она имеет	6	1
1147	же просто	1	1
1148	или логическими	1	1
1149	которые для	1	1
1150	видели что	3	1
1151	стоит на	1	1
1152	не зная	1	1
1153	но на	2	1
1154	и получает	1	1
1155	том чтобы	2	1
1156	для большинства	1	1
1157	каких условиях	2	1
1158	и сущности	1	1
1159	и представить	1	1
1160	ничем не	4	1
1161	понять этот	1	1
1162	как две	1	1
1163	с какими	1	1
1164	так можно	1	1
1165	а наоборот	1	1
1166	нет ни	1	1
1167	неисчерпаемое богатство	1	1
1168	задача его	1	1
1169	различие между	3	1
1170	и признанное	1	1
1171	исторический материал	1	1
1172	котором и	1	1
1173	жизни так	1	1
1174	имеют в	1	1
1175	и кончая	1	1
1176	зависит от	1	1
1177	в последней	1	1
1178	о значении	2	1
1179	однако как	1	1
1180	поэтому в	2	1
1181	сделать самое	1	1
1182	своей основной	1	1
1183	и вот	4	1
1184	и существенное	1	1
1185	они вообще	2	1
1186	его моменты	1	1
1187	сознание в	1	1
1188	в состоянии	2	1
1189	быть вещью	1	1
1190	в окружающем	1	1
1191	для всякого	6	1
1192	он становится	2	1
1193	получает в	2	1
1194	мы имеем	8	1
1195	идет о	1	1
1196	логически как	1	1
1197	проявляется в	1	1
1198	признать что	2	1
1199	бы на	3	1
1200	в определенном	2	1
1201	из моментов	1	1
1202	него самого	1	1
1203	к истории	2	1
1204	стать на	1	1
1205	он и	2	1
1206	себя самого	4	1
1207	приведет к	4	1
1208	шагу ступить	1	1
1209	души и	1	1
1210	сфере что	1	1
1211	xix веке	1	1
1212	ничего что	1	1
1213	неподвижна и	1	1
1214	понимание того	1	1
1215	где он	1	1
1216	лиц и	1	1
1217	значит не	4	1
1218	сущности один	1	1
1219	для своего	1	1
1220	то мы	3	1
1221	эти две	6	1
1222	или иную	3	1
1223	моментов самой	1	1
1224	сознания и	2	1
1225	всех других	1	1
1226	на одной	1	1
1227	же не	4	1
1228	в немецкой	1	1
1229	вылиться в	1	1
1230	это именно	3	1
1231	ибо за	1	1
1232	возможно только	1	1
1233	если есть	5	1
1234	для его	2	1
1235	что между	2	1
1236	ибо оно	1	1
1237	все равно	6	1
1238	есть уже	4	1
1239	мы находим	5	1
1240	символ не	2	1
1241	и смысл	1	1
1242	знания и	5	1
1243	установка по	1	1
1244	есть еще	3	1
1245	себя момент	1	1
1246	только он	1	1
1247	понимании и	1	1
1248	оно только	3	1
1249	но с	2	1
1250	не суть	4	1
1251	говорят и	1	1
1252	и притом	4	1
1253	нет это	3	1
1254	смысловые моменты	1	1
1255	и усвоения	1	1
1256	одно а	1	1
1257	силу и	1	1
1258	этот свой	1	1
1259	sui generis	1	1
1260	не о	2	1
1261	что к	1	1
1262	все ее	1	1
1263	как по	1	1
1264	без остатка	1	1
1265	прежде чем	1	1
1266	как таковая	4	1
1267	и художественном	1	1
1268	всегда есть	5	1
1269	из пределов	1	1
1270	исходят из	2	1
1271	не те	1	1
1272	вместить в	1	1
1273	мышлением и	1	1
1274	совсем иное	1	1
1275	он говорит	2	1
1276	чтобы быть	3	1
1277	целое это	1	1
1278	к абстрактному	1	1
1279	мы ее	5	1
1280	бы оно	1	1
1281	которую оно	1	1
1282	ней не	1	1
1283	мы теперь	1	1
1284	к самому	1	1
1285	и ощущение	1	1
1286	подобно тому	5	1
1287	нас к	1	1
1288	и прежде	2	1
1289	от слова	2	1
1290	и того	2	1
1291	найти такой	1	1
1292	всего тот	1	1
1293	может только	1	1
1294	есть именно	7	1
1295	оно же	1	1
1296	между прочим	4	1
1297	поэтому понимание	1	1
1298	не существенно	1	1
1299	смысловой и	1	1
1300	для изображения	1	1
1301	в ту	1	1
1302	основных направлений	1	1
1303	как ее	2	1
1304	форму своего	1	1
1305	и конкретной	2	1
1306	конечно можно	4	1
