N	2gram	Vygotskiy_	SlovoVZh
726	социальной ситуации	1	1
727	на другие	1	1
728	больше того	5	1
729	методы которые	1	1
730	думать что	1	1
731	два основных	1	1
732	не то	3	1
733	я и	1	1
734	гораздо больше	1	1
735	нее не	1	1
736	на эту	2	1
737	тем более	7	1
738	по крайней	1	1
739	что до	1	1
740	мы видели	8	1
741	перед нами	7	1
742	чем более	1	1
743	включает в	2	1
744	автора на	1	1
745	и самый	2	1
746	и другого	1	1
747	бы это	1	1
748	их организации	1	1
749	же мы	1	1
750	не имеющих	1	1
751	речи а	1	1
752	всяком случае	5	1
753	которые в	2	1
754	пределах этого	1	1
755	только для	6	1
756	на них	1	1
757	высшей степени	7	1
758	с этих	1	1
