N	2gram	Vinokur_St	PoTuStor
232	и то	6	1
233	в другой	1	1
234	не нашел	2	1
235	языка который	1	1
236	в более	1	1
237	которая была	3	1
238	оно совершенно	1	1
239	этих принципов	1	1
240	и здесь	2	1
241	не оставляет	2	1
242	отцу и	1	1
243	его мнению	1	1
244	и взял	1	1
245	же и	4	1
246	конечно есть	1	1
247	как нам	1	1
248	ведь именно	1	1
249	данном случае	7	1
250	различие между	1	1
251	не утверждал	1	1
252	в момент	1	1
253	приходится сказать	1	1
254	никаких сомнений	3	1
255	на вопрос	7	1
256	то я	1	1
257	начинается трагедия	1	1
258	которая в	1	1
259	время и	1	1
260	который всегда	2	1
261	чем на	1	1
262	с одной	3	1
263	уже в	3	1
264	наших глазах	2	1
265	на ее	1	1
266	внимание на	5	1
267	же нужно	1	1
268	мог бы	1	1
269	тогда когда	1	1
270	не будем	1	1
271	без исключения	1	1
272	дело с	2	1
273	мы имеем	2	1
274	еще более	5	1
275	в применении	3	1
276	это и	5	1
277	нужно искать	4	1
278	несмотря на	4	1
279	на работу	1	1
280	но именно	3	1
281	его за	1	1
282	освободиться от	1	1
283	для всего	1	1
284	хотя и	4	1
285	в разных	1	1
286	а это	1	1
287	этом отношении	13	1
288	самое важное	1	1
289	с тем	3	1
290	может совершенно	1	1
291	имеем дело	2	1
292	что при	3	1
293	в сущности	2	1
294	только не	2	1
295	похоже на	3	1
296	как раз	10	1
297	в некоторых	3	1
298	опирается в	1	1
299	др но	1	1
300	времени не	5	1
301	говорит о	5	1
302	о нем	1	1
303	что только	2	1
304	в качестве	7	1
305	в году	3	1
306	и всегда	2	1
307	потому не	1	1
308	в полном	1	1
309	не являются	3	1
310	объяснения всех	1	1
311	у нас	12	1
312	здесь в	1	1
313	для них	2	1
314	и делает	1	1
315	в виду	6	1
316	я не	13	1
317	них и	2	1
318	можно было	14	1
319	действия но	1	1
320	есть еще	1	1
321	работы и	1	1
322	связь с	1	1
323	ведь это	1	1
324	в своих	2	1
325	борьбу с	2	1
326	является и	1	1
327	мы на	1	1
328	связи с	3	1
329	мы вправе	1	1
330	или во	1	1
331	приходим к	1	1
332	на этот	5	1
333	представляет собою	3	1
334	если бы	11	1
335	конечно и	5	1
336	столь же	5	1
337	так во	1	1
338	большого материала	1	1
339	иногда и	2	1
340	оказывается в	2	1
341	а во-вторых	2	1
342	в свои	1	1
343	и сам	4	1
344	от своего	2	1
345	имеет значение	1	1
346	с ней	1	1
347	и можно	2	1
348	жизнь в	1	1
349	что его	1	1
350	в сознании	2	1
351	но эта	1	1
352	дело в	9	1
353	и начинается	1	1
354	этап в	1	1
355	его основное	1	1
356	был связан	1	1
357	даже более	1	1
358	но не	5	1
359	форму и	1	1
360	в эпоху	3	1
361	из того	2	1
362	а то	3	1
363	времени и	4	1
364	в конце	5	1
365	самым важным	1	1
366	это какой-то	1	1
367	случае не	3	1
368	в корне	1	1
369	на другую	1	1
370	бы оно	1	1
371	пор еще	1	1
372	материал должен	1	1
373	очень важный	1	1
374	похож на	1	1
375	не подлежит	2	1
376	что по	1	1
377	лежит на	1	1
378	в главном	1	1
379	с теми	1	1
380	все же	12	1
381	всеми его	1	1
382	при таком	2	1
383	том смысле	4	1
384	а иногда	2	1
385	к нашей	1	1
386	от этого	2	1
387	на все	2	1
388	не имеет	5	1
389	и могут	1	1
390	только себя	1	1
391	его жизни	3	1
392	по его	5	1
393	в свете	1	1
394	он является	1	1
395	давая себе	1	1
396	зависимости от	2	1
397	это было	2	1
398	значение как	1	1
399	роль в	1	1
400	со стороны	7	1
401	на его	2	1
402	на своем	1	1
403	но если	5	1
404	всех их	1	1
405	их во	1	1
406	полагает что	1	1
407	говорит об	4	1
408	словами и	1	1
409	вовсе не	24	1
410	но к	2	1
411	уже не	1	1
412	к тому	9	1
413	это самое	1	1
414	успехом в	1	1
415	где оно	1	1
416	смысле какой	1	1
417	всем его	1	1
418	связано с	1	1
419	культурного творчества	1	1
420	которые были	1	1
421	не был	1	1
422	той или	1	1
423	свое время	3	1
424	этих двух	4	1
425	то наоборот	1	1
426	что эти	1	1
427	сам же	1	1
428	без всякой	3	1
429	не давая	1	1
430	и тех	1	1
431	достаточно для	3	1
432	его и	1	1
433	наконец и	1	1
434	нужно отметить	2	1
435	и снова	1	1
436	опираясь на	1	1
437	он был	5	1
438	а с	6	1
439	в данном	16	1
440	и быть	1	1
441	того в	1	1
442	всего и	1	1
443	же более	1	1
444	наука о	1	1
445	вытекает из	2	1
446	к процессу	1	1
447	пр в	1	1
448	значение так	1	1
449	отличается от	2	1
450	только путем	1	1
451	и такие	2	1
452	и социального	1	1
453	вопрос о	9	1
454	каких бы	2	1
455	на один	1	1
456	применении к	3	1
457	не имеют	2	1
458	которой является	3	1
459	свободна от	1	1
460	работы но	1	1
461	отсюда и	1	1
462	даже и	2	1
463	то и	1	1
464	раз того	1	1
465	воспоминаний о	1	1
466	она не	3	1
467	близко к	1	1
468	в течение	7	1
469	входит в	1	1
470	i не	1	1
471	и почти	1	1
472	его не	3	1
473	наконец в	2	1
474	но даже	1	1
475	того чтобы	15	1
476	приступая к	1	1
477	одной стороны	2	1
478	как известно	2	1
479	не дает	2	1
480	очень близко	1	1
481	почти исключительно	1	1
482	в другом	5	1
483	то ни	2	1
484	для того	15	1
485	многих случаях	2	1
486	в каких	1	1
487	это только	1	1
488	остроты и	1	1
489	быть не	2	1
490	к новым	1	1
491	в ней	9	1
492	ли у	1	1
493	у меня	3	1
494	что судьба	1	1
495	не всегда	2	1
496	очень широко	2	1
497	является его	1	1
498	точно и	2	1
499	пусть в	1	1
500	в руках	2	1
501	но далее	1	1
502	от всех	1	1
503	когда он	1	1
504	нам что	1	1
505	на чем	2	1
506	а не	19	1
507	к тем	1	1
508	которые конечно	1	1
509	ни один	2	1
510	значение для	2	1
511	должны быть	4	1
512	в которую	2	1
513	я убежден	1	1
514	мы снова	1	1
515	и та	1	1
516	хотя в	2	1
517	и что	8	1
518	близкое к	1	1
519	как он	3	1
520	и об	7	1
521	отказ от	1	1
522	совершенно так	1	1
523	отношений между	3	1
524	настолько велико	1	1
525	так чтобы	1	1
526	конечно в	1	1
527	и другом	1	1
528	борьба с	2	1
529	этим не	1	1
530	ни одно	1	1
531	еще в	3	1
532	на другой	1	1
533	облечено в	1	1
534	сомнению что	2	1
535	не следует	1	1
536	как источник	1	1
537	и жизни	1	1
538	уже и	1	1
539	можно ли	5	1
540	не место	1	1
541	попало в	1	1
542	от того	1	1
543	в форму	1	1
544	чего же	1	1
545	ведь на	1	1
546	это может	1	1
547	и общества	1	1
548	отметить что	4	1
549	образы не	1	1
550	очень мало	4	1
551	всей его	1	1
552	а во	3	1
553	входить в	1	1
554	вопрос можно	1	1
555	бы по	1	1
556	на это	2	1
557	с другой	11	1
558	всех трех	2	1
559	это же	1	1
560	лишь в	3	1
561	он сохраняет	1	1
562	не интересует	1	1
563	слов о	1	1
564	ничего общего	3	1
565	я в	1	1
566	истории и	2	1
567	что же	6	1
568	как на	10	1
569	так называемого	1	1
570	каждого из	3	1
571	что здесь	2	1
572	что никакого	1	1
573	в эту	3	1
574	в точности	1	1
575	без всякого	2	1
576	заметить что	1	1
577	не совсем	1	1
578	которой можно	2	1
579	наконец что	1	1
580	к изучению	1	1
581	однако в	1	1
582	общего с	3	1
583	наука и	1	1
584	что для	4	1
585	и самого	1	1
586	для всей	1	1
587	которые стали	1	1
588	той же	5	1
589	что есть	1	1
590	которые в	2	1
591	но нет	2	1
592	бы он	1	1
593	этом и	2	1
594	характерен для	1	1
595	именно так	1	1
596	что я	3	1
597	в высшей	1	1
598	в нашем	1	1
599	никакого смысла	1	1
600	с этими	1	1
601	во многих	3	1
602	только при	1	1
603	как я	1	1
604	действительно не	3	1
605	именно то	1	1
606	в духе	2	1
607	или иной	1	1
608	до меня	2	1
609	же в	1	1
610	что она	5	1
611	оставляет никаких	1	1
612	б он	1	1
613	каждое из	1	1
614	одна из	1	1
615	иной раз	1	1
616	иным как	1	1
617	же мы	1	1
618	всего к	1	1
619	в период	2	1
620	в свой	2	1
621	право на	1	1
622	о роли	1	1
623	бы ни	3	1
624	по поводу	13	1
625	были в	1	1
626	это просто	3	1
627	это в	4	1
628	эти два	1	1
629	к этим	1	1
630	нею и	1	1
631	его смерти	1	1
632	его времени	2	1
633	главном в	1	1
634	не случайно	1	1
635	в культуре	1	1
636	себя в	1	1
637	его современников	2	1
638	точку зрения	3	1
639	в м	2	1
640	тот же	2	1
641	вообще нет	2	1
642	ничего не	6	1
643	можно указать	1	1
644	что до	3	1
645	ко дню	1	1
646	о ней	1	1
647	и самый	2	1
648	сомнений в	3	1
649	из этой	2	1
650	к нему	2	1
651	высшей степени	1	1
652	с принципом	1	1
