N	2gram	Tiupa_Disk	Tvorches
356	оба они	2	3
357	его как	3	3
358	и др	3	3
359	человека как	1	3
360	писателя в	2	3
361	его к	1	3
362	там где	1	3
363	в искусстве	1	3
364	пришел к	1	3
365	вплоть до	2	3
366	во второй	1	3
367	образом и	1	3
368	и зла	1	3
369	если в	2	3
370	его с	2	3
371	живет в	3	3
372	для себя	6	3
373	сводится к	7	3
374	себе не	4	3
375	бахтина о	2	3
376	до этого	1	3
377	заключается в	3	3
378	развития в	1	3
379	в процессе	6	3
380	да и	2	3
381	о котором	2	3
382	со стороны	17	3
383	не является	5	3
384	автора и	1	3
385	во мне	4	3
386	самого автора	1	3
387	и до	2	3
388	действия и	1	3
389	автора в	2	3
390	сами по	2	3
391	нет и	1	3
392	как мы	2	3
393	на этот	1	3
394	друг друга	2	3
395	жизни не	2	3
396	жизни но	2	3
397	как к	2	3
398	в любви	1	3
399	но на	1	3
400	его героев	1	3
401	свидетельствует о	2	3
402	действительности в	1	3
403	что с	2	3
404	ее в	1	3
405	на самом	1	3
406	таком случае	1	3
407	не существует	1	3
408	или в	2	3
409	иного рода	1	3
410	но уже	3	3
411	не все	1	3
412	человека к	1	3
413	сострадания и	1	3
414	не по	1	3
415	нельзя не	2	3
416	в ней	2	3
417	из этих	3	3
418	а по	2	3
419	и их	1	3
420	не с	4	3
421	с ее	3	3
422	в начале	2	3
423	в другом	5	3
424	лишь в	4	3
425	отношение к	6	3
426	одного из	5	3
427	в ходе	5	3
428	мифа в	1	3
429	жизни и	2	3
430	в античной	2	3
431	в области	3	3
432	и только	1	3
433	это в	4	3
434	к другим	3	3
435	более того	2	3
436	они имеют	1	2
437	же и	1	2
438	которая в	3	2
439	и имеет	1	2
440	он всегда	2	2
441	линии развития	1	2
442	по выражению	3	2
443	общения с	4	2
444	представлений о	1	2
445	в результате	3	2
446	по мере	2	2
447	отметим что	1	2
448	как было	1	2
449	героев а	2	2
450	на смену	3	2
451	вслед за	1	2
452	человек в	1	2
453	но вполне	1	2
454	человека для	1	2
455	в построении	2	2
456	где происходит	1	2
457	с тем	1	2
458	одном из	2	2
459	только через	2	2
460	приходит в	2	2
461	их в	2	2
462	одновременно и	3	2
463	в одно	2	2
464	своем творчестве	1	2
465	связано с	1	2
466	и нет	1	2
467	и ложные	1	2
468	и того	6	2
469	в жизнь	1	2
470	в первую	3	2
471	во все	1	2
472	в данном	9	2
473	не могли	1	2
474	в действительности	3	2
475	следовало бы	1	2
476	которой он	1	2
477	он был	1	2
478	духовной жизни	1	2
479	между вещами	1	2
480	и иван	1	2
481	входит в	2	2
482	когда она	1	2
483	е годы	2	2
484	самого себя	1	2
485	я буду	1	2
486	свою очередь	3	2
487	пока еще	7	2
488	как на	1	2
489	однако эти	1	2
490	содержит в	3	2
491	о чем	4	2
492	тексте в	1	2
493	точка зрения	3	2
494	не просто	1	2
495	того же	5	2
496	жизни с	1	2
497	грань между	1	2
498	во всех	6	2
499	не зная	1	2
500	в повествовании	1	2
501	мышления и	1	2
502	героев в	1	2
503	людей своего	1	2
504	х гг	2	2
505	его характером	1	2
506	с одной	12	2
507	на том	2	2
508	в произведении	3	2
509	внимание на	5	2
510	сюжета в	1	2
511	с народом	1	2
512	как раз	1	2
513	тем не	1	2
514	которого он	1	2
515	чем у	2	2
516	в качестве	45	2
517	с другими	1	2
518	уже говорилось	1	2
519	следуя за	1	2
520	входят в	1	2
521	мы все	2	2
522	и притом	1	2
523	связи с	4	2
524	героя с	1	2
525	отошел от	1	2
526	как его	2	2
527	на читателя	1	2
528	в связи	1	2
529	между собой	2	2
530	не нужно	2	2
531	что как	1	2
532	но как	2	2
533	не сводится	7	2
534	определен как	1	2
535	можно принять	1	2
536	не дает	1	2
537	самому себе	3	2
538	он стал	1	2
539	действующих лиц	1	2
540	не будет	1	2
541	если же	1	2
542	и является	1	2
543	в тех	2	2
544	но отнюдь	2	2
545	в современной	2	2
546	из нас	1	2
547	по своей	15	2
548	на мир	1	2
549	было бы	1	2
550	я в	2	2
551	восходят к	2	2
552	целом и	1	2
553	что во	1	2
554	но прежде	1	2
555	сам в	1	2
556	даже если	1	2
557	в силу	5	2
558	пушкина и	1	2
559	чаще всего	1	2
560	на ранних	2	2
561	из этого	1	2
562	а как	1	2
563	его времени	1	2
564	в сюжете	1	2
565	говорит об	1	2
566	по причине	1	2
567	первую очередь	3	2
568	фабулы и	1	2
569	действий в	1	2
570	никого не	2	2
571	такова же	1	2
572	его из	1	2
573	жизни а	2	2
574	и вследствие	2	2
575	со своего	1	2
576	и должно	2	2
577	представляют собой	2	2
578	человек с	1	2
579	в сущности	3	2
580	для них	1	2
581	ни в	7	2
582	и делает	1	2
583	целом ряде	1	2
584	не могут	2	2
585	заключает в	1	2
586	произведения в	1	2
587	одновременно с	2	2
588	столь же	6	2
589	как о	1	2
590	к его	5	2
591	известном смысле	1	2
592	см главу	1	2
593	это время	1	2
594	отчасти и	1	2
595	не имеет	1	2
596	говорили о	2	2
597	в известном	1	2
598	с традицией	1	2
599	как некий	1	2
600	ни к	11	2
601	в прозе	2	2
602	где нет	1	2
603	традиции в	2	2
604	своей собственной	3	2
605	наконец в	1	2
606	образ человека	2	2
607	а через	1	2
608	и теперь	1	2
609	то все	1	2
610	героя а	1	2
611	отношении к	1	2
612	о своем	1	2
613	зрелого творчества	1	2
614	числе и	3	2
615	в новых	1	2
616	что же	4	2
617	переход от	2	2
618	характер в	1	2
619	он в	1	2
620	событий в	1	2
621	мог бы	1	2
622	их с	1	2
623	в глазах	1	2
624	всякий раз	2	2
625	к миру	1	2
626	не стоит	1	2
627	ответ на	1	2
628	и всякий	1	2
629	значение в	1	2
630	это такая	1	2
631	мир в	1	2
632	данном случае	6	2
633	нас не	1	2
634	том числе	3	2
635	он как	1	2
636	этом он	1	2
637	в формах	2	2
638	не достигает	1	2
639	о нем	3	2
640	во время	1	2
641	со своим	1	2
642	с их	3	2
643	некоторые из	1	2
644	слова не	3	2
645	по словам	4	2
646	в таких	1	2
647	надежды на	1	2
648	образом в	1	2
649	не от	2	2
650	в эпоху	5	2
651	указывает на	2	2
652	в литературу	3	2
653	в сферу	3	2
654	представляет собою	1	2
655	или даже	2	2
656	при таком	1	2
657	не столь	2	2
658	и со	1	2
659	и без	2	2
660	должен быть	1	2
661	и вообще	2	2
662	людей в	1	2
663	к одному	2	2
664	а к	3	2
665	его произведениях	1	2
666	ли в	1	2
667	не могу	1	2
668	она не	1	2
669	но при	3	2
670	однако уже	2	2
671	по бахтину	4	2
672	но она	3	2
673	всех этих	1	2
674	в нашей	1	2
675	только то	2	2
676	человека с	1	2
677	натуральной школы	2	2
678	решающую роль	1	2
679	со своими	1	2
680	и о	4	2
681	лирическим героем	1	2
682	роман и	1	2
683	это еще	2	2
684	же в	1	2
685	включает в	1	2
686	в е	3	2
687	может и	4	2
688	событий и	1	2
689	но для	2	2
690	мира в	6	2
691	не к	3	2
692	что было	1	1
693	нельзя признать	1	1
694	должна была	1	1
695	и составляет	3	1
696	для зрелого	1	1
697	для всех	2	1
698	мы и	1	1
699	действующее лицо	3	1
700	как произведение	2	1
701	чего не	3	1
702	как явления	1	1
703	рассказ о	3	1
704	и читателем	2	1
705	с детства	1	1
706	это лишь	1	1
707	в а	1	1
708	а вот	1	1
709	тем как	1	1
710	или нет	1	1
711	можно определить	2	1
712	не полностью	1	1
713	которое может	2	1
714	нас в	2	1
715	не являются	1	1
716	не хочет	1	1
717	как литературный	1	1
718	требует от	2	1
719	одно из	4	1
720	другое в	1	1
721	героями в	1	1
722	какое место	1	1
723	было положено	1	1
724	не бывает	1	1
725	и само	2	1
726	которую он	1	1
727	пьесы в	1	1
728	всей ее	1	1
729	не сможет	2	1
730	нами было	1	1
731	а напротив	1	1
732	между автором	1	1
733	в художественную	1	1
734	на которых	1	1
735	но все	2	1
736	можно говорить	2	1
737	вольно или	2	1
738	о мире	2	1
739	равно как	1	1
740	автором и	1	1
741	или на	3	1
742	по мысли	9	1
743	говорят о	1	1
744	и требует	2	1
745	высокое и	1	1
746	том или	1	1
747	есть является	1	1
748	места и	1	1
749	действия а	1	1
750	имеет место	4	1
751	ранний период	2	1
752	в собственном	1	1
753	выход из	1	1
754	мысли о	2	1
755	по определению	1	1
756	собой не	1	1
757	в речах	1	1
758	человеке и	1	1
759	он описывает	1	1
760	другой жизни	1	1
761	введение в	1	1
762	авторская позиция	1	1
763	себя не	1	1
764	к своим	3	1
765	речь идет	2	1
766	из героев	1	1
767	что оба	1	1
768	их внутреннюю	1	1
769	направлен на	2	1
770	весной года	1	1
771	нем нет	1	1
772	поэтических форм	1	1
773	он из	1	1
774	первый взгляд	1	1
775	его поступки	1	1
776	и анекдот	2	1
777	при всей	9	1
778	между сознаниями	1	1
779	творчества в	1	1
780	в бытовом	1	1
781	в противовес	4	1
782	героя или	1	1
783	в центр	1	1
784	ее к	1	1
785	выводит из	1	1
786	с конца	1	1
787	вопрос о	2	1
788	и повести	1	1
789	не согласиться	1	1
790	были с	1	1
791	раз и	1	1
792	человека не	1	1
793	имеет право	1	1
794	в евангелии	1	1
795	о красоте	1	1
796	в цикле	2	1
797	некоторого рода	2	1
798	представления о	2	1
799	в противоположность	6	1
800	собой как	2	1
801	бахтин с	1	1
802	одной стороны	12	1
803	человеческого характера	1	1
804	а нередко	1	1
805	и другой	2	1
806	или рассказчика	1	1
807	уже о	2	1
808	сознания в	2	1
809	уже было	2	1
810	таким же	1	1
811	не стеснял	1	1
812	с помощью	1	1
813	между двумя	1	1
814	но они	3	1
815	в различных	2	1
816	сюжета герой	1	1
817	в игру	1	1
818	в смысле	1	1
819	и те	1	1
820	на практике	1	1
821	о литературе	2	1
822	к традициям	1	1
823	герой далеко	1	1
824	том будто	1	1
825	отношение слушателя	1	1
826	автора с	1	1
827	художественного произведения	1	1
828	было сказано	2	1
829	его собственной	1	1
830	друг на	1	1
831	в прошлом	1	1
832	приходит на	1	1
833	то чтобы	2	1
834	к ним	3	1
835	оставляя открытым	1	1
836	это весьма	1	1
837	оказывается не	1	1
838	я с	2	1
839	жизни как	2	1
840	литературе xix	1	1
841	способ передачи	1	1
842	том чтобы	2	1
843	а сам	4	1
844	а только	1	1
845	такая же	1	1
846	быть в	1	1
847	на сцене	2	1
848	рассказы м	1	1
849	в нашем	2	1
850	под названием	2	1
851	как от	1	1
852	есть по	1	1
853	из романа	1	1
854	прозы и	1	1
855	проникновение в	1	1
856	от них	1	1
857	у этих	1	1
858	для всего	1	1
859	трагедии и	1	1
860	к этим	1	1
861	общих чертах	2	1
862	к повести	1	1
863	видения мира	1	1
864	вот как	1	1
865	к языку	1	1
866	чем это	1	1
867	писал в	1	1
868	ни даже	1	1
869	картину мира	5	1
870	что происходило	1	1
871	это своего	1	1
872	как философия	1	1
873	бытия а	2	1
874	своего развития	1	1
875	их мысли	1	1
876	героя не	1	1
877	к различным	2	1
878	событий а	2	1
879	повести о	1	1
880	к их	2	1
881	поскольку в	2	1
882	от его	1	1
883	у самых	1	1
884	года к	1	1
885	и читатель	1	1
886	не исчерпывается	1	1
887	что ранний	1	1
888	героическом эпосе	1	1
889	моя жизнь	1	1
890	одной лишь	1	1
891	которой является	1	1
892	для реализации	2	1
893	такого рода	11	1
894	она имела	1	1
895	оценки и	1	1
896	напротив в	1	1
897	есть его	1	1
898	проявляется в	2	1
899	литературным или	1	1
900	что такое	1	1
901	с каждым	1	1
902	и за	1	1
903	или иную	1	1
904	говоря словами	1	1
905	на стадии	1	1
906	картине мира	2	1
907	о ком	1	1
908	в подобном	1	1
909	и развитие	1	1
910	делает это	1	1
911	в европейской	1	1
912	совмещается с	1	1
913	как можно	1	1
914	вспомнить о	1	1
915	притчи или	1	1
916	позиция самого	1	1
917	входящие в	1	1
918	о возможности	1	1
919	в разные	2	1
920	живет и	1	1
921	именно здесь	1	1
922	всех его	1	1
923	будто бы	3	1
924	позиции в	1	1
925	можно так	2	1
926	всем что	2	1
927	восходящей к	2	1
928	из уст	2	1
929	здесь же	1	1
930	и всю	1	1
931	его понимании	2	1
932	из трех	1	1
933	иные способы	1	1
934	жизненной позиции	4	1
935	как говорит	1	1
936	характер и	3	1
937	что ведет	1	1
938	учение о	1	1
939	настоящим и	1	1
940	лишь на	1	1
941	между ними	1	1
942	места где	1	1
943	встречается в	1	1
944	большинстве случаев	2	1
945	такие же	1	1
946	народе с	1	1
947	так на	1	1
948	этого характера	1	1
949	без которой	1	1
950	о которых	1	1
951	ивана петровича	3	1
952	же касается	4	1
953	в первые	1	1
954	себе и	1	1
955	к мысли	2	1
956	рассказа не	2	1
957	и кому	1	1
958	это тоже	1	1
959	теперь и	1	1
960	жизни то	1	1
961	внутреннего достоинства	1	1
962	могло бы	1	1
963	в других	1	1
964	вводит в	1	1
965	кто из	2	1
966	вопроса о	1	1
967	на взгляд	1	1
968	той или	6	1
969	складывается из	1	1
970	всей их	1	1
971	взглядом на	1	1
972	я его	1	1
973	мы можем	1	1
974	в москву	1	1
975	возникает из	1	1
976	вообще в	1	1
977	от фигуры	1	1
978	не навязывает	1	1
979	действия в	1	1
980	они же	1	1
981	анекдота не	2	1
982	в мысль	1	1
983	себя столь	1	1
984	с романом	1	1
985	подробностями и	1	1
986	имеют дело	1	1
987	или во	1	1
988	читателя и	1	1
989	в структуре	1	1
990	в повествовательную	1	1
991	героя то	1	1
992	всего лишь	1	1
993	в работе	1	1
994	закономерно приводит	1	1
995	и собственно	2	1
996	под ней	1	1
997	или же	1	1
998	таков был	1	1
999	речи и	2	1
1000	в случае	2	1
1001	на чем	1	1
1002	как сам	1	1
1003	в городе	1	1
1004	однако эта	1	1
1005	мире на	1	1
1006	своего времени	2	1
1007	хотя в	3	1
1008	основное внимание	1	1
1009	в форме	2	1
1010	перед лицом	2	1
1011	во плоти	1	1
1012	ни о	2	1
1013	также и	6	1
1014	исследования на	1	1
1015	следует признать	3	1
1016	должны были	1	1
1017	поучителен в	1	1
1018	в иных	1	1
1019	произведение не	1	1
1020	этот период	1	1
1021	порой и	1	1
1022	и несколько	1	1
1023	сознания от	1	1
1024	занимает в	1	1
1025	сведена к	1	1
1026	я это	1	1
1027	героев с	1	1
1028	вторая часть	1	1
1029	на бумаге	1	1
1030	чем она	1	1
1031	и далеко	1	1
1032	бы его	1	1
1033	онегина и	1	1
1034	это делает	1	1
1035	пиковой даме	1	1
1036	что может	1	1
1037	не заметить	1	1
1038	вопрос этот	1	1
1039	однако по	1	1
1040	ней в	1	1
1041	средство ее	1	1
1042	в жанре	3	1
1043	особое внимание	1	1
1044	за год	1	1
1045	с малым	1	1
1046	автора как	1	1
1047	природу то	1	1
1048	их поведение	1	1
1049	является его	1	1
1050	художественное восприятие	1	1
1051	или иного	2	1
1052	чем и	2	1
1053	чтобы не	2	1
1054	уходит в	1	1
1055	самоопределение личности	1	1
1056	не остается	1	1
1057	до его	1	1
1058	одного и	5	1
1059	ибо это	2	1
1060	еще одно	1	1
1061	становится объектом	1	1
1062	что до	1	1
1063	раннего творчества	1	1
1064	для многих	1	1
1065	мифа не	2	1
1066	почему он	1	1
1067	в особенности	5	1
1068	говорит но	1	1
1069	рассказом в	1	1
1070	не делает	1	1
1071	мире и	2	1
1072	жанрах в	2	1
1073	однако и	2	1
1074	из возможных	1	1
1075	явно не	1	1
1076	красоте и	1	1
1077	рассказа и	1	1
1078	свидетельство о	1	1
1079	можно назвать	2	1
1080	литературы как	1	1
1081	эту неопределенность	1	1
1082	пребывает в	1	1
1083	художественного творчества	1	1
1084	его происхождением	1	1
1085	этих миров	1	1
1086	объединяет его	1	1
1087	романа в	1	1
1088	никак не	1	1
1089	нашего времени	2	1
1090	истории в	2	1
1091	жизни именно	1	1
1092	поведении героев	1	1
1093	поэтому в	2	1
1094	собой например	1	1
1095	разного рода	2	1
1096	к выводу	1	1
1097	к сознанию	1	1
1098	нередко и	2	1
1099	к читателю	1	1
1100	не признает	1	1
1101	сравнительно со	1	1
1102	имел для	1	1
1103	и вполне	1	1
1104	том и	1	1
1105	не на	3	1
1106	только еще	1	1
1107	содержание рассказа	2	1
1108	от их	1	1
1109	оно не	2	1
1110	так выразиться	2	1
1111	текста и	2	1
1112	открытым вопрос	1	1
1113	с некоторыми	2	1
1114	ряде других	1	1
1115	включается в	1	1
1116	собой и	1	1
1117	предлагаемая вниманию	1	1
1118	необходимо отметить	1	1
1119	с ней	3	1
1120	двух сыновей	1	1
1121	в различные	1	1
1122	в саду	1	1
1123	обращается к	1	1
1124	всем протяжении	1	1
1125	события но	1	1
1126	же о	1	1
1127	жизненная позиция	1	1
1128	и действительно	1	1
1129	на дорогу	1	1
1130	присутствует в	2	1
1131	и они	1	1
1132	не совпадают	1	1
1133	как не	3	1
1134	анализа в	1	1
1135	по просьбе	1	1
1136	является функцией	1	1
1137	отнесены к	1	1
1138	в словах	1	1
1139	себя и	2	1
1140	позицию и	1	1
1141	он ее	1	1
1142	себя с	2	1
1143	который не	2	1
1144	в историческом	2	1
1145	древних греков	1	1
1146	если можно	2	1
1147	именно поэтому	1	1
1148	при всех	1	1
1149	вследствие этого	4	1
1150	с большей	1	1
1151	лирической прозы	1	1
1152	в любой	2	1
1153	отсутствие в	1	1
1154	нечто более	1	1
1155	которых можно	1	1
1156	кризисы и	1	1
1157	еще и	1	1
1158	этом пункте	1	1
1159	со временем	1	1
1160	бы и	1	1
1161	и должны	1	1
1162	на самого	3	1
1163	он направлен	1	1
1164	художественного целого	3	1
1165	языка и	3	1
1166	когда мы	1	1
1167	это понятие	3	1
1168	это явление	1	1
1169	столь уж	2	1
1170	начинает свой	1	1
1171	более чем	3	1
1172	как пишет	1	1
1173	то и	1	1
1174	с нами	1	1
1175	изображения и	1	1
1176	его персонажем	1	1
1177	на друга	1	1
1178	том как	1	1
1179	не быть	1	1
1180	из его	1	1
1181	второй из	1	1
1182	слова и	2	1
1183	в середине	1	1
1184	развития и	1	1
1185	до самых	1	1
1186	всего на	1	1
1187	совпадают с	2	1
1188	письма и	1	1
1189	и читателей	1	1
1190	сочетании с	1	1
1191	с позиции	3	1
1192	его характер	2	1
1193	как субъекта	1	1
1194	чехова в	2	1
1195	целый ряд	2	1
1196	подобных ему	2	1
1197	всего отметим	1	1
1198	чем не	3	1
1199	почти одновременно	1	1
1200	существования в	1	1
1201	в обоих	1	1
1202	литературы в	2	1
1203	было и	1	1
1204	котором нет	1	1
1205	он весь	1	1
1206	состоит в	20	1
1207	потому и	1	1
1208	не встречается	1	1
1209	в предыстории	1	1
1210	для читателя	1	1
1211	человеческого поведения	1	1
1212	претендовать на	3	1
1213	глубокое и	1	1
1214	автор оставляет	1	1
1215	в италии	1	1
1216	размышляя о	2	1
1217	следит за	1	1
1218	заметить что	2	1
1219	анекдот но	2	1
1220	невозможна в	1	1
1221	у молодой	1	1
1222	пародия на	1	1
1223	белинский в	1	1
1224	принадлежит к	3	1
1225	при котором	2	1
1226	на первый	1	1
1227	может оказаться	1	1
1228	общества в	1	1
1229	который по	3	1
1230	морального выбора	1	1
1231	этого слова	1	1
1232	город и	1	1
1233	утверждая что	1	1
1234	к предмету	1	1
1235	легенды и	3	1
1236	только потому	1	1
1237	текста как	1	1
1238	литературе в	1	1
1239	мир и	1	1
1240	справедливому замечанию	3	1
1241	читателя что	2	1
1242	контакта с	1	1
1243	предстает как	2	1
1244	движения и	1	1
1245	героя поскольку	1	1
1246	эту форму	1	1
1247	они были	2	1
1248	или невольно	2	1
1249	от своей	1	1
1250	мире где	1	1
1251	а своей	1	1
1252	это новое	1	1
1253	подход к	4	1
1254	которому он	1	1
1255	в сочетании	1	1
1256	вписывается в	2	1
1257	этом случае	3	1
1258	вниманию читателя	1	1
1259	тем какие	1	1
1260	ему в	3	1
1261	ничем не	1	1
1262	первые века	1	1
1263	они не	2	1
1264	любой из	1	1
1265	произведения как	2	1
1266	самому автору	1	1
1267	и было	3	1
1268	с высоким	1	1
1269	эта ситуация	1	1
1270	анекдоты и	1	1
1271	в первый	1	1
1272	сколько в	1	1
1273	который бы	1	1
1274	опыта к	1	1
1275	мы имеем	4	1
1276	характер а	1	1
1277	однако здесь	1	1
1278	мире в	1	1
1279	по справедливому	3	1
1280	мы сами	1	1
1281	только его	1	1
1282	в основании	3	1
1283	себя самого	2	1
1284	что так	1	1
1285	представляющий собой	2	1
1286	видеть в	1	1
1287	в полном	2	1
1288	коммуникация как	1	1
1289	своей судьбы	1	1
1290	слова говорящий	1	1
1291	истории с	1	1
1292	о герое	1	1
1293	чем он	2	1
1294	как нечто	2	1
1295	что каждый	1	1
1296	к эстетическому	1	1
1297	в пиковой	1	1
