N	2gram	Vygotskiy_	EvropaiC
201	всех этих	3	4
202	мы сказали	2	4
203	в одну	1	4
204	то же	16	4
205	никогда не	15	4
206	ближе к	2	3
207	во всем	3	3
208	бы то	1	3
209	от него	5	3
210	что оно	12	3
211	эти элементы	1	3
212	только те	1	3
213	данном случае	4	3
214	только что	11	3
215	которые не	2	3
216	в начале	1	3
217	с одной	15	3
218	тогда когда	1	3
219	даже в	2	3
220	ни было	1	3
221	в нашем	3	3
222	в разных	1	3
223	и говорить	1	3
224	как у	1	3
225	для нас	9	3
226	на нас	1	3
227	прежде всего	6	3
228	у нас	7	3
229	одно из	1	3
230	же не	2	3
231	коренным образом	1	3
232	целом ряде	2	3
233	в этих	3	3
234	различия между	2	3
235	чем в	3	3
236	ко всем	2	3
237	от тех	1	3
238	что по	3	3
239	в нем	13	3
240	заключается в	13	3
241	военную и	1	3
242	представление о	1	3
243	очевидно что	3	3
244	очень много	1	3
245	в жизни	2	3
246	можно назвать	1	3
247	по одному	1	3
248	же как	4	3
249	но по	1	3
250	на земле	1	3
251	в истории	1	3
252	может не	1	3
253	в степени	1	3
254	эти мысли	2	3
255	и это	13	3
256	в сторону	2	3
257	ничего общего	1	3
258	что их	2	3
259	и вообще	2	3
260	гораздо больше	1	3
261	тем более	1	3
262	жизнь и	2	3
263	только одно	1	3
264	и того	2	3
265	и потому	8	3
266	на этой	1	3
267	в данном	4	3
268	и других	2	3
269	отличие от	3	3
270	вопрос о	6	3
271	но даже	1	3
272	в ней	5	3
273	сказали что	1	3
274	и может	3	3
275	что если	9	3
276	если же	3	3
277	должны быть	1	3
278	с этой	5	3
279	возможно ли	1	3
280	может служить	1	3
281	лучше и	1	3
282	это не	9	3
283	в тех	3	3
284	тем самым	1	3
285	и до	4	3
286	с в	2	3
287	конечно не	3	3
288	в совершенно	6	3
289	от того	6	3
290	при помощи	5	3
291	к которой	4	3
292	каждый из	2	3
293	а в	7	3
294	как известно	1	3
295	сказано выше	1	3
296	было бы	15	3
297	как мы	6	3
298	указывают на	1	3
299	сейчас же	16	3
300	они должны	2	3
301	что только	1	3
302	мы будем	3	3
303	образом в	3	3
304	но не	9	3
305	в эти	1	3
306	является ли	2	3
307	бы в	7	3
308	одного и	2	3
309	тот же	5	3
310	и наконец	5	3
311	не то	4	3
312	одной и	4	2
313	с которыми	1	2
314	представить себе	2	2
315	к такому	3	2
316	от нее	2	2
317	что они	11	2
318	только не	5	2
319	образом и	3	2
320	к другу	5	2
321	что у	7	2
322	мы и	2	2
323	друг к	5	2
324	что эти	4	2
325	смотреть на	3	2
326	то есть	16	2
327	этот процесс	1	2
328	то в	1	2
329	мы все	8	2
330	на том	4	2
331	гораздо менее	1	2
332	он считает	1	2
333	для него	5	2
334	тем как	2	2
335	те черты	2	2
336	те же	3	2
337	а затем	2	2
338	то и	1	2
339	него в	1	2
340	в общей	1	2
341	к таким	3	2
342	но как	3	2
343	разобраться в	1	2
344	и из	3	2
345	своих собственных	1	2
346	в виду	5	2
347	сводится к	7	2
348	том и	3	2
349	совершенно ясно	13	2
350	всех прочих	1	2
351	работы и	3	2
352	в своих	9	2
353	не было	2	2
354	не потому	2	2
355	все то	6	2
356	особенности которые	1	2
357	не знает	2	2
358	и сам	1	2
359	из нее	2	2
360	все дело	1	2
361	и где	2	2
362	во внимание	5	2
363	на нее	2	2
364	и там	2	2
365	то с	1	2
366	том виде	1	2
367	как при	1	2
368	вовсе не	8	2
369	такой же	2	2
370	но для	1	2
371	в один	1	2
372	и начало	1	2
373	жизни и	8	2
374	то время	4	2
375	в процессе	1	2
376	сходство с	1	2
377	если он	2	2
378	между этими	1	2
379	тому что	11	2
380	виде как	1	2
381	давно уже	2	2
382	имеет место	3	2
383	между ними	2	2
384	как не	1	2
385	с ними	1	2
386	их в	4	2
387	и так	4	2
388	в одно	1	2
389	при таком	4	2
390	в которых	4	2
391	никто не	4	2
392	есть только	3	2
393	однако это	1	2
394	они не	3	2
395	на одном	5	2
396	себя и	3	2
397	не имеет	2	2
398	же мало	1	2
399	высшей степени	1	2
400	почти все	3	2
401	зависимости от	9	2
402	в себя	2	2
403	ни для	1	2
404	что оба	1	2
405	за существование	1	2
406	нет в	2	2
407	должен быть	3	2
408	в эту	2	2
409	верно то	1	2
410	при виде	1	2
411	по его	5	2
412	вопросе о	1	2
413	к той	1	2
414	в них	7	2
415	вступают в	1	2
416	этих двух	8	2
417	во всяком	2	2
418	ко всему	1	2
419	и состоит	1	2
420	ответить на	1	2
421	а для	1	2
422	принять во	2	2
423	в основе	9	2
424	и более	1	2
425	в котором	5	2
426	вытекают из	1	2
427	до тех	2	2
428	и только	5	2
429	на этом	11	2
430	эти последние	1	2
431	редких случаях	1	2
432	доказать что	1	2
433	выше на	1	2
434	она не	1	2
435	другими словами	1	2
436	всяком случае	1	2
437	к нему	1	2
438	в свою	3	2
439	именно потому	4	2
440	одной стороны	15	2
441	в англию	2	2
442	также и	1	2
443	ту же	3	2
444	только мы	1	2
445	в другом	3	2
446	и поэтому	4	2
447	и уже	4	2
448	ясно как	1	2
449	говорить о	1	2
450	о них	2	2
451	всех других	1	2
452	в противоречие	1	2
453	что многие	1	2
454	для всякого	1	2
455	которую он	2	2
456	так чтобы	2	2
457	из двух	3	2
458	конечно в	1	2
459	из него	1	2
460	заключает в	7	2
461	однако мы	3	2
462	только то	1	2
463	этот вопрос	6	2
464	же время	2	2
465	но вместе	1	2
466	это может	2	2
467	свою очередь	1	2
468	очень мало	1	2
469	в вопросе	1	2
470	рассматривать как	3	2
471	я в	1	2
472	что же	1	2
473	промежуток времени	1	2
474	что под	1	2
475	со своими	1	2
476	тех пор	2	2
477	общего с	1	2
478	своем целом	1	2
479	о которой	1	2
480	он все	2	2
481	той же	6	2
482	всех остальных	2	2
483	том чтобы	7	2
484	в высшей	1	2
485	на него	4	2
486	в глазах	2	2
487	на первый	2	2
488	только при	1	2
489	по этому	5	2
490	понять что	1	2
491	показывают что	1	2
492	что она	10	2
493	в частности	6	2
494	общества и	1	2
495	одна из	6	2
496	и дальше	3	2
497	этого слова	1	2
498	в сущности	14	2
499	но если	3	2
500	и его	10	2
501	что до	1	2
502	от них	1	2
503	мы видели	2	2
504	от себя	2	2
505	в ту	2	2
506	независимо от	1	2
507	истинную сущность	1	2
508	с ее	1	2
509	тем же	3	2
510	но так	1	2
511	которой мы	1	2
512	в самой	1	2
513	дальнейшего развития	1	2
514	точку зрения	1	2
515	если это	4	2
516	и ее	1	2
517	что на	6	2
518	психологии в	1	2
519	почти ничего	1	2
520	друг друга	1	2
521	гораздо более	3	2
522	из этой	2	2
523	он должен	8	2
524	существование и	1	1
525	как все	4	1
526	к сожалению	2	1
527	всего в	1	1
528	были бы	3	1
529	потому чтобы	1	1
530	начиная с	1	1
531	находим в	1	1
532	к действительности	1	1
533	и другие	3	1
534	на деле	9	1
535	в другой	1	1
536	из отдельных	1	1
537	видели что	1	1
538	которого она	1	1
539	в состав	3	1
540	на каком-нибудь	1	1
541	мы видим	13	1
542	с только	1	1
543	он есть	1	1
544	один из	9	1
545	вступить в	1	1
546	то обстоятельство	2	1
547	оно может	2	1
548	это делает	3	1
549	за ним	3	1
550	этим двум	1	1
551	сейчас в	1	1
552	к их	1	1
553	ему что	2	1
554	она и	1	1
555	гораздо сложнее	1	1
556	и должны	1	1
557	у самых	1	1
558	душевная жизнь	1	1
559	различие между	1	1
560	составные части	1	1
561	нам надо	1	1
562	что надо	1	1
563	что слова	1	1
564	и свою	1	1
565	если в	1	1
566	ее на	1	1
567	сам он	1	1
568	те которые	1	1
569	некоторая часть	1	1
570	того как	4	1
571	от этой	3	1
572	нас не	2	1
573	нет а	1	1
574	с и	11	1
575	на гибель	1	1
576	уже в	7	1
577	мы не	8	1
578	наших глазах	1	1
579	но еще	3	1
580	он при	2	1
581	ним и	1	1
582	правильнее было	1	1
583	с такой	5	1
584	оно было	1	1
585	вывод что	1	1
586	силой так	1	1
587	именно как	1	1
588	еще более	2	1
589	а вместо	1	1
590	ясно представить	1	1
591	заключают в	1	1
592	была бы	4	1
593	объявляют что	1	1
594	указали выше	1	1
595	то для	1	1
596	или с	2	1
597	этой мысли	1	1
598	указание на	1	1
599	элементов и	1	1
600	естественно что	2	1
601	приложении к	2	1
602	бы на	2	1
603	за пределами	1	1
604	в своей	8	1
605	не имеющее	1	1
606	который можно	1	1
607	объяснения его	1	1
608	или нет	1	1
609	кроме того	1	1
610	строго говоря	2	1
611	и сильно	1	1
612	в корне	2	1
613	в ее	3	1
614	никак не	10	1
615	мысли и	1	1
616	что так	1	1
617	не приходится	1	1
618	по мнению	6	1
619	не вызывает	2	1
620	которых каждый	1	1
621	от начала	1	1
622	что такое	2	1
623	близким к	1	1
624	ее в	2	1
625	с не	2	1
626	совершилось и	1	1
627	в качестве	2	1
628	для другой	1	1
629	не являются	1	1
630	нашу мысль	1	1
631	и кажется	2	1
632	остается при	2	1
633	со своим	2	1
634	на которой	1	1
635	из своих	1	1
636	не замечает	2	1
637	что каждый	1	1
638	отказывается от	1	1
639	и другими	2	1
640	которой по	1	1
641	однако он	1	1
642	от этих	3	1
643	в правильности	1	1
644	нами в	2	1
645	деле если	2	1
646	смысле этого	1	1
647	быть может	1	1
648	противоречие с	2	1
649	некоторые из	1	1
650	к жизни	2	1
651	все одинаково	1	1
652	бы при	1	1
653	основана на	2	1
654	в отношении	2	1
655	но психология	1	1
656	же самые	2	1
657	только они	1	1
658	и развития	1	1
659	все черты	1	1
660	котором мы	3	1
661	от своих	1	1
662	в центре	2	1
663	состоит именно	1	1
664	а на	1	1
665	непрерывно и	1	1
666	поэтому и	1	1
667	в опыте	1	1
668	например при	1	1
669	в зависимости	7	1
670	что составляет	4	1
671	как же	1	1
672	без всяких	1	1
673	можно изобразить	1	1
674	в борьбе	1	1
675	которые все	2	1
676	этой точки	3	1
677	мы поймем	1	1
678	том именно	1	1
679	это должно	1	1
680	отказаться от	1	1
681	здесь мы	2	1
682	отличаются от	1	1
683	в порядок	1	1
684	или иной	2	1
685	ни одна	2	1
686	элементы в	1	1
687	попасть в	1	1
688	во взаимной	1	1
689	ее с	1	1
690	с ней	1	1
691	начала в	1	1
692	этом не	1	1
693	в моем	1	1
694	самые разнообразные	1	1
695	но совершенно	3	1
696	в научную	1	1
697	будто бы	3	1
698	его теории	1	1
699	во многих	1	1
700	дело в	4	1
701	мысль о	5	1
702	результате получилась	1	1
703	весь свой	1	1
704	больше из	1	1
705	эти две	4	1
706	а всегда	1	1
707	и эта	2	1
708	нам пришлось	1	1
709	это кажется	2	1
710	тем что	8	1
711	и заключает	1	1
712	и другое	6	1
713	а то	1	1
714	ничего такого	1	1
715	психики и	1	1
716	и всю	1	1
717	какой именно	1	1
718	чтобы заставить	2	1
719	принадлежат к	1	1
720	ряд общих	1	1
721	том или	1	1
722	например в	2	1
723	отношения к	2	1
724	есть психология	1	1
725	и другим	2	1
726	так это	1	1
727	этом последнем	1	1
728	на другую	1	1
729	стороны что	1	1
730	это надо	1	1
731	и как	10	1
732	обстоятельство что	2	1
733	чтобы ответить	1	1
734	но он	6	1
735	к его	2	1
736	есть нечто	3	1
737	время как	5	1
738	это оказывается	1	1
739	этой цели	3	1
740	его тем	1	1
741	для каждого	1	1
742	себя как	1	1
743	эту точку	1	1
744	его мнению	4	1
745	здесь дело	2	1
746	рядом с	6	1
747	уже о	1	1
748	без которого	2	1
749	этого необходимо	2	1
750	бы нам	2	1
751	однако чтобы	1	1
752	и просто	3	1
753	на эту	1	1
754	много но	1	1
755	но когда	1	1
756	как в	4	1
757	стремление к	2	1
758	но неужели	1	1
759	так в	4	1
760	что ни	4	1
761	убеждения что	1	1
762	образом для	2	1
763	нет вовсе	1	1
764	другом месте	1	1
765	техника и	1	1
766	заставить их	1	1
767	последнее время	1	1
768	внимание что	1	1
769	что между	2	1
770	от этого	1	1
771	мы только	3	1
772	приводит к	2	1
773	только для	2	1
774	или ином	1	1
775	и со	1	1
776	если я	2	1
777	весь ход	1	1
778	бы не	1	1
779	на всем	1	1
780	этой новой	1	1
781	образом по	1	1
782	по признаку	1	1
783	да и	4	1
784	предположим что	1	1
785	более сложные	1	1
786	же после	4	1
787	на самой	1	1
788	больше всего	1	1
789	мы находим	2	1
790	можно рассматривать	1	1
791	именно эта	2	1
792	благодаря тому	1	1
793	и следовательно	3	1
794	они стараются	1	1
795	факт этот	1	1
796	именно поэтому	2	1
797	даже что	1	1
798	это было	4	1
799	что психика	1	1
800	чтобы заметить	1	1
801	со стороны	3	1
802	гораздо меньше	1	1
803	на его	4	1
804	за нею	1	1
805	себе и	4	1
806	знает что	2	1
807	даже гораздо	1	1
808	мы считаем	1	1
809	деле это	2	1
810	раз когда	1	1
811	и постоянно	1	1
812	этих элементов	1	1
813	но мы	4	1
814	что следовательно	2	1
815	художественное произведение	5	1
816	это имеет	2	1
817	смысл этого	3	1
818	что тот	2	1
819	и таким	3	1
820	деле есть	1	1
821	одного факта	1	1
822	в других	1	1
823	уже не	1	1
824	не трудно	1	1
825	не имели	1	1
826	по крайней	1	1
827	перед нами	5	1
828	из области	1	1
829	связаны с	2	1
830	мы к	1	1
831	так если	1	1
832	вопроса о	2	1
833	психологической точки	2	1
834	на экономии	1	1
835	на место	1	1
836	когда такой	1	1
837	мы указывали	1	1
838	и логически	1	1
839	иметь в	3	1
840	уже сказали	1	1
841	в каждом	2	1
842	мы попытаемся	1	1
843	нет ничего	1	1
844	необходимо чтобы	2	1
845	правильности этого	1	1
846	не говоря	1	1
847	те элементы	1	1
848	истинный смысл	1	1
849	речь в	2	1
850	это и	7	1
851	еще и	1	1
852	к истине	1	1
853	ни на	3	1
854	единства они	1	1
855	не имея	2	1
856	образом все	2	1
857	все остальное	2	1
858	и отчасти	1	1
859	черты которые	2	1
860	не является	3	1
861	и эти	3	1
862	что от	2	1
863	только к	1	1
864	за то	3	1
865	за шагом	1	1
866	указывали на	1	1
867	бы к	1	1
868	чем эта	1	1
869	больше чем	3	1
870	же я	1	1
871	еще далеко	1	1
872	вытекает из	2	1
873	с самого	5	1
874	образом мы	3	1
875	после этого	1	1
876	другой характер	1	1
877	то это	6	1
878	людей и	1	1
879	совершенно в	2	1
880	бы с	1	1
881	что этот	3	1
882	все три	2	1
883	тем мы	2	1
884	что ей	1	1
885	на задний	1	1
886	видим что	5	1
887	которую мы	2	1
888	производит впечатление	1	1
889	мы воспринимаем	8	1
890	ли это	3	1
891	и убеждения	1	1
892	этим на	1	1
893	и выше	1	1
894	ли в	1	1
895	и нам	2	1
896	которые однако	1	1
897	с психологической	3	1
898	и даже	4	1
899	пор на	3	1
900	в лучшем	3	1
901	и ко	1	1
902	дело только	1	1
903	психологии и	2	1
904	сам не	2	1
905	путем мы	1	1
906	силы и	1	1
907	и заключается	6	1
908	для ее	4	1
909	даже и	2	1
910	человечество и	1	1
911	все остальные	1	1
912	на той	1	1
913	и между	4	1
914	но при	1	1
915	элемент а	1	1
916	и вот	7	1
917	месте в	1	1
918	они совершенно	1	1
919	в значительной	1	1
920	на котором	1	1
921	шаг за	1	1
922	почти исключительно	1	1
923	от самого	1	1
924	часто в	1	1
925	выше в	1	1
926	этим он	3	1
927	совсем не	3	1
928	этого положения	1	1
929	вместо того	1	1
930	этой работы	1	1
931	всех сил	1	1
932	по этой	1	1
933	являются не	1	1
934	мы всегда	2	1
935	нельзя не	1	1
936	совершенно обходят	1	1
937	не быть	1	1
938	многих людей	1	1
939	народы древности	1	1
940	и другой	1	1
941	вызывает в	4	1
942	подошел к	1	1
943	а может	1	1
944	утверждают что	1	1
945	что вопрос	1	1
946	в борьбу	1	1
947	двух других	1	1
948	наша собственная	1	1
949	из его	4	1
950	с большим	1	1
951	как из	3	1
952	язык и	1	1
953	с виду	1	1
954	действительно так	2	1
955	просто не	1	1
956	на которых	2	1
957	окажется что	1	1
958	и помимо	1	1
959	характер в	1	1
960	обстоит дело	4	1
961	выпадает на	1	1
962	точно и	2	1
963	некоторое сходство	1	1
964	это по	2	1
965	кажется что	2	1
966	поэтому мы	1	1
967	им то	1	1
968	от всех	1	1
969	с которой	2	1
970	есть всегда	1	1
971	смысле слова	2	1
972	которой он	1	1
973	с объективной	1	1
974	гораздо дальше	1	1
975	сущность которого	1	1
976	когда она	3	1
977	на нем	1	1
978	вполне понятна	1	1
979	увидим что	13	1
980	только на	4	1
981	жизни если	1	1
982	же совершенно	1	1
983	вступает в	1	1
984	одно и	3	1
985	не были	1	1
986	и та	5	1
987	забудем что	1	1
988	в приложении	2	1
989	все те	3	1
990	видеть что	1	1
991	на пути	1	1
992	не могла	2	1
993	связь между	2	1
994	это была	1	1
995	других людей	1	1
996	каждый раз	1	1
997	есть лишь	1	1
998	к делу	2	1
999	как всякая	1	1
1000	не сделал	1	1
1001	тем и	1	1
1002	говоря о	1	1
1003	за себя	1	1
1004	в нашей	5	1
1005	в учении	3	1
1006	что психология	3	1
1007	техника есть	1	1
1008	и хотя	3	1
1009	нас с	2	1
1010	для своей	1	1
1011	открытий которые	1	1
1012	и затем	2	1
1013	это действительно	2	1
1014	что такая	1	1
1015	а только	1	1
1016	что ее	1	1
1017	из нас	1	1
1018	решение вопроса	1	1
1019	что отличается	1	1
1020	своих частей	1	1
1021	и психологии	1	1
1022	можно было	6	1
1023	что когда	2	1
1024	на практике	1	1
1025	их главное	1	1
1026	не раньше	1	1
1027	борьбе за	1	1
1028	исходной точкой	1	1
1029	самого начала	5	1
1030	еще один	2	1
1031	этому поводу	4	1
1032	показывает насколько	1	1
1033	и часто	1	1
1034	если допустить	1	1
1035	и всех	1	1
1036	сторону его	1	1
1037	силы что	1	1
1038	не выдерживают	1	1
1039	наука не	1	1
1040	тех элементов	1	1
1041	решающую роль	1	1
1042	средством к	1	1
1043	же самое	13	1
1044	всего что	1	1
1045	связанной с	1	1
1046	состоит в	3	1
1047	собою и	1	1
1048	того кто	1	1
1049	гордости и	1	1
1050	привести в	1	1
1051	как эта	1	1
1052	и той	4	1
1053	всякого другого	1	1
1054	не по	1	1
1055	на которые	2	1
1056	точно также	1	1
1057	задний план	1	1
1058	из виду	1	1
1059	истории и	1	1
1060	этого нужно	1	1
1061	разные стороны	1	1
1062	большей частью	1	1
1063	не забудем	1	1
1064	пока еще	1	1
1065	быть не	2	1
1066	других видов	1	1
1067	и глубоко	1	1
1068	как человек	1	1
1069	он в	3	1
1070	к ней	3	1
1071	на наших	2	1
1072	без всякого	3	1
1073	заметить что	1	1
1074	нашему восприятию	1	1
1075	именно его	1	1
1076	с такою	1	1
1077	уверены в	1	1
1078	ней и	1	1
1079	ее не	2	1
1080	впечатление которое	1	1
1081	однако в	1	1
1082	частью в	1	1
1083	психология и	1	1
1084	главным образом	3	1
1085	мы дадим	1	1
1086	замечает что	3	1
1087	конечно только	1	1
1088	по которым	1	1
1089	нет и	2	1
1090	глаза и	1	1
1091	наряду с	1	1
1092	народом в	1	1
1093	и следует	1	1
1094	перед глазами	1	1
1095	могут быть	8	1
1096	мы бы	1	1
1097	которую в	1	1
1098	хотя мы	1	1
1099	существует в	1	1
1100	всегда в	1	1
1101	бы он	1	1
1102	самой природе	1	1
1103	благодаря этому	1	1
1104	чувства при	1	1
1105	только по	1	1
1106	техники и	1	1
1107	сложнее и	1	1
1108	быть в	1	1
1109	но именно	1	1
1110	до конца	7	1
1111	в большей	2	1
1112	и окажется	1	1
1113	находится в	2	1
1114	что чувство	4	1
1115	во времена	1	1
1116	целом в	1	1
1117	уже знаем	1	1
1118	него все	1	1
1119	допустить что	3	1
1120	эту мысль	2	1
1121	параллельно с	1	1
1122	лучше всего	1	1
1123	вне этого	1	1
1124	в узком	1	1
1125	этим законом	1	1
1126	к чисто	1	1
1127	и вдруг	1	1
1128	он может	3	1
1129	исходит из	5	1
1130	уже указали	1	1
1131	и непонятной	1	1
1132	в одинаковой	1	1
1133	чрезвычайно слабо	1	1
1134	если они	1	1
1135	и однако	1	1
1136	надо сказать	2	1
1137	что именно	7	1
1138	из самой	1	1
1139	только после	1	1
1140	из самых	3	1
1141	ко всякой	1	1
1142	не ее	1	1
1143	с его	6	1
1144	свою силу	1	1
1145	сказать что	14	1
1146	он сам	1	1
1147	время вызывает	1	1
1148	их на	1	1
1149	себя с	2	1
1150	только эти	1	1
1151	все более	1	1
1152	все другие	3	1
1153	себе еще	1	1
1154	а как	3	1
1155	что во	1	1
1156	это сделать	1	1
1157	это просто	1	1
1158	образом оказывается	1	1
1159	русском языке	1	1
1160	не имело	2	1
1161	только с	3	1
1162	является только	1	1
1163	которое на	1	1
1164	надо было	2	1
1165	именно этот	1	1
1166	к этим	2	1
1167	ведь и	1	1
1168	не мог	1	1
1169	которые часто	1	1
1170	лучшем случае	3	1
1171	себе как	1	1
1172	а не	16	1
1173	в этом-то	1	1
1174	и оно	1	1
1175	и прочее	1	1
1176	этому вопросу	1	1
1177	если только	4	1
1178	каждого из	1	1
1179	крайней мере	1	1
1180	очень многие	1	1
1181	сделать это	3	1
1182	мы возьмем	1	1
1183	кажется нам	8	1
1184	здесь не	1	1
1185	применительно к	1	1
1186	образом а	1	1
1187	целого ряда	1	1
1188	вообще нет	1	1
1189	и тем	6	1
1190	ничего не	4	1
1191	жизни с	3	1
1192	есть не	7	1
1193	от наших	1	1
1194	он умер	1	1
1195	в руках	1	1
1196	есть как	2	1
1197	которые они	1	1
1198	они были	3	1
1199	иное как	2	1
1200	на них	3	1
1201	не к	1	1
1202	эта же	1	1
1203	к каким	1	1
1204	суть дела	1	1
