N	2gram	Potebnia_M	StatiiOP
124	это было	3	11
125	на то	6	11
126	не столько	2	10
127	в виду	1	10
128	связь с	4	10
129	так же	6	10
130	в целом	5	10
131	что такое	2	10
132	что и	16	10
133	xix века	1	10
134	это слово	6	10
135	но он	3	10
136	во всех	1	10
137	а как	2	10
138	в каком	8	10
139	в истории	2	10
140	же время	8	10
141	ничего не	1	10
142	ответ на	3	10
143	на вопрос	2	10
144	на самом	4	10
145	но не	8	10
146	во второй	1	10
147	в начале	3	10
148	и к	5	9
149	с этой	2	9
150	можно сказать	4	9
151	он был	1	9
152	в одном	4	9
153	внимание на	2	9
154	несмотря на	2	9
155	его жизни	2	9
156	и это	6	9
157	в чем	6	9
158	в каждом	6	9
159	и тем	8	9
160	что эта	3	9
161	во время	4	9
162	вряд ли	4	9
163	не является	1	9
164	времени и	2	9
165	что же	3	9
166	для нас	40	9
167	что мы	16	9
168	там где	6	9
169	по этому	2	9
170	место в	4	9
171	и об	1	8
172	в результате	1	8
173	и даже	3	8
174	в речи	4	8
175	связано с	2	8
176	по его	1	8
177	еще более	1	8
178	к которому	1	8
179	что она	4	8
180	к этому	3	8
181	связи с	6	8
182	одним из	3	8
183	и др	1	8
184	могут быть	6	8
185	в общем	1	8
186	нужно сказать	1	8
187	должен был	2	8
188	заключается в	2	8
189	в которых	5	8
190	не имеет	10	8
191	тем не	7	8
192	и более	4	8
193	при помощи	2	8
194	той же	6	8
195	в их	2	8
196	а также	1	8
197	в какой	3	8
198	отношение к	2	8
199	и о	6	8
200	это в	2	8
201	смотрел на	1	7
202	по себе	26	7
203	отличается от	1	7
204	в это	2	7
205	а а	2	7
206	уже о	1	7
207	не мог	1	7
208	того же	5	7
209	гораздо более	1	7
210	в ее	3	7
211	что все	5	7
212	в эту	4	7
213	кажется что	3	7
214	как это	1	7
215	нельзя не	1	7
216	что для	5	7
217	то в	1	7
218	и то	13	7
219	то время	7	7
220	можно назвать	2	7
221	том как	3	7
222	еще не	9	7
223	еще и	1	7
224	что здесь	1	7
225	одной из	3	7
226	на этот	1	7
227	данном случае	3	7
228	уже в	10	7
229	в виде	3	7
230	но с	1	7
231	что этот	2	7
232	тем более	9	7
233	не все	5	7
234	с самого	1	7
235	факт что	1	7
236	этому поводу	1	7
237	лишь в	2	7
238	отношению к	10	7
239	в словаре	1	7
240	же и	3	6
241	на его	4	6
242	одно из	6	6
243	и сам	1	6
244	в жизни	1	6
245	говорить о	6	6
246	несколько примеров	1	6
247	по отношению	12	6
248	даже в	3	6
249	в отдельных	2	6
250	крайней мере	8	6
251	к нему	7	6
252	только не	5	6
253	отношения между	4	6
254	время как	3	6
255	одном из	4	6
256	должно было	2	6
257	в устах	1	6
258	этом смысле	2	6
259	его как	3	6
260	в себе	26	6
261	и языка	1	6
262	и здесь	3	6
263	из которых	1	6
264	и все	5	6
265	том смысле	6	6
266	в известном	1	6
267	по крайней	8	6
268	языка и	5	6
269	тем же	6	6
270	и во	1	6
271	что я	5	6
272	с его	1	6
273	что с	2	6
274	мы не	17	6
275	и за	1	6
276	независимо от	10	6
277	и я	3	6
278	в новом	2	6
279	должен быть	1	6
280	в одной	1	6
281	и вообще	4	6
282	разумеется что	1	6
283	еще до	3	6
284	за то	1	6
285	его не	2	6
286	что на	3	6
287	нас не	1	5
288	до него	2	5
289	при этом	6	5
290	как говорит	1	5
291	не как	3	5
292	целый ряд	2	5
293	в числе	1	5
294	давно уже	4	5
295	на эту	1	5
296	уже не	11	5
297	то это	9	5
298	и такие	1	5
299	одной стороны	4	5
300	во многих	3	5
301	но они	1	5
302	конечно не	2	5
303	до того	5	5
304	и далее	1	5
305	поэта и	1	5
306	без всякого	2	5
307	том чтобы	4	5
308	что именно	5	5
309	что эти	3	5
310	после того	2	5
311	с одной	8	5
312	хотя и	3	5
313	его в	6	5
314	не была	1	5
315	что не	12	5
316	даже не	2	5
317	в двух	1	5
318	же касается	1	5
319	если не	6	5
320	если б	9	5
321	сомнения что	1	5
322	и почему	2	5
323	столь же	8	5
324	не так	1	5
325	один из	7	5
326	и который	1	5
327	должна быть	2	5
328	для себя	3	5
329	из таких	1	5
330	ср с	1	5
331	о которой	1	5
332	не на	1	5
333	оно не	7	5
334	что ему	1	5
335	в слове	41	5
336	никто не	5	5
337	ни с	1	5
338	думать что	6	5
339	свое время	1	5
340	в очень	1	5
341	оба эти	2	5
342	и если	4	5
343	не могло	3	5
344	отношении к	3	5
345	не потому	2	5
346	нет и	2	5
347	том же	2	5
348	ее в	2	5
349	но если	2	5
350	в свое	2	5
351	это был	1	5
352	о значении	2	5
353	это и	2	5
354	такое же	5	5
355	в сущности	3	5
356	на нее	2	5
357	а то	2	5
358	вообще не	1	5
359	на память	3	5
360	во многом	3	5
361	и потому	9	5
362	и только	5	5
363	не по	1	5
364	как он	1	5
365	можно найти	1	5
366	на это	4	5
367	к ней	7	5
368	одного из	1	5
369	как будто	1	5
370	все что	4	4
371	только что	12	4
372	которые не	1	4
373	и без	9	4
374	в первом	5	4
375	из двух	4	4
376	что по	4	4
377	а именно	1	4
378	что ни	3	4
379	не имели	2	4
380	в выборе	1	4
381	было не	1	4
382	не существует	5	4
383	которыми он	1	4
384	языка в	6	4
385	не всегда	5	4
386	на него	3	4
387	во времена	2	4
388	который в	2	4
389	мы видим	3	4
390	и он	1	4
391	на язык	1	4
392	достаточно для	1	4
393	поэзии в	2	4
394	и эти	1	4
395	тому же	1	4
396	очевидно что	9	4
397	в таком	6	4
398	в связи	1	4
399	и именно	1	4
400	не могут	7	4
401	в смысле	4	4
402	могло бы	2	4
403	что как	4	4
404	но как	2	4
405	для его	1	4
406	и речи	1	4
407	должны быть	3	4
408	и тот	5	4
409	иметь в	2	4
410	с общим	2	4
411	общего с	1	4
412	с которым	3	4
413	показывает что	2	4
414	за пределы	2	4
415	а потому	8	4
416	в последнем	4	4
417	то есть	53	4
418	если в	2	4
419	известно что	4	4
420	не зная	1	4
421	это есть	1	4
422	и вполне	2	4
423	в форме	2	4
424	так или	2	4
425	сами по	3	4
426	в наших	2	4
427	в прямом	1	4
428	обращается к	2	4
429	в процессе	2	4
430	как о	3	4
431	это время	1	4
432	от его	2	4
433	да и	2	4
434	поэзии и	8	4
435	ничего общего	2	4
436	бы и	4	4
437	более чем	2	4
438	связана с	1	4
439	относится к	6	4
440	быть не	4	4
441	и тогда	4	4
442	тех пор	5	4
443	народ в	1	4
444	не знает	4	4
445	состоит в	1	4
446	начиная с	1	4
447	в образе	4	4
448	с нею	5	4
449	значительной степени	2	4
450	этого слова	14	4
451	которые в	1	4
452	что оно	12	4
453	нет ни	2	4
454	в поэзии	4	4
455	как у	2	4
456	чем он	1	4
457	смысле этого	9	4
458	или в	4	4
459	или иначе	1	4
460	места в	1	4
461	более что	1	4
462	в ряде	1	4
463	есть в	6	4
464	стремление к	1	4
465	в такой	2	4
466	нисколько не	1	4
467	в каждой	4	4
468	бы совершенно	1	4
469	чем в	2	4
470	разница между	3	4
471	он говорит	3	4
472	значит что	2	4
473	уже после	1	4
474	а по	1	4
475	и их	4	4
476	что его	3	4
477	как мы	8	4
478	же это	1	4
479	место из	1	4
480	для этого	1	4
481	но для	1	4
482	люди которые	2	3
483	от него	2	3
484	говоря уже	1	3
485	е не	1	3
486	по тому	7	3
487	любовь к	1	3
488	а у	1	3
489	то не	3	3
490	но что	4	3
491	более или	6	3
492	кто и	1	3
493	из нее	2	3
494	бы все	1	3
495	их в	3	3
496	в одно	8	3
497	себе в	2	3
498	при всей	2	3
499	больше чем	1	3
500	можно считать	1	3
501	г д	1	3
502	но эти	1	3
503	искусства и	3	3
504	к своей	2	3
505	в первые	1	3
506	внимания к	1	3
507	себе отчет	1	3
508	видно что	4	3
509	отчет в	1	3
510	его собственной	1	3
511	я с	1	3
512	быть в	1	3
513	как я	1	3
514	от них	4	3
515	на котором	4	3
516	к этим	1	3
517	языка к	1	3
518	не то	6	3
519	ему не	2	3
520	бы то	2	3
521	несколько слов	2	3
522	нельзя сказать	5	3
523	произведения и	1	3
524	не говоря	3	3
525	на том	1	3
526	что при	3	3
527	есть еще	4	3
528	столько же	2	3
529	как его	1	3
530	появления в	4	3
531	я и	3	3
532	и до	2	3
533	от этого	2	3
534	языка но	1	3
535	в других	3	3
536	этой вещи	1	3
537	особенно в	1	3
538	бы в	3	3
539	формы в	3	3
540	не имел	1	3
541	на которую	2	3
542	в наше	1	3
543	эти слова	2	3
544	не дает	2	3
545	то ни	1	3
546	совсем не	2	3
547	многих случаях	1	3
548	или же	8	3
549	не будет	4	3
550	в системе	2	3
551	не могла	2	3
552	в остальных	1	3
553	тем и	5	3
554	к первому	2	3
555	на который	2	3
556	сам в	1	3
557	образом в	4	3
558	в один	4	3
559	каждого из	2	3
560	нет сомнения	1	3
561	что до	3	3
562	от нее	2	3
563	в содержании	1	3
564	взгляд на	1	3
565	будто в	1	3
566	тогда когда	20	3
567	не были	4	3
568	из того	2	3
569	бы ни	6	3
570	что нет	1	3
571	меньшей мере	1	3
572	если это	1	3
573	если я	1	3
574	отношения к	2	3
575	относятся к	2	3
576	к его	2	3
577	воспоминания в	1	3
578	себя и	4	3
579	бы не	6	3
580	так называемая	1	3
581	о котором	2	3
582	которая не	2	3
583	отчета в	1	3
584	в словах	3	3
585	перед нами	3	3
586	виде в	1	3
587	вытекает из	2	3
588	то и	10	3
589	в свою	6	3
590	и и	1	3
591	на основе	1	3
592	у меня	2	3
593	очень хорошо	1	3
594	внимания на	1	3
595	на основании	1	3
596	слова с	4	3
597	что когда	1	3
598	заметить что	7	3
599	но именно	1	3
600	только при	2	3
601	в сознании	36	3
602	здесь не	1	3
603	по меньшей	1	3
604	только потому	8	3
605	то или	2	3
606	найти в	1	3
607	он должен	2	3
608	судя по	3	3
609	этом случае	2	3
610	но на	2	3
611	смысле что	2	3
612	в нашей	1	3
613	может не	1	3
614	одним и	4	3
615	что значит	1	3
616	так в	4	3
617	что так	1	3
618	основана на	1	3
619	них и	1	3
620	а к	4	3
621	полное право	1	3
622	но эта	3	3
623	о жизни	1	3
624	слово в	6	3
625	и как	8	3
626	не подлежит	2	3
627	если и	2	3
628	к своему	3	3
629	или менее	6	3
630	к истории	1	3
631	на них	2	3
632	она не	4	3
633	то нужно	1	3
634	для кого	1	3
635	когда он	1	3
636	отношений между	2	3
637	конечно в	1	3
638	от того	10	3
639	далеко от	1	3
640	и ее	1	3
641	это можно	4	3
642	в голову	3	3
643	и других	3	3
644	все более	2	3
645	слова в	7	3
646	и наконец	3	3
647	не к	4	3
648	быть иначе	1	2
649	поэзии но	1	2
650	история литературы	1	2
651	сказать будто	1	2
652	от необходимости	1	2
653	на тот	1	2
654	между собою	13	2
655	которая в	1	2
656	это значит	1	2
657	в разных	4	2
658	тем как	4	2
659	воспоминания о	2	2
660	или нет	1	2
661	какой бы	1	2
662	что то	1	2
663	те же	6	2
664	и говорить	2	2
665	потому не	1	2
666	точно так	15	2
667	не годится	1	2
668	говорить что	1	2
669	по мере	12	2
670	к другу	1	2
671	а во-вторых	1	2
672	даны в	1	2
673	есть известная	1	2
674	мысль о	12	2
675	каждом отдельном	1	2
676	не обнаруживает	4	2
677	принадлежат к	1	2
678	само собою	1	2
679	связи которая	1	2
680	с не	2	2
681	выражения как	2	2
682	самого и	1	2
683	но очень	1	2
684	по своим	1	2
685	есть только	9	2
686	до недавнего	1	2
687	при создании	3	2
688	большей части	2	2
689	говорится о	1	2
690	тем в	1	2
691	на человека	2	2
692	чтобы найти	1	2
693	было в	6	2
694	следовало бы	2	2
695	которой он	1	2
696	одно целое	3	2
697	входит в	3	2
698	второй половины	1	2
699	из жизни	1	2
700	представлял себе	1	2
701	и другой	1	2
702	чего не	1	2
703	видеть что	2	2
704	на пути	2	2
705	и когда	1	2
706	связь между	6	2
707	а между	6	2
708	превращается в	3	2
709	а только	7	2
710	свою очередь	6	2
711	чтобы показать	1	2
712	указания на	2	2
713	всего что	1	2
714	но этот	2	2
715	и еще	1	2
716	ср также	1	2
717	настоящее время	1	2
718	этот человек	1	2
719	в тюрьму	1	2
720	именно на	2	2
721	для понимания	5	2
722	иначе и	3	2
723	от себя	1	2
724	тут же	2	2
725	не представляется	1	2
726	или лучше	3	2
727	сам по	9	2
728	все в	3	2
729	и которое	1	2
730	сравнении с	1	2
731	фактом что	1	2
732	что можно	1	2
733	время в	3	2
734	мы знаем	1	2
735	и научной	1	2
736	проявляется в	2	2
737	его произведения	1	2
738	него самого	3	2
739	других источников	1	2
740	это обстоятельство	1	2
741	которого он	1	2
742	с нашей	1	2
743	именно то	2	2
744	нигде не	1	2
745	по содержанию	2	2
746	то она	1	2
747	которое можно	1	2
748	бы только	1	2
749	п но	1	2
750	нужно не	1	2
751	как по	1	2
752	но совершенно	1	2
753	до тех	5	2
754	в среде	1	2
755	с одним	3	2
756	и язык	2	2
757	и вместе	6	2
758	так сказать	6	2
759	между собой	1	2
760	к вопросу	1	2
761	связанным с	1	2
762	на себе	3	2
763	действительности и	3	2
764	чтобы понять	1	2
765	из собеседников	1	2
766	вообще в	1	2
767	что поэтому	2	2
768	к слову	3	2
769	него есть	1	2
770	очевидно не	1	2
771	как материал	1	2
772	как человек	1	2
773	ни была	1	2
774	на чем	3	2
775	из сказанного	3	2
776	но только	3	2
777	в нее	5	2
778	когда мы	4	2
779	которого в	3	2
780	очевидно только	1	2
781	я это	1	2
782	в связь	1	2
783	но столь	1	2
784	что есть	3	2
785	но нет	2	2
786	едва ли	1	2
787	в общих	2	2
788	одной только	2	2
789	лучше сказать	3	2
790	что только	7	2
791	и от	5	2
792	этих словах	1	2
793	бы быть	3	2
794	бы эти	1	2
795	о роли	1	2
796	его к	2	2
797	по первому	1	2
798	который был	1	2
799	и насколько	1	2
800	кто знает	1	2
801	не умеет	1	2
802	мы видели	5	2
803	быть и	1	2
804	были бы	1	2
805	не нашел	2	2
806	нет такого	1	2
807	однако с	1	2
808	в сочетании	1	2
809	он уже	1	2
810	за ним	4	2
811	которое с	1	2
812	например что	2	2
813	не существовало	1	2
814	представляется возможным	1	2
815	к одной	4	2
816	с и	3	2
817	его с	3	2
818	с такой	1	2
819	на первом	1	2
820	и при	5	2
821	говорит и	1	2
822	связанное с	3	2
823	и из	2	2
824	никак не	3	2
825	хотя в	3	2
826	мы в	3	2
827	я могу	1	2
828	это их	1	2
829	случаях в	1	2
830	же несомненно	1	2
831	все его	2	2
832	нам в	1	2
833	к нам	2	2
834	уже довольно	1	2
835	от своего	2	2
836	ни о	3	2
837	их и	1	2
838	по преимуществу	1	2
839	показать что	1	2
840	это чувство	1	2
841	ближайшим образом	3	2
842	с г	1	2
843	в выражении	3	2
844	всякого внимания	1	2
845	жизни в	1	2
846	никем не	2	2
847	быть назван	3	2
848	этот образ	7	2
849	из которого	1	2
850	уже без	1	2
851	от степени	1	2
852	только одно	1	2
853	к образу	1	2
854	то он	2	2
855	чем же	1	2
856	а если	1	2
857	может создать	1	2
858	тех же	1	2
859	в пример	1	2
860	это явление	1	2
861	значение этого	1	2
862	это то	1	2
863	таком виде	1	2
864	наших глазах	2	2
865	зависимости от	1	2
866	а тем	3	2
867	хотя это	1	2
868	только тогда	13	2
869	и теперь	6	2
870	что если	5	2
871	каждой из	3	2
872	те или	1	2
873	в которую	1	2
874	приводит в	1	2
875	более и	1	2
876	в поэтическом	2	2
877	чем не	1	2
878	тогда как	8	2
879	также с	1	2
880	в силе	1	2
881	никаких оснований	1	2
882	и той	4	2
883	образом не	1	2
884	таким путем	2	2
885	много общего	1	2
886	этой категории	1	2
887	мог бы	1	2
888	или с	2	2
889	не за	1	2
890	ни было	2	2
891	виде не	1	2
892	их с	1	2
893	в глазах	3	2
894	далеко не	5	2
895	ли можно	1	2
896	всякий раз	1	2
897	он может	2	2
898	в свой	2	2
899	у них	1	2
900	в настоящее	1	2
901	только о	2	2
902	уже при	1	2
903	тот же	2	2
904	но есть	3	2
905	с каким	3	2
906	меня не	1	2
907	не означает	1	2
908	только по	5	2
909	свидетельствует о	1	2
910	и вот	1	2
911	своей деятельности	1	2
912	мысль в	3	2
913	что собственно	2	2
914	этой мысли	2	2
915	а это	2	2
916	указание на	2	2
917	из своих	1	2
918	на которой	4	2
919	со словами	1	2
920	как нечто	3	2
921	о ее	1	2
922	с их	1	2
923	з и	1	2
924	том в	1	2
925	нет это	1	2
926	без всяких	1	2
927	к которым	2	2
928	который как	1	2
929	и тому	1	2
930	и эта	2	2
931	не те	1	2
932	где нет	1	2
933	сказуемого в	1	2
934	нет возможности	1	2
935	как она	2	2
936	но нельзя	1	2
937	говорят о	1	2
938	по своему	2	2
939	на все	3	2
940	света и	2	2
941	бы мы	2	2
942	и оно	3	2
943	но уже	2	2
944	и таким	1	2
945	жизнь и	1	2
946	как слово	4	2
947	п и	1	2
948	только к	1	2
949	в таких	4	2
950	отличие от	2	2
951	в поле	1	2
952	не могу	1	2
953	пор пока	2	2
954	здесь только	4	2
955	при сравнении	1	2
956	отказаться от	2	2
957	с языком	3	2
958	и может	4	2
959	на меня	1	2
960	нужно было	2	2
961	случаях и	1	2
962	каждый раз	3	2
963	в пределах	1	2
964	тем самым	11	2
965	этого образа	1	2
966	не должно	1	2
967	но вместе	5	2
968	несколько раз	2	2
969	его отношение	1	2
970	недавнего времени	1	2
971	самые разнообразные	1	2
972	же самое	3	2
973	к изучению	1	2
974	впечатление которое	1	2
975	бы он	1	2
976	было для	3	2
977	времени в	1	2
978	языка с	2	2
979	до ее	1	2
980	без сомнения	8	2
981	язык в	1	2
982	найдет в	1	2
983	на всем	1	2
984	эти два	1	2
985	отношений к	1	2
986	он с	1	2
987	в известной	3	2
988	во всем	2	1
989	выражается на	1	1
990	мы можем	13	1
991	какого бы	1	1
992	одной точки	1	1
993	сколько и	2	1
994	могут иметь	1	1
995	несомненно что	3	1
996	которой все	1	1
997	из многих	3	1
998	разумеется если	1	1
999	в настоящем	1	1
1000	еще раз	2	1
1001	какова должна	1	1
1002	существует лишь	2	1
1003	вещи в	1	1
1004	пришла к	1	1
1005	времени для	1	1
1006	самого себя	3	1
1007	нужно ли	1	1
1008	и самому	1	1
1009	бы даже	1	1
1010	поэтому то	1	1
1011	и имеет	1	1
1012	степени как	1	1
1013	области где	1	1
1014	чувства как	1	1
1015	до самого	1	1
1016	вопросу о	1	1
1017	его за	2	1
1018	ряда наук	1	1
1019	с самим	1	1
1020	время его	1	1
1021	этому соответствует	1	1
1022	свою мысль	2	1
1023	которым они	1	1
1024	то об	1	1
1025	мысли и	8	1
1026	отсюда как	1	1
1027	действие и	1	1
1028	она проявляется	1	1
1029	слово несомненно	1	1
1030	что человек	4	1
1031	движением и	1	1
1032	в отдельном	1	1
1033	время не	1	1
1034	и стремится	1	1
1035	него в	1	1
1036	например с	1	1
1037	любовью это	1	1
1038	понятие об	1	1
1039	что народ	1	1
1040	что тогда	1	1
1041	принимать за	1	1
1042	внешней формы	1	1
1043	что слово	13	1
1044	этой последней	2	1
1045	не изменяется	1	1
1046	их связь	2	1
1047	это определение	2	1
1048	вопрос об	2	1
1049	предполагает в	2	1
1050	оно принадлежит	1	1
1051	о необходимости	2	1
1052	имеет для	8	1
1053	каким образом	2	1
1054	немногими примерами	1	1
1055	на свою	2	1
1056	многих подобных	1	1
1057	той связи	1	1
1058	форму и	1	1
1059	а но	1	1
1060	на существование	1	1
1061	почти ничего	1	1
1062	к более	1	1
1063	уже на	2	1
1064	выражено в	1	1
1065	или другие	1	1
1066	как попало	1	1
1067	рядом с	2	1
1068	самому и	1	1
1069	и другим	2	1
1070	в корне	1	1
1071	там же	8	1
1072	начинается с	1	1
1073	в собственном	3	1
1074	духа в	2	1
1075	выражения и	1	1
1076	общие и	1	1
1077	в порядке	1	1
1078	к действительности	1	1
1079	где она	1	1
1080	мы так	1	1
1081	разницу между	2	1
1082	совершенно от	1	1
1083	и слово	6	1
1084	форму но	2	1
1085	этой стороны	2	1
1086	в ряду	7	1
1087	из коих	8	1
1088	художественное произведение	6	1
1089	сжатости и	1	1
1090	только теперь	1	1
1091	освобождается от	2	1
1092	отражается в	2	1
1093	время с	1	1
1094	понять как	1	1
1095	одно время	3	1
1096	найти эти	1	1
1097	действительности в	1	1
1098	перестает быть	5	1
1099	и того	2	1
1100	или только	2	1
1101	это с	1	1
1102	некоторые из	1	1
1103	кажется будто	3	1
1104	этим образом	1	1
1105	которые мы	3	1
1106	сплошь да	1	1
1107	стороны но	2	1
1108	уже до	1	1
1109	у царя	3	1
1110	знал что	1	1
1111	основную форму	1	1
1112	существование и	1	1
1113	редких случаях	1	1
1114	той и	2	1
1115	сам и	1	1
1116	некотором внимании	1	1
1117	нас и	1	1
1118	сам не	1	1
1119	что мне	1	1
1120	материал но	1	1
1121	этом мы	1	1
1122	значение то	1	1
1123	но даже	3	1
1124	все свои	2	1
1125	процесс в	1	1
1126	с личной	1	1
1127	что никогда	1	1
1128	повторяет в	2	1
1129	что первая	1	1
1130	как чего-то	1	1
1131	больше в	1	1
1132	имея в	1	1
1133	действительно так	1	1
1134	и поэтического	1	1
1135	одной и	6	1
1136	нам что	1	1
1137	одним только	2	1
1138	об отношении	5	1
1139	в спорах	1	1
1140	только на	4	1
1141	природе как	2	1
1142	произведения но	1	1
1143	не вдаваясь	1	1
1144	именно не	1	1
1145	ошибку в	1	1
1146	приходит к	1	1
1147	себе и	1	1
1148	и значение	2	1
1149	есть очень	1	1
1150	уже и	1	1
1151	не вполне	1	1
1152	что ее	1	1
1153	как оно	2	1
1154	от той	2	1
1155	оно существует	1	1
1156	любви к	1	1
1157	так называемых	3	1
1158	в вопросе	1	1
1159	как необходимость	1	1
1160	в приводимой	1	1
1161	перед ним	1	1
1162	в глаза	2	1
1163	эта привычка	1	1
1164	пути от	1	1
1165	с другим	2	1
1166	был более	1	1
1167	мы привыкли	1	1
1168	в прошлом	1	1
1169	приходит на	1	1
1170	из виду	4	1
1171	так то	1	1
1172	форму не	1	1
1173	к ним	3	1
1174	вообще и	2	1
1175	для поэтического	1	1
1176	во всякой	1	1
1177	в голове	1	1
1178	котором была	1	1
1179	которое так	1	1
1180	таких условиях	1	1
1181	с большим	1	1
1182	знакомстве с	1	1
1183	что вряд	1	1
1184	такая же	2	1
1185	в самое	2	1
1186	языка как	1	1
1187	в нашем	1	1
1188	находится в	5	1
1189	с этими	1	1
1190	тот что	1	1
1191	невозможно по	1	1
1192	которая на	1	1
1193	каждое из	2	1
1194	знать как	1	1
1195	по одной	1	1
1196	когда в	2	1
1197	он сам	2	1
1198	отнести к	1	1
1199	который у	1	1
1200	время ее	1	1
1201	и чувства	1	1
1202	книги в	1	1
1203	к языку	1	1
1204	вопроса что	1	1
1205	затем в	1	1
1206	который они	1	1
1207	себя в	1	1
1208	чтобы читатель	1	1
1209	смысле как	1	1
1210	состоящая из	1	1
1211	направлении и	1	1
1212	она ни	1	1
1213	та и	2	1
1214	своего развития	1	1
1215	приведены в	1	1
1216	и вкуса	1	1
1217	в подобных	1	1
1218	же отношение	1	1
1219	в науках	1	1
1220	представить себе	5	1
1221	в рассуждениях	1	1
1222	и значением	2	1
1223	утверждать только	1	1
1224	большим количеством	1	1
1225	слияния с	1	1
1226	влияние на	3	1
1227	еще одну	1	1
1228	него как	1	1
1229	обо всем	1	1
1230	не противоречит	1	1
1231	что язык	5	1
1232	мы как	1	1
1233	она и	1	1
1234	менее в	1	1
1235	один пример	1	1
1236	похожи на	1	1
1237	отнимает у	1	1
1238	слова является	1	1
1239	время и	2	1
1240	вообще а	1	1
1241	очень далеко	1	1
1242	в произведении	4	1
1243	что разница	1	1
1244	но еще	1	1
1245	следует сказать	3	1
1246	притом не	2	1
1247	остаются в	2	1
1248	можно думать	3	1
1249	в состоянии	5	1
1250	беседы в	1	1
1251	смысле в	3	1
1252	личной жизни	1	1
1253	и легко	1	1
1254	формы но	1	1
1255	уже прежде	1	1
1256	сравнить с	2	1
1257	тогда и	3	1
1258	а и	5	1
1259	ж з	1	1
1260	то для	2	1
1261	не отнимает	1	1
1262	в с	1	1
1263	пора когда	2	1
1264	чтобы иметь	1	1
1265	тесно связан	1	1
1266	на другую	1	1
1267	данные в	1	1
1268	два раза	1	1
1269	с другими	9	1
1270	внешнего мира	1	1
1271	слово на	1	1
1272	поэзии не	1	1
1273	в отдельные	1	1
1274	знаков в	1	1
1275	и притом	3	1
1276	находятся и	1	1
1277	внутреннее единство	2	1
1278	в несколько	1	1
1279	наш ответ	1	1
1280	же значение	1	1
1281	века не	2	1
1282	и лишена	1	1
1283	уже так	1	1
1284	прежде чем	2	1
1285	и говорит	1	1
1286	свою силу	1	1
1287	тот кто	1	1
1288	этом можно	1	1
1289	которое в	2	1
1290	не исчерпываются	1	1
1291	на одну	1	1
1292	из уст	1	1
1293	развития как	1	1
1294	качества и	1	1
1295	по которому	7	1
1296	здесь же	1	1
1297	судить о	2	1
1298	мере того	8	1
1299	между этими	1	1
1300	в последних	1	1
1301	где между	1	1
1302	же оно	1	1
1303	между ними	4	1
1304	его душе	1	1
1305	понимание этого	1	1
1306	встречается в	1	1
1307	себе не	6	1
1308	хотя не	1	1
1309	по одному	1	1
1310	большинстве случаев	2	1
1311	отсутствием способности	1	1
1312	при ближайшем	1	1
1313	а эта	1	1
1314	но нужно	1	1
1315	нужно видеть	1	1
1316	в себя	1	1
1317	и влияние	1	1
1318	точек зрения	1	1
