N	2gram	Potebnia_M	Stilisti
263	деятельности и	5	3
264	он должен	2	3
265	без языка	4	2
266	находятся в	3	2
267	для всех	6	2
268	в душе	28	2
269	очевидно что	5	2
270	и этот	1	2
271	может перейти	1	2
272	ничем не	2	2
273	на эти	1	2
274	что иное	2	2
275	как с	1	2
276	и эту	1	2
277	внутренняя и	1	2
278	должно быть	9	2
279	нас не	1	2
280	увидим что	4	2
281	зависит от	6	2
282	итак мы	1	2
283	в языке	36	2
284	был бы	1	2
285	и форма	1	2
286	с развитием	1	2
287	и при	6	2
288	и потому	7	2
289	каждый из	1	2
290	мы имеем	1	2
291	еще более	2	2
292	помощи языка	1	2
293	может получить	1	2
294	этом отношении	1	2
295	с ним	7	2
296	еще мало	1	2
297	одном и	3	2
298	происхождение языка	2	2
299	слово становится	1	2
300	что то	1	2
301	эти звуковые	1	2
302	но как	4	2
303	для них	2	2
304	в отношении	1	2
305	с другими	3	2
306	это слово	1	2
307	о происхождении	8	2
308	будет иметь	1	2
309	даже на	1	2
310	же такое	1	2
311	смысле этого	3	2
312	как нечто	1	2
313	но это	7	2
314	слова не	2	2
315	в их	3	2
316	слова мы	3	2
317	а на	2	2
318	связь с	2	2
319	от их	4	2
320	в своих	4	2
321	не было	7	2
322	на этот	2	2
323	все то	2	2
324	или в	4	2
325	том же	3	2
326	прежде чем	4	2
327	будет значить	1	2
328	речи это	1	2
329	равно как	1	2
330	но эта	1	2
331	от нашего	3	2
332	но не	19	2
333	тем что	15	2
334	будем называть	1	2
335	из всего	2	2
336	он говорит	1	2
337	слово в	2	2
338	я и	1	2
339	в жизни	5	2
340	в связи	2	2
341	существует и	1	2
342	в помощи	1	2
343	как не	4	2
344	что он	5	2
345	значением слова	2	2
346	от чего	1	2
347	помнить что	6	2
348	для каждого	1	2
349	или даже	3	2
350	не есть	13	2
351	в своей	3	2
352	в мире	3	2
353	в этих	10	2
354	сделать его	2	2
355	которые носят	1	2
356	понимание и	1	2
357	на одном	1	2
358	и сам	1	2
359	связанные с	3	2
360	по своей	2	2
361	которое не	1	2
362	нельзя ни	1	2
363	говорить и	1	2
364	себе и	2	2
365	в каком	7	2
366	тому же	1	2
367	должен быть	2	2
368	но мы	3	2
369	сих пор	5	2
370	и вообще	5	2
371	жизни мы	1	2
372	языка мы	2	2
373	с этим	11	2
374	нет ничего	2	2
375	не говоря	1	2
376	к этому	3	2
377	бы не	11	2
378	еще и	1	2
379	человека в	3	2
380	находит свое	1	2
381	перейти в	1	2
382	голоса и	1	2
383	слово или	1	2
384	не останется	1	2
385	опять не	1	2
386	вопрос о	5	2
387	сам так	1	2
388	себе все	1	2
389	как одно	1	2
390	языка в	6	2
391	даже и	4	2
392	разных местах	1	2
393	из этих	8	2
394	его не	3	2
395	не должен	1	2
396	и ни	1	2
397	относится к	5	2
398	который мы	2	2
399	в какой	2	2
400	не всегда	2	2
401	и тогда	2	2
402	он не	4	2
403	значение и	4	2
404	этот процесс	1	2
405	только тогда	7	2
406	в так	1	2
407	между двумя	1	2
408	нужно было	3	2
409	для этого	2	2
410	они еще	1	2
411	для всякого	3	2
412	тем и	1	2
413	ее с	2	2
414	в нашей	2	2
415	по отношению	15	2
416	в нас	10	2
417	но об	1	2
418	времени и	3	2
419	приведенных нами	1	2
420	значительной степени	3	2
421	о языке	3	2
422	у человека	2	2
423	этот вопрос	2	2
424	не должно	2	2
425	ту же	1	2
426	но даже	2	2
427	человека и	2	2
428	при всем	1	2
429	себе в	2	2
430	должны были	2	2
431	развития в	1	2
432	как например	4	2
433	которые с	1	2
434	перейти к	3	2
435	про себя	2	2
436	отношение к	1	2
437	друг другу	4	2
438	которые в	1	2
439	вовсе не	13	2
440	совершенно иначе	1	2
441	тот же	5	2
442	к которому	5	2
443	в первой	1	2
444	место в	3	2
445	есть не	7	2
446	отношению к	13	2
447	природы и	1	2
448	их мы	1	2
449	здесь не	2	2
450	именно с	1	2
451	однако в	4	2
452	человек не	2	2
453	в которых	2	2
454	в разговоре	2	2
455	важную роль	2	2
456	друг друга	6	2
457	только потому	4	2
458	и нет	1	2
459	в движении	2	2
460	не из	3	2
461	таким же	3	2
462	происхождении языка	7	2
463	в определенные	1	2
464	впечатлений от	1	2
465	членораздельный звук	10	2
466	человечества но	1	2
467	иное как	2	2
468	и том	3	2
469	к нему	2	2
470	может обойтись	2	1
471	уже с	2	1
472	в особенности	1	1
473	которому он	1	1
474	к сожалению	1	1
475	что в	34	1
476	которого он	1	1
477	это на	1	1
478	то в	6	1
479	как к	1	1
480	грамматических форм	1	1
481	вопрос кто	1	1
482	и весь	3	1
483	глядя на	1	1
484	именно к	1	1
485	дает нам	2	1
486	вместе со	3	1
487	во внешних	1	1
488	и другие	1	1
489	лице и	1	1
490	которую они	1	1
491	связи и	1	1
492	является в	1	1
493	его со	1	1
494	только не	2	1
495	можно заметить	5	1
496	собственном смысле	2	1
497	мысли а	2	1
498	представим себе	1	1
499	в другой	4	1
500	нам неизвестна	1	1
501	все что	5	1
502	или наоборот	1	1
503	вошло в	1	1
504	творчества не	1	1
505	взгляд на	2	1
506	и самое	3	1
507	каждому из	4	1
508	до сих	5	1
509	все его	2	1
510	произвол при	1	1
511	словом но	3	1
512	звукового языка	1	1
513	которым он	1	1
514	нас происходит	1	1
515	человека к	1	1
516	само слово	2	1
517	ему в	1	1
518	не противоречит	3	1
519	нами не	2	1
520	говоря уже	1	1
521	одним словом	5	1
522	разума и	1	1
523	краска на	1	1
524	же и	1	1
525	например голода	1	1
526	чего не	3	1
527	себя только	3	1
528	зависит и	1	1
529	или других	1	1
530	здесь нет	1	1
531	из следующих	1	1
532	на вопрос	3	1
533	его самого	2	1
534	если в	3	1
535	например можно	1	1
536	также что	2	1
537	находясь в	1	1
538	то будет	1	1
539	роль и	1	1
540	происхождения языка	1	1
541	исторической жизни	1	1
542	того как	12	1
543	время и	2	1
544	или возможность	1	1
545	и отношения	1	1
546	об одном	1	1
547	которые он	1	1
548	что человек	6	1
549	его с	3	1
550	до него	1	1
551	этот и	1	1
552	группы к	1	1
553	тем он	1	1
554	другие органы	1	1
555	теперь как	1	1
556	которых мы	3	1
557	в произведении	1	1
558	бы даже	2	1
559	но еще	1	1
560	тогда когда	15	1
561	в состоянии	5	1
562	что я	2	1
563	в определенное	1	1
564	слово только	1	1
565	которые на	1	1
566	языка без	1	1
567	дело с	2	1
568	одна и	1	1
569	и всем	1	1
570	и дает	1	1
571	даже в	1	1
572	была бы	3	1
573	связанных между	1	1
574	на те	2	1
575	из всех	1	1
576	это часто	1	1
577	какую мы	1	1
578	самим языком	1	1
579	формы в	1	1
580	нельзя в	3	1
581	всякого рода	1	1
582	бы на	1	1
583	на одно	1	1
584	только его	1	1
585	сопровождающим его	2	1
586	с областью	1	1
587	это уже	1	1
588	тем как	3	1
589	слов поэтому	1	1
590	и теперь	1	1
591	связанное с	3	1
592	отношении языка	1	1
593	никак не	3	1
594	примыкает к	1	1
595	что так	2	1
596	души и	9	1
597	тем не	11	1
598	какой форме	1	1
599	такое же	3	1
600	нашего времени	1	1
601	одинаковое и	1	1
602	могла бы	5	1
603	о нем	1	1
604	не имея	2	1
605	этот мир	2	1
606	не как	4	1
607	времени когда	1	1
608	ее в	1	1
609	искать в	3	1
610	мы совершенно	1	1
611	язык как	7	1
612	о которой	2	1
613	на лице	1	1
614	поэтому в	1	1
615	помощи слова	1	1
616	пройти через	1	1
617	и всегда	3	1
618	что собственно	1	1
619	от общего	2	1
620	его но	1	1
621	остановиться на	1	1
622	это будет	5	1
623	для своего	1	1
624	распадаются на	2	1
625	наоборот то	1	1
626	языком который	1	1
627	легко можем	1	1
628	одно из	5	1
629	если язык	1	1
630	чем больше	1	1
631	ни в	2	1
632	и делает	1	1
633	что чичиков	2	1
634	в результате	1	1
635	но этого	1	1
636	развития мы	1	1
637	опыт с	1	1
638	другой стороны	7	1
639	этих предметов	1	1
640	между этими	2	1
641	представлять себе	1	1
642	слова а	3	1
643	из ее	1	1
644	нет никакого	1	1
645	этими двумя	1	1
646	и эти	1	1
647	по мере	10	1
648	сколько бы	1	1
649	в движение	2	1
650	бы что	2	1
651	сознания и	2	1
652	весь мир	1	1
653	себе не	3	1
654	предположить что	1	1
655	том и	2	1
656	как можно	1	1
657	у него	3	1
658	в следующем	1	1
659	внешнего мира	3	1
660	же эти	1	1
661	не могут	10	1
662	все равно	1	1
663	как изменяется	1	1
664	в более	4	1
665	что слово	5	1
666	тогда только	1	1
667	в виде	1	1
668	каждый раз	5	1
669	и говорящий	1	1
670	должен был	1	1
671	говорит он	4	1
672	указания на	5	1
673	быть так	1	1
674	в г	2	1
675	похож на	1	1
676	за ним	2	1
677	в таких	2	1
678	как они	1	1
679	в мысли	13	1
680	как же	1	1
681	этим путем	1	1
682	бы только	2	1
683	новый смысл	1	1
684	в сущности	2	1
685	языка это	1	1
686	более или	6	1
687	язык которым	1	1
688	или не	3	1
689	сущность языка	1	1
690	нашей мысли	7	1
691	тот язык	1	1
692	отличаются от	1	1
693	с физиологическим	1	1
694	от тех	1	1
695	не о	1	1
696	мы начнем	1	1
697	и другом	2	1
698	в собственном	4	1
699	слова которые	1	1
700	других отношений	1	1
701	имеет для	2	1
702	из приведенных	1	1
703	их формы	1	1
704	от своего	2	1
705	направление его	1	1
706	общество и	2	1
707	есть явление	5	1
708	этом не	2	1
709	что его	2	1
710	наконец в-третьих	1	1
711	для осуществления	1	1
712	каким образом	3	1
713	не нуждается	2	1
714	создание и	2	1
715	будто бы	1	1
716	даже будем	1	1
717	крайней мере	6	1
718	и слова	2	1
719	одним из	2	1
720	пространство и	2	1
721	мысль о	8	1
722	движение в	1	1
723	и отношение	1	1
724	прибавить еще	1	1
725	становится уже	1	1
726	же как	1	1
727	утверждению что	1	1
728	б с	1	1
729	на себя	1	1
730	с теми	2	1
731	образом мы	3	1
732	тела и	2	1
733	это возможно	1	1
734	именно в	2	1
735	голода и	2	1
736	в речи	1	1
737	значением мы	1	1
738	и действительно	1	1
739	история и	2	1
740	человека при	1	1
741	в таком	7	1
742	иначе как	2	1
743	может в	1	1
744	например в	4	1
745	с их	1	1
746	своих внутренних	1	1
747	с которой	1	1
748	из тех	1	1
749	в одних	2	1
750	к таким	2	1
751	бы стать	1	1
752	и общее	2	1
753	языка может	1	1
754	что нельзя	2	1
755	без него	2	1
756	что первый	2	1
757	однако этим	1	1
758	развития к	1	1
759	в последнем	2	1
760	с ними	2	1
761	приходим к	1	1
762	людей он	1	1
763	многих других	2	1
764	эта форма	1	1
765	это чувство	2	1
766	если и	3	1
767	же быть	1	1
768	есть в	4	1
769	по предположению	1	1
770	большинстве случаев	1	1
771	и произведения	1	1
772	кроме самого	1	1
773	из чего	1	1
774	при желании	1	1
775	только свою	1	1
776	они были	1	1
777	какие только	1	1
778	одном из	3	1
779	мысли мы	2	1
780	в одно	5	1
781	то вопрос	1	1
782	нам возможность	1	1
783	и просто	1	1
784	того неизвестные	1	1
785	должны принять	1	1
786	человека на	1	1
787	мы спрашиваем	1	1
788	он произносит	1	1
789	они как	1	1
790	и характер	1	1
791	следовательно и	2	1
792	только ее	1	1
793	всех их	1	1
794	по себе	24	1
795	и понимания	10	1
796	всего к	1	1
797	от этого	2	1
798	на все	5	1
799	за другим	1	1
800	языка эта	1	1
801	смысл но	1	1
802	все свои	1	1
803	его жизни	1	1
804	две группы	2	1
805	служит для	2	1
806	первой части	1	1
807	о котором	4	1
808	приблизительно так	3	1
809	как между	1	1
810	строении и	1	1
811	и оно	1	1
812	совершенно ясным	1	1
813	деятельности для	1	1
814	даже что	1	1
815	языке и	2	1
816	в себя	2	1
817	которого нам	1	1
818	лежит в	1	1
819	но уже	2	1
820	так язык	2	1
821	из которого	3	1
822	со стороны	11	1
823	движение языка	2	1
824	предмета или	2	1
825	вопрос только	1	1
826	так а	2	1
827	чтобы убедиться	2	1
828	к мысли	3	1
829	в сторону	1	1
830	в каждой	1	1
831	всей своей	1	1
832	будем в	1	1
833	на каждом	1	1
834	из одного	3	1
835	в чем	6	1
836	между физиологическим	1	1
837	его части	1	1
838	бы совершенно	1	1
839	что вообще	2	1
840	все ее	2	1
841	или менее	6	1
842	так например	5	1
843	могло бы	4	1
844	это так	1	1
845	не иначе	4	1
846	в одной	2	1
847	при виде	3	1
848	тогда не	1	1
849	языка можно	3	1
850	тем более	2	1
851	по крайней	6	1
852	как ее	1	1
853	которые были	1	1
854	не различаются	1	1
855	самом звуке	1	1
856	для выражения	1	1
857	и органы	1	1
858	лучше сказать	2	1
859	слова для	5	1
860	но оно	3	1
861	все они	3	1
862	к одному	3	1
863	в большинстве	1	1
864	перестает быть	3	1
865	и того	6	1
866	и первые	1	1
867	не менее	10	1
868	тем в	2	1
869	нам не	2	1
870	здесь как	1	1
871	понятно что	1	1
872	и та	1	1
873	как часть	2	1
874	необходимое условие	1	1
875	к нашему	1	1
876	на слушающего	1	1
877	а скорее	2	1
878	может иметь	1	1
879	внешней форме	1	1
880	на природу	3	1
881	одна из	4	1
882	представления но	1	1
883	более чем	1	1
884	слова то	2	1
885	был связан	1	1
886	к лицу	1	1
887	на человека	1	1
888	зрения и	7	1
889	но главным	1	1
890	лица и	2	1
891	нем ничего	1	1
892	к языку	6	1
893	к одной	3	1
894	самым не	1	1
895	окружающего мира	1	1
896	оба эти	2	1
897	для создания	2	1
898	на новые	1	1
899	его форме	1	1
900	в действительности	6	1
901	и такие	1	1
902	не наоборот	1	1
903	что этот	1	1
904	б мы	3	1
905	сливается с	1	1
906	на этом	3	1
907	даже отчасти	1	1
908	которую мы	1	1
909	ясно и	2	1
910	тех же	1	1
911	мы воспринимаем	1	1
912	не имеют	7	1
913	раз и	1	1
914	различие их	1	1
915	цели и	1	1
916	жизни что	1	1
917	этого еще	1	1
918	будет видно	2	1
919	что сила	1	1
920	это как	1	1
921	всю свою	1	1
922	заключать в	1	1
923	указать на	1	1
924	что несмотря	1	1
925	доказать что	2	1
926	вообще может	1	1
927	совпадает с	1	1
928	с новыми	1	1
929	она не	3	1
930	он принадлежит	1	1
931	в течение	2	1
932	в противоположность	2	1
933	только как	5	1
934	и если	6	1
935	и первыми	1	1
936	бы по	1	1
937	слов для	2	1
938	представлений в	3	1
939	всякого смысла	1	1
940	нет но	4	1
941	бы из	1	1
942	здесь только	1	1
943	в другом	3	1
944	тому как	8	1
945	в каких	1	1
946	но то	1	1
947	предметов и	3	1
948	с какой	1	1
949	сравнению с	1	1
950	может и	1	1
951	и другой	1	1
952	то чему	1	1
953	так что	23	1
954	во время	5	1
955	неизвестных нам	1	1
956	и начнем	1	1
957	знание этого	1	1
958	частей речи	1	1
959	когда в	3	1
960	себе что	1	1
961	в развитии	2	1
962	обойтись без	1	1
963	когда он	1	1
964	только один	3	1
965	один шаг	1	1
966	его нельзя	1	1
967	то все	6	1
968	не связанных	1	1
969	народов и	1	1
970	бы их	2	1
971	и вся	1	1
972	два рода	1	1
973	значение для	1	1
974	если же	5	1
975	должны быть	11	1
976	возвращаясь к	1	1
977	мысль об	1	1
978	между отдельными	1	1
979	тесно связанные	1	1
980	в человеческом	3	1
981	с этой	3	1
982	только совокупность	1	1
983	происходит ли	1	1
984	только вследствие	1	1
985	взаимодействия таким	1	1
986	от всяких	1	1
987	развития языка	1	1
988	и что	13	1
989	не будем	1	1
990	как он	5	1
991	без понимания	2	1
992	для человека	3	1
993	не могла	2	1
994	определенным образом	1	1
995	слова во	2	1
996	есть продукт	1	1
997	за пределы	4	1
998	ближе всего	1	1
999	смотрит на	3	1
1000	вслед за	2	1
1001	вопросом о	2	1
1002	в языке?	1	1
1003	говоря о	3	1
1004	факт что	1	1
1005	можно как	1	1
1006	уже как	1	1
1007	он в	1	1
1008	с общим	3	1
1009	этой речи	1	1
1010	превращается в	2	1
1011	и до	1	1
1012	за неимением	1	1
1013	только то	3	1
1014	выраженной в	1	1
1015	слова были	2	1
1016	образом если	1	1
1017	друга и	2	1
1018	в истории	8	1
1019	не станет	2	1
1020	но вместе	4	1
1021	при помощи	2	1
1022	новое слово	1	1
1023	что бы	2	1
1024	с понятием	2	1
1025	страха и	1	1
1026	природы но	3	1
1027	определение языка	1	1
1028	с человеком	1	1
1029	а из	1	1
1030	всегда будет	1	1
1031	так называемых	1	1
1032	собственно говоря	2	1
1033	правда мы	1	1
1034	между несколькими	1	1
1035	ни от	1	1
1036	не совпадает	1	1
1037	оно происходит	1	1
1038	слов того	1	1
1039	еще на	1	1
1040	будет уже	1	1
1041	убедиться в	1	1
1042	с другой	13	1
1043	которому мы	2	1
1044	чувствует что	2	1
1045	тогда эти	1	1
1046	имеем в	1	1
1047	смысле как	1	1
1048	чувство голода	2	1
1049	поэтому если	1	1
1050	и принимает	1	1
1051	истории и	1	1
1052	и время	1	1
1053	законам природы	1	1
1054	до какой	1	1
1055	человек должен	1	1
1056	к ним	3	1
1057	наших исследований	1	1
1058	скажем что	1	1
1059	слова должны	1	1
1060	переход от	2	1
1061	слово с	2	1
1062	без известной	1	1
1063	без всякого	1	1
1064	этот предмет	1	1
1065	или если	3	1
1066	и историческое	1	1
1067	одного из	3	1
1068	всякая речь	1	1
1069	языка не	5	1
1070	на две	2	1
1071	по всей	2	1
1072	и о	3	1
1073	состоит из	1	1
1074	указывают на	3	1
1075	группы и	1	1
1076	содержанием и	1	1
1077	слова из	1	1
1078	ее не	1	1
1079	слов к	1	1
1080	что для	5	1
1081	и самого	2	1
1082	говорить что	1	1
1083	нас на	2	1
1084	его как	1	1
1085	жизни как	1	1
1086	легко заметим	1	1
1087	во внимание	4	1
1088	мог бы	5	1
1089	и во	6	1
1090	звукового материала	1	1
1091	мыслью но	1	1
1092	пор говоря	1	1
1093	предполагаем что	1	1
1094	принадлежит к	1	1
1095	особенностей и	1	1
1096	сил которые	1	1
1097	значение имеет	1	1
1098	человека над	1	1
1099	по сравнению	1	1
1100	не можем	5	1
1101	на свою	1	1
1102	это служит	1	1
1103	произведения и	1	1
1104	не совсем	3	1
1105	такой как	1	1
1106	которым мы	1	1
1107	именно так	2	1
1108	в общих	1	1
1109	конечно если	1	1
1110	быть в	1	1
1111	что может	1	1
1112	языка как	6	1
1113	до такой	2	1
1114	обращаться к	1	1
1115	в своем	3	1
1116	процессы в	1	1
1117	который служит	1	1
1118	это дает	1	1
1119	служить не	1	1
1120	лучше всего	1	1
1121	и есть	4	1
1122	объективность и	1	1
1123	этим языком	1	1
1124	во всей	1	1
1125	нами только	1	1
1126	образом в	5	1
1127	столь же	6	1
1128	в общем	1	1
1129	которой как	1	1
1130	он может	2	1
1131	уже язык	1	1
1132	к пониманию	1	1
1133	языка с	6	1
1134	что без	2	1
1135	организма и	1	1
1136	с течением	1	1
1137	по величине	1	1
1138	на простейших	1	1
1139	воли и	1	1
1140	отражения в	1	1
1141	во-вторых не	1	1
1142	как будто	2	1
1143	и проч	11	1
1144	совсем другое	1	1
1145	же в	7	1
1146	на то	5	1
1147	но если	4	1
1148	имеет и	1	1
1149	из произведений	1	1
1150	которых нельзя	1	1
1151	менее и	1	1
1152	человека для	1	1
1153	оно может	2	1
1154	звуков и	5	1
1155	нам остается	2	1
1156	историю и	1	1
1157	и по	8	1
1158	притом так	1	1
1159	не внешним	1	1
1160	какой степени	1	1
1161	там где	8	1
1162	есть к	1	1
1163	долго и	1	1
1164	солнца а	1	1
1165	просто не	1	1
1166	по отдельным	1	1
1167	не сумеет	1	1
1168	еще в	1	1
1169	он будет	1	1
1170	при исследовании	2	1
1171	со своими	1	1
1172	что сам	3	1
1173	себя теперь	1	1
1174	всех этих	2	1
1175	того же	13	1
1176	и искусство	1	1
1177	если она	1	1
1178	после долгого	1	1
1179	должны будем	1	1
1180	прибегли к	1	1
1181	чтобы не	3	1
1182	в самой	5	1
1183	движения и	3	1
1184	что при	6	1
1185	только о	2	1
1186	вне его	1	1
1187	языка конечно	1	1
1188	например дерево	1	1
1189	с языком	2	1
1190	над нашим	1	1
1191	само по	6	1
1192	одного и	6	1
1193	язык на	1	1
1194	для образования	2	1
1195	думать что	6	1
1196	не то	3	1
1197	иное значение	1	1
1198	в заключение	1	1
1199	душе человека	1	1
1200	мысли и	9	1
1201	не найдем	1	1
1202	лишь по	2	1
1203	ключ к	2	1
1204	виду что	2	1
1205	без помощи	1	1
1206	что смысл	1	1
1207	к более	1	1
1208	отражается в	1	1
1209	язык для	1	1
1210	решительно все	1	1
1211	человека но	1	1
1212	может как	1	1
1213	каждый человек	1	1
1214	и сами	3	1
1215	соприкасается с	1	1
1216	высшей степени	1	1
