N	2gram	Vygotskiy_	TeoriaLi
919	менее важным	1	1
920	действительности и	1	1
921	предикативность как	1	1
922	ином отношении	1	1
923	и другого	2	1
924	бы в	7	1
925	мере в	2	1
926	на них	1	1
927	же как	14	1
928	самой себе	1	1
929	собственный голос	1	1
930	контакт между	1	1
931	на прежнем	1	1
932	ряда и	1	1
933	остается в	2	1
934	в каждом	3	1
935	нее нет	2	1
936	чужой речи	1	1
937	здесь как	2	1
938	одновременно из	1	1
939	что от	1	1
940	только к	4	1
941	как ни	1	1
942	он это	1	1
943	жизнь и	1	1
944	в своих	2	1
945	оно в	1	1
946	он ни	1	1
947	этим своеобразным	1	1
948	не означает	4	1
949	разрыв между	4	1
950	эти последние	2	1
951	говоря в	1	1
952	к окружающему	1	1
953	очень часто	2	1
954	в лучшем	3	1
955	для высказывания	3	1
956	что несмотря	1	1
957	две стороны	1	1
958	если не	1	1
959	сводится до	1	1
960	зрения как	2	1
961	она не	7	1
962	эти два	1	1
963	другом и	1	1
964	говоря только	1	1
965	не тот	1	1
966	ту же	4	1
967	совсем не	2	1
968	силе и	1	1
969	но всегда	2	1
970	нельзя не	2	1
971	ибо всякое	1	1
972	как любая	1	1
973	с совершенно	1	1
974	отношение между	7	1
975	так что	8	1
976	отклонения от	1	1
977	логическое отношение	1	1
978	к значению	1	1
979	в развитии	27	1
980	на чем	1	1
981	именно потому	1	1
982	и может	2	1
983	видов деятельности	1	1
984	бы они	1	1
985	оно и	1	1
986	соответствующих ему	1	1
987	а по	4	1
988	другим и	3	1
989	и их	7	1
990	другим в	1	1
991	по одним	1	1
992	не могла	2	1
993	для установления	1	1
994	можно было	7	1
995	отношений между	11	1
996	если она	1	1
997	но только	5	1
998	речи всегда	1	1
999	заключает в	2	1
1000	тем и	2	1
1001	ни одно	1	1
1002	и логические	1	1
1003	и своя	1	1
1004	даже при	2	1
1005	стороны и	6	1
1006	еще два	1	1
1007	лежат в	1	1
1008	к кому	1	1
1009	то во	1	1
1010	также и	2	1
1011	у нее	5	1
1012	достигается не	1	1
1013	означает что	1	1
1014	смысл оно	1	1
1015	когда мы	2	1
1016	не совпадает	5	1
1017	еще на	1	1
1018	и возникает	2	1
1019	на это	1	1
1020	иного типа	1	1
1021	было бы	12	1
1022	человеческого сознания	2	1
1023	дает ему	1	1
1024	поскольку оно	1	1
1025	не по	7	1
1026	вещи или	1	1
1027	теоретической и	1	1
1028	же самое	12	1
1029	ту сторону	1	1
1030	этого уровня	1	1
1031	он в	1	1
1032	как мы	24	1
1033	одного из	2	1
1034	к изучению	4	1
1035	общего с	1	1
1036	в понимании	2	1
1037	что для	3	1
1038	его как	1	1
1039	в зависимости	6	1
1040	которые в	5	1
1041	деятельностью а	1	1
1042	когда они	1	1
1043	каждой новой	3	1
1044	приводят к	2	1
1045	значения слов	5	1
1046	но прежде	1	1
1047	этом и	2	1
1048	обратимся к	3	1
1049	как внутреннее	1	1
1050	свести к	1	1
1051	связи между	11	1
1052	в резком	1	1
1053	на отдельные	1	1
1054	особое отношение	1	1
1055	даже если	2	1
1056	и доказать	1	1
1057	и от	6	1
1058	и есть	4	1
1059	по этому	4	1
1060	внутреннюю сторону	4	1
1061	с которым	1	1
1062	однако по	1	1
1063	же в	1	1
1064	все перечисленные	1	1
1065	бытия и	1	1
1066	к пониманию	4	1
1067	в уме	4	1
1068	происходит в	2	1
1069	речи именно	5	1
1070	но я	1	1
1071	идет не	1	1
1072	на то	5	1
1073	первое слово	1	1
1074	слова б	1	1
1075	нуждается в	5	1
1076	степени и	1	1
1077	и только	7	1
1078	вся система	2	1
1079	котором по	1	1
1080	как целого	1	1
1081	независимо от	1	1
1082	лучшем случае	3	1
1083	основе всех	1	1
1084	для этого	4	1
1085	таким же	3	1
1086	интонации и	1	1
1087	дело здесь	1	1
1088	скорее даже	1	1
1089	в известной	1	1
1090	есть не	3	1
1091	с речью	1	1
1092	иное как	1	1
1093	совершается в	5	1
1094	момент его	1	1
1095	более того	2	1
1096	полностью совпадает	1	1
1097	котором он	1	1
