1	тем не менее	12	23
95	не имеет никакого	3	3
96	ту или иную	2	3
97	не было бы	1	3
98	только потому что	5	3
99	мы не будем	1	3
100	так же как	39	3
101	друг от друга	14	3
102	только в результате	1	3
103	мы могли бы	48	3
104	в зависимости от	22	3
105	имеет свою собственную	2	3
106	это и есть	1	3
107	с первого взгляда	5	3
108	что и в	8	3
109	это и не	1	3
110	нам представляется что	1	3
111	отнюдь не является	1	3
112	и во всяком	4	3
113	и в его	2	3
114	смысле слова но	1	3
115	в чистом виде	1	3
116	по себе а	1	3
117	то что мы	6	3
118	на этот раз	4	3
119	так же и	1	3
120	именно потому что	6	3
121	и тем самым	19	3
122	это же самое	1	3
123	смысле слова и	1	3
124	есть то что	1	3
125	по сравнению с	45	3
126	на первый план	12	3
127	не имеет ничего	1	3
128	как мы видели	17	2
129	по себе но	1	2
130	нас не только	2	2
131	мы только что	3	2
132	для самого себя	1	2
133	в таких случаях	1	2
134	хотя и не	1	2
135	прав в том	2	2
136	в буквальном смысле	1	2
137	уже по одному	5	2
138	и в то	1	2
139	этой точки зрения	17	2
140	только в пределах	3	2
141	так и в	4	2
142	не сама по	1	2
143	более или менее	9	2
144	что мы можем	2	2
145	и в других	1	2
146	и как бы	5	2
147	как мы говорили	3	2
148	между знаком и	5	2
149	не могли бы	2	2
150	столько же сколько	1	2
151	и тем что	2	2
152	едва ли можно	2	2
153	но и в	4	2
154	ничего другого кроме	1	2
155	мы не знаем	2	2
156	в чем не	1	2
157	это то что	1	2
158	в самой этой	1	2
159	в себе в	2	2
160	ни в чем	1	2
161	в ту или	1	2
162	в этом их	1	2
163	самое время и	1	2
164	не выходит за	1	2
165	и может быть	2	2
166	не чем иным	3	2
167	можно сказать что	21	2
168	том что он	9	2
169	хотя бы и	3	2
170	мы говорим о	3	2
171	у нас в	3	2
172	всяком случае не	1	2
173	буквальном смысле слова	1	2
174	не является ни	1	2
175	с теми или	1	2
176	если мы скажем	1	2
177	несмотря на свою	1	2
178	вообще не есть	1	2
179	как и в	9	2
180	и есть то	1	2
181	тем более не	1	2
182	и представить себе	1	2
183	только в связи	1	2
184	могло бы быть	1	2
185	и с точки	2	2
186	в чем же	2	2
187	сих пор мы	1	2
188	отличаются друг от	2	2
189	то что является	3	2
190	это было бы	3	2
191	говорить о том	1	2
192	подобно тому как	14	2
193	нечто такое что	5	2
194	равно как и	1	2
195	в отличие от	18	2
196	по себе и	1	2
197	они вовсе не	1	2
198	и здесь мы	1	2
199	с чем мы	1	2
200	в этом понятии	1	2
201	заключается только в	5	2
202	для этого необходимо	1	2
203	потому что мы	1	2
204	тогда это будет	1	2
205	обратить внимание на	1	2
206	не есть нечто	1	2
207	иметь в виду	1	2
208	как и вообще	1	2
209	только в том	8	2
210	связи с этой	1	2
211	на действительность и	2	2
212	сказать что если	1	2
213	вовсе не в	2	2
214	то тем самым	1	2
215	мы имеем дело	4	2
216	здесь не только	1	2
217	не указывает на	1	2
218	то это не	1	2
219	если бы он	4	2
220	ни о каких	1	2
221	но только в	2	2
222	ничего общего с	6	2
223	не значит что	1	2
224	так что в	4	2
225	на то что	25	2
226	ясно что в	1	2
227	в отдельности и	1	2
228	в другом случае	2	2
229	с одной стороны	39	2
230	только о том	1	2
231	что не только	2	2
232	но также и	1	2
233	об этом мы	1	2
234	и там и	1	2
235	порождает из себя	1	2
236	в себе и	4	2
237	того же типа	3	2
238	мы говорили выше	8	2
239	в том или	1	2
240	не просто как	1	2
241	по себе в	1	2
242	в значительной мере	3	2
243	это и значит	2	2
244	но отнюдь не	1	2
245	мы скажем что	1	2
246	не только в	5	2
247	так или иначе	1	2
248	потому что они	3	2
249	чем иным как	3	2
250	нечто гораздо более	1	2
251	но с другой	1	2
252	понятия но и	2	2
253	мы не можем	11	2
254	по себе как	1	2
255	что он не	8	2
256	мы находим в	6	2
257	в заключение мы	1	1
258	я не знаю	1	1
259	прикосновении к нему	1	1
260	тем самым исключает	1	1
261	потому что и	2	1
262	анализа и синтеза	1	1
263	для нас и	1	1
264	это так то	1	1
265	тем что оно	5	1
266	мы можем легко	1	1
267	потому что все	1	1
268	этом случае он	1	1
269	имеет в виду	6	1
270	художественное произведение и	1	1
271	все эти черты	1	1
272	когда мы его	1	1
273	именно тем что	1	1
274	в целом а	1	1
275	не только то	2	1
276	понятия потому что	2	1
277	отношения друг к	1	1
278	не содержит в	3	1
279	сказать что именно	1	1
280	и входит в	1	1
281	даже в этом	1	1
282	но это есть	1	1
283	возможным только потому	1	1
284	выходит за пределы	2	1
285	с большим трудом	1	1
286	состоит из отдельных	1	1
287	уже сама по	1	1
288	в котором он	2	1
289	указывает только на	1	1
290	нельзя сказать что	1	1
291	и заключается что	1	1
292	до конца и	1	1
293	содержат в себе	5	1
294	то в чем	7	1
295	не связанных между	2	1
296	имел в виду	1	1
297	выходящих за пределы	2	1
298	что даже в	2	1
299	в целом но	8	1
300	легко может быть	1	1
301	мы имеем в	3	1
302	но он не	5	1
303	точки зрения диалектической	2	1
304	в виду только	2	1
305	отличают его от	1	1
306	у нас и	1	1
307	нас в том	2	1
308	и тем же	6	1
309	если же мы	1	1
310	все эти разнообразные	1	1
311	важно то что	1	1
312	к тому или	3	1
313	только в своей	1	1
314	деле для нас	1	1
315	не может рассматриваться	1	1
316	в себе как	1	1
317	в виду нечто	1	1
318	и возможных для	1	1
319	бы к тому	1	1
320	с тем является	1	1
321	в тот момент	4	1
322	к одной и	2	1
323	мы и называем	1	1
324	но все они	1	1
325	все же не	2	1
326	виду не столько	1	1
327	от реальных потребностей	1	1
328	по одному тому	2	1
329	в определенном направлении	1	1
330	если мы теперь	1	1
331	сознательно и намеренно	3	1
332	этого слова в	1	1
333	к другу и	2	1
334	речи во всех	1	1
335	этом смысле и	1	1
336	нами в другом	1	1
337	вместе с тем	26	1
338	не содержат в	4	1
339	и даже сливаться	1	1
340	что научное понятие	2	1
341	с тем чтобы	1	1
342	возникают прежде всего	1	1
343	как учение о	1	1
344	и могут быть	1	1
345	всякого научного понятия	2	1
346	которых мы не	2	1
347	развитии и в	2	1
348	не потому что	4	1
349	мы бы сказали	1	1
350	по сути дела	2	1
351	но то что	3	1
352	только благодаря тому	1	1
353	уже видели что	2	1
354	что он мыслит	1	1
355	здесь как и	2	1
356	и это не	1	1
357	точки зрения на	2	1
358	и отражение действительности	1	1
359	и все его	1	1
360	связи с теми	1	1
361	же деле это	1	1
362	благодаря тому что	7	1
363	точка зрения на	1	1
364	на этой ступени	5	1
365	более и более	8	1
366	речь идет о	8	1
367	мысли в теории	1	1
368	при таком понимании	1	1
369	в тех случаях	4	1
370	элементы из которых	1	1
371	если это так	2	1
372	сказать что и	1	1
373	не менее эти	1	1
374	и все другие	1	1
375	образом как и	2	1
376	в этот вопрос	1	1
377	из которых мы	1	1
378	а потому что	3	1
379	содержание может быть	1	1
380	и вообще как	1	1
381	значений как бы	1	1
382	как показывает исследование	13	1
383	что и принцип	1	1
384	что в такой	1	1
385	неразрывно связаны между	1	1
386	разумеется что в	1	1
387	и тогда это	1	1
388	то что всякая	1	1
389	не говоря уже	1	1
390	тем что они	3	1
391	один и тот	12	1
392	но эта точка	1	1
393	во втором случае	5	1
394	анна каренина ч	1	1
395	в заключение этой	2	1
396	он мыслит себе	1	1
397	из которых ни	1	1
398	было бы сказать	1	1
399	речи он не	1	1
400	вовсе и не	1	1
401	обстоит дело с	1	1
402	из отдельных частей	1	1
403	смысле этого слова	22	1
404	тем самым он	1	1
405	научные понятия как	1	1
406	имея в виду	1	1
407	даже сливаться с	1	1
408	же самого но	1	1
409	но все же	5	1
410	понятия тем что	1	1
411	все дело заключается	2	1
412	и связи с	4	1
413	сказать что он	1	1
414	в самом деле	19	1
415	а все эти	1	1
416	что для нее	2	1
417	в результате этого	3	1
418	тому что в	1	1
419	он может быть	1	1
420	развития человеческого общества	1	1
421	не будут иметь	1	1
422	такие слова как	1	1
423	не является чем-то	1	1
424	не могут не	4	1
425	ясно что при	1	1
426	то что обычно	2	1
427	же самое относится	2	1
428	точно и в	1	1
429	между собой в	2	1
430	которого оно возникает	1	1
431	остановиться на том	1	1
432	но при этом	3	1
433	рассматриваться нами как	1	1
434	и можно было	1	1
435	ответ на этот	5	1
436	вопросу о соотношении	1	1
437	уже это одно	1	1
438	не имеют ничего	3	1
439	естественно что все	2	1
440	что лежит в	2	1
441	имеют ничего общего	3	1
442	развития в которой	1	1
443	есть обобщение и	1	1
444	и после этого	1	1
445	может быть сформулирован	2	1
446	в глаза и	1	1
447	на этот вопрос	14	1
448	бы и не	1	1
449	живой речи в	1	1
450	прямо и непосредственно	4	1
451	но если мы	3	1
452	даже если мы	1	1
453	все же как	1	1
454	никакой роли и	1	1
455	тем что мы	3	1
456	и что поэтому	1	1
457	в той же	5	1
458	время как другие	1	1
459	при таком положении	1	1
460	таким образом к	1	1
461	то что она	3	1
462	в его основе	4	1
463	но только с	1	1
464	сказать что в	3	1
465	мы не могли	1	1
466	по самой своей	8	1
467	но все это	2	1
468	мы уже видели	2	1
469	если понимать под	1	1
470	действительность представлена в	1	1
471	которые выступают в	1	1
472	в каждой из	1	1
473	можно прямо сказать	1	1
474	не исчерпывается мы	1	1
475	в указании на	2	1
476	в себе никакого	1	1
477	с другими предметами	1	1
478	том числе и	10	1
479	может быть так	2	1
480	же и в	1	1
481	тоже не является	1	1
482	в области гуманитарных	1	1
483	том что этот	1	1
484	может быть в	2	1
485	тем что он	1	1
486	мы скажем несколько	1	1
487	все дело в	1	1
488	или иной теории	1	1
489	в целом и	9	1
490	и другие понятия	5	1
491	на основании этого	2	1
492	многое такое что	1	1
493	но что же	1	1
494	она не имеет	1	1
495	по себе является	2	1
496	в свое время	5	1
497	только сказать что	1	1
498	не только что	2	1
499	точку зрения и	1	1
500	этим самым мы	1	1
501	мы начинаем понимать	3	1
502	во всех этих	2	1
503	он как и	1	1
504	то же что	4	1
505	но только не	1	1
506	не говорит о	1	1
507	стрекоза и муравей	2	1
508	не выражается в	2	1
509	приводит нас к	9	1
510	как бы далеко	1	1
511	не отличаются от	1	1
512	зрения диалектической логики	2	1
513	данном случае мы	1	1
514	мы не станем	16	1
515	теми или иными	3	1
516	в такой форме	2	1
517	не нуждается в	1	1
518	можно даже сказать	1	1
519	что каждая вещь	2	1
520	они являются слишком	1	1
521	собой разумеется что	2	1
522	понятие еще не	1	1
523	трудно себе представить	1	1
524	также и на	1	1
525	уже перестают быть	1	1
526	что при такой	2	1
527	указывает на то	5	1
528	это можно было	1	1
529	будет сказать что	1	1
530	укажем только на	2	1
531	понятия как они	1	1
532	таким образом в	4	1
533	так как они	3	1
534	его значение и	1	1
535	до некоторой степени	2	1
536	знает что такое	1	1
537	что содержится в	3	1
538	тех случаях когда	4	1
539	мы говорим что	2	1
540	иначе чем это	1	1
541	ничем не отличаются	1	1
542	или лучше сказать	1	1
543	он не является	1	1
544	что он является	3	1
545	в отрыве от	1	1
546	в качестве орудия	2	1
547	поскольку она является	1	1
548	мы должны сделать	1	1
549	оно так же	1	1
550	ничего иного кроме	2	1
551	одного и того	17	1
552	том что всякое	2	1
553	то же в	1	1
554	в другом исследовании	1	1
555	конечно не только	1	1
556	первом же прикосновении	1	1
557	ним ни в	2	1
558	это означает что	4	1
559	связанных между собой	5	1
560	же прикосновении к	1	1
561	значении этого слова	2	1
562	этого слова как	1	1
563	взгляда может показаться	1	1
564	и к его	2	1
565	мы и можем	1	1
566	в голове каждого	2	1
567	из того что	19	1
568	в настоящем смысле	1	1
569	и не только	2	1
570	то это есть	1	1
571	функции и в	1	1
572	то понятие которое	1	1
573	дня и ночи	1	1
574	и формы в	1	1
575	только для того	2	1
576	и никогда не	2	1
577	мы видели выше	3	1
578	по одному этому	3	1
579	и как они	3	1
580	каждой из них	1	1
581	в какой мере	5	1
582	самом деле для	1	1
583	никогда не является	1	1
584	нас не может	1	1
585	к учению о	1	1
586	мы хотели бы	5	1
587	одна в другую	1	1
588	и все же	2	1
589	действительности но как	1	1
590	предметов с полным	1	1
591	бы указать на	1	1
592	выходящее за пределы	1	1
593	этого анализа не	1	1
594	статически а динамически	1	1
595	вообще не существует	1	1
596	является в этом	2	1
597	в свете того	2	1
598	это один и	1	1
599	за то что	2	1
600	только тогда когда	11	1
601	не есть простая	1	1
602	то что и	1	1
603	в развернутом виде	1	1
604	отражение действительности но	1	1
605	от друга и	1	1
606	это не означает	1	1
607	самой своей природе	6	1
608	сказать что мы	1	1
609	не статически а	1	1
610	в человеческом обществе	1	1
611	среди других понятий	1	1
612	тем же самым	2	1
613	ни в какой	9	1
614	связи с той	1	1
615	только в контексте	1	1
616	одной стороны и	10	1
617	мы можем не	1	1
618	и тот же	12	1
619	с тем что	9	1
620	сказать что между	1	1
621	все эти особенности	6	1
622	этом мы скажем	1	1
623	должны были бы	4	1
624	можем ли мы	1	1
625	первый план в	3	1
626	новых и новых	2	1
627	но это и	2	1
628	в первом случае	7	1
629	еще только в	1	1
630	того что такое	1	1
631	все эти предметы	1	1
632	мы все время	1	1
633	что мы должны	1	1
634	общего и частного	3	1
635	мы имели в	2	1
636	предметов с которыми	1	1
637	совершенно то же	3	1
638	для них это	1	1
639	и потому что	3	1
640	в качестве основного	1	1
641	возникновения и развития	2	1
642	то что всякий	1	1
643	но и его	1	1
644	исторического развития человеческого	2	1
645	то обстоятельство что	11	1
646	тем больше они	1	1
647	говорили выше что	1	1
648	все более и	8	1
649	и вопрос о	2	1
650	одним и тем	6	1
651	ничем не отличается	1	1
652	вообще не могли	1	1
653	друг к другу	9	1
654	тому или иному	4	1
655	и не может	6	1
656	таким образом если	2	1
657	что оно есть	2	1
658	том что они	5	1
659	и в нашем	1	1
660	в результате как	1	1
661	он никак не	1	1
662	том и заключается	2	1
663	связи с этим	3	1
664	одним из главнейших	2	1
665	иметь ничего общего	2	1
666	мертвые души это	1	1
667	понятия то значит	1	1
668	но как мы	1	1
669	назвать то что	1	1
670	то и в	1	1
671	в которой нам	1	1
672	но все время	1	1
673	ничего не говорит	1	1
674	по себе не	2	1
675	возможно только потому	1	1
676	выражается в слове	2	1
677	здесь может быть	1	1
678	это не мешает	1	1
679	виде как его	2	1
680	мы не имели	1	1
681	может показаться что	1	1
682	само собой разумеется	2	1
683	на котором мы	3	1
684	будут иметь ничего	1	1
685	друг друга и	1	1
686	заключение этой главы	1	1
687	не является в	1	1
688	того и другого	5	1
689	собственном смысле слова	9	1
690	к тому что	22	1
691	потому что оно	4	1
692	к целому ряду	4	1
693	первую очередь тем	1	1
694	обычный разговорный язык	1	1
695	связан с самой	1	1
696	но на этот	1	1
697	и множество других	1	1
698	как мы это	3	1
699	так как она	9	1
700	тот факт что	10	1
701	речью на самом	1	1
702	все необходимые данные	1	1
703	одной и той	15	1
704	что именно в	3	1
705	здесь мы имеем	2	1
706	в математическом смысле	1	1
707	что в истории	2	1
708	прежде всего что	1	1
709	в этих случаях	2	1
710	вопрос о том	7	1
711	но и к	1	1
712	заключается в самом	1	1
713	в том и	6	1
714	нашего исследования мы	1	1
715	как впрочем и	1	1
716	лежащих в его	1	1
717	в котором тоже	1	1
718	таким образом что	12	1
719	в ней нет	1	1
720	и по существу	1	1
721	тем самым мы	2	1
722	мы говорим об	2	1
723	он говорит сам	2	1
724	отличается от понятия	1	1
725	если бы мы	6	1
726	в виду не	1	1
727	имели в виду	2	1
728	содержания и формы	1	1
729	по себе без	1	1
730	относится не к	1	1
731	что они не	1	1
732	имеют в виду	1	1
733	человеческого общества но	1	1
734	поэтому мы и	3	1
735	потому что она	2	1
736	с этой точки	16	1
737	которое вместе с	1	1
738	возможны только благодаря	1	1
739	это не значит	1	1
740	хотя бы даже	1	1
741	даже представить себе	1	1
742	дало нам возможность	1	1
743	прямо сказать что	1	1
744	далеко не все	1	1
745	одному тому что	2	1
746	не имеет никакой	1	1
747	а только в	2	1
748	обе эти функции	2	1
749	первого взгляда может	1	1
750	как и всякий	1	1
751	эту точку зрения	3	1
752	к вопросу о	4	1
753	в том чтобы	12	1
754	ведь когда мы	1	1
755	может быть не	2	1
756	мы до сих	1	1
757	для нас важно	1	1
758	что этот путь	1	1
759	не есть также	1	1
760	и в своем	2	1
761	в вопросе о	3	1
762	для него оказывается	1	1
763	точки зрения логики	1	1
764	это понятие еще	1	1
765	совершенно ясно что	1	1
766	а не в	1	1
767	значение в связи	1	1
768	как же это	1	1
769	только впоследствии в	1	1
770	дело заключается в	2	1
771	он прежде всего	1	1
772	ни в какие	1	1
773	во всей его	1	1
774	превратилось бы в	1	1
775	что и делает	1	1
776	его в качестве	2	1
777	строгом смысле слова	1	1
778	является не только	1	1
779	если принять во	4	1
780	не сами по	1	1
781	то и другое	13	1
782	которые могут быть	3	1
783	чем то что	1	1
784	для нас это	1	1
785	поэтому если мы	1	1
786	что в результате	1	1
787	и только путем	1	1
788	с которыми мы	4	1
789	что вовсе не	1	1
790	но и с	1	1
791	только к одному	1	1
792	и это является	1	1
793	связи с тем	1	1
794	который может быть	1	1
795	даже если бы	2	1
796	возникает только в	1	1
797	связаны между собой	10	1
798	что мы его	1	1
799	только на то	2	1
800	в собственном смысле	26	1
801	в прямом смысле	1	1
802	которые возникают при	1	1
803	мы сказали выше	1	1
804	не просто в	1	1
805	наметить хотя бы	1	1
806	к выводу что	14	1
807	зависимости от тех	1	1
808	указанием на то	2	1
809	и с которой	1	1
810	и то и	1	1
811	хотя и в	2	1
812	в известном смысле	15	1
813	от того что	10	1
814	исходить из того	2	1
815	и не является	3	1
816	с ним ни	1	1
817	но если это	1	1
818	для всех других	1	1
819	показывает исследование не	2	1
820	не отличается от	2	1
821	по себе она	1	1
822	остается только сказать	1	1
823	можно только то	1	1
824	отражает действительность в	2	1
825	вещи и ее	1	1
826	ее особенностей и	1	1
827	мы можем назвать	1	1
828	еще не существует	1	1
829	и связанные с	1	1
830	что в этом	5	1
831	и своего собственного	2	1
832	выступает на первый	1	1
833	а это как	1	1
834	относящихся сюда явлений	1	1
835	мы находим у	1	1
836	прийти к выводу	2	1
837	входит в область	1	1
838	и того же	17	1
839	таким образом и	4	1
840	имеем дело в	1	1
841	но что он	2	1
842	не может существовать	2	1
843	исходя из этого	1	1
844	перед нами еще	1	1
845	другими словами мы	1	1
846	в таком понимании	1	1
847	а следовательно и	3	1
848	слова если мы	1	1
849	тогда когда мы	4	1
850	принять во внимание	5	1
851	но я могу	1	1
852	начало и конец	1	1
853	не только является	1	1
854	было бы в	1	1
855	какой мере не	3	1
856	возможны самые разнообразные	1	1
857	к тому же	3	1
858	и той же	15	1
859	как бы ни	1	1
860	том как эта	1	1
861	только тем что	1	1
862	не тем что	2	1
863	остается то что	1	1
864	ничего не хочет	1	1
865	как и во	3	1
866	было бы достаточно	1	1
867	области гуманитарных наук	1	1
868	в том числе	10	1
869	когда мы начинаем	1	1
870	при первом же	1	1
