N	2gram	Bakhtin_Pr	Problema
105	ничего не	8	27
106	в результате	7	26
107	другой стороны	6	26
108	крайней мере	2	26
109	да и	2	26
110	как будто	4	26
111	вместе с	1	26
112	по крайней	2	26
113	еще и	1	26
114	это не	12	26
115	и его	21	26
116	мы можем	1	25
117	и на	16	25
118	с точки	21	25
119	всяком случае	4	25
120	на самом	5	24
121	в нашем	2	24
122	и вполне	2	24
123	не имеет	2	24
124	таком случае	1	23
125	по своему	1	23
126	только и	1	23
127	на то	5	23
128	при этом	8	23
129	в качестве	1	23
130	и притом	1	23
131	конце концов	7	23
132	а только	1	23
133	то и	3	23
134	мы находим	1	23
135	и к	5	22
136	раз и	6	22
137	только на	3	22
138	никогда не	11	22
139	и является	2	22
140	всех этих	2	22
141	тоже не	3	22
142	есть в	2	22
143	сам по	2	22
144	его в	8	22
145	и от	3	22
146	и есть	3	22
147	и если	2	22
148	что и	7	22
149	другими словами	1	22
150	в самом	17	21
151	сама по	5	21
152	мы должны	3	21
153	и ее	5	21
154	для себя	3	21
155	и только	3	21
156	именно в	5	20
157	для того	1	20
158	но как	4	20
159	можно было	3	20
160	и потому	7	20
161	о чем	1	20
162	тем что	6	20
163	несмотря на	7	20
164	или в	7	20
165	кроме того	5	19
166	в них	5	19
167	с ним	8	19
168	самом деле	10	19
169	в каком	1	19
170	но если	1	19
171	того или	1	19
172	то это	3	19
173	уже в	5	19
174	то в	2	19
175	в отношении	5	19
176	но только	1	19
177	этом смысле	12	19
178	он не	14	19
179	это есть	1	19
180	если не	1	19
181	если бы	12	19
182	как в	7	19
183	жизни и	3	19
184	в этих	5	18
185	того же	3	18
186	не было	5	18
187	не будет	1	18
188	мы и	2	18
189	не существует	1	18
190	в ее	2	18
191	того чтобы	2	18
192	в ней	2	18
193	без всякого	1	17
194	что они	1	17
195	во всех	4	17
196	но уже	1	17
197	и здесь	6	17
198	мы уже	4	17
199	в языке	1	17
200	это и	5	17
201	совершенно не	5	17
202	тех или	1	17
203	точно так	1	16
204	что она	7	16
205	будто бы	1	16
206	как это	1	16
207	он и	8	16
208	художественного произведения	2	16
209	же в	2	16
210	для этого	3	16
211	но все	6	16
212	в одно	4	16
213	к тому	4	16
214	но даже	1	16
215	между собою	5	16
216	случае не	1	16
217	далеко не	7	16
218	и сам	6	15
219	с этим	3	15
220	всякого рода	1	15
221	в той	5	15
222	у него	11	15
223	что не	3	15
224	здесь в	2	15
225	в частности	1	15
226	искусства и	1	14
227	уже и	2	14
228	что все	2	14
229	с другими	8	14
230	сих пор	9	14
231	не так	1	14
232	этом случае	1	14
233	все равно	2	14
234	в котором	7	14
235	до сих	9	14
236	то ни	3	14
237	за пределы	7	14
238	же и	5	13
239	из них	3	13
240	тому что	3	13
241	сами по	4	13
242	ни на	3	13
243	бы и	6	13
244	только при	1	13
245	мы имеем	1	13
246	в их	6	13
247	или даже	2	13
248	в области	1	13
249	который в	1	13
250	в других	2	13
251	иной раз	1	13
252	или иного	1	13
253	учение о	1	13
254	дело в	2	13
255	при условии	2	12
256	в другом	3	12
257	он сам	5	12
258	с одной	1	12
259	в которой	2	12
260	время как	2	12
261	в самой	9	12
262	для них	1	12
263	так или	1	12
264	то время	2	12
265	на первый	1	12
266	является только	1	12
267	в литературе	4	12
268	в начале	1	12
269	и очень	1	12
270	что этот	2	12
271	в смысле	3	12
272	что это	2	12
273	но именно	3	12
274	или иначе	1	12
275	нисколько не	3	12
276	в целом	8	12
277	или иных	1	11
278	здесь перед	1	11
279	бы то	3	11
280	о которых	1	11
281	и следовательно	7	11
282	могли бы	2	11
283	тот же	2	11
284	и другое	1	11
285	одной стороны	1	11
286	у пушкина	1	11
287	том или	2	11
288	по поводу	1	11
289	к нему	11	11
290	только не	2	11
291	не о	3	11
292	не могут	10	11
293	и у	3	11
294	имеет значение	2	11
295	заключается в	1	11
296	в истории	2	11
297	и во	3	11
298	и самого	4	11
299	указание на	1	11
300	вообще не	2	11
301	в искусстве	1	11
302	и их	3	11
303	по этому	1	11
304	и тогда	1	11
305	более или	4	10
306	есть то	3	10
307	что у	2	10
308	на том	2	10
309	но он	4	10
310	что для	2	10
311	даже если	1	10
312	один из	3	10
313	художественного творчества	5	10
314	со всеми	2	10
315	бы не	2	10
316	что оно	2	10
317	и всякий	1	10
318	все еще	2	10
319	в одном	20	10
320	отличается от	5	10
321	все время	3	10
322	не то	1	10
323	и сама	2	10
324	быть только	1	10
325	он в	3	10
326	однако в	3	10
327	из которых	3	10
328	относится к	1	10
329	ни с	1	10
330	или менее	4	10
331	быть и	2	10
332	только то	3	10
333	слова и	8	10
334	и другие	1	9
335	что если	3	9
336	с собой	3	9
337	в своих	4	9
338	их в	8	9
339	вопрос о	3	9
340	нет и	1	9
341	что даже	1	9
342	здесь как	1	9
343	именно как	2	9
344	не нужно	2	9
345	в тех	1	9
346	первой степени	1	9
347	тогда когда	1	9
348	в которых	4	9
349	о котором	1	9
350	то он	3	9
351	это вовсе	2	9
352	в трагедии	1	9
353	того как	3	9
354	однако не	3	9
355	но эта	5	9
356	а его	2	9
357	она не	10	9
358	или как	8	9
359	которые в	1	9
360	в жизни	5	9
361	правда в	2	9
362	в художественном	6	9
363	вообще и	1	9
364	же касается	1	9
365	это тоже	1	9
366	на себе	3	9
367	бы в	7	9
368	не был	2	9
369	литературы и	1	9
370	был бы	6	9
371	не всякий	1	9
372	поэтому и	4	9
373	здесь мы	4	9
374	с ней	1	9
375	а может	1	9
376	и до	6	9
377	в условиях	2	9
378	это было	1	9
379	жизнь и	1	9
380	как же	6	9
381	идет речь	1	9
382	и наконец	7	9
383	во всем	1	8
384	является в	2	8
385	только что	1	8
386	с этой	2	8
387	является для	3	8
388	мы считаем	1	8
389	и образ	1	8
390	он был	2	8
391	и весь	1	8
392	конечно не	4	8
393	во всей	3	8
394	тем же	3	8
395	но для	3	8
396	от этого	2	8
397	между собой	2	8
398	почти всегда	2	8
399	иметь в	2	8
400	и по	1	8
401	с ее	1	8
402	и самый	1	8
403	к сожалению	2	8
404	и при	2	8
405	к его	1	8
406	из этих	3	8
407	и больше	1	8
408	только с	1	8
409	значение в	2	8
410	мы будем	2	8
411	если и	1	8
412	на его	2	8
413	не все	1	8
414	идея и	1	8
415	были бы	5	8
416	которые не	1	8
417	и нет	6	8
418	если в	1	8
419	входит в	9	8
420	в чистом	1	8
421	мере не	1	8
422	и он	5	8
423	здесь нет	4	8
424	ни было	4	8
425	но ведь	3	8
426	себе и	5	8
427	если же	7	8
428	мы здесь	2	8
429	не значит	4	8
430	и особенно	2	8
431	является здесь	1	8
432	он есть	6	8
433	в сознании	3	8
434	этот термин	1	8
435	для него	23	8
436	в г	1	8
437	а то	3	8
438	является не	2	8
439	с самого	1	8
440	как он	3	8
441	ведь если	1	8
442	некоторой степени	1	7
443	даже в	6	7
444	с самим	3	7
445	но что	1	7
446	во все	2	7
447	не обязательно	1	7
448	себе в	1	7
449	что их	1	7
450	в значительной	1	7
451	все в	3	7
452	а с	2	7
453	в случае	1	7
454	не раз	2	7
455	его как	5	7
456	для чего	1	7
457	жизни а	3	7
458	своего собственного	1	7
459	оно не	3	7
460	быть даже	1	7
461	эта последняя	1	7
462	к другому	6	7
463	это только	1	7
464	одной из	1	7
465	на этот	4	7
466	была бы	5	7
467	себе но	2	7
468	перейти к	1	7
469	в такой	1	7
470	с полным	1	7
471	же это	1	7
472	это в	2	7
473	что на	1	7
474	еще более	2	7
475	он является	3	7
476	в это	1	7
477	на этой	1	7
478	же автора	1	7
479	самого начала	2	7
480	по преимуществу	2	7
481	тому же	2	7
482	же как	2	7
483	определенным образом	1	7
484	даже не	1	7
485	образы и	1	7
486	сливаются в	1	7
487	однако и	1	7
488	не на	7	7
489	и так	2	7
490	все они	2	7
491	в основе	4	7
492	о своем	3	7
493	времени и	2	7
494	друг друга	4	7
495	человека но	2	7
496	ее в	3	7
497	сознания и	8	7
498	же не	4	7
499	мира и	7	7
500	может иметь	1	7
501	тут и	2	7
502	в какой	2	7
503	что касается	1	7
504	с которыми	1	6
505	не как	20	6
506	глубоко и	1	6
507	тем или	2	6
508	первый взгляд	1	6
509	в действительности	1	6
510	себе все	1	6
511	только как	2	6
512	не всегда	2	6
513	имеем в	1	6
514	на него	6	6
515	что именно	1	6
516	нами не	1	6
517	мышления и	1	6
518	до конца	10	6
519	и чисто	1	6
520	и речи	1	6
521	жизнь в	2	6
522	в общем	1	6
523	сказать о	2	6
524	это совершенно	1	6
525	в него	6	6
526	чтобы не	1	6
527	в статье	1	6
528	функции в	2	6
529	отношения к	5	6
530	этот вопрос	4	6
531	зависимости от	5	6
532	но оно	1	6
533	и уже	3	6
534	с которой	2	6
535	именно на	3	6
536	могут быть	9	6
537	то мы	1	6
538	и всегда	2	6
539	особенно в	2	6
540	людей в	1	6
541	независимо от	1	6
542	просто как	1	6
543	но она	1	6
544	есть и	5	6
545	можно найти	1	6
546	уже у	1	6
547	а скорее	1	6
548	ведь и	4	6
549	дело здесь	2	6
550	себе а	3	6
551	есть прежде	1	6
552	она является	2	6
553	перестает быть	4	6
554	к другой	1	6
555	на первом	1	6
556	как на	4	6
557	в зависимости	5	6
558	не мог	1	6
559	вся эта	1	6
560	нельзя сказать	2	6
561	не знает	6	6
562	прежде чем	1	6
563	бы быть	1	6
564	же мы	1	6
565	во время	1	6
566	как таковой	2	6
567	из тех	2	6
568	в слове	3	6
569	в известном	1	6
570	этого слова	3	6
571	с его	11	6
572	этом отношении	3	6
573	но с	4	6
574	входить в	1	6
575	по существу	6	6
576	к своему	2	6
577	только к	1	6
578	первый план	1	6
579	мы его	2	6
580	когда он	2	6
581	нового времени	3	6
582	стороны и	4	6
583	та или	1	6
584	само по	4	6
585	не к	1	6
586	в настоящем	2	5
587	людей но	1	5
588	от одного	2	5
589	вот что	1	5
590	из самых	1	5
591	к самому	2	5
592	или другим	1	5
593	о чем-то	1	5
594	в противоположность	2	5
595	и когда	1	5
596	на одну	2	5
597	и еще	2	5
598	к этому	1	5
599	которого он	1	5
600	не больше	1	5
601	на себя	4	5
602	или иная	1	5
603	я не	6	5
604	по одному	1	5
605	будет сказать	1	5
606	в каждом	15	5
607	о себе	19	5
608	если оно	3	5
609	о предмете	1	5
610	или может	1	5
611	оно и	2	5
612	одно и	1	5
613	нужно сказать	1	5
614	человеческого духа	2	5
615	говорили что	1	5
616	между тем	7	5
617	вовсе еще	1	5
618	нам кажется	7	5
619	мы видели	1	5
620	но зато	2	5
621	его на	2	5
622	поэтому в	3	5
623	подобно тому	3	5
624	о самом	2	5
625	ничем не	1	5
626	все указанные	1	5
627	своей собственной	1	5
628	ясно и	1	5
629	да еще	1	5
630	только один	1	5
631	часто и	1	5
632	он должен	2	5
633	из отдельных	1	5
634	данное слово	2	5
635	для всякого	1	5
636	что может	4	5
637	для всего	1	5
638	о нем	15	5
639	что с	1	5
640	самой этой	2	5
641	раз в	1	5
642	ведь это	4	5
643	что ни	1	5
644	с теми	1	5
645	предмета но	1	5
646	и хочет	1	5
647	себе что	2	5
648	или другого	1	5
649	человека в	8	5
650	человека и	2	5
651	человека из	4	5
652	художественное творчество	1	5
653	мира в	5	5
654	уже во	1	5
655	все что	4	5
656	из всех	1	5
657	нами в	3	5
658	в собственном	1	5
659	предмет и	1	5
660	у достоевского	29	5
661	до того	1	5
662	действительности в	1	5
663	в каких	1	5
664	с большим	1	5
665	себя в	3	5
666	менее в	1	5
667	от его	1	5
668	должно быть	8	5
669	одним из	7	5
670	как его	4	5
671	себе не	2	5
672	одна из	5	5
673	в свете	4	5
674	для его	4	5
675	бы его	1	5
676	лучше сказать	2	5
677	слова как	3	5
678	там где	12	5
679	собственном смысле	1	5
680	образом и	4	5
681	до некоторой	1	5
682	и начала	1	5
683	не знал	2	5
684	ли он	1	5
685	знает что	2	5
686	этих случаях	2	5
687	не должны	1	5
688	единое и	1	5
689	не знаем	1	5
690	а вовсе	2	5
691	или к	3	5
692	нет ни	2	5
693	они не	5	5
694	том числе	1	5
695	не для	1	5
696	слова но	4	5
697	говорить об	1	5
698	или что	1	5
699	он говорит	2	5
700	тотчас же	1	5
701	его не	1	5
702	это за	1	5
703	тому как	3	5
704	в пределах	24	5
705	от того	4	5
706	лишь в	4	5
707	отношение к	4	5
708	об этой	1	5
709	в известной	1	5
710	к другу	1	4
711	тем как	5	4
712	и был	1	4
713	не хочет	3	4
714	и само	2	4
715	в духе	4	4
716	ни одна	1	4
717	на свою	1	4
718	в мир	4	4
719	к другим	1	4
720	действительность а	1	4
721	здесь конечно	3	4
722	не могли	1	4
723	ничто не	1	4
724	но эти	4	4
725	о них	1	4
726	же тут	2	4
727	к ним	1	4
728	в контексте	2	4
729	мы конечно	1	4
730	на котором	3	4
731	от человека	1	4
732	определение и	2	4
733	как нам	3	4
734	время и	1	4
735	она в	1	4
736	для своего	2	4
737	одно из	2	4
738	является принципом	1	4
739	существует только	1	4
740	ничего и	1	4
741	мы это	1	4
742	и всю	1	4
743	человек и	2	4
744	под влиянием	1	4
745	человека а	1	4
746	в русской	1	4
747	смысл и	1	4
748	было только	1	4
749	где же	1	4
750	то во	1	4
751	что же?	1	4
752	должны были	1	4
753	человеческих отношений	1	4
754	для построения	2	4
755	себе как	2	4
756	от нее	2	4
757	и самое	4	4
758	друг к	1	4
759	и должны	1	4
760	он только	2	4
761	и свое	1	4
762	целое и	1	4
763	смысла и	1	4
764	можно назвать	1	4
765	и они	2	4
766	явлений и	1	4
767	этот образ	1	4
768	нет в	1	4
769	и пр	5	4
770	в свою	1	4
771	это все	1	4
772	и независимо	1	4
773	и наиболее	1	4
774	я в	2	4
775	той же	8	4
776	у них	1	4
777	входящих в	1	4
778	именно к	2	4
779	но на	3	4
780	трактуется в	1	4
781	он как	1	4
782	на что	1	4
783	ничего кроме	1	4
784	только его	2	4
785	себя самого	3	4
786	с их	7	4
787	и вы	2	4
788	на нее	1	4
789	это возможно	1	4
790	на одном	1	4
791	отличие от	4	4
792	художественной структуры	1	4
793	вполне можно	1	4
794	числе и	1	4
795	ну так	4	4
796	мы сказали	3	4
797	от него	1	4
798	к этой	1	4
799	по всему	1	4
800	она уже	1	4
801	ни стало	1	4
802	во втором	1	4
803	за ним	4	4
804	например в	5	4
805	в корне	1	4
806	мы только	1	4
807	переходит в	1	4
808	мы увидим	6	4
809	всегда и	1	4
810	конечно и	3	4
811	но они	2	4
812	его именно	2	4
813	образа и	1	4
814	должен быть	1	4
815	она и	1	4
816	он тоже	3	4
817	начала и	2	4
818	то для	1	4
819	этот мир	3	4
820	действительности то	1	4
821	что вы	1	4
822	и она	1	4
823	художественном произведении	1	4
824	которой она	1	4
825	следовательно и	3	4
826	представляется нам	2	4
827	могло бы	1	4
828	но к	1	4
829	вопроса о	1	4
830	бы к	2	4
831	предполагает что	1	4
832	очень часто	1	4
833	именно потому	2	4
834	во что	2	4
835	кажется что	4	4
836	что бы	1	4
837	у которого	1	4
838	на который	1	4
839	и никогда	1	4
840	и каждый	1	4
841	и др	7	4
842	бы оно	2	4
843	иное чем	1	4
844	а как	11	4
845	не отличается	1	4
846	слова это	1	4
847	к одной	1	4
848	которых мы	1	4
849	в человеческом	1	4
850	и менее	1	4
851	в сущности	10	4
852	от другого	1	4
853	этой точки	2	4
854	если это	1	4
855	себя и	5	4
856	друг от	1	4
857	свое значение	1	4
858	который и	1	4
859	сразу и	1	4
860	сознании и	4	4
861	не потому	2	4
862	из него	1	4
863	им в	1	4
864	мог бы	1	4
865	их с	1	4
866	с нею	2	4
867	не стоит	1	4
868	они вовсе	1	4
869	людей не	1	4
870	и за	1	4
871	данте и	2	4
872	со своим	2	4
873	чем он	1	4
874	от друга	1	4
875	войти в	2	4
876	другом случае	2	4
877	так чтобы	7	4
878	что из	2	4
879	всей его	2	4
880	на это	1	4
881	или другом	2	4
882	бы он	4	4
883	отождествляется с	1	4
884	образов и	1	4
885	или точнее	1	4
886	они являются	1	3
887	надо уметь	1	3
888	зрения на	8	3
889	которые здесь	1	3
890	и люди	1	3
891	важно для	1	3
892	и над	1	3
893	есть элемент	1	3
894	и говорить	2	3
895	время не	3	3
896	не столько	1	3
897	чтобы в	2	3
898	с соответствующим	1	3
899	точном смысле	1	3
900	и именно	1	3
901	в некотором	1	3
902	есть та	1	3
903	функций в	2	3
904	мы сразу	1	3
905	мир и	5	3
906	свою собственную	1	3
907	и художественная	1	3
908	а что	5	3
909	значение этого	1	3
910	значение только	1	3
911	языка в	1	3
912	что всякое	1	3
913	всем этим	2	3
914	времени в	1	3
915	что вся	2	3
916	всего как	1	3
917	от той	1	3
918	во всякой	1	3
919	они должны	1	3
920	образом как	3	3
921	находится в	2	3
922	чего он	1	3
923	от них	3	3
924	но так	2	3
925	но тем	1	3
926	каждый элемент	3	3
927	мы видим	3	3
928	и мы	2	3
929	к их	1	3
930	он все	3	3
931	это слово	6	3
932	чем в	3	3
933	ряд и	1	3
934	вещей и	1	3
935	я и	2	3
936	характерное для	1	3
937	того и	4	3
938	больше всего	1	3
939	есть своя	1	3
940	но можно	1	3
941	нами как	1	3
942	и рассматривать	1	3
943	ведь в	2	3
944	литературоведа и	1	3
945	относится и	2	3
946	и знает	1	3
947	вот в	1	3
948	них не	1	3
949	этой действительности	2	3
950	образом в	1	3
951	его к	4	3
952	из таких	1	3
953	которого оно	2	3
954	князя андрея	1	3
955	не тем	1	3
956	и та	1	3
957	в логике	1	3
958	разобраться в	2	3
959	и строго	1	3
960	от своего	2	3
961	что такой	1	3
962	который не	2	3
963	сравнению с	1	3
964	при всех	2	3
965	в конкретном	3	3
966	не входит	5	3
967	к той	1	3
968	такое положение	1	3
969	но тут	1	3
970	мысли и	6	3
971	предмет в	2	3
972	совсем другой	1	3
973	изображения и	6	3
974	по сравнению	1	3
975	он часто	1	3
976	оно является	2	3
977	то все	1	3
978	со всей	1	3
979	от других	1	3
980	и земли	2	3
981	в совершенно	1	3
982	каждый из	1	3
983	в отличие	4	3
984	котором мы	1	3
985	как предмет	4	3
986	к предмету	1	3
987	и соответствующие	2	3
988	но есть	2	3
989	может не	1	3
990	не во	5	3
991	не всякая	1	3
992	образ а	2	3
993	мы совершенно	1	3
994	где он	1	3
995	ни тем	1	3
996	до последней	1	3
997	в свои	1	3
998	как такая	1	3
999	один и	1	3
1000	в каждой	2	3
1001	в одной	8	3
1002	только он	2	3
1003	этих двух	1	3
1004	и других	1	3
1005	каждом из	1	3
1006	привело бы	1	3
1007	но при	4	3
1008	людей между	1	3
1009	ни один	3	3
1010	здесь совершенно	1	3
1011	и художественный	1	3
1012	сосредоточиться на	1	3
1013	непосредственно без	1	3
1014	но чисто	1	3
1015	для такого	1	3
1016	одного и	1	3
1017	место в	1	3
1018	другой и	1	3
1019	является предметом	2	3
1020	может и	1	3
1021	и сами	3	3
1022	настоящего времени	2	3
1023	что было	6	3
1024	которая была	1	3
1025	которая в	1	3
1026	найти и	1	3
1027	говорят что	1	3
1028	которой они	1	3
1029	что дело	1	3
1030	и свой	2	3
1031	случае он	1	3
1032	в первом	2	3
1033	из нее	1	3
1034	весь этот	2	3
1035	значение не	1	3
1036	для их	1	3
1037	остается только	1	3
1038	как принцип	1	3
1039	учению о	1	3
1040	вот почему	1	3
1041	поэтому мы	1	3
1042	с помощью	2	3
1043	с теорией	1	3
1044	оно было	1	3
1045	превращается в	5	3
1046	всего этого	2	3
1047	но этот	1	3
1048	так то	1	3
1049	она ни	1	3
1050	смысле не	1	3
1051	чисто художественной	1	3
1052	хотя правда	1	3
1053	речь о	1	3
1054	в голове	1	3
1055	а следовательно	2	3
1056	в европе	1	3
1057	или лучше	1	3
1058	смысле как	1	3
1059	от ее	3	3
1060	представим себе	2	3
1061	ее и	1	3
1062	после того	1	3
1063	сознания с	3	3
1064	т е	44	3
1065	образ в	2	3
1066	чисто художественные	2	3
1067	речь не	1	3
1068	совершенно новое	2	3
1069	весь мир	1	3
1070	видит в	1	3
1071	в мысли	1	3
1072	а к	1	3
1073	типа и	4	3
1074	художественно и	1	3
1075	единственный способ	1	3
1076	делает его	1	3
1077	собою и	1	3
1078	чтобы его	1	3
1079	должен был	1	3
1080	на этом	2	3
1081	образ не	1	3
1082	как человек	3	3
1083	отношение между	2	3
1084	и возникает	1	3
1085	например не	1	3
1086	нем и	1	3
1087	и стремление	1	3
1088	почему же	2	3
1089	известном смысле	1	3
1090	друг другу	3	3
1091	в первой	3	3
1092	а завтра	1	3
1093	если они	1	3
1094	вообще во	1	3
1095	самим собою	3	3
1096	видим и	1	3
1097	и действительно	1	3
1098	а потому	2	3
1099	его с	1	3
1100	должна быть	8	3
1101	на ее	1	3
1102	самой жизни	1	3
1103	однако он	1	3
1104	конечно в	2	3
1105	следовательно в	1	3
1106	в россии	2	3
1107	оно есть	1	3
1108	в романе	12	3
1109	в процессе	6	3
1110	с ними	2	3
1111	со стороны	1	3
1112	второго порядка	2	3
1113	поэтому не	2	3
1114	бы с	2	3
1115	и полной	1	3
1116	что каждая	1	3
1117	обозначения не	1	3
1118	потому и	1	3
1119	заметить что	2	3
1120	на совсем	1	3
1121	и многих	1	3
1122	не за	3	3
1123	в образе	2	3
1124	том же	4	3
1125	он может	4	3
1126	слово и	9	3
1127	просто на	1	3
1128	достаточно глубоко	1	3
1129	связан с	1	3
1130	в более	1	3
1131	о существовании	1	3
1132	выходит за	1	3
1133	человеком а	1	3
1134	с начала	2	3
1135	нас здесь	1	3
1136	и непосредственно	1	3
1137	человека это	1	3
1138	образ или	1	3
1139	мысли в	2	3
1140	себе еще	4	3
1141	каких бы	1	3
1142	не имеется	1	3
1143	только так	2	3
1144	и всех	1	3
1145	отношении не	1	3
1146	в чисто	3	3
1147	однако с	1	2
1148	обращать на	1	2
1149	есть художественная	1	2
1150	вывод из	2	2
1151	и имеет	2	2
1152	между этими	1	2
1153	до самого	1	2
1154	формы в	1	2
1155	у тургенева	6	2
1156	в большей	2	2
1157	какой бы	2	2
1158	чтобы она	1	2
1159	только из	1	2
1160	в живом	1	2
1161	же эти	1	2
1162	в художественную	1	2
1163	он остается	1	2
1164	и понимать	2	2
1165	из двух	1	2
1166	и полное	1	2
1167	каждом отдельном	1	2
1168	форму и	1	2
1169	ни были	3	2
1170	тут уже	1	2
1171	нашей книги	1	2
1172	всеми своими	3	2
1173	конструктивных элементов	1	2
1174	этого типа	1	2
1175	уже нет	1	2
1176	мысли о	1	2
1177	тип но	1	2
1178	для выражения	1	2
1179	является их	1	2
1180	смысле она	1	2
1181	его жизни	2	2
1182	эти идеи	1	2
1183	тех кто	1	2
1184	действительности как	1	2
1185	и каждое	1	2
1186	здесь нам	1	2
1187	простой художественной	1	2
1188	не исключает	1	2
1189	за собой	1	2
1190	концов не	1	2
1191	предисловии к	1	2
1192	для данного	1	2
1193	же его	1	2
1194	свою очередь	1	2
1195	точке зрения	3	2
1196	друг на	2	2
1197	с другим	1	2
1198	есть действительно	1	2
1199	него не	4	2
1200	ее как	4	2
1201	достоевского все	1	2
1202	то чем	3	2
1203	иначе и	2	2
1204	в чем-нибудь	1	2
1205	смысле его	1	2
1206	мере для	1	2
1207	и душа	2	2
1208	точка зрения	13	2
1209	жизни с	1	2
1210	что обычно	1	2
1211	мы привели	1	2
1212	все его	3	2
1213	землю и	1	2
1214	в драме	6	2
1215	толстого не	1	2
1216	другое и	1	2
1217	по типу	1	2
1218	слово о	11	2
1219	слова значение	1	2
1220	и говорит	1	2
1221	случае и	1	2
1222	с одним	1	2
1223	большинстве случаев	10	2
1224	с изображением	1	2
1225	был не	1	2
1226	смысловая и	1	2
1227	уже сама	1	2
1228	для удобства	1	2
1229	всю ее	1	2
1230	значимости но	1	2
1231	ли будет	1	2
1232	более всего	1	2
1233	в рассказе	2	2
1234	общего не	1	2
1235	в нас	1	2
1236	не совпадает	1	2
1237	концов как	1	2
1238	и глубоко	2	2
1239	что есть	1	2
1240	когда они	1	2
1241	и пожалуй	1	2
1242	значение этих	1	2
1243	бы ни	3	2
1244	который был	1	2
1245	и чем	1	2
1246	он его	1	2
1247	вообще нет	1	2
1248	для самого	2	2
1249	убедимся в	1	2
1250	своим предметом	1	2
1251	он уже	1	2
1252	до времени	1	2
1253	героя в	7	2
1254	должны быть	3	2
1255	слов в	2	2
1256	не приходит	1	2
1257	но художественный	1	2
1258	структуры как	1	2
1259	же нам	2	2
1260	том и	2	2
1261	которому принадлежит	1	2
1262	находим у	1	2
1263	по отношению	12	2
1264	героев и	4	2
1265	к которым	1	2
1266	ему и	1	2
1267	диалектического развития	1	2
1268	то здесь	1	2
1269	рассчитанным на	1	2
1270	бы о	1	2
1271	он пишет	2	2
1272	и довольно	1	2
1273	случае оно	1	2
1274	если принять	1	2
1275	для всякой	1	2
1276	только такие	1	2
1277	художественных произведений	1	2
1278	у меня	6	2
1279	на два	3	2
1280	пользуется для	1	2
1281	вступает в	1	2
1282	при анализе	1	2
1283	действительности если	1	2
1284	и там	1	2
1285	в данной	1	2
1286	она может	2	2
1287	с людьми	1	2
1288	из подполья	12	2
1289	самой структуре	2	2
1290	бы как	2	2
1291	а уж	1	2
1292	в произведениях	6	2
1293	значение а	1	2
1294	не из	3	2
1295	у вас	2	2
1296	жизни не	2	2
1297	другого и	1	2
1298	самом и	5	2
1299	не собираемся	1	2
1300	всего того	1	2
1301	своего рода	1	2
1302	что ему	1	2
1303	на какой-то	1	2
1304	ее на	1	2
1305	зависит от	1	2
1306	в художественной	2	2
1307	лиц и	1	2
1308	силу и	1	2
1309	на которой	1	2
1310	слова а	2	2
1311	образом но	2	2
1312	произведения только	1	2
1313	даже самая	1	2
1314	речь но	1	2
1315	вселяет в	1	2
1316	от всех	1	2
1317	и всякое	3	2
1318	изображаемой действительности	1	2
1319	этого пути	1	2
