N	2gram	Propp_Morf	Stilisti
120	в целом	5	4
121	себя в	2	4
122	в данной	2	4
123	тем же	2	4
124	что именно	2	4
125	тех или	1	4
126	само собой	1	4
127	того что	3	4
128	не так	2	3
129	этом случае	10	3
130	ответ на	2	3
131	и здесь	7	3
132	та же	3	3
133	что эти	3	3
134	как таковой	2	3
135	совершенно не	1	3
136	если он	2	3
137	для нас	2	3
138	и вот	1	3
139	которое может	2	3
140	в том	10	3
141	или иных	1	3
142	отношения к	1	3
143	несмотря на	4	3
144	для него	2	3
145	хотя и	5	3
146	в ее	1	3
147	из которых	5	3
148	то мы	5	3
149	мы легко	1	3
150	на самом	4	3
151	что и	10	3
152	в виду	1	3
153	между ними	1	3
154	и развития	1	3
155	только он	1	3
156	связи с	12	3
157	и даже	2	3
158	здесь мы	3	3
159	в основе	2	3
160	но вот	2	3
161	но для	3	3
162	чрезвычайно важно	1	3
163	вряд ли	2	3
164	все эти	5	3
165	как в	5	3
166	по своему	2	3
167	том что	7	3
168	бы мы	1	3
169	роль в	2	3
170	об этом	5	3
171	перед нами	14	3
172	еще не	4	3
173	его и	2	3
174	в котором	1	3
175	если не	1	3
176	для наших	3	3
177	между тем	5	3
178	во второй	2	3
179	не знает	2	3
180	в частности	2	3
181	только на	1	3
182	не с	2	3
183	в тех	8	3
184	в начале	3	3
185	целый ряд	3	3
186	уже видели	2	3
187	от того	4	3
188	перед ним	1	3
189	их в	2	3
190	заметить что	11	3
191	не будет	1	3
192	сказать что	4	3
193	главным образом	5	3
194	будем говорить	1	3
195	в голову	1	3
196	чаще всего	11	3
197	и для	4	3
198	это не	6	3
199	из них	4	3
200	он должен	3	3
201	для всех	1	2
202	и этот	2	2
203	точном смысле	1	2
204	ничем не	2	2
205	на эти	1	2
206	что иное	2	2
207	как с	1	2
208	должно быть	1	2
209	увидим что	2	2
210	наших целей	2	2
211	выбор и	1	2
212	и при	3	2
213	мы имеем	19	2
214	ни к	2	2
215	может получить	1	2
216	этом отношении	2	2
217	кроме того	3	2
218	о чем	1	2
219	между типом	1	2
220	но как	3	2
221	с другими	2	2
222	о происхождении	2	2
223	иными словами	1	2
224	как нечто	1	2
225	с собой	3	2
226	но это	6	2
227	слова не	1	2
228	в их	1	2
229	а на	3	2
230	в своих	2	2
231	на этот	2	2
232	материал для	1	2
233	или в	6	2
234	из двух	3	2
235	к чему	3	2
236	не сумеем	2	2
237	прежде чем	5	2
238	равно как	1	2
239	но эта	1	2
240	но не	8	2
241	тем что	4	2
242	в связи	10	2
243	ясно что	5	2
244	как не	1	2
245	что он	5	2
246	помнить что	1	2
247	случаях когда	2	2
248	не есть	1	2
249	в своей	1	2
250	в мире	1	2
251	на эту	1	2
252	в этих	17	2
253	на одном	1	2
254	связанные с	1	2
255	мы имели	1	2
256	ли он	1	2
257	войти в	1	2
258	в каком	2	2
259	не нужно	1	2
260	но мы	3	2
261	на первый	3	2
262	сих пор	1	2
263	и вообще	1	2
264	первый взгляд	3	2
265	с этим	14	2
266	случай когда	1	2
267	к этому	4	2
268	бы не	1	2
269	еще и	1	2
270	вошел в	1	2
271	ответить на	2	2
272	между собой	5	2
273	вопрос о	10	2
274	видим что	12	2
275	мы говорили	1	2
276	в приведенных	1	2
277	из этих	2	2
278	его не	1	2
279	и ни	1	2
280	также и	6	2
281	представляет собой	17	2
282	в какой	3	2
283	не всегда	10	2
284	оно является	1	2
285	и тогда	3	2
286	он не	5	2
287	значение и	3	2
288	в середине	2	2
289	в него	1	2
290	между двумя	1	2
291	и больше	2	2
292	и когда	2	2
293	тем и	2	2
294	в нашей	1	2
295	по отношению	7	2
296	как уже	3	2
297	но об	1	2
298	в пределах	3	2
299	и те	1	2
300	этот вопрос	4	2
301	а этот	1	2
302	не должно	1	2
303	рук и	1	2
304	ту же	2	2
305	как например	2	2
306	перейти к	2	2
307	и несколько	1	2
308	отношение к	1	2
309	друг другу	1	2
310	тех случаях	2	2
311	которые в	1	2
312	вовсе не	6	2
313	одной из	2	2
314	тот же	1	2
315	в первой	1	2
316	есть не	1	2
317	в точном	1	2
318	отношению к	7	2
319	их мы	1	2
320	как таковое	3	2
321	здесь не	3	2
322	однако в	2	2
323	в которых	2	2
324	эти вопросы	1	2
325	чему не	2	2
326	ведь и	1	2
327	друг друга	3	2
328	и нет	1	2
329	таким же	1	2
330	иное как	2	2
331	к нему	3	2
332	он пользуется	1	1
333	в особенности	1	1
334	заставляет его	2	1
335	что в	10	1
336	нескольких основных	1	1
337	это на	1	1
338	было так	1	1
339	то в	3	1
340	не происходит	3	1
341	как к	1	1
342	вопрос кто	1	1
343	дает нам	1	1
344	и другие	6	1
345	утверждать что	3	1
346	которую они	1	1
347	на типы	1	1
348	является в	2	1
349	можно заметить	2	1
350	собственном смысле	3	1
351	в другой	1	1
352	все что	1	1
353	форм и	1	1
354	или наоборот	2	1
355	встречаются на	1	1
356	до сих	1	1
357	же представляет	1	1
358	еще раз	1	1
359	собой и	1	1
360	можно говорить	1	1
361	которым он	1	1
362	ему в	1	1
363	не противоречит	1	1
364	и случайные	1	1
365	ведь для	1	1
366	одним словом	1	1
367	сама собой	1	1
368	различное значение	1	1
369	наши дни	1	1
370	без такого	2	1
371	и должны	1	1
372	целей достаточно	1	1
373	же и	1	1
374	о степени	1	1
375	можно сделать	2	1
376	зависит и	1	1
377	мы приходим	3	1
378	здесь нет	1	1
379	на вопрос	2	1
380	его самого	4	1
381	если в	7	1
382	того как	2	1
383	время и	1	1
384	и уж	1	1
385	который может	3	1
386	которые он	1	1
387	его с	1	1
388	до него	1	1
389	пока же	4	1
390	лишь при	1	1
391	в состоянии	1	1
392	что я	1	1
393	бросается в	1	1
394	принимает форму	1	1
395	дело с	1	1
396	увидим дальше	1	1
397	материала и	1	1
398	смысл который	1	1
399	и дает	2	1
400	даже в	1	1
401	на те	1	1
402	формы в	1	1
403	уже знаем	1	1
404	теми или	1	1
405	бы на	1	1
406	этот момент	5	1
407	который можно	1	1
408	это уже	3	1
409	тем как	1	1
410	связанное с	1	1
411	ее можно	1	1
412	не нужны	1	1
413	как раз	1	1
414	что так	1	1
415	тем не	7	1
416	такое же	1	1
417	могла бы	4	1
418	о нем	1	1
419	до наших	2	1
420	не как	1	1
421	ее в	3	1
422	а затем	10	1
423	таковое не	1	1
424	равным образом	1	1
425	будет сказано	1	1
426	задаваясь вопросом	1	1
427	его но	1	1
428	одному из	3	1
429	большое количество	1	1
430	не являются	1	1
431	остановиться на	1	1
432	это будет	1	1
433	но чаще	1	1
434	одно из	1	1
435	тот момент	1	1
436	общее значение	1	1
437	из нескольких	1	1
438	ни в	3	1
439	и делает	1	1
440	в результате	8	1
441	но этого	1	1
442	борьбы с	1	1
443	другой стороны	5	1
444	к композиции	1	1
445	там и	1	1
446	слова а	1	1
447	последний случай	1	1
448	и эти	1	1
449	предположить что	1	1
450	необходимо для	1	1
451	у него	2	1
452	не могут	7	1
453	в виде	3	1
454	дома в	2	1
455	и самая	1	1
456	не думал	1	1
457	в г	1	1
458	понимает что	1	1
459	за ним	1	1
460	в таких	3	1
461	как они	2	1
462	как же	3	1
463	наконец мы	1	1
464	бы только	1	1
465	в сущности	3	1
466	более или	2	1
467	которых строится	1	1
468	или не	3	1
469	самое обычное	1	1
470	с изучением	2	1
471	героя нужно	1	1
472	в интересах	2	1
473	иногда и	2	1
474	от тех	1	1
475	в собственном	3	1
476	как видно	1	1
477	из приведенных	3	1
478	наших дней	2	1
479	выпадает из	2	1
480	что его	4	1
481	каким образом	1	1
482	и где	1	1
483	вещи природы	1	1
484	чтобы вернуться	1	1
485	одним из	2	1
486	мысль о	1	1
487	более широкого	1	1
488	это еще	2	1
489	и отношение	1	1
490	группируются вокруг	1	1
491	по существу	13	1
492	говорить лишь	1	1
493	с теми	4	1
494	образом мы	7	1
495	уже совершенно	1	1
496	другой и	1	1
497	форме диалога	1	1
498	именно в	1	1
499	или на	3	1
500	там оно	1	1
501	и хорошо	1	1
502	же самый	1	1
503	нашему изучению	1	1
504	и действительно	1	1
505	в таком	1	1
506	вообще не	2	1
507	например в	2	1
508	в числе	2	1
509	первых ступеней	1	1
510	к таким	1	1
511	лишь с	2	1
512	но иногда	1	1
513	в последнем	3	1
514	с ними	1	1
515	приходим к	3	1
516	не хватает	4	1
517	многих других	2	1
518	эта форма	14	1
519	же быть	2	1
520	есть в	1	1
521	эти две	1	1
522	сам с	1	1
523	большинстве случаев	3	1
524	сложный случай	1	1
525	при разных	1	1
526	даже просто	1	1
527	нам возможность	1	1
528	и просто	1	1
529	случаях всегда	2	1
530	совершенно одинаково	2	1
531	нет это	1	1
532	на все	1	1
533	за другим	2	1
534	может не	2	1
535	со своей	1	1
536	которые затем	1	1
537	незадолго до	2	1
538	служит для	1	1
539	о котором	1	1
540	тему в	1	1
541	со стороны	5	1
542	всей своей	1	1
543	будем в	1	1
544	из одного	1	1
545	в чем	2	1
546	нет в	1	1
547	путь к	2	1
548	из материала	1	1
549	или менее	2	1
550	так например	3	1
551	могло бы	1	1
552	в которые	1	1
553	это так	2	1
554	в одной	2	1
555	не смог	1	1
556	как результат	1	1
557	другими формами	1	1
558	чтобы его	2	1
559	показать как	2	1
560	другом случае	1	1
561	и сестры	1	1
562	я был	1	1
563	этот мотив	1	1
564	но оно	2	1
565	все они	1	1
566	имеют и	1	1
567	в русской	1	1
568	качестве примера	1	1
569	в большинстве	3	1
570	еще до	1	1
571	не менее	7	1
572	тем в	1	1
573	здесь как	1	1
574	случаях не	2	1
575	это и	3	1
576	его назначения	1	1
577	может иметь	1	1
578	одна из	5	1
579	более чем	1	1
580	герой получает	5	1
581	бы к	1	1
582	за развитием	1	1
583	на новые	2	1
584	что этот	2	1
585	это сделать	1	1
586	на этом	4	1
587	их слова	1	1
588	она должна	1	1
589	я тебе	1	1
590	в поле	5	1
591	тех же	4	1
592	нельзя было	2	1
593	в наши	2	1
594	видели в	1	1
595	будет видно	1	1
596	такой случай	2	1
597	указать на	1	1
598	что несмотря	1	1
599	в руки	4	1
600	она не	2	1
601	в течение	1	1
602	только как	1	1
603	бы по	1	1
604	нет но	2	1
605	и становятся	2	1
606	как ситуация	1	1
607	здесь только	2	1
608	в другом	2	1
609	тому как	5	1
610	в каких	2	1
611	но то	1	1
612	предметов и	1	1
613	с какой	1	1
614	бы наука	1	1
615	оно также	1	1
616	может и	1	1
617	так что	1	1
618	дело не	2	1
619	вопроса об	1	1
620	во время	6	1
621	говорить не	1	1
622	когда в	2	1
623	для тех	1	1
624	к своей	1	1
625	можно условно	1	1
626	действующих лиц	22	1
627	мало а	1	1
628	уже только	1	1
629	только один	1	1
630	смысле слова	4	1
631	особое место	2	1
632	он получает	2	1
633	то все	1	1
634	к тем	1	1
635	огромное количество	1	1
636	значение для	1	1
637	если же	5	1
638	должны быть	2	1
639	но они	2	1
640	с этой	3	1
641	говорить о	4	1
642	что эта	2	1
643	правда и	1	1
644	с религиозными	1	1
645	и что	3	1
646	не будем	5	1
647	как он	1	1
648	иметь несколько	1	1
649	приходит к	1	1
650	значением которое	1	1
651	так чтобы	1	1
652	оказывается что	1	1
653	конечно в	1	1
654	почти всегда	1	1
655	вслед за	5	1
656	иметь в	1	1
657	вопросом о	1	1
658	основные элементы	2	1
659	он в	1	1
660	тому или	1	1
661	превращается в	2	1
662	и до	1	1
663	более сложный	2	1
664	даже не	3	1
665	двух точек	1	1
666	которые по	1	1
667	образом если	2	1
668	идет об	1	1
669	к людям	1	1
670	как по	1	1
671	жизнь сама	1	1
672	при помощи	12	1
673	к которой	1	1
674	что бы	1	1
675	поддается изучению	1	1
676	при анализе	1	1
677	так называемых	2	1
678	например на	2	1
679	собственно говоря	1	1
680	этого может	1	1
681	в глаза	2	1
682	и менее	1	1
683	совершенно неожиданно	1	1
684	с другой	9	1
685	имеем в	8	1
686	соглашаясь с	1	1
687	внешний облик	1	1
688	испытание и	1	1
689	может послужить	1	1
690	скажем что	1	1
691	вопрос в	2	1
692	и соответствующего	1	1
693	и вне	3	1
694	без всякого	2	1
695	носит характер	2	1
696	он является	1	1
697	или если	1	1
698	нужно помнить	1	1
699	возможно ли	1	1
700	состоит из	3	1
701	ее не	1	1
702	и никогда	1	1
703	что элемент	1	1
704	не задаваясь	1	1
705	во внимание	1	1
706	мог бы	1	1
707	наряду с	7	1
708	материала но	2	1
709	их как	2	1
710	говорится и	1	1
711	грань между	1	1
712	ею и	1	1
713	это мы	2	1
714	не можем	1	1
715	возможно что	1	1
716	в царской	1	1
717	благодаря этому	3	1
718	не совсем	1	1
719	характерен для	1	1
720	в основу	2	1
721	в высшей	1	1
722	в ход	3	1
723	не значит	3	1
724	это дает	1	1
725	на улице	1	1
726	но по-видимому	1	1
727	и есть	3	1
728	чему мы	1	1
729	во всей	1	1
730	вопросы эти	1	1
731	то для	1	1
732	ряд вопросов	1	1
733	а впоследствии	2	1
734	в силу	1	1
735	его присутствие	1	1
736	он может	2	1
737	кем и	1	1
738	все еще	3	1
739	как будто	2	1
740	же в	3	1
741	на то	3	1
742	что говорит	1	1
743	но если	10	1
744	брата и	1	1
745	оно может	4	1
746	и по	3	1
747	развитие и	1	1
748	какой степени	1	1
749	там где	5	1
750	в эти	1	1
751	увидим ниже	6	1
752	является ли	1	1
753	по отдельным	2	1
754	еще в	1	1
755	здесь же	3	1
756	однако все	2	1
757	мужа и	1	1
758	всех этих	1	1
759	овладеть его	1	1
760	если она	2	1
761	же он	1	1
762	должны будем	2	1
763	но там	1	1
764	что при	3	1
765	только о	1	1
766	следует за	3	1
767	иногда в	8	1
768	думать что	1	1
769	мы условно	1	1
770	не то	1	1
771	растения и	1	1
772	она является	1	1
773	другими но	1	1
774	совершается в	2	1
775	слушателя и	1	1
776	этот материал	1	1
777	решительно все	1	1
778	может как	1	1
779	в подобных	1	1
780	произошло следующее	1	1
781	высшей степени	1	1
