N	2gram	Bakhtin_Pr	Mirosoze
276	сказать что	4	5
277	к которому	2	5
278	достоевским в	1	5
279	все время	3	5
280	от человека	1	5
281	по преимуществу	2	5
282	после того	1	5
283	отказывается от	1	5
284	личности в	4	5
285	от этого	2	5
286	достоевского это	3	5
287	сих пор	9	5
288	вопроса о	1	5
289	и мир	1	5
290	должны быть	3	5
291	в то	15	5
292	который был	1	5
293	для чего	1	5
294	когда он	2	5
295	до сих	9	5
296	они и	1	5
297	оно не	3	5
298	и мы	2	5
299	да и	2	5
300	его и	3	5
301	то он	3	5
302	в основе	4	5
303	и если	2	5
304	по достоевскому	4	5
305	в мир	4	5
306	той же	8	5
307	в самую	1	5
308	не стоит	1	5
309	тот же	2	5
310	человека но	2	5
311	в более	1	5
312	не для	1	5
313	которых он	1	5
314	так и	8	5
315	как у	1	5
316	в их	6	5
317	сознания но	2	5
318	и ивана	1	5
319	связано с	1	5
320	безусловное значение	1	5
321	но человек	1	5
322	него и	1	5
323	как будто	4	5
324	в той	5	4
325	что было	6	4
326	в центре	1	4
327	все герои	1	4
328	тему о	1	4
329	достоевским и	2	4
330	в момент	1	4
331	к этой	1	4
332	и люди	1	4
333	еще более	2	4
334	потому не	1	4
335	не хочет	3	4
336	в своих	4	4
337	и даже	5	4
338	отношением к	1	4
339	уже нет	1	4
340	в такой	1	4
341	было не	1	4
342	достоевского нельзя	1	4
343	не всегда	2	4
344	достоевского его	1	4
345	в него	6	4
346	по отношению	12	4
347	себе в	1	4
348	него не	4	4
349	идеи у	1	4
350	что они	1	4
351	ее и	1	4
352	мы видим	3	4
353	землю и	1	4
354	в каждом	15	4
355	к себе	6	4
356	и этим	5	4
357	не от	1	4
358	это очень	2	4
359	лежит в	2	4
360	не была	4	4
361	будто бы	1	4
362	не раскрывает	1	4
363	тому что	3	4
364	время как	2	4
365	в свете	4	4
366	себе и	5	4
367	человека а	1	4
368	а с	2	4
369	он живет	2	4
370	интересует достоевского	2	4
371	человека как	1	4
372	отношение между	2	4
373	так что	6	4
374	более всего	1	4
375	с достоевским	2	4
376	и что	5	4
377	лишь один	2	4
378	но достоевский	1	4
379	как человек	3	4
380	и никогда	1	4
381	его личности	1	4
382	в идее	1	4
383	и по	1	4
384	версилова к	1	4
385	его с	1	4
386	живет в	1	4
387	тогда когда	1	4
388	для них	1	4
389	ни в	5	4
390	но на	3	4
391	с ней	1	4
392	в начале	1	4
393	оно есть	1	4
394	раскольникова ставрогина	1	4
395	то время	2	4
396	от его	1	4
397	на своем	1	4
398	к другому	6	4
399	к которой	1	4
400	перейти в	1	4
401	по сравнению	1	4
402	человека от	1	4
403	и тогда	1	4
404	и до	6	4
405	в истории	2	4
406	к миру	3	4
407	только с	1	4
408	он должен	2	4
409	как к	3	4
410	могут быть	9	4
411	мир в	4	4
412	может не	1	4
413	ни с	1	4
414	мы не	4	4
415	быть лишь	2	4
416	сознания и	8	4
417	все равно	2	4
418	если есть	1	4
419	все эти	13	4
420	есть в	2	4
421	по своему	1	4
422	особенно в	2	4
423	не все	1	4
424	и самоутверждения	1	4
425	народного духа	1	4
426	и их	3	4
427	от того	4	4
428	стало быть	1	4
429	отношению к	12	4
430	место в	1	4
431	последних пределов	1	4
432	идея и	1	4
433	и только	3	4
434	конце концов	7	4
435	является в	2	3
436	и мира	1	3
437	и всю	1	3
438	это лишь	1	3
439	о чем	1	3
440	достоевского как	11	3
441	него в	5	3
442	в виду	3	3
443	не бывает	1	3
444	духа как	1	3
445	замыкается в	2	3
446	все же	11	3
447	но у	4	3
448	своем творчестве	1	3
449	мир и	5	3
450	его любовь	1	3
451	то это	3	3
452	достоевского никогда	1	3
453	очень важное	1	3
454	и иван	1	3
455	в противоположность	2	3
456	входит в	9	3
457	истину и	1	3
458	в одном	20	3
459	и когда	1	3
460	превращается в	5	3
461	значительной степени	1	3
462	конечно не	4	3
463	будет и	2	3
464	но этот	1	3
465	с другим	1	3
466	все внешнее	1	3
467	находится в	2	3
468	знает только	3	3
469	идей и	1	3
470	к этому	1	3
471	в европе	1	3
472	нет свободы	1	3
473	он считал	1	3
474	и еще	2	3
475	на том	2	3
476	в состоянии	1	3
477	хотя и	5	3
478	и сама	2	3
479	и за	1	3
480	достоевского был	2	3
481	одним из	7	3
482	я и	2	3
483	но ведь	3	3
484	есть та	1	3
485	же как	2	3
486	и перед	2	3
487	человека достоевский	1	3
488	лишь для	2	3
489	во всех	4	3
490	остается в	2	3
491	о себе	19	3
492	в уста	4	3
493	и быть	1	3
494	него есть	1	3
495	именно потому	2	3
496	ту же	2	3
497	между тем	7	3
498	к этим	2	3
499	и тем	1	3
500	он принимает	1	3
501	и та	1	3
502	может уже	1	3
503	достоевского мы	4	3
504	должны были	1	3
505	истории и	1	3
506	не значит	4	3
507	и самый	1	3
508	были бы	5	3
509	и самое	4	3
510	жизни а	3	3
511	для себя	3	3
512	на почве	5	3
513	своего образа	1	3
514	учение о	1	3
515	со всеми	2	3
516	все его	3	3
517	с таким	1	3
518	их и	2	3
519	в пределах	24	3
520	уж конечно	1	3
521	как не	9	3
522	к его	1	3
523	эта тема	2	3
524	быть назван	1	3
525	приводит к	8	3
526	ли он	1	3
527	сравнению с	1	3
528	в которые	2	3
529	в значительной	1	3
530	сознание и	6	3
531	роль в	1	3
532	это все	1	3
533	только один	1	3
534	которую он	3	3
535	у данте	1	3
536	а лишь	3	3
537	что же	9	3
538	она может	2	3
539	тому как	3	3
540	принадлежит к	1	3
541	в трагедии	1	3
542	на этот	4	3
543	он может	4	3
544	всяком случае	4	3
545	из него	1	3
546	мира не	2	3
547	же он	1	3
548	жизни не	2	3
549	выходит за	1	3
550	литературы и	1	3
551	из этой	1	3
552	поэтому он	2	3
553	что оно	2	3
554	и всякий	1	3
555	нет ни	2	3
556	человеческой природой	1	3
557	до последних	1	3
558	ничего кроме	1	3
559	не достигает	1	3
560	для нас	2	3
561	ведь это	4	3
562	но с	4	3
563	от всех	1	3
564	а к	1	3
565	бытия и	1	3
566	себя а	1	3
567	и эта	2	3
568	романов достоевского	8	3
569	идеи не	1	3
570	он никогда	1	3
571	со своей	1	3
572	на его	2	3
573	об этом	3	3
574	ему как	1	3
575	людей в	1	3
576	ее он	3	3
577	очень существенное	1	3
578	а от	1	3
579	не созерцает	1	3
580	мы должны	3	3
581	но она	1	3
582	не с	1	3
583	лишь как	9	3
584	и всегда	2	3
585	идеи но	2	3
586	показывает как	1	3
587	достоевского с	4	3
588	говорит ставрогину	1	3
589	и самого	4	3
590	он знает	3	3
591	человека это	1	3
592	его есть	1	3
593	но для	3	3
594	с которой	2	2
595	мир не	1	2
596	понял что	1	2
597	с которыми	1	2
598	сам был	2	2
599	что если	3	2
600	возможно лишь	1	2
601	вообще не	2	2
602	под его	2	2
603	я знаю	1	2
604	от власти	1	2
605	достоевского можно	1	2
606	из всех	1	2
607	к учению	1	2
608	в первых	2	2
609	тем как	5	2
610	и был	1	2
611	как раскольников	1	2
612	это отрицание	1	2
613	не достигается	1	2
614	не столько	1	2
615	по себе	16	2
616	был человек	1	2
617	была идея	2	2
618	как достоевский	2	2
619	и сам	6	2
620	о мире	7	2
621	на свою	1	2
622	находит себе	1	2
623	к самому	2	2
624	не менее	3	2
625	ставрогина и	1	2
626	есть то	3	2
627	миры эти	1	2
628	если в	1	2
629	мире не	1	2
630	не могли	1	2
631	в действительности	1	2
632	в пределе	1	2
633	у самого	1	2
634	вот почему	1	2
635	сознания в	1	2
636	между двумя	1	2
637	старец зосима	1	2
638	но они	2	2
639	за собой	1	2
640	привела к	1	2
641	в чистом	1	2
642	учению о	1	2
643	делает его	1	2
644	с другой	7	2
645	черты своего	1	2
646	ни одного	3	2
647	жизни как	1	2
648	ее как	4	2
649	они должны	1	2
650	но к	1	2
651	во всей	3	2
652	направлена на	2	2
653	от них	3	2
654	принадлежать к	1	2
655	выходя из	1	2
656	в идеале	1	2
657	того же	3	2
658	достоевский прежде	2	2
659	остался в	1	2
660	то в	2	2
661	и весь	1	2
662	него как	3	2
663	по природе	2	2
664	но из	1	2
665	такого рода	1	2
666	она в	1	2
667	начала и	2	2
668	это я	2	2
669	и чрезвычайно	1	2
670	подполья и	3	2
671	ты не	1	2
672	этот мир	3	2
673	что такое	2	2
674	этими двумя	1	2
675	как можно	2	2
676	связи с	3	2
677	не о	3	2
678	а за	3	2
679	пути и	3	2
680	про себя	2	2
681	не овладевает	3	2
682	и последняя	1	2
683	ничего и	1	2
684	дано в	3	2
685	достоевского оказывается	1	2
686	между ними	6	2
687	такова что	1	2
688	и именно	1	2
689	нему все	1	2
690	тут в	3	2
691	был не	1	2
692	в смысле	3	2
693	нельзя найти	1	2
694	что их	1	2
695	к последней	1	2
696	борьба двух	1	2
697	могли бы	2	2
698	смысл и	1	2
699	человек как	1	2
700	весь мир	1	2
701	дух и	2	2
702	его творчества	5	2
703	романы достоевского	2	2
704	можно сделать	1	2
705	я бы	1	2
706	со христом	2	2
707	себя на	2	2
708	поэтому достоевский	1	2
709	и смердяков	1	2
710	она была	1	2
711	себя за	1	2
712	не раз	2	2
713	в последний	3	2
714	лишь одно	1	2
715	любви а	1	2
716	мы дадим	1	2
717	и каждый	1	2
718	слова что	2	2
719	о своей	1	2
720	бы быть	1	2
721	его к	4	2
722	а как	11	2
723	достоевского говорит	4	2
724	во время	1	2
725	в мысли	1	2
726	мир но	1	2
727	и ее	5	2
728	нее не	1	2
729	все исторические	1	2
730	самим собою	3	2
731	лишь по	1	2
732	образе христа	1	2
733	и ту	1	2
734	так всегда	1	2
735	а потому	2	2
736	во втором	1	2
737	такой человек	2	2
738	его нет	1	2
739	был очень	1	2
740	на западе	2	2
741	своих героев	2	2
742	образа и	1	2
743	и менее	1	2
744	другого человека	7	2
745	была бы	5	2
746	освободиться от	1	2
747	имеет с	1	2
748	в сущности	10	2
749	сам по	2	2
750	от этой	1	2
751	идеей и	1	2
752	для сознания	1	2
753	к народу	1	2
754	же что	5	2
755	подобно тому	3	2
756	и они	2	2
757	связанная с	1	2
758	обращено к	3	2
759	и идеал	1	2
760	одну и	2	2
761	достоевского а	1	2
762	если не	1	2
763	самом деле	10	2
764	сознание не	1	2
765	от своего	2	2
766	его собственная	1	2
767	их в	8	2
768	и действительно	1	2
769	достоевский как	1	2
770	исключительно как	1	2
771	них он	1	2
772	ему и	1	2
773	духа а	1	2
774	в каком	1	2
775	своей жизни	2	2
776	достоевского прежде	1	2
777	лишь те	2	2
778	который и	1	2
779	что мы	1	2
780	своей собственной	1	2
781	тотчас же	1	2
782	записной книжке	2	2
783	можно лишь	1	2
784	относится к	1	2
785	во мне	1	2
786	быть не	1	2
787	на два	3	2
788	противоречия и	2	2
789	есть у	1	2
790	героев достоевского	4	2
791	и уже	3	2
792	то все	1	2
793	идея не	1	2
794	последний день	2	2
795	не потому	2	2
796	шатов говорит	1	2
797	целый ряд	2	2
798	всякого человека	1	2
799	идея есть	1	2
800	только это	1	2
801	а во	1	2
802	его романах	1	2
803	потому и	1	2
804	лишь одна	1	2
805	эта вера	1	2
806	его художественного	6	2
807	нем не	1	2
808	неизбежно должен	1	2
809	он все	3	2
810	данте и	2	2
811	ставил и	1	2
812	что я	7	2
813	слова он	2	2
814	глубже чем	1	2
815	нам его	1	2
816	бы сказать	2	2
817	мысли не	1	2
818	мире в	3	2
819	этого слова	3	2
820	правда в	2	2
821	одного только	1	2
822	не видит	1	2
823	нет то	1	2
824	в романах	8	2
825	его как	5	2
826	возможности но	1	2
827	бы его	1	2
828	свободой и	1	2
829	его мысль	1	2
830	выражения в	2	2
831	воля к	2	2
832	всякий человек	2	2
833	него была	1	2
834	на что	1	2
835	этом отношении	3	2
836	он и	8	2
837	в вечности	1	2
838	о нем	15	2
839	знаю что	4	2
840	ее в	3	2
841	романах достоевского	6	2
842	со своим	2	2
843	на самом	5	2
844	же не	4	2
845	этого пути	1	2
846	смысле этого	1	2
847	с их	7	2
848	не принимает	2	2
849	свои мысли	2	2
850	своей книге	1	2
851	у ивана	1	2
852	в свои	1	2
853	но эта	5	2
854	противоречий он	1	2
855	а без	1	2
856	личное начало	1	2
857	в обычном	2	2
858	с человеком	1	2
859	в какой	2	2
860	им и	1	2
861	него но	1	2
862	к своему	2	2
863	личности не	1	2
864	нисколько не	3	2
865	это было	1	2
866	ибо и	2	2
867	бы ни	3	2
868	бы это	1	2
869	к одному	7	2
870	и хочет	1	2
871	друг за	2	2
872	и других	1	2
873	человеческой в	1	2
874	и социального	1	2
875	он ни	2	2
876	карамазова в	1	2
877	пределы и	1	2
878	с какой-то	1	2
879	две стороны	1	2
880	это совершенно	1	2
881	ни один	3	2
882	центре его	1	2
883	истину в	1	2
884	иное чем	1	2
885	то перед	8	2
886	е в	3	2
887	не находит	1	2
888	не оставляет	1	2
889	люди с	1	2
890	творчества достоевского	9	2
891	людей он	1	2
892	достоевский но	1	2
893	можно найти	1	2
894	идей в	1	2
895	человека с	1	2
896	карамазова и	3	2
897	прежде чем	1	2
898	человека из	4	2
899	это он	1	2
900	и о	7	2
901	что за	1	2
902	в плане	6	2
903	них нет	1	2
904	своей записной	2	2
905	которые в	1	2
906	бы он	4	2
907	самого последнего	1	2
908	или иной	1	2
909	все более	1	2
910	хотя он	1	2
911	и новые	1	2
912	толстого в	1	2
913	противоречии с	1	2
914	его творчество	2	2
915	не надо	1	2
916	к идее	2	2
917	мира в	5	2
918	мира с	1	2
919	момент его	2	2
920	себе а	3	2
921	но потому	2	1
922	преступлений и	1	1
923	вот это	2	1
924	и тонкая	1	1
925	самостоятельную жизнь	1	1
926	того она	2	1
927	и русском	1	1
928	бы мир	1	1
929	они останутся	1	1
930	которая была	1	1
931	особенность его	3	1
932	вводит достоевский	1	1
933	достоевскому все	1	1
934	только что	1	1
935	знает не	1	1
936	оторвавшийся от	1	1
937	творчества в	1	1
938	достоевского всюду	1	1
939	важно для	1	1
940	человека можно	1	1
941	степени как	1	1
942	значит конечно	2	1
943	и взаимодействие	2	1
944	собственной личности	1	1
945	даже в	6	1
946	и над	1	1
947	эта новая	1	1
948	котором в	1	1
949	достоевского нам	1	1
950	она уже	1	1
951	тот мир	1	1
952	сам автор	1	1
953	и двух	1	1
954	иное отношение	1	1
955	и духовное	1	1
956	но наиболее	1	1
957	самых глубоких	1	1
958	в последнюю	1	1
959	другой стороны	6	1
960	плане в	1	1
961	но что	1	1
962	к униженным	1	1
963	у пушкина	1	1
964	всей ее	1	1
965	в рамки	3	1
966	в борьбе	1	1
967	ему но	3	1
968	в материал	1	1
969	ведь я	1	1
970	мир мир	2	1
971	и исступленно	1	1
972	делает в	1	1
973	но все	6	1
974	героя лишь	1	1
975	не психолог	1	1
976	вот что	1	1
977	из нее	1	1
978	ну и	1	1
979	что весь	1	1
980	но историческая	1	1
981	тут уже	1	1
982	вне себя	1	1
983	самым основным	1	1
984	случае если	1	1
985	не разрешает	1	1
986	целое и	1	1
987	с изображением	1	1
988	сознанием и	1	1
989	достоевского достоевский	2	1
990	которой она	1	1
991	ведь и	4	1
992	а именно	2	1
993	всеми его	1	1
994	ставит нас	2	1
995	что действие	1	1
996	является для	3	1
997	по своим	4	1
998	они как	1	1
999	в это	1	1
1000	для их	1	1
1001	культурной традиции	2	1
1002	одного духа	1	1
1003	в письме	2	1
1004	внешней среды	1	1
1005	потому она	1	1
1006	обращение к	1	1
1007	все устойчивые	1	1
1008	достоевского может	1	1
1009	и романтический	1	1
1010	человека ибо	1	1
1011	перестает быть	4	1
1012	был таким	1	1
1013	действительность а	1	1
1014	но может	1	1
1015	всю его	1	1
1016	достоевского явление	1	1
1017	идеологии достоевского	2	1
1018	что этот	2	1
1019	среды в	1	1
1020	раз и	6	1
1021	эти идеи	1	1
1022	не боится	1	1
1023	наоборот он	1	1
1024	другу как	1	1
1025	конечно что	2	1
1026	для одних	1	1
1027	выходит из	1	1
1028	но даже	1	1
1029	одной стороны	1	1
1030	ничто не	1	1
1031	мира на	1	1
1032	сознании достоевского	1	1
1033	в другом	3	1
1034	но эти	4	1
1035	же воспринимает	1	1
1036	и неизбежно	1	1
1037	войти в	2	1
1038	неизбежно приходит	1	1
1039	но вся	1	1
1040	и показывает	1	1
1041	старой и	1	1
1042	оно было	1	1
1043	всего как	1	1
1044	может служить	3	1
1045	и при	2	1
1046	человека раскрывается	1	1
1047	существу своему	1	1
1048	достоевского могут	1	1
1049	а между	2	1
1050	не выражают	1	1
1051	уже и	2	1
1052	на практике	1	1
1053	же его	1	1
1054	природы но	1	1
1055	неизбежно должны	1	1
1056	точке зрения	3	1
1057	обладают лишь	1	1
1058	всего этого	2	1
1059	всегда и	1	1
1060	на ней	2	1
1061	друг на	2	1
1062	художественном творчестве	3	1
1063	дело и	2	1
1064	на самое	1	1
1065	к ним	1	1
1066	как на	4	1
1067	сохранить за	1	1
1068	вообще и	1	1
1069	о тех	1	1
1070	идея в	1	1
1071	во всякой	1	1
1072	в голове	1	1
1073	может менее	1	1
1074	постановка проблемы	1	1
1075	с большим	1	1
1076	он ведь	2	1
1077	же она	2	1
1078	почти нет	2	1
1079	нигде не	1	1
1080	в зависимости	5	1
1081	не умеет	1	1
1082	чертами в	1	1
1083	себе достоевский	1	1
1084	для понимания	4	1
1085	взглядом и	1	1
1086	достоевского по	1	1
1087	это прежде	1	1
1088	по поводу	1	1
1089	изобличает его	1	1
1090	и душа	2	1
1091	и стать	1	1
1092	доведенное до	1	1
1093	его образа	3	1
1094	и становится	1	1
1095	или лучше	1	1
1096	путь его	2	1
1097	духе и	1	1
1098	он прежде	1	1
1099	не то	1	1
1100	жизни с	1	1
1101	действительно в	1	1
1102	почвы и	3	1
1103	последний раз	1	1
1104	себе самом	12	1
1105	и положительное	1	1
1106	в распоряжении	1	1
1107	она имеет	2	1
1108	достоевский говорит	2	1
1109	всего видит	1	1
1110	лишь тогда	1	1
1111	идеологи и	1	1
1112	совершенно лишен	1	1
1113	мышления и	1	1
1114	она и	1	1
1115	как две	1	1
1116	обычном смысле	1	1
1117	толстого и	2	1
1118	произведения и	2	1
1119	инквизитора и	1	1
1120	путь достоевского	2	1
1121	характерен для	1	1
1122	сознания с	3	1
1123	земли в	1	1
1124	с одной	1	1
1125	притом не	1	1
1126	сознание в	3	1
1127	и обливая	1	1
1128	его внутреннюю	2	1
1129	следует быть	1	1
1130	к творчеству	1	1
1131	есть его	1	1
1132	с точки	21	1
1133	что мир	1	1
1134	мыслей он	1	1
1135	сильнее чем	1	1
1136	им темы	1	1
1137	то для	1	1
1138	свободным и	1	1
1139	достоевского для	2	1
1140	которого он	1	1
1141	выбора и	1	1
1142	космоса но	1	1
1143	своем художественном	1	1
1144	при чем	3	1
1145	для своего	2	1
1146	по типу	1	1
1147	же человек	1	1
1148	не больше	1	1
1149	мира лишь	1	1
1150	и всякой	1	1
1151	своего пути	1	1
1152	содержания как	1	1
1153	вокруг себя	1	1
1154	не путем	1	1
1155	видит в	1	1
1156	этот опыт	1	1
1157	в самые	1	1
1158	и последнее	1	1
1159	существует только	1	1
1160	как же	6	1
1161	слово о	11	1
1162	вы бы	1	1
1163	время во	1	1
1164	и объяснение	1	1
1165	всех его	1	1
1166	сознания не	4	1
1167	слово он	1	1
1168	наконец не	1	1
1169	и чисто	1	1
1170	на себя	4	1
1171	быть только	1	1
1172	как его	4	1
1173	мне в	1	1
1174	мы это	1	1
1175	точном смысле	1	1
1176	в таком	3	1
1177	или иная	1	1
1178	он берет	1	1
1179	между этими	1	1
1180	с одним	1	1
1181	личности от	1	1
1182	отличие от	4	1
1183	в изображении	2	1
1184	лишь на	5	1
1185	звучит как	3	1
1186	как во	2	1
1187	себя как	3	1
1188	рядом с	19	1
1189	одном из	2	1
1190	оценок и	1	1
1191	следовательно и	3	1
1192	было этой	1	1
1193	зрения и	5	1
1194	это путь	1	1
1195	письме к	2	1
1196	представляется нам	2	1
1197	вот на	1	1
1198	человека является	1	1
1199	мира нет	1	1
1200	в себя	6	1
1201	точек зрения	7	1
1202	в сторону	2	1
1203	какой они	1	1
1204	из одного	8	1
1205	не нужно	2	1
1206	есть своя	1	1
1207	на себе	3	1
1208	но сердце	1	1
1209	под влиянием	1	1
1210	что как	2	1
1211	в других	2	1
1212	в противоречии	1	1
1213	той или	1	1
1214	формы в	1	1
1215	собственно в	1	1
1216	его художественный	1	1
1217	духа вообще	1	1
1218	достоевского должно	1	1
1219	с образом	1	1
1220	не имея	1	1
1221	что вот	2	1
1222	материалом для	1	1
1223	находит свое	2	1
1224	если оно	3	1
1225	в содержание	1	1
1226	в вечность	2	1
1227	как факт	1	1
1228	а следовательно	2	1
1229	чтобы в	2	1
1230	друг с	4	1
1231	в философии	1	1
1232	достоевского оно	1	1
1233	мы уже	4	1
1234	он ничего	2	1
1235	в высшем	1	1
1236	достоевском нельзя	1	1
1237	не проникает	2	1
1238	был так	1	1
1239	имеет смысл	1	1
1240	не дает	3	1
1241	исключительное значение	1	1
1242	к какому-то	1	1
1243	и речи	1	1
1244	к идеям	1	1
1245	котором я	1	1
1246	творчестве он	1	1
1247	образа она	1	1
1248	романы и	1	1
1249	если и	1	1
1250	к становящемуся	1	1
1251	романа но	3	1
1252	общего не	1	1
1253	для художника	1	1
1254	кажется что	4	1
1255	другом и	1	1
1256	одним словом	1	1
1257	свобода его	1	1
1258	если же	7	1
1259	от одного	2	1
1260	для творческой	1	1
1261	все те	3	1
1262	в тех	1	1
1263	не могла	1	1
1264	не христианское	1	1
1265	почти всегда	2	1
1266	сознания что	1	1
1267	в героях	1	1
1268	точка зрения	13	1
1269	в нас	1	1
1270	выводы из	1	1
1271	его жизнь	3	1
1272	его ибо	1	1
1273	бы уже	2	1
1274	также не	2	1
1275	слов не	1	1
1276	глубине и	1	1
1277	но так	2	1
1278	этот вопрос	4	1
1279	вот в	1	1
1280	человек так	1	1
1281	над ним	1	1
1282	говорили что	1	1
1283	он пишет	2	1
1284	ведь в	2	1
1285	не совпадает	1	1
1286	у которого	1	1
1287	могла бы	1	1
1288	этом мире	1	1
1289	того кто	1	1
1290	нас перед	2	1
1291	и оскорбленных	1	1
1292	нем и	1	1
1293	герой из	2	1
1294	я в	2	1
1295	так называемого	1	1
1296	дмитрия и	1	1
