N	2gram	Nazirov_Tv	VLabPisa
322	вот это	1	2
323	в жизни	3	2
324	начинается с	1	2
325	к его	1	2
326	же как	3	2
327	на эти	2	2
328	между прочим	1	2
329	слова не	2	2
330	и просто	1	2
331	на этом	1	2
332	другом месте	1	2
333	не вполне	1	2
334	не менее	8	2
335	так сказать	4	2
336	ли не	3	2
337	только для	2	2
338	бы не	1	2
339	может не	2	2
340	отличается от	1	2
341	на то	1	2
342	у пушкина	5	2
343	в точном	1	2
344	в стихах	2	2
345	в чем	4	2
346	числе и	1	2
347	например как	1	2
348	художников в	1	2
349	говорит об	2	2
350	так например	3	2
351	могло бы	1	2
352	сих пор	1	2
353	огромную роль	1	2
354	года и	4	2
355	не прав	1	2
356	от них	1	2
357	еще не	5	2
358	все они	1	2
359	братьях карамазовых	7	2
360	в каждом	4	2
361	во всяком	2	2
362	и потому	4	2
363	того или	1	2
364	до сих	1	2
365	человека в	9	2
366	н ф	1	2
367	а к	1	2
368	было в	2	2
369	а как	2	2
370	значит что	3	2
371	в целях	2	2
372	ли это	2	2
373	эти примеры	1	2
374	то это	2	2
375	в течение	1	2
376	всяком случае	2	2
377	важно подчеркнуть	1	2
378	рождается из	1	2
379	одной стороны	1	2
380	также и	1	2
381	ту же	4	2
382	в другом	1	2
383	не по	3	2
384	не быть	1	2
385	с а	1	2
386	по крайней	4	2
387	процесса в	4	2
388	из себя	2	2
389	в образах	2	2
390	лишь в	1	2
391	связана с	2	2
392	и главным	1	2
393	я бы	3	2
394	о своем	1	2
395	можно было	1	2
396	война и	1	2
397	апреля года	4	2
398	идеи в	2	2
399	стороны и	1	2
400	и сам	5	2
401	только то	1	2
402	идей в	7	2
403	знаем что	1	2
404	пока еще	1	2
405	как известно	3	2
406	искусстве и	1	2
407	из писем	1	2
408	словам м	1	2
409	он и	1	2
410	в италии	1	2
411	к ним	1	2
412	же самое	1	2
413	в книге	3	2
414	он в	1	2
415	вообще и	1	2
416	братьев карамазовых	4	2
417	в сфере	2	2
418	и многих	1	2
419	заключается в	1	2
420	начиная с	2	2
421	и у	3	2
422	о его	1	2
423	в известной	4	2
424	вне его	1	2
425	одной из	7	2
426	дня и	2	2
427	в образе	4	2
428	на него	2	2
429	как от	1	2
430	его произведений	2	2
431	он не	10	2
432	во всей	2	2
433	или иной	1	2
434	который в	4	2
435	если они	1	2
436	и дальше	1	2
437	он сам	8	2
438	над своими	1	2
439	пародия на	1	2
440	автора как	1	2
441	в области	1	2
442	показывает что	5	2
443	только с	3	2
444	нет никаких	1	2
445	к этим	1	2
446	конце концов	1	2
447	уже по	1	2
448	чтобы не	1	2
449	три года	1	2
450	июля года	2	2
451	крайней мере	4	2
452	но в	11	2
453	чуть ли	1	2
454	вплоть до	2	2
455	что так	1	2
456	это указание	1	1
457	жизнь его	2	1
458	этом плане	1	1
459	что автор	1	1
460	то в	2	1
461	и соотношение	1	1
462	главная мысль	1	1
463	в социальном	1	1
464	от него	2	1
465	и другие	4	1
466	роль играют	1	1
467	прямо и	1	1
468	вспомним хотя	1	1
469	ответ на	1	1
470	а потому	1	1
471	из главнейших	1	1
472	форм и	1	1
473	человеческой личности	5	1
474	ее и	2	1
475	это одна	1	1
476	образом и	1	1
477	ни в	2	1
478	мы видим	3	1
479	но на	1	1
480	в более	1	1
481	порою даже	1	1
482	что если	1	1
483	образа с	1	1
484	эти годы	1	1
485	можно говорить	1	1
486	самсонов в	1	1
487	связано с	1	1
488	от возможности	1	1
489	и мы	1	1
490	в прямом	2	1
491	говорит но	1	1
492	не противоречит	2	1
493	для определения	1	1
494	романом в	1	1
495	мы и	1	1
496	религии и	1	1
497	этого в	1	1
498	внешнего облика	1	1
499	фабулы и	2	1
500	ее основных	1	1
501	на протяжении	3	1
502	достоевского в	19	1
503	мышления и	2	1
504	эдгара по	1	1
505	от жизни	2	1
506	смотреть на	1	1
507	а наоборот	1	1
508	другие в	1	1
509	толстого и	1	1
510	всех против	1	1
511	данном случае	2	1
512	работы для	1	1
513	действий в	2	1
514	то есть	16	1
515	на тех	1	1
516	не слишком	1	1
517	образом уже	1	1
518	в действии	2	1
519	свидетельствует о	2	1
520	пишет а	1	1
521	первый этап	1	1
522	в поэзии	1	1
523	протекать в	1	1
524	к этой	1	1
525	переходит в	2	1
526	человека таким	2	1
527	своего собственного	2	1
528	о значении	1	1
529	поэтому в	1	1
530	этот туман	1	1
531	он только	1	1
532	есть одно	1	1
533	мы не	3	1
534	даже целые	1	1
535	и стиль	1	1
536	как один	1	1
537	и имеет	1	1
538	тургенев в	1	1
539	он всегда	2	1
540	с этой	4	1
541	еще более	3	1
542	в применении	1	1
543	есть его	1	1
544	для характеристики	1	1
545	что делать?	1	1
546	под ним	1	1
547	проявляется в	1	1
548	а и	1	1
549	декабря года	2	1
550	к необходимости	1	1
551	мы получаем	1	1
552	от замысла	1	1
553	формы в	1	1
554	это значит	1	1
555	и конкретнее	2	1
556	характере этого	1	1
557	с ним	4	1
558	природе и	1	1
559	романа в	1	1
560	по выражению	2	1
561	кроме того	1	1
562	не являются	1	1
563	в основании	1	1
564	ранних стадиях	3	1
565	и наглядно	1	1
566	не способен	1	1
567	о нем	2	1
568	октября года	1	1
569	действительности он	1	1
570	и опирается	1	1
571	воплощенной в	1	1
572	о свободе	3	1
573	принцип который	1	1
574	и эдгар	1	1
575	и точно	1	1
576	представлений о	2	1
577	сквозь призму	1	1
578	к сознанию	1	1
579	содержание в	1	1
580	или иную	1	1
581	подлинное основание	1	1
582	фантазии а	1	1
583	но что	1	1
584	сложность и	1	1
585	из форм	1	1
586	каждого человека	1	1
587	чем он	1	1
588	сознает свою	1	1
589	как нечто	1	1
590	бодлера в	1	1
591	по мере	2	1
592	для творчества	1	1
593	не знать	2	1
594	таком случае	2	1
595	у этого	2	1
596	в этих	2	1
597	социальной среды	1	1
598	в русском	1	1
599	за это	1	1
600	без этого	1	1
601	и братьев	1	1
602	всей ее	1	1
603	в ином	1	1
604	и эти	1	1
605	в виде	4	1
606	за царя	1	1
607	к достижению	2	1
608	как было	2	1
609	она продолжается	1	1
610	ведь это	1	1
611	в таких	2	1
612	одну и	1	1
613	и самые	1	1
614	так выразиться	1	1
615	сами по	2	1
616	если не	4	1
617	материал для	1	1
618	в духе	6	1
619	романов тургенева	1	1
620	говорим о	1	1
621	но он	3	1
622	самом деле	4	1
623	в несколько	1	1
624	но все	1	1
625	еще раз	1	1
626	герои не	1	1
627	как видно	1	1
628	жизни это	1	1
629	и вдруг	1	1
630	вот некоторые	1	1
631	жизнь в	2	1
632	до читателя	1	1
633	это положение	1	1
634	приходит в	1	1
635	мы говорим	1	1
636	это состояние	1	1
637	и все	6	1
638	учения о	1	1
639	о своей	1	1
640	итак свобода	1	1
641	целый ряд	1	1
642	на себя	2	1
643	французской революции	1	1
644	развития в	2	1
645	в саду	1	1
646	тем что	2	1
647	чем отличается	1	1
648	шкловский в	1	1
649	развитие образа	1	1
650	говорил еще	1	1
651	в таком	4	1
652	без всякой	1	1
653	если он	4	1
654	этого развития	1	1
655	очень много	1	1
656	в сферу	2	1
657	том или	1	1
658	самый принцип	1	1
659	вполне возможен	1	1
660	к их	1	1
661	в стороне	2	1
662	евгения онегина	3	1
663	в движение	1	1
664	несколько часов	1	1
665	воздействие на	2	1
666	и без	2	1
667	в какой	1	1
668	в устах	2	1
669	активности сознания	1	1
670	нас к	1	1
671	в в	2	1
672	во имя	3	1
673	ф м	5	1
674	в соответствии	7	1
675	время как	1	1
676	только через	2	1
677	совпадающая с	1	1
678	что по	1	1
679	вряд ли	2	1
680	или даже	2	1
681	трудно дать	1	1
682	это время	2	1
683	мнение что	1	1
684	одновременно и	2	1
685	произведение с	1	1
686	на эту	4	1
687	сил в	1	1
688	при таком	1	1
689	смысла в	1	1
690	как в	10	1
691	собой не	1	1
692	нет нужды	1	1
693	случайно и	1	1
694	говорят о	1	1
695	его произведении	1	1
696	мы только	1	1
697	по своему	1	1
698	себя и	1	1
699	не имеет	2	1
700	говоря если	1	1
701	зрения и	1	1
702	но у	5	1
703	между собой	2	1
704	в свете	3	1
705	от декабря	1	1
706	о котором	2	1
707	борьба противоположностей	1	1
708	принимается за	1	1
709	если можно	1	1
710	это было	1	1
711	лежит в	1	1
712	связанный с	1	1
713	года так	1	1
714	с большей	1	1
715	он вполне	1	1
716	фрейд в	1	1
717	мало чем	1	1
718	речь идет	1	1
719	в известном	2	1
720	знает что	1	1
721	и это	2	1
722	а только	1	1
723	мысли думается	1	1
724	очень важную	1	1
725	ничего общего	1	1
726	автора это	1	1
727	и из	1	1
728	авантюрного романа	1	1
729	на себе	1	1
730	эдгар по	1	1
731	что их	1	1
732	творческой работе	1	1
733	н в	1	1
734	это самое	1	1
735	героя и	4	1
736	совершенно точно	1	1
737	говорят об	1	1
738	п к	1	1
739	не все	2	1
740	казалось бы	4	1
741	достоевского таким	1	1
742	это явление	1	1
743	с традицией	2	1
744	весь роман	2	1
745	той или	1	1
746	а вместе	1	1
747	частей и	1	1
748	в дальнейшем	7	1
749	жизнь и	2	1
750	важную в	1	1
751	маркс и	1	1
752	нет ничего	1	1
753	из действующих	1	1
754	которых можно	1	1
755	под именем	1	1
756	типические образы	1	1
757	известной статье	2	1
758	бросается в	1	1
759	отцов и	1	1
760	ни к	2	1
761	его и	2	1
762	необходимое условие	1	1
763	не самый	1	1
764	признать что	1	1
765	реальные события	1	1
766	в прозе	1	1
767	на этой	1	1
768	находит свое	1	1
769	майкову от	1	1
770	а с	4	1
771	в данном	2	1
772	личности в	3	1
773	признается в	1	1
774	сознания а	1	1
775	имя которой	1	1
776	первой части	7	1
777	от других	2	1
778	в основе	3	1
779	художник в	1	1
780	вообще в	1	1
781	тут и	3	1
782	изоляции от	1	1
783	через свое	1	1
784	в классической	1	1
785	тем более	1	1
786	гоголя в	2	1
787	а если	1	1
788	остается факт	1	1
789	бы с	1	1
790	очень точно	1	1
791	художественного целого	1	1
792	что этот	2	1
793	этой почве	1	1
794	что правда	1	1
795	не означает	4	1
796	одного лица	1	1
797	и повести	1	1
798	видим что	1	1
799	в братьях	6	1
800	применении к	1	1
801	которой он	2	1
802	которой является	1	1
803	но ведь	2	1
804	для реализации	1	1
805	не составляет	1	1
806	души по	1	1
807	они играют	1	1
808	со всех	1	1
809	он был	2	1
810	духовной жизни	2	1
811	произведение из	1	1
812	но исследователь	1	1
813	это как	4	1
814	собой в	2	1
815	его содержания	1	1
816	не решена	1	1
817	с новыми	1	1
818	к идее	1	1
819	так называемой	1	1
820	входит в	1	1
821	всего этого	1	1
822	стихах и	1	1
823	наконец в	1	1
824	уже в	5	1
825	не дает	1	1
826	с образами	1	1
827	ту или	1	1
828	нельзя не	1	1
829	отрыве от	1	1
830	может вызвать	1	1
831	автора так	1	1
832	осталось в	1	1
833	друг друга	2	1
834	потому что	10	1
835	в свою	8	1
836	сознания в	1	1
837	и тем	2	1
838	слова и	1	1
839	кажется что	1	1
840	как верно	1	1
841	романы достоевского	3	1
842	от всех	2	1
843	о достоевском	1	1
844	идет в	1	1
845	если так	1	1
846	невозможно не	1	1
847	если б	1	1
848	романов достоевского	8	1
849	и поэтому	2	1
850	в него	2	1
851	материалы и	1	1
852	то все	2	1
853	однако эта	1	1
854	в характере	1	1
855	а по	3	1
856	эта мысль	3	1
857	но она	2	1
858	со стороны	1	1
859	только на	2	1
860	если же	1	1
861	и детей	1	1
862	что эта	1	1
863	для этого	1	1
864	может служить	2	1
865	на его	4	1
866	к творчеству	1	1
867	и если	3	1
868	и та	2	1
869	его художественной	1	1
870	хотя в	1	1
871	не полностью	1	1
872	и что	2	1
873	дело не	3	1
874	один раз	1	1
875	это описание	1	1
876	года читаем	1	1
877	в любой	1	1
878	сознание как	1	1
879	приходит к	4	1
880	предисловии к	1	1
881	в п	1	1
882	к анализу	1	1
883	а между	1	1
884	но только	3	1
885	заключает в	1	1
886	говорит что	2	1
887	в начале	2	1
888	у достоевского	51	1
889	свободе воли	2	1
890	еще в	3	1
891	из вариантов	1	1
892	купец самсонов	1	1
893	второй этап	1	1
894	человеческой психики	1	1
895	бы уже	1	1
896	часто в	1	1
897	мир а	2	1
898	что еще	1	1
899	этого образа	1	1
900	в истории	2	1
901	романа и	4	1
902	и психологии	1	1
903	глубину и	1	1
904	это имеет	1	1
905	с законами	1	1
906	то или	1	1
907	что до	1	1
908	духе чистого	1	1
909	самого начала	3	1
910	свою очередь	2	1
911	года на	1	1
912	или иное	1	1
913	это его	1	1
914	этой схемы	1	1
915	одоевский в	2	1
916	начинает свой	1	1
917	и ту	1	1
918	в глаза	2	1
919	не случайно	6	1
920	рассказа о	1	1
921	личности и	2	1
922	проблемы в	2	1
923	был прав	1	1
924	сведена к	1	1
925	имеем в	1	1
926	этого мира	1	1
927	на некоторые	1	1
928	его герои	1	1
929	единство и	1	1
930	писателя как	2	1
931	достоевский в	7	1
932	говорит м	1	1
933	но ни	1	1
934	сейчас же	1	1
935	и еще	2	1
936	целом и	1	1
937	достоевского л	1	1
938	отношение к	1	1
939	каждым из	1	1
940	и замысел	1	1
941	утверждал что	3	1
942	как мы	1	1
943	а а	4	1
944	со своими	2	1
945	элементов в	1	1
946	соответствии с	7	1
947	все данные	1	1
948	н майкову	1	1
949	же не	2	1
950	жизни не	2	1
951	к ней	3	1
952	я с	1	1
953	но по	1	1
954	видим в	2	1
955	это вовсе	1	1
956	общего с	1	1
957	можно так	1	1
958	и борьба	1	1
959	бы его	1	1
960	заметить что	1	1
961	в ходе	1	1
962	наглядно показывает	1	1
963	обусловлена и	1	1
964	этапом творческого	1	1
965	бы он	1	1
966	всех сторон	1	1
967	связи между	1	1
968	анализа и	1	1
969	быть в	1	1
970	что может	1	1
971	уже не	6	1
972	не значит	2	1
973	в действительной	1	1
974	своих произведений	1	1
975	не заметить	1	1
976	чего он	1	1
977	лев толстой	1	1
978	уже о	1	1
979	или иного	1	1
980	реальное лицо	2	1
981	своих романов	1	1
982	среды на	1	1
983	своей личности	3	1
984	причем в	2	1
985	на этот	3	1
986	романа братья	1	1
987	из действительной	1	1
988	героев это	1	1
989	и других	5	1
990	в схеме	1	1
991	основании всех	1	1
992	прямом смысле	1	1
993	как будто	5	1
994	году и	1	1
995	по законам	1	1
996	убедительность и	1	1
997	искусстве это	1	1
998	повести три	1	1
999	о своих	2	1
1000	их на	1	1
1001	у этих	1	1
1002	идиота достоевский	2	1
1003	этом у	1	1
1004	внутренне противоречив	1	1
1005	это в	3	1
1006	он пытался	1	1
1007	является только	1	1
1008	месте в	1	1
1009	и чувства	1	1
1010	наконец очень	1	1
1011	в ту	4	1
1012	является общим	1	1
1013	решающую роль	2	1
1014	но это	10	1
1015	определить его	1	1
1016	не хватает	1	1
1017	однако все	1	1
1018	записывает в	1	1
1019	завершается эта	1	1
1020	самого автора	1	1
1021	потому и	1	1
1022	от октября	1	1
1023	с ее	3	1
1024	видим у	1	1
1025	во времени	3	1
1026	воплощения именно	1	1
1027	вмешивается в	1	1
1028	февраля года	1	1
1029	так говорит	1	1
1030	идею и	1	1
1031	видения мира	1	1
1032	действительности не	1	1
1033	в самой	1	1
1034	не был	4	1
1035	стихотворения и	1	1
1036	каждого из	1	1
1037	героями а	1	1
1038	и ни	1	1
1039	поводу отцов	1	1
1040	и особенно	1	1
1041	года в	7	1
1042	общеизвестно что	1	1
1043	в черновиках	6	1
1044	исключительное значение	1	1
1045	некоторые черты	1	1
1046	тому же	2	1
1047	взят из	1	1
1048	что на	3	1
1049	приступаю к	1	1
1050	с того	1	1
1051	его сознания	1	1
1052	мира в	2	1
1053	виду что	1	1
1054	не к	2	1
1055	и самый	1	1
1056	его можно	1	1
1057	своего развития	1	1
1058	их мышления	1	1
1059	грань между	1	1
1060	у которого	1	1
