N	2gram	Medvedev_U	slovoVRo
163	не приходится	2	3
164	и то	3	3
165	нас в	2	3
166	и стилистики	1	3
167	тем что	2	3
168	правда не	1	3
169	широком смысле	1	3
170	этот процесс	1	3
171	было бы	3	3
172	к проблеме	1	3
173	или иных	2	3
174	в этой	4	3
175	и исторически	1	3
176	материал и	1	3
177	именно к	1	3
178	в свое	1	3
179	произведения как	1	3
180	должно быть	1	3
181	быть тем	1	3
182	материала и	2	3
183	в широком	2	3
184	и единого	1	3
185	данного произведения	1	3
186	не есть	2	3
187	это было	2	3
188	и это	1	3
189	не все	2	3
190	и вне	1	3
191	и стилистических	1	3
192	к этому	1	3
193	данном случае	1	3
194	тех или	2	3
195	степени и	1	3
196	с которыми	1	2
197	у сервантеса	1	2
198	оно все	1	2
199	мы и	2	2
200	и вся	1	2
201	учителя и	1	2
202	перестают быть	1	2
203	и этого	1	2
204	в последние	1	2
205	каждом шагу	2	2
206	произведения в	1	2
207	из самых	1	2
208	но по	1	2
209	приводит к	1	2
210	в известном	1	2
211	на каждом	2	2
212	перестает быть	5	2
213	то что	7	2
214	в котором	1	2
215	он был	1	2
216	то и	1	2
217	в течение	1	2
218	только как	1	2
219	а между	2	2
220	вводится в	1	2
221	слова правда	1	2
222	нет и	1	2
223	в сфере	1	2
224	и у	2	2
225	что все	2	2
226	знает только	1	2
227	и лингвистика	1	2
228	образом на	1	2
229	сводится именно	1	2
230	но прежде	1	2
231	того как	1	2
232	на роль	1	2
233	ни было	3	2
234	что для	1	2
235	у нас	3	2
236	слова а	1	2
237	мировоззрения и	1	2
238	бы только	1	2
239	материал для	2	2
240	такое понимание	1	2
241	не для	1	2
242	этого не	1	2
243	или иначе	1	2
244	что она	2	2
245	и эта	1	2
246	в области	3	2
247	при таком	2	2
248	а его	2	2
249	не столь	1	2
250	в сторону	2	2
251	об этом	1	2
252	у пушкина	1	2
253	могли бы	2	2
254	этого общего	1	2
255	мы можем	1	2
256	она строится	1	2
257	вообще в	1	2
258	очень часто	1	2
259	те основные	1	2
260	и что	1	2
261	но такое	1	2
262	к которой	1	2
263	друг другу	1	2
264	не значит	1	2
265	же в	1	2
266	на то	1	2
267	и только	5	2
268	независимо от	1	2
269	жанра но	1	2
270	не предмет	1	2
271	к сожалению	3	1
272	является в	2	1
273	которой все	1	1
274	выдвигает в	1	1
275	никогда и	1	1
276	как таковой	2	1
277	в конце	2	1
278	преодолевается и	1	1
279	достоевского и	1	1
280	слово что	1	1
281	бы то	3	1
282	и свое	1	1
283	для себя	1	1
284	композиции в	1	1
285	дан в	1	1
286	о чем	2	1
287	на лингвистику	1	1
288	из которых	1	1
289	если нет	1	1
290	находятся в	1	1
291	с каждым	1	1
292	литературных и	1	1
293	одно из	1	1
294	заключенные в	1	1
295	планах и	1	1
296	сводится к	2	1
297	но что	1	1
298	бесспорного и	1	1
299	так или	1	1
300	целого но	1	1
301	равно как	1	1
302	определений и	1	1
303	содержание и	1	1
304	форму и	2	1
305	стерна у	1	1
306	их специфической	1	1
307	и действительно	1	1
308	конечном счете	4	1
309	исходить из	1	1
310	относятся к	1	1
311	слово является	1	1
312	что по	1	1
313	и так	1	1
314	состоит из	1	1
315	живого человека	1	1
316	в которых	1	1
317	только для	1	1
318	о котором	1	1
319	установку на	2	1
320	по крайней	2	1
321	обращение к	1	1
322	поступка в	1	1
323	было у	1	1
324	именно такой	1	1
325	не существует	1	1
326	чистое и	1	1
327	что мы	2	1
328	к изучению	1	1
329	направлено на	1	1
330	под понятие	1	1
331	знак равенства	1	1
332	говорить не	1	1
333	авторской индивидуальности	1	1
334	объекта в	1	1
335	от произведения	1	1
336	быть не	1	1
337	и содержание	1	1
338	в этот	1	1
339	стиля определяется	1	1
340	насколько мы	1	1
341	не внешне	1	1
342	может служить	1	1
343	стилистических приемов	5	1
344	превращается в	2	1
345	литературы в	1	1
346	художественного произведения	2	1
347	всего что	1	1
348	имеем в	1	1
349	как на	1	1
350	толстого но	1	1
351	анализа в	1	1
352	ее как	1	1
353	для изучения	1	1
354	быть в	1	1
355	а это	1	1
356	но если	1	1
357	в противном	2	1
358	где бы	1	1
359	пришлось бы	3	1
360	крайней мере	2	1
361	и служит	1	1
362	тот же	1	1
363	вне пределов	1	1
364	он звучит	1	1
365	ориентация на	1	1
366	смысле и	1	1
367	как основной	1	1
368	своем месте	1	1
369	этого и	1	1
370	понятом как	1	1
371	мнению не	1	1
372	он знает	1	1
373	все элементы	1	1
374	система приемов	1	1
375	и всей	1	1
376	она в	1	1
377	он становится	1	1
378	мы имеем	1	1
379	признать что	1	1
380	он и	1	1
381	что при	1	1
382	этих слов	1	1
383	и через	2	1
384	же не	2	1
385	подходят к	1	1
386	к голому	2	1
387	в конечном	4	1
388	эстетический объект	1	1
389	не о	3	1
390	таковы в	1	1
391	как таковая	1	1
392	что под	1	1
393	произведение как	1	1
394	и строится	1	1
395	в эстетический	1	1
396	ссылка на	1	1
397	быть материалом	1	1
398	впрочем не	1	1
399	ней не	1	1
400	и прежде	1	1
401	от слова	1	1
402	противном случае	2	1
403	поэзии слово	1	1
404	оно конечно	1	1
405	к вопросам	1	1
406	работы по	2	1
407	и литературного	1	1
408	бы в	1	1
409	выдвигает на	2	1
410	вообще очень	1	1
411	конечно это	1	1
412	слова форма	1	1
413	что такое	4	1
414	тем более	1	1
415	и сплошь	1	1
416	и разнообразие	1	1
417	проблеме художественного	1	1
418	не входит	1	1
419	в искусстве	6	1
420	но даже	2	1
421	и является	2	1
422	как всякая	1	1
423	это то	1	1
424	даже не	1	1
425	конечно нет	2	1
426	то ни	3	1
427	материал как	2	1
428	в отдельности	1	1
429	иначе в	1	1
430	время на	1	1
431	этот путь	1	1
432	и глубина	1	1
433	существует в	1	1
434	материалом в	3	1
435	как таковое	1	1
436	значимость и	1	1
437	себе еще	1	1
438	самыми разнообразными	1	1
439	отнюдь не	1	1
440	как целого	1	1
441	качестве героя	1	1
442	или точнее	3	1
443	само по	1	1
444	на эту	2	1
445	искусства в	1	1
