N	2gram	Bakhtin_Pr	Literetu
289	она и	1	3
290	искусства то	1	3
291	искусство в	1	3
292	от языка	1	3
293	как таковое	1	3
294	не есть	6	3
295	в чем	2	3
296	той или	2	3
297	всех своих	2	3
298	но как	2	3
299	для его	1	3
300	и является	1	3
301	равной степени	1	3
302	в иных	3	3
303	не раз	1	3
304	т п	13	3
305	произведения в	5	3
306	и от	3	3
307	там где	6	3
308	в особенности	2	3
309	совокупность факторов	1	3
310	в столь	1	3
311	если в	1	3
312	должна быть	4	3
313	был бы	1	3
314	это уже	1	3
315	из которых	2	3
316	мы в	3	3
317	себе не	2	3
318	не на	5	3
319	можно было	4	3
320	если бы	3	3
321	так называемый	2	3
322	произведение в	6	3
323	и т	14	3
324	они не	3	3
325	не имеет	9	3
326	да и	3	3
327	вследствие этого	3	3
328	которая не	1	3
329	речь в	1	3
330	бы и	1	3
331	творческий акт	1	3
332	объекта в	5	3
333	того чтобы	2	3
334	относится к	4	3
335	из его	1	3
336	и уже	1	3
337	художественного впечатления	2	3
338	отношении к	1	3
339	направленной на	4	3
340	в истории	2	3
341	как например	1	3
342	в творчестве	1	3
343	культуры но	1	3
344	том же	2	3
345	в сознании	1	3
346	здесь не	4	3
347	говорится в	1	3
348	к предмету	1	3
349	ничего не	6	3
350	факторов художественного	1	3
351	ни с	2	3
352	исторической жизни	1	3
353	в полном	1	3
354	на самом	4	3
355	все равно	1	3
356	а на	1	3
357	этого не	1	3
358	на нее	1	3
359	дело в	2	3
360	искусства как	2	3
361	в действительности	1	3
362	в какой	2	3
363	все эти	5	3
364	имеется в	1	3
365	за его	3	3
366	сказать и	3	3
367	и потому	4	3
368	а к	2	3
369	искусства есть	1	3
370	на один	1	3
371	как уже	1	3
372	также и	3	3
373	одну из	1	3
374	субъекта в	1	3
375	бытия в	3	3
376	стороны и	1	3
377	и иных	1	3
378	же самое	2	3
379	отношение к	10	3
380	и о	5	3
381	художественного произведения	11	3
382	в эстетической	1	3
383	искусства в	2	3
384	есть не	2	3
385	за их	2	3
386	в той	1	2
387	во всем	2	2
388	от него	3	2
389	на границах	5	2
390	деятельности художника	1	2
391	как форма	7	2
392	искусства от	1	2
393	можно и	2	2
394	в свое	1	2
395	искусства это	1	2
396	тем как	5	2
397	и другими	3	2
398	в результате	1	2
399	целом как	1	2
400	для понимания	2	2
401	вне себя	4	2
402	сознанием и	1	2
403	что по	1	2
404	на эту	1	2
405	в форму	2	2
406	в самый	1	2
407	так например	1	2
408	отношением к	1	2
409	на первый	2	2
410	сознания именно	1	2
411	сам же	1	2
412	действительности в	2	2
413	творчества в	3	2
414	в котором	2	2
415	принципиальное различие	1	2
416	раз и	2	2
417	языка в	3	2
418	не отменяет	2	2
419	два момента	1	2
420	даже и	1	2
421	только как	6	2
422	словесного творчества	2	2
423	события как	1	2
424	с другим	1	2
425	слов но	1	2
426	приходит к	1	2
427	значительной степени	1	2
428	уже и	1	2
429	еще более	1	2
430	и эстетического	3	2
431	сказать что	4	2
432	в контексте	1	2
433	и у	2	2
434	имеем дело	3	2
435	а со	1	2
436	по поводу	2	2
437	и души	1	2
438	и духовного	2	2
439	о ней	1	2
440	к нему	10	2
441	их объединяет	1	2
442	что у	1	2
443	и мы	1	2
444	на протяжении	1	2
445	она как	1	2
446	и всегда	1	2
447	с другими	3	2
448	но он	1	2
449	быть только	5	2
450	в эстетическом	3	2
451	за бортом	5	2
452	тому что	1	2
453	не остается	2	2
454	чего бы	1	2
455	человек в	2	2
456	себя как	5	2
457	а только	2	2
458	человека а	1	2
459	бы в	1	2
460	вмешивается в	1	2
461	существенно живет	1	2
462	природы а	1	2
463	если оно	1	2
464	я должен	2	2
465	для художника	1	2
466	бы они	1	2
467	на нем	1	2
468	но зато	2	2
469	всех других	1	2
470	политики в	1	2
471	где каждый	1	2
472	целом и	1	2
473	как человек	1	2
474	культуры и	3	2
475	человека и	1	2
476	в общем	1	2
477	бы быть	1	2
478	поэтического творчества	1	2
479	здесь мы	2	2
480	в него	2	2
481	и ее	2	2
482	таких же	1	2
483	где мы	1	2
484	живет на	1	2
485	мире и	1	2
486	отношению ко	1	2
487	как с	1	2
488	к художественному	4	2
489	на почве	3	2
490	оно было	2	2
491	и при	2	2
492	жизненной позиции	1	2
493	была бы	2	2
494	со своим	1	2
495	есть и	1	2
496	для них	1	2
497	оно не	3	2
498	все то	3	2
499	не более	2	2
500	борьба с	1	2
501	есть лишь	3	2
502	к общей	1	2
503	значение в	1	2
504	к его	2	2
505	с ними	4	2
506	понятую как	1	2
507	свое время	1	2
508	это и	1	2
509	и более	2	2
510	поэт в	2	2
511	поэзия как	1	2
512	в историю	1	2
513	в значительной	2	2
514	так чтобы	1	2
515	на основе	6	2
516	время в	1	2
517	обойтись без	1	2
518	и теперь	1	2
519	для нее	8	2
520	и ему	1	2
521	в совершенно	1	2
522	так называемого	1	2
523	а лишь	2	2
524	им в	1	2
525	нет и	3	2
526	мог бы	1	2
527	эстетики но	1	2
528	объект в	5	2
529	со словом	5	2
530	культуры как	1	2
531	которому он	1	2
532	произведения как	8	2
533	мы имеем	2	2
534	не для	1	2
535	и неслиянность	1	2
536	себя самого	4	2
537	для искусства	1	2
538	непосредственно в	1	2
539	от всех	4	2
540	и где	1	2
541	во внешнем	1	2
542	впрочем не	1	2
543	художника и	5	2
544	и без	1	2
545	есть в	1	2
546	художника как	1	2
547	к концу	1	2
548	от границ	1	2
549	и художественного	3	2
550	ибо в	2	2
551	должен быть	2	2
552	произведения с	1	2
553	и самого	1	2
554	в таком	3	2
555	а как	3	2
556	она не	2	2
557	его не	2	2
558	которые могли	1	2
559	впервые становится	1	2
560	культурном контексте	1	2
561	целого в	1	2
562	в нашей	2	2
563	как явление	2	2
564	к которой	1	2
565	в большинстве	5	2
566	отрешенности от	1	2
567	в понимании	1	2
568	что есть	1	2
569	равной мере	1	2
570	только по	4	2
571	слова в	7	2
572	которое в	1	2
573	бытия и	1	2
574	поступающего сознания	2	2
575	может и	4	2
576	не можем	2	2
577	к действительности	3	1
578	частности для	1	1
579	между эстетическим	1	1
580	в произведение	1	1
581	изнутри и	1	1
582	в момент	1	1
583	только что	1	1
584	время она	1	1
585	здесь субъективность	1	1
586	которые не	1	1
587	познания и	30	1
588	эстетическим объектом	5	1
589	этом быть	1	1
590	случае мы	2	1
591	дело с	6	1
592	что делает	1	1
593	с самим	2	1
594	жизненной практики	3	1
595	строго говоря	1	1
596	в некоторых	2	1
597	мы это	1	1
598	которое может	1	1
599	нас в	1	1
600	бесконечного и	1	1
601	в последнюю	1	1
602	понятий в	1	1
603	которую он	1	1
604	понимается как	1	1
605	данности и	1	1
606	приобщиться к	1	1
607	классического искусства	1	1
608	ни одна	2	1
609	это может	1	1
610	в возвращении	1	1
611	все моменты	2	1
612	сами становятся	1	1
613	слова с	2	1
614	в музыке	5	1
615	совпадают в	1	1
616	не вмешивается	1	1
617	конститутивным моментом	4	1
618	стороны в	1	1
619	эстетически завершенного	1	1
620	имеет место	5	1
621	начинает занимать	1	1
622	самого как	1	1
623	не его	2	1
624	как только	3	1
625	для эстетического	6	1
626	материала для	2	1
627	связано с	1	1
628	как мастер	1	1
629	в дальнейшем	3	1
630	художественного восприятия	2	1
631	каждый культурный	1	1
632	действительность в	1	1
633	как таковому	1	1
634	значение только	1	1
635	она же	1	1
636	было в	1	1
637	не могли	2	1
638	определенности в	2	1
639	и взаимодействия	1	1
640	где-то в	1	1
641	поэзии как	1	1
642	позиции этих	1	1
643	не чувствует	1	1
644	всегда может	1	1
645	имеет в	1	1
646	значительность отвлеченный	1	1
647	но эти	1	1
648	на ее	3	1
649	нашем случае	1	1
650	объекта данного	1	1
651	но может	1	1
652	мы все	1	1
653	ей но	1	1
654	но они	4	1
655	может служить	1	1
656	в строгом	2	1
657	ценности и	2	1
658	несколько примеров	1	1
659	рассказом о	1	1
660	работ и	1	1
661	конечно не	5	1
662	искусстве в	1	1
663	необходимое для	1	1
664	и те	2	1
665	не что	1	1
666	от своей	1	1
667	как таковую	1	1
668	момента в	2	1
669	и начинает	1	1
670	художественном творчестве	10	1
671	дело и	5	1
672	близость к	1	1
673	его серьезность	1	1
674	тенденцию к	2	1
675	общего для	1	1
676	этого чувства	1	1
677	день и	1	1
678	из всех	1	1
679	затем в	1	1
680	единство так	1	1
681	слова выражают	1	1
682	языка как	2	1
683	на него	3	1
684	к которому	4	1
685	есть конечно	1	1
686	лишь поскольку	1	1
687	входят в	3	1
688	своем чувстве	1	1
689	от них	2	1
690	произведения или	1	1
691	возникает и	1	1
692	свершения с	1	1
693	я чувствую	1	1
694	с первого	1	1
695	начало и	3	1
696	деятельность художника	1	1
697	объектом в	2	1
698	от ее	2	1
699	могли быть	1	1
700	которой я	1	1
701	своей эстетической	1	1
702	есть выражение	2	1
703	ее и	1	1
704	события а	1	1
705	его так	1	1
706	него как	1	1
707	и завершает	1	1
708	оно оказывается	1	1
709	к их	1	1
710	как такового	3	1
711	здесь нет	2	1
712	но отнюдь	7	1
713	творца в	1	1
714	что уже	1	1
715	жизни человека	1	1
716	и внешнего	2	1
717	души и	2	1
718	из ничего	1	1
719	создается не	1	1
720	в тот	1	1
721	особенность эстетического	2	1
722	к определенному	1	1
723	в корне	2	1
724	задачу и	1	1
725	иной культурной	1	1
726	природу и	3	1
727	дела с	4	1
728	не путем	2	1
729	видит в	1	1
730	я нахожу	2	1
731	всеми другими	1	1
732	мы во	1	1
733	мы ее	1	1
734	чем в	2	1
735	в которой	1	1
736	живет и	1	1
737	не о	1	1
738	ее от	1	1
739	в произведении	4	1
740	на которое	1	1
741	но совершенно	2	1
742	не нуждается	2	1
743	произведение как	4	1
744	слово он	1	1
745	всем что	1	1
746	но для	1	1
747	между этими	1	1
748	вся в	1	1
749	теряет почву	1	1
750	этом последнем	1	1
751	актов и	1	1
752	между ними	4	1
753	и иные	1	1
754	большинстве случаев	5	1
755	рядом с	5	1
756	место и	2	1
757	того и	1	1
758	отличии от	1	1
759	о которых	2	1
760	в двух	2	1
761	лишь для	2	1
762	как раньше	1	1
763	человек то	1	1
764	в смысле	1	1
765	вне художественного	1	1
766	она становится	1	1
767	в других	4	1
768	подобных случаях	1	1
769	сих пор	1	1
770	направленную на	1	1
771	чтобы его	2	1
772	вопроса о	3	1
773	активности направленной	1	1
774	его эстетической	1	1
775	произведение является	1	1
776	творчество в	1	1
777	и мир	2	1
778	эмоционально-волевую тональность	1	1
779	в лучшем	2	1
780	это какая-то	1	1
781	мы можем	6	1
782	находит свое	2	1
783	и быть	1	1
784	есть деятельность	1	1
785	вообще в	1	1
786	тоже и	1	1
787	творца и	3	1
788	произволом и	1	1
789	вырождается и	1	1
790	личность художника	1	1
791	мы уже	1	1
792	в специальной	1	1
793	лишь от	1	1
794	все остальные	1	1
795	от содержания	2	1
796	человека как	2	1
797	выдвигает и	1	1
798	говорить об	1	1
799	до слова	1	1
800	в объективном	1	1
801	становится пустым	1	1
802	на эстетику	1	1
803	объект как	4	1
804	не были	1	1
805	и определяет	2	1
806	бы уже	1	1
807	этому движению	1	1
808	то внешнее	1	1
809	из общего	1	1
810	о мире	1	1
811	сравнительно с	1	1
812	прийти в	1	1
813	занимает в	1	1
814	словами с	1	1
815	поэзия и	1	1
816	серьезность и	1	1
817	показать что	2	1
818	только с	1	1
819	или о	1	1
820	подход к	1	1
821	и образами	1	1
822	ее а	1	1
823	на отдельные	1	1
824	это ни	1	1
825	ли на	1	1
826	ней в	1	1
827	от ложной	1	1
828	предмет и	1	1
829	основе всего	1	1
830	искусства вообще	1	1
831	в природу	1	1
832	независимо от	13	1
833	обращена к	1	1
834	всех этих	1	1
835	есть ли	1	1
836	меньшей степени	1	1
837	объекта не	2	1
838	в один	1	1
839	в одну	1	1
840	и особенно	1	1
841	он должен	2	1
842	в единство	2	1
843	поэзии а	1	1
844	можно только	6	1
845	нет а	2	1
846	до сих	1	1
847	и здесь	2	1
848	как возможность	1	1
849	его уже	1	1
850	них в	1	1
851	внутреннего и	1	1
852	в событии	3	1
853	и изнутри	1	1
854	которой не	1	1
855	из мира	1	1
856	его с	1	1
857	нас как	1	1
858	и закон	1	1
859	образа и	1	1
860	материала но	1	1
861	и менее	1	1
862	что это	2	1
863	чтобы стать	4	1
864	человеком что	1	1
865	проникает в	2	1
866	явление в	1	1
867	деятельность не	2	1
868	поэтому в	2	1
869	что никакой	1	1
870	все те	1	1
871	в работах	2	1
872	не ставит	1	1
873	не могут	2	1
874	власти и	1	1
875	и сделать	3	1
876	творчества и	5	1
877	художник не	1	1
878	нам в	1	1
879	к искусству	1	1
880	существует где-то	1	1
881	человеческой культуры	6	1
882	иметь в	1	1
883	смысла и	1	1
884	именно не	1	1
885	мы говорим	1	1
886	не выходит	1	1
887	точнее и	1	1
888	искусство должно	1	1
889	мышления о	1	1
890	эстетики и	3	1
891	как говорится	1	1
892	области поэтики	1	1
893	и действительно	1	1
894	в процессе	1	1
895	искусство на	1	1
896	от художественного	1	1
897	предмета художественного	1	1
898	с прошлым	1	1
899	как личность	1	1
900	может стать	3	1
901	эстетическом объекте	3	1
902	подхода к	2	1
903	момент и	2	1
904	что иное	1	1
905	слова это	1	1
906	в которых	1	1
907	о котором	2	1
908	том как	2	1
909	именно поэтому	2	1
910	искусства но	4	1
911	этом его	1	1
912	явление культуры	1	1
913	к другому	1	1
914	и умирает	1	1
915	это самое	1	1
916	ничему не	1	1
917	необходимых для	1	1
918	ориентация на	1	1
919	не нужен	1	1
920	событии бытия	2	1
921	слова которое	1	1
922	в словесном	2	1
923	отличается от	2	1
924	языка и	1	1
925	что мы	1	1
926	незаместимое место	1	1
927	искусства для	1	1
928	пушкина как	1	1
929	и большой	1	1
930	это событие	1	1
931	совпадает с	2	1
932	в иной	1	1
933	как высказывание	1	1
934	не должно	1	1
935	художественных произведений	2	1
936	и формой	1	1
937	не слова	2	1
938	и воспринимающего	1	1
939	почву становится	1	1
940	именно на	1	1
941	и вся	2	1
942	значение для	3	1
943	снова и	1	1
944	ощущается как	1	1
945	автор занимает	1	1
946	как проблема	1	1
947	целый ряд	1	1
948	ни были	1	1
949	только тем	1	1
950	более и	1	1
951	иным путем	2	1
952	актуализации в	1	1
953	к поэзии	2	1
954	потому и	1	1
955	нуждающейся в	1	1
956	образом не	1	1
957	и воспринимаемое	1	1
958	что здесь	1	1
959	ибо на	1	1
960	мышления но	1	1
961	себе никакой	1	1
962	как некое	1	1
963	ее не	1	1
964	и во	2	1
965	значение имеет	3	1
966	произведения и	2	1
967	и поэт	2	1
968	но именно	1	1
969	за пределами	1	1
970	на искусство	1	1
971	у большинства	1	1
972	человека из	1	1
973	только при	2	1
974	художественном восприятии	1	1
975	характера и	2	1
976	именно то	1	1
977	его связи	1	1
978	на этот	1	1
979	он теряет	2	1
980	культурной жизни	1	1
981	в эстетике	2	1
982	объекте в	1	1
983	движения и	2	1
984	нее и	1	1
985	и искусства	2	1
986	искусству в	1	1
987	эстетического его	1	1
988	нет дела	1	1
989	во внутреннем	1	1
990	обратиться к	1	1
991	моменты произведения	1	1
992	высшей степени	5	1
993	назовем его	1	1
994	с предшествующим	1	1
995	или просто	1	1
996	я живо	1	1
997	и прямо	1	1
998	последовательно в	1	1
999	выходит за	1	1
1000	опасность в	1	1
1001	рода и	1	1
1002	основе своей	3	1
1003	с материалом	1	1
1004	основе общей	1	1
1005	себя только	1	1
1006	человека или	1	1
1007	освобождаясь от	1	1
1008	решении этой	1	1
1009	материала и	2	1
1010	на что	1	1
1011	и принципиально	1	1
1012	и восприятия	1	1
1013	входя в	2	1
1014	все это	3	1
1015	то самое	1	1
1016	художественного задания	1	1
1017	не узнаем	1	1
1018	силу и	1	1
1019	содержанием в	1	1
1020	слова не	3	1
1021	к эстетическому	1	1
1022	в виде	2	1
1023	в таких	2	1
1024	данной художественной	1	1
1025	или в	2	1
1026	теорию литературы	1	1
1027	который как	1	1
1028	но эта	1	1
1029	как наиболее	1	1
1030	места в	1	1
1031	самой в	1	1
1032	в эстетический	12	1
1033	превращает его	1	1
1034	вообще не	7	1
1035	реального осуществления	1	1
1036	случае не	2	1
1037	это образ	1	1
1038	не подлежит	1	1
1039	лежит на	1	1
1040	или даже	1	1
1041	иной раз	1	1
1042	других художественных	1	1
1043	есть только	2	1
1044	однако это	1	1
1045	только вне	1	1
1046	словами как	1	1
1047	не столь	1	1
1048	и со	1	1
1049	не всем	1	1
1050	не создает	1	1
1051	в новом	1	1
1052	к личности	2	1
1053	нисколько не	1	1
1054	войти в	2	1
1055	это было	1	1
1056	их творчество	1	1
1057	его же	1	1
1058	произведение и	3	1
1059	и тело	1	1
1060	систематической эстетики	2	1
1061	не все	2	1
1062	дела до	1	1
1063	границах в	1	1
1064	бы ни	1	1
1065	ему не	1	1
1066	активности и	1	1
1067	этих двух	1	1
1068	к одному	1	1
1069	слова как	1	1
1070	сказали бы	1	1
1071	и снова	1	1
1072	и эти	1	1
1073	как ни	1	1
1074	чувствую себя	2	1
1075	тем чего	1	1
1076	искусства или	1	1
1077	в наши	1	1
1078	в самых	1	1
1079	во избежание	1	1
1080	к чему-то	2	1
1081	к материалу	11	1
1082	ни один	1	1
1083	на ступени	1	1
1084	уже только	1	1
1085	же самом	2	1
1086	в новый	2	1
1087	бы ничего	2	1
1088	ибо становится	1	1
1089	быть и	1	1
1090	что подобное	1	1
1091	важнее чем	1	1
1092	изнутри самого	3	1
1093	и эстетической	1	1
1094	искусство за	1	1
1095	оставляю его	1	1
1096	резко отличается	1	1
1097	не следует	2	1
1098	заносчивым вырождается	1	1
1099	лишь как	4	1
1100	которую я	1	1
1101	человека с	1	1
1102	контексте в	1	1
1103	для эстетики	2	1
1104	значение слова	4	1
1105	случае со	1	1
1106	и вне	1	1
1107	данного произведения	1	1
1108	в литературном	1	1
1109	характер не	1	1
1110	в плане	7	1
1111	литературное произведение	1	1
1112	однако для	1	1
1113	является той	1	1
1114	того времени	1	1
1115	т и	1	1
1116	в высшей	5	1
1117	отвлеченный от	1	1
1118	обращаться к	1	1
1119	исторического процесса	1	1
1120	момент в	1	1
1121	культурный акт	1	1
1122	но я	1	1
1123	пустым заносчивым	1	1
1124	связывания и	1	1
1125	здесь все	2	1
1126	даже к	1	1
1127	и эта	2	1
1128	теории искусства	2	1
1129	на своих	1	1
1130	эти два	1	1
1131	и значительность	2	1
1132	лучшем случае	2	1
1133	становится просто	2	1
1134	искусства на	1	1
1135	и конец	2	1
1136	иное как	1	1
1137	возможна только	1	1
1138	себе а	1	1
