N	2gram	Vygotskiy_	UchenyiS
213	впечатление которое	2	1
214	сказать что	14	1
215	как нам	1	1
216	к следующему	1	1
217	и эта	3	1
218	она должна	3	1
219	общее правило	1	1
220	данном случае	5	1
221	он будет	2	1
222	этой основной	1	1
223	него не	1	1
224	приемов к	2	1
225	но для	1	1
226	количество и	1	1
227	то есть	30	1
228	с успехом	1	1
229	можем его	1	1
230	понимании форма	1	1
231	ее как	1	1
232	и действительно	2	1
233	очень часто	2	1
234	литературные произведения	1	1
235	того как	4	1
236	точном смысле	3	1
237	почти не	2	1
238	в таком	6	1
239	композиция но	1	1
240	и направлено	1	1
241	исходить из	1	1
242	то и	3	1
243	так много	2	1
244	которое мы	4	1
245	и свое	1	1
246	она не	10	1
247	чем то	1	1
248	в течение	5	1
249	но именно	1	1
250	до конца	5	1
251	правило не	1	1
252	творчество и	1	1
253	она в	4	1
254	относятся к	1	1
255	в своем	8	1
256	тогда когда	2	1
257	с тем	14	1
258	художественного оформления	1	1
259	только как	2	1
260	есть конечно	3	1
261	тем в	3	1
262	что только	3	1
263	только при	1	1
264	еще одно	1	1
265	одной стороны	6	1
266	и обработки	1	1
267	относится к	2	1
268	поэтических приемов	2	1
269	мы имеем	2	1
270	для читателя	2	1
271	так он	1	1
272	начала и	2	1
273	в отдельности	2	1
274	тому чтобы	4	1
275	гораздо больше	1	1
276	что по	3	1
277	их в	4	1
278	же в	2	1
279	он может	2	1
280	высокую оценку	1	1
281	с новой	1	1
282	в ней	23	1
283	но по	2	1
284	что такой	2	1
285	из первых	1	1
286	но что	3	1
287	теории и	1	1
288	в порядке	4	1
289	когда мне	2	1
290	поэзию как	1	1
291	даже не	1	1
292	и так	4	1
293	и прежде	2	1
294	рассказывается в	2	1
295	и независимо	1	1
296	это значит	4	1
297	он называет	1	1
298	словесного искусства	2	1
299	оно является	2	1
300	поэтов и	1	1
301	в этот	1	1
302	идет не	1	1
303	не вполне	1	1
304	дан в	1	1
305	на то	25	1
306	он и	1	1
307	которые подходят	2	1
308	почему в	1	1
309	случайно и	1	1
310	строго говоря	1	1
311	но если	6	1
312	в противоположную	1	1
313	это же	2	1
314	бы ни	1	1
315	сам по	2	1
316	только для	3	1
317	без этого	1	1
318	в которых	9	1
319	по мнению	2	1
320	к этому	5	1
321	так и	3	1
322	обе эти	1	1
323	это то	4	1
324	о нем	2	1
325	что с	4	1
326	оно конечно	2	1
327	сам автор	5	1
328	из которых	6	1
329	друг с	2	1
330	это в	3	1
331	ее в	7	1
332	поэзии и	3	1
333	отнюдь не	2	1
334	толстого и	1	1
335	находятся в	2	1
336	этих слов	1	1
337	и вся	2	1
338	этого материала	1	1
339	часто бывает	1	1
340	в качестве	2	1
341	о котором	5	1
342	в нем	8	1
343	ничего подобного	2	1
344	в пользу	1	1
345	именно этот	1	1
346	это верно	2	1
347	он не	11	1
348	содержания и	1	1
349	из приемов	2	1
350	независимо от	2	1
351	может служить	8	1
352	материал и	2	1
353	поскольку он	1	1
354	лучше и	1	1
355	все что	2	1
356	с каждым	2	1
357	на его	2	1
358	и что	29	1
359	содержание в	1	1
360	в известном	1	1
361	одно из	4	1
362	что для	6	1
363	и это	13	1
364	с одной	7	1
365	которых она	2	1
366	с другом	2	1
367	в поэтическом	1	1
368	он был	3	1
369	закон и	1	1
370	на предыдущих	1	1
371	за пределы	1	1
372	имеет свою	1	1
373	вводится в	2	1
374	должно быть	1	1
375	случае он	1	1
376	до крайности	4	1
377	что при	5	1
378	об этом	4	1
379	критики он	1	1
380	сторону от	2	1
381	больше к	2	1
382	задачи и	1	1
383	уж тем	1	1
384	самое что	2	1
385	в виду	6	1
386	к которой	1	1
387	или менее	1	1
388	подходят к	2	1
389	тот же	5	1
390	уже не	2	1
391	и вне	1	1
392	о том	17	1
393	не то	7	1
394	по его	3	1
395	далеко не	3	1
396	тем более	2	1
397	формы как	1	1
398	того что	9	1
399	искусства в	1	1
400	определяется не	1	1
401	у него	6	1
402	внимательном анализе	1	1
403	в словах	2	1
404	друг другу	2	1
405	подчеркивает и	1	1
406	бы это	5	1
407	в котором	7	1
408	доказывает что	1	1
409	бы в	3	1
410	ее к	1	1
411	на слово	1	1
412	в виде	5	1
413	той же	6	1
414	никогда не	9	1
415	как автора	1	1
416	человека и	1	1
