N	3gram	Losev_Prob	StatiiOP
194	на том что	1	1
195	находит для себя	2	1
196	то только в	2	1
197	потому что оно	2	1
198	в комментарии к	1	1
199	из разных источников	1	1
200	как и во	1	1
201	одной из своих	1	1
202	и никогда не	2	1
203	или иной мере	2	1
204	и вообще нет	1	1
205	это произведение с	1	1
206	с этой точки	2	1
207	как русский народ	1	1
208	таким образом уже	2	1
209	необходимо обратить внимание	1	1
210	во что бы	1	1
211	потому что она	1	1
212	в следующих словах	1	1
213	свидетельствует о том	1	1
214	но даже и	4	1
215	только тем что	1	1
216	но и он	1	1
217	говорит о себе	2	1
218	в редких случаях	1	1
219	в этом виде	2	1
220	в которой все	1	1
221	никогда и не	1	1
222	не подчеркнуть что	1	1
223	из них это	1	1
224	еще и до	1	1
225	не потому что	1	1
226	таким образом если	1	1
227	с этой стороны	1	1
228	в такой же	1	1
229	а есть только	1	1
230	хотя бы даже	2	1
231	и если в	1	1
232	сих пор и	1	1
233	той и другой	1	1
234	в его поэме	2	1
235	смысле слова он	1	1
236	всех этих примерах	1	1
237	и таким образом	1	1
238	также и то	2	1
239	и во всем	1	1
240	в х годах	1	1
241	в каждом из	1	1
242	не было и	1	1
243	в россии в	1	1
244	не всегда и	1	1
245	уверен в том	1	1
246	каждой из них	1	1
247	в своем романе	1	1
248	в я брюсов	1	1
249	именно в области	1	1
250	найти и в	2	1
251	у нас еще	1	1
252	и нуждается в	1	1
253	значит что мы	1	1
254	потому что не	1	1
255	настоящее время можно	1	1
256	сказать что он	1	1
257	и при помощи	1	1
258	что эта картина	1	1
259	является одним из	1	1
260	там где нет	1	1
261	во всем мире	2	1
262	это вовсе не	1	1
263	но интереснее всего	1	1
264	годах прошлого века	1	1
265	том что от	1	1
266	это значит что	2	1
267	мы находим и	2	1
268	нисколько не удивительно	1	1
269	у нас и	2	1
270	все же можно	1	1
271	причем все эти	1	1
272	к ней и	1	1
273	не то что	1	1
274	имея в виду	1	1
275	совершенно правильно и	1	1
276	было бы с	1	1
277	и о том	2	1
278	но так как	1	1
279	ведь это не	1	1
280	второй половины xviii	1	1
281	является для нас	1	1
282	мы имеем дело	1	1
283	который в своем	3	1
284	то ни стало	1	1
285	то понимание этого	1	1
286	само собой разумеется	2	1
287	что здесь является	1	1
288	крайней мере три	1	1
289	или иначе но	1	1
290	а то и	1	1
291	в трагедии не	1	1
292	смысле как мы	1	1
293	и потому что	2	1
294	к действительности и	1	1
295	друг к другу	1	1
296	трагедии и на	1	1
297	на одной из	1	1
298	в значительной мере	3	1
299	себя самого и	1	1
300	ни в какое	1	1
301	быть даже и	1	1
302	и во всяком	1	1
303	том что освобождение	1	1
304	заслуживает особого внимания	1	1
305	однако сам же	1	1
306	от того что	1	1
307	и в которой	1	1
308	время как в	1	1
309	в этом же	1	1
310	иной раз даже	1	1
311	малейшего намека на	1	1
312	вместе со своим	1	1
313	и в особенности	1	1
314	может быть даже	1	1
315	к новому и	1	1
316	и едва ли	1	1
317	ни в какой	4	1
318	настаивали на том	1	1
319	что в трагедии	1	1
320	этой точки зрения	2	1
321	не больше чем	1	1
322	ту или иную	1	1
323	исторического процесса в	1	1
324	каком смысле не	1	1
325	это можно было	1	1
326	к выводу что	1	1
327	и не было	1	1
328	в результате этого	1	1
329	пишет по этому	1	1
330	не является исключительным	1	1
331	и ни в	2	1
332	или вернее сказать	1	1
333	то можно сказать	1	1
334	связи с этим	1	1
335	то есть с	1	1
336	в этом стихотворении	2	1
337	об этом мы	1	1
338	если он был	1	1
339	обстоятельство что несмотря	1	1
340	и для нас	1	1
341	здесь вообще нет	1	1
342	не так легко	1	1
343	но в конце	1	1
344	но для нас	1	1
345	мы видели выше	2	1
346	ни за что	1	1
347	в сущности говоря	1	1
348	можно сказать о	1	1
349	с начала до	2	1
350	что бы то	1	1
351	в какое сравнение	1	1
352	каких бы то	1	1
353	и в частности	4	1
354	и так и	1	1
355	именно в этом	1	1
356	об этом можно	1	1
357	и ясно что	1	1
358	и в котором	1	1
359	содержит в себе	1	1
360	но за то	1	1
361	с другой же	1	1
362	и притом в	1	1
363	тот и другой	1	1
364	же мере в	1	1
365	например в следующих	1	1
366	если бы все	1	1
367	это уже не	2	1
368	можно даже сказать	1	1
369	ни малейшего намека	1	1
370	не менее в	2	1
371	то что вы	1	1
372	он не мог	1	1
373	хотя бы в	1	1
374	но именно в	1	1
375	внимание на тот	1	1
376	у него нет	1	1
377	уже в году	1	1
378	в указанном выше	1	1
379	своей трагедии не	1	1
380	общественно-политической обстановке в	1	1
381	и все же	1	1
382	том что не	1	1
383	по мнению автора	1	1
384	и без всяких	1	1
385	в году в	1	1
386	по его мнению	1	1
387	что несмотря на	1	1
388	том смысле как	1	1
389	из которых каждая	1	1
390	все это было	1	1
391	должен был бы	1	1
392	сказать что это	1	1
393	также и в	2	1
394	или в другом	1	1
395	одной стороны он	1	1
396	все еще не	1	1
397	те или другие	1	1
398	то что отношения	1	1
399	ни в чем	2	1
400	на одном примере	1	1
401	в своей работе	1	1
402	потому что они	2	1
