N	3gram	Medvedev_F	Problema
141	именно в этом	1	3
142	не сам по	1	3
143	вовсе ничего не	1	3
144	с тем что	3	3
145	как мы увидим	3	3
146	тем что он	1	3
147	что и в	2	3
148	с этой точки	1	3
149	ровно ничего не	1	3
150	является не чем	1	3
151	тем более не	1	3
152	прежде всего как	1	3
153	отнюдь не является	1	3
154	по сравнению с	1	3
155	не выходит за	1	3
156	было говорить о	2	3
157	только тем что	1	3
158	хотя бы в	4	3
159	и в то	4	3
160	этом смысле и	1	3
161	и может быть	1	3
162	от того что	1	3
163	этой последней в	1	3
164	этого термина и	1	3
165	вовсе не обязательно	1	3
166	но в то	3	3
167	так как они	1	3
168	в этом понятии	2	3
169	со всеми своими	1	2
170	а часто и	2	2
171	так и для	1	2
172	по отношению к	4	2
173	и т п	11	2
174	если же мы	1	2
175	мы говорим о	2	2
176	перестал бы быть	1	2
177	в учении о	1	2
178	между тем как	1	2
179	нами отнюдь не	1	2
180	можно говорить о	1	2
181	каждой из них	1	2
182	в последнее время	1	2
183	потому что не	1	2
184	в целом и	1	2
185	в данное время	1	2
186	через то что	1	2
187	всего того что	1	2
188	с ним на	1	2
189	но как раз	1	2
190	в области гуманитарных	1	2
191	перед нами отнюдь	1	2
192	а если и	1	2
193	то же и	1	2
194	говорить только о	1	2
195	это не так	1	2
196	все дело в	1	2
197	однако едва ли	1	2
198	бы она ни	3	2
199	мы ни взяли	2	2
200	то только в	1	2
201	таким образом в	1	2
202	столько же сколько	1	2
203	мы не можем	3	2
204	во всей его	1	2
205	по самому своему	1	2
206	сам он не	1	2
207	выходит за пределы	1	2
208	его именно как	1	2
209	является одним из	1	2
210	нам кажется что	1	2
211	что он не	1	2
212	как и во	1	2
213	в других случаях	1	2
214	мы имеем в	1	2
215	здесь может быть	1	2
216	отраженной в ней	1	2
217	однако и здесь	1	2
218	в ней действительности	1	2
219	все более и	3	2
220	то же что	1	2
221	что перед нами	2	2
222	можно было говорить	1	2
223	не было и	1	2
224	не может не	1	2
225	и в связи	1	2
226	в свою очередь	6	2
227	и для всех	1	2
228	что он есть	1	2
229	и в том	1	2
230	находится еще в	1	2
231	или хотя бы	1	2
232	и не может	5	2
233	и многие другие	1	2
234	в том и	1	2
235	у нас только	1	2
236	широком смысле слова	1	2
237	он должен быть	1	2
238	для каждого данного	1	2
239	тем что в	1	2
240	при таком положении	3	2
241	в эстетике и	1	2
242	она ни была	3	2
243	связи с теми	1	2
244	в том случае	2	2
245	как и для	1	2
246	один из моментов	1	2
247	он не является	1	2
248	в нем и	2	2
249	едва ли можно	1	2
250	более и более	3	2
251	же мы возьмем	1	2
252	не тем что	1	2
253	что дело здесь	1	2
254	и притом в	1	2
255	но тем не	1	2
256	и то и	1	2
257	области гуманитарных наук	1	2
258	в предисловии к	3	2
259	уже не как	1	2
260	ее элементы и	1	1
261	мы возьмем слово	1	1
262	языка и литературы	1	1
263	самих по себе	1	1
264	с отражением в	1	1
265	именно в таком	1	1
266	его как такового	1	1
267	вполне понятно что	1	1
268	с его значением	1	1
269	и в этих	1	1
270	к действительности и	1	1
271	в том как	1	1
272	в большинстве случаев	5	1
273	же это за	1	1
274	мере в какой	1	1
275	чем он отличается	1	1
276	и ни на	2	1
277	прежде всего необходим	1	1
278	не то чем	1	1
279	не является такой	1	1
280	мы замечаем что	1	1
281	в своей основе	1	1
282	и всякое вообще	1	1
283	то чем является	1	1
284	в своей статье	5	1
285	этого она должна	1	1
286	тем что его	1	1
287	до конца и	1	1
288	как в его	1	1
289	входит в состав	1	1
290	в общем можно	1	1
291	представляется нам в	1	1
292	но при этом	1	1
293	что и там	1	1
294	в том насколько	1	1
295	не только на	1	1
296	бы оно было	2	1
297	том и заключается	1	1
298	с этой стороны	1	1
299	смысле этого слова	4	1
300	и если в	1	1
301	может и должен	1	1
302	на фоне этого	1	1
303	с тем и	2	1
304	по аналогии с	4	1
305	вещей в их	2	1
306	быть и речи	1	1
307	для этого она	1	1
308	возникновения и развития	1	1
309	и в нашем	1	1
310	при этом условии	1	1
311	художественное произведение как	2	1
312	до настоящего времени	3	1
313	на этот вопрос	1	1
314	из всего этого	2	1
315	но вместе с	1	1
316	чем глубже и	1	1
317	можем говорить только	1	1
318	в первой главе	1	1
319	точки зрения самого	1	1
320	не входит в	1	1
321	вовсе не отрицает	1	1
322	из себя как	1	1
323	как и от	1	1
324	к вопросу о	1	1
325	все это не	1	1
326	как это совершенно	1	1
327	в его целом	8	1
328	и входит в	1	1
329	в той же	2	1
330	и в этой	2	1
331	и здесь не	2	1
332	по себе эти	2	1
333	может и не	1	1
334	которая не была	1	1
335	выделить его из	1	1
336	с тем же	1	1
337	при всем этом	1	1
338	чуть ли не	1	1
339	но он глубоко	1	1
340	в первом и	1	1
341	науки о языке	1	1
342	его исторического развития	1	1
343	а белый в	1	1
344	как это было	2	1
345	и в особенности	1	1
346	и в дальнейшем	1	1
347	и до сих	2	1
348	не происходит в	1	1
349	и даже просто	1	1
350	в своей книге	2	1
351	было бы сказать	1	1
352	в своей работе	2	1
353	не в их	1	1
354	как один из	2	1
355	к тому чтобы	2	1
356	точки зрения их	2	1
357	пишет по этому	1	1
358	время иметь в	1	1
359	не могут как	1	1
360	со всеми другими	1	1
361	о художественном произведении	1	1
362	на один из	1	1
363	состоит в том	1	1
364	из того что	1	1
365	в узком смысле	1	1
366	за пределы этой	1	1
367	что на самом	1	1
368	художественного произведения и	2	1
369	если оно не	1	1
370	и должно было	1	1
371	нас не было	2	1
372	как и все	2	1
373	но и всякое	1	1
374	то на что	1	1
375	момент в понятии	1	1
376	не была бы	1	1
377	эту идею в	1	1
378	здесь нет и	1	1
379	тем же самым	1	1
380	мы бы сказали	1	1
381	и относиться к	1	1
382	как бы ни	3	1
383	только о некоторых	1	1
384	и заключается что	1	1
385	и от всего	1	1
386	и все в	1	1
387	с разных сторон	1	1
388	том случае если	1	1
389	понимать друг друга	1	1
390	но есть еще	1	1
391	мы не должны	1	1
392	в искусстве не	1	1
393	чтобы можно было	1	1
394	и эстетики и	1	1
395	все это в	1	1
396	жизни а это	1	1
397	смысле что он	2	1
398	литературы поэтому мы	1	1
399	прежде всего в	5	1
400	не менее трудно	1	1
401	в самом начале	1	1
402	получает свое значение	1	1
403	отнюдь не в	1	1
404	как такового в	3	1
405	уже не вполне	1	1
406	которого он является	1	1
407	художественная структура в	1	1
408	что же это	1	1
409	не может отвлечься	1	1
410	быть и не	2	1
411	что слово есть	1	1
412	до известной степени	3	1
413	выдвинуть на первый	1	1
414	такое представление о	2	1
415	и нисколько не	1	1
416	отношение хотя бы	1	1
417	в теории литературы	1	1
418	ни о какой	2	1
419	чтобы понять что	1	1
420	же и в	1	1
421	в его основе	1	1
422	язык как система	1	1
423	она должна быть	1	1
424	мы в сущности	1	1
425	должно было бы	1	1
426	или иное значение	2	1
427	и в сознании	1	1
428	в жизни и	1	1
429	так и от	1	1
430	тот или другой	1	1
431	но оно не	1	1
432	художественного произведения в	3	1
433	и во всех	1	1
434	во всех ее	1	1
435	и пр но	2	1
436	настоящее время может	1	1
437	произведении как о	1	1
438	не в том	3	1
439	в следующих словах	1	1
440	могут дать только	1	1
441	может быть заменено	1	1
442	в головах и	1	1
443	все же необходимо	1	1
444	все это уже	1	1
445	и методы их	1	1
446	конкретных вещей и	1	1
447	все же в	1	1
448	в ней как	1	1
449	где же в	1	1
450	слов и в	1	1
451	языка как такового	5	1
452	чтобы выделить его	1	1
453	и может стать	1	1
454	не для того	1	1
455	в такой же	1	1
456	прежде всего мы	1	1
457	с другими художественными	1	1
458	как и всякий	1	1
459	тем что оно	2	1
460	но для этого	1	1
461	настолько велико что	1	1
462	или даже просто	1	1
463	но и с	2	1
464	для нас это	1	1
465	что они не	1	1
466	действительности а наоборот	1	1
467	не могут быть	4	1
468	слова вовсе не	1	1
469	возникает вопрос о	1	1
470	настоящее время можно	1	1
471	по себе не	1	1
472	несмотря на свой	1	1
473	на то чтобы	2	1
474	художественного произведения можно	1	1
475	вовсе не сводится	1	1
476	то же время	13	1
477	в таком виде	1	1
478	быть прежде всего	1	1
479	теми или иными	1	1
480	в этом последнем	1	1
481	раз и навсегда	2	1
482	языка как системы	1	1
483	и требует от	1	1
484	в его отличии	1	1
485	в художественном произведении	3	1
486	то что было	1	1
487	может показаться что	1	1
488	вовсе не как	1	1
489	к нему и	1	1
490	таким образом мы	1	1
491	в нем заложены	1	1
492	но он не	1	1
493	это может быть	1	1
494	время в ней	1	1
495	является вовсе не	1	1
496	положительное отношение к	1	1
497	так и с	1	1
498	сказать что и	1	1
499	при помощи этого	1	1
500	его от всех	1	1
501	и в конце	1	1
502	ни на один	2	1
503	он является если	1	1
504	хотя бы о	1	1
505	мы и здесь	1	1
506	хотя бы к	1	1
507	и наконец от	1	1
508	в литературном произведении	2	1
509	художественном произведении как	2	1
510	в точном смысле	1	1
511	между прочим и	1	1
512	мы приходим к	1	1
513	как о предмете	1	1
514	но что же	1	1
515	нет у нас	1	1
516	данного художественного произведения	1	1
517	не так легко	1	1
518	до последнего времени	2	1
519	и его содержание	1	1
520	в отрыве от	2	1
521	от чего не	1	1
522	бы ни были	2	1
523	по себе конечно	1	1
524	этой точке зрения	1	1
525	в его содержании	1	1
526	еще далеко не	1	1
527	по существу и	1	1
528	в отношении содержания	1	1
529	значимость всю свою	1	1
530	хотя и здесь	1	1
531	общем можно сказать	1	1
532	все в нем	1	1
533	произведения и его	2	1
534	сводится к тому	2	1
535	должен был бы	1	1
536	если бы оно	2	1
537	функции и в	1	1
538	он был бы	1	1
539	при таком понимании	2	1
