N	2gram	Bakhtin_fo	SlovoVZh
220	быть только	4	2
221	речи в	2	2
222	его как	1	2
223	слагается из	2	2
224	могут быть	7	2
225	и оценки	1	2
226	героев и	5	2
227	с другими	3	2
228	в самое	1	2
229	до конца	5	2
230	стороны и	2	2
231	в своем	8	2
232	в корне	2	2
233	имеет место	6	2
234	вместе с	9	2
235	между ними	5	2
236	место в	4	2
237	в зависимости	1	2
238	лежит на	1	2
239	такой же	1	2
240	и так	2	2
241	до известной	1	2
242	литературы с	1	2
243	с его	10	2
244	себя и	6	2
245	его к	2	2
246	известной степени	1	2
247	к этому	5	2
248	бы не	1	2
249	подчеркнуть что	1	2
250	между собой	5	2
251	же относится	1	2
252	каждый момент	1	2
253	он не	6	2
254	в условиях	8	2
255	независимо от	1	2
256	на материале	3	2
257	в чем	3	2
258	в настоящее	1	2
259	и совершенно	3	2
260	но мы	1	2
261	частной жизни	24	2
262	и автобиографии	1	2
263	словами и	1	2
264	точку зрения	3	2
265	как только	1	2
266	содержанию и	1	2
267	ничего не	9	2
268	более того	4	2
269	различные степени	1	1
270	все в	3	1
271	можно наблюдать	1	1
272	все стороны	3	1
273	его бытием	1	1
274	зато эти	1	1
275	и мир	1	1
276	уже сказали	4	1
277	это на	1	1
278	жизнь и	4	1
279	себе в	1	1
280	не ту	1	1
281	то в	2	1
282	события и	1	1
283	во всяком	5	1
284	она имеет	1	1
285	нам не	1	1
286	от него	1	1
287	это и	1	1
288	и тех	2	1
289	принимают участие	1	1
290	литературы в	3	1
291	моменты жизни	1	1
292	что они	3	1
293	видели в	1	1
294	его и	2	1
295	строй и	1	1
296	то он	1	1
297	видения и	4	1
298	в искусстве	1	1
299	во всех	13	1
300	вошли в	1	1
301	не зная	2	1
302	нами выше	1	1
303	которого и	1	1
304	но сами	1	1
305	не является	4	1
306	и политического	1	1
307	человеческого тела	10	1
308	поэтому не	1	1
309	только к	3	1
310	того в	2	1
311	что оно	1	1
312	и он	3	1
313	к другу	2	1
314	это делает	1	1
315	моменты и	2	1
316	та же	4	1
317	по преимуществу	4	1
318	было в	2	1
319	с самого	3	1
320	дано в	1	1
321	зрения на	1	1
322	друг к	2	1
323	выходит за	1	1
324	разобранные нами	1	1
325	и закрепленного	1	1
326	опирается на	2	1
327	свои права	1	1
328	на эти	1	1
329	на этом	2	1
330	является и	1	1
331	такой анализ	1	1
332	сказано в	1	1
333	которой он	3	1
334	права и	1	1
335	от целого	1	1
336	не имеют	4	1
337	и было	4	1
338	само собой	2	1
339	то есть	42	1
340	дает место	2	1
341	человеческая речь	1	1
342	дана в	1	1
343	оторвано от	1	1
344	проч из	1	1
345	становится лишь	1	1
346	материала в	1	1
347	не нужен	1	1
348	только того	1	1
349	должно быть	6	1
350	мы уже	17	1
351	нас не	1	1
352	значение и	7	1
353	так для	1	1
354	мы увидим	2	1
355	и того	7	1
356	путем анализа	1	1
357	и вот	2	1
358	от нее	1	1
359	вполне понятно	4	1
360	каким бы	1	1
361	не знают	1	1
362	отношение как	1	1
363	в произведении	1	1
364	является только	1	1
365	и слушающего	1	1
366	героя в	1	1
367	особого рода	1	1
368	в свою	2	1
369	в значительной	3	1
370	входит в	3	1
371	только и	5	1
372	и почти	2	1
373	случае мы	1	1
374	что уже	1	1
375	часть его	1	1
376	того чтобы	11	1
377	он как	1	1
378	именно этим	1	1
379	в основе	9	1
380	и их	11	1
381	и историческая	1	1
382	одна и	2	1
383	особенно важное	2	1
384	еще более	7	1
385	не должно	1	1
386	ту же	4	1
387	на основе	5	1
388	ее до	1	1
389	в другом	2	1
390	эту закономерность	1	1
391	как свое	1	1
392	встреча в	1	1
393	несмотря на	1	1
394	но эти	4	1
395	вопросу о	3	1
396	стиль в	1	1
397	герой и	2	1
398	почти полностью	1	1
399	что всякий	1	1
400	в теории	1	1
401	на протяжении	3	1
402	и продукт	1	1
403	обстоит дело	1	1
404	части и	1	1
405	на одно	1	1
406	второй план	1	1
407	что это	1	1
408	хотя и	5	1
409	и тогда	1	1
410	так называемые	1	1
411	пространстве и	5	1
412	и особенности	1	1
413	этом отношении	5	1
414	это уже	1	1
415	в новой	1	1
416	ни единого	1	1
417	явления в	2	1
418	ни была	2	1
419	о чем	4	1
420	мы должны	2	1
421	и соответствующие	1	1
422	в ее	6	1
423	и тем	1	1
424	и т.п	6	1
425	нашем случае	1	1
426	или просто	1	1
427	все основные	3	1
428	в частности	11	1
429	говорит о	1	1
430	социального целого	1	1
431	для нее	1	1
432	здесь на	5	1
433	и больше	1	1
434	не как	2	1
435	аналогии с	1	1
436	литературе и	1	1
437	увидим что	1	1
438	пути в	1	1
439	два человека	1	1
440	должны быть	2	1
441	в качестве	6	1
442	и некоторые	1	1
443	форм все	1	1
444	всей жизни	2	1
445	выступает здесь	1	1
446	вступает в	2	1
447	вопросов связанных	1	1
448	всех других	1	1
449	особый тип	1	1
450	точками зрения	1	1
451	и точность	2	1
452	пор не	1	1
453	не обходится	1	1
454	в одном	10	1
455	в области	1	1
456	одно из	3	1
457	у нас	2	1
458	и момента	2	1
459	переходить в	1	1
460	частности в	1	1
461	эпохи но	1	1
462	и разнообразным	1	1
463	вещами и	3	1
464	для их	1	1
465	и делает	1	1
466	составная часть	1	1
467	в результате	6	1
468	и это	5	1
469	здесь конечно	2	1
470	сводится к	1	1
471	неразрывное единство	1	1
472	для них	3	1
473	и художественное	1	1
474	не бывает	1	1
475	более и	2	1
476	значительной степени	1	1
477	деле и	1	1
478	с ней	1	1
479	участие в	1	1
480	во времени	6	1
481	и тот	2	1
482	и расположения	1	1
483	мы убедились	1	1
484	природу и	1	1
485	далеко не	3	1
486	и которые	1	1
487	уже и	1	1
488	не вполне	1	1
489	у него	8	1
490	чем не	5	1
491	не на	4	1
492	движение и	1	1
493	в истории	6	1
494	не могут	4	1
495	миру и	2	1
496	все равно	1	1
497	же время	13	1
498	широка эта	1	1
499	не существует	1	1
500	и единство	1	1
501	говорить и	1	1
502	при помощи	1	1
503	этой первой	2	1
504	в виде	1	1
505	свое значение	1	1
506	из одного	1	1
507	и явления	2	1
508	она становится	3	1
509	там же	1	1
510	совершенно ясно	1	1
511	входят в	2	1
512	здесь имеет	2	1
513	и общества	1	1
514	самого начала	3	1
515	еще один	1	1
516	всего нужно	2	1
517	непосредственно в	1	1
518	в большинстве	3	1
519	свою очередь	1	1
520	указывали что	1	1
521	всей его	2	1
522	мы здесь	1	1
523	и явлениями	1	1
524	три существенных	1	1
525	ко второму	1	1
526	не было	8	1
527	когда мы	2	1
528	и вступает	1	1
529	связи с	14	1
530	и определений	1	1
531	им в	1	1
532	каждая вещь	1	1
533	связанных с	3	1
534	сами по	2	1
535	две особых	1	1
536	он имеет	1	1
537	все то	2	1
538	слову и	1	1
539	рассматривать как	1	1
540	здесь мы	4	1
541	с ее	7	1
542	время как	5	1
543	мы понимаем	1	1
544	было бы	2	1
545	это же	1	1
546	не знает	4	1
547	оно ни	1	1
548	к тому	6	1
549	люди не	1	1
550	в свои	1	1
551	зрения другого	3	1
552	и различные	1	1
553	себя на	1	1
554	другая форма	1	1
555	что можно	1	1
556	самому существу	1	1
557	этот пафос	1	1
558	в организации	1	1
559	из нее	2	1
560	что здесь	2	1
561	равно как	4	1
562	ведь это	2	1
563	и глубоко	1	1
564	само слово	1	1
565	и ценности	1	1
566	существуют для	2	1
567	так называемый	2	1
568	и степень	1	1
569	все моменты	2	1
570	как мы	19	1
571	к определенным	1	1
572	это мы	1	1
573	с такою	3	1
574	которой можно	1	1
575	миром и	1	1
576	по аналогии	2	1
577	содержание но	1	1
578	бытия и	2	1
579	и о	1	1
580	нами моменты	2	1
581	менее всего	2	1
582	герою и	2	1
583	утрачивает свое	1	1
584	как его	3	1
585	и вне	3	1
586	где они	1	1
587	времени очень	1	1
588	если мы	2	1
589	на одну	1	1
590	тем же	3	1
591	него не	1	1
592	от всего	1	1
593	и эта	2	1
594	моментов в	1	1
595	наряду с	7	1
596	но есть	1	1
597	и во	13	1
598	именно в	5	1
599	уже на	3	1
600	и всего	2	1
601	все разобранные	1	1
602	они должны	1	1
603	то время	4	1
604	но эта	5	1
605	или хотя	1	1
606	мы это	2	1
607	к другим	1	1
608	такою же	1	1
609	не можем	1	1
610	в таком	4	1
611	содержания является	1	1
612	введены в	1	1
613	но прежде	1	1
614	оно стало	1	1
615	формы для	3	1
616	формы в	1	1
617	всех сторон	2	1
618	следующим образом	1	1
619	например в	7	1
620	сама по	1	1
621	форма и	1	1
622	форм которые	1	1
623	тот же	4	1
624	в высшей	1	1
625	и связи	1	1
626	и непосредственное	1	1
627	за пределами	2	1
628	может получить	1	1
629	время не	2	1
630	человек и	2	1
631	моменты его	1	1
632	с которой	2	1
633	характер и	8	1
634	на вещи	1	1
635	теперь когда	1	1
636	все вопросы	1	1
637	же оно	1	1
638	вне этого	1	1
639	нигде не	1	1
640	что все	4	1
641	как о	1	1
642	эти три	1	1
643	себе не	1	1
644	том же	4	1
645	в общем	1	1
646	формы ее	1	1
647	этих форм	5	1
648	конечно эти	1	1
649	подхода к	3	1
650	есть в	3	1
651	же как	2	1
652	или даже	1	1
653	комнате и	1	1
654	места в	2	1
655	стиле и	1	1
656	как часто	1	1
657	в порядке	4	1
658	рядом с	4	1
659	момент в	2	1
660	и прежде	4	1
661	союз с	1	1
662	живет и	1	1
663	весь этот	1	1
664	на второй	1	1
665	жизни в	11	1
666	есть только	2	1
667	общества все	1	1
668	они как	2	1
669	именно этого	1	1
670	ровно ничего	1	1
671	того если	1	1
672	они не	4	1
673	в словах	1	1
674	них и	2	1
675	человека для	1	1
676	зрения не	3	1
677	на себя	2	1
678	от его	1	1
679	слова как	1	1
680	обходится без	1	1
681	своем движении	1	1
682	все более	2	1
683	и являются	1	1
684	материала это	1	1
685	и только	3	1
686	явлениями и	1	1
687	и жеста	1	1
688	автора к	1	1
689	по своей	1	1
690	на этих	1	1
691	по самому	3	1
692	в двух	1	1
693	и художественного	3	1
694	отвлекаемся от	1	1
695	важное значение	3	1
696	и оно	1	1
697	здесь же	2	1
698	друг друга	3	1
699	в эти	1	1
700	но уже	1	1
701	для этой	1	1
702	в последующем	6	1
703	природой и	1	1
704	к вопросу	2	1
705	себе и	4	1
706	и обратно	1	1
707	от ранга	1	1
708	в смысле	5	1
709	чтобы не	1	1
710	мы еще	5	1
711	из этой	1	1
712	очень важным	1	1
713	в одной	2	1
714	в целом	2	1
715	единство и	1	1
716	культуры в	1	1
717	себя в	2	1
718	и становится	2	1
719	др и	1	1
720	вовсе не	20	1
721	же реальное	1	1
722	этом свое	1	1
723	в так	1	1
724	в пространстве	10	1
725	я и	1	1
726	тем более	4	1
727	формы как	1	1
728	мы видели	2	1
729	перед нами	1	1
730	включает в	1	1
731	и рождается	1	1
732	и самый	3	1
733	и другого	1	1
734	же мы	1	1
735	не имеющих	1	1
736	всяком случае	1	1
737	всего совершенно	1	1
738	не входят	3	1
739	которые в	2	1
740	только для	2	1
741	на них	2	1
742	высшей степени	1	1
743	можно только	2	1
