N	2gram	Ircho_Kome	FransuaR
158	к этому	8	19
159	в эту	2	19
160	того же	4	19
161	за пределы	2	19
162	было бы	8	19
163	с ее	2	19
164	в дальнейшем	1	19
165	с другой	7	19
166	на протяжении	14	19
167	хотя и	6	19
168	в форме	2	19
169	эпизоде с	1	19
170	далеко не	1	19
171	мы находим	2	18
172	одна из	4	18
173	но они	2	18
174	превращается в	1	18
175	на этом	3	18
176	связанные с	2	18
177	перед нами	1	18
178	это в	1	18
179	большей или	1	17
180	для того	3	17
181	конечно не	1	17
182	в результате	5	17
183	можно было	5	17
184	своего времени	2	17
185	связанных с	2	17
186	на его	5	17
187	числе и	1	17
188	такой же	2	17
189	еще более	2	17
190	но все	4	17
191	и вот	4	17
192	того что	1	17
193	и образов	1	17
194	а не	1	17
195	в другом	5	16
196	с одной	5	16
197	между тем	9	16
198	и одновременно	3	16
199	тот же	5	16
200	в начале	7	16
201	начала и	1	16
202	или меньшей	1	16
203	он дает	1	16
204	ничего не	4	16
205	они не	1	16
206	а затем	4	15
207	в которой	9	15
208	на весь	1	15
209	говорили что	1	15
210	никто не	3	15
211	из этих	5	15
212	с их	4	15
213	от всех	1	15
214	особенно в	1	15
215	одно из	1	15
216	почти все	1	15
217	как на	2	15
218	в нашем	2	15
219	не мог	4	15
220	в первой	2	15
221	еще в	9	15
222	в истории	10	15
223	в самой	2	15
224	и прежде	1	15
225	в котором	6	14
226	в чем	3	14
227	образом в	2	14
228	и по	6	14
229	мы не	4	14
230	все что	3	14
231	в данном	1	14
232	и он	1	14
233	несмотря на	5	14
234	земли и	2	14
235	в более	4	14
236	по существу	1	14
237	и сам	5	13
238	о мире	1	13
239	с этим	5	13
240	и еще	5	13
241	что все	1	13
242	его к	1	13
243	в основном	1	13
244	на все	3	13
245	в одной	1	13
246	мира в	5	13
247	о чем	2	13
248	в жизни	1	13
249	на этой	1	13
250	одной стороны	5	13
251	здесь нет	1	13
252	не знает	1	13
253	отличие от	4	13
254	в мире	3	13
255	в других	3	13
256	бы в	3	13
257	в последующих	1	13
258	они и	1	13
259	только на	2	13
260	не на	1	13
261	или в	5	13
262	и эта	1	13
263	так в	6	13
264	это было	5	13
265	жизнь и	2	13
266	как он	2	13
267	в книге	1	13
268	другой стороны	6	12
269	не был	1	12
270	во всей	1	12
271	те же	1	12
272	главным образом	4	12
273	и ее	5	12
274	та же	1	12
275	мы встречаем	5	12
276	жизни в	1	12
277	о нем	1	12
278	у нас	3	12
279	раз в	2	12
280	место в	7	12
281	с полной	1	12
282	из всех	2	12
283	только для	1	12
284	по своей	2	12
285	не могут	1	12
286	он в	1	12
287	право на	2	12
288	об этом	2	12
289	в пределах	1	12
290	зрения на	2	11
291	из самых	2	11
292	на эту	1	11
293	в прологе	4	11
294	так например	1	11
295	отметить что	1	11
296	что они	4	11
297	той или	1	11
298	и что	2	11
299	в общем	2	11
300	и самый	1	11
301	того как	3	11
302	в течение	5	11
303	наконец в	3	11
304	в отличие	3	11
305	из этого	2	11
306	эпохи возрождения	1	11
307	в ряде	1	11
308	культуры в	1	11
309	все время	2	11
310	были в	2	11
311	время в	1	11
312	и особенно	7	11
313	это уже	2	11
314	с ними	2	11
315	и более	2	11
316	слова и	1	11
317	ни с	1	11
318	формы и	1	11
319	целый ряд	2	10
320	по отношению	5	10
321	все его	1	10
322	все остальные	3	10
323	что для	1	10
324	его как	1	10
325	до наших	1	10
326	и они	1	10
327	да и	5	10
328	данном случае	1	10
329	наших дней	1	10
330	или иной	1	10
331	конце концов	4	10
332	для всех	5	10
333	нас в	3	10
334	там же	4	10
335	к тому	15	10
336	даже и	1	10
337	на этот	5	10
338	значительной степени	1	10
339	второй половины	2	10
340	к которому	4	10
341	в изображении	2	10
342	выражение в	1	10
343	ту же	2	10
344	мы здесь	1	10
345	в доме	6	10
346	во второй	4	10
347	в целом	6	10
348	еще раз	1	9
349	здесь же	1	9
350	в разных	1	9
351	в основу	1	9
352	для этой	3	9
353	этой же	3	9
354	пародии на	1	9
355	как это	7	9
356	в тех	5	9
357	значение и	1	9
358	роль играет	1	9
359	в которых	1	9
360	о котором	1	9
361	именно на	2	9
362	это как	1	9
363	же в	7	9
364	что на	4	9
365	вплоть до	1	9
366	под названием	2	9
367	вполне понятно	1	9
368	отношения к	1	9
369	к жизни	1	9
370	мы можем	6	9
371	это были	2	9
372	как известно	4	9
373	и возрождения	1	9
374	это была	2	9
375	не имеет	1	9
376	и были	2	9
377	чем же	2	9
378	относится к	2	9
379	на землю	3	9
380	между людьми	2	9
381	том же	1	9
382	но конечно	1	9
383	первый план	1	9
384	конечно в	1	9
385	отношению к	5	9
386	что не	1	9
387	и мира	1	8
388	с этой	3	8
389	более или	1	8
390	не менее	6	8
391	следовательно и	1	8
392	на первый	1	8
393	в этот	1	8
394	людей и	1	8
395	и те	1	8
396	или менее	2	8
397	всего в	5	8
398	одном из	4	8
399	от этого	2	8
400	и при	1	8
401	с тем	5	8
402	то время	8	8
403	в совершенно	1	8
404	это был	1	8
405	и вовсе	3	8
406	почти до	1	8
407	его современников	4	8
408	для этого	2	8
409	от него	1	8
410	всякого рода	1	8
411	нельзя было	1	8
412	всего этого	2	8
413	отрыве от	1	8
414	по поводу	7	8
415	после того	3	8
416	ко всему	2	8
417	мертвых душ	1	8
418	тому же	14	8
419	и она	1	8
420	начало в	1	8
421	так что	6	8
422	здесь мы	3	8
423	и ни	1	8
424	в это	3	8
425	протяжении всего	3	8
426	если бы	4	8
427	народа и	1	8
428	и без	3	8
429	этой традиции	1	8
430	с самого	3	8
431	и почти	1	8
432	того времени	3	8
433	нуждается в	2	8
434	в эти	2	8
435	мы найдем	4	7
436	новое время	3	7
437	во всяком	4	7
438	времени в	2	7
439	и там	1	7
440	на него	4	7
441	от них	3	7
442	к этим	3	7
443	что у	6	7
444	на том	1	7
445	в развитии	2	7
446	здесь на	1	7
447	и та	1	7
448	по адресу	18	7
449	интерес к	2	7
450	подобно тому	1	7
451	нет и	2	7
452	мир в	1	7
453	нас не	2	7
454	в последней	1	7
455	где он	2	7
456	на службу	1	7
457	в виде	3	7
458	в кости	1	7
459	и очень	2	7
460	по всему	3	7
461	в различных	1	7
462	представление о	3	7
463	в наиболее	4	7
464	правда в	3	7
465	что по	3	7
466	себя в	2	7
467	в состоянии	3	7
468	и этим	1	7
469	это конечно	1	7
470	в таком	1	7
471	в новое	2	7
472	которые были	2	7
473	а как	1	7
474	и за	3	7
475	связанное с	1	7
476	из которых	5	7
477	из области	2	7
478	и если	2	7
479	к себе	1	7
480	а на	2	7
481	к концу	3	7
482	должен быть	1	7
483	его не	1	7
484	тому как	1	7
485	в свою	2	7
486	на всю	3	7
487	последнее слово	1	7
488	его творчество	3	7
489	в отрыве	1	7
490	одного из	7	7
491	во времени	1	6
492	не столько	1	6
493	жизнь в	1	6
494	в один	2	6
495	казалось бы	3	6
496	было в	1	6
497	не могли	2	6
498	хотя бы	2	6
499	в противоположность	2	6
500	себе в	1	6
501	видно что	1	6
502	находится в	2	6
503	что она	3	6
504	для своего	2	6
505	судить о	1	6
506	не остается	1	6
507	и следовательно	2	6
508	в народном	7	6
509	и тот	1	6
510	возможно что	4	6
511	своего героя	1	6
512	в какой-то	3	6
513	современников и	1	6
514	для них	2	6
515	к его	3	6
516	то он	1	6
517	на что	1	6
518	тем же	2	6
519	у них	1	6
520	как у	1	6
521	он становится	1	6
522	за этим	1	6
523	в руках	4	6
524	и эти	1	6
525	которые в	3	6
526	в знаменитом	1	6
527	как будто	3	6
528	за счет	3	6
529	представления о	2	6
530	говорить о	3	6
531	самого начала	2	6
532	до того	1	6
533	такого рода	6	6
534	во времена	2	6
535	мировоззрения и	1	6
536	не была	1	6
537	и под	1	6
538	между прочим	2	6
539	лица и	1	6
540	мысль и	1	6
541	не дает	1	6
542	что эта	1	6
543	могут быть	3	6
544	можно только	1	6
545	это время	5	6
546	совершенно не	1	6
547	тех же	4	6
548	мы знаем	5	6
549	времени с	1	6
550	пародия на	1	6
551	он может	1	6
552	этого слова	1	6
553	друг друга	2	6
554	поэтому он	1	6
555	дает нам	1	6
556	принадлежит к	2	6
557	нет ни	1	6
558	ее в	2	6
559	очень много	1	6
560	нас дошли	1	6
561	за то	4	6
562	в искусстве	1	6
563	от того	3	6
564	сцены в	1	6
565	со своими	1	6
566	для эпохи	1	6
567	таким же	1	6
568	в лице	2	6
569	в применении	1	5
570	с собой	2	5
571	к самому	1	5
572	и государственного	1	5
573	и отчасти	1	5
574	применении к	1	5
575	отсюда и	1	5
576	и когда	1	5
577	и была	1	5
578	жизни он	1	5
579	но там	2	5
580	выступает с	2	5
581	проявляется в	1	5
582	нашей эры	2	5
583	из него	1	5
584	один раз	1	5
585	не могла	2	5
586	почти всегда	2	5
587	перед лицом	5	5
588	который был	1	5
589	и дает	2	5
590	в другой	1	5
591	бы не	1	5
592	ему и	2	5
593	сравнению с	1	5
594	власть и	1	5
595	на основе	1	5
596	по сравнению	1	5
597	из его	6	5
598	со всей	1	5
599	которую он	3	5
600	каждый из	3	5
601	связанной с	1	5
602	но прежде	1	5
603	мы имеем	1	5
604	к первой	1	5
605	лиц и	1	5
606	различия между	1	5
607	слово в	1	5
608	тем более	1	5
609	ему не	1	5
610	в г	28	5
611	тем самым	1	5
612	же самое	2	5
613	политические события	1	5
614	и самого	3	5
615	на то	3	5
616	он с	1	5
617	находим в	2	5
618	можно говорить	1	5
619	на эти	1	5
620	женщин и	2	5
621	ко всем	1	5
622	в первом	2	5
623	из лучших	1	5
624	в собственном	1	5
625	шире и	1	5
626	имеет в	2	5
627	но уже	1	5
628	говорит что	1	5
629	не вполне	2	5
630	тут же	2	5
631	больше чем	5	5
632	то в	1	5
633	от его	1	5
634	первом случае	1	5
635	ни было	4	5
636	и сама	1	5
637	изобилия и	1	5
638	же как	3	5
639	для его	1	5
640	совсем не	2	5
641	всех других	1	5
642	независимо от	5	5
643	и этот	1	5
644	говорить в	1	5
645	почти не	2	5
646	ведь он	1	5
647	и из	2	5
648	от их	1	5
649	так называемый	1	5
650	времени не	1	5
651	своего отца	1	5
652	не является	2	5
653	автора и	1	5
654	убеждение в	1	5
655	в дни	1	5
656	нем не	1	5
657	если мы	1	5
658	с нею	1	5
659	к миру	1	5
660	года и	1	5
661	всяком случае	4	5
662	к началу	1	5
663	ему в	2	5
664	многие из	3	5
665	видеть в	2	5
666	бы и	1	5
667	на пиру	1	5
668	должен был	1	5
669	места в	1	5
670	этих явлений	1	5
671	к своему	1	5
672	всего средневековья	1	5
673	по его	2	5
674	человека в	2	5
675	до настоящего	1	5
676	когда он	1	5
677	в трех	1	5
678	и только	1	5
679	не к	2	5
680	они являются	1	4
681	до него	1	4
682	и гете	1	4
683	его от	1	4
684	к этой	1	4
685	в действительности	4	4
686	предисловии к	1	4
687	ни одного	2	4
688	которого они	1	4
689	ее как	1	4
690	в контексте	1	4
691	что даже	1	4
692	о его	5	4
693	время и	3	4
694	внимание на	1	4
695	в латинской	1	4
696	ее от	1	4
697	можно судить	4	4
698	эти три	1	4
699	о которых	6	4
700	в каждом	2	4
701	что во	1	4
702	над ним	1	4
703	как один	1	4
704	он еще	1	4
705	не раз	3	4
706	них не	1	4
707	что только	1	4
708	время он	1	4
709	бы ни	1	4
710	не случайно	1	4
711	чтобы не	1	4
712	них в	1	4
713	в самый	1	4
714	если в	3	4
715	также что	2	4
716	этот же	1	4
717	то на	1	4
718	самим собой	1	4
719	при всех	1	4
720	не входит	1	4
721	в очень	1	4
722	женщины и	1	4
723	да еще	2	4
724	и больше	1	4
725	у других	4	4
726	сочеталась с	1	4
727	этого времени	1	4
728	это вовсе	1	4
729	только его	1	4
730	но если	4	4
731	иногда в	1	4
732	которым он	1	4
733	ее на	1	4
734	и литературной	1	4
735	имеется в	1	4
736	и внутреннее	1	4
737	в предисловии	1	4
738	одну из	2	4
739	мы узнаем	1	4
740	дошедших до	5	4
741	каждый раз	1	4
742	при всем	3	4
743	существенное место	1	4
744	к ней	2	4
745	в период	5	4
746	не осталось	1	4
747	меньше чем	2	4
748	мы и	1	4
749	не так	1	4
750	дело с	3	4
751	однако и	1	4
752	их было	2	4
753	по себе	2	4
754	в борьбе	1	4
755	на такой	1	4
756	было очень	1	4
757	стороны в	1	4
758	когда в	3	4
759	мира сего	1	4
760	г в	5	4
761	века с	1	4
762	которой он	2	4
763	в античном	2	4
764	которых мы	2	4
765	самом начале	3	4
766	который в	2	4
767	отражение в	1	4
768	чем на	2	4
769	и заставляет	1	4
770	говорит он	1	4
771	нового и	1	4
772	первая часть	1	4
773	и притом	2	4
774	именно здесь	1	4
775	также в	3	4
776	точек зрения	2	4
777	людьми и	1	4
778	же образ	1	4
779	и тем	2	4
780	на нем	2	4
781	из мира	1	4
782	за ними	1	4
783	не по	5	4
784	друг другу	2	4
785	всех сторон	1	4
786	на рубеже	1	4
787	свою жизнь	1	4
788	о которой	1	4
789	в область	1	4
790	утверждает что	1	4
791	самый характер	1	4
792	и вполне	1	4
793	в веселом	1	4
794	нельзя сказать	1	4
795	отрицательные явления	2	4
796	можно найти	2	4
797	в известном	2	4
798	отрывок из	2	4
799	из тех	1	4
800	со всех	1	4
801	ли он	1	4
802	что уже	1	4
803	значение для	1	4
804	и быта	1	4
805	заметить что	1	4
806	ее не	1	4
807	второй половине	3	4
808	это особенно	1	4
809	и всем	1	4
810	игра с	1	4
811	такое же	1	4
812	образом все	1	4
813	со своим	6	4
814	из своих	1	4
815	же не	2	4
816	литературу и	1	4
817	и слова	1	4
818	там и	1	4
819	в третьем	1	4
820	для которого	1	4
821	что эти	1	4
822	изображается в	1	4
823	в обычае	1	4
824	что касается	5	4
825	было еще	1	4
826	говоря о	1	4
827	из своей	2	4
828	что из	3	4
829	у нее	2	4
830	на это	3	4
831	золотого века	5	4
832	здесь во	1	4
833	свидетельствуют о	1	4
834	развития и	1	3
835	в которую	1	3
836	него в	1	3
837	переходит к	2	3
838	на которых	1	3
839	как об	1	3
840	или на	2	3
841	и другим	1	3
842	похож на	1	3
843	после обеда	1	3
844	по своим	1	3
845	людей с	1	3
846	и питьем	1	3
847	я вижу	1	3
848	источником для	2	3
849	себе все	1	3
850	больше всего	2	3
851	платона и	1	3
852	у самого	1	3
853	не всегда	2	3
854	углом зрения	1	3
855	искусстве и	1	3
856	у своего	1	3
857	и формы	2	3
858	они должны	1	3
859	сущности и	1	3
860	что именно	3	3
861	тем как	2	3
862	образом на	1	3
863	ближе к	1	3
864	бы то	4	3
865	конца в	1	3
866	на войну	2	3
867	которого он	1	3
868	после этого	3	3
869	это слово	4	3
870	в следующем	4	3
871	а с	1	3
872	пародией на	3	3
873	будто бы	2	3
874	всем что	1	3
875	о смерти	1	3
876	тому что	4	3
877	ясно что	9	3
878	в устах	1	3
879	время как	6	3
880	и произведения	1	3
881	века к	1	3
882	вошли в	1	3
883	и мир	2	3
884	выступает в	1	3
885	его творчестве	2	3
886	эти слова	1	3
887	и весьма	1	3
888	в городе	2	3
889	доходит до	1	3
890	вот в	1	3
891	должны были	9	3
892	бы к	1	3
893	могла бы	2	3
894	как человек	1	3
895	подойти к	1	3
896	в последнем	1	3
897	его современники	1	3
898	его из	1	3
899	которые он	3	3
900	не находим	1	3
901	европейской культуры	2	3
902	видели как	1	3
903	и создает	1	3
904	еще во	1	3
905	организующим началом	1	3
906	как вы	1	3
907	от своего	1	3
908	самому существу	1	3
909	на столе	1	3
910	и начало	1	3
911	и хотя	4	3
912	приводит к	1	3
913	от всей	1	3
914	в каком	1	3
915	дошедшие до	1	3
916	играли в	2	3
917	это только	1	3
918	после смерти	6	3
919	занимает в	1	3
920	и наиболее	1	3
921	чем не	1	3
922	к людям	2	3
923	было и	1	3
924	вопрос об	1	3
925	к первому	1	3
926	веке нашей	1	3
927	на две	3	3
928	из первых	1	3
929	а уж	1	3
930	и после	3	3
931	у вас	1	3
932	мудрость в	1	3
933	персонажей в	1	3
934	всегда можно	1	3
935	то ни	4	3
936	к году	2	3
937	обвиняет в	1	3
938	действительности в	1	3
939	i в	1	3
940	смысле этого	1	3
941	участие в	4	3
942	когда же	5	3
943	и новых	1	3
944	в сферу	1	3
945	со своей	3	3
946	в каждой	1	3
947	этих двух	1	3
948	к одному	1	3
949	не укладывается	1	3
950	он чувствует	1	3
951	но при	1	3
952	разной степени	1	3
953	этого рода	2	3
954	г и	8	3
955	либо как	2	3
956	вперед по	1	3
957	же это	1	3
958	само собой	2	3
959	природой и	1	3
960	места и	1	3
961	становится возможным	1	3
962	иначе чем	1	3
963	народа это	1	3
964	он собирается	1	3
965	века мы	1	3
966	в одно	1	3
967	не что	1	3
968	в художественном	1	3
969	во внешнем	1	3
970	то это	3	3
971	между двумя	1	3
972	между отдельными	1	3
973	что люди	1	3
974	победы над	1	3
975	в iv	7	3
976	в глаза	1	3
977	всегда и	1	3
978	быть в	1	3
979	захватывает и	1	3
980	же она	2	3
981	те и	1	3
982	недоверие к	1	3
983	человеку и	2	3
984	него не	1	3
985	войны и	7	3
986	наряду с	7	3
987	на античных	1	3
988	что иное	1	3
989	к человеку	2	3
990	к природе	1	3
991	далеко за	1	3
992	в тот	1	3
993	конце xv	1	3
994	в страну	1	3
995	в храме	1	3
996	в разной	2	3
997	не о	1	3
998	что его	1	3
999	самых замечательных	1	3
1000	указывает что	2	3
1001	все границы	1	3
1002	на площадях	1	3
1003	века были	1	3
1004	именно с	1	3
1005	что их	1	3
1006	чтобы его	1	3
1007	времени а	2	3
1008	права на	1	3
1009	именно потому	2	3
1010	его творчества	4	3
1011	явления в	1	3
1012	действующих лиц	8	3
1013	год и	1	3
1014	себя на	1	3
1015	этом смысле	2	3
1016	они могут	1	3
1017	ни одной	3	3
1018	как от	1	3
1019	едой и	1	3
1020	в силу	4	3
1021	при дворе	1	3
1022	за ним	2	3
1023	по форме	1	3
1024	на празднике	1	3
1025	известно что	4	3
1026	к одной	1	3
1027	в большом	2	3
1028	он действует	1	3
1029	из того	2	3
1030	разного рода	1	3
1031	это касается	1	3
1032	целом ряде	1	3
1033	собой и	2	3
1034	с ней	1	3
1035	v в	27	3
1036	к их	2	3
1037	вы думаете	1	3
1038	после первого	1	3
1039	них он	1	3
1040	именно поэтому	1	3
1041	человеческой натуры	1	3
1042	со стороны	3	3
1043	друг от	2	3
1044	как целое	1	3
1045	и тогда	1	3
1046	и находит	1	3
1047	женщины в	2	3
1048	не знаем	1	3
1049	его для	1	3
1050	всего к	1	3
1051	войны в	4	3
1052	стороны он	1	3
1053	жизни но	1	3
1054	на три	1	3
1055	не для	1	3
1056	в комических	1	3
1057	от друга	2	3
1058	указывает на	2	3
1059	этой цели	3	3
1060	является не	2	3
1061	еще к	1	3
1062	в уже	4	3
1063	сказать и	1	3
1064	они так	1	3
1065	у народа	1	3
1066	и детей	1	3
1067	от земли	1	3
1068	не дали	2	3
1069	по всей	1	3
1070	найдем в	1	3
1071	на уровне	1	3
1072	бы он	1	3
1073	все более	4	3
1074	для характеристики	3	3
1075	не удалось	5	3
1076	из которой	2	3
1077	иное как	1	3
1078	и уже	2	3
1079	с которыми	1	2
1080	остается почти	1	2
1081	в настоящем	2	2
1082	находясь в	1	2
1083	в последних	3	2
1084	отношениях к	1	2
1085	в нашу	1	2
1086	только за	1	2
1087	плане в	1	2
1088	своего сына	1	2
1089	чтобы в	1	2
1090	сил и	1	2
1091	года в	1	2
1092	более широкие	1	2
1093	работы в	1	2
1094	любовных делах	1	2
1095	первой половине	2	2
1096	лица в	1	2
1097	из четырех	2	2
1098	с последующим	1	2
1099	к земле	1	2
1100	пример такого	1	2
1101	не имели	1	2
1102	нашу задачу	1	2
1103	и иногда	1	2
1104	в жизнь	2	2
1105	в бытовом	1	2
1106	и оказывается	1	2
1107	все к	1	2
1108	за исключением	3	2
1109	этого последнего	1	2
1110	только как	1	2
1111	за маской	1	2
1112	почти за	1	2
1113	не давали	1	2
1114	из себя	1	2
1115	должна была	3	2
1116	в маске	2	2
1117	всего как	1	2
1118	за собой	3	2
1119	любовь к	1	2
1120	было сказано	1	2
1121	людей так	1	2
1122	и новая	2	2
1123	эти факты	1	2
1124	из наиболее	2	2
1125	другой пример	1	2
1126	имен названий	1	2
1127	нам право	1	2
1128	на сцене	5	2
1129	в vii	4	2
1130	коем случае	1	2
1131	о браке	1	2
1132	и богатство	4	2
1133	на вопрос	1	2
1134	первого из	1	2
1135	наиболее ярких	2	2
1136	культуры на	1	2
1137	затем по	1	2
1138	как по	2	2
1139	с двумя	1	2
1140	более поздние	2	2
1141	для развития	1	2
1142	авторов в	1	2
1143	по времени	1	2
1144	во главе	1	2
1145	слишком много	1	2
1146	и являются	1	2
1147	средство для	1	2
1148	основные источники	1	2
1149	в двух	6	2
1150	свою силу	1	2
1151	и улицах	1	2
1152	если оно	1	2
1153	не дошло	1	2
1154	комедии и	7	2
1155	рассказывает как	1	2
1156	три раза	1	2
1157	на чем	2	2
1158	были по-видимому	1	2
1159	и является	1	2
1160	чем больше	1	2
1161	время когда	2	2
1162	пародии в	2	2
1163	где в	1	2
1164	была не	1	2
1165	была уже	2	2
1166	под видом	3	2
1167	для той	1	2
1168	все остальное	1	2
1169	античного мира	2	2
1170	месте с	1	2
1171	самую сущность	1	2
1172	понять что	1	2
1173	к сожалению	2	2
1174	при жизни	2	2
1175	самое слово	1	2
1176	вопросы о	1	2
1177	с тремя	1	2
1178	представляется возможным	1	2
1179	с такой	2	2
1180	теперь в	2	2
1181	на те	2	2
1182	освободиться от	1	2
1183	источники в	1	2
1184	уже знаем	1	2
1185	сам по	1	2
1186	хотя в	1	2
1187	или к	2	2
1188	его образ	1	2
1189	такого же	1	2
1190	что нет	1	2
1191	для постановки	2	2
1192	предполагать что	1	2
1193	сцены и	1	2
1194	так называемая	1	2
1195	нет в	1	2
1196	свое завершение	1	2
1197	выступает как	1	2
1198	к той	1	2
1199	почти каждая	1	2
1200	первых десятилетий	1	2
1201	бросается в	1	2
1202	но у	1	2
1203	поводом для	2	2
1204	поэтому когда	1	2
1205	фрагмент из	4	2
1206	и поэтому	2	2
1207	они играли	1	2
1208	в ход	1	2
1209	можем судить	2	2
1210	только один	2	2
1211	ближе всего	1	2
1212	и дидро	1	2
1213	в любовных	2	2
1214	например на	1	2
1215	вот этот	1	2
1216	на которые	3	2
1217	элемента в	1	2
1218	время этой	1	2
1219	в споре	2	2
1220	связанного с	1	2
1221	и противоречиво	1	2
1222	в самую	1	2
1223	сложнее и	1	2
1224	ли можно	3	2
1225	и новой	4	2
1226	видят в	1	2
1227	культурной жизни	1	2
1228	ряд моментов	1	2
1229	и целых	1	2
1230	своего соседа	1	2
1231	внешнее и	1	2
1232	в самих	1	2
1233	человеческую жизнь	1	2
1234	вокруг которого	1	2
1235	которому он	1	2
1236	высоких материях	1	2
1237	именно к	1	2
1238	вкладывает в	1	2
1239	что одна	1	2
1240	одна и	1	2
1241	не без	1	2
1242	имеет значения	1	2
1243	в первую	5	2
1244	однако не	2	2
1245	что ни	1	2
1246	теми же	1	2
1247	в сопровождении	1	2
1248	три основных	1	2
1249	и утопическим	1	2
1250	временем с	2	2
1251	в стороне	1	2
1252	бы быть	1	2
1253	является по	1	2
1254	долгое время	1	2
1255	главным источником	2	2
1256	и я	2	2
1257	было именно	1	2
1258	более широкое	1	2
1259	и глубиной	1	2
1260	этих элементов	1	2
1261	и таким	2	2
1262	популярных в	1	2
1263	не все	2	2
1264	основе его	1	2
1265	выше и	1	2
1266	завершение в	1	2
1267	его произведениях	1	2
1268	а его	1	2
1269	привести еще	1	2
1270	достаточно назвать	2	2
1271	получили в	2	2
1272	в самых	1	2
1273	изображен в	3	2
1274	материал для	2	2
1275	части и	1	2
1276	говорить не	1	2
1277	у того	1	2
1278	в античности	1	2
1279	не с	1	2
1280	же что	1	2
1281	встреча с	1	2
1282	к которой	1	2
1283	гете и	1	2
1284	в дело	1	2
1285	но ни	1	2
1286	и своим	1	2
1287	таких же	1	2
1288	может показаться	1	2
1289	действительно не	1	2
1290	из семи	1	2
1291	же дело	1	2
1292	очень интересный	1	2
1293	может и	1	2
1294	в так	2	2
1295	если она	1	2
1296	становится в	3	2
1297	больше того	4	2
1298	поэтому мы	2	2
1299	человек может	1	2
1300	всего это	1	2
1301	случае в	1	2
1302	ее основных	1	2
1303	их из	1	2
1304	к числу	2	2
1305	намека на	1	2
1306	пиршественного стола	1	2
1307	одному из	2	2
1308	не являются	2	2
1309	в какой	2	2
1310	то ли	2	2
1311	а и	1	2
1312	то теперь	1	2
1313	в рамки	1	2
1314	на сцену	3	2
1315	в традиционных	2	2
1316	на свой	1	2
1317	в v	7	2
1318	его обычно	1	2
1319	большую часть	1	2
1320	времени к	1	2
