N	2gram	Bakhtin_Fr	Vvedenie
292	что уже	1	3
293	в известной	5	3
294	понять что	1	3
295	смысле как	1	3
296	мы видели	11	3
297	к нему	5	3
298	никогда не	6	3
299	ближе к	1	2
300	во всем	1	2
301	так и	14	2
302	должна была	1	2
303	и другие	5	2
304	что они	3	2
305	во втором	3	2
306	этому времени	1	2
307	на языке	3	2
308	нами не	1	2
309	на протяжении	2	2
310	после того	1	2
311	ни с	2	2
312	и сейчас	2	2
313	определяет как	1	2
314	первом случае	3	2
315	в подлиннике	1	2
316	собой в	1	2
317	должна быть	1	2
318	мы не	6	2
319	с полной	3	2
320	время в	1	2
321	народов но	1	2
322	другого рода	1	2
323	момента в	2	2
324	смысле и	1	2
325	несмотря на	3	2
326	из того	1	2
327	это уже	1	2
328	он и	6	2
329	и из	1	2
330	мысли и	6	2
331	труда и	3	2
332	истории в	1	2
333	а затем	7	2
334	не исчерпывается	1	2
335	о которой	1	2
336	себя в	1	2
337	для них	2	2
338	не столько	5	2
339	у нас	3	2
340	самое что	1	2
341	из числа	1	2
342	времени все	1	2
343	в формах	1	2
344	по времени	1	2
345	к самой	1	2
346	говорит он	1	2
347	в своих	1	2
348	не было	3	2
349	что нет	1	2
350	воплощенное в	1	2
351	ее от	1	2
352	и с	18	2
353	наших дней	1	2
354	по их	1	2
355	каким образом	1	2
356	исторической действительности	1	2
357	которое в	1	2
358	значение в	1	2
359	языков и	2	2
360	по существу	4	2
361	и всего	1	2
362	жизни и	11	2
363	например в	6	2
364	до наших	1	2
365	тому что	1	2
366	в ряде	4	2
367	случае не	1	2
368	в наиболее	3	2
369	эта традиция	1	2
370	и без	3	2
371	в связи	5	2
372	целое и	1	2
373	подобно тому	2	2
374	в соответствии	1	2
375	первый из	2	2
376	рядом с	6	2
377	и так	1	2
378	другом месте	3	2
379	есть только	1	2
380	следовательно и	2	2
381	к своему	2	2
382	и при	2	2
383	и со	1	2
384	языка но	2	2
385	по его	1	2
386	об особом	1	2
387	о которых	1	2
388	но уже	1	2
389	со словом	2	2
390	как только	1	2
391	могло бы	1	2
392	и те	1	2
393	казалось бы	2	2
394	которые были	2	2
395	в дальнейшем	2	2
396	сложнее чем	1	2
397	во всех	20	2
398	этих двух	1	2
399	и чем	1	2
400	при всей	1	2
401	и потому	1	2
402	ними и	1	2
403	но как	1	2
404	мы можем	5	2
405	а с	1	2
406	не существует	1	2
407	не могли	1	2
408	на свои	1	2
409	этой традиции	6	2
410	не считал	1	2
411	и литературы	1	2
412	мы уже	13	2
413	ничего не	5	2
414	в языке	1	2
415	в свою	1	2
416	тому как	2	2
417	в разной	1	2
418	из его	2	2
419	в этот	3	2
420	уже знаем	1	2
421	значительной мере	1	2
422	у них	2	2
423	еще раз	1	2
424	быть и	1	2
425	не мог	8	2
426	для нее	1	2
427	из таких	1	2
428	именно на	3	2
429	исходный пункт	1	2
430	средних веков	4	2
431	но зато	1	2
432	если же	2	2
433	из него	1	2
434	чем больше	1	2
435	в тех	1	2
436	в форме	2	2
437	вообще в	1	2
438	и до	3	2
439	нечто что	1	2
440	свое значение	2	2
441	в обоих	1	2
442	литературы и	3	2
443	свою очередь	1	2
444	она была	1	2
445	не бывает	1	2
446	чем они	1	2
447	одной и	1	2
448	известной мере	5	2
449	искусства и	1	2
450	что здесь	3	2
451	одно и	1	2
452	соответствии с	2	2
453	но вместе	1	2
454	отсюда и	1	2
455	мог бы	1	2
456	не похожи	1	2
457	и др	11	2
458	значение и	3	2
459	одного и	1	2
460	в основу	2	2
461	них не	1	2
462	был в	3	2
463	все время	3	2
464	том же	3	2
465	тем более	3	2
466	с помощью	6	2
467	чаще всего	1	2
468	всего к	1	2
469	что именно	1	2
470	на то	2	2
471	только после	1	2
472	историю и	2	2
473	его к	1	2
474	же это	1	2
475	это в	3	2
476	на котором	2	2
477	надо было	1	2
478	этого слова	1	2
479	но это	10	2
480	конце концов	1	2
481	которого мы	1	2
482	большей степени	1	2
483	бы в	5	2
484	философской мысли	1	2
485	только о	2	2
486	котором он	1	2
487	видящая в	1	1
488	одном отношении	1	1
489	на время	5	1
490	характера как	1	1
491	понять и	1	1
492	материал в	1	1
493	русской истории	1	1
494	он очень	1	1
495	было на	1	1
496	то в	3	1
497	дает нам	2	1
498	только тогда	1	1
499	утверждать что	1	1
500	связи и	1	1
501	на других	1	1
502	без особых	1	1
503	все что	3	1
504	становится возможным	2	1
505	мы видим	6	1
506	историческая действительность	1	1
507	в возможности	1	1
508	и прямо	1	1
509	для нашего	1	1
510	книгу о	1	1
511	народов в	1	1
512	ни та	1	1
513	та же	2	1
514	и содержания	1	1
515	степени в	1	1
516	мышления и	1	1
517	она и	2	1
518	его нельзя	1	1
519	том насколько	1	1
520	писать о	1	1
521	и очень	1	1
522	а наоборот	1	1
523	народа в	2	1
524	от его	4	1
525	они не	5	1
526	различие между	1	1
527	по тому	2	1
528	похожи на	1	1
529	жить в	1	1
530	также что	1	1
531	известно что	1	1
532	чтобы быть	1	1
533	современной исторической	1	1
534	на язык	1	1
535	прямо говорит	1	1
536	своему содержанию	1	1
537	роль и	2	1
538	его из	1	1
539	к одной	2	1
540	жизни а	1	1
541	им как	1	1
542	нужно было	1	1
543	которая в	2	1
544	время и	2	1
545	вкладывает в	1	1
546	что каждый	1	1
547	и особые	1	1
548	как к	2	1
549	он только	1	1
550	чем на	2	1
551	том числе	6	1
552	но еще	1	1
553	смысла этих	1	1
554	в особых	1	1
555	оно было	2	1
556	могли не	1	1
557	себе целью	1	1
558	мы знаем	1	1
559	отношения к	1	1
560	здесь нужно	1	1
561	его содержание	1	1
562	еще более	1	1
563	именно для	1	1
564	традиции это	1	1
565	формы но	1	1
566	и основной	1	1
567	новое и	1	1
568	для него	4	1
569	ему надо	1	1
570	бы на	1	1
571	или иными	1	1
572	по двум	1	1
573	с ним	6	1
574	особенности этого	1	1
575	дан в	2	1
576	кроме того	11	1
577	что при	1	1
578	было не	1	1
579	которого он	1	1
580	по адресу	2	1
581	одном и	1	1
582	в литературе	4	1
583	от времени	1	1
584	ее в	1	1
585	и говорить	1	1
586	и нужно	1	1
587	и за	2	1
588	что самая	2	1
589	и этим	2	1
590	видеть в	1	1
591	интерес к	1	1
592	здесь следовательно	1	1
593	и о	8	1
594	то мы	1	1
595	ранее не	1	1
596	склонность к	1	1
597	самом же	4	1
598	на самом	8	1
599	на одной	1	1
600	здесь в	9	1
601	языках и	1	1
602	на которой	1	1
603	мог не	1	1
604	приходит к	1	1
605	все прочие	1	1
606	века но	1	1
607	как своего	1	1
608	у него	4	1
609	не на	1	1
610	мы находим	5	1
611	различия между	1	1
612	в латинской	3	1
613	раз в	2	1
614	его время	1	1
615	совершенно ясно	1	1
616	тем больше	1	1
617	др в	2	1
618	всего сказанного	2	1
619	что все	4	1
620	этим объясняется	1	1
621	о судьбах	1	1
622	как они	4	1
623	ко второму	1	1
624	и соответствующими	1	1
625	чтобы в	1	1
626	есть нечто	2	1
627	если не	1	1
628	он определяет	1	1
629	более или	2	1
630	особой точки	1	1
631	нам в	2	1
632	в духе	4	1
633	но на	3	1
634	все то	6	1
635	но он	5	1
636	в ближайшем	1	1
637	реальной действительности	1	1
638	или в	3	1
639	отрицание не	1	1
640	из важнейших	2	1
641	моментов но	1	1
642	только за	1	1
643	и можно	1	1
644	г таким	1	1
645	жизнь в	1	1
646	существует как	1	1
647	могло не	2	1
648	сходство и	1	1
649	всех его	1	1
650	слова но	2	1
651	в идее	1	1
652	становления и	2	1
653	что у	2	1
654	в россии	1	1
655	с другими	3	1
656	и судьбы	2	1
657	теперь мы	1	1
658	и все	18	1
659	будет отвечать	1	1
660	на данный	1	1
661	из самых	3	1
662	еще в	3	1
663	с них	1	1
664	есть в	5	1
665	направленности на	1	1
666	в эпоху	17	1
667	нет он	1	1
668	и эта	2	1
669	этого выражения	1	1
670	здесь об	1	1
671	второму из	1	1
672	дело здесь	3	1
673	о жизни	1	1
674	к государственной	1	1
675	и будет	1	1
676	значения и	2	1
677	в таком	2	1
678	это выражение	1	1
679	говорить в	3	1
680	судить о	2	1
681	качестве источника	1	1
682	очень много	1	1
683	в жизни	4	1
684	понимать как	1	1
685	в числе	1	1
686	можно назвать	1	1
687	заметить что	2	1
688	не остается	4	1
689	в стороне	1	1
690	о теории	1	1
691	теми или	1	1
692	и по-видимому	1	1
693	и методов	1	1
694	литературе и	1	1
695	правда в	3	1
696	могут даже	1	1
697	состоит из	2	1
698	одном случае	1	1
699	встречается в	1	1
700	с ними	1	1
701	есть тот	1	1
702	самой действительности	1	1
703	что по	3	1
704	духа в	2	1
705	что одним	1	1
706	поэтому его	1	1
707	далеко не	6	1
708	обоих случаях	1	1
709	между прочим	1	1
710	его представители	1	1
711	целое как	1	1
712	в одно	2	1
713	времени как	1	1
714	на эту	3	1
715	имеется в	2	1
716	в явление	1	1
717	не от	1	1
718	народа и	2	1
719	правда не	1	1
720	была и	1	1
721	изобразительных искусствах	1	1
722	как ее	2	1
723	таких выражений	1	1
724	второй части	1	1
725	особенности в	2	1
726	в новой	1	1
727	после всего	2	1
728	любви и	1	1
729	в новом	3	1
730	слово в	1	1
731	больше всего	1	1
732	в свете	3	1
733	том как	2	1
734	это было	4	1
735	этот образ	5	1
736	в итоге	1	1
737	которого не	1	1
738	на его	2	1
739	и этих	1	1
740	он по	2	1
741	в сторону	2	1
742	которая не	2	1
743	прочих своих	1	1
744	от целого	2	1
745	не его	1	1
746	тому же	5	1
747	в лучшем	1	1
748	к концу	2	1
749	в эту	2	1
750	это тоже	1	1
751	на особую	1	1
752	говорит об	1	1
753	или менее	2	1
754	и у	7	1
755	через которую	1	1
756	в одной	3	1
757	и полностью	1	1
758	включая и	1	1
759	руки и	1	1
760	связано с	3	1
761	по поводу	5	1
762	тут нет	1	1
763	на них	2	1
764	высокой ступени	1	1
765	непосредственно и	1	1
766	жизнь и	5	1
767	чтобы сделать	1	1
768	произведение в	2	1
769	не была	1	1
770	и основные	1	1
771	в природе	1	1
772	тому кто	1	1
773	права и	3	1
774	говорится о	1	1
775	поэтому при	1	1
776	перестает быть	3	1
777	нуждаются в	1	1
778	какого рода	1	1
779	здесь как	4	1
780	ко всему	3	1
781	это и	10	1
782	и тех	1	1
783	его и	2	1
784	он вовсе	1	1
785	не самый	1	1
786	материалом для	1	1
787	человека в	1	1
788	с позиций	1	1
789	целое в	1	1
790	в уста	2	1
791	это конечно	4	1
792	чтобы его	2	1
793	факта что	1	1
794	в полной	1	1
795	затем у	1	1
796	не принадлежит	1	1
797	разные по	1	1
798	имеют в	1	1
799	настолько тесно	1	1
800	темы и	1	1
801	и более	1	1
802	это были	1	1
803	жизни для	1	1
804	с самого	3	1
805	и самые	1	1
806	существенное в	1	1
807	в действительности	1	1
808	видеть и	1	1
809	и такие	1	1
810	и социального	1	1
811	что этот	1	1
812	на части	10	1
813	который был	1	1
814	и всеми	1	1
815	и внутренне	2	1
816	такие же	1	1
817	значительное место	1	1
818	когда человечество	1	1
819	смешным и	1	1
820	которыми он	1	1
821	к слову	1	1
822	сущности лишь	1	1
823	направлено на	1	1
824	тех же	1	1
825	дошедшие до	1	1
826	эта связь	4	1
827	каждом из	1	1
828	например у	1	1
829	того они	1	1
830	этот традиционный	1	1
831	средние века	2	1
832	нельзя было	2	1
833	у платона	1	1
834	превращается в	5	1
835	это как	1	1
836	ней есть	1	1
837	всегда связана	1	1
838	не чувствует	1	1
839	в самых	1	1
840	другими словами	3	1
841	связь и	1	1
842	первая половина	1	1
843	органическое целое	1	1
844	мы его	1	1
845	так сказать	2	1
846	и воспринимать	1	1
847	сюда входит	1	1
848	наконец в	1	1
849	характера то	1	1
850	не должен	1	1
851	создавалась атмосфера	1	1
852	может исчезнуть	1	1
853	не дает	2	1
854	во всей	1	1
855	это то	1	1
856	заключено в	1	1
857	истории но	1	1
858	не должно	1	1
859	как может	1	1
860	не по	1	1
861	же между	1	1
862	и должна	1	1
863	она прежде	1	1
864	самое существенное	1	1
865	но здесь	3	1
866	которое здесь	1	1
867	прямо как	1	1
868	в необходимости	3	1
869	конечно и	4	1
870	более древних	1	1
871	в себя	6	1
872	из себя	1	1
873	что совершенно	1	1
874	у того	1	1
875	и т.п	31	1
876	в руках	1	1
877	истории а	1	1
878	лучшем случае	1	1
879	в которой	1	1
880	именно потому	1	1
881	лишь в	3	1
882	бы только	1	1
883	не будет	2	1
884	нечего и	1	1
885	между двумя	1	1
886	только один	1	1
887	то все	1	1
888	в какой-то	2	1
889	своего времени	3	1
890	не могло	3	1
891	представлением о	2	1
892	между отдельными	2	1
893	дошедших до	1	1
894	них были	1	1
895	нужно сказать	4	1
896	и важное	1	1
897	самая материя	1	1
898	не приходится	1	1
899	и та	2	1
900	есть ли	1	1
901	и является	1	1
902	втором случае	3	1
903	новую линию	1	1
904	и тот	2	1
905	за пределы	4	1
906	и была	1	1
907	есть такие	1	1
908	ее с	1	1
909	в учении	1	1
910	чтобы убедиться	1	1
911	содержание но	1	1
912	значительной степени	1	1
913	только то	1	1
914	то как	1	1
915	превратить его	1	1
916	общественной жизни	1	1
917	рассуждение о	1	1
918	та которая	1	1
919	их для	1	1
920	и всегда	1	1
921	и способы	1	1
922	человека и	1	1
923	самого начала	3	1
924	и речи	2	1
925	как один	1	1
926	для которой	1	1
927	в обстановке	1	1
928	должны были	1	1
929	мы здесь	1	1
930	и часто	1	1
931	была уже	1	1
932	нем есть	2	1
933	он представляет	1	1
934	и границы	1	1
935	это единство	1	1
936	одна за	1	1
937	себе должно	1	1
938	искусстве и	2	1
939	потому и	1	1
940	основываясь на	1	1
941	но теперь	1	1
942	могло быть	1	1
943	о таких	2	1
944	платона и	1	1
945	разной степени	1	1
946	своему характеру	1	1
947	ни одной	1	1
948	в средние	2	1
949	их непосредственной	1	1
950	веков в	1	1
951	ведь это	3	1
952	он в	4	1
953	источники в	1	1
954	нет и	4	1
955	место в	3	1
956	к ним	2	1
957	что всякий	1	1
958	объединяются в	1	1
959	человечества и	1	1
960	ее не	1	1
961	общего с	1	1
962	и своим	1	1
963	если мы	3	1
964	без всякого	1	1
965	в ходе	1	1
966	они принадлежат	1	1
967	подход к	1	1
968	условия для	1	1
969	или с	1	1
970	от собственно	1	1
971	выражения в	1	1
972	приводят к	1	1
973	того времени	1	1
974	формы в	1	1
975	точку зрения	3	1
976	которое мы	1	1
977	к которому	1	1
978	этих трех	1	1
979	на отдельные	1	1
980	связь в	1	1
981	зрения на	5	1
982	история есть	1	1
983	автору это	1	1
984	действительно не	1	1
985	и от	6	1
986	из существенных	1	1
987	того имеют	1	1
988	но вообще	1	1
989	культуры он	1	1
990	без того	1	1
991	она во	1	1
992	каких обстоятельствах	1	1
993	образом в	4	1
994	тенденцию к	1	1
995	понимает как	1	1
996	а уж	1	1
997	в атмосфере	12	1
998	нем не	4	1
999	момент в	2	1
1000	и прежде	4	1
1001	значило бы	1	1
1002	совсем другое	1	1
1003	это прежде	1	1
1004	этот последний	1	1
1005	включает в	2	1
1006	он был	8	1
1007	обращенной к	1	1
1008	при каких	1	1
1009	мира в	1	1
1010	сохранять свое	1	1
1011	были в	3	1
1012	внутреннее противоречие	2	1
1013	войны в	1	1
1014	эпоху возрождения	1	1
1015	живым и	1	1
1016	во франции	6	1
1017	идут в	1	1
1018	месте в	1	1
1019	этой системе	1	1
1020	вполне понятным	1	1
1021	котором мы	1	1
1022	к этим	1	1
1023	во время	15	1
1024	ведь и	3	1
1025	в так	1	1
1026	и совершается	1	1
1027	для этой	2	1
1028	в системе	2	1
1029	а главное	2	1
1030	есть система	1	1
1031	можно с	1	1
1032	других языках	1	1
1033	меньшей степени	2	1
1034	чтобы не	2	1
1035	именно это	2	1
1036	в мировоззрении	1	1
1037	в самой	8	1
1038	традиции как	2	1
1039	уже более	2	1
1040	его современников	1	1
1041	и особенно	1	1
1042	и становится	1	1
1043	тот же	4	1
1044	с реальным	1	1
1045	что на	3	1
1046	почти не	2	1
1047	эту тему	2	1
1048	в заключение	3	1
1049	слова и	2	1
1050	на самую	1	1
1051	на некоторое	1	1
1052	в первой	5	1
1053	смысле на	1	1
1054	это особенно	1	1
1055	вся эта	1	1
1056	никак не	3	1
1057	и самый	3	1
1058	о римском	1	1
1059	до такого	1	1
1060	он действительно	1	1
1061	и том	1	1
1062	он должен	2	1
1063	более того	3	1
1064	эту задачу	1	1
1065	в специальном	1	1
