N	2gram	Berdyaev_V	VLabPisa
294	и тем	1	1
295	и счастье	1	1
296	если б	1	1
297	понимает и	2	1
298	но она	1	1
299	бы мог	1	1
300	и если	1	1
301	есть и	1	1
302	и что	3	1
303	людей это	1	1
304	а между	2	1
305	говорит что	1	1
306	было еще	2	1
307	мы хотим	4	1
308	слова с	1	1
309	в истории	8	1
310	это имеет	1	1
311	себя от	1	1
312	не случайно	1	1
313	личности и	3	1
314	этого мира	3	1
315	и идеи	1	1
316	существе своем	2	1
317	отношение к	1	1
318	ницше и	1	1
319	как мы	1	1
320	вот к	1	1
321	жизни не	1	1
322	что всякий	1	1
323	в понимании	1	1
324	что во	3	1
325	к ее	1	1
326	и во	2	1
327	что есть	5	1
328	их к	1	1
329	сущности и	1	1
330	находится в	1	1
331	уже не	2	1
332	так не	2	1
333	своей личности	1	1
334	этих черт	1	1
335	по законам	1	1
336	как возможно	1	1
337	их на	1	1
338	это в	1	1
339	но это	3	1
340	с бытием	1	1
341	к полному	1	1
342	в едином	1	1
343	так говорит	1	1
344	искусстве но	1	1
345	не был	1	1
346	что на	1	1
347	мира в	2	1
348	не к	2	1
349	этому же	1	1
350	его хотя	1	1
