N	3gram	Bakhtin_Pr	KulturaY
203	себе достаточно чтобы	1	1
204	же это за	1	1
205	в сущности все	1	1
206	то что не	1	1
207	и лишает их	1	1
208	на том же	1	1
209	если же мы	1	1
210	самого последнего времени	1	1
211	но и на	2	1
212	к своему предмету	2	1
213	в своих письмах	1	1
214	при этом совершенно	1	1
215	т е все	1	1
216	то что обычно	1	1
217	и независимо от	1	1
218	они не могут	1	1
219	идея как принцип	1	1
220	бы не было	1	1
221	во что бы	1	1
222	они уже не	3	1
223	всяком случае была	1	1
224	слово т е	1	1
225	значение рядом с	1	1
226	зависимости от них	1	1
227	рядом с этим	1	1
228	точек зрения и	3	1
229	но не только	1	1
230	здесь действительно не	1	1
231	они нуждаются в	1	1
232	конечно далеко не	1	1
233	что в самом	1	1
234	если есть в	1	1
235	свой предмет как	1	1
236	именно потому что	2	1
237	создается впечатление что	1	1
238	он живет в	1	1
239	когда он является	1	1
240	то же что	3	1
241	двух точек зрения	2	1
242	как мы видим	1	1
243	по себе еще	4	1
244	что она уже	1	1
245	лишает их всякой	2	1
246	член говорящего коллектива	1	1
247	но только в	1	1
248	как будто и	2	1
249	не о том	1	1
250	глубокое принципиальное значение	1	1
251	точки зрения ее	1	1
252	в том или	1	1
253	в его собственном	1	1
254	и никогда не	1	1
255	каждом из этих	1	1
256	они как бы	1	1
257	не только не	2	1
258	в прокрустово ложе	1	1
259	то ни было	2	1
260	так далеко что	1	1
261	то же самое	1	1
262	но что же	1	1
263	не укладывается в	1	1
264	в своей книге	1	1
265	но в этом	1	1
266	на минуту не	1	1
267	п с точки	1	1
268	и еще не	1	1
269	в самой форме	1	1
270	что он есть	2	1
271	но это не	2	1
272	в значительной степени	1	1
273	берет на себя	1	1
274	узнает себя в	1	1
275	и не может	6	1
276	в этом последнем	1	1
277	то ни стало	1	1
278	только может быть	1	1
279	между собою в	1	1
280	другой стороны эта	1	1
281	того что он	1	1
282	что в большинстве	2	1
283	и перед нами	1	1
284	те же что	1	1
285	в это слово	1	1
286	не в духе	1	1
287	по себе достаточно	1	1
288	в этих случаях	2	1
289	нужно иметь в	1	1
290	в пределах данного	1	1
291	но прежде всего	1	1
292	он культивировал и	1	1
293	так как если	1	1
294	как свой предмет	1	1
295	сводит его к	1	1
296	том и в	1	1
297	тем что в	1	1
298	прежде всего на	1	1
299	для своего времени	1	1
300	мысли и идеи	1	1
301	не столько в	1	1
302	но и в	1	1
303	хотя бы до	1	1
304	к другому и	1	1
305	не в них	1	1
306	не с точки	1	1
307	но она не	1	1
308	а не как	5	1
309	в сущности на	1	1
310	имеем в виду	1	1
311	у пушкина но	1	1
312	и не потому	1	1
313	с двух точек	1	1
314	и в поэзии	1	1
315	в себе и	2	1
316	как и в	3	1
317	в целом ряде	2	1
318	какой бы то	1	1
319	как раз тех	1	1
320	это не только	1	1
321	как впрочем и	1	1
322	что же делать	1	1
323	т е если	1	1
324	не только слово	1	1
325	несколько иное чем	1	1
326	и здесь возможны	1	1
327	бы ни было	1	1
328	все это в	1	1
329	слово без всякого	1	1
330	то время как	2	1
331	себе и не	1	1
332	самом деле это	1	1
333	как мы ее	1	1
334	на ту же	1	1
335	не было бы	1	1
336	что бы то	1	1
337	в этом его	1	1
338	в которых слово	1	1
339	одно из самых	1	1
340	а у нас	1	1
341	именно к этой	1	1
342	и в частности	1	1
343	т п с	1	1
344	новые и новые	1	1
345	дело в том	1	1
346	тому как в	1	1
347	оно должно быть	2	1
348	вопрос о возможности	1	1
349	устную речь а	1	1
350	же что и	1	1
351	нет и в	1	1
352	слово может быть	2	1
353	литературного жанра в	1	1
354	та или иная	1	1
355	кроме того и	1	1
356	его романической композиции	1	1
357	так что в	1	1
358	все эти языковые	1	1
359	есть прежде всего	1	1
360	т е уже	1	1
361	и больше всего	1	1
362	с самого начала	1	1
363	в сущности не	1	1
364	но может служить	1	1
365	они ни были	1	1
366	так чтобы она	1	1
367	за пределы одной	1	1
368	и не могут	1	1
369	выходит за пределы	1	1
370	этот основной вопрос	1	1
371	так как и	1	1
372	никогда не может	2	1
373	него должно быть	1	1
374	имеет смысл лишь	1	1
375	как мы сказали	3	1
376	и не о	1	1
377	потому что у	1	1
378	которая как раз	1	1
379	на конкретном материале	1	1
380	и до конца	2	1
381	притом не только	1	1
382	что как раз	1	1
383	то что я	1	1
384	здесь не место	2	1
385	из уст в	1	1
386	не должна быть	1	1
387	в романе чисто	1	1
388	каково бы ни	1	1
389	это прежде всего	1	1
390	в виду что	1	1
391	но и как	1	1
392	он есть и	1	1
393	уже в первом	1	1
394	остается в пределах	2	1
395	если бы он	1	1
396	до самого последнего	1	1
397	как на основную	1	1
398	в другом случае	1	1
399	к учению о	1	1
400	на первом месте	1	1
401	себя самого это	1	1
