N	2gram	Voloshinov	RusskieA
300	с одной	2	3
301	мы знаем	7	3
302	на него	1	3
303	хотя и	1	3
304	в ее	9	3
305	тому же	2	3
306	или не	1	3
307	в которой	4	3
308	большинстве случаев	7	3
309	в области	3	3
310	и это	6	3
311	сих пор	10	3
312	в русской	3	3
313	но можно	1	3
314	того в	1	3
315	к слову	1	3
316	совсем не	2	3
317	можно сделать	1	3
318	в форме	3	3
319	мы здесь	2	3
320	ней в	1	3
321	его к	4	3
322	всех этих	2	3
323	до сих	10	3
324	них в	1	3
325	то есть	2	3
326	также что	1	3
327	из которых	2	3
328	к выводу	1	3
329	сводится к	5	3
330	независимо от	3	3
331	если бы	12	3
332	в своей	5	3
333	можно назвать	2	3
334	жизни в	5	3
335	на каждом	1	3
336	и жены	1	3
337	так чтобы	1	3
338	с точки	31	3
339	и поэтому	1	3
340	тех пор	2	3
341	значение и	3	3
342	из наиболее	1	3
343	нет и	4	3
344	и во	2	3
345	на этот	3	3
346	здесь не	2	3
347	они были	1	3
348	и то	4	3
349	только по	1	3
350	однако как	1	3
351	из основных	3	3
352	это и	3	3
353	что с	1	3
354	же не	2	3
355	ее к	1	3
356	с другими	6	3
357	между собою	1	3
358	с той	1	3
359	на все	2	3
360	с себя	1	3
361	или менее	3	3
362	в одной	4	3
363	же деле	5	3
364	до тех	2	3
365	так называемой	3	3
366	быть и	9	3
367	когда он	1	3
368	есть и	1	3
369	как он	3	3
370	в большинстве	7	3
371	отношению к	9	3
372	место в	5	3
373	на то	4	3
374	и его	33	3
375	слова в	8	3
376	не к	3	3
377	мы наблюдаем	1	2
378	от него	4	2
379	исходя из	1	2
380	к этой	2	2
381	будем здесь	1	2
382	с этой	2	2
383	под ним	1	2
384	но тем	1	2
385	не как	5	2
386	далее в	1	2
387	его от	1	2
388	другой стороны	7	2
389	но что	2	2
390	по себе	5	2
391	на основании	1	2
392	в духе	2	2
393	от одного	5	2
394	ни одна	1	2
395	из нее	1	2
396	равно как	1	2
397	из всего	3	2
398	если он	2	2
399	на эту	1	2
400	собой не	1	2
401	когда в	1	2
402	и следовательно	8	2
403	сделать из	1	2
404	следующее в	1	2
405	в дальнейшем	3	2
406	было не	1	2
407	можно сказать	4	2
408	во все	2	2
409	одной стороны	2	2
410	всем этим	2	2
411	и должна	1	2
412	этой связи	4	2
413	между двумя	4	2
414	на которые	1	2
415	говорить о	2	2
416	о них	1	2
417	и когда	1	2
418	этим не	1	2
419	как оно	2	2
420	пытается объяснить	1	2
421	сказать что	7	2
422	в нашем	4	2
423	это так	2	2
424	работа в	1	2
425	в противном	2	2
426	друг с	2	2
427	к этим	3	2
428	точка зрения	8	2
429	все в	2	2
430	то кто	1	2
431	мы видим	2	2
432	и он	4	2
433	собой и	1	2
434	на которую	1	2
435	землю и	1	2
436	и всей	1	2
437	должно быть	4	2
438	этой же	1	2
439	что такое	3	2
440	выходят из	1	2
441	или иную	1	2
442	многих отношениях	1	2
443	в старом	1	2
444	там и	3	2
445	у него	2	2
446	что между	1	2
447	одним из	4	2
448	иные формы	2	2
449	быть только	1	2
450	говорить что	1	2
451	в конце	5	2
452	на тот	1	2
453	между ними	6	2
454	между прочим	1	2
455	место и	1	2
456	следовательно и	4	2
457	в двух	4	2
458	к вопросу	1	2
459	образом к	1	2
460	из одного	4	2
461	в чем	2	2
462	имеет и	1	2
463	могло бы	1	2
464	под влиянием	1	2
465	в каждом	8	2
466	о происхождении	2	2
467	мы можем	6	2
468	не означает	1	2
469	они же	1	2
470	они становятся	1	2
471	и даже	4	2
472	только с	3	2
473	не дает	4	2
474	для наших	1	2
475	ту же	2	2
476	не связанных	1	2
477	он не	5	2
478	общего не	1	2
479	и тем	4	2
480	имеет целью	1	2
481	что эта	1	2
482	и является	4	2
483	также не	1	2
484	в новое	2	2
485	равной степени	1	2
486	участвующих в	1	2
487	ту сторону	1	2
488	значение как	1	2
489	общего с	3	2
490	его как	2	2
491	друг другу	2	2
492	это приводит	1	2
493	но нет	1	2
494	в себе	5	2
495	не значит	2	2
496	с элементами	1	2
497	образом в	1	2
498	в заключение	1	2
499	в силу	1	2
500	направления в	5	2
501	те кто	1	2
502	из этого	2	2
503	значит что	1	2
504	в него	1	2
505	уходит в	1	2
506	в один	1	2
507	и особенно	2	2
508	от нее	2	2
509	не так	2	2
510	не единственная	1	2
511	это значение	2	2
512	в самый	1	2
513	где-нибудь в	1	2
514	и затем	1	2
515	с и	1	2
516	погружается в	1	2
517	в жизни	2	2
518	уже знаем	2	2
519	этого мало	1	2
520	в другой	1	2
521	о которой	1	2
522	оно не	1	2
523	все то	1	2
524	самом деле	18	2
525	их к	1	2
526	и действительно	4	2
527	значения и	4	2
528	дела и	1	2
529	будем останавливаться	1	2
530	к самым	1	2
531	и так	2	2
532	себя и	2	2
533	так называемая	4	2
534	при всех	1	2
535	нет в	2	2
536	совершенно не	6	2
537	не является	11	2
538	ясно и	1	2
539	не имеют	5	2
540	и если	2	2
541	относится к	4	2
542	ее до	1	2
543	какие же	1	2
544	быть не	2	2
545	не могло	3	2
546	целый ряд	3	2
547	он есть	1	2
548	к другому	7	2
549	за пределами	2	2
550	с его	6	2
551	подойти к	3	2
552	что есть	1	2
553	но оно	1	2
554	или просто	1	2
555	ответ на	3	2
556	в более	3	2
557	только одно	1	2
558	значение в	5	2
559	они не	2	2
560	на тех	1	2
561	и всегда	2	2
562	для него	18	2
563	этом отношении	4	2
564	состоят из	1	2
565	здесь в	5	2
566	силу и	1	2
567	однако не	3	2
568	и непосредственно	2	2
569	в другую	1	2
570	дело в	1	2
571	это еще	1	2
572	виду что	1	2
573	чтобы быть	1	2
574	очень много	1	2
575	в ряде	1	2
576	в равной	1	2
577	случае не	1	2
578	и без	1	2
579	этой цели	1	2
580	что им	1	2
581	увидим не	1	2
582	с другом	2	2
583	свет на	1	2
584	должен быть	2	2
585	особенно в	1	2
586	и вообще	3	2
587	тем более	3	2
588	чтобы сделать	1	2
589	что эти	1	2
590	а как	7	2
591	и притом	1	2
592	же к	1	2
593	само собой	1	2
594	ту или	1	2
595	другой в	1	2
596	в частности	2	2
597	в начале	7	2
598	в пределах	7	2
599	останавливаться на	1	2
600	время они	1	2
601	и всех	1	2
602	значение слова	1	2
603	отношение к	1	2
604	для обозначения	1	2
605	этом и	1	2
606	к новому	1	2
607	а через	1	2
608	в ту	1	2
609	дело здесь	1	2
610	и наконец	1	2
611	в той	6	1
612	что было	2	1
613	с которыми	1	1
614	в самом	14	1
615	имеет большое	1	1
616	вошло в	1	1
617	оно все	1	1
618	и очень	1	1
619	еще более	1	1
620	только что	2	1
621	время она	1	1
622	чем сильнее	1	1
623	в разрешении	2	1
624	совершаться в	1	1
625	выражение это	1	1
626	не живого	1	1
627	и имеет	1	1
628	более широкой	1	1
629	и другую	2	1
630	в применении	1	1
631	только этот	1	1
632	из всех	1	1
633	а совершенно	1	1
634	формы в	3	1
635	они уже	1	1
636	в нашу	3	1
637	этот момент	2	1
638	или нет	1	1
639	примыкает к	1	1
640	видов и	1	1
641	имеют ничего	1	1
642	те же	5	1
643	объяснить его	1	1
644	него в	1	1
645	не являются	1	1
646	самой проблемы	1	1
647	близки к	1	1
648	именно эти	3	1
649	по мере	6	1
650	в нижнем	1	1
651	на смену	2	1
652	приблизимся к	1	1
653	границы между	2	1
654	в предыдущей	1	1
655	или во	1	1
656	в первом	3	1
657	относится и	1	1
658	и различные	1	1
659	каким образом	1	1
660	значении и	1	1
661	форму и	3	1
662	пока это	1	1
663	мы и	1	1
664	чем их	1	1
665	от необходимости	1	1
666	ту и	2	1
667	места и	1	1
668	и должен	1	1
669	его на	1	1
670	в собственном	2	1
671	всегда в	1	1
672	нужно чтобы	1	1
673	области в	1	1
674	может дать	1	1
675	первое место	1	1
676	в иной	1	1
677	которое не	1	1
678	за ней	1	1
679	мир и	1	1
680	ней как	1	1
681	начнем с	1	1
682	нашу задачу	3	1
683	результате которых	1	1
684	и того	11	1
685	одного и	9	1
686	собою не	1	1
687	наша задача	1	1
688	в первую	1	1
689	уже давно	1	1
690	было в	1	1
691	века в	1	1
692	не могли	1	1
693	будет для	1	1
694	в объяснении	2	1
695	да все	1	1
696	применении к	1	1
697	которой он	1	1
698	сам и	1	1
699	хотя бы	8	1
700	нашего века	1	1
701	почти исключительно	2	1
702	часто в	1	1
703	другое значение	1	1
704	в другом	5	1
705	являются не	1	1
706	по традиции	1	1
707	из их	1	1
708	слово для	3	1
709	но может	1	1
710	из своего	1	1
711	наблюдения и	1	1
712	прав в	2	1
713	всего как	1	1
714	может служить	1	1
715	собственно не	1	1
716	на пути	1	1
717	самый факт	1	1
718	понимание всякого	1	1
719	а между	1	1
720	превращается в	2	1
721	значительной степени	3	1
722	или точнее	2	1
723	добро и	2	1
724	труды его	1	1
725	привела к	2	1
726	характер или	1	1
727	здесь имеется	1	1
728	отметить что	1	1
729	той которая	1	1
730	характерной для	2	1
731	всего этого	1	1
732	но этот	1	1
733	не приходится	3	1
734	дело и	1	1
735	ни одного	1	1
736	и мышления	1	1
737	связи которые	1	1
738	они состоят	1	1
739	которого они	1	1
740	жизни как	1	1
741	него не	2	1
742	затем в	1	1
743	по которым	2	1
744	этот вывод	1	1
745	а только	2	1
746	же они	2	1
747	новое время	1	1
748	такая же	2	1
749	к которому	1	1
750	можно понимать	1	1
751	как от	3	1
752	все время	1	1
753	отсюда возникает	1	1
754	она может	3	1
755	следует еще	1	1
756	того же	11	1
757	широкой и	1	1
758	но там	1	1
759	то о	1	1
760	такого сопоставления	1	1
761	но весь	1	1
762	что обычно	1	1
763	гораздо более	1	1
764	представить себе	1	1
765	он очень	1	1
766	на почве	14	1
767	труда и	1	1
768	значение имеет	2	1
769	него как	2	1
770	которой оно	1	1
771	по преимуществу	5	1
772	носят по	1	1
773	которое он	2	1
774	тем ярче	1	1
775	если следовательно	1	1
776	в состоянии	1	1
777	из глубин	1	1
778	из того	1	1
779	всего населения	1	1
780	случае идет	1	1
781	как нет	1	1
782	вопрос мы	3	1
783	совершается на	1	1
784	и физиологическим	1	1
785	древности и	1	1
786	о единстве	1	1
787	большинство лингвистов	1	1
788	характер носит	1	1
789	аналогии с	1	1
790	не понимают	1	1
791	и сама	2	1
792	это слово	1	1
793	и один	1	1
794	принадлежащий к	1	1
795	мировоззрения и	1	1
796	не была	1	1
797	бы к	1	1
798	и всюду	3	1
799	в результате	9	1
800	не знает	4	1
801	такое понимание	3	1
802	не о	1	1
803	прежде чем	1	1
804	изображениями или	1	1
805	что его	1	1
806	по аналогии	2	1
807	свой смысл	1	1
808	что не	4	1
809	но для	4	1
810	имеются в	1	1
811	с одним	1	1
812	что тема	1	1
813	которые еще	1	1
814	прибавить что	1	1
815	есть та	1	1
816	не есть	6	1
817	в зачаточном	1	1
818	ним не	1	1
819	рядом с	7	1
820	так сказать	19	1
821	лежит не	1	1
822	в исторической	1	1
823	и смысле	1	1
824	себе и	2	1
825	его значение	4	1
826	двух направлениях	2	1
827	и понимание	1	1
828	то эти	1	1
829	вопроса о	1	1
830	и мир	2	1
831	остается в	2	1
832	всей их	1	1
833	и руки	2	1
834	выражение в	8	1
835	вошел в	1	1
836	для его	1	1
837	тесно связаны	1	1
838	особенно на	1	1
839	приводит его	1	1
840	а следовательно	2	1
841	предполагает что	1	1
842	не нашли	2	1
843	до нас	1	1
844	мы говорили	3	1
845	все остальные	3	1
846	другой тип	1	1
847	зрения в	2	1
848	по пути	1	1
849	том где	1	1
850	уже к	2	1
851	не будет	7	1
852	здесь на	1	1
853	или совсем	1	1
854	на нем	1	1
855	мы ограничимся	2	1
856	если же	2	1
857	должны быть	4	1
858	всех других	3	1
859	через нее	1	1
860	и та	2	1
861	размаха на	1	1
862	становится на	1	1
863	не могла	2	1
864	себя на	1	1
865	и некоторое	1	1
866	большое значение	1	1
867	по своей	1	1
868	не касается	3	1
869	в нее	1	1
870	могла бы	2	1
871	между формами	1	1
872	и объясняется	1	1
873	соответствующая ей	1	1
874	вторая часть	1	1
875	выходят за	3	1
876	другие элементы	1	1
877	на который	1	1
878	и целые	1	1
879	что во	2	1
880	назвать только	1	1
881	найти в	1	1
882	форм есть	1	1
883	этом почти	1	1
884	приводят к	1	1
885	хлеб и	1	1
886	в первой	2	1
887	и есть	3	1
888	или может	2	1
889	в общем	1	1
890	необходимо чтобы	5	1
891	деле это	1	1
892	до наших	1	1
893	представление об	1	1
894	бы ни	1	1
895	слова как	9	1
896	подходили к	1	1
897	еще менее	1	1
898	легче всего	1	1
899	и чем	1	1
900	имеет свою	4	1
901	еще одно	1	1
902	которого она	1	1
903	какой же	1	1
904	пришел к	1	1
905	не оправдывается	1	1
906	и самый	2	1
907	следовательно не	3	1
908	в статье	1	1
909	можно только	2	1
910	никто из	2	1
911	встреча не	1	1
912	первую очередь	1	1
913	можно проследить	1	1
914	однако и	1	1
915	собственном смысле	2	1
916	во втором	2	1
917	образом и	1	1
918	каждому из	1	1
919	которым можно	1	1
920	группа имеет	1	1
921	переходит в	1	1
922	почти не	2	1
923	должна быть	6	1
924	которых мы	1	1
925	оно могло	1	1
926	был бы	1	1
927	еще лучше	1	1
928	каждая область	2	1
929	эти случаи	1	1
930	для себя	4	1
931	оно было	1	1
932	освободиться от	1	1
933	человек с	1	1
934	оставляют в	1	1
935	что большинство	2	1
936	совсем так	1	1
937	от общего	2	1
938	как воплощение	1	1
939	способность слова	2	1
940	ни в	7	1
941	всякой связи	2	1
942	но этого	1	1
943	это дерево	1	1
944	на заре	1	1
945	на известный	1	1
946	целом ряде	2	1
947	он тем	1	1
948	смысла в	1	1
949	него нет	1	1
950	это та	2	1
951	не могут	4	1
952	следующими словами	1	1
953	этот смысл	1	1
954	со всеми	1	1
955	поэтому формы	1	1
956	от их	2	1
957	поэтому и	1	1
958	объяснить но	1	1
959	если не	1	1
960	которое как	1	1
961	прибавить к	1	1
962	от своего	2	1
963	ни о	2	1
964	смысла и	1	1
965	из могил	1	1
966	мы остановимся	1	1
967	превращаются в	2	1
968	или наоборот	1	1
969	они связаны	1	1
970	действительности так	1	1
971	это выражение	1	1
972	теснейшим образом	1	1
973	и мог	1	1
974	к которым	3	1
975	и роль	1	1
976	как о	2	1
977	может стать	7	1
978	при более	2	1
979	быть понято	4	1
980	для каждого	3	1
981	с собою	1	1
982	состоит из	1	1
983	эта сила	1	1
984	другие однако	1	1
985	явлений и	2	1
986	можно найти	1	1
987	о котором	1	1
988	зависимости от	4	1
989	природу его	1	1
990	со стороны	2	1
991	здесь нет	2	1
992	в которые	1	1
993	не входит	1	1
994	в любой	1	1
995	тесной связи	3	1
996	человека и	1	1
997	очень ярко	1	1
998	ли они	1	1
999	еще и	2	1
1000	ни на	1	1
1001	раз все	1	1
1002	является так	1	1
1003	бы с	1	1
1004	тех форм	1	1
1005	сливается с	1	1
1006	него он	1	1
1007	что мы	1	1
1008	совершенно иной	1	1
1009	в роли	1	1
1010	совпадает с	3	1
1011	и между	5	1
1012	что самое	2	1
1013	нет даже	2	1
1014	в значительной	3	1
1015	на том	1	1
1016	неясным остается	1	1
1017	внимание на	1	1
1018	а может	1	1
1019	в борьбу	1	1
1020	как самого	1	1
1021	другой вопрос	1	1
1022	идти на	1	1
1023	в хозяйстве	1	1
1024	отношении к	8	1
1025	слова с	1	1
1026	более и	2	1
1027	ее под	1	1
1028	и существует	1	1
1029	если здесь	1	1
1030	в совершенно	2	1
1031	в истории	5	1
1032	не без	1	1
1033	при помощи	1	1
1034	себя от	2	1
1035	в каком	6	1
1036	знаем из	1	1
1037	в данной	5	1
1038	замечается и	1	1
1039	ее не	1	1
1040	тем же	4	1
1041	и служит	1	1
1042	мог бы	2	1
1043	принадлежит к	2	1
1044	которые уже	1	1
1045	их с	1	1
1046	одной из	5	1
1047	смотрят на	1	1
1048	что я	1	1
1049	и типов	1	1
1050	без внутреннего	1	1
1051	только при	4	1
1052	дня как	1	1
1053	мышления были	1	1
1054	в сознании	2	1
1055	он может	3	1
1056	трудно в	1	1
1057	здесь и	1	1
1058	мышление в	2	1
1059	то как	2	1
1060	русском языке	1	1
1061	такое уподобление	1	1
1062	стоящего на	1	1
1063	и углубленной	1	1
1064	мы еще	1	1
1065	в самой	1	1
1066	точку зрения	4	1
1067	сомнения в	1	1
1068	как раз	5	1
1069	уже с	2	1
1070	связан с	1	1
1071	форм и	5	1
1072	или к	2	1
1073	мог быть	1	1
1074	этот комплекс	2	1
1075	многих других	1	1
1076	основе своей	1	1
1077	в коем	2	1
1078	и было	1	1
1079	нему и	1	1
1080	борьба и	2	1
1081	это был	1	1
1082	рассказов и	1	1
1083	зависит от	2	1
1084	основных проблем	3	1
1085	и форма	1	1
1086	которые приводят	1	1
1087	изложение и	1	1
1088	одна и	1	1
1089	бы на	2	1
1090	в каком-нибудь	3	1
1091	из задач	1	1
1092	славяне и	1	1
1093	она будет	1	1
1094	он и	2	1
1095	в литературе	2	1
1096	о нем	1	1
1097	имеет совершенно	1	1
1098	этих слов	1	1
1099	выбор и	1	1
1100	из форм	2	1
1101	вызывают к	1	1
1102	смысле этого	7	1
1103	слова а	1	1
1104	таком случае	5	1
1105	когда же	1	1
1106	указывали что	1	1
1107	изображение двух	1	1
1108	же цели	1	1
1109	новой и	1	1
1110	наших дней	1	1
1111	и определяется	1	1
1112	на какую-то	1	1
1113	и где	1	1
1114	который как	1	1
1115	и эта	5	1
1116	в изучение	1	1
1117	слово в	5	1
1118	вообще не	2	1
1119	сама по	2	1
1120	где эти	1	1
1121	по теории	1	1
1122	и давно	1	1
1123	является по	1	1
1124	сможет быть	2	1
1125	как она	2	1
1126	могла быть	1	1
1127	и силу	1	1
1128	но по	2	1
1129	резко и	2	1
1130	можно выразить	2	1
1131	является не	9	1
1132	такой ответ	1	1
1133	имеется в	1	1
1134	другом месте	1	1
1135	при таком	1	1
1136	идеологии и	1	1
1137	противном случае	2	1
1138	и носит	1	1
1139	ли не	2	1
1140	и могут	1	1
1141	этого вопроса	2	1
1142	не оставляют	1	1
1143	были не	1	1
1144	это было	2	1
1145	пока не	2	1
1146	другую в	1	1
1147	так а	1	1
1148	в каждой	1	1
1149	этих элементов	1	1
1150	материала например	1	1
1151	на такое	2	1
1152	воплощение а	1	1
1153	в меру	1	1
1154	ему не	1	1
1155	эти же	1	1
1156	без всякой	2	1
1157	они все	2	1
1158	того или	2	1
1159	искать в	1	1
1160	все другие	1	1
1161	рождения и	1	1
1162	пр в	4	1
1163	значение так	2	1
1164	оно в	1	1
1165	уподобление является	1	1
1166	сквозь эти	1	1
1167	предыдущей главе	1	1
1168	на один	1	1
1169	которую мы	1	1
1170	влияние и	1	1
1171	с первым	2	1
1172	были для	1	1
1173	ни один	1	1
1174	и ни	2	1
1175	также и	1	1
1176	одну из	2	1
1177	не по	1	1
1178	этот поток	1	1
1179	одни и	5	1
1180	через которые	1	1
1181	то эта	1	1
1182	эти формы	3	1
1183	и может	1	1
1184	и формами	2	1
1185	чем речь	1	1
1186	а по	1	1
1187	особый тип	1	1
1188	в науке	6	1
1189	стыда и	1	1
1190	или его	1	1
1191	в нашей	1	1
1192	но дело	1	1
1193	не следует	2	1
1194	стороны и	2	1
1195	такое которое	1	1
1196	особенности же	1	1
1197	пр и	5	1
1198	от того	4	1
1199	несколько подробнее	1	1
1200	к которой	1	1
1201	или как	3	1
1202	именно здесь	4	1
1203	слова если	1	1
1204	еще на	1	1
1205	жизни это	1	1
1206	как из	2	1
1207	и соответствующая	1	1
1208	и дают	1	1
1209	в отрыве	1	1
1210	же на	1	1
1211	же самое	9	1
1212	явление в	1	1
1213	со своими	1	1
1214	были и	1	1
1215	содержанием и	1	1
1216	них нет	1	1
1217	того времени	1	1
1218	и значения	3	1
1219	его до	1	1
1220	этих форм	3	1
1221	к пониманию	4	1
1222	жизни и	4	1
1223	говорить об	2	1
1224	только после	1	1
1225	для современного	2	1
1226	нуждается в	4	1
1227	вперед а	1	1
1228	хотя они	1	1
1229	именно это	1	1
1230	и совершенно	1	1
1231	из значений	1	1
1232	и иные	2	1
