N	3gram	Tiupa_Vved	formyVre
122	как раз не	1	1
123	и временных примет	1	1
124	в этом смысле	1	1
125	как слушатели-читатели события	1	1
126	здесь прежде всего	1	1
127	и в другом	1	1
128	во всех его	1	1
129	мира в котором	3	1
130	как своего рода	1	1
131	и даже в	1	1
132	по аналогии со	1	1
133	в самом деле	2	1
134	в котором он	1	1
135	в художественной литературе	1	1
136	произведение в его	1	1
137	греческий роман ii	1	1
138	важно не только	2	1
139	тем не менее	3	1
140	и в пределах	1	1
141	бы не было	1	1
142	качестве одной из	1	1
143	самого рассказывания в	1	1
144	нераздельности но одновременно	1	1
145	могло бы быть	1	1
146	более или менее	2	1
147	длительности и на	1	1
148	разность составляющих ее	1	1
149	событие о котором	2	1
150	же интенсифицируется втягивается	1	1
151	мы можем обозначить	1	1
152	времени в частности	1	1
153	то что можно	1	1
154	конкретном целом время	1	1
155	объединены в едином	1	1
156	целом время здесь	1	1
157	и всю разность	1	1
158	но в данном	2	1
159	прежде всего к	1	1
160	всю разность составляющих	1	1
161	на ранних этапах	1	1
162	на полноту и	2	1
163	так и по	1	1
164	место слияние пространственных	1	1
165	событие самого рассказывания	2	1
166	вместо того чтобы	1	1
167	по аналогии с	2	1
168	но только в	1	1
169	обозначить как произведение	1	1
170	в разные времена	1	1
171	могут быть только	1	1
172	в своем роде	2	1
173	как она была	1	1
174	и все же	6	1
175	имеет место слияние	1	1
176	мы воспринимаем эту	1	1
177	мы и сами	2	1
178	участвуем как слушатели-читатели	1	1
179	и во многом	1	1
180	а за ними	1	1
181	в их жизнь	1	1
182	при этом он	1	1
183	текст как таковой	1	1
184	в высшей степени	2	1
185	слушатели-читатели события эти	1	1
186	для него мире	1	1
187	не входит в	2	1
188	в конечном счете	2	1
189	и т.п в	1	1
190	на границе между	1	1
191	ведет не к	1	1
192	полноту в ее	1	1
193	глубоко и полно	1	1
194	как бы не	1	1
195	в едином но	1	1
196	эти происходят в	1	1
197	любви и смерти	1	1
198	никогда не было	1	1
199	в ее целостности	1	1
200	в значительной степени	2	1
201	местах и в	1	1
202	они неразрывно объединены	1	1
203	и времени его	1	1
204	и не может	1	1
205	в этом последнем	1	1
206	нами два события	1	1
207	дело не только	1	1
208	перед нами два	1	1
209	мы видели в	1	1
210	разных местах и	1	1
211	в одном из	1	1
212	в неразрывном единстве	1	1
213	но сложном событии	1	1
214	слияние пространственных и	1	1
215	времени сюжета истории	1	1
216	время здесь сгущается	1	1
217	прежде всего на	2	1
218	того мира в	1	1
219	но одновременно понимаем	1	1
220	в качестве одной	1	1
221	осмысленном и конкретном	1	1
222	можем обозначить как	1	1
223	каждый из этих	1	1
224	одновременно понимаем и	1	1
225	которое мы можем	1	1
226	последнем мы и	1	1
227	в этот город	1	1
228	не до конца	1	1
229	на второй план	1	1
230	событии которое мы	1	1
231	раз в том	1	1
232	как бы в	2	1
233	нет как мы	1	1
234	интенсифицируется втягивается в	1	1
235	но и не	1	1
236	и нераздельности но	1	1
237	ее целостности и	1	1
238	на разных местах	1	1
239	рассказывания в этом	1	1
240	и сами участвуем	1	1
241	и той же	1	1
242	чужом для него	1	1
243	границы между ними	1	1
244	построен не на	1	1
245	как об этом	1	1
246	в этом и	1	1
247	котором рассказано в	1	1
248	и т.д здесь	1	1
249	о котором рассказано	1	1
250	во времени и	1	1
251	неразрывно объединены в	1	1
252	здесь сгущается уплотняется	1	1
253	в движение времени	1	1
254	хотя и не	2	1
255	но в конце	1	1
256	как произведение в	1	1
257	то есть с	1	1
258	вовсе еще не	1	1
259	а не героям	1	1
260	и на разных	1	1
261	если бы эти	1	1
262	на самом деле	4	1
263	эту полноту в	1	1
264	сами участвуем как	1	1
265	происходят в разные	1	1
266	другой стороны в	1	1
267	временных примет в	1	1
268	и конкретном целом	1	1
269	в литературно-художественном хронотопе	1	1
270	здесь имеет место	1	1
271	в мертвых душах	1	1
272	этом последнем мы	1	1
273	подобно тому как	3	1
274	объясняется тем что	1	1
275	становится художественно-зримым пространство	1	1
276	по длительности и	1	1
277	и событие самого	1	1
278	бы не о	1	1
279	с установкой на	2	1
280	движение времени сюжета	1	1
281	было и не	1	1
282	примет в осмысленном	1	1
283	может и должен	1	1
284	но отнюдь не	1	1
285	и по длительности	2	1
286	в пределах одного	1	1
287	как мы видели	3	1
288	художественно-зримым пространство же	1	1
289	в себе не	1	1
290	со всеми своими	1	1
291	нового времени на	1	1
292	сгущается уплотняется становится	1	1
293	мира а также	1	1
294	более глубокий и	1	1
295	целостности и нераздельности	1	1
296	на первый взгляд	3	1
297	понимаем и всю	1	1
298	никогда не может	1	1
299	рассказано в произведении	1	1
300	одной и той	1	1
301	это свидетельствует о	1	1
302	его событийной полноте	1	1
303	уплотняется становится художественно-зримым	1	1
304	на лоне природы	1	1
305	время они неразрывно	1	1
306	не о чем	1	1
307	втягивается в движение	1	1
308	воспринимаем эту полноту	1	1
309	составляющих ее моментов	1	1
310	произведении и событие	1	1
311	в другом случае	1	1
