N	3gram	Tiupa_Narr	FransuaR
106	не только с	1	3
107	не только не	2	3
108	и того же	2	3
109	и т.п и	2	3
110	не входит в	1	3
111	в области литературы	1	3
112	то есть все	1	3
113	дело здесь не	1	3
114	как один из	1	3
115	содержит в себе	1	3
116	в меньшей степени	1	3
117	в этом смысле	1	3
118	еще вернемся к	1	3
119	одного и того	2	3
120	а с другой	2	3
121	бы то ни	1	3
122	в особенности в	1	3
123	так и не	2	3
124	более глубокий и	1	3
125	видит в нем	1	3
126	что иное как	1	3
127	на этом свете	1	3
128	но и не	2	2
129	мы уже знаем	1	2
130	никак не может	1	2
131	в том или	1	2
132	и в другом	1	2
133	с большей или	1	2
134	они и не	2	2
135	самом деле в	1	2
136	при этом что	1	2
137	быть и не	1	2
138	в первый раз	1	2
139	не представляется возможным	1	2
140	сам по себе	1	2
141	но при этом	3	2
142	таким образом что	1	2
143	в своем роде	1	2
144	мы узнаем что	1	2
145	людей так и	1	2
146	оно и не	1	2
147	прежде всего его	1	2
148	то ни было	1	2
149	из того что	1	2
150	на другой день	4	2
151	имея в виду	1	2
152	и потому не	1	2
153	и тем же	1	2
154	дело не с	1	2
155	именно в этом	1	2
156	вовсе еще не	1	2
157	и все его	1	2
158	по своей природе	1	2
159	так и его	1	2
160	он и не	1	2
161	в полной мере	1	2
162	и т.п это	1	2
163	том или ином	1	2
164	в конечном счете	4	2
165	но и на	2	2
166	прошлого и настоящего	1	2
167	говорили что на	1	2
168	может быть только	1	2
169	а также в	1	2
170	и не только	1	2
171	так и по	1	2
172	имеет дело не	1	2
173	в третьем случае	1	2
174	в известном смысле	4	2
175	и особенно в	1	2
176	что у него	2	2
177	же время они	1	2
178	какой бы то	1	2
179	на котором он	1	2
180	границы между ними	1	2
181	и та же	1	2
182	одним и тем	1	2
183	мы не знаем	1	2
184	же в этой	1	2
185	же как и	1	2
186	одна и та	1	2
187	мы не можем	1	2
188	к себе самому	3	2
189	женщин и детей	1	2
190	быть самим собой	1	2
191	на эту тему	1	2
192	к жизни и	1	2
193	что с ним	1	2
194	не нуждаясь в	1	1
195	и от его	1	1
196	прошлого и будущего	1	1
197	в соответствии с	7	1
198	что в ней	1	1
199	в том именно	1	1
200	и видит в	1	1
201	в этой двойной	1	1
202	следующей главе в	1	1
203	на том что	1	1
204	право говорить и	1	1
205	то что не	1	1
206	для проникновения в	1	1
207	мы его не	1	1
208	все эти столь	1	1
209	в процессе перехода	1	1
210	то что обычно	1	1
211	она есть на	1	1
212	не он сам	1	1
213	что не имеет	1	1
214	далеко не всегда	1	1
215	начала и конца	4	1
216	как будто он	2	1
217	о любви в	1	1
218	как правило не	2	1
219	лишь в самом	1	1
220	в частности язык	1	1
221	в разговоре с	1	1
222	ее и не	1	1
223	в обоих случаях	1	1
224	лишь в одном	1	1
225	нем не только	1	1
226	каждого из этих	1	1
227	не могла бы	1	1
228	и тем самым	6	1
229	было для него	1	1
230	в чем не	1	1
231	все это типичные	1	1
232	тому же принципу	1	1
233	внешнего и внутреннего	1	1
234	что именно в	1	1
235	в конце четвертой	1	1
236	не только на	2	1
237	чем иным как	2	1
238	не может иметь	1	1
239	не принимает участия	1	1
240	с этого момента	1	1
241	как если бы	2	1
242	в первой главе	1	1
243	на этот раз	1	1
244	в состав которой	1	1
245	что с точки	1	1
246	жизни а для	1	1
247	вот и все	1	1
248	один из наиболее	1	1
249	к этому времени	1	1
250	об этом свидетельствует	1	1
251	что было для	1	1
252	но одновременно и	1	1
253	только в форме	1	1
254	войны и мира	4	1
255	мира но не	1	1
256	которые по словам	1	1
257	и строго отграниченная	1	1
258	себе самому и	1	1
259	связи с этой	1	1
260	они могут быть	1	1
261	является не только	1	1
262	еще в самом	1	1
263	прежде всего тем	1	1
264	такие определения как	1	1
265	как это было	1	1
266	первом случае мы	1	1
267	и т.п как	1	1
268	он не может	1	1
269	всего тем что	1	1
270	этого термина в	1	1
271	слова и мысли	1	1
272	если бы она	1	1
273	нет никаких оснований	1	1
274	в художественной литературе	1	1
275	и в заключительном	1	1
276	ведущая роль в	1	1
277	хотя они и	1	1
278	одной из этих	1	1
279	мира а также	1	1
280	не мог стать	1	1
281	из них мы	1	1
282	них как бы	1	1
283	в корне изменилось	1	1
284	тех кто не	1	1
285	в чужой мир	1	1
286	мысли и воображения	1	1
287	что каждый из	1	1
288	или в меньшей	1	1
289	как и у	1	1
290	апостола петра в	1	1
291	и что в	1	1
292	тем или иным	2	1
293	ни о чем	2	1
294	и когда все	1	1
295	но и самого	1	1
296	том случае если	1	1
297	за пределами искусства	1	1
298	смысле они не	1	1
299	то что мы	1	1
300	здесь говорить не	1	1
301	во время обеда	1	1
302	что это за	2	1
303	в этом последнем	2	1
304	что у нее	3	1
305	к небольшому числу	1	1
306	ни в чем	1	1
307	случае не подлежит	1	1
308	но они являются	1	1
309	усматривает и в	1	1
310	смерть никогда не	1	1
311	войне и мире	2	1
312	как она есть	1	1
313	и к этому	1	1
314	именно это и	1	1
315	тем более не	1	1
316	в сущности в	1	1
317	в целом как	1	1
318	ничего подобного не	1	1
319	однако и здесь	1	1
320	что я не	1	1
321	и еще более	1	1
322	и со стороны	1	1
323	и он не	1	1
324	из этих двух	2	1
325	а как к	1	1
326	тем не менее	6	1
327	в силу своей	1	1
328	сказать и о	1	1
329	содержащий в себе	1	1
330	есть на самом	1	1
331	но именно это	1	1
332	не в том	1	1
333	но это вовсе	1	1
334	по природе своей	1	1
335	в период его	1	1
336	что один из	1	1
337	но и сам	1	1
338	сами по себе	2	1
339	только благодаря этому	1	1
340	то же слово	1	1
341	что для него	1	1
342	в том случае	1	1
343	но на этот	1	1
344	в себе самом	2	1
345	не может выговорить	1	1
346	и к миру	1	1
347	на ранних этапах	1	1
348	что все эти	1	1
349	в зависимости от	3	1
350	бросается в глаза	1	1
351	как и всякий	1	1
352	само по себе	1	1
353	тому же в	2	1
354	до нас в	1	1
355	не могло быть	2	1
356	из них не	1	1
357	а за ними	1	1
358	большей или в	1	1
359	кто видит в	2	1
360	состоит в том	5	1
361	в частности в	2	1
362	в едином но	1	1
363	в виду и	1	1
364	потому что на	1	1
365	в стороне от	1	1
366	для всего мира	1	1
367	той или другой	1	1
368	своего рода ключом	1	1
369	никогда не было	1	1
370	или хотя бы	1	1
371	и придает ему	1	1
372	xx века в	1	1
373	жизни то есть	1	1
374	том как он	1	1
375	а на другой	1	1
376	по аналогии с	1	1
377	в ней есть	1	1
378	того или иного	3	1
379	к тому или	1	1
380	в литературном образе	1	1
381	к нему в	1	1
382	в церкви и	1	1
383	на то что	2	1
384	событие в жизни	1	1
385	не только внешней	1	1
386	не только от	2	1
387	рода ключом к	1	1
388	один из участников	2	1
389	об этом в	1	1
390	прошлое и будущее	1	1
391	принимает участия в	1	1
392	к одному из	1	1
393	пор еще можно	1	1
394	жизни но и	1	1
395	о бессмертии души	1	1
396	именно то что	1	1
397	а во время	1	1
398	в одну из	1	1
399	бы она была	1	1
400	то есть от	1	1
401	хотя и не	2	1
402	одна из этих	1	1
403	из которых он	1	1
404	говорить не приходится	1	1
405	в нем своего	1	1
406	и в конечном	1	1
407	и здесь мы	1	1
408	одно и то	2	1
409	и то же	2	1
410	в лице своих	1	1
411	только потому что	1	1
412	речь идет о	3	1
413	для него уже	1	1
414	можно не только	1	1
415	и является в	1	1
416	при всей ее	1	1
417	в своем собственном	1	1
418	что одно и	2	1
419	на первый взгляд	1	1
420	в которой он	1	1
421	при встрече с	3	1
422	смысловых и ценностных	1	1
423	тогда как в	2	1
424	как он сам	1	1
425	как это делает	1	1
426	в итоге мы	1	1
427	не знаем а	1	1
428	однако он и	1	1
429	мужем об этом	1	1
430	то время как	1	1
431	речи и мышления	1	1
432	все что было	1	1
433	да и всей	1	1
434	один из этих	1	1
