N	3gram	Potebnia_M	Dialekti
136	дело вовсе не	1	2
137	того что не	1	2
138	представить себе что	1	2
139	друг с другом	1	2
140	не отличаются от	1	2
141	легко заметить что	1	2
142	только тогда и	1	2
143	бы только один	1	2
144	в чем не	1	2
145	так как это	1	2
146	что все в	1	2
147	не менее в	1	2
148	оно и не	1	2
149	что не всякий	1	2
150	не в силах	1	2
151	но так как	2	2
152	но что же	1	2
153	в свою очередь	6	2
154	лишь тогда когда	4	2
155	друг к другу	1	2
156	вместе с ним	1	2
157	так что если	1	2
158	представим себе что	1	2
159	была бы невозможна	1	2
160	так как мы	1	2
161	в это время	1	2
162	мы уже сказали	1	2
163	и не в	1	2
164	как один из	1	2
165	в себе самом	1	2
166	не в состоянии	4	2
167	потому что его	1	2
168	бы она ни	1	2
169	но никак не	2	2
170	мы говорим не	1	2
171	потому что мы	3	2
172	мы не можем	5	2
173	идеи и образа	1	2
174	но все это	1	2
175	потому что и	3	2
176	несмотря на свою	1	2
177	же время и	1	2
178	дело в том	1	2
179	что если бы	3	2
180	это и не	1	2
181	стало быть если	1	2
182	которые могут быть	1	2
183	вопрос о том	1	2
184	что оно есть	1	2
185	в одно время	3	2
186	в себе не	2	2
187	и то что	3	2
188	не зависит от	1	2
189	и в том	3	2
190	тем что оно	1	2
191	так как и	1	2
192	в таком виде	1	2
193	на первый взгляд	1	2
194	теми или другими	1	2
195	что оно не	2	2
196	в душе и	1	2
197	никогда не может	1	2
198	во всем этом	1	2
199	что и в	4	2
200	идеального и реального	1	2
201	потому что они	1	2
202	не имеем и	1	1
203	в чем бы	1	1
204	лишь в том	1	1
205	тех пор пока	2	1
206	что оно имеет	1	1
207	он может и	1	1
208	своей точки зрения	1	1
209	и чем больше	1	1
210	никто не имеет	1	1
211	а можно только	1	1
212	что мы не	2	1
213	вообще но и	1	1
214	и в некотором	1	1
215	заключается именно в	1	1
216	только в силу	1	1
217	это дает нам	1	1
218	по себе он	1	1
219	в которой нет	1	1
220	это далеко не	1	1
221	тем что должно	1	1
222	а о том	1	1
223	нельзя сказать чтобы	1	1
224	всякую мысль о	1	1
225	еще не знает	1	1
226	между тем и	2	1
227	и эта последняя	1	1
228	что в ней	2	1
229	в себе все	1	1
230	в том как	3	1
231	уже не в	1	1
232	по себе независимо	3	1
233	быть не только	1	1
234	не на словах	1	1
235	не в силу	1	1
236	независимо от своего	1	1
237	что мы уже	1	1
238	я и не	3	1
239	со своей точки	1	1
240	нам в голову	1	1
241	она есть не	1	1
242	мысли тем более	1	1
243	имеет своим предметом	1	1
244	существует лишь как	1	1
245	то к чему	2	1
246	мы замечаем что	1	1
247	и не могу	1	1
248	и что в	1	1
249	поэзия как и	1	1
250	сказать и о	1	1
251	бы не было	1	1
252	тем и другим	2	1
253	потому что в	4	1
254	он сам не	1	1
255	тогда когда мы	1	1
256	рано или поздно	2	1
257	для себя и	1	1
258	художественное произведение и	1	1
259	и во многих	1	1
260	том что она	1	1
261	что не только	1	1
262	в душе а	2	1
263	возможно только в	2	1
264	которые не могут	1	1
265	в истории но	1	1
266	в том случае	2	1
267	иначе не было	1	1
268	заметить что в	2	1
269	одно из них	2	1
270	в первом случае	2	1
271	из которых один	1	1
272	то для чего	1	1
273	самой своей природе	1	1
274	таким образом что	2	1
275	как бы она	1	1
276	если скажем что	1	1
277	бросается в глаза	1	1
278	самом деле есть	1	1
279	но так что	1	1
280	образ в котором	1	1
281	у нас есть	1	1
282	только один из	2	1
283	и таким образом	1	1
284	как показывает самое	1	1
285	чтобы оба эти	1	1
286	но если бы	1	1
287	ни в их	1	1
288	то или другое	2	1
289	так и из	1	1
290	а в том	5	1
291	не имеет смысла	1	1
292	такое же отношение	1	1
293	в некотором смысле	2	1
294	или точнее говоря	1	1
295	бы ни было	1	1
296	не может находиться	1	1
297	же и в	1	1
298	то ни было	1	1
299	как мы уже	1	1
300	тому что она	1	1
301	того что в	1	1
302	есть форма в	1	1
303	имеет такое же	1	1
304	и как он	1	1
305	самим по себе	1	1
306	на наших глазах	1	1
307	поэтический образ не	1	1
308	а не с	1	1
309	и в каждой	2	1
310	может быть однако	1	1
311	и не есть	1	1
312	но и к	1	1
313	и не дает	1	1
314	и сам по	1	1
315	того как эта	1	1
316	мы не в	2	1
317	да и не	1	1
318	есть такая же	2	1
319	таким образом и	1	1
320	он есть нечто	1	1
321	не то что	2	1
322	имея в виду	1	1
323	так же и	1	1
324	и о том	1	1
325	мало того что	1	1
326	что для нас	1	1
327	по самой своей	1	1
328	не существует и	1	1
329	тоже не есть	1	1
330	всего того что	1	1
331	по себе этот	1	1
332	нечто отличное от	1	1
333	в них не	1	1
334	можно найти в	1	1
335	другими словами мы	1	1
336	и это есть	1	1
337	что уже есть	1	1
338	даже тогда когда	2	1
339	искусство может быть	1	1
340	в этих случаях	1	1
341	что это и	1	1
342	именно эти два	1	1
343	в том и	1	1
344	в силу того	2	1
345	в одном из	1	1
346	за то что	1	1
347	между собою и	2	1
348	да и самое	1	1
349	заметим только что	1	1
350	вместе с тем	5	1
351	перехода от одного	1	1
352	точек зрения и	1	1
353	что мы называем	2	1
354	как на нечто	1	1
355	можно только сказать	1	1
356	а не в	1	1
357	себя и что	1	1
358	только в очень	1	1
359	деятельности и в	1	1
360	большей или меньшей	1	1
361	при всей своей	1	1
362	но и в	4	1
363	мере того как	8	1
364	в том чтобы	4	1
365	быть только в	1	1
366	время как в	1	1
367	в сознании в	1	1
368	что оно ни	1	1
369	заключается в том	1	1
370	в подобных случаях	1	1
371	а не как	2	1
372	она ни была	1	1
373	не сама она	1	1
374	но каким образом	1	1
375	то оно не	1	1
376	большим или меньшим	1	1
377	все более и	1	1
378	совмещает в себе	1	1
379	и быть может	1	1
380	убедить в том	1	1
381	может быть иначе	1	1
382	и что только	2	1
383	в свое время	1	1
384	что же касается	1	1
385	что тем самым	1	1
386	и потому он	1	1
387	а следовательно и	1	1
388	с первым и	1	1
389	и что это	1	1
390	несколько слов об	2	1
391	то ли самое	1	1
392	только в том	5	1
393	связаны между собою	1	1
394	именно то что	2	1
395	в нас самих	1	1
396	образа и идеи	1	1
397	более и более	1	1
398	а между тем	6	1
399	до тех пор	5	1
400	это потому что	2	1
401	зависит от того	2	1
402	дает нам возможность	2	1
403	мы в этом	1	1
404	и в таком	1	1
405	тех и других	1	1
406	со всех сторон	3	1
407	может находиться в	1	1
408	в себе никаких	1	1
409	а потом и	1	1
410	себе независимо от	3	1
411	если мы не	1	1
412	из себя и	1	1
413	можно сравнить с	2	1
414	что в сущности	1	1
415	его жизни и	1	1
416	время в разных	1	1
417	друг другу но	1	1
418	возможно было бы	1	1
419	большею частью не	1	1
420	для меня совершенно	1	1
421	то все же	1	1
422	связанных между собою	1	1
423	эта бесконечность есть	1	1
424	в этом заключается	1	1
425	мы не знаем	3	1
426	но и о	1	1
427	точки зрения той	1	1
428	если бы все	1	1
429	оно имеет значение	1	1
430	в обыкновенном смысле	2	1
431	в этом случае	2	1
432	показывает самое слово	1	1
433	именно в том	3	1
434	как одно и	1	1
435	но тем не	4	1
436	как и между	1	1
437	возможна только потому	1	1
438	а вместе с	1	1
439	сказать несколько слов	2	1
440	том что он	2	1
441	в одном неделимом	1	1
442	с тем что	1	1
443	художественное произведение есть	2	1
444	но оно есть	1	1
445	будет ли она	2	1
446	самой по себе	1	1
447	можем судить о	1	1
448	между тем в	1	1
449	том случае если	1	1
450	то уже в	1	1
451	имеет значение только	2	1
452	было бы совершенно	1	1
453	легко может быть	1	1
454	том смысле как	1	1
455	и главным образом	1	1
456	наших глазах совершается	1	1
457	в разной мере	2	1
458	мы уже не	1	1
459	как именно оно	1	1
460	о самом предмете	1	1
461	явления так что	1	1
462	себе не можем	1	1
463	точки зрения и	1	1
464	так что не	1	1
465	сознание может быть	1	1
466	по мере того	8	1
467	в область истории	1	1
468	отчет в том	1	1
469	если представить себе	1	1
470	это делается не	1	1
471	после того как	2	1
472	он был бы	1	1
473	значит что я	1	1
474	гораздо сложнее и	1	1
475	если бы не	1	1
