N	3gram	Propp_Isto	Myslijsy
110	силу того что	1	2
111	мы видели выше	2	2
112	в силу того	1	2
113	каждый из этих	1	2
114	не есть нечто	1	2
115	того что они	1	2
116	мысль что и	1	2
117	мы должны бы	1	2
118	если бы при	1	2
119	до того что	1	2
120	в некоторых случаях	6	2
121	в таких случаях	2	2
122	заметить что в	1	2
123	друг другу и	1	2
124	при известных условиях	1	2
125	таким же образом	1	2
126	так же как	7	2
127	выше мы видели	5	2
128	как мы видели	7	2
129	в связь с	1	2
130	дает нам право	2	2
131	том смысле как	1	2
132	и не только	1	2
133	себя в его	1	1
134	указывает на это	1	1
135	которое выражается в	1	1
136	такая форма в	1	1
137	так например если	1	1
138	каждого из них	1	1
139	и столь же	1	1
140	это дает нам	1	1
141	равно как если	1	1
142	чем перейти к	2	1
143	можно бы думать	1	1
144	это далеко не	1	1
145	с тех пор	1	1
146	в других случаях	2	1
147	указывает на то	1	1
148	и в этих	1	1
149	то что он	1	1
150	на задний план	1	1
151	во всех этих	1	1
152	он уже не	1	1
153	на том что	1	1
154	что в одном	1	1
155	по сравнению с	2	1
156	то что как	1	1
157	уже не в	1	1
158	еще не имеет	1	1
159	во влиянии на	1	1
160	один из них	1	1
161	того что происходит	1	1
162	но и то	1	1
163	здесь не только	1	1
164	видеть не только	1	1
165	может быть решен	1	1
166	в том числе	1	1
167	но в таком	1	1
168	то что есть	1	1
169	что в них	2	1
170	но в одном	1	1
171	это увидим в	1	1
172	уже потому что	1	1
173	в сказке о	5	1
174	все равно как	2	1
175	и если бы	1	1
176	мы знаем что	8	1
177	т д в	1	1
178	право предположить что	1	1
179	что никто не	1	1
180	если бы это	1	1
181	иметь в виду	1	1
182	она не может	1	1
183	на всю жизнь	1	1
184	связь с тем	1	1
185	бросается в глаза	1	1
186	этого слова при	1	1
187	другой стороны и	3	1
188	себя от мира	1	1
189	то чего не	1	1
190	и было бы	1	1
191	для нас это	1	1
192	каждое из них	1	1
193	что такие явления	1	1
194	и многое другое	1	1
195	посредником между двумя	1	1
196	образом мы видим	1	1
197	к тому же	4	1
198	не только на	1	1
199	есть не что	2	1
200	тем что этот	1	1
201	в его руках	1	1
202	но в чем	1	1
203	как если бы	1	1
204	не менее он	1	1
205	это показывает что	1	1
206	уж у меня	1	1
207	если это так	1	1
208	то мы получим	1	1
209	нужно прибавить что	1	1
210	и не видно	1	1
211	что в других	1	1
212	с этим в	1	1
213	чтобы убедиться что	1	1
214	по этому поводу	1	1
215	все же не	1	1
216	в одном случае	5	1
217	человеком и животным	2	1
218	таким образом и	2	1
219	отношению к своему	1	1
220	о том чтобы	1	1
221	только в одном	2	1
222	при всей своей	1	1
223	можно найти в	1	1
224	с нашей точки	1	1
225	сих пор не	1	1
226	случаев в которых	1	1
227	нет но он	1	1
228	хотя и не	1	1
229	такое же внешнее	1	1
230	друг друга и	1	1
231	нам право предположить	1	1
232	за то что	1	1
233	из приведенных примеров	1	1
234	и др в	1	1
235	не менее если	1	1
236	прежде всего он	1	1
237	на мысль что	1	1
238	доказывается тем что	1	1
239	еще никто не	1	1
240	есть своего рода	1	1
241	так как нет	1	1
242	то что и	1	1
243	этом случае не	1	1
244	мы видим не	1	1
245	друг с другом	2	1
246	один из моментов	1	1
247	есть очень сложное	1	1
248	бы она не	1	1
249	могут быть объяснены	1	1
250	в чем же	1	1
251	при помощи этого	1	1
252	и вместе с	1	1
253	с одним из	2	1
254	мы до сих	1	1
255	на этом основано	1	1
256	непосредственной связи с	1	1
257	друг друга не	1	1
258	видно из того	1	1
259	не произошло бы	1	1
260	не будет иметь	1	1
261	но и не	1	1
262	и относится к	1	1
263	которое и в	1	1
264	если бы она	2	1
265	но если бы	1	1
266	так как мы	1	1
267	здесь мы имеем	3	1
268	а именно на	2	1
269	тогда как при	1	1
270	тем более что	1	1
271	что в некоторых	3	1
272	видели что в	2	1
273	но в разных	1	1
274	и тем что	2	1
275	образом мы можем	1	1
276	он относится к	1	1
277	один из его	1	1
278	и здесь мы	2	1
279	это не что	1	1
280	видоизменение уже существующих	1	1
281	друг другу но	1	1
282	тому как в	1	1
283	что так же	1	1
284	и каждое из	1	1
285	что это дом	1	1
286	языка не может	1	1
287	том что и	1	1
288	и к нему	1	1
289	известно что в	2	1
290	большую роль в	1	1
291	в таких например	1	1
292	для них самих	1	1
293	же как и	3	1
294	есть период когда	1	1
295	можем предположить что	5	1
296	может быть объяснен	1	1
297	что не все	1	1
298	этот вопрос можно	1	1
299	а не за	1	1
300	к которому принадлежит	1	1
301	другими словами к	1	1
302	случае мы имеем	1	1
303	все особенности этого	1	1
304	в самых разнообразных	2	1
305	встречаются и в	1	1
306	то что они	1	1
307	дело не в	1	1
308	мы это увидим	2	1
309	и тому подобных	1	1
310	предположить что это	1	1
311	именно так как	1	1
312	также имеет свою	1	1
313	имеем дело с	1	1
314	точки зрения нашего	1	1
315	может быть и	1	1
