N	2gram	Potebnia_M	Sovremen
205	свести все	1	1
206	том случае	1	1
207	а потому	14	1
208	во втором	6	1
209	то он	2	1
210	человека в	3	1
211	к различным	1	1
212	но как	4	1
213	и живой	1	1
214	только из	3	1
215	в данном	1	1
216	до сих	5	1
217	не хотим	1	1
218	только к	1	1
219	все его	2	1
220	и более	3	1
221	та же	1	1
222	вытекает из	3	1
223	их объяснения	1	1
224	мы постараемся	2	1
225	в действительности	6	1
226	живых существ	2	1
227	его мнению	4	1
228	этого направления	1	1
229	есть такой	1	1
230	что иное	2	1
231	в живой	2	1
232	в вопросах	1	1
233	в процессе	1	1
234	не имеют	7	1
235	связи с	6	1
236	здесь нет	1	1
237	быть при	2	1
238	раз и	1	1
239	одна не	1	1
240	этот процесс	1	1
241	если в	3	1
242	и эту	1	1
243	на язык	7	1
244	очень часто	1	1
245	указать на	1	1
246	это последнее	6	1
247	должно быть	9	1
248	мы уже	1	1
249	к области	1	1
250	это как	1	1
251	такую же	2	1
252	науке а	1	1
253	несколько слов	1	1
254	общего и	1	1
255	человек и	1	1
256	ее таким	1	1
257	с и	3	1
258	случае и	1	1
259	в первое	1	1
260	заключать в	1	1
261	всего человек	1	1
262	его с	3	1
263	же процесс	1	1
264	она не	3	1
265	и неподвижными	1	1
266	в течение	2	1
267	но еще	1	1
268	ровно ничего	1	1
269	состояние нашего	1	1
270	что уже	1	1
271	единства в	1	1
272	от всяких	1	1
273	одной стороны	6	1
274	все свои	1	1
275	и ни	1	1
276	и природа	1	1
277	на другой	2	1
278	на друга	2	1
279	одна и	1	1
280	но такая	2	1
281	мы имеем	1	1
282	и у	3	1
283	сложных явлений	1	1
284	быть в	1	1
285	несколько различных	1	1
286	в другом	3	1
287	а из	1	1
288	сложное и	1	1
289	совсем не	1	1
290	несмотря на	5	1
291	с тою	1	1
292	том как	6	1
293	развивается только	2	1
294	с какою	3	1
295	признать за	2	1
296	объяснение не	2	1
297	в ней	9	1
298	из всех	1	1
299	на ней	4	1
300	друг на	2	1
301	ни было	4	1
302	мира но	1	1
303	это значит	1	1
304	хотя и	6	1
305	с другой	13	1
306	и тогда	2	1
307	а это	1	1
308	в этот	1	1
309	с ним	7	1
310	между различными	1	1
311	это уже	1	1
312	он не	4	1
313	может объяснить	2	1
314	же необходимо	1	1
315	он ищет	1	1
316	из двенадцати	1	1
317	и той	4	1
318	будет ли	1	1
319	одной и	4	1
320	развития и	3	1
321	например указать	1	1
322	но тем	6	1
323	какой бы	1	1
324	не будет	2	1
325	что с	3	1
326	те же	4	1
327	между двумя	1	1
328	вследствие этого	1	1
329	аналогии с	1	1
330	что дело	2	1
331	ей не	1	1
332	иметь только	1	1
333	всеми этими	1	1
334	мы в	2	1
335	увидим что	4	1
336	и вся	1	1
337	поэтому в	1	1
338	только на	4	1
339	части одной	1	1
340	пока не	1	1
341	в отдельном	2	1
342	и их	6	1
343	место только	1	1
344	и всегда	3	1
345	имеет только	1	1
346	бы так	1	1
347	от общего	2	1
348	что явления	1	1
349	с i	1	1
350	остановиться на	1	1
351	все что	5	1
352	и та	1	1
353	для своего	1	1
354	можем ли	1	1
355	и при	6	1
356	в известном	2	1
357	это или	1	1
358	на самом	2	1
359	на которой	1	1
360	развития о	2	1
361	что каждый	1	1
362	для них	2	1
363	определенным образом	1	1
364	можно было	1	1
365	и должно	2	1
366	ни в	2	1
367	от другого	3	1
368	но только	2	1
369	они относятся	1	1
370	делится на	1	1
371	и от	5	1
372	в начале	2	1
373	нами в	2	1
374	факт что	1	1
375	по отношению	15	1
376	еще в	1	1
377	общий характер	1	1
378	говорить что	1	1
379	именно эти	1	1
380	более как	3	1
381	утверждает что	3	1
382	почти совершенно	1	1
383	стороны и	3	1
384	конечно не	1	1
385	весь мир	1	1
386	и тот	1	1
387	но что	2	1
388	только в	36	1
389	происходит это	1	1
390	которая не	1	1
391	этот вопрос	2	1
392	все равно	1	1
393	же время	4	1
394	и может	5	1
395	так же	7	1
396	выбора между	1	1
397	его в	3	1
398	то она	3	1
399	готовых уже	1	1
400	с понятием	2	1
401	мы по	1	1
402	или как	2	1
403	свободы и	3	1
404	себе в	2	1
405	в большинстве	1	1
406	природы но	3	1
407	должен был	1	1
408	с человеком	1	1
409	сравнительно с	5	1
410	чем в	2	1
411	этой группы	1	1
412	всегда будет	1	1
413	не необходимость	1	1
414	если даны	1	1
415	в своих	4	1
416	первое время	2	1
417	не вытекает	1	1
418	не представляет	1	1
419	не было	7	1
420	как например	4	1
421	без всяких	1	1
422	с его	3	1
423	предполагается что	1	1
424	наука не	1	1
425	и первое	2	1
426	организма в	1	1
427	один из	2	1
428	в духе	1	1
429	на это	2	1
430	не более	4	1
431	если бы	23	1
432	или в	4	1
433	этой системы	1	1
434	заключает в	6	1
435	на которые	1	1
436	очень важную	2	1
437	из одной	1	1
438	этого не	2	1
439	в обратном	2	1
440	ничего общего	3	1
441	из приведенных	1	1
442	образом если	1	1
443	равно как	1	1
444	к одному	3	1
445	внутреннего опыта	1	1
446	их и	2	1
447	что его	2	1
448	как его	1	1
449	понятия и	3	1
450	в эту	2	1
451	на такой	2	1
452	же природы	1	1
453	нам это	1	1
454	вообще и	2	1
455	мы говорим	3	1
456	но эта	1	1
457	двух и	1	1
458	для каждого	1	1
459	дело в	3	1
460	этом с	1	1
461	всегда строго	1	1
462	крайней мере	6	1
463	сами по	8	1
464	одного из	3	1
465	природы и	1	1
466	окружающих его	1	1
467	же как	1	1
468	только такой	1	1
469	сказать что	5	1
470	быть только	7	1
471	и им	1	1
472	системе и	1	1
473	жизни как	1	1
474	ведущие к	1	1
475	допустим что	2	1
476	но для	1	1
477	так называемое	1	1
478	когда и	1	1
479	именно в	2	1
480	и действительно	1	1
481	такое же	3	1
482	законов и	1	1
483	и до	1	1
484	совсем иное	1	1
485	времени не	1	1
486	отдельные органы	1	1
487	обратимся к	1	1
488	этого развития	2	1
489	отношению к	13	1
490	при исследовании	2	1
491	более и	2	1
492	случае не	1	1
493	в своем	3	1
494	хотим сказать	1	1
495	тем легче	1	1
496	необходимости и	2	1
497	на другую	1	1
498	же путем	3	1
499	этом смысле	4	1
500	к деятельности	3	1
501	что машина	1	1
502	в связи	2	1
503	в какой	2	1
504	них это	1	1
505	между ними	2	1
506	мы будем	3	1
507	одном случае	1	1
508	во всей	1	1
509	нашего знания	1	1
510	может стать	3	1
511	же в	7	1
512	это что	2	1
513	том что	21	1
514	они нам	1	1
515	такой вопрос	2	1
516	составляют его	1	1
517	животный организм	2	1
518	рядом с	3	1
519	в мире	3	1
520	и прежде	1	1
521	нельзя говорить	1	1
522	можем сказать	1	1
523	мы спрашиваем	1	1
524	но не	19	1
525	так в	4	1
526	нельзя сказать	2	1
527	она по	1	1
528	но если	4	1
529	они не	5	1
530	по себе	24	1
531	явлений и	3	1
532	оно может	2	1
533	не имеет	9	1
534	при каких	1	1
535	и путем	1	1
536	в природе	11	1
537	их на	1	1
538	и могут	1	1
539	к этому	3	1
540	из естественных	1	1
541	в такой	2	1
542	все более	3	1
543	там где	8	1
544	в то	6	1
545	первое и	1	1
546	то его	1	1
547	и только	6	1
548	один и	1	1
549	важную роль	2	1
550	значит что	1	1
551	по своим	1	1
552	по его	7	1
553	просто не	1	1
554	и следовательно	4	1
555	или нет	3	1
556	но это	7	1
557	для чего	1	1
558	независимо от	15	1
559	когда в	3	1
560	оно имеет	2	1
561	но уже	2	1
562	и для	8	1
563	нас на	2	1
564	вопрос и	1	1
565	с ее	2	1
566	не из	3	1
567	для их	2	1
568	таким же	3	1
569	не что	2	1
570	и это	3	1
571	того же	13	1
572	сказать несколько	1	1
573	и если	6	1
574	нужна для	1	1
575	и развития	2	1
576	для нашей	1	1
577	только о	2	1
578	должен быть	2	1
579	и его	7	1
580	этому одному	1	1
581	развития на	1	1
582	вовсе не	13	1
583	свобода по	1	1
584	мере в	1	1
585	и свою	1	1
586	о том	6	1
587	сих пор	5	1
588	в заключение	1	1
589	есть не	7	1
590	и вообще	5	1
591	мысли в	11	1
592	по крайней	6	1
593	условий то	1	1
594	иное как	2	1
595	эти процессы	1	1
596	без помощи	1	1
597	зрения и	7	1
598	и нет	1	1
599	нам только	1	1
600	к другому	2	1
601	своего развития	1	1
602	человека и	2	1
603	к нему	2	1
604	никогда не	7	1
605	на них	1	1
606	могли быть	1	1
607	а потом	1	1
