N	3gram	Tiupa_Disk	FransuaR
304	в области художественного	1	1
305	наших дней в	1	1
306	и не быть	1	1
307	его точка зрения	1	1
308	не стремится к	1	1
309	как и вообще	1	1
310	это в значительной	1	1
311	в котором он	1	1
312	тем не менее	1	1
313	в силу своей	2	1
314	в виду как	1	1
315	как и всякое	2	1
316	сказать и о	2	1
317	не в том	3	1
318	он описывает в	1	1
319	по природе своей	6	1
320	сами по себе	2	1
321	прежде всего это	1	1
322	в том случае	1	1
323	или иных отношениях	1	1
324	не было он	1	1
325	значение в истории	1	1
326	который бы не	1	1
327	и с их	1	1
328	на ранних этапах	1	1
329	между собой и	1	1
330	как и всякий	1	1
331	между ними здесь	1	1
332	но для этого	1	1
333	в одном ряду	1	1
334	если можно так	2	1
335	илиада и одиссея	1	1
336	до нас в	1	1
337	не могло быть	1	1
338	не может стать	1	1
339	не только о	1	1
340	может быть названа	1	1
341	состоит в том	3	1
342	в частности в	2	1
343	в едином но	1	1
344	могла бы быть	2	1
345	при этом как	1	1
346	сказочного и реального	1	1
347	в наше время	4	1
348	лицом к лицу	2	1
349	и в современной	1	1
350	замкнутых в себе	1	1
351	этих форм в	1	1
352	том и в	1	1
353	имел место в	1	1
354	никогда не было	1	1
355	на этом основании	1	1
356	тем что он	2	1
357	но не менее	1	1
358	о мире как	1	1
359	и эти жанры	1	1
360	жизни то есть	1	1
361	т.п так и	1	1
362	вещами и ценностями	1	1
363	в том и	1	1
364	лишь в тех	1	1
365	по аналогии с	2	1
366	того или иного	2	1
367	к тому или	1	1
368	к рассказу о	1	1
369	на то что	1	1
370	сохраняется в нем	1	1
371	в этом своем	2	1
372	может быть ни	1	1
373	его таким образом	1	1
374	не только от	1	1
375	к однозначности и	1	1
376	на ранних стадиях	1	1
377	и т.п так	1	1
378	что же касается	4	1
379	на некоторое время	1	1
380	к одному из	1	1
381	не в состоянии	1	1
382	жизни но и	1	1
383	а не как	2	1
384	при этом и	1	1
385	подход к жизни	1	1
386	большинстве случаев это	1	1
387	имеют дело с	1	1
388	не мог обойтись	1	1
389	тому как в	1	1
390	роль в этом	1	1
391	одно и то	2	1
392	и то же	2	1
393	представлений о мире	1	1
394	события так и	1	1
395	именно здесь в	1	1
396	только потому что	1	1
397	можно даже сказать	1	1
398	отличие от современной	1	1
399	речь идет о	2	1
400	и низа и	1	1
401	или иной мере	1	1
402	именно в том	1	1
403	почему они и	1	1
404	содержали в себе	1	1
405	при всей ее	1	1
406	одно из которых	1	1
407	в своем собственном	1	1
408	во все сферы	1	1
409	тех случаях когда	1	1
410	на первый взгляд	1	1
411	в которой он	1	1
412	также и все	1	1
413	приходит на смену	1	1
414	тогда как в	5	1
415	характера то есть	1	1
416	в истории европейских	1	1
417	в истории литературы	1	1
418	высокое и низкое	1	1
