N	2gram	Tiupa_Hudo	Vladivir
453	это делает	1	3
454	произведения как	3	3
455	что такое	2	3
456	на вопрос	1	3
457	том числе	3	3
458	в литературе	2	3
459	с их	2	3
460	в какой	2	3
461	является не	1	3
462	ему не	1	3
463	в полной	1	3
464	он ни	1	3
465	субъекта и	3	3
466	быть и	2	3
467	а по	1	3
468	это была	1	3
469	говоря о	3	3
470	при всем	2	3
471	всей его	2	3
472	которые в	1	3
473	как будто	1	3
474	том случае	1	3
475	в той	3	2
476	для всех	1	2
477	в душе	9	2
478	выставляет на	1	2
479	в момент	3	2
480	я этого	1	2
481	случае мы	1	2
482	дело с	1	2
483	вопросу о	1	2
484	к числу	1	2
485	например с	1	2
486	представлений о	1	2
487	и само	1	2
488	личности с	2	2
489	говорил о	1	2
490	как было	1	2
491	чтобы в	1	2
492	жизнь в	1	2
493	на руках	1	2
494	к более	2	2
495	если он	1	2
496	например в	4	2
497	видно из	1	2
498	и другим	1	2
499	в собственном	1	2
500	в порядке	2	2
501	только для	1	2
502	у достоевского	1	2
503	свою собственную	1	2
504	всем его	1	2
505	и того	3	2
506	ними и	2	2
507	все и	1	2
508	с позиций	4	2
509	при условии	2	2
510	в действительности	1	2
511	имеет в	1	2
512	ей было	1	2
513	времени в	2	2
514	не всегда	2	2
515	в себя	4	2
516	говорить о	4	2
517	к нашим	1	2
518	и те	1	2
519	как я	1	2
520	нигде не	1	2
521	во всей	3	2
522	одна из	2	2
523	есть полнота	1	2
524	с ее	6	2
525	чем это	2	2
526	о ней	1	2
527	которой я	1	2
528	нами не	1	2
529	после того	1	2
530	жизни так	1	2
531	в произведении	3	2
532	внимание на	1	2
533	и совершенно	1	2
534	в ее	6	2
535	которого он	2	2
536	чем у	1	2
537	стремится к	1	2
538	не путем	1	2
539	к чему	1	2
540	xviii века	1	2
541	в совокупности	1	2
542	всем своем	1	2
543	рядом с	1	2
544	от этого	1	2
545	той или	5	2
546	в русской	3	2
547	говоря только	1	2
548	личности и	3	2
549	или же	1	2
550	из окна	1	2
551	к такой	2	2
552	конца однако	1	2
553	и является	1	2
554	так просто	1	2
555	тем и	1	2
556	он еще	1	2
557	смысла и	1	2
558	а тем	1	2
559	превратилась в	1	2
560	однако в	4	2
561	его как	1	2
562	его личности	1	2
563	теми же	1	2
564	в христианском	1	2
565	на это	1	2
566	и может	2	2
567	жизни но	2	2
568	за ним	1	2
569	и свою	1	2
570	если в	1	2
571	вещей но	1	2
572	которой не	1	2
573	теперь в	1	2
574	есть для	1	2
575	меня в	1	2
576	в другой	1	2
577	из которых	2	2
578	существующее в	2	2
579	то с	1	2
580	за это	1	2
581	со всеми	1	2
582	особого рода	8	2
583	имеет значение	1	2
584	любовь и	1	2
585	одновременно с	1	2
586	можно назвать	1	2
587	в одно	2	2
588	с такими	1	2
589	никем не	2	2
590	может не	1	2
591	у одного	2	2
592	о котором	1	2
593	характерна для	1	2
594	на их	1	2
595	отдает себе	1	2
596	все они	1	2
597	он же	1	2
598	не является	5	2
599	в основе	7	2
600	тот кто	2	2
601	во мне	2	2
602	и поэтому	1	2
603	то чему	2	2
604	а через	1	2
605	стороны не	1	2
606	в которую	1	2
607	и кант	1	2
608	еще один	2	2
609	известной степени	3	2
610	известного рода	2	2
611	ни было	2	2
612	легко может	1	2
613	этого слова	2	2
614	здесь и	1	2
615	все с	1	2
616	в самой	2	2
617	а об	1	2
618	подход к	1	2
619	этом случае	1	2
620	многих других	1	2
621	они не	1	2
622	и пр	1	2
623	не для	1	2
624	на отдельные	1	2
625	что каждый	2	2
626	слова не	2	2
627	в русском	1	2
628	сказать не	1	2
629	с другими	5	2
630	самые разнообразные	1	2
631	объекта и	3	2
632	о каком	1	2
633	в бытии	1	2
634	как впрочем	1	2
635	этом в	1	2
636	с той	1	2
637	таком случае	2	2
638	не подлежит	1	2
639	субъект и	2	2
640	мира и	2	2
641	и религии	1	2
642	путь к	1	2
643	людей в	1	2
644	этих двух	2	2
645	к одному	1	2
646	личности в	4	2
647	освобождения от	1	2
648	случае если	1	2
649	как уже	3	2
650	не по	1	2
651	на всех	2	2
652	просто не	1	2
653	свою жизнь	2	2
654	стороны и	1	2
655	и объект	1	2
656	и жизни	1	2
657	а этот	1	2
658	человека с	3	2
659	что из	1	2
660	вследствие его	1	2
661	могло быть	2	2
662	к изучению	1	2
663	для такого	2	2
664	этом и	1	2
665	может показаться	1	2
666	говорить об	1	2
667	о своих	1	2
668	вся система	1	2
669	может и	1	2
670	возможна только	1	2
671	настоящего времени	1	2
672	жизнью и	1	2
673	то субъективное	1	1
674	наконец наиболее	1	1
675	данном отношении	1	1
676	тем оно	1	1
677	оно стремится	1	1
678	бы несколько	1	1
679	мир как	1	1
680	таковы например	2	1
681	живое существо	1	1
682	рассказ о	2	1
683	исходя из	1	1
684	все люди	1	1
685	той самой	1	1
686	его за	1	1
687	думаю что	1	1
688	какой бы	1	1
689	привести к	1	1
690	жить и	2	1
691	менее не	1	1
692	мира а	1	1
693	одному из	1	1
694	требует от	1	1
695	речи может	1	1
696	своему собственному	1	1
697	образом и	2	1
698	быть может	1	1
699	противоречие с	1	1
700	отдельно от	1	1
701	ночь и	1	1
702	однако при	3	1
703	живые существа	1	1
704	мыслится как	5	1
705	постигнуть смысл	1	1
706	по пути	4	1
707	такими же	1	1
708	из нее	1	1
709	мысль о	1	1
710	как об	1	1
711	все моменты	1	1
712	от всего	1	1
713	из всего	1	1
714	либо в	2	1
715	общения людей	3	1
716	к самому	1	1
717	я из	1	1
718	который впрочем	1	1
719	о судьбе	1	1
720	одновременно и	1	1
721	всех подобных	2	1
722	его личной	1	1
723	себя не	1	1
724	речь идет	2	1
725	жизни на	2	1
726	действительность в	1	1
727	тогда как	15	1
728	все их	1	1
729	после его	1	1
730	при всей	2	1
731	нам не	1	1
732	при наличии	2	1
733	ли я	1	1
734	жизнь для	1	1
735	из других	1	1
736	жизни когда	1	1
737	по тем	1	1
738	чем за	1	1
739	духовной жизни	2	1
740	чему не	1	1
741	с моей	1	1
742	данной стадии	1	1
743	субъектов и	1	1
744	из жизни	1	1
745	представляет собой	11	1
746	искусства и	3	1
747	это работа	1	1
748	а после	1	1
749	которыми он	1	1
750	котором по	1	1
751	сознания в	4	1
752	между двумя	2	1
753	одновременно он	1	1
754	чего не	1	1
755	на которые	1	1
756	просто о	1	1
757	и внешнее	1	1
758	в различных	1	1
759	в строгом	1	1
760	столь существенного	1	1
761	мире без	1	1
762	по отношению	10	1
763	для своей	1	1
764	в отсутствие	2	1
765	русского поэта	1	1
766	я невольно	1	1
767	всех без	3	1
768	историческое становление	1	1
769	перед ним	1	1
770	что делает	1	1
771	в прошлом	1	1
772	духовный опыт	1	1
773	я думаю	2	1
774	к ним	1	1
775	самом начале	1	1
776	у себя	1	1
777	я с	5	1
778	нас на	1	1
779	жизни как	4	1
780	затем в	1	1
781	в контексте	3	1
782	этой своей	1	1
783	смысле не	1	1
784	его труда	1	1
785	за него	1	1
786	к которому	4	1
787	имеем дело	2	1
788	только во	1	1
789	еще одна	1	1
790	те и	1	1
791	тот что	1	1
792	оказывается уже	2	1
793	в сфере	1	1
794	не внешним	1	1
795	что способно	1	1
796	не имело	1	1
797	уже по	1	1
798	стороны а	1	1
799	в системе	3	1
800	книги в	1	1
801	писал в	1	1
802	внутреннего мира	2	1
803	с этих	1	1
804	возлагает на	1	1
805	всего в	1	1
806	представить себе	1	1
807	произведения для	1	1
808	все мы	1	1
809	не происходит	1	1
810	человеческая личность	1	1
811	мы видим	1	1
812	к индивидуальной	1	1
813	мышления и	2	1
814	от его	1	1
815	но собственно	1	1
816	и процесс	1	1
817	иных случаях	1	1
818	в полусне	1	1
819	полнота и	1	1
820	души и	1	1
821	свободу и	1	1
822	существенное изменение	1	1
823	и будет	1	1
824	одно из	2	1
825	на стадии	1	1
826	не обладает	1	1
827	в подобном	1	1
828	существенная роль	1	1
829	внешнего мира	3	1
830	трагизма в	1	1
831	и объективной	1	1
832	отношения между	1	1
833	даже вовсе	1	1
834	знал и	1	1
835	как видно	1	1
836	есть рассказ	1	1
837	и позволяет	3	1
838	этим и	1	1
839	он оказывается	2	1
840	место лишь	1	1
841	и непосредственное	1	1
842	но чтобы	2	1
843	между этими	1	1
844	простой и	1	1
845	читаем это	1	1
846	роль принадлежит	1	1
847	также в	1	1
848	чего бы	1	1
849	и произведения	1	1
850	сознания как	1	1
851	явления жизни	1	1
852	объективно и	1	1
853	текста но	1	1
854	а всего	1	1
855	человек имеет	1	1
856	из москвы	1	1
857	поэтому у	1	1
858	менее важным	1	1
859	действительности и	1	1
860	вопрос что	2	1
861	а для	2	1
862	деятельности и	1	1
863	и мир	1	1
864	на которую	1	1
865	в каждом	1	1
866	здесь как	1	1
867	сознания а	1	1
868	не означает	1	1
869	заметно выделяется	1	1
870	говоря в	1	1
871	личность в	1	1
872	позиций и	1	1
873	каждый такой	2	1
874	до нас	1	1
875	а напротив	1	1
876	человеческого бытия	2	1
877	зрения в	1	1
878	этой точки	2	1
879	не дает	1	1
880	ту же	1	1
881	не один	1	1
882	в современных	1	1
883	с некоторыми	1	1
884	либо его	1	1
885	другом и	1	1
886	на чем	1	1
887	и право	1	1
888	оно написано	1	1
889	полноты и	1	1
890	такого что	1	1
891	может оставаться	1	1
892	позицию в	1	1
893	ему на	1	1
894	к кому	1	1
895	в историческом	1	1
896	в новое	1	1
897	в иных	1	1
898	сближается с	1	1
899	литературы или	1	1
900	весьма различной	1	1
901	так называемого	1	1
902	он переживает	1	1
903	но без	1	1
904	все человеческие	1	1
905	которую в	1	1
906	жизни не	1	1
907	известном смысле	2	1
908	друг другу	1	1
909	искусства но	4	1
910	когда они	1	1
911	приводят к	1	1
912	характерно что	1	1
913	обратимся к	1	1
914	что может	2	1
915	наличие у	1	1
916	столь же	2	1
917	однако по	1	1
918	здесь также	1	1
919	некоторого основания	1	1
920	в противном	2	1
921	для построения	1	1
922	автора как	2	1
923	а как	1	1
924	в него	1	1
925	случае это	1	1
926	нет не	1	1
927	они представляются	1	1
928	имеет дело	2	1
929	могли быть	1	1
930	делает то	1	1
931	вытекающее из	1	1
932	своего рода	9	1
933	по мысли	2	1
934	мире и	2	1
935	во втором	4	1
936	фразы в	1	1
937	я уже	1	1
938	не позволяет	1	1
939	и конечно	1	1
940	полноту и	1	1
941	имя как	1	1
942	сойти с	1	1
943	но обязательно	1	1
944	как содержание	1	1
945	своего собственного	1	1
946	на ее	1	1
947	в строгой	1	1
948	представляют собой	1	1
949	природе и	1	1
950	времени когда	1	1
951	по образцу	1	1
952	к области	3	1
953	не признает	2	1
954	ему принадлежат	1	1
955	и сделать	1	1
956	начинается с	1	1
957	чувства и	1	1
958	конструкции но	1	1
959	до этого	1	1
960	и одновременно	5	1
961	оказывается в	3	1
962	сказать в	1	1
963	своей стороны	1	1
964	мы говорим	1	1
965	если говорить	1	1
966	в составе	1	1
967	как смысл	1	1
968	ясно говорит	2	1
969	жизнь это	1	1
970	значении этого	4	1
971	из тех	2	1
972	его сознании	1	1
973	на колени	1	1
974	к нам	1	1
975	есть чувство	1	1
976	не становясь	1	1
977	с собою	1	1
978	по душе	1	1
979	никто не	3	1
980	майора ковалева	1	1
981	не такое	1	1
982	вследствие своей	1	1
983	говоря и	2	1
984	бы не	2	1
985	ему и	1	1
986	зависимости от	1	1
987	к категории	1	1
988	в итоге	2	1
989	жизни если	1	1
990	которая не	2	1
991	на каждом	1	1
992	быть назван	1	1
993	участвовать в	1	1
994	непреложный факт	1	1
995	и ясный	1	1
996	но их	3	1
997	которых можно	1	1
998	глубокий и	1	1
999	ясность и	1	1
1000	окружающей нас	1	1
1001	поэтому не	1	1
1002	ему принадлежит	1	1
1003	наиболее глубокий	1	1
1004	рода переживаний	1	1
1005	свободе его	1	1
1006	более чем	1	1
1007	возвращаясь из	1	1
1008	или жизнь	1	1
1009	еще два	1	1
1010	заключать в	1	1
1011	духовного общения	2	1
1012	автора и	3	1
1013	только мы	1	1
1014	быть не	1	1
1015	не быть	1	1
1016	оно является	1	1
1017	это совмещение	1	1
1018	обязательно является	1	1
1019	каждой из	1	1
1020	впрочем и	1	1
1021	в известном	2	1
1022	новое время	1	1
1023	вслед за	2	1
1024	в мир	1	1
1025	она по	1	1
1026	времени и	2	1
1027	что произведение	1	1
1028	и находит	1	1
1029	руках и	1	1
1030	его созерцания	1	1
1031	каждый из	1	1
1032	было и	2	1
1033	этих позиций	1	1
1034	выступает по	1	1
1035	состоит в	20	1
1036	являются только	1	1
1037	это разделение	1	1
1038	чем с	1	1
1039	в композиции	1	1
1040	и многих	1	1
1041	это духовная	1	1
1042	принадлежит к	3	1
1043	при котором	2	1
1044	оно стало	1	1
1045	с нею	1	1
1046	непосредственная данность	1	1
1047	то она	1	1
1048	в сознании	1	1
1049	и достоевского	1	1
1050	до известной	2	1
1051	впечатлений в	1	1
1052	не участвовать	1	1
1053	общем виде	1	1
1054	время ее	1	1
1055	в произведениях	1	1
1056	не будучи	1	1
1057	пришлось бы	1	1
1058	действительно существует	1	1
1059	человеческого я	3	1
1060	его можно	1	1
1061	жизни толстой	1	1
1062	индивидуальности и	1	1
1063	промежутке между	1	1
1064	со мной	1	1
1065	основе своей	2	1
1066	не во	1	1
1067	то я	1	1
1068	новой жизни	1	1
1069	в последней	2	1
1070	же этот	1	1
1071	как особого	1	1
1072	в природу	1	1
1073	интересом к	1	1
1074	основания для	1	1
1075	нашего внутреннего	2	1
1076	на языке	3	1
1077	остаться за	1	1
1078	в формах	2	1
1079	такое же	1	1
1080	xix веке	1	1
1081	в наличии	1	1
1082	на которой	1	1
1083	из своих	1	1
1084	но одно	1	1
1085	быть или	1	1
1086	но относится	1	1
1087	смысла жизни	1	1
1088	раз в	1	1
1089	от своих	1	1
1090	а на	5	1
1091	в таких	1	1
1092	века и	1	1
1093	бы для	1	1
1094	говорим о	1	1
1095	просто как	1	1
1096	или в	2	1
1097	как кризис	1	1
1098	для других	1	1
1099	и где	1	1
1100	на нее	1	1
1101	это еще	1	1
1102	читателя это	1	1
1103	согласно характеристике	2	1
1104	виду что	1	1
1105	этом что	1	1
1106	о жизни	2	1
1107	совпадения с	1	1
1108	в условиях	1	1
1109	мнения о	1	1
1110	сама по	2	1
1111	случае не	2	1
1112	из которого	4	1
1113	и решительно	1	1
1114	среди прочих	1	1
1115	или даже	3	1
1116	него но	1	1
1117	говорят о	1	1
1118	и абсолютная	1	1
1119	заметил что	1	1
1120	противном случае	2	1
1121	ли не	1	1
1122	смерти в	1	1
1123	человеческое я	2	1
1124	для которого	2	1
1125	в каждой	1	1
1126	ничего нельзя	1	1
1127	за его	1	1
1128	в одной	1	1
1129	времени то	1	1
1130	связаны с	1	1
1131	мере в	1	1
1132	на них	1	1
1133	человека к	3	1
1134	я люблю	1	1
1135	может иметь	1	1
1136	мира как	1	1
1137	этом у	1	1
1138	наши мысли	1	1
1139	как ни	1	1
1140	он это	1	1
1141	и мира	1	1
1142	второй и	1	1
1143	это проявилось	1	1
1144	становится для	1	1
1145	предмет созерцания	1	1
1146	всего только	1	1
1147	с совершенно	1	1
1148	в значительной	2	1
1149	от всех	2	1
1150	эта сторона	1	1
1151	это переживание	1	1
1152	по одним	1	1
1153	никакого нового	1	1
1154	деятельности в	4	1
1155	не следует	4	1
1156	даже при	1	1
1157	таких случаях	2	1
1158	чтобы не	2	1
1159	у нее	1	1
1160	его я	1	1
1161	первые два	1	1
1162	представляются в	1	1
1163	миросозерцания в	1	1
1164	к понятию	1	1
1165	человеческого сознания	1	1
1166	статье о	1	1
1167	становится его	1	1
1168	всех его	1	1
1169	есть такое	1	1
1170	для обозначения	2	1
1171	своей цели	1	1
1172	узкое и	1	1
1173	над его	1	1
1174	внутренним порядком	1	1
1175	того времени	1	1
1176	первый том	1	1
1177	как внутреннее	1	1
1178	а можно	1	1
1179	или иной	9	1
1180	в словаре	2	1
1181	право на	2	1
1182	включает в	2	1
1183	наличие трех	1	1
1184	слова и	2	1
1185	нуждается в	1	1
1186	теории искусства	1	1
1187	словам и	1	1
1188	с первых	1	1
1189	эти два	1	1
1190	однако все	2	1
1191	возможны но	1	1
1192	для этого	1	1
1193	именно это	1	1
1194	дело здесь	1	1
1195	и четвертый	1	1
1196	в известной	1	1
1197	говорит не	1	1
1198	мира в	2	1
1199	мира с	2	1
1200	себе а	1	1
1201	наличии у	1	1
