N	2gram	Vygotskiy_	EvropaiE
370	в формировании	1	1
371	представить себе	5	1
372	во всем	5	1
373	значит ли	2	1
374	что автор	1	1
375	и останется	1	1
376	лучшим доказательством	1	1
377	и другие	5	1
378	может найти	1	1
379	в мировом	1	1
380	экономических отношений	1	1
381	является в	1	1
382	в свое	1	1
383	сводить к	2	1
384	все что	4	1
385	видели что	2	1
386	ее и	2	1
387	или к	1	1
388	скоро и	1	1
389	оставаться в	1	1
390	в состав	1	1
391	для всех	5	1
392	в более	1	1
393	как нелепо	2	1
394	в центре	1	1
395	здесь на	1	1
396	что оно	4	1
397	к другу	1	1
398	один из	6	1
399	законы и	1	1
400	человеческой жизни	1	1
401	грубо говоря	2	1
402	та же	4	1
403	с но	3	1
404	сводится именно	1	1
405	значение в	2	1
406	религии и	1	1
407	при некотором	1	1
408	самой природе	1	1
409	самих себя	1	1
410	друг к	1	1
411	выходит за	2	1
412	смысле что	1	1
413	она и	1	1
414	том насколько	1	1
415	как таковой	1	1
416	аналогии с	2	1
417	смотреть на	1	1
418	может не	1	1
419	недавно вышедшей	1	1
420	различие между	5	1
421	мы приходим	1	1
422	и было	1	1
423	в последнее	4	1
424	на тех	3	1
425	на вопрос	4	1
426	и всей	1	1
427	но из	1	1
428	указать на	1	1
429	должно быть	2	1
430	к этой	2	1
431	от природы	1	1
432	иметь возможность	2	1
433	том числе	1	1
434	уже в	3	1
435	например в	5	1
436	которых мы	4	1
437	был бы	6	1
438	чем все	1	1
439	в жизни	5	1
440	с такой	1	1
441	в состоянии	4	1
442	для себя	2	1
443	или это	1	1
444	не открывается	1	1
445	том же	4	1
446	на нет	2	1
447	для всякого	1	1
448	мы знаем	8	1
449	реальное значение	1	1
450	себе ничего	1	1
451	кто иной	1	1
452	дело с	10	1
453	она находится	1	1
454	и далее	2	1
455	при этом	28	1
456	для него	1	1
457	применяются для	1	1
458	к числу	3	1
459	а у	1	1
460	и философии	2	1
461	следует что	1	1
462	мире в	1	1
463	в разных	1	1
464	с ним	2	1
465	тем как	2	1
466	и эмпирической	1	1
467	и различие	1	1
468	что при	8	1
469	самой идее	1	1
470	это обстоятельство	3	1
471	осуществление в	1	1
472	он на	1	1
473	значение его	1	1
474	что с	5	1
475	не как	3	1
476	в принципе	1	1
477	и лучше	1	1
478	а затем	1	1
479	только отдельные	1	1
480	мы совершенно	2	1
481	поэтому в	1	1
482	такое толкование	1	1
483	роль которая	1	1
484	глаза на	1	1
485	мы переводим	1	1
486	возникающих в	1	1
487	которые никак	3	1
488	нас в	2	1
489	например то	1	1
490	не являются	1	1
491	к выводу	2	1
492	то мы	1	1
493	к сознанию	1	1
494	не зависящего	1	1
495	у нас	4	1
496	если даже	1	1
497	из частей	1	1
498	и другими	4	1
499	нами в	1	1
500	эпох и	1	1
501	это есть	6	1
502	смысле этого	2	1
503	как нечто	3	1
504	быть может	2	1
505	с их	1	1
506	приходит к	5	1
507	зависящего от	1	1
508	в русском	4	1
509	что между	1	1
510	есть такая	1	1
511	мы находим	2	1
512	сказал бы	1	1
513	тому же	4	1
514	однако не	1	1
515	которое дает	1	1
516	а на	4	1
517	творчества и	3	1
518	оно не	2	1
519	как они	2	1
520	не было	5	1
521	ли установить	1	1
522	связи с	2	1
523	ко всем	1	1
524	психологии и	5	1
525	более или	3	1
526	отказаться от	4	1
527	цель и	1	1
528	в ближайшем	1	1
529	на которых	1	1
530	продолжение в	1	1
531	не о	1	1
532	но все	1	1
533	такими же	1	1
534	именно и	2	1
535	все ее	1	1
536	по степени	1	1
537	и сам	3	1
538	как по	1	1
539	наряду со	1	1
540	иной как	1	1
541	имеет значение	1	1
542	с таким	18	1
543	что его	5	1
544	но совершенно	4	1
545	на такой	2	1
546	будет тем	1	1
547	так называемый	1	1
548	во внимание	4	1
549	это мы	2	1
550	помощи которого	2	1
551	мысль о	1	1
552	же по	1	1
553	в точном	1	1
554	что не	2	1
555	в ту	1	1
556	именно о	1	1
557	она является	3	1
558	исходит из	5	1
559	самом процессе	1	1
560	из всего	1	1
561	то время	6	1
562	сводится к	3	1
563	в каждую	1	1
564	или иная	1	1
565	другую сторону	2	1
566	принадлежат к	4	1
567	из рассматриваемых	1	1
568	различие которое	1	1
569	из русских	1	1
570	понимать как	1	1
571	тому что	7	1
572	мы получаем	4	1
573	развития но	1	1
574	той социальной	1	1
575	никак нельзя	2	1
576	ее элементов	1	1
577	в корне	1	1
578	еще далеко	1	1
579	свести на	1	1
580	на другую	1	1
581	конечно не	2	1
582	с той	2	1
583	в связи	3	1
584	те же	9	1
585	тем с	1	1
586	есть нечто	4	1
587	с ними	2	1
588	в соответствии	1	1
589	время как	6	1
590	же при	1	1
591	с такими	1	1
592	всегда в	1	1
593	этот раз	1	1
594	что по	5	1
595	для каждого	1	1
596	все эти	7	1
597	по ее	1	1
598	с еще	1	1
599	мнение что	1	1
600	все же	9	1
601	при таком	5	1
602	есть только	7	1
603	том смысле	1	1
604	именно при	1	1
605	только ее	3	1
606	своего существования	1	1
607	этого слова	5	1
608	и т	36	1
609	одно из	2	1
610	последнее время	2	1
611	внимание что	2	1
612	мысль можно	1	1
613	ли не	2	1
614	нами при	1	1
615	ли из	2	1
616	как более	1	1
617	в такой	2	1
618	к какому	1	1
619	быть сведена	2	1
620	каждое поколение	1	1
621	один и	2	1
622	определяющую роль	1	1
623	его жизни	3	1
624	может дать	2	1
625	поэзии и	8	1
626	который не	2	1
627	на минуту	1	1
628	почти все	3	1
629	только и	1	1
630	в русских	1	1
631	в двух	1	1
632	и следовательно	4	1
633	которое не	1	1
634	по самой	3	1
635	же касается	1	1
636	в другие	1	1
637	речь идет	4	1
638	имеют значение	1	1
639	эта последняя	1	1
640	и это	6	1
641	они обнаруживают	1	1
642	все так	1	1
643	в каждой	1	1
644	именно с	1	1
645	годов но	1	1
646	об этом	3	1
647	или менее	3	1
648	к созданию	1	1
649	тогда как	1	1
650	что как	1	1
651	уже не	3	1
652	в одной	3	1
653	и вообще	3	1
654	всем его	1	1
655	казалось бы	4	1
656	а для	1	1
657	к жизни	2	1
658	людей в	1	1
659	если при	2	1
660	воды и	1	1
661	нет ничего	1	1
662	интересующей нас	1	1
663	не менее	9	1
664	могли бы	3	1
665	которые не	3	1
666	признать что	1	1
667	том случае	3	1
668	полной мере	1	1
669	мы думаем	1	1
670	от себя	4	1
671	обмене с	1	1
672	нужно и	1	1
673	а к	1	1
674	это зависит	1	1
675	в основе	13	1
676	гораздо большей	1	1
677	переходит в	1	1
678	близости к	1	1
679	и сами	1	1
680	в обмене	1	1
681	зависит от	2	1
682	а если	1	1
683	то это	3	1
684	бы с	1	1
685	этот новый	1	1
686	отличие от	6	1
687	и русской	2	1
688	мы увидим	4	1
689	такие же	2	1
690	что мы	9	1
691	отношений или	1	1
692	на этом	3	1
693	значит что	1	1
694	когда мы	4	1
695	применить к	2	1
696	бы только	1	1
697	случае если	2	1
698	роли и	1	1
699	то и	2	1
700	связь и	1	1
701	каждого из	3	1
702	для одних	2	1
703	связана с	1	1
704	относится к	4	1
705	в последних	1	1
706	как некая	1	1
707	ту же	6	1
708	при рассмотрении	2	1
709	вместо того	1	1
710	для оценки	1	1
711	поэтому если	1	1
712	являются не	2	1
713	другой в	2	1
714	не быть	2	1
715	к установлению	1	1
716	п с	1	1
717	которая выпадает	1	1
718	оснований для	1	1
719	раз на	1	1
720	с совершенно	3	1
721	или же	2	1
722	из их	2	1
723	мы хотели	2	1
724	значительной мере	1	1
725	когда в	1	1
726	склонен думать	1	1
727	в новой	2	1
728	на пересечении	1	1
729	слова и	1	1
730	каком они	1	1
731	только тогда	8	1
732	если так	1	1
733	для нее	1	1
734	в изучении	2	1
735	к тем	1	1
736	его частей	2	1
737	увидим что	3	1
738	находящихся в	1	1
739	мы все	3	1
740	не заключает	1	1
741	должны быть	6	1
742	или иных	2	1
743	и их	4	1
744	которые можно	1	1
745	что эта	4	1
746	что такими	1	1
747	на его	3	1
748	и всякая	1	1
749	тех же	2	1
750	две области	1	1
751	при такой	2	1
752	в тех	2	1
753	к области	3	1
754	образом из	1	1
755	и когда	5	1
756	связь между	1	1
757	истолкование и	1	1
758	от других	3	1
759	за пределы	2	1
760	этого факта	2	1
761	на примере	5	1
762	мы хотим	1	1
763	еще в	1	1
764	имеет свое	1	1
765	с так	3	1
766	разных точек	1	1
767	и до	2	1
768	даже не	1	1
769	имел ли	1	1
770	и земли	1	1
771	и затем	1	1
772	и те	5	1
773	то как	4	1
774	с количеством	1	1
775	в совершенно	5	1
776	художественным произведениям	1	1
777	к которой	1	1
778	это может	2	1
779	что из	1	1
780	литературы и	1	1
781	и наоборот	2	1
782	с то	3	1
783	или иное	2	1
784	всем другим	1	1
785	так называемых	1	1
786	в силе	1	1
787	определяют собой	1	1
788	имеет никаких	1	1
789	и изучение	1	1
790	область и	1	1
791	многих случаях	1	1
792	это вопрос	1	1
793	всегда и	2	1
794	состоит в	5	1
795	оно будет	1	1
796	потому и	1	1
797	и научное	1	1
798	всем ее	1	1
799	о таких	1	1
800	чем это	2	1
801	сведена к	2	1
802	то чтобы	4	1
803	числе и	1	1
804	так то	1	1
805	значение и	3	1
806	именно та	1	1
807	в отличие	4	1
808	он в	2	1
809	и связанное	1	1
810	элементов в	1	1
811	соответствии с	1	1
812	могут происходить	1	1
813	каждой из	3	1
814	одного из	1	1
815	и должна	1	1
816	что для	5	1
817	что тот	3	1
818	та или	1	1
819	себе поэтому	1	1
820	для такого	2	1
821	и тот	4	1
822	что само	2	1
823	той же	9	1
824	тех случаях	1	1
825	целей и	1	1
826	которые в	3	1
827	их к	1	1
828	и ее	4	1
829	есть будет	1	1
830	подходят к	2	1
831	считает что	2	1
832	это можно	3	1
833	которое мы	2	1
834	свести к	1	1
835	такая же	1	1
836	быть в	2	1
837	что может	1	1
838	тот же	8	1
839	в нашем	1	1
840	зрения есть	2	1
841	к которому	1	1
842	в переводе	1	1
843	с собой	1	1
844	не значит	2	1
845	переводе на	1	1
846	бы тот	4	1
847	эту мысль	2	1
848	простое и	1	1
849	двух противоположных	1	1
850	по этому	3	1
851	мы будем	2	1
852	вплоть до	3	1
853	всему человечеству	1	1
854	является весьма	1	1
855	в сознании	6	1
856	это что	1	1
857	бытия и	1	1
858	бы как	1	1
859	в полном	3	1
860	и о	4	1
861	которое имеет	1	1
862	и науки	1	1
863	который в	3	1
864	одна из	5	1
865	все еще	1	1
866	много ли	1	1
867	к расширению	1	1
868	которую не	1	1
869	изменений в	1	1
870	психологии может	1	1
871	значение как	1	1
872	которые мы	4	1
873	включает в	1	1
874	с его	3	1
875	и его	14	1
876	будь то	2	1
877	самые основные	1	1
878	которые применяются	1	1
879	оно может	1	1
880	его к	2	1
881	которых может	1	1
882	что крайне	1	1
883	же может	1	1
884	области которые	1	1
885	тех или	2	1
886	т д	10	1
887	условии если	1	1
888	есть к	2	1
889	что даже	3	1
890	это в	4	1
891	с теми	2	1
892	эти два	1	1
893	и силу	1	1
894	в нем	5	1
895	мы различаем	4	1
896	но это	3	1
897	от того	6	1
898	если мы	21	1
899	иную идеологию	1	1
900	для этого	1	1
901	она есть	2	1
902	с ее	3	1
903	обратиться к	3	1
904	признание что	2	1
905	что такие	3	1
906	но так	2	1
907	то или	3	1
908	мир к	1	1
909	означает что	2	1
910	в самой	2	1
911	только наиболее	1	1
912	с равным	1	1
913	не ставим	1	1
914	и искусства	1	1
915	случае когда	1	1
916	различаем три	1	1
917	в большей	1	1
918	от эпохи	1	1
919	одного и	2	1
920	большее количество	1	1
921	что имеет	1	1
922	интересно отметить	2	1
923	свое собственное	2	1
924	как некоторый	1	1
925	гораздо более	2	1
926	в недавно	1	1
