N	2gram	Propp_Isto	PoTuStor
357	быть только	2	1
358	как его	2	1
359	можем коснуться	1	1
360	он будет	2	1
361	ведь она	1	1
362	уже совершенно	1	1
363	а то	1	1
364	на другие	1	1
365	из всего	3	1
366	загадку сфинкса	1	1
367	в конце	4	1
368	самым важным	2	1
369	на престол	3	1
370	случае не	1	1
371	вражда к	1	1
372	на другую	2	1
373	в связи	3	1
374	рай и	1	1
375	зависит от	1	1
376	и они	2	1
377	случае только	1	1
378	похож на	1	1
379	этого на	1	1
380	этой цели	1	1
381	что по	2	1
382	спрятаться в	1	1
383	самое и	1	1
384	оно же	1	1
385	все же	14	1
386	такие представления	2	1
387	основано на	1	1
388	обречены на	1	1
389	а иногда	1	1
390	как ее	1	1
391	от этого	2	1
392	приводит к	1	1
393	на все	1	1
394	не имеет	6	1
395	не умирают	1	1
396	становится ясным	2	1
397	этом нет	1	1
398	выше мы	4	1
399	по его	2	1
400	ступени развития	1	1
401	в свете	4	1
402	он является	1	1
403	за ней	1	1
404	зависимости от	4	1
405	влияния на	1	1
406	со стороны	3	1
407	пока не	1	1
408	на его	6	1
409	с другом	1	1
410	на своем	4	1
411	но если	2	1
412	вовсе не	6	1
413	скрывается в	1	1
414	уже не	8	1
415	к тому	4	1
416	где оно	2	1
417	чем бы	1	1
418	не входит	1	1
419	от окружающей	1	1
420	связано с	7	1
421	на одном	1	1
422	которые были	1	1
423	он прежде	1	1
424	однако не	1	1
425	свое время	1	1
426	а потом	4	1
427	первый взгляд	5	1
428	этот мотив	8	1
429	этих двух	1	1
430	слаб и	1	1
431	что эти	4	1
432	но этим	1	1
433	и тех	1	1
434	предположить что	6	1
435	как часть	1	1
436	его и	1	1
437	вообще по	1	1
438	искать в	1	1
439	человека в	1	1
440	он был	2	1
441	для его	1	1
442	а с	3	1
443	в данном	8	1
444	и часто	2	1
445	того в	1	1
446	первый план	1	1
447	родился в	1	1
448	же с	2	1
449	в лодке	1	1
450	вытекает из	2	1
451	отличается от	4	1
452	только путем	1	1
453	и такие	3	1
454	и история	1	1
455	оно в	1	1
456	и социального	1	1
457	нет также	1	1
458	вопрос о	6	1
459	характер и	1	1
460	на один	1	1
461	не имеют	3	1
462	именно тех	1	1
463	со всех	1	1
464	мы увидим	6	1
465	отсюда и	1	1
466	даже и	1	1
467	то и	6	1
468	этих способностей	1	1
469	с новыми	1	1
470	она не	3	1
471	м году	1	1
472	в свою	1	1
473	входит в	1	1
474	его не	4	1
475	наконец в	1	1
476	но даже	1	1
477	того чтобы	1	1
478	одной стороны	12	1
479	как известно	1	1
480	не дает	1	1
481	здесь только	1	1
482	в другом	2	1
483	то ни	1	1
484	уже у	1	1
485	для того	2	1
486	в каких	2	1
487	в ней	4	1
488	и собственно	1	1
489	а сын	1	1
490	ли у	1	1
491	у меня	1	1
492	еще одно	2	1
493	нашего сознания	1	1
494	утверждают что	1	1
495	не всегда	6	1
496	здесь она	1	1
497	является его	1	1
498	должны перейти	1	1
499	позволяет нам	2	1
500	в руках	2	1
501	от всех	2	1
502	руки но	1	1
503	когда он	5	1
504	что если	2	1
505	к такой	1	1
506	а не	9	1
507	и стали	1	1
508	увидим что	2	1
509	ни один	1	1
510	должны быть	4	1
511	имеем в	8	1
512	которые можно	1	1
513	да в	1	1
514	при некоторых	1	1
515	и та	1	1
516	и что	15	1
517	как он	11	1
518	теми которые	1	1
519	же что	2	1
520	та сила	1	1
521	совершенно так	1	1
522	сон есть	1	1
523	этим не	2	1
524	еще в	3	1
525	на другой	2	1
526	быть именно	1	1
527	можно ли	2	1
528	от того	4	1
529	но вместе	2	1
530	в форму	2	1
531	из одного	3	1
532	это может	1	1
533	отметить что	2	1
534	очень мало	1	1
535	а во	1	1
536	мы здесь	3	1
537	в землю	1	1
538	мотив и	1	1
539	в мифах	5	1
540	с другой	20	1
541	на которые	1	1
542	нем и	1	1
543	некоторое время	2	1
544	я в	1	1
545	что же	2	1
546	как на	3	1
547	на свет	1	1
548	потом в	1	1
549	же самое	1	1
550	каждого из	1	1
551	что здесь	10	1
552	что никакого	1	1
553	в эту	3	1
554	это вытекает	2	1
555	в точности	2	1
556	выходит из	1	1
557	без всякого	2	1
558	заметить что	1	1
559	не совсем	3	1
560	под ним	1	1
561	ее не	1	1
562	однако в	2	1
563	в уже	1	1
564	главным образом	3	1
565	поздно в	1	1
566	друг другу	1	1
567	только одна	2	1
568	что есть	1	1
569	своем месте	1	1
570	откуда у	1	1
571	которые в	3	1
572	это приводит	1	1
573	свою противоположность	1	1
574	в самую	1	1
575	имеет по	1	1
576	бы он	1	1
577	о его	1	1
578	этом и	2	1
579	всех сторон	1	1
580	именно так	1	1
581	что я	2	1
582	под названием	1	1
583	во многих	2	1
584	может оказаться	1	1
585	только при	1	1
586	как я	1	1
587	действительно не	1	1
588	думая что	1	1
589	предположение о	1	1
590	все время	2	1
591	на большой	1	1
592	же в	1	1
593	что она	6	1
594	каждый день	1	1
595	одна из	7	1
596	с сыном	1	1
597	если они	4	1
598	же мы	6	1
599	здесь имеем	3	1
600	формы и	2	1
601	право на	5	1
602	новые отношения	2	1
603	этот момент	1	1
604	бы ни	1	1
605	на место	2	1
606	его к	2	1
607	их на	2	1
608	сказать о	1	1
609	друг с	1	1
610	это в	3	1
611	эти два	1	1
612	и имеют	1	1
613	не будут	2	1
614	что иное	2	1
615	комплекс этот	1	1
616	мы должны	7	1
617	есть ли	1	1
618	из него	3	1
619	что такие	1	1
620	но так	4	1
621	не случайно	3	1
622	мы еще	2	1
623	чем это	1	1
624	тот же	2	1
625	ничего не	7	1
626	можно указать	4	1
627	эта работа	1	1
628	о ней	2	1
629	и самый	1	1
630	к нему	8	1
631	видим и	4	1
632	конечно у	1	1
633	женской линии	1	1
