N	2gram	Vygotskiy_	Analitik
144	как уже	1	9
145	дело с	10	8
146	о чем	2	8
147	в игре	2	8
148	роль в	4	8
149	не всегда	2	8
150	одной из	1	8
151	эстетический объект	1	8
152	в сторону	1	8
153	о его	2	8
154	с ним	2	8
155	нашего времени	1	8
156	если бы	10	8
157	и все	8	8
158	что он	17	8
159	перед нами	1	8
160	не является	5	8
161	в основе	13	8
162	с точки	12	8
163	хотя и	3	8
164	этом отношении	7	8
165	времени и	2	8
166	дело не	1	8
167	он и	1	8
168	одного из	1	8
169	во всяком	9	7
170	в противоположность	1	7
171	в другом	1	7
172	в одном	4	7
173	как мы	2	7
174	в нашем	1	7
175	который в	3	7
176	одна из	5	7
177	от себя	4	7
178	по преимуществу	2	7
179	несмотря на	8	7
180	в ее	7	7
181	у него	4	7
182	в таком	5	7
183	как говорит	5	7
184	природе своей	1	7
185	личности и	1	7
186	и тем	5	7
187	в свое	1	7
188	и является	1	7
189	приводит к	3	7
190	свое время	1	7
191	в глазах	1	7
192	в соответствии	1	7
193	всяком случае	7	7
194	и для	9	7
195	жизни но	1	7
196	в литературе	1	7
197	все это	11	7
198	таком случае	3	7
199	однако не	1	7
200	на его	3	7
201	и т.д	1	7
202	художественного произведения	22	7
203	себя и	3	7
204	место в	1	7
205	что иное	2	7
206	как будто	10	7
207	вплоть до	3	7
208	иное как	2	7
209	во всем	5	6
210	для всех	5	6
211	русской литературе	1	6
212	те же	9	6
213	а напротив	1	6
214	или в	2	6
215	художественное произведение	16	6
216	казалось бы	4	6
217	одного и	2	6
218	восходит к	1	6
219	хотя бы	4	6
220	не что	2	6
221	вовсе не	7	6
222	из них	4	6
223	ключ к	1	6
224	то в	2	6
225	тем не	6	6
226	что не	2	6
227	однако при	1	6
228	вопроса о	1	6
229	о себе	1	6
230	не будет	4	6
231	могла бы	1	6
232	его как	1	6
233	в силу	4	6
234	как система	1	6
235	в нем	5	6
236	если в	2	6
237	на этом	3	6
238	из которых	5	6
239	из того	2	6
240	от своего	1	6
241	вследствие этого	2	6
242	роли в	1	6
243	и более	3	6
244	и состоит	2	6
245	из этих	6	6
246	соответствии с	1	6
247	в сознании	6	6
248	и то	4	6
249	ответ на	2	6
250	уже в	3	6
251	есть в	7	6
252	ли не	2	6
253	должен быть	2	6
254	его в	3	6
255	мере в	2	6
256	полной мере	1	6
257	в полной	1	6
258	же в	1	6
259	и читателя	1	6
260	что на	4	6
261	все что	4	5
262	не так	2	5
263	к числу	3	5
264	по выражению	2	5
265	не как	3	5
266	а затем	1	5
267	в состав	1	5
268	в этих	6	5
269	в них	4	5
270	по пути	1	5
271	в первом	1	5
272	мысль о	1	5
273	тем что	7	5
274	ведет к	1	5
275	или ином	1	5
276	речь идет	4	5
277	исходя из	4	5
278	в котором	5	5
279	при рассмотрении	2	5
280	для того	12	5
281	для себя	2	5
282	в слове	3	5
283	может служить	3	5
284	в эту	1	5
285	к этому	5	5
286	не дано	1	5
287	с другими	2	5
288	к жизни	2	5
289	ни в	9	5
290	не о	1	5
291	будто бы	2	5
292	я не	1	5
293	и до	2	5
294	того и	3	5
295	но как	4	5
296	а с	2	5
297	так что	8	5
298	и по	7	5
299	и потому	2	5
300	с ее	3	5
301	в особенности	3	5
302	во втором	1	5
303	и здесь	3	5
304	том или	1	5
305	не могут	6	5
306	самом деле	19	5
307	с таким	18	5
308	в романе	1	5
309	как о	1	5
310	жизни в	1	5
311	еще и	1	5
312	совершенно не	7	5
313	что мы	9	5
314	в роли	1	5
315	на примере	5	5
316	самого пушкина	1	5
317	он в	2	5
318	а и	1	5
319	произведении искусства	4	5
320	тот же	8	5
321	в художественном	9	5
322	принадлежит к	1	5
323	на вопрос	4	5
324	мы не	15	5
325	о смерти	1	5
326	с той	2	5
327	в широком	1	5
328	с их	1	5
329	в общем	2	5
330	все эти	7	5
331	читателя не	2	5
332	одно из	2	5
333	в поле	1	5
334	как предмет	2	5
335	одну из	1	5
336	в искусстве	24	5
337	и их	4	5
338	к игре	1	5
339	еще в	1	5
340	такой же	9	5
341	таким же	1	5
342	строго говоря	1	4
343	его от	2	4
344	о своем	1	4
345	в своих	12	4
346	в борьбе	1	4
347	в собственном	4	4
348	что по	5	4
349	отличается от	4	4
350	так в	1	4
351	было написано	1	4
352	с этим	7	4
353	нам не	1	4
354	в действительности	4	4
355	в любом	1	4
356	только на	7	4
357	что же	4	4
358	из виду	2	4
359	сказать что	12	4
360	на него	2	4
361	что она	11	4
362	не удивительно	1	4
363	к нему	3	4
364	ни было	2	4
365	сколько бы	1	4
366	не было	5	4
367	в которой	6	4
368	между ними	2	4
369	в двух	1	4
370	в чем	5	4
371	бы в	3	4
372	в каждом	5	4
373	могли бы	3	4
374	в устах	1	4
375	то ни	2	4
376	и что	28	4
377	этом смысле	3	4
378	одного сознания	1	4
379	известном смысле	1	4
380	и от	4	4
381	и есть	5	4
382	его к	2	4
383	а как	2	4
384	искусства в	14	4
385	были бы	2	4
386	была бы	2	4
387	как он	4	4
388	в отношении	3	4
389	однако что	1	4
390	с ними	2	4
391	удивительно что	1	4
392	бы не	1	4
393	который не	2	4
394	игры и	1	4
395	в известном	2	4
396	и т	36	4
397	что позволяет	1	4
398	говоря и	1	4
399	это и	3	4
400	его и	4	4
401	потому что	27	4
402	того чтобы	13	4
403	и если	4	4
404	в стихотворении	1	4
405	и тогда	3	4
406	или иных	2	4
407	вслед за	10	4
408	на две	1	4
409	и во	3	4
410	но это	3	4
411	обратиться к	3	4
412	истории литературы	1	4
413	как к	2	4
414	о нем	2	4
415	ему в	1	4
416	как у	1	4
417	в полном	3	4
418	здесь в	1	4
419	бы и	5	4
420	на которой	1	4
421	не любит	2	4
422	указывает на	6	4
423	сама по	2	4
424	нас к	1	4
425	самого произведения	1	4
426	по своему	2	4
427	об этом	3	4
428	и другого	4	4
429	жизнь и	3	4
430	тех или	2	4
431	произведения с	4	4
432	человека в	1	4
433	но при	1	4
434	произведения искусства	4	4
435	его не	3	4
436	в значительной	1	4
437	наконец в	2	4
438	сюжет и	1	4
439	эстетическое переживание	3	4
440	на основе	2	4
441	и ее	4	4
442	основе своей	2	4
443	отношение к	3	4
444	и о	4	4
445	в области	12	4
446	сознания в	1	4
447	дело здесь	1	4
448	от него	2	3
449	и составляет	3	3
450	в центре	1	3
451	случае в	3	3
452	человеческой жизни	1	3
453	быть признано	2	3
454	к этой	2	3
455	с этой	8	3
456	его за	1	3
457	случае не	2	3
458	тем как	2	3
459	и был	1	3
460	в виду	6	3
461	быть может	2	3
462	у пушкина	4	3
463	и с	5	3
464	в жизни	5	3
465	с тем	11	3
466	искусства является	6	3
467	и внутренне	1	3
468	в лирике	1	3
469	в лирическом	2	3
470	тем в	1	3
471	в такой	2	3
472	в центр	2	3
473	при условии	1	3
474	вопрос о	3	3
475	на самом	6	3
476	это было	1	3
477	уже было	1	3
478	и той	5	3
479	одной и	6	3
480	произведения но	2	3
481	и те	5	3
482	и далее	2	3
483	пока еще	1	3
484	как на	6	3
485	в мировом	1	3
486	что все	10	3
487	в зависимости	6	3
488	на котором	2	3
489	гораздо более	2	3
490	бы то	3	3
491	на почве	3	3
492	при анализе	3	3
493	что у	8	3
494	в восприятии	1	3
495	первом случае	1	3
496	должно быть	2	3
497	в состоянии	4	3
498	и за	1	3
499	х годов	5	3
500	связи с	2	3
501	всякий раз	10	3
502	с двумя	2	3
503	очевидно что	7	3
504	в связи	3	3
505	и оказывается	1	3
506	между собой	1	3
507	служит для	1	3
508	что как	1	3
509	но к	3	3
510	он сам	1	3
511	а для	1	3
512	здесь как	1	3
513	смысл и	2	3
514	понимание есть	1	3
515	чистом виде	3	3
516	включает в	1	3
517	в рассказе	1	3
518	речи и	1	3
519	хотя в	1	3
520	в тех	2	3
521	и тот	4	3
522	теми же	2	3
523	из этого	5	3
524	бы ни	2	3
525	оно может	1	3
526	на место	3	3
527	означает что	2	3
528	в одну	2	3
529	например в	5	3
530	тогда когда	7	3
531	что они	7	3
532	никак не	7	3
533	поэтому в	1	3
534	себе не	4	3
535	можно было	4	3
536	этом как	2	3
537	быть сведено	1	3
538	оно не	2	3
539	читателя и	2	3
540	сами по	4	3
541	есть лишь	1	3
542	мы могли	1	3
543	смысла и	1	3
544	заключается в	15	3
545	никто не	1	3
546	зависимости от	7	3
547	на каждом	1	3
548	во сне	2	3
549	человека и	3	3
550	только одно	1	3
551	то он	1	3
552	он же	3	3
553	языка и	1	3
554	тех же	2	3
555	и заключается	4	3
556	к смыслу	1	3
557	быть не	1	3
558	из его	4	3
559	тех пор	2	3
560	поскольку он	2	3
561	для нее	1	3
562	и больше	2	3
563	к объекту	1	3
564	и наоборот	2	3
565	образом не	1	3
566	для читателя	1	3
567	т п	24	3
568	на этот	2	3
569	взгляде на	1	3
570	для пушкина	1	3
571	к содержанию	1	3
572	как нельзя	5	3
573	так как	28	3
574	они не	1	3
575	том числе	1	3
576	иметь дело	4	3
577	же мере	1	3
578	же не	1	3
579	дело в	2	3
580	когда же	1	3
581	ведь это	1	3
582	но с	1	3
583	в таких	2	3
584	а о	1	3
585	сам по	4	3
586	который как	2	3
587	а то	1	3
588	понимать как	1	3
589	и без	3	3
590	в какой	6	3
591	при таком	5	3
592	мира и	1	3
593	к своему	2	3
594	один и	2	3
595	этих двух	4	3
596	с новыми	2	3
597	она не	6	3
598	также и	2	3
599	однако если	1	3
600	в ней	3	3
601	но он	3	3
602	одни и	3	3
603	мы узнаем	1	3
604	независимо от	3	3
605	мы должны	4	3
606	и может	3	3
607	говоря о	2	3
608	идет о	2	3
609	же самое	8	3
610	которые в	3	3
611	произведения не	1	3
612	когда он	11	3
613	может показаться	2	3
614	слова в	5	3
615	это означает	2	3
616	жизни и	5	3
617	все еще	1	3
618	на то	17	3
619	душевной жизни	2	3
620	ведь и	1	3
621	для этого	1	3
622	и наконец	2	3
623	не к	2	3
624	эффект художественного	1	2
625	ничего иного	1	2
626	является в	1	2
627	было показано	1	2
628	в стихе	9	2
629	трактует как	1	2
630	еще раз	1	2
631	я уже	1	2
632	случае мы	1	2
633	еще более	2	2
634	в применении	2	2
635	тому что	7	2
636	тем или	2	2
637	следует что	1	2
638	эстетического восприятия	1	2
639	в разных	1	2
640	не являются	1	2
641	или иному	1	2
642	произведения а	1	2
643	и другими	4	2
644	остается ничего	2	2
645	не бывает	1	2
646	с первой	1	2
647	ко всем	1	2
648	встречается в	1	2
649	более или	3	2
650	нами и	1	2
651	русской поэзии	1	2
652	жизнь в	1	2
653	мы и	1	2
654	тому или	1	2
655	автором и	1	2
656	к другим	2	2
657	с не	1	2
658	только через	1	2
659	их в	4	2
660	на эту	1	2
661	не вполне	1	2
662	себя к	1	2
663	другое дело	1	2
664	целым рядом	2	2
665	широком смысле	1	2
666	но мы	3	2
667	так например	1	2
668	искусство и	5	2
669	могут оказаться	1	2
670	и эстетики	1	2
671	на природу	1	2
672	научное познание	1	2
673	что этот	3	2
674	применении к	2	2
675	своей природе	1	2
676	у читателя	1	2
677	и каждое	1	2
678	имеет в	3	2
679	особенности же	1	2
680	во многих	1	2
681	совершенно очевидно	3	2
682	должна была	3	2
683	следует отнести	1	2
684	связь между	1	2
685	обращаясь к	1	2
686	а между	1	2
687	уже и	2	2
688	так же	29	2
689	в глаза	2	2
690	всегда и	2	2
691	его собственной	1	2
692	к ним	4	2
693	могут и	1	2
694	приходят к	1	2
695	вообще и	2	2
696	отношений и	2	2
697	утверждал что	3	2
698	перед ним	1	2
699	тех случаях	1	2
700	в сцене	1	2
701	быть в	2	2
702	к которому	1	2
703	с этими	1	2
704	эстетического анализа	1	2
705	сих пор	8	2
706	во всей	1	2
707	здравого смысла	1	2
708	жизни не	1	2
709	что именно	4	2
710	и всякого	1	2
711	этой роли	1	2
712	коем случае	1	2
713	в системе	1	2
714	она есть	2	2
715	чем это	2	2
716	и становится	1	2
717	восприятия как	1	2
718	намек на	2	2
719	грань между	2	2
720	или иным	2	2
721	зачем же	1	2
722	этих моментов	1	2
723	не принадлежат	1	2
724	но я	1	2
725	ее и	2	2
726	той мере	1	2
727	мы видим	8	2
728	от его	1	2
729	в драме	1	2
730	время и	1	2
731	его частей	2	2
732	собой в	1	2
733	его собственных	1	2
734	искусство в	4	2
735	при переходе	1	2
736	т е	3	2
737	однако этот	1	2
738	что при	8	2
739	не должна	1	2
740	бытия и	1	2
741	мы можем	6	2
742	там и	1	2
743	в уста	1	2
744	существенная сторона	1	2
745	что между	1	2
746	сознания к	2	2
747	которое дает	1	2
748	искусства при	1	2
749	или не	2	2
750	автором в	1	2
751	том же	4	2
752	к чему	2	2
753	он оказывается	1	2
754	при одном	1	2
755	исходит из	5	2
756	противоречие с	4	2
757	не остается	2	2
758	но ведь	1	2
759	учение о	1	2
760	одном из	2	2
761	же точно	13	2
762	в психике	1	2
763	герой в	1	2
764	об искусстве	2	2
765	зрения и	2	2
766	же касается	1	2
767	а только	4	2
768	например как	1	2
769	произведение есть	2	2
770	могло бы	5	2
771	всех своих	1	2
772	не имея	1	2
773	автора или	2	2
774	что даже	3	2
775	не означает	2	2
776	данный момент	1	2
777	не могу	1	2
778	нельзя лучше	1	2
779	зрения в	1	2
780	и процессы	2	2
781	этой точки	7	2
782	определенным образом	1	2
783	теперь уже	1	2
784	согласуется с	1	2
785	человека как	1	2
786	этих трех	1	2
787	здесь мы	1	2
788	вообще не	1	2
789	объект как	1	2
790	одно и	1	2
791	не приходится	1	2
792	и та	1	2
793	сущности говоря	6	2
794	самый момент	1	2
795	для человека	1	2
796	не могла	1	2
797	в нас	3	2
798	этот вопрос	2	2
799	когда мы	4	2
800	не знаю	1	2
801	и анализ	1	2
802	только с	2	2
803	культуры и	1	2
804	произведения ни	1	2
805	моментов в	2	2
806	и др	1	2
807	подход к	3	2
808	обратимся к	1	2
809	что может	1	2
810	как об	1	2
811	понимание и	1	2
812	мы будем	2	2
813	ей не	1	2
814	произведений искусства	1	2
815	другого как	2	2
816	в данный	1	2
817	для чего	1	2
818	имеет свою	1	2
819	бы я	1	2
820	и сами	1	2
821	в статье	1	2
822	автора если	1	2
823	утверждать что	9	2
824	взгляд на	2	2
825	до сих	8	2
826	вступить в	1	2
827	его создания	1	2
828	та же	4	2
829	за ним	2	2
830	и должны	1	2
831	безотносительно к	1	2
832	и свою	1	2
833	сообщения о	1	2
834	самим автором	1	2
835	в противоречие	3	2
836	и при	3	2
837	и должно	1	2
838	художественного творчества	6	2
839	что это	12	2
840	от нас	1	2
841	представления об	2	2
842	том и	4	2
843	со всеми	5	2
844	все его	1	2
845	творчества и	3	2
846	должен был	1	2
847	по удачному	1	2
848	с этого	2	2
849	собой и	1	2
850	в обратном	1	2
851	ему казалось	1	2
852	между которыми	1	2
853	оно есть	3	2
854	художник или	1	2
855	всем протяжении	1	2
856	на месте	1	2
857	даже не	1	2
858	в процессе	7	2
859	евгения онегина	4	2
860	и просто	1	2
861	не имеет	3	2
862	может не	1	2
863	автору и	1	2
864	в стихах	2	2
865	к другому	1	2
866	языка на	1	2
867	думать что	3	2
868	нет ничего	1	2
869	бы с	1	2
870	не имеют	1	2
871	двух основных	1	2
872	это только	4	2
873	у меня	3	2
874	на два	2	2
875	на это	2	2
876	но лишь	1	2
877	время в	2	2
878	лирическое стихотворение	1	2
879	со всей	1	2
880	литературном произведении	2	2
881	слов и	1	2
882	как если	1	2
883	от других	3	2
884	получает от	1	2
885	при помощи	27	2
886	волосы и	1	2
887	же природы	1	2
888	явственно обнаруживается	1	2
889	во внешней	1	2
890	тем же	4	2
891	и служит	1	2
892	произведения и	2	2
893	лев толстой	1	2
894	он может	1	2
895	при взгляде	1	2
896	но если	2	2
897	власть над	1	2
898	поведение в	1	2
899	в самой	2	2
900	этом он	2	2
901	что автор	1	2
902	или к	1	2
903	возвращает нас	1	2
904	значение в	2	2
905	на дорогу	1	2
906	для художественного	2	2
907	мы вынуждены	2	2
908	создания и	1	2
909	в коем	1	2
910	в т	1	2
911	в поэзии	5	2
912	зависит от	2	2
913	и вот	5	2
914	обе эти	1	2
915	он как	1	2
916	с анализом	1	2
917	и восприятия	2	2
918	что с	5	2
919	для нас	5	2
920	одновременно и	1	2
921	у нас	4	2
922	или словами	1	2
923	смысле этого	2	2
924	как нечто	3	2
925	по словам	1	2
926	все равно	1	2
927	что ни	2	2
928	образом в	3	2
929	без остатка	3	2
930	как утверждает	1	2
931	по существу	6	2
932	с теми	2	2
933	в ту	1	2
934	этом что	1	2
935	произведения так	1	2
936	искусства как	6	2
937	представляет собою	1	2
938	на все	6	2
939	на всем	1	2
940	бы мы	3	2
941	которой он	2	2
942	или менее	3	2
943	и таким	4	2
944	в одной	3	2
945	связаны с	1	2
946	а на	4	2
947	к одному	5	2
948	там где	5	2
949	и эти	2	2
950	до тех	3	2
951	оно в	1	2
952	нет и	1	2
953	то и	2	2
954	церкви и	1	2
955	в ритме	1	2
956	здесь совершенно	1	2
957	от всех	3	2
958	к тем	1	2
959	у всех	2	2
960	прибегать к	1	2
961	основного действия	1	2
962	стало быть	3	2
963	борьбе за	1	2
964	что из	1	2
965	в большинстве	1	2
966	произведения к	1	2
967	полагал что	1	2
968	зависимость от	2	2
969	в литературном	1	2
970	тот кто	2	2
971	не можем	3	2
972	голосов в	1	2
973	не оставляет	1	2
974	по этому	3	2
975	при изучении	1	2
976	хотя он	1	2
977	и только	5	2
978	и ту	2	2
979	художественное творчество	1	2
980	в готовом	1	2
981	что было	1	1
982	мы обратимся	1	1
983	смысл художественного	1	1
984	с помощью	1	1
985	к действительности	1	1
986	и другие	5	1
987	могут иметь	1	1
988	и целиком	1	1
989	каждой из	3	1
990	и называет	1	1
991	это тот	1	1
992	искусство требует	2	1
993	же и	2	1
994	другим и	1	1
995	выводу что	2	1
996	только что	3	1
997	или других	1	1
998	смысл ни	1	1
999	можно и	1	1
1000	творчества в	2	1
1001	все люди	1	1
1002	при объяснении	2	1
1003	данного варианта	1	1
1004	себе целью	1	1
1005	смысл только	1	1
1006	в обыденной	1	1
1007	возникает между	1	1
1008	в стороне	1	1
1009	вновь и	1	1
1010	а у	1	1
1011	выступают в	1	1
1012	критики как	1	1
1013	вещи и	1	1
1014	и отдельно	1	1
1015	в большей	1	1
1016	мысли и	2	1
1017	привести к	1	1
1018	жить и	1	1
1019	что то	2	1
1020	героев и	1	1
1021	существенно для	1	1
1022	целом ряде	2	1
1023	для другой	1	1
1024	нас в	2	1
1025	почему мы	1	1
1026	в общей	1	1
1027	совершенно недостаточно	1	1
1028	только тогда	8	1
1029	смысла для	1	1
1030	своих собственных	1	1
1031	в различных	1	1
1032	эта система	1	1
1033	с собой	1	1
1034	отношений в	1	1
1035	сознательно или	1	1
1036	определяется и	2	1
1037	смысла а	1	1
1038	границы между	1	1
1039	в драматическом	1	1
1040	как образ	1	1
1041	и была	2	1
1042	готовом виде	1	1
1043	но все	1	1
1044	от одного	1	1
1045	читатель тому	1	1
1046	а во-вторых	1	1
1047	идее но	1	1
1048	и опять	1	1
1049	каким образом	3	1
1050	и юмор	1	1
1051	из самых	2	1
1052	он полагает	1	1
1053	она является	3	1
1054	говорят о	1	1
1055	этих поверхностных	1	1
1056	деятельности не	1	1
1057	исходить из	1	1
1058	принадлежат к	4	1
1059	для своей	1	1
1060	развития но	1	1
1061	искусства его	1	1
1062	от личной	1	1
1063	стороны в	1	1
1064	его на	1	1
1065	целое и	1	1
1066	произведению следует	1	1
1067	его по	1	1
1068	обладает своим	1	1
1069	опять как	1	1
1070	знания для	1	1
1071	не обладают	1	1
1072	область истории	1	1
1073	лица в	1	1
1074	внимание что	2	1
1075	как более	1	1
1076	почти все	3	1
1077	которое не	1	1
1078	за ней	1	1
1079	мало или	1	1
1080	быть определена	1	1
1081	языка то	1	1
1082	на точку	1	1
1083	мир и	1	1
1084	имеют значение	1	1
1085	комизм и	1	1
1086	обычно говорят	1	1
1087	него могут	2	1
1088	и из	7	1
1089	отзывается о	1	1
1090	же вопрос	1	1
1091	свой смысл	1	1
1092	художественную деятельность	1	1
1093	так если	1	1
1094	объективных свойств	2	1
1095	а вместе	1	1
1096	других исследователей	1	1
1097	и недаром	1	1
1098	именно эту	1	1
1099	операция в	1	1
1100	во все	2	1
1101	на человека	1	1
1102	все основания	1	1
1103	она же	1	1
1104	отсутствует и	1	1
1105	знаем о	1	1
1106	и такие	1	1
1107	всегда с	1	1
1108	особая роль	1	1
1109	же автора	1	1
1110	по тем	1	1
1111	человека не	3	1
1112	и составляют	1	1
1113	мы увидим	4	1
1114	сводятся к	2	1
1115	пор пока	2	1
1116	убедиться в	2	1
1117	не узнает	1	1
1118	мере не	1	1
1119	только как	3	1
1120	но даже	4	1
1121	и позволяют	1	1
1122	как будет	1	1
1123	оказывается и	1	1
1124	должна быть	3	1
1125	но то	1	1
1126	искусства и	24	1
1127	одной общей	1	1
1128	и другой	6	1
1129	читателя с	1	1
1130	в соотношении	1	1
1131	заключается что	1	1
1132	затем уже	1	1
1133	своим собственным	1	1
1134	случайно он	1	1
1135	точно и	4	1
1136	продолжить эту	1	1
1137	из самого	2	1
1138	этот тезис	1	1
1139	смысле слова	4	1
1140	в изучении	2	1
1141	человеческой фигуры	1	1
1142	а когда	1	1
1143	об отношении	1	1
1144	из своего	1	1
1145	имеет дело	2	1
1146	и формы	1	1
1147	этот ритмический	1	1
1148	между отдельными	1	1
1149	о них	1	1
1150	не об	1	1
1151	точно так	6	1
1152	рассматривать при	1	1
1153	и выражение	1	1
1154	приходит к	5	1
1155	и значение	2	1
1156	говорит что	10	1
1157	уже как	1	1
1158	что речь	2	1
1159	вещь а	1	1
1160	цвета а	1	1
1161	своим произведением	1	1
1162	воспринимающего субъекта	1	1
1163	отметить что	2	1
1164	всякого сомнения	1	1
1165	что те	3	1
1166	хотел сказать	2	1
1167	стихотворения пушкина	1	1
1168	как функции	1	1
1169	игру и	1	1
1170	соглашаясь с	1	1
1171	он заранее	1	1
1172	ни одного	1	1
1173	мы ощущаем	1	1
1174	и еще	1	1
1175	и отвечает	1	1
1176	не дай	1	1
1177	слове как	1	1
1178	и будем	2	1
1179	не растворяясь	1	1
1180	этом она	1	1
1181	анализа как	1	1
1182	от смысла	2	1
1183	как для	1	1
1184	в основу	3	1
1185	следующим образом	1	1
1186	такая же	1	1
1187	объяснение в	1	1
1188	до такой	1	1
1189	во времена	1	1
1190	составляющих его	3	1
1191	все время	6	1
1192	не умеет	1	1
1193	они сами	2	1
1194	анализ и	1	1
1195	литературы а	1	1
1196	каждое из	2	1
1197	эстетическое впечатление	1	1
1198	последних десятилетий	1	1
1199	этом сами	1	1
1200	что говорит	1	1
1201	именно с	1	1
1202	под именем	1	1
1203	и чувства	1	1
1204	и подобно	1	1
1205	к этим	1	1
1206	и большим	1	1
1207	и входит	1	1
1208	он так	1	1
1209	с равным	1	1
1210	и каким	1	1
1211	жизни с	4	1
1212	о ней	4	1
1213	мнение что	1	1
1214	людей в	1	1
1215	процессы его	1	1
1216	или приемом	2	1
1217	восприятии и	2	1
1218	и определяющим	1	1
1219	такой степени	2	1
1220	эстетический факт	1	1
1221	особенно очевидны	1	1
1222	или бессознательно	1	1
1223	оставаться в	1	1
1224	в прошлое	2	1
1225	оставаться за	1	1
1226	зрения может	1	1
1227	впечатление от	1	1
1228	понимается при	1	1
1229	сказать своим	1	1
1230	мышления и	3	1
1231	она и	1	1
1232	хотелось бы	1	1
1233	состав которых	1	1
1234	о двух	1	1
1235	как полагает	1	1
1236	после того	2	1
1237	заключенное в	1	1
1238	от поэтического	1	1
1239	искусства то	1	1
1240	всякой эстетической	1	1
1241	своему содержанию	1	1
1242	указать на	1	1
1243	что каждая	2	1
1244	от природы	1	1
1245	бы обойтись	1	1
1246	она в	2	1
1247	но еще	1	1
1248	есть у	1	1
1249	внутренняя форма	6	1
1250	что я	4	1
1251	что уже	1	1
1252	жизни человека	1	1
1253	обнаруживается в	2	1
1254	мы знаем	8	1
1255	говоря это	1	1
1256	начала и	2	1
1257	и легко	1	1
1258	приводит нас	1	1
1259	ним в	1	1
1260	есть превращение	1	1
1261	народной жизни	1	1
1262	числу таких	1	1
1263	при разрешении	1	1
1264	прочих типов	1	1
1265	от начала	1	1
1266	и художественно	1	1
1267	что такое	2	1
1268	листа в	1	1
1269	рассматривать его	2	1
1270	это верно	1	1
1271	впечатление совершенно	1	1
1272	человек как	1	1
1273	они в	2	1
1274	или иную	1	1
1275	это слово	1	1
1276	в немецкой	2	1
1277	совершенно иначе	1	1
1278	слова однако	1	1
1279	в ритмическую	1	1
1280	художника не	1	1
1281	живого в	1	1
1282	оказывается чем-то	1	1
1283	поэзии не	1	1
1284	пушкина я	1	1
1285	не совпадают	1	1
1286	эта история	1	1
1287	утверждение что	2	1
1288	в разные	2	1
1289	в несколько	1	1
1290	означает как	1	1
1291	от тех	1	1
1292	писатель в	1	1
