N	2gram	Bakhtin_Fr	Mirosoze
231	его и	1	5
232	в основе	8	5
233	и если	1	5
234	в мир	2	5
235	жизни это	4	5
236	той же	1	5
237	в самую	1	5
238	тот же	4	5
239	в более	4	5
240	этот процесс	5	5
241	не для	2	5
242	так и	16	5
243	западной европы	1	5
244	в их	6	5
245	свобода которая	1	5
246	xx века	1	5
247	связано с	2	5
248	на людей	1	5
249	думать что	2	5
250	на путь	1	5
251	в той	5	4
252	что было	1	4
253	в центре	1	4
254	человеческой жизни	1	4
255	и люди	2	4
256	еще более	6	4
257	в разных	2	4
258	на деле	1	4
259	нас в	1	4
260	в своих	8	4
261	и даже	10	4
262	отношением к	1	4
263	к земле	1	4
264	культуры в	4	4
265	нем нет	1	4
266	в такой	1	4
267	было не	1	4
268	жизни он	1	4
269	нельзя было	1	4
270	сам не	1	4
271	была еще	1	4
272	не всегда	1	4
273	в него	2	4
274	плоти и	1	4
275	по отношению	2	4
276	себе в	2	4
277	его собственной	1	4
278	него не	1	4
279	курсив мой	1	4
280	что они	2	4
281	мы видим	2	4
282	народ не	1	4
283	к себе	3	4
284	и этим	2	4
285	это очень	2	4
286	лежит в	1	4
287	не была	2	4
288	будто бы	1	4
289	была в	1	4
290	свободу духа	1	4
291	века в	5	4
292	в свете	3	4
293	себе и	2	4
294	в чем	2	4
295	так что	1	4
296	своего духа	1	4
297	и по	3	4
298	от всякого	3	4
299	для них	2	4
300	ни в	1	4
301	но на	3	4
302	с ней	2	4
303	в начале	4	4
304	как о	1	4
305	вряд ли	1	4
306	никто не	1	4
307	на своем	1	4
308	перейти в	1	4
309	по сравнению	2	4
310	народа и	1	4
311	на землю	3	4
312	и до	6	4
313	в истории	5	4
314	к миру	2	4
315	только с	3	4
316	мы еще	1	4
317	они были	6	4
318	как к	3	4
319	могут быть	4	4
320	мир в	3	4
321	ни с	3	4
322	сам он	1	4
323	был еще	3	4
324	мы не	1	4
325	одна и	1	4
326	сознания и	1	4
327	начала в	5	4
328	в эпоху	17	4
329	все эти	15	4
330	есть в	6	4
331	по своему	9	4
332	особенно в	2	4
333	и их	3	4
334	от того	2	4
335	отношению к	2	4
336	место в	4	4
337	и только	1	4
338	конце концов	1	4
339	и мира	2	3
340	это значит	1	3
341	о чем	3	3
342	в виду	5	3
343	ко всем	1	3
344	но нельзя	1	3
345	было очень	2	3
346	принадлежат к	1	3
347	все же	10	3
348	но у	2	3
349	мир и	3	3
350	природы человека	1	3
351	даже и	5	3
352	средство для	1	3
353	в противоположность	3	3
354	входит в	4	3
355	в этот	1	3
356	одной и	1	3
357	в одном	8	3
358	и когда	1	3
359	превращается в	6	3
360	значительной степени	4	3
361	конечно не	2	3
362	не вполне	3	3
363	можно ли	1	3
364	но этот	1	3
365	находится в	1	3
366	есть по	1	3
367	знает только	2	3
368	к этому	2	3
369	и свободу	1	3
370	уходит в	1	3
371	и еще	5	3
372	в состоянии	3	3
373	хотя и	4	3
374	от всякой	1	3
375	которым все	1	3
376	и за	2	3
377	одним из	4	3
378	не остается	1	3
379	и перед	3	3
380	в свой	2	3
381	людьми и	2	3
382	была связана	2	3
383	во всех	13	3
384	остается в	1	3
385	на смену	1	3
386	в уста	1	3
387	начало в	5	3
388	в наше	1	3
389	именно потому	1	3
390	между тем	5	3
391	эти слова	1	3
392	к этим	2	3
393	и судьба	1	3
394	и та	2	3
395	и страдания	1	3
396	должны были	1	3
397	истории и	2	3
398	протяжении всего	5	3
399	человека то	1	3
400	раньше чем	1	3
401	и самый	2	3
402	мире и	3	3
403	ближе к	1	3
404	для себя	1	3
405	что-то от	1	3
406	но также	1	3
407	учение о	2	3
408	это уже	4	3
409	науки и	1	3
410	европейской культуры	3	3
411	тема эта	1	3
412	его образ	1	3
413	со всеми	2	3
414	все его	1	3
415	их и	1	3
416	в пределах	3	3
417	как не	1	3
418	такая свобода	1	3
419	приводит к	2	3
420	ли он	1	3
421	сравнению с	2	3
422	все три	1	3
423	в значительной	9	3
424	сознание и	1	3
425	земли и	5	3
426	роль в	6	3
427	связано со	1	3
428	его нельзя	2	3
429	только один	1	3
430	народ в	1	3
431	которую он	1	3
432	у данте	1	3
433	и той	1	3
434	народу и	1	3
435	тому как	2	3
436	принадлежит к	1	3
437	на этот	3	3
438	он может	1	3
439	всяком случае	2	3
440	из него	1	3
441	мира не	1	3
442	же он	2	3
443	выходит за	5	3
444	литературы и	7	3
445	поэтому он	1	3
446	проникает в	2	3
447	стоит на	1	3
448	это был	3	3
449	это особенно	1	3
450	для нас	5	3
451	она никогда	1	3
452	но с	2	3
453	от всех	3	3
454	было для	1	3
455	всегда есть	1	3
456	и эта	5	3
457	долгое время	1	3
458	черта в	1	3
459	со своей	1	3
460	и глубже	1	3
461	на его	4	3
462	об этом	2	3
463	людей в	1	3
464	они стали	2	3
465	возвращается к	1	3
466	в самых	1	3
467	мы должны	2	3
468	но она	1	3
469	лишь как	1	3
470	человеческого сознания	1	3
471	показывает как	1	3
472	и самого	1	3
473	он знает	1	3
474	природой и	1	3
475	и ничего	1	3
476	но для	3	3
477	на большую	1	2
478	с которой	1	2
479	с которыми	1	2
480	сам был	1	2
481	вообще не	1	2
482	ко второй	1	2
483	и своего	1	2
484	из всех	3	2
485	их было	1	2
486	не столько	1	2
487	его от	2	2
488	по себе	1	2
489	и сам	2	2
490	о мире	8	2
491	уже на	1	2
492	на кресте	1	2
493	более и	1	2
494	к самому	1	2
495	богатый и	1	2
496	выйти из	1	2
497	не менее	2	2
498	и вечной	1	2
499	только для	1	2
500	через все	1	2
501	в xx	1	2
502	не могли	1	2
503	и человеческой	3	2
504	все к	1	2
505	и вечно	1	2
506	в пределе	1	2
507	своей природе	1	2
508	в глаза	1	2
509	все свои	1	2
510	и своим	1	2
511	вот почему	1	2
512	во многих	2	2
513	сознания в	1	2
514	между двумя	1	2
515	когда она	1	2
516	но они	4	2
517	не стал	1	2
518	от своей	1	2
519	всего что	2	2
520	делает его	1	2
521	с другой	3	2
522	всего человечества	1	2
523	ни одного	1	2
524	в небытие	1	2
525	он так	2	2
526	жизни как	3	2
527	они должны	1	2
528	во всей	4	2
529	глубины и	1	2
530	направлена на	1	2
531	что раскрывается	1	2
532	от них	1	2
533	были в	4	2
534	потребности в	1	2
535	во франции	11	2
536	того же	1	2
537	мир этот	2	2
538	в церкви	2	2
539	и весь	1	2
540	самостоятельное значение	1	2
541	есть ли	1	2
542	но из	1	2
543	смысле в	1	2
544	ты не	1	2
545	этот мир	2	2
546	что такое	1	2
547	в старом	1	2
548	есть еще	1	2
549	связи с	5	2
550	не о	2	2
551	а за	1	2
552	дано в	1	2
553	необходимости и	1	2
554	между ними	4	2
555	и именно	2	2
556	нему все	1	2
557	если я	1	2
558	власти и	2	2
559	xix век	1	2
560	был не	1	2
561	в смысле	2	2
562	всех народов	1	2
563	смысл и	1	2
564	человек как	1	2
565	весь мир	3	2
566	дух и	1	2
567	свобода была	1	2
568	его творчества	1	2
569	уже к	2	2
570	не были	4	2
571	свободные от	1	2
572	природу и	2	2
573	новое слово	1	2
574	она была	6	2
575	был для	1	2
576	мы дадим	2	2
577	но нет	1	2
578	любовь в	1	2
579	бы быть	2	2
580	что без	1	2
581	его к	2	2
582	строя жизни	2	2
583	а как	1	2
584	и насилия	1	2
585	во время	14	2
586	и ее	1	2
587	наше время	1	2
588	наук и	1	2
589	средством для	1	2
590	его понимания	1	2
591	а потому	1	2
592	и возможно	1	2
593	вопросы о	2	2
594	народа в	1	2
595	образа и	1	2
596	большую роль	1	2
597	и менее	1	2
598	освободиться от	2	2
599	в средство	1	2
600	все формы	3	2
601	в сущности	20	2
602	от этой	1	2
603	разного рода	3	2
604	к народу	1	2
605	подобно тому	2	2
606	и они	1	2
607	связанная с	3	2
608	если не	1	2
609	самом деле	3	2
610	от своего	2	2
611	так называемый	1	2
612	их в	3	2
613	и действительно	2	2
614	к будущему	1	2
615	оно всегда	1	2
616	к нам	1	2
617	и своеобразный	1	2
618	к какому	2	2
619	и имели	1	2
620	этот мотив	1	2
621	бросается в	1	2
622	самое главное	1	2
623	характер его	1	2
624	что мы	2	2
625	относится к	4	2
626	жизни у	1	2
627	и уже	1	2
628	направленной на	1	2
629	не потому	1	2
630	у других	2	2
631	целый ряд	2	2
632	мир на	1	2
633	а во	1	2
634	связанной с	2	2
635	еще вернемся	1	2
636	жизнь как	1	2
637	под знаком	1	2
638	мысли не	1	2
639	мире в	2	2
640	он мог	1	2
641	правда в	1	2
642	он выводит	2	2
643	только потому	1	2
644	многие из	2	2
645	его как	1	2
646	и искусства	4	2
647	свободой и	1	2
648	к перерождению	1	2
649	великих писателей	1	2
650	выражения в	1	2
651	способность к	1	2
652	дадим им	1	2
653	от мира	2	2
654	всего мира	3	2
655	на что	3	2
656	тому чтобы	1	2
657	ни к	2	2
658	этом отношении	5	2
659	он и	3	2
660	всегда был	1	2
661	о нем	4	2
662	ее в	2	2
663	не внешняя	1	2
664	что во	1	2
665	со своим	1	2
666	на самом	6	2
667	традицией и	1	2
668	с их	7	2
669	образов у	1	2
670	своей книге	3	2
671	в свои	1	2
672	но эта	2	2
673	он один	1	2
674	в обычном	3	2
675	с человеком	1	2
676	и без	4	2
677	к жизни	2	2
678	в какой	2	2
679	им и	1	2
680	глубину в	1	2
681	есть только	3	2
682	к своему	1	2
683	как ее	2	2
684	xx веке	1	2
685	это было	2	2
686	нем все	1	2
687	бы ни	2	2
688	бы это	1	2
689	связаны с	5	2
690	человеку но	1	2
691	еще до	1	2
692	ко всему	2	2
693	эта свобода	1	2
694	и других	6	2
695	это совершенно	1	2
696	вопросы и	1	2
697	это сознание	1	2
698	не находит	1	2
699	характерно для	3	2
700	образа в	1	2
701	его было	2	2
702	народной стихии	1	2
703	отношений между	1	2
704	было еще	2	2
705	тем самым	1	2
706	людей он	1	2
707	можно найти	3	2
708	человека с	1	2
709	на всю	4	2
710	и часто	3	2
711	культуры но	4	2
712	и о	4	2
713	что за	1	2
714	в плане	2	2
715	свободой духа	1	2
716	которые в	1	2
717	это означает	1	2
718	или иной	5	2
719	о своих	1	2
720	все более	1	2
721	и новые	1	2
722	его природа	1	2
723	противоречии с	1	2
724	его творчество	2	2
725	мира в	3	2
726	мира с	1	2
727	в сложном	1	1
728	новое и	3	1
729	на так	1	1
730	был и	4	1
731	для всех	1	1
732	особенность его	1	1
733	только над	1	1
734	он предвидит	1	1
735	с отрицанием	2	1
736	со всем	1	1
737	разговоры в	1	1
738	влияния и	3	1
739	жизнь но	1	1
740	особый род	1	1
741	даже в	6	1
742	и над	4	1
743	жизни во	1	1
744	эта идея	1	1
745	он видит	1	1
746	юности с	1	1
747	этот момент	3	1
748	и теории	1	1
749	она уже	1	1
750	века дошла	1	1
751	литература и	2	1
752	шекспира и	5	1
753	говорит о	2	1
754	и двух	1	1
755	была как	1	1
756	процесс этот	1	1
757	в деле	1	1
758	другой стороны	1	1
759	пребывать в	1	1
760	моменты его	2	1
761	человеческой души	1	1
762	в большую	1	1
763	и повсюду	1	1
764	в рамки	1	1
765	связь с	8	1
766	как они	1	1
767	таковы были	1	1
768	в борьбе	1	1
769	последнего и	1	1
770	он имеет	1	1
771	в материал	1	1
772	но все	5	1
773	церковного и	1	1
774	и обновление	4	1
775	как об	1	1
776	и связь	1	1
777	веков но	1	1
778	еще недостаточно	2	1
779	народа это	1	1
780	высокое и	1	1
781	и другим	1	1
782	разрыв с	1	1
783	или у	1	1
784	целое и	1	1
785	всегда в	3	1
786	ведь и	1	1
787	были еще	2	1
788	с еще	1	1
789	всеми его	1	1
790	эта формула	1	1
791	других местах	1	1
792	на эту	2	1
793	восточных и	1	1
794	божие не	1	1
795	в тело	1	1
796	ряду других	1	1
797	нет всего	1	1
798	по своим	1	1
799	они как	1	1
800	и исторического	1	1
801	в это	2	1
802	речь идет	1	1
803	других представителей	1	1
804	ней как	1	1
805	людей с	1	1
806	был глубоко	1	1
807	своего расцвета	1	1
808	моменты в	1	1
809	и романтический	2	1
810	перестает быть	3	1
811	тем в	1	1
812	все и	1	1
813	и государственного	1	1
814	в бытовом	1	1
815	в противовес	1	1
816	и новому	1	1
817	эпохи он	2	1
818	что этот	1	1
819	в вопросе	1	1
820	начало жизни	2	1
821	и плакать	1	1
822	раз и	2	1
823	на таких	1	1
824	теснее и	2	1
825	этом мы	2	1
826	выходит из	1	1
827	но даже	2	1
828	одной стороны	2	1
829	ничто не	1	1
830	в другом	2	1
831	но эти	1	1
832	была только	3	1
833	можно встретить	1	1
834	и оказался	1	1
835	сила и	2	1
836	имея в	1	1
837	к своей	1	1
838	но вся	2	1
839	царство это	1	1
840	старой и	1	1
841	оно было	2	1
842	средних веков	5	1
843	и будущее	1	1
844	быть названо	1	1
845	что люди	2	1
846	говорить о	1	1
847	отношение ко	1	1
848	борьбе с	1	1
849	всего как	1	1
850	не одно	1	1
851	и при	1	1
852	в строгом	1	1
853	а между	1	1
854	уже как	1	1
855	разных сторон	1	1
856	уже почти	1	1
857	в церковном	1	1
858	новое рождение	1	1
859	христа на	1	1
860	природы но	1	1
861	неизбежно должны	1	1
862	силы что	1	1
863	своего осуществления	1	1
864	всегда и	2	1
865	очень важна	1	1
866	и культа	4	1
867	на самое	1	1
868	к ним	1	1
869	как на	4	1
870	самом начале	1	1
871	огромное значение	1	1
872	форме но	1	1
873	наряду с	2	1
874	ключ к	1	1
875	тех случаях	1	1
876	постановка проблемы	2	1
877	бесконечность не	1	1
878	сущности и	1	1
879	во времена	1	1
880	же она	2	1
881	нигде не	1	1
882	людей даже	1	1
883	они создавали	1	1
884	реализма он	1	1
885	было чуждо	1	1
886	для понимания	1	1
887	быть движением	1	1
888	это прежде	1	1
889	по поводу	2	1
890	с темой	2	1
891	не представляется	1	1
892	которого был	1	1
893	с народными	2	1
894	и становится	2	1
895	жизни с	1	1
896	начало и	3	1
897	огромное место	1	1
898	и положительное	1	1
899	все мы	1	1
900	для раскрытия	1	1
901	было свое	1	1
902	литературы он	1	1
903	значит также	1	1
904	всем в	1	1
905	нашего времени	1	1
906	влияние на	8	1
907	в прошлое	3	1
908	из величайших	1	1
909	ведь можно	1	1
910	мышления и	1	1
911	она и	1	1
912	обычном смысле	1	1
913	под маской	1	1
914	что наконец	1	1
915	и всей	1	1
916	жить в	1	1
917	жизни так	1	1
918	характерен для	1	1
919	себе выражения	1	1
920	земли в	1	1
921	с одной	2	1
922	притом не	1	1
923	в иванов	1	1
924	еще больше	1	1
925	конца в	1	1
926	мира во	1	1
927	не стремится	1	1
928	есть его	2	1
929	с точки	6	1
930	силой в	1	1
931	то для	1	1
932	мира то	2	1
933	обычно не	1	1
934	а ведь	1	1
935	ее можно	2	1
936	сильнее и	1	1
937	которого он	1	1
938	культуры на	2	1
939	тогда уже	1	1
940	что самая	1	1
941	и точном	1	1
942	в тот	1	1
943	для своего	2	1
944	они в	2	1
945	многих отношениях	1	1
946	стороны он	1	1
947	природной и	2	1
948	свет это	1	1
949	судьба и	1	1
950	не хватает	1	1
951	вокруг себя	3	1
952	ли можно	1	1
953	видит в	1	1
954	человек во	1	1
955	в самые	3	1
956	существует только	1	1
957	как же	1	1
958	есть во	1	1
959	их но	1	1
960	мировой литературы	7	1
961	всех его	3	1
962	и ценности	1	1
963	и чисто	5	1
964	быть только	3	1
965	узком и	1	1
966	в таком	2	1
967	на тот	1	1
968	отличие от	5	1
969	в изображении	2	1
970	лишь на	1	1
971	рядом с	9	1
972	одном из	1	1
973	особенно сильно	1	1
974	вернемся в	1	1
975	следовательно и	1	1
976	в ряду	3	1
977	нельзя подойти	1	1
978	природой человека	1	1
979	уже давно	1	1
980	должно было	2	1
981	письме к	1	1
982	она также	1	1
983	в себя	9	1
984	равенства и	1	1
985	в другие	1	1
986	связанным с	1	1
987	точек зрения	1	1
988	из одного	1	1
989	под влиянием	3	1
990	что как	1	1
991	в других	3	1
992	веков на	1	1
993	средневековья и	12	1
994	бог не	1	1
995	той или	5	1
996	вдруг в	1	1
997	не окончательно	1	1
998	только от	1	1
999	с образом	1	1
1000	же образ	1	1
1001	и раздвоения	1	1
1002	до нашего	1	1
1003	находит свое	2	1
1004	своей книги	1	1
1005	если оно	1	1
1006	есть к	1	1
1007	с народной	8	1
1008	друг с	2	1
1009	был уже	1	1
1010	мы уже	18	1
1011	значение и	3	1
1012	или во	1	1
1013	все остальные	1	1
1014	не проникает	1	1
1015	о необходимости	2	1
1016	других произведениях	2	1
1017	с миросозерцанием	1	1
1018	понимают как	1	1
1019	и речи	2	1
1020	различные моменты	1	1
1021	он раскрывал	2	1
1022	род его	1	1
1023	романа но	1	1
1024	кажется что	1	1
1025	в развитии	1	1
1026	все основные	1	1
1027	сторон этого	1	1
1028	характера это	1	1
1029	в системе	3	1
1030	из мира	3	1
1031	в тех	5	1
1032	становится на	2	1
1033	не могла	2	1
1034	точка зрения	3	1
1035	также не	1	1
1036	величайших гениев	1	1
1037	времен и	2	1
1038	перед лицом	2	1
1039	этот вопрос	2	1
1040	вот в	1	1
1041	как целостное	1	1
1042	сил и	1	1
1043	над ним	1	1
1044	говорили что	3	1
1045	в новое	5	1
1046	он пишет	2	1
1047	ведь в	1	1
1048	раскрывается возможность	1	1
1049	другая сторона	1	1
1050	могла бы	2	1
1051	с разложением	1	1
1052	правду и	1	1
1053	франции и	1	1
1054	земле не	1	1
1055	так называемого	1	1
1056	выходят за	1	1
1057	и глубоко	3	1
1058	ту сторону	1	1
1059	человеческих отношений	2	1
1060	самых глубинах	1	1
1061	труден но	1	1
1062	этой свободы	1	1
1063	что для	3	1
1064	главным образом	6	1
1065	оно имеет	1	1
1066	и др	32	1
1067	это приводит	1	1
1068	это делает	1	1
1069	когда они	1	1
1070	о его	1	1
1071	лжи и	1	1
1072	них не	1	1
1073	что может	1	1
1074	роль играет	1	1
1075	и ренессансного	5	1
1076	в силу	1	1
1077	например о	1	1
1078	ней в	1	1
1079	отрицает и	2	1
1080	раскрывается с	1	1
1081	же мы	1	1
1082	для людей	1	1
1083	время он	1	1
1084	вовлекает в	2	1
1085	которые были	1	1
1086	правду они	1	1
1087	на мир	7	1
1088	античного мира	1	1
1089	кто знает	1	1
1090	независимо от	1	1
1091	от ее	1	1
1092	переход на	1	1
1093	с ее	3	1
1094	всех этих	10	1
1095	и чем	1	1
1096	другое его	1	1
1097	мира его	1	1
1098	возрождающую силу	1	1
1099	xvi века	11	1
1100	природу этого	1	1
1101	романтизма в	1	1
1102	своего рода	2	1
1103	он смотрит	1	1
1104	люди в	1	1
1105	нему нельзя	1	1
1106	порядка и	1	1
1107	относится ко	1	1
1108	как что-то	1	1
1109	это одна	1	1
1110	да не	1	1
1111	это сама	2	1
1112	за ним	2	1
1113	раскрывается не	1	1
1114	как с	1	1
1115	он перестает	1	1
1116	и свою	1	1
1117	вступил в	1	1
1118	земля и	1	1
1119	с миром	3	1
1120	сложное и	1	1
1121	есть для	2	1
1122	свободного и	2	1
1123	эти и	2	1
1124	к средневековью	1	1
1125	человек с	1	1
1126	от нас	1	1
1127	чтобы стать	1	1
1128	нужно сказать	7	1
1129	смертью и	2	1
1130	из тех	2	1
1131	всегда были	1	1
1132	знает и	2	1
1133	этот не	1	1
1134	поэтому в	3	1
1135	и народной	1	1
1136	не подозревает	1	1
1137	борьбы с	1	1
1138	два типа	1	1
1139	и утверждает	2	1
1140	мира он	2	1
1141	смысла в	1	1
1142	не на	2	1
1143	возвращался к	1	1
1144	один человек	1	1
1145	она становится	1	1
1146	эта стихия	1	1
1147	творчества и	1	1
1148	я имею	1	1
1149	особого рода	1	1
1150	все то	1	1
1151	не более	1	1
1152	то на	1	1
1153	самим собой	1	1
1154	прошлое и	2	1
1155	строгом смысле	1	1
1156	этап в	1	1
1157	был связан	2	1
1158	сознании в	1	1
1159	в романе	8	1
1160	лишь к	2	1
1161	он перестал	1	1
1162	и самой	1	1
1163	его природе	1	1
1164	самый характер	1	1
1165	отдельного человека	1	1
1166	с ними	2	1
1167	смерть не	1	1
1168	многих других	1	1
1169	проникнуть в	3	1
1170	от многих	1	1
1171	есть на	2	1
1172	в русле	1	1
1173	характерна для	1	1
1174	знает что	1	1
1175	на их	1	1
1176	всей своей	1	1
1177	было уже	1	1
1178	серьезным и	1	1
1179	универсализм и	3	1
1180	свое завершение	1	1
1181	полное и	1	1
1182	которую не	1	1
1183	повсюду где	1	1
1184	шекспира он	1	1
1185	писателей мировой	1	1
1186	но оно	1	1
1187	все они	1	1
1188	связана и	1	1
1189	ни на	3	1
1190	атмосферы и	1	1
1191	чем же	1	1
1192	писателем в	1	1
1193	не является	4	1
1194	и высшую	1	1
1195	он требует	2	1
1196	и народному	1	1
1197	европы но	1	1
1198	традиции в	1	1
1199	первая и	1	1
1200	победа над	3	1
1201	франции он	1	1
1202	смерти и	6	1
1203	в правду	1	1
1204	свобода эта	2	1
1205	почти все	3	1
1206	то и	1	1
1207	он еще	3	1
1208	возрождение и	4	1
1209	один только	1	1
1210	раскрывает свою	1	1
1211	наконец в	2	1
1212	в покое	1	1
1213	вниз в	1	1
1214	явления и	1	1
1215	самое существенное	1	1
1216	человек возвращается	1	1
1217	в новой	2	1
1218	в менее	2	1
1219	это характерно	1	1
1220	и теперь	1	1
1221	в вечной	1	1
1222	начала его	1	1
1223	и вся	2	1
1224	не могло	1	1
1225	значение для	2	1
1226	и нового	5	1
1227	в которую	1	1
1228	у шекспира	3	1
1229	вступает в	1	1
1230	и ему	1	1
1231	из сферы	1	1
1232	уже начинает	1	1
1233	на примере	1	1
1234	идет не	1	1
1235	мировой литературе	3	1
1236	себя вне	1	1
1237	раскрыть и	1	1
1238	в совершенно	2	1
1239	же время	5	1
1240	он есть	1	1
1241	страдания в	1	1
1242	лишь бы	1	1
1243	еще слишком	2	1
1244	литературы в	4	1
1245	как например	2	1
1246	несмотря на	5	1
1247	он дает	4	1
1248	имеем в	2	1
1249	мироощущение и	2	1
1250	между людьми	5	1
1251	в отличие	4	1
1252	на две	1	1
1253	тем же	1	1
1254	что совершается	1	1
1255	в состояние	1	1
1256	имеет своим	1	1
1257	которые уже	1	1
1258	это тем	1	1
1259	идеология и	1	1
1260	жизни народа	1	1
1261	человек был	1	1
1262	исключительно на	1	1
1263	конца и	1	1
1264	его отношения	1	1
1265	одной из	3	1
1266	тот самый	1	1
1267	с нею	2	1
1268	правды и	1	1
1269	лучше всего	1	1
1270	судьбы и	1	1
1271	выход за	2	1
1272	эпохи возрождения	4	1
1273	сливалась с	1	1
1274	до известной	2	1
1275	и возрождающая	1	1
1276	к новой	1	1
1277	и шекспира	2	1
1278	для достижения	1	1
1279	не одну	1	1
1280	и первой	1	1
1281	образа если	1	1
1282	в мировой	1	1
1283	на этих	1	1
1284	не из	1	1
1285	точку зрения	2	1
1286	моментов в	1	1
1287	иногда в	1	1
1288	связаны и	1	1
1289	подойти к	2	1
1290	и смерти	6	1
1291	формы и	7	1
1292	традиций в	1	1
1293	не выдерживает	1	1
1294	всего того	2	1
1295	погружен в	1	1
1296	жизни но	2	1
1297	народа что	1	1
1298	связан с	5	1
1299	в свое	6	1
1300	смерть и	1	1
1301	форме мы	1	1
1302	необходимый момент	2	1
1303	потом с	1	1
1304	вокруг него	1	1
1305	значение в	1	1
