N	2gram	Bakhtin_sl	Poddanst
183	в иных	2	1
184	и на	17	1
185	отличие от	13	1
186	в самом	6	1
187	мир в	1	1
188	имеет два	1	1
189	они не	3	1
190	увидеть и	1	1
191	может не	9	1
192	на территории	2	1
193	живого и	1	1
194	вовлеченные в	1	1
195	мысль и	1	1
196	и главное	2	1
197	в действии	1	1
198	бы она	1	1
199	ее представители	1	1
200	политического и	1	1
201	переходит в	3	1
202	в основном	7	1
203	исходить из	1	1
204	и глубины	1	1
205	силам и	1	1
206	очень далеко	1	1
207	нем в	6	1
208	она не	8	1
209	уже в	2	1
210	должна быть	3	1
211	исключительно на	2	1
212	более или	5	1
213	применении к	1	1
214	с современным	1	1
215	степени чем	1	1
216	связана с	2	1
217	только как	2	1
218	единства в	1	1
219	того чтобы	1	1
220	в окружающем	1	1
221	стилю и	1	1
222	она всегда	1	1
223	в просторах	1	1
224	в применении	1	1
225	и иных	6	1
226	есть для	2	1
227	прийти к	1	1
228	помимо воли	1	1
229	как известно	1	1
230	рассматривать с	1	1
231	из всех	1	1
232	в определенном	1	1
233	его другим	1	1
234	конечно и	3	1
235	области поэзии	1	1
236	одно и	3	1
237	подчеркнуть что	2	1
238	в законченные	1	1
239	что при	1	1
240	два основных	1	1
241	есть как	3	1
242	не были	3	1
243	и уже	1	1
244	мысли и	1	1
245	в формах	1	1
246	с которой	1	1
247	какой бы	1	1
248	и простую	1	1
249	науке и	1	1
250	из этих	3	1
251	гоголя и	1	1
252	как таковые	3	1
253	связанные с	7	1
254	именно на	3	1
255	не как	4	1
256	и другие	3	1
257	только один	1	1
258	оно ни	1	1
259	а затем	1	1
260	от этой	3	1
261	и вся	2	1
262	что уже	1	1
263	мы все	2	1
264	в каждом	5	1
265	только на	3	1
266	и через	1	1
267	лиц и	1	1
268	и этим	3	1
269	не исключает	1	1
270	в идеологическом	2	1
271	не с	5	1
272	полноты и	1	1
273	в других	4	1
274	и при	2	1
275	и что	2	1
276	обособления и	1	1
277	в различных	1	1
278	не могла	2	1
279	частности в	1	1
280	на основании	1	1
281	что и	2	1
282	тем и	3	1
283	когда русские	1	1
284	как проблема	1	1
285	отказом от	1	1
286	другой стороны	5	1
287	еще в	1	1
288	как автор	1	1
289	разных точек	1	1
290	как ни	2	1
291	ни были	3	1
292	быть именно	1	1
293	как явление	1	1
294	выражается в	1	1
295	далеко не	7	1
296	в этих	8	1
297	них и	3	1
298	что все	2	1
299	в истории	6	1
300	как оно	3	1
301	в историческом	2	1
302	в исторические	1	1
303	можно рассматривать	1	1
304	различия между	3	1
305	как по	1	1
306	в ином	1	1
307	так же	2	1
308	в рамки	4	1
309	также и	5	1
310	его в	7	1
311	бы из	1	1
312	речь но	3	1
313	вопрос об	1	1
314	каждый из	1	1
315	в большинстве	16	1
316	который не	1	1
317	их не	1	1
318	и движение	1	1
319	все же	10	1
320	и притом	1	1
321	россию и	1	1
322	которого в	1	1
323	этого процесса	1	1
324	можно дать	1	1
325	как таковую	1	1
326	нового не	2	1
327	всего что	1	1
328	но на	1	1
329	что его	1	1
330	в результате	4	1
331	явления которые	1	1
332	оставаясь в	2	1
333	в рамках	1	1
334	и слова	6	1
335	воля и	1	1
336	в которой	4	1
337	в прошлом	2	1
338	различных формах	1	1
339	должен быть	3	1
340	в этой	1	1
341	или иным	1	1
342	числе и	1	1
343	разрыва между	2	1
344	к ним	2	1
345	прежде чем	1	1
346	и еще	1	1
347	что по	1	1
348	в отличие	12	1
349	и где	1	1
350	по преимуществу	5	1
351	и эпохи	1	1
352	себя в	14	1
353	существенно и	2	1
354	известном смысле	2	1
355	и творческое	1	1
356	же как	2	1
357	эти силы	1	1
358	чтобы понять	1	1
359	культуры и	2	1
360	что не	1	1
361	мы и	2	1
362	определенный и	1	1
363	если мы	2	1
364	почти исключительно	1	1
365	в каком	1	1
366	может идти	1	1
367	но есть	1	1
368	не входят	2	1
369	свои собственные	2	1
370	рождены и	1	1
371	и творческой	1	1
372	смысле не	1	1
373	если он	1	1
374	отношением к	1	1
375	мнения о	1	1
376	тогда когда	2	1
377	и другим	4	1
378	религиозные и	1	1
379	относящиеся к	1	1
380	находится в	1	1
381	это ощущение	1	1
382	бы оно	1	1
383	суть формы	1	1
384	в какой	2	1
385	работы в	1	1
386	которую оно	1	1
387	эти явления	2	1
388	с собой	1	1
389	место в	2	1
390	как и	8	1
391	с которым	4	1
392	входят в	3	1
393	на будущее	1	1
394	также в	1	1
395	в некотором	1	1
396	и само	2	1
397	к пределу	1	1
398	или иной	13	1
399	в собственном	2	1
400	и внутренне	2	1
401	к миру	1	1
402	начала в	1	1
403	притом в	3	1
404	большинстве случаев	11	1
405	одновременно и	5	1
406	и такое	1	1
407	в одно	2	1
408	говорить об	1	1
409	всеми его	1	1
410	именно потому	1	1
411	дело идет	2	1
412	на то	2	1
413	они как	2	1
414	на фоне	11	1
415	которые были	2	1
416	и по	3	1
417	не два	1	1
418	чем шире	2	1
419	и действенного	1	1
420	там где	10	1
421	в эти	1	1
422	т д	7	1
423	он живет	1	1
424	широты и	1	1
425	века в	2	1
426	и только	2	1
427	слоев не	1	1
428	к предмету	4	1
429	друг с	2	1
430	где уже	1	1
431	поэзии и	4	1
432	исторической и	1	1
433	всяком случае	7	1
434	и теми	1	1
435	в свете	3	1
436	нисколько не	3	1
437	о котором	1	1
438	бы мы	1	1
439	не все	2	1
440	и судьбами	1	1
441	в условиях	3	1
442	друг друга	3	1
443	в себя	3	1
444	быть различной	1	1
445	в это	1	1
446	и разных	1	1
447	для этого	4	1
448	с ее	6	1
449	в известном	2	1
450	с другом	2	1
451	гораздо более	1	1
452	не просто	2	1
453	он был	1	1
454	на каждом	2	1
455	формах и	3	1
456	тем чем	3	1
457	есть и	1	1
458	и особенно	2	1
459	выработанные в	2	1
460	одно из	1	1
461	или менее	5	1
462	пути к	1	1
463	проблема эта	2	1
464	и ее	3	1
465	слова о	2	1
466	особенно в	3	1
467	что проблема	1	1
468	было с	1	1
469	смысле на	2	1
470	и среди	2	1
471	в душе	1	1
472	xviii века	3	1
473	философской и	1	1
474	никогда не	9	1
475	но два	1	1
476	еще не	9	1
