N	2gram	Potebnia_M	Problemy
529	приходит в	1	3
530	мысли о	6	3
531	они ни	2	3
532	в письме	1	3
533	не я	1	3
534	можно сказать	1	3
535	в данном	1	3
536	жизни а	1	3
537	что этот	1	3
538	это последнее	6	3
539	другу как	1	3
540	между двумя	1	3
541	увидим что	4	3
542	в различных	1	3
543	точке зрения	4	3
544	как я	1	3
545	и вообще	5	3
546	все без	1	3
547	что даже	2	3
548	кажется нам	3	3
549	особенности его	1	3
550	только не	2	3
551	мы видим	5	3
552	эту минуту	2	3
553	мы знаем	2	3
554	этими двумя	1	3
555	эта форма	1	3
556	внешнего мира	3	3
557	какие мы	1	3
558	и человек	3	3
559	чем в	2	3
560	что вы	1	3
561	с отношением	1	3
562	что его	2	3
563	будто бы	1	3
564	его мысли	1	3
565	в таком	7	3
566	в устах	1	3
567	человек в	1	3
568	следовательно и	2	3
569	в смысле	4	3
570	именно как	1	3
571	могли бы	4	3
572	мы можем	10	3
573	очень часто	1	3
574	не дает	2	3
575	ту же	1	3
576	совсем не	1	3
577	и та	1	3
578	по своей	2	3
579	и мы	1	3
580	на который	1	3
581	и есть	4	3
582	теми же	1	3
583	и по	8	3
584	чтобы не	3	3
585	в один	2	3
586	и сами	3	3
587	меня и	1	3
588	для самого	5	3
589	вне себя	3	3
590	которых мы	3	3
591	должны быть	11	3
592	и кто	2	3
593	и при	6	3
594	от этой	1	3
595	же нам	1	3
596	и делает	1	3
597	себе не	3	3
598	том и	2	3
599	там в	1	3
600	или наоборот	1	3
601	то время	3	3
602	из тех	1	3
603	есть нечто	7	3
604	слове и	1	3
605	определяет все	1	3
606	все они	3	3
607	слово или	1	3
608	на нее	2	3
609	который не	1	3
610	того чтобы	4	3
611	это все	1	3
612	и уже	6	3
613	значение для	1	3
614	как например	4	3
615	им в	1	3
616	без всякого	1	3
617	если мы	5	3
618	тем же	4	3
619	мог бы	5	3
620	не за	1	3
621	со своими	1	3
622	бы сказать	1	3
623	в сознании	8	3
624	есть только	16	3
625	совсем другое	1	3
626	не из	3	3
627	человека но	1	3
628	именно к	1	3
629	того как	12	3
630	за собою	3	3
631	речь и	2	3
632	б и	2	3
633	не для	2	3
634	на одно	1	3
635	что так	2	3
636	ее в	1	3
637	и всегда	3	3
638	в других	6	3
639	на которой	1	3
640	у нас	3	3
641	мы будем	3	3
642	свои мысли	1	3
643	себе что	1	3
644	этого не	2	3
645	дело в	3	3
646	никому не	1	3
647	если и	3	3
648	или даже	3	3
649	была для	1	3
650	так в	4	3
651	на одном	1	3
652	и могут	1	3
653	но уже	2	3
654	оно может	2	3
655	чтобы сделать	1	3
656	которая как	1	3
657	того или	1	3
658	а к	1	3
659	сказать о	1	3
660	он говорит	1	3
661	а его	3	3
662	из этих	8	3
663	а за	1	3
664	выйти за	1	3
665	не с	2	3
666	или другого	1	3
667	только то	3	3
668	несколько раз	1	3
669	что из	2	3
670	человека и	2	3
671	признать что	1	3
672	человек как	1	3
673	которые в	1	3
674	связи между	2	3
675	что на	9	3
676	в пространстве	1	3
677	же в	7	3
678	нуждается в	2	3
679	то все	6	3
680	в чисто	1	3
681	себе а	1	3
682	и другие	1	2
683	в душе	28	2
684	полную независимость	1	2
685	изменения которые	1	2
686	указывает на	2	2
687	самого себя	4	2
688	я этого	1	2
689	и имеет	1	2
690	степени как	1	2
691	из всех	1	2
692	но тем	6	2
693	что дело	2	2
694	одно из	5	2
695	не столько	3	2
696	что тогда	1	2
697	от одного	2	2
698	из нее	2	2
699	для осуществления	1	2
700	иначе как	2	2
701	к более	1	2
702	много раз	1	2
703	само собою	4	2
704	его на	3	2
705	всех тех	1	2
706	предмет и	2	2
707	а именно	1	2
708	роль в	1	2
709	души в	2	2
710	сделать его	2	2
711	чем бы	2	2
712	теперь он	1	2
713	и того	6	2
714	во все	2	2
715	сплошь да	1	2
716	быть не	7	2
717	тем с	1	2
718	было в	1	2
719	себе все	1	2
720	искать для	1	2
721	силы и	1	2
722	в противоположность	2	2
723	только как	5	2
724	но даже	2	2
725	в нескольких	1	2
726	для того	8	2
727	тело и	1	2
728	не всегда	2	2
729	в этот	1	2
730	он ищет	1	2
731	из самого	3	2
732	между отдельными	1	2
733	уже как	1	2
734	даже с	2	2
735	себе в	2	2
736	до того	2	2
737	свою очередь	8	2
738	за другом	1	2
739	на ней	4	2
740	но ни	1	2
741	с такою	2	2
742	идея в	1	2
743	быть в	1	2
744	в нашем	2	2
745	мы чувствуем	3	2
746	иначе и	1	2
747	он себя	1	2
748	к этому	3	2
749	отказаться от	1	2
750	а следовательно	1	2
751	к этим	2	2
752	голоса и	1	2
753	в заключение	1	2
754	что имеет	2	2
755	и весь	3	2
756	представим себе	1	2
757	к различным	1	2
758	то оно	3	2
759	нельзя сказать	2	2
760	после того	3	2
761	произведения и	1	2
762	то будет	1	2
763	об одном	1	2
764	и заставляет	1	2
765	с одной	7	2
766	на том	2	2
767	начала и	1	2
768	воли но	1	2
769	а и	5	2
770	его но	1	2
771	значительной степени	3	2
772	а тогда	2	2
773	не кажется	2	2
774	находит свое	1	2
775	самый предмет	2	2
776	и других	6	2
777	или не	3	2
778	прежде чем	4	2
779	между этими	2	2
780	не кто	1	2
781	чего бы	2	2
782	же как	1	2
783	одном из	3	2
784	можем сказать	1	2
785	от этого	2	2
786	его жизни	1	2
787	представляется нам	4	2
788	служит для	2	2
789	же касается	1	2
790	был не	1	2
791	делает его	1	2
792	что как	4	2
793	человека а	1	2
794	здесь как	1	2
795	и быть	1	2
796	для создания	2	2
797	предполагает что	1	2
798	мысль и	1	2
799	и грубый	1	2
800	нет но	4	2
801	или же	7	2
802	в ответ	1	2
803	бы они	2	2
804	оно и	4	2
805	мысль что	6	2
806	не могла	2	2
807	человеческого духа	6	2
808	да рядом	1	2
809	человек так	1	2
810	каждое лицо	1	2
811	над ним	1	2
812	над всеми	2	2
813	должны были	2	2
814	к каждому	1	2
815	что для	5	2
816	но есть	1	2
817	них не	3	2
818	лучше сказать	2	2
819	столь же	6	2
820	ней в	1	2
821	из этого	2	2
822	которые были	1	2
823	явления в	2	2
824	радости и	1	2
825	для чего	1	2
826	независимо от	15	2
827	одного и	6	2
828	становится объектом	2	2
829	в особенности	1	2
830	к сожалению	1	2
831	от нее	6	2
832	не так	6	2
833	слово то	1	2
834	а потому	14	2
835	во втором	6	2
836	когда уже	3	2
837	и этот	1	2
838	его собственное	1	2
839	как с	1	2
840	его уже	1	2
841	известно что	3	2
842	до времени	1	2
843	тогда когда	15	2
844	не идет	1	2
845	и должно	2	2
846	это уже	1	2
847	и души	1	2
848	эти отношения	4	2
849	не исчерпывается	2	2
850	что сам	3	2
851	к сознанию	3	2
852	для них	2	2
853	но этого	1	2
854	и вполне	2	2
855	такого же	2	2
856	этой точки	2	2
857	дух и	1	2
858	во что	1	2
859	от своего	2	2
860	их и	2	2
861	показать что	1	2
862	сущности в	1	2
863	словом но	3	2
864	другой как	1	2
865	в одних	2	2
866	свой собственный	1	2
867	эти явления	3	2
868	и они	2	2
869	человека по	1	2
870	лежащие в	1	2
871	я хочу	1	2
872	не имеет	9	2
873	мыслей и	1	2
874	из которого	3	2
875	на их	2	2
876	друг от	3	2
877	всей своей	1	2
878	своей жизни	1	2
879	но оно	3	2
880	сравнительно с	5	2
881	еще и	1	2
882	начала все	1	2
883	зрения он	1	2
884	поэтому не	1	2
885	ясно и	2	2
886	где есть	1	2
887	от предшествующих	1	2
888	предмет в	1	2
889	в свою	8	2
890	не знаю	1	2
891	по сравнению	1	2
892	отношения человека	1	2
893	с которой	1	2
894	его нельзя	1	2
895	не могло	3	2
896	и об	1	2
897	чтобы она	1	2
898	переходит к	1	2
899	не потому	2	2
900	ее с	2	2
901	у человека	2	2
902	друга и	2	2
903	в истории	8	2
904	ибо он	1	2
905	известной степени	1	2
906	что здесь	1	2
907	и там	1	2
908	заметить что	7	2
909	она может	3	2
910	их с	1	2
911	становится для	2	2
912	в образе	1	2
913	с нею	6	2
914	основная ошибка	1	2
915	чтобы все	1	2
916	мысли но	2	2
917	на ряд	1	2
918	как во	2	2
919	только его	1	2
920	не видит	1	2
921	из него	3	2
922	действительности не	2	2
923	внешнее и	1	2
924	уже с	2	2
925	такое же	3	2
926	проникает в	1	2
927	ответ на	2	2
928	ничем не	2	2
929	слово но	1	2
930	ли бы	1	2
931	этот процесс	1	2
932	ее на	1	2
933	рядом и	1	2
934	слово а	2	2
935	одна и	1	2
936	случаев в	1	2
937	уже все	1	2
938	этой мысли	1	2
939	мира но	1	2
940	для всего	1	2
941	для своего	1	2
942	органическое единство	1	2
943	для нас	29	2
944	видеть в	3	2
945	слова а	3	2
946	что каждый	1	2
947	в движение	2	2
948	своих мыслей	1	2
949	в г	2	2
950	без всяких	1	2
951	от друга	3	2
952	образом в	5	2
953	этом не	2	2
954	этого нельзя	1	2
955	с теми	2	2
956	в стороне	5	2
957	случае не	1	2
958	бы быть	7	2
959	в какой	2	2
960	как она	3	2
961	один и	1	2
962	в условиях	1	2
963	должен быть	2	2
964	единство и	1	2
965	не все	3	2
966	этих двух	1	2
967	не воспроизводится	1	2
968	искать в	3	2
969	друг за	1	2
970	и эти	1	2
971	каждая из	1	2
972	по которому	2	2
973	а просто	1	2
974	эти последние	3	2
975	в чем-то	1	2
976	в предшествующих	1	2
977	и ни	1	2
978	и самостоятельность	1	2
979	во второй	1	2
980	что касается	2	2
981	но она	3	2
982	два человека	1	2
983	не следует	6	2
984	приведенных нами	1	2
985	людей он	1	2
986	одного слова	1	2
987	голоса на	1	2
988	стало быть	6	2
989	как дух	2	2
990	развивается в	1	2
991	как выражение	1	2
992	к ней	3	2
993	в категориях	1	2
994	выражения в	1	2
995	того времени	2	2
996	произведения не	1	2
997	теперь когда	1	2
998	тех которые	1	2
999	себя а	2	2
1000	или напротив	1	2
1001	все более	3	2
1002	человек не	2	2
1003	может и	1	2
1004	и совершенно	2	2
1005	или точнее	1	2
1006	себя то	1	2
1007	как для	2	2
1008	к идее	1	2
1009	не к	1	2
1010	или то	1	1
1011	предмет как	2	1
1012	какого бы	1	1
1013	в органическое	1	1
1014	если так	1	1
1015	слова при	1	1
1016	как художник	1	1
1017	только из	3	1
1018	в ком	1	1
1019	для всех	6	1
1020	предмете и	1	1
1021	бы несколько	2	1
1022	этого в	2	1
1023	в каждую	2	1
1024	чтобы дать	1	1
1025	что почти	1	1
1026	на эти	1	1
1027	почва для	1	1
1028	роль и	1	1
1029	которые не	5	1
1030	к этой	3	1
1031	познания и	2	1
1032	до него	1	1
1033	или остается	1	1
1034	формальное и	1	1
1035	слово возможно	1	1
1036	необходимое для	1	1
1037	в применении	3	1
1038	не обращать	1	1
1039	как отдельные	2	1
1040	формы в	1	1
1041	следует что	1	1
1042	создать его	1	1
1043	ни стало	1	1
1044	в некоторых	4	1
1045	человек есть	2	1
1046	жить и	1	1
1047	в слоге	1	1
1048	что человек	6	1
1049	потому не	1	1
1050	нас в	2	1
1051	своих собственных	1	1
1052	выражая и	1	1
1053	а другие	1	1
1054	связь между	2	1
1055	не сказать	1	1
1056	же эти	1	1
1057	может вовсе	1	1
1058	думаем что	2	1
1059	что слово	5	1
1060	происходят и	1	1
1061	него только	1	1
1062	а там	1	1
1063	и самые	1	1
1064	что одни	2	1
1065	ко всем	4	1
1066	вопрос на	1	1
1067	голову что	1	1
1068	и чужой	1	1
1069	а во-вторых	1	1
1070	как дар	1	1
1071	мысли как	1	1
1072	на свою	1	1
1073	мысль о	8	1
1074	в некотором	2	1
1075	каждом отдельном	1	1
1076	мир такой	1	1
1077	но самое	1	1
1078	выведенных из	1	1
1079	произведет его	1	1
1080	давно уже	2	1
1081	я могу	2	1
1082	сознанием и	1	1
1083	власти над	1	1
1084	начинается с	1	1
1085	в собственном	4	1
1086	что по	3	1
1087	свои слова	1	1
1088	его все	1	1
1089	человеке то	1	1
1090	мы только	1	1
1091	только для	7	1
1092	как более	1	1
1093	своего выражения	1	1
1094	для их	2	1
1095	он по	1	1
1096	мы считаем	1	1
1097	свою собственную	1	1
1098	отсюда вытекает	2	1
1099	не его	1	1
1100	в какие	2	1
1101	всего можно	1	1
1102	но мы	3	1
1103	особенность которая	1	1
1104	так например	5	1
1105	и свою	1	1
1106	также что	2	1
1107	всякого рода	1	1
1108	а вместе	7	1
1109	время с	2	1
1110	и образ	2	1
1111	для выражения	1	1
1112	массою а	1	1
1113	одно время	3	1
1114	а скорее	2	1
1115	случае они	1	1
1116	восприятия и	3	1
1117	не существует	2	1
1118	ее к	1	1
1119	себя другой	1	1
1120	к другой	1	1
1121	значение только	1	1
1122	не непосредственно	2	1
1123	же то	2	1
1124	не нашла	2	1
1125	не могли	2	1
1126	в действительности	6	1
1127	опять не	1	1
1128	следовало бы	1	1
1129	как речь	1	1
1130	даже отчасти	1	1
1131	и свобода	1	1
1132	чувствует себя	1	1
1133	языка в	6	1
1134	что всякое	1	1
1135	мой не	1	1
1136	предмет на	1	1
1137	доказать что	2	1
1138	о которых	5	1
1139	не должен	1	1
1140	слово остается	1	1
1141	бы даже	2	1
1142	е о	1	1
1143	в каких	1	1
1144	но то	1	1
1145	с тою	1	1
1146	и другой	1	1
1147	остается неизменным	1	1
1148	оно как	1	1
1149	во многих	5	1
1150	другой человек	1	1
1151	и междометий	1	1
1152	он оставил	1	1
1153	сознания в	2	1
1154	первые слова	1	1
1155	а непосредственно	1	1
1156	именно изображать	1	1
1157	его действия	1	1
1158	во-вторых в	1	1
1159	бы их	2	1
1160	точно так	18	1
1161	говорит что	1	1
1162	и другом	2	1
1163	друга что	1	1
1164	почти совершенно	1	1
1165	что речь	2	1
1166	когда-то было	1	1
1167	за неимением	1	1
1168	душу как	2	1
1169	одно не	1	1
1170	такого единства	1	1
1171	природы но	3	1
1172	любви к	1	1
1173	нем есть	2	1
1174	часть этого	1	1
1175	в чистом	1	1
1176	убедиться в	1	1
1177	его собственной	1	1
1178	соприкасается с	1	1
1179	действует на	3	1
1180	и дает	1	1
1181	в прошлом	1	1
1182	соответствия между	1	1
1183	некоторое время	1	1
1184	из виду	2	1
1185	на самое	1	1
1186	к ним	3	1
1187	обратим внимание	1	1
1188	вообще и	2	1
1189	постоянно чувствует	1	1
1190	есть действительно	1	1
1191	жизни как	1	1
1192	об чем	1	1
1193	хотя мы	1	1
1194	нее в	1	1
1195	и одни	1	1
1196	действие не	1	1
1197	ему а	1	1
1198	чего он	1	1
1199	и самостоятелен	1	1
1200	слове может	1	1
1201	с внутренней	1	1
1202	они служат	2	1
1203	что именно	2	1
1204	именно с	1	1
1205	по поводу	7	1
1206	времени а	1	1
1207	в противном	3	1
1208	в чем-нибудь	1	1
1209	выходя из	1	1
1210	принять и	1	1
1211	уже по	2	1
1212	она есть	3	1
1213	говорит следующее	2	1
1214	всего придется	1	1
1215	в связь	1	1
1216	одному только	1	1
1217	каким она	1	1
1218	или лучше	1	1
1219	едва ли	1	1
1220	смысле как	1	1
1221	других людях	1	1
1222	мысли ни	1	1
1223	не найдем	1	1
1224	быть с	1	1
1225	свое собственное	1	1
1226	или слово	1	1
1227	меня иначе	1	1
1228	же было	1	1
1229	всех их	1	1
1230	своей последующей	2	1
1231	иное слово	1	1
1232	может обойтись	2	1
1233	и могли	1	1
1234	даже по	1	1
1235	слово должно	1	1
1236	свое состояние	2	1
1237	видели что	2	1
1238	слияния с	1	1
1239	не зная	3	1
1240	ее и	1	1
1241	и получает	1	1
1242	нами не	2	1
1243	как две	1	1
1244	следовать друг	1	1
1245	менее в	2	1
1246	внутри одного	1	1
1247	к человеку	1	1
1248	он от	1	1
1249	она как	1	1
1250	похожи на	1	1
1251	из груди	1	1
1252	нами еще	1	1
1253	его самого	2	1
1254	не говоря	1	1
1255	время и	2	1
1256	где начинается	1	1
1257	что каждая	1	1
1258	несколько таких	1	1
1259	такого рода	1	1
1260	внимание на	3	1
1261	притом не	5	1
1262	в состоянии	5	1
1263	что уже	1	1
1264	слово только	1	1
1265	проявляется в	2	1
1266	может еще	2	1
1267	но слово	2	1
1268	сложные явления	1	1
1269	к слиянию	5	1
1270	восприятие в	1	1
1271	по мнению	4	1
1272	в утверждении	2	1
1273	после этого	2	1
1274	только такую	1	1
1275	и за	1	1
1276	значит не	1	1
1277	бытия и	3	1
1278	отказывается от	1	1
1279	которых ни	1	1
1280	словом это	1	1
1281	не от	4	1
1282	от нашего	3	1
1283	убеждены что	2	1
1284	весь мир	1	1
1285	между несколькими	1	1
1286	и притом	6	1
1287	видит в	2	1
1288	есть еще	1	1
1289	только к	1	1
1290	которые именно	1	1
1291	впрочем здесь	1	1
1292	существует только	2	1
1293	отношениях к	1	1
1294	в мысли	13	1
1295	бы только	2	1
1296	не вышли	1	1
1297	нужно иметь	1	1
1298	и ответа	1	1
1299	ее от	1	1
1300	из приведенных	1	1
1301	не говорит	1	1
1302	не подходят	1	1
1303	мысли к	2	1
1304	противоречит тому	1	1
1305	случае и	1	1
1306	начинается там	1	1
1307	давая ему	1	1
1308	нем но	1	1
1309	собственное слово	1	1
1310	мыслей то	1	1
1311	ничего и	1	1
1312	совокупность слов	1	1
1313	мере того	6	1
1314	человека она	1	1
1315	вопрос почему	1	1
1316	смысле и	1	1
1317	значение у	1	1
1318	в связи	2	1
