N	2gram	Vygotskiy_	Mirosoze
413	есть по	3	3
414	идей и	1	3
415	к этому	5	3
416	не принадлежит	1	3
417	и еще	1	3
418	с любовью	1	3
419	на том	2	3
420	в состоянии	4	3
421	хотя и	3	3
422	от всякой	1	3
423	и за	1	3
424	не остается	2	3
425	но ведь	1	3
426	же как	8	3
427	была связана	1	3
428	он чувствовал	1	3
429	во всех	4	3
430	о себе	1	3
431	в уста	1	3
432	него есть	1	3
433	именно потому	3	3
434	ту же	6	3
435	между тем	6	3
436	к этим	1	3
437	и судьба	1	3
438	и тем	5	3
439	он также	1	3
440	и та	1	3
441	должны были	2	3
442	человека то	2	3
443	не значит	2	3
444	и самый	1	3
445	были бы	2	3
446	и самое	1	3
447	для себя	2	3
448	и должно	1	3
449	на почве	3	3
450	учение о	1	3
451	его во	1	3
452	науки и	1	3
453	со всеми	5	3
454	все его	1	3
455	с таким	18	3
456	их и	1	3
457	он хотел	1	3
458	в пределах	1	3
459	как не	2	3
460	приводит к	3	3
461	сравнению с	3	3
462	не до	1	3
463	только одно	1	3
464	в значительной	1	3
465	земли и	1	3
466	роль в	4	3
467	это все	3	3
468	и поэтому	3	3
469	не быть	2	3
470	когда в	1	3
471	только один	2	3
472	и той	5	3
473	что же	4	3
474	тому как	10	3
475	принадлежит к	1	3
476	всякий раз	10	3
477	на этот	2	3
478	он может	1	3
479	л толстой	1	3
480	всяком случае	7	3
481	жизни не	1	3
482	выходит за	2	3
483	ближе чем	1	3
484	обратиться к	3	3
485	литературы и	1	3
486	из этой	1	3
487	всегда была	1	3
488	и то	4	3
489	стоит на	1	3
490	что оно	4	3
491	и всякий	2	3
492	под собой	1	3
493	ничего кроме	2	3
494	для нас	5	3
495	ведь это	1	3
496	но с	1	3
497	от всех	3	3
498	а к	1	3
499	бытия и	1	3
500	и эта	1	3
501	своей души	1	3
502	говорят о	1	3
503	он никогда	1	3
504	идеи и	2	3
505	на его	3	3
506	об этом	3	3
507	людей в	1	3
508	они стали	1	3
509	в самых	3	3
510	лишь через	1	3
511	мы должны	4	3
512	есть всегда	1	3
513	но она	1	3
514	движения в	1	3
515	и всегда	2	3
516	показывает как	3	3
517	ничего подобного	1	3
518	природой и	1	3
519	стали бы	1	3
520	и ничего	1	3
521	но для	1	3
522	с которой	1	2
523	роковым образом	2	2
524	что если	7	2
525	вообще не	1	2
526	из всех	4	2
527	в первых	1	2
528	тем как	2	2
529	и был	1	2
530	для восприятия	1	2
531	не столько	1	2
532	его от	2	2
533	то не	1	2
534	по себе	21	2
535	и сам	3	2
536	совершенное бессилие	1	2
537	выйти из	2	2
538	не менее	9	2
539	если в	2	2
540	не могли	4	2
541	в действительности	4	2
542	которой он	2	2
543	своей природе	1	2
544	в глаза	2	2
545	все свои	1	2
546	другу и	1	2
547	вот почему	1	2
548	и другой	6	2
549	во многих	1	2
550	сознания в	1	2
551	когда она	6	2
552	за собой	1	2
553	человек имеет	1	2
554	всего что	1	2
555	учению о	3	2
556	с другой	7	2
557	ни одного	1	2
558	отношения и	1	2
559	он так	1	2
560	быть в	2	2
561	но к	3	2
562	ли она	1	2
563	во всей	1	2
564	оказывается что	5	2
565	нет никаких	1	2
566	того же	3	2
567	не имеющих	1	2
568	то в	2	2
569	трех измерений	1	2
570	такой степени	2	2
571	есть ли	2	2
572	но из	1	2
573	быть признаны	1	2
574	такого рода	1	2
575	она в	2	2
576	начала и	2	2
577	и чрезвычайно	1	2
578	это отношение	2	2
579	что такое	2	2
580	это верно	1	2
581	как можно	3	2
582	через всю	1	2
583	есть еще	1	2
584	связи с	2	2
585	человеческое общество	1	2
586	не о	1	2
587	внутри самого	1	2
588	и загадки	2	2
589	между ними	2	2
590	также в	1	2
591	и характер	3	2
592	достигает своего	1	2
593	в смысле	3	2
594	всех народов	1	2
595	совершенно другой	3	2
596	могли бы	3	2
597	смысл и	2	2
598	человек как	1	2
599	не означает	2	2
600	через этот	1	2
601	и нам	1	2
602	народной души	1	2
603	природе своей	1	2
604	его творчества	1	2
605	уже к	1	2
606	самому себе	2	2
607	и чтобы	1	2
608	но путь	1	2
609	примириться с	1	2
610	романы достоевского	1	2
611	достоевского чем	1	2
612	можно сделать	1	2
613	новых и	1	2
614	и позор	1	2
615	что эта	4	2
616	кажется и	1	2
617	природу и	1	2
618	когда мы	4	2
619	она была	1	2
620	каждый человек	1	2
621	слова что	1	2
622	столь же	6	2
623	что без	3	2
624	его к	2	2
625	а как	2	2
626	достоевского говорит	1	2
627	действительной жизни	3	2
628	и ее	4	2
629	анны карениной	1	2
630	и ту	2	2
631	так всегда	1	2
632	средством для	1	2
633	а потому	5	2
634	во втором	1	2
635	над ними	1	2
636	как детскую	1	2
637	с такой	1	2
638	и кто	1	2
639	удивительно что	1	2
640	была бы	2	2
641	все формы	1	2
642	в сущности	15	2
643	сам по	4	2
644	он на	1	2
645	от этой	2	2
646	же что	2	2
647	подобно тому	7	2
648	обращено к	1	2
649	одну и	1	2
650	самом деле	19	2
651	сознание не	1	2
652	от своего	1	2
653	так называемый	1	2
654	их в	4	2
655	ему в	1	2
656	и действительно	1	2
657	но никогда	1	2
658	к самым	1	2
659	боль и	1	2
660	том смысле	1	2
661	же мало	1	2
662	к какому	1	2
663	детскую игру	2	2
664	которая не	2	2
665	в каком	3	2
666	бросается в	1	2
667	к матери	1	2
668	того самого	1	2
669	существует для	1	2
670	характер его	1	2
671	что мы	9	2
672	от созерцания	1	2
673	ни у	2	2
674	не имеют	1	2
675	относится к	4	2
676	быть не	1	2
677	на два	2	2
678	мы хотели	2	2
679	противоречия и	1	2
680	есть у	1	2
681	этот случай	1	2
682	и уже	2	2
683	то все	2	2
684	и об	2	2
685	обнаруживается в	2	2
686	смысл в	1	2
687	не потому	3	2
688	целый ряд	12	2
689	я хотел	2	2
690	потому и	1	2
691	проблемы и	1	2
692	нем не	1	2
693	все уже	1	2
694	в сфере	1	2
695	он все	2	2
696	что я	4	2
697	под знаком	1	2
698	говорил что	2	2
699	бы сказать	1	2
700	мире в	1	2
701	этого слова	5	2
702	только потому	2	2
703	его как	1	2
704	бы его	1	2
705	и искусства	1	2
706	с того	2	2
707	которому он	1	2
708	раскрывает в	1	2
709	для нашего	1	2
710	которым он	1	2
711	различие между	5	2
712	нас не	2	2
713	который может	1	2
714	чем все	1	2
715	на что	1	2
716	тому чтобы	3	2
717	этом отношении	7	2
718	он и	1	2
719	в основании	1	2
720	о нем	2	2
721	тут не	1	2
722	на самом	6	2
723	имел в	1	2
724	чтобы получить	1	2
725	же не	1	2
726	смысле этого	2	2
727	с их	1	2
728	основана на	1	2
729	совсем иное	1	2
730	и без	3	2
731	к жизни	2	2
732	в какой	6	2
733	в уме	2	2
734	за которым	1	2
735	но я	1	2
736	есть только	7	2
737	к своему	2	2
738	как ее	1	2
739	это было	1	2
740	для нашей	2	2
741	бы ни	2	2
742	связаны с	1	2
743	идет к	2	2
744	к одному	5	2
745	еще до	1	2
746	равно что	1	2
747	и других	4	2
748	и русской	2	2
749	ли может	1	2
750	это совершенно	3	2
751	с новыми	2	2
752	что нужно	2	2
753	одни и	3	2
754	это сознание	1	2
755	не оставляет	1	2
756	чувствовал и	1	2
757	к тем	1	2
758	нужно было	1	2
759	образа в	2	2
760	другим и	1	2
761	люди с	1	2
762	кто не	1	2
763	тем самым	2	2
764	можно найти	1	2
765	происходит от	1	2
766	и часто	2	2
767	почему не	1	2
768	и о	4	2
769	в понимании	1	2
770	в плане	1	2
771	которые в	3	2
772	это означает	2	2
773	же можно	1	2
774	тот и	2	2
775	хотя он	1	2
776	душевной жизни	2	2
777	его творчество	2	2
778	как для	1	2
779	начинает с	3	2
780	к идее	2	2
781	себе а	4	2
782	это на	1	1
783	есть болезнь	1	1
784	но потому	1	1
785	характер русских	1	1
786	новое и	1	1
787	вот это	2	1
788	и учение	1	1
789	или он	1	1
790	для всех	5	1
791	особенность его	1	1
792	писателя и	1	1
793	со всем	1	1
794	искусства от	4	1
795	только что	3	1
796	русской литературе	1	1
797	и пришли	1	1
798	и трагедии	1	1
799	творчества в	2	1
800	точно мы	1	1
801	склонен думать	1	1
802	даже в	2	1
803	и над	1	1
804	человеком который	1	1
805	перед ней	1	1
806	говорит о	4	1
807	вполне не	1	1
808	существенно для	1	1
809	вещей с	1	1
810	которое может	2	1
811	применяет к	1	1
812	в деле	1	1
813	другой стороны	7	1
814	из ее	1	1
815	но что	3	1
816	человеческой души	1	1
817	внешней формы	1	1
818	понимается как	1	1
819	французскую революцию	1	1
820	у пушкина	4	1
821	конца к	1	1
822	него с	1	1
823	этим объясняется	1	1
824	как они	2	1
825	в борьбе	1	1
826	а напротив	1	1
827	по пути	1	1
828	что вопрос	1	1
829	это роковым	1	1
830	но все	1	1
831	вот что	2	1
832	соединение и	1	1
833	русской поэзии	1	1
834	этот ответ	1	1
835	из нее	1	1
836	на такой	2	1
837	каким образом	3	1
838	людей а	2	1
839	происходит не	1	1
840	как об	1	1
841	у людей	1	1
842	из всего	1	1
843	еще иметь	1	1
844	и другим	1	1
845	случае если	2	1
846	общий и	1	1
847	целое и	1	1
848	которой она	1	1
849	всегда в	1	1
850	ведь и	1	1
851	с еще	1	1
852	странным образом	1	1
853	на эту	1	1
854	живет не	1	1
855	обречены на	1	1
856	почему это	1	1
857	является для	1	1
858	рассказывает о	1	1
859	и исторического	1	1
860	а самая	1	1
861	в это	1	1
862	речь идет	4	1
863	обычно говорят	1	1
864	которые шли	1	1
865	других так	1	1
866	искусство и	5	1
867	людей с	2	1
868	не таков	1	1
869	казалось бы	4	1
870	основанный на	1	1
871	сам же	1	1
872	хотя влияние	1	1
873	и того	1	1
874	тем в	1	1
875	творческой фантазии	1	1
876	не изобретает	1	1
877	от тех	1	1
878	всю его	1	1
879	чтобы по	1	1
880	что этот	3	1
881	в вопросе	1	1
882	восходит к	1	1
883	есть исключительно	1	1
884	заключены в	1	1
885	наоборот он	1	1
886	для одних	2	1
887	выходит из	1	1
888	но даже	4	1
889	одной стороны	7	1
890	я написал	1	1
891	бы из	1	1
892	в другом	1	1
893	но эти	1	1
894	и должна	1	1
895	у художников	1	1
896	годов как	1	1
897	который она	2	1
898	уже было	1	1
899	но вся	1	1
900	психологии к	2	1
901	если так	1	1
902	об отношении	1	1
903	оно было	2	1
904	мы все	3	1
905	может служить	3	1
906	нашли в	1	1
907	правда и	1	1
908	и при	3	1
909	существу своему	2	1
910	а между	1	1
911	природу человека	1	1
912	уже как	1	1
913	образами и	1	1
914	не выражают	1	1
915	уже и	2	1
916	и потом	1	1
917	природы но	1	1
918	точке зрения	2	1
919	хотел сказать	2	1
920	своего осуществления	1	1
921	всегда и	2	1
922	быть признан	1	1
923	в неизмеримо	1	1
924	к ним	4	1
925	есть совершенно	1	1
926	как на	6	1
927	вообще и	2	1
928	отношений и	2	1
929	в голове	2	1
930	всем народом	1	1
931	наряду с	3	1
932	ключ к	1	1
933	тех случаях	1	1
934	когда тот	1	1
935	в мировом	1	1
936	такая же	1	1
937	вещи и	1	1
938	во времена	1	1
939	не иначе	1	1
940	нигде не	2	1
941	в зависимости	6	1
942	которые принадлежат	1	1
943	и вдруг	1	1
944	связи со	2	1
945	не умеет	1	1
946	это что	1	1
947	для понимания	2	1
948	последних десятилетий	1	1
949	по поводу	3	1
950	бы так	1	1
951	обречена на	1	1
952	с темой	1	1
953	нужно для	1	1
954	образа к	3	1
955	огромное большинство	1	1
956	стоит именно	1	1
957	души из	1	1
958	чем это	2	1
959	и становится	1	1
960	вложил в	1	1
961	не то	2	1
962	жизни с	4	1
963	вносит в	2	1
964	свое собственное	2	1
965	о ней	4	1
966	из внешних	1	1
967	в распоряжении	1	1
968	лишь тогда	1	1
969	привело к	1	1
970	нашего времени	1	1
971	о влиянии	2	1
972	той мере	1	1
973	в прошлое	2	1
974	от смысла	2	1
975	не противоречит	1	1
976	мышления и	3	1
977	она и	1	1
978	о двух	1	1
979	произведения и	2	1
980	и всей	1	1
981	стоит перед	1	1
982	сознавая что	1	1
983	указать на	1	1
984	не останется	1	1
985	собой в	1	1
986	с одной	6	1
987	он к	1	1
988	смотрят на	1	1
989	вся сила	1	1
990	к творчеству	1	1
991	с точки	12	1
992	то для	1	1
993	всех остальных	3	1
994	и психолог	1	1
995	судьба русского	1	1
996	ее можно	1	1
997	не понимать	1	1
998	сильнее и	2	1
999	ним может	1	1
1000	более яркой	1	1
1001	от начала	1	1
1002	чтобы иметь	1	1
1003	что самая	1	1
1004	узнать в	1	1
1005	тайны и	2	1
1006	от истины	1	1
1007	они в	2	1
1008	коренным образом	1	1
1009	общества в	1	1
1010	они будут	1	1
1011	так не	1	1
1012	существу с	1	1
1013	вокруг себя	1	1
1014	видит в	1	1
1015	в самые	1	1
1016	бы только	1	1
1017	или не	2	1
1018	не очень	1	1
1019	писатель в	1	1
1020	не осуществляется	1	1
1021	быть только	1	1
1022	чрезвычайно важно	1	1
1023	возможны только	3	1
1024	точном смысле	1	1
1025	в таком	5	1
1026	или иная	1	1
1027	в последних	1	1
1028	как говорит	5	1
1029	отличие от	6	1
1030	для души	1	1
1031	с отцом	1	1
1032	как во	2	1
1033	одном из	2	1
1034	следовательно и	1	1
1035	свою науку	1	1
1036	зрения и	2	1
1037	она на	1	1
1038	главную мысль	1	1
1039	больше и	2	1
1040	когда кризис	1	1
1041	теряет свой	1	1
1042	человека является	1	1
1043	в себя	3	1
1044	человек то	1	1
1045	в другие	1	1
1046	смысле психологического	1	1
1047	точек зрения	3	1
1048	в сторону	1	1
1049	есть своя	1	1
1050	под влиянием	4	1
1051	что как	1	1
1052	в других	3	1
1053	не производит	1	1
1054	есть особый	2	1
1055	формы в	6	1
1056	а потом	1	1
1057	привести и	1	1
1058	всех своих	1	1
1059	бы был	1	1
1060	только от	1	1
1061	сами не	1	1
1062	не имея	1	1
1063	материалом для	1	1
1064	если оно	3	1
1065	причинами и	1	1
1066	как глубоко	1	1
1067	бы показать	1	1
1068	есть к	2	1
1069	под этой	1	1
1070	а следовательно	1	1
1071	ребенка который	1	1
1072	основным и	1	1
1073	ли это	3	1
1074	это совершается	2	1
1075	психологической точки	4	1
1076	ответом на	2	1
1077	вся история	1	1
1078	значение и	3	1
1079	которой может	1	1
1080	этим была	1	1
1081	зрения в	1	1
1082	две формы	1	1
1083	не дает	3	1
1084	аналогия между	1	1
1085	близко к	1	1
1086	мы опять	2	1
1087	на самый	2	1
1088	точно в	1	1
1089	действующих лиц	3	1
1090	для художника	2	1
1091	одним словом	1	1
1092	сторон этого	1	1
1093	на нем	2	1
1094	в системе	1	1
1095	если же	3	1
1096	от одного	1	1
1097	хотя в	1	1
1098	все те	1	1
1099	при такой	2	1
1100	в тех	2	1
1101	не могла	1	1
1102	которые составляют	1	1
1103	почти всегда	3	1
1104	подобного нет	1	1
1105	точка зрения	6	1
1106	в нас	3	1
1107	выводы из	1	1
1108	его жизнь	1	1
1109	слов не	1	1
1110	времен и	1	1
1111	но так	2	1
1112	из нас	2	1
1113	этот вопрос	2	1
1114	решение вопроса	1	1
1115	в нее	2	1
1116	его исследованию	1	1
1117	могла бы	1	1
1118	того кто	1	1
1119	она написана	1	1
1120	т п	24	1
1121	человека того	1	1
1122	все человеческие	1	1
1123	возможно что	1	1
1124	формальной стороне	1	1
1125	показать что	12	1
1126	что для	5	1
1127	главным образом	3	1
1128	последний вопрос	1	1
1129	и др	1	1
1130	подход к	3	1
1131	он сказал	1	1
1132	когда они	2	1
1133	о его	2	1
1134	является на	1	1
1135	есть вместе	1	1
1136	сознание необходимости	1	1
1137	эпохи в	3	1
1138	что может	1	1
1139	и почему	1	1
1140	по ним	3	1
1141	мера в	1	1
1142	роль играет	1	1
1143	весь свой	1	1
1144	в силу	4	1
1145	другой не	1	1
1146	же мы	2	1
1147	есть все	1	1
1148	писателя в	1	1
1149	из этого	5	1
1150	которые были	1	1
1151	чувств и	1	1
1152	показывает что	6	1
1153	он всю	2	1
1154	внутри самих	1	1
1155	независимо от	3	1
1156	себя он	1	1
1157	от ее	1	1
1158	с ее	3	1
1159	можно с	2	1
1160	и чем	1	1
1161	иначе не	1	1
1162	имеет свою	1	1
1163	нельзя учить	1	1
1164	искусства в	14	1
1165	что до	1	1
1166	пришел к	2	1
1167	к более	2	1
1168	он начал	1	1
1169	бесконечного содержания	1	1
1170	делает то	3	1
1171	для социальной	2	1
1172	своего рода	1	1
1173	он смотрит	1	1
1174	значит ли	2	1
1175	и неправды	1	1
1176	слова это	1	1
1177	к такому	1	1
1178	осуществления и	1	1
1179	если вы	1	1
1180	нет на	1	1
1181	конечной цели	1	1
1182	порядка и	2	1
1183	нет конца	1	1
1184	и считает	1	1
1185	да не	1	1
1186	я уже	1	1
1187	за ним	2	1
1188	самым существенным	1	1
1189	только те	1	1
1190	недавно вышедшей	1	1
1191	и свою	1	1
1192	цели то	1	1
1193	себе представить	2	1
1194	от духовного	1	1
1195	как стадо	2	1
1196	будто в	1	1
1197	оказался не	1	1
1198	как свое	1	1
1199	есть для	2	1
1200	понимал и	1	1
1201	все чувства	1	1
1202	от нас	1	1
1203	исключительно с	1	1
1204	и различие	1	1
1205	и из	7	1
1206	нужно сказать	1	1
1207	смысла то	1	1
1208	никак не	7	1
1209	из тех	1	1
1210	в другой	3	1
1211	отрицать всякую	1	1
1212	поэтому в	1	1
1213	ответ на	2	1
1214	проходят через	1	1
1215	условий все	1	1
1216	закон и	1	1
1217	и делает	2	1
1218	творческого труда	1	1
1219	да это	2	1
1220	и утверждает	2	1
1221	не на	2	1
1222	в душевной	1	1
1223	нас от	2	1
1224	искусство никогда	1	1
1225	менее чем	1	1
1226	творчества и	3	1
1227	такого же	1	1
1228	быть так	1	1
1229	формах в	1	1
1230	к уничтожению	1	1
1231	вместо того	1	1
1232	все то	4	1
1233	у меня	3	1
1234	то на	2	1
1235	прошлое и	1	1
1236	от идеи	1	1
1237	имеет значение	1	1
1238	мы говорим	2	1
1239	заключается в	15	1
1240	к исследованию	1	1
1241	в различные	1	1
1242	только несколько	1	1
1243	разных точек	1	1
1244	в романе	1	1
1245	сложный и	1	1
1246	обращается к	2	1
1247	и чувств	1	1
1248	элемент в	1	1
1249	на месте	1	1
1250	трудом и	1	1
1251	это выражение	1	1
1252	к которым	4	1
1253	отдельного человека	10	1
1254	хотелось бы	1	1
1255	с ними	2	1
1256	ему казалось	1	1
1257	все старые	1	1
1258	для каждого	1	1
1259	состоит чтобы	1	1
1260	данте был	1	1
1261	можно изучить	1	1
1262	в слове	3	1
1263	по целым	1	1
1264	не приводит	1	1
1265	и т	36	1
1266	увидим как	1	1
1267	этом нет	1	1
1268	мыслей и	3	1
1269	который я	1	1
1270	который не	2	1
1271	зависимости от	7	1
1272	знает что	1	1
1273	любви которая	1	1
1274	к созданию	1	1
1275	бессилие и	1	1
1276	огромную роль	1	1
1277	которую не	1	1
1278	таких слов	1	1
1279	поступали те	1	1
1280	так поступали	1	1
1281	нему и	1	1
1282	который он	3	1
1283	ни на	3	1
1284	признать что	1	1
1285	чем же	2	1
1286	не является	5	1
1287	глубже в	1	1
1288	очень глубоко	1	1
1289	уже из	1	1
1290	нет ему	1	1
1291	я должен	1	1
1292	и состоит	2	1
1293	традиции в	1	1
1294	о духе	1	1
1295	с психологической	3	1
1296	и заключается	4	1
1297	своей целью	1	1
1298	почти все	3	1
1299	и социальной	1	1
1300	то и	2	1
1301	наконец в	2	1
1302	учение об	2	1
1303	жалости и	1	1
1304	самое существенное	1	1
1305	за ней	1	1
1306	тайна в	1	1
