N	2gram	Bakhtin_Fr	UchenyiS
201	он ставит	1	1
202	и др	9	1
203	не делает	1	1
204	без них	1	1
205	очень часто	2	1
206	того как	1	1
207	в ноги	1	1
208	же автором	1	1
209	переходит в	1	1
210	точном смысле	2	1
211	отсюда и	1	1
212	в таком	2	1
213	но прежде	2	1
214	и интересно	1	1
215	тех кто	2	1
216	для изучения	1	1
217	так много	3	1
218	которое мы	1	1
219	и свое	1	1
220	быть в	2	1
221	в произведении	3	1
222	в течение	3	1
223	но именно	3	1
224	до конца	10	1
225	творчество и	1	1
226	она в	1	1
227	приобретает характер	1	1
228	относятся к	1	1
229	в своем	11	1
230	тогда когда	1	1
231	с тем	1	1
232	в наиболее	1	1
233	в значительной	3	1
234	входит в	2	1
235	что только	1	1
236	его на	2	1
237	одной стороны	4	1
238	относится к	2	1
239	он становится	2	1
240	находит себе	1	1
241	время не	1	1
242	ученики и	1	1
243	мы имеем	2	1
244	не без	1	1
245	у тех	1	1
246	во мне	1	1
247	так он	1	1
248	начала и	8	1
249	но также	1	1
250	понимая под	1	1
251	этой же	2	1
252	от утверждения	1	1
253	изучения весь	1	1
254	в отдельности	1	1
255	гораздо больше	3	1
256	их в	7	1
257	же в	2	1
258	не для	1	1
259	с новой	1	1
260	в ней	6	1
261	или даже	1	1
262	вообще во	1	1
263	из первых	1	1
264	но что	1	1
265	теории и	1	1
266	и необходимо	2	1
267	и так	5	1
268	это для	1	1
269	и прежде	4	1
270	много но	1	1
271	объясняется и	1	1
272	язык в	1	1
273	оно является	1	1
274	в этот	2	1
275	связанные с	4	1
276	значительной мере	1	1
277	для тех	1	1
278	на то	1	1
279	он и	10	1
280	конечно как	1	1
281	но если	1	1
282	в большей	2	1
283	это же	1	1
284	не значит	1	1
285	только для	6	1
286	не входит	2	1
287	не столь	1	1
288	была у	2	1
289	к этому	6	1
290	большей или	3	1
291	так и	8	1
292	обе эти	1	1
293	о нем	3	1
294	метода в	2	1
295	в преодолении	1	1
296	из которых	1	1
297	это в	4	1
298	ее в	1	1
299	отнюдь не	1	1
300	о которой	1	1
301	находящихся в	1	1
302	этих слов	1	1
303	и вся	1	1
304	этого материала	1	1
305	в качестве	2	1
306	о котором	2	1
307	приемы и	1	1
308	в нем	12	1
309	именно этот	2	1
310	он не	11	1
311	материал и	2	1
312	и истории	1	1
313	литературных и	1	1
314	все что	4	1
315	и слово	2	1
316	мы снова	1	1
317	концов не	1	1
318	с каждым	1	1
319	на его	4	1
320	и что	2	1
321	в известном	1	1
322	одно из	3	1
323	что для	2	1
324	и это	5	1
325	в различных	2	1
326	с одной	5	1
327	он был	5	1
328	и всякого	1	1
329	в первую	1	1
330	и делает	1	1
331	и характерную	1	1
332	должно быть	1	1
333	словесном творчестве	1	1
334	об этом	3	1
335	которых так	2	1
336	не ставит	1	1
337	историю в	1	1
338	правда не	4	1
339	в виду	8	1
340	само по	1	1
341	или менее	1	1
342	к созданию	1	1
343	в пределах	1	1
344	тот же	4	1
345	уже не	2	1
346	ценность в	1	1
347	у других	1	1
348	о том	5	1
349	далеко не	3	1
350	того что	3	1
351	у него	14	1
352	в словах	1	1
353	друг другу	1	1
354	в храме	1	1
355	появляется уже	1	1
356	он пытается	1	1
357	в котором	3	1
358	в виде	2	1
359	котором говорил	1	1
360	той же	9	1
361	никогда не	2	1
362	мировоззрения и	3	1
