N	2gram	Vinokur_Vv	KFilosof
245	содержание и	1	2
246	и эта	1	2
247	в составе	1	2
248	дело здесь	1	2
249	не следует	3	2
250	в жизни	1	2
251	смысле и	2	2
252	не остается	1	2
253	с тем	6	2
254	и как	9	2
255	лишь с	1	2
256	что он	5	2
257	в соответствии	2	2
258	и именно	13	2
259	в определенной	2	2
260	как в	3	2
261	к последним	1	2
262	во главе	1	2
263	от этого	5	2
264	это было	1	2
265	вследствие этого	1	2
266	ли это	1	2
267	не нужно	2	2
268	а для	1	2
269	деятельности и	2	2
270	можно и	1	2
271	как оно	3	2
272	жизнь и	1	2
273	или как	3	2
274	сознание но	1	2
275	этого слова	2	2
276	действительности в	2	2
277	поскольку она	1	2
278	к этому	3	2
279	и потому	2	2
280	ни к	2	2
281	его и	1	2
282	ведь это	1	2
283	а с	2	2
284	в данном	11	2
285	и других	3	2
286	вытекает из	1	2
287	вопрос о	10	2
288	она могла	1	2
289	потому что	18	2
290	того чтобы	22	2
291	культура в	1	2
292	то ни	1	2
293	совсем не	3	2
294	быть не	1	2
295	другое дело	3	2
296	дело не	5	2
297	из самого	1	2
298	не будет	1	2
299	именно на	2	2
300	говорить о	5	2
301	содержания и	1	2
302	для этого	3	2
303	отношении к	2	2
304	этим не	1	2
305	этот факт	1	2
306	же время	6	2
307	их для	1	2
308	или иное	1	2
309	это только	4	2
310	имеем в	1	2
311	в этой	3	2
312	он и	2	2
313	стороны ее	1	2
314	входит как	1	2
315	соответствии с	2	2
316	нем не	1	2
317	есть действительно	2	2
318	познавательного акта	1	2
319	но есть	1	2
320	что есть	1	2
321	но нет	1	2
322	только по	3	2
323	смысле не	1	2
324	это можно	1	2
325	слова в	1	2
326	и нашей	1	2
327	или иной	3	2
328	бы оно	1	2
329	значило бы	1	2
330	момента и	1	2
331	включает в	1	2
332	в области	4	2
333	его к	2	2
334	как предмет	1	2
335	а как	5	2
336	дан в	1	2
337	содержания но	1	2
338	и хх	1	2
339	областей культуры	3	2
340	чтобы не	1	2
341	то или	1	2
342	и ее	4	2
343	одного и	2	2
344	познания в	1	2
345	вся эта	1	2
346	гораздо более	3	2
347	истории а	1	1
348	подход к	1	1
349	все в	1	1
350	всего в	1	1
351	в самом	13	1
352	практически не	1	1
353	и к	3	1
354	на почве	5	1
355	к действительности	2	1
356	новое и	1	1
357	утверждать что	1	1
358	влечет за	2	1
359	во втором	2	1
360	все что	1	1
361	в содержании	2	1
362	как это	5	1
363	мы видим	1	1
364	до сих	7	1
365	можно говорить	3	1
366	так как	15	1
367	одном случае	1	1
368	и очень	1	1
369	здесь именно	1	1
370	например что	3	1
371	как с	1	1
372	только что	4	1
373	исторический факт	1	1
374	первом случае	2	1
375	факта что	1	1
376	имеют в	1	1
377	зависит от	3	1
378	даже к	1	1
379	знать и	2	1
380	за исключением	1	1
381	на том	3	1
382	других и	1	1
383	мог бы	2	1
384	смысле слова	7	1
385	оно было	1	1
386	что уже	3	1
387	и должно	2	1
388	отношения к	1	1
389	его содержание	1	1
390	момента в	2	1
391	несмотря на	2	1
392	ним в	1	1
393	содержания это	1	1
394	которых он	1	1
395	обычно и	2	1
396	полную аналогию	1	1
397	то для	1	1
398	или с	1	1
399	это значит	1	1
400	хотя и	5	1
401	в соответствующих	2	1
402	или нет	2	1
403	участия в	1	1
404	и из	2	1
405	как раз	4	1
406	в литературе	1	1
407	с чем	2	1
408	ее в	1	1
409	а затем	2	1
410	и говорить	1	1
411	находятся в	2	1
412	и сама	2	1
413	и неизбежного	1	1
414	видеть в	1	1
415	только практически	1	1
416	можно сказать	4	1
417	значит не	1	1
418	науки но	3	1
419	только при	1	1
420	к выводу	7	1
421	не содержит	1	1
422	науки и	5	1
423	а есть	1	1
424	объектов и	1	1
425	одно из	5	1
426	дан не	1	1
427	притом не	1	1
428	в отношении	3	1
429	его от	1	1
430	в результате	4	1
431	или иную	1	1
432	здесь в	1	1
433	только за	1	1
434	не от	1	1
435	самого по	1	1
436	этот термин	1	1
437	смысле этого	9	1
438	то только	1	1
439	нет никакого	1	1
440	знания в	3	1
441	что между	1	1
442	к предмету	1	1
443	все равно	2	1
444	как таковым	1	1
445	различия между	1	1
446	лежит в	2	1
447	нас от	1	1
448	нашего исследования	1	1
449	есть еще	3	1
450	не была	1	1
451	в конечном	3	1
452	чем в	3	1
453	него в	2	1
454	та область	1	1
455	в зависимости	3	1
456	не вытекает	1	1
457	бы только	1	1
458	и даже	6	1
459	в духе	1	1
460	но он	1	1
461	образом в	1	1
462	есть проблема	1	1
463	конечно и	1	1
464	чем ближе	1	1
465	в которой	1	1
466	или в	1	1
467	в первом	5	1
468	этого не	2	1
469	когда оно	1	1
470	существенном смысле	2	1
471	именно оно	2	1
472	и с	2	1
473	от своего	1	1
474	разрыва между	1	1
475	с ней	2	1
476	и можно	1	1
477	жизнь в	1	1
478	проблемы в	1	1
479	отсюда ясно	1	1
480	становления и	1	1
481	всем что	1	1
482	нашему времени	1	1
483	единство только	1	1
484	и требует	2	1
485	и будет	1	1
486	превращается в	1	1
487	систему и	1	1
488	если он	1	1
489	внимание в	1	1
490	между прочим	1	1
491	в стороне	1	1
492	то все	1	1
493	к таким	2	1
494	в какой	6	1
495	истории для	1	1
496	об отдельных	3	1
497	как о	4	1
498	как не	1	1
499	помнить что	1	1
500	есть тот	1	1
501	имеет дело	5	1
502	ведь и	1	1
503	быть понято	1	1
504	если и	1	1
505	а именно	6	1
506	второй половине	2	1
507	в принципиальном	7	1
508	одновременно и	3	1
509	целое как	1	1
510	и так	2	1
511	вместе с	6	1
512	и вопрос	2	1
513	на этом	3	1
514	в этих	3	1
515	есть только	2	1
516	и этих	1	1
517	не знать	1	1
518	связи между	4	1
519	они не	1	1
520	правда не	1	1
521	тем или	2	1
522	а действительно	1	1
523	отличается от	1	1
524	между собой	1	1
525	между ними	3	1
526	зависимости от	3	1
527	том смысле	2	1
528	бы себя	1	1
529	это хорошо	1	1
530	но уже	2	1
531	следовательно и	2	1
532	которая сама	1	1
533	на его	1	1
534	в известном	3	1
535	к человеку	1	1
536	стороны совершенно	1	1
537	а только	8	1
538	смысле только	1	1
539	для нашей	1	1
540	об этом	6	1
541	она и	1	1
542	в эту	1	1
543	культуры в	5	1
544	целого и	2	1
545	к тому	4	1
546	в одной	1	1
547	увидим далее	1	1
548	сих пор	7	1
549	стороны своего	2	1
550	мысли в	1	1
551	действительности и	1	1
552	относиться к	1	1
553	и полностью	1	1
554	включая и	1	1
555	по предмету	1	1
556	этот процесс	4	1
557	дело лишь	1	1
558	действительности а	1	1
559	нет он	1	1
560	в услужении	1	1
561	осуществляются в	1	1
562	с этим	3	1
563	что эти	1	1
564	сам же	2	1
565	права и	1	1
566	перестает быть	1	1
567	должен был	4	1
568	для друга	1	1
569	во всяком	5	1
570	здесь как	1	1
571	именно как	3	1
572	определении и	1	1
573	часто имеют	1	1
574	конечно здесь	1	1
575	нуждается в	3	1
576	мы можем	2	1
577	не существует	2	1
578	но с	5	1
579	а к	1	1
580	жизни а	1	1
581	в содержание	1	1
582	осуществляется в	1	1
583	в действительности	1	1
584	и такие	1	1
585	в специальном	1	1
586	как целое	3	1
587	на задний	2	1
588	что мы	2	1
589	мы становимся	1	1
590	значит что	1	1
591	это понятие	2	1
592	не исключительно	1	1
593	средние века	1	1
594	как одно	1	1
595	себя всю	1	1
596	в лучшем	1	1
597	мы уже	2	1
598	ее ни	1	1
599	признать его	1	1
600	другими словами	1	1
601	всяком случае	5	1
602	мы его	1	1
603	в только	1	1
604	науки а	4	1
605	который по	2	1
606	так чтобы	3	1
607	вмещается в	1	1
608	этом ее	1	1
609	также и	20	1
610	но во	1	1
611	о возможности	1	1
612	этом пути	1	1
613	и затем	1	1
614	у меня	1	1
615	только так	2	1
616	и другой	1	1
617	из их	1	1
618	а через	1	1
619	в этот	2	1
620	просто не	1	1
621	собственных имен	1	1
622	мы должны	2	1
623	по поводу	1	1
624	слова и	1	1
625	содержания не	1	1
626	самом своем	2	1
627	и имеет	1	1
628	и уже	3	1
629	только тогда	1	1
630	себя со	2	1
631	средних веков	2	1
632	не могло	1	1
633	воплощается в	1	1
634	только на	3	1
635	должны быть	1	1
636	между отдельными	1	1
637	он должен	1	1
638	таким путем	2	1
639	не с	3	1
640	может служить	3	1
641	за собой	3	1
642	в различных	5	1
643	самое что	2	1
644	связь между	5	1
645	отношений между	3	1
646	всего что	1	1
647	в форме	2	1
648	же самое	3	1
649	в соответствующей	1	1
650	главным образом	1	1
651	содержание но	1	1
652	и до	2	1
653	ту или	1	1
654	ней то	1	1
655	уже и	10	1
656	в истории	9	1
657	не касается	1	1
658	он есть	1	1
659	этих случаях	2	1
660	в каких	1	1
661	это может	2	1
662	до того	2	1
663	нуждаются в	1	1
664	свою очередь	2	1
665	не совпадает	2	1
666	еще на	1	1
667	не раз	1	1
668	когда мы	2	1
669	формальной а	1	1
670	задний план	2	1
671	и эстетического	1	1
672	в средние	1	1
673	своим содержанием	1	1
674	вообще и	3	1
675	известном смысле	3	1
676	настоящее время	1	1
677	содержанием и	1	1
678	следует что	2	1
679	соответствующих местах	1	1
680	она может	1	1
681	и никогда	1	1
682	этой книги	2	1
683	и каждая	1	1
684	если мы	1	1
685	той же	4	1
686	и др	2	1
687	не задает	1	1
688	одной из	4	1
689	что может	3	1
690	ее а	1	1
691	путь от	2	1
692	значительной степени	1	1
693	в реальном	1	1
694	ее можно	1	1
695	быть определено	1	1
696	от времени	1	1
697	в первой	1	1
698	и от	1	1
699	что все	1	1
700	том же	2	1
701	такие которые	1	1
702	говорить в	1	1
703	же в	1	1
704	мысли как	1	1
705	что она	3	1
706	из пределов	1	1
707	и о	1	1
708	имеют дело	2	1
709	в значительной	3	1
710	мысли но	1	1
711	одна из	3	1
712	ли кто-нибудь	1	1
713	что именно	2	1
714	на то	2	1
715	так называемые	2	1
716	себе самому	1	1
717	коренным образом	1	1
718	чем та	1	1
719	деятельность есть	1	1
720	были в	1	1
721	процессе ее	1	1
722	какие бы	1	1
723	это в	2	1
724	культуры как	6	1
725	или не	1	1
726	которых как	1	1
727	месте в	1	1
728	своего содержания	2	1
729	к этим	1	1
730	не мог	2	1
731	лучшем случае	1	1
732	как если	1	1
733	и входит	1	1
734	в системе	1	1
735	того же	3	1
736	бытии но	1	1
737	и объект	1	1
738	не просто	5	1
739	определенное время	1	1
740	она действительно	1	1
741	в настоящее	1	1
742	само по	4	1
743	друг для	1	1
744	если это	2	1
745	и т.п	1	1
746	в чисто	4	1
747	действительно в	1	1
748	как мы	11	1
749	с разных	1	1
750	мысли и	2	1
751	но поскольку	1	1
752	целое именно	2	1
753	не к	2	1
754	прочим и	1	1
755	он действительно	1	1
756	ее не	1	1
757	любви и	1	1
758	во второй	3	1
759	можно только	2	1
