N	2gram	Voloshinov	KFilosof
235	содержание и	3	2
236	и эта	3	2
237	в процессе	6	2
238	в жизни	2	2
239	не остается	1	2
240	и эстетический	1	2
241	с тем	8	2
242	и общее	1	2
243	и как	10	2
244	лишь с	1	2
245	весь мир	1	2
246	что он	2	2
247	и именно	1	2
248	в определенной	1	2
249	переживания как	1	2
250	и просто	1	2
251	как в	3	2
252	сознания как	1	2
253	от этого	1	2
254	если я	1	2
255	с действительной	1	2
256	вследствие этого	3	2
257	и смысловой	1	2
258	не нужно	2	2
259	должен стать	1	2
260	выражает всю	1	2
261	деятельности и	3	2
262	смысла этого	1	2
263	для выражения	1	2
264	или как	6	2
265	все они	1	2
266	этого слова	3	2
267	действительности в	1	2
268	к этому	2	2
269	и потому	2	2
270	ни к	2	2
271	его и	3	2
272	может иметь	1	2
273	которого и	2	2
274	и ясно	1	2
275	а с	5	2
276	он ни	1	2
277	и неповторимым	1	2
278	вопрос о	2	2
279	которой он	1	2
280	раз и	1	2
281	мира как	1	2
282	оба эти	1	2
283	она не	1	2
284	потому что	7	2
285	того чтобы	7	2
286	другое дело	1	2
287	дело не	1	2
288	не будет	3	2
289	в него	2	2
290	говорить о	1	2
291	что эта	1	2
292	для этого	2	2
293	не из	2	2
294	всей своей	1	2
295	же время	7	2
296	к которой	1	2
297	думать что	1	2
298	или иное	4	2
299	стал бы	1	2
300	и действительный	1	2
301	это только	1	2
302	имеем в	1	2
303	они находятся	1	2
304	в этой	6	2
305	разве не	2	2
306	и время	1	2
307	но нет	1	2
308	при условии	2	2
309	смысле не	1	2
310	слова в	6	2
311	или иной	6	2
312	с его	8	2
313	в области	6	2
314	как предмет	3	2
315	человек не	2	2
316	чему не	2	2
317	чтобы не	1	2
318	то или	4	2
319	одного и	1	2
320	гораздо более	2	2
321	истории а	1	1
322	сознанию ясно	1	1
323	всего в	4	1
324	построения и	3	1
325	в самом	5	1
326	и к	4	1
327	именно к	1	1
328	к действительности	1	1
329	утверждать что	1	1
330	только не	1	1
331	все что	1	1
332	как это	5	1
333	нужно должно	1	1
334	мы видим	4	1
335	до сих	1	1
336	в душе	2	1
337	и он	2	1
338	и всякий	1	1
339	автор и	1	1
340	собой и	1	1
341	мы найдем	2	1
342	можно говорить	1	1
343	само слово	1	1
344	момент действительной	1	1
345	в переживании	1	1
346	что язык	5	1
347	ничем не	2	1
348	так как	8	1
349	делать оно	1	1
350	в последнем	1	1
351	т.п но	2	1
352	как таковой	3	1
353	же и	1	1
354	как с	2	1
355	жизни события	1	1
356	то есть	5	1
357	продуктивность и	1	1
358	как действительный	1	1
359	это будет	1	1
360	права или	1	1
361	зависит от	2	1
362	и вследствие	2	1
363	учитывает эту	1	1
364	даже к	1	1
365	т.е в	1	1
366	значение для	1	1
367	человек это	1	1
368	мог бы	1	1
369	смысле слова	1	1
370	и кроме	2	1
371	некоторое количество	1	1
372	но продукт	1	1
373	не будем	1	1
374	науки искусства	1	1
375	отношения к	3	1
376	а тот	1	1
377	и менее	1	1
378	несмотря на	3	1
379	людей но	1	1
380	другого человека	2	1
381	была бы	1	1
382	только этот	1	1
383	события его	1	1
384	со всех	2	1
385	которых он	1	1
386	из всех	1	1
387	обычно и	1	1
388	то для	1	1
389	и наконец	5	1
390	художественного творчества	5	1
391	хотя и	3	1
392	содержит в	1	1
393	его но	1	1
394	уже с	1	1
395	ни на	3	1
396	как раз	1	1
397	нам остается	1	1
398	действие и	1	1
399	в литературе	1	1
400	к такому	1	1
401	ее в	1	1
402	а затем	1	1
403	но достаточно	1	1
404	находятся в	2	1
405	поэтому в	1	1
406	заговорил о	1	1
407	можно сказать	4	1
408	ориентации в	1	1
409	всего мы	1	1
410	не являются	1	1
411	нашего переживания	1	1
412	с нашей	1	1
413	одно из	1	1
414	в отношении	2	1
415	нет это	1	1
416	это слово	2	1
417	дня как	1	1
418	в результате	1	1
419	или иную	4	1
420	здесь в	1	1
421	они будут	1	1
422	мы возьмем	1	1
423	смысле этого	2	1
424	им с	1	1
425	да это	1	1
426	нет никакого	1	1
427	и реальное	1	1
428	понять его	1	1
429	в движение	1	1
430	бы что	1	1
431	с собой	2	1
432	событие но	1	1
433	такой отрыв	1	1
434	высшей ценностью	1	1
435	все равно	1	1
436	отвлечься от	1	1
437	не путем	1	1
438	лежит в	1	1
439	жизни что	1	1
440	нашего исследования	2	1
441	слова мы	2	1
442	только он	3	1
443	творчества и	1	1
444	и самая	1	1
445	связь с	2	1
446	в конечном	1	1
447	та область	1	1
448	в зависимости	7	1
449	бы только	1	1
450	и даже	3	1
451	языка это	1	1
452	образом в	1	1
453	чем ближе	1	1
454	отличаются от	1	1
455	в которой	7	1
456	или в	2	1
457	мы живем	1	1
458	имеет для	1	1
459	и с	5	1
460	от своего	1	1
461	разрыва между	1	1
462	с ней	2	1
463	эта действительность	1	1
464	равно как	2	1
465	и теряет	1	1
466	мысль о	1	1
467	не противоречит	1	1
468	выражает и	1	1
469	он будет	1	1
470	слово может	1	1
471	жизни его	1	1
472	вложена в	1	1
473	данного человека	1	1
474	она является	1	1
475	и начало	1	1
476	на месте	1	1
477	и будет	1	1
478	превращается в	1	1
479	конечном счете	1	1
480	здесь же	1	1
481	если он	3	1
482	и понимает	1	1
483	это какой-то	1	1
484	т.е от	2	1
485	тем же	4	1
486	характер и	1	1
487	в живом	5	1
488	то все	1	1
489	к таким	1	1
490	отдельного человека	1	1
491	в какой	2	1
492	как не	2	1
493	может стать	3	1
494	помнить что	2	1
495	их в	3	1
496	ведь и	2	1
497	быть понято	2	1
498	для каждого	2	1
499	если и	1	1
500	вследствие того	1	1
501	большинстве случаев	1	1
502	мы никогда	5	1
503	при разных	1	1
504	интонации в	1	1
505	целое как	1	1
506	и так	6	1
507	вместе с	5	1
508	на этом	1	1
509	смысловой и	1	1
510	в этих	2	1
511	этим самым	1	1
512	т.е как	1	1
513	на все	1	1
514	отрезки получают	1	1
515	только себя	1	1
516	смысл но	1	1
517	и переживания	2	1
518	может заключать	1	1
519	между собой	2	1
520	больше и	2	1
521	в иной	1	1
522	в интонации	1	1
523	между ними	3	1
524	зависимости от	7	1
525	но уже	1	1
526	следовательно и	1	1
527	сделать ее	1	1
528	на его	6	1
529	точек зрения	5	1
530	точнее говоря	1	1
531	бы совершенно	1	1
532	об этом	3	1
533	может сделаться	1	1
534	к тому	4	1
535	в одной	1	1
536	время является	1	1
537	его самого	1	1
538	сих пор	2	1
539	приобретает значение	1	1
540	этот процесс	2	1
541	к той	3	1
542	не был	1	1
543	другом случае	1	1
544	с этим	2	1
545	но оно	1	1
546	конечно все	1	1
547	человека вся	1	1
548	где и	2	1
549	что эти	3	1
550	жизнь человека	1	1
551	нет ничего	2	1
552	перестает быть	1	1
553	должен был	1	1
554	от определенного	1	1
555	здесь как	1	1
556	необходимое условие	1	1
557	нуждается в	3	1
558	мысли что	1	1
559	искажает и	1	1
560	мы можем	7	1
561	не является	5	1
562	не существует	4	1
563	а к	3	1
564	осуществляется в	1	1
565	должен иметь	1	1
566	в действительности	1	1
567	и такие	1	1
568	может строить	1	1
569	каких бы	1	1
570	что мы	11	1
571	на один	1	1
572	она должна	1	1
573	которую мы	1	1
574	совершенно иной	1	1
575	причем они	1	1
576	не имеют	1	1
577	как одно	2	1
578	себя всю	1	1
579	более чем	1	1
580	мы уже	11	1
581	которой и	1	1
582	всю свою	1	1
583	заключать в	1	1
584	совпадает с	1	1
585	другими словами	7	1
586	каким бы	1	1
587	но при	3	1
588	эти слова	9	1
589	его не	2	1
590	ни один	2	1
591	ему и	1	1
592	где все	1	1
593	все свои	1	1
594	так чтобы	1	1
595	с определенной	4	1
596	нет но	1	1
597	также и	2	1
598	ту же	2	1
599	предметов и	1	1
600	только так	1	1
601	является и	1	1
602	и продукт	1	1
603	и другой	1	1
604	и оно	1	1
605	человека все	2	1
606	просто не	1	1
607	нашей мысли	1	1
608	мы должны	10	1
609	слова и	5	1
610	поэтому мы	1	1
611	и уже	3	1
612	растворяется в	1	1
613	с которой	1	1
614	когда он	1	1
615	сознании и	1	1
616	все бытие	2	1
617	только тогда	2	1
618	и теперь	1	1
619	можно сделать	1	1
620	от действительной	1	1
621	конечно это	1	1
622	ее содержанием	1	1
623	только на	3	1
624	должны быть	1	1
625	между отдельными	1	1
626	он должен	3	1
627	смысл который	1	1
628	не с	3	1
629	за собой	1	1
630	с соответствующим	1	1
631	отрешенное от	1	1
632	связь между	3	1
633	жизни это	3	1
634	каждый раз	1	1
635	в форме	6	1
636	же самое	5	1
637	и некоторое	1	1
638	говоря о	1	1
639	главным образом	3	1
640	каждое движение	1	1
641	и до	1	1
642	ту или	4	1
643	бы иной	2	1
644	т.е все	1	1
645	в истории	1	1
646	миру и	2	1
647	и находит	1	1
648	не станет	1	1
649	по своей	2	1
650	бы два	1	1
651	в каких	1	1
652	цели и	1	1
653	суждение не	1	1
654	себе в	2	1
655	в большинстве	1	1
656	до того	3	1
657	нуждаются в	2	1
658	свою очередь	4	1
659	оказывается с	1	1
660	вне его	1	1
661	не совпадает	1	1
662	связанных с	5	1
663	теперь к	2	1
664	еще на	1	1
665	другой и	1	1
666	бы по	1	1
667	когда мы	6	1
668	мы ни	3	1
669	же на	1	1
670	но мы	2	1
671	не становится	3	1
672	по всей	1	1
673	исторической действительностью	1	1
674	из сознания	1	1
675	это позволяет	1	1
676	и где	1	1
677	нужно помнить	1	1
678	содержанием и	1	1
679	экономических и	1	1
680	и никогда	1	1
681	своей жизни	5	1
682	если мы	4	1
683	а скорее	1	1
684	и во	1	1
685	той же	7	1
686	и экономической	1	1
687	одной из	2	1
688	совершенно иначе	2	1
689	ведь если	3	1
690	что может	1	1
691	жизни этих	1	1
692	в нашем	5	1
693	значительной степени	2	1
694	ее можно	1	1
695	нашей точки	1	1
696	это отнюдь	1	1
697	противоречия и	1	1
698	будем говорить	3	1
699	лишь путем	2	1
700	лучше всего	1	1
701	в первой	2	1
702	и от	7	1
703	относится к	2	1
704	мы будем	6	1
705	столь же	1	1
706	том же	2	1
707	к миру	2	1
708	говорить в	2	1
709	же в	1	1
710	жизни эти	1	1
711	в данной	4	1
712	к пониманию	1	1
713	слово и	3	1
714	и о	1	1
715	отражается и	1	1
716	в значительной	2	1
717	с нашим	1	1
718	не дана	1	1
719	одна из	1	1
720	что именно	4	1
721	на то	1	1
722	так называемые	4	1
723	в конкретном	1	1
724	не найдем	1	1
725	оно может	1	1
726	и по	1	1
727	всякое выражение	2	1
728	вся система	1	1
729	или не	1	1
730	является только	1	1
731	своего содержания	1	1
732	жизнь не	1	1
733	которых слагается	1	1
734	моментом является	1	1
735	вышел из	1	1
736	друг друга	2	1
737	не мог	3	1
738	должен овладеть	1	1
739	в движении	2	1
740	того же	1	1
741	человека но	1	1
742	не просто	4	1
743	мы пытаемся	1	1
744	но там	1	1
745	которой мы	4	1
746	конечно только	2	1
747	нее и	1	1
748	само по	1	1
749	не можем	1	1
750	подойти к	2	1
751	и т.п	25	1
752	как мы	10	1
753	мысли и	1	1
754	этого конечно	1	1
755	человечества но	2	1
756	их внутренние	1	1
757	лишь по	1	1
758	расположение их	1	1
759	не к	4	1
760	ее не	1	1
761	во второй	3	1
762	в историю	1	1
763	участников события	1	1
