N	2gram	Bakhtin_KF	StatiiOP
130	для нас	4	9
131	что мы	1	9
132	там где	5	9
133	место в	6	9
134	но ведь	5	8
135	в результате	1	8
136	и даже	1	8
137	еще более	2	8
138	что она	1	8
139	к этому	2	8
140	и др	1	8
141	могут быть	3	8
142	должен был	1	8
143	не имеет	6	8
144	тем не	2	8
145	совершенно не	7	8
146	мы имеем	5	8
147	той же	1	8
148	до конца	3	8
149	в их	9	8
150	в какой	1	8
151	дело не	2	8
152	отношение к	6	8
153	и о	1	8
154	такой же	1	8
155	это в	1	8
156	и очень	1	7
157	по себе	2	7
158	отличается от	1	7
159	в это	2	7
160	не мог	1	7
161	не просто	1	7
162	того же	1	7
163	гораздо более	2	7
164	на почве	1	7
165	в ее	17	7
166	что все	1	7
167	это очень	1	7
168	в эту	1	7
169	кажется что	2	7
170	как это	1	7
171	во втором	1	7
172	и то	2	7
173	нет никакого	1	7
174	еще не	5	7
175	другое дело	2	7
176	одной из	1	7
177	в виде	2	7
178	но с	1	7
179	что этот	3	7
180	лишь в	8	7
181	отношению к	22	7
182	что за	2	6
183	же и	1	6
184	на его	1	6
185	одно из	1	6
186	в жизни	2	6
187	говорить о	2	6
188	по отношению	26	6
189	к нему	12	6
190	только не	1	6
191	этом смысле	3	6
192	его как	5	6
193	в себе	21	6
194	и здесь	7	6
195	из которых	2	6
196	и все	9	6
197	том смысле	1	6
198	в известном	1	6
199	тем же	1	6
200	и во	1	6
201	что я	5	6
202	с его	2	6
203	мы не	3	6
204	и за	2	6
205	ни на	1	6
206	независимо от	3	6
207	но я	2	6
208	и я	6	6
209	должен быть	7	6
210	в одной	1	6
211	его не	1	6
212	при этом	4	5
213	не как	4	5
214	в духе	1	5
215	уже не	7	5
216	и такие	1	5
217	конечно не	7	5
218	можно ли	2	5
219	до того	1	5
220	что именно	1	5
221	что эти	1	5
222	хотя и	1	5
223	его в	5	5
224	не была	1	5
225	не о	2	5
226	что не	3	5
227	не был	1	5
228	если не	2	5
229	сомнения что	1	5
230	столь же	1	5
231	или иного	3	5
232	всех этих	3	5
233	утверждать что	1	5
234	один из	2	5
235	должна быть	4	5
236	для себя	7	5
237	поэтому в	1	5
238	оно не	2	5
239	что ему	1	5
240	конечно и	1	5
241	никто не	1	5
242	думать что	2	5
243	оба эти	2	5
244	не могло	1	5
245	отношении к	2	5
246	не потому	2	5
247	нет и	3	5
248	том же	1	5
249	ее в	1	5
250	это и	3	5
251	а то	1	5
252	и потому	2	5
253	того или	3	5
254	и только	7	5
255	не по	4	5
256	к ней	1	5
257	все что	1	4
258	только что	1	4
259	не являются	1	4
260	в первом	1	4
261	а именно	1	4
262	культуры в	1	4
263	не существует	1	4
264	или иным	2	4
265	всего в	1	4
266	мы видим	1	4
267	и он	1	4
268	на язык	3	4
269	и эти	2	4
270	и именно	2	4
271	одна из	1	4
272	на этом	1	4
273	в смысле	6	4
274	могло бы	4	4
275	но как	5	4
276	только с	3	4
277	должны быть	1	4
278	и тот	3	4
279	с которым	1	4
280	я уже	2	4
281	в последнем	1	4
282	то есть	1	4
283	это есть	2	4
284	в форме	1	4
285	я имею	3	4
286	они не	1	4
287	в процессе	2	4
288	как о	1	4
289	и так	1	4
290	нет не	1	4
291	от его	5	4
292	по своей	1	4
293	нет в	4	4
294	ничего общего	2	4
295	здесь нет	3	4
296	все они	2	4
297	бы и	3	4
298	в основе	5	4
299	ни у	2	4
300	более чем	1	4
301	совпадает с	1	4
302	в значительной	1	4
303	относится к	1	4
304	быть не	2	4
305	не знает	5	4
306	не для	1	4
307	значительной степени	1	4
308	этого слова	2	4
309	могли быть	1	4
310	смысле этого	1	4
311	или в	1	4
312	места в	4	4
313	за свою	1	4
314	более что	1	4
315	нисколько не	4	4
316	бы совершенно	1	4
317	чем в	1	4
318	значит что	1	4
319	выхода в	2	4
320	а по	2	4
321	и их	6	4
322	тем или	1	4
323	как мы	1	4
324	для этого	2	4
325	но для	3	4
326	в чисто	1	4
327	от него	3	3
328	а затем	1	3
329	его от	1	3
330	или иной	2	3
331	из нее	2	3
332	их в	1	3
333	здесь дело	1	3
334	себе в	1	3
335	не должен	3	3
336	но эти	1	3
337	с нашим	1	3
338	смысле слова	1	3
339	может служить	1	3
340	для которого	3	3
341	взято из	1	3
342	я с	1	3
343	быть в	4	3
344	как я	1	3
345	во всей	4	3
346	от них	1	3
347	к этим	1	3
348	бы то	2	3
349	на том	1	3
350	бы что	1	3
351	есть еще	1	3
352	является и	1	3
353	как его	4	3
354	я и	5	3
355	и до	1	3
356	от этого	2	3
357	особенно в	1	3
358	не сумел	1	3
359	в лучшем	1	3
360	эти слова	1	3
361	не дает	3	3
362	то ни	2	3
363	совсем не	2	3
364	не будет	2	3
365	в системе	1	3
366	или иное	2	3
367	не раз	1	3
368	известном смысле	1	3
369	образом в	1	3
370	в один	1	3
371	нет сомнения	1	3
372	наше время	1	3
373	от единства	1	3
374	в содержании	1	3
375	тогда когда	3	3
376	это уже	2	3
377	которой я	2	3
378	бы ни	1	3
379	со всеми	2	3
380	значения как	1	3
381	если это	1	3
382	если я	2	3
383	отношения к	1	3
384	относятся к	1	3
385	к его	1	3
386	себя и	5	3
387	бы не	3	3
388	который не	1	3
389	вытекает из	2	3
390	это дело	1	3
391	в свою	3	3
392	так чтобы	1	3
393	на основе	7	3
394	у меня	1	3
395	а во	1	3
396	связанных с	1	3
397	в данной	1	3
398	только при	1	3
399	в сознании	2	3
400	здесь не	3	3
401	то или	2	3
402	он должен	1	3
403	как к	2	3
404	может не	2	3
405	что значит	2	3
406	он и	2	3
407	не значит	6	3
408	основана на	1	3
409	а к	1	3
410	но эта	6	3
411	и как	2	3
412	не подлежит	1	3
413	если и	1	3
414	при таком	1	3
415	конечно это	1	3
416	всю свою	1	3
417	она не	2	3
418	задний план	1	3
419	когда он	1	3
420	отношений между	1	3
421	конечно в	2	3
422	том кто	1	3
423	от того	3	3
424	далеко от	1	3
425	и ее	2	3
426	это можно	2	3
427	и других	2	3
428	ведь и	1	3
429	лучшем случае	1	3
430	в каком-то	1	3
431	слова в	2	3
432	и наконец	1	3
433	не к	1	3
434	и уже	1	3
435	котором он	3	3
436	в момент	3	2
437	к такому	1	2
438	в истинности	1	2
439	дело с	2	2
440	из всех	1	2
441	это значит	1	2
442	тем как	3	2
443	ссылки на	1	2
444	или нет	1	2
445	и говорить	1	2
446	в живом	1	2
447	даны в	2	2
448	жизнь в	1	2
449	мысль о	1	2
450	меня в	3	2
451	стороны в	3	2
452	самого и	1	2
453	одновременно и	1	2
454	прочим и	1	2
455	есть только	1	2
456	всем его	3	2
457	сам же	1	2
458	которой он	2	2
459	входит в	4	2
460	выходит из	1	2
461	из жизни	1	2
462	и другой	1	2
463	чего не	2	2
464	за собой	1	2
465	и когда	2	2
466	связь между	1	2
467	превращается в	1	2
468	а только	1	2
469	свою очередь	1	2
470	стал бы	2	2
471	всего что	1	2
472	но этот	2	2
473	настоящее время	1	2
474	является еще	1	2
475	этот человек	1	2
476	в контексте	5	2
477	но к	1	2
478	в зависимости	1	2
479	именно на	2	2
480	от себя	10	2
481	для этой	3	2
482	в движении	1	2
483	но там	1	2
484	все в	1	2
485	и всей	1	2
486	не своей	1	2
487	него самого	1	2
488	с нашей	1	2
489	нигде не	3	2
490	бы только	1	2
491	а за	1	2
492	и можно	1	2
493	с исчерпывающей	1	2
494	и исторической	1	2
495	и она	2	2
496	вследствие того	1	2
497	уже давно	1	2
498	между собой	1	2
499	действительности и	1	2
500	той или	3	2
501	к историческому	2	2
502	принципов и	1	2
503	ту же	1	2
504	ни была	1	2
505	на чем	1	2
506	на нем	2	2
507	но только	1	2
508	когда мы	1	2
509	я это	1	2
510	являются лишь	1	2
511	что есть	2	2
512	но нет	2	2
513	едва ли	2	2
514	что только	2	2
515	и от	1	2
516	всю жизнь	1	2
517	бы быть	5	2
518	его к	2	2
519	с ее	2	2
520	не случайно	1	2
521	он его	1	2
522	она является	1	2
523	быть и	3	2
524	для самого	1	2
525	были бы	2	2
526	и этот	3	2
527	например что	1	2
528	его с	2	2
529	лежащий в	1	2
530	на первом	2	2
531	всей полноте	1	2
532	художественного творчества	1	2
533	целом это	1	2
534	и из	1	2
535	я могу	5	2
536	поэтому и	1	2
537	от своего	1	2
538	ни о	1	2
539	с ней	1	2
540	их и	1	2
541	это положение	1	2
542	показать что	1	2
543	совершенно правильно	1	2
544	как не	1	2
545	жизни в	5	2
546	своей жизни	1	2
547	к той	1	2
548	только одно	1	2
549	близости к	1	2
550	я должен	7	2
551	что ей	1	2
552	не имеют	1	2
553	еще на	1	2
554	нет даже	1	2
555	не знаю	1	2
556	во мне	3	2
557	вышел из	1	2
558	зависимости от	1	2
559	а тем	1	2
560	только тогда	1	2
561	и теперь	1	2
562	значение для	1	2
563	в которую	1	2
564	мире с	1	2
565	чем не	4	2
566	цели и	1	2
567	было и	2	2
568	имеем в	2	2
569	таким путем	1	2
570	соответствии с	2	2
571	мог бы	1	2
572	или с	1	2
573	не за	1	2
574	ни было	4	2
575	он может	2	2
576	все с	1	2
577	в настоящее	1	2
578	тот же	3	2
579	но есть	2	2
580	меня не	4	2
581	жизни но	3	2
582	впрочем в	1	2
583	только по	2	2
584	здесь есть	1	2
585	таком положении	1	2
586	бы себе	1	2
587	и этим	3	2
588	мысль в	1	2
589	которых он	1	2
590	этой мысли	1	2
591	а это	2	2
592	в литературе	1	2
593	причем все	1	2
594	где он	3	2
595	видеть в	1	2
596	ведь это	2	2
597	нет это	1	2
598	и эта	2	2
599	но нельзя	1	2
600	по своему	3	2
601	на все	1	2
602	и оно	1	2
603	но уже	1	2
604	и таким	1	2
605	другом случае	1	2
606	жизнь и	2	2
607	только к	1	2
608	каких бы	1	2
609	и глубокая	1	2
610	не могу	3	2
611	языка это	1	2
612	ни один	1	2
613	дело когда	2	2
614	где я	4	2
615	и ни	3	2
616	отказаться от	2	2
617	и может	3	2
618	каждый раз	1	2
619	тем самым	4	2
620	не должно	3	2
621	ведь если	1	2
622	всей его	2	2
623	бы по	1	2
624	знает и	2	2
625	же самое	1	2
626	бы он	2	2
627	до ее	1	2
628	и иные	1	2
629	нуждается в	1	2
630	и совершенно	3	2
631	жизнью и	1	2
632	котором говорит	1	1
633	во всем	7	1
634	мы можем	1	1
635	какого бы	1	1
636	новое и	1	1
637	это утверждение	1	1
638	которой все	2	1
639	можно говорить	1	1
640	никогда и	1	1
641	чтобы дать	2	1
642	истории для	1	1
643	живого и	1	1
644	можно и	2	1
645	самого себя	1	1
646	т.е в	1	1
647	за исключением	1	1
648	и имеет	1	1
649	что был	1	1
650	найти и	1	1
651	смысле и	2	1
652	нее в	2	1
653	вступает в	3	1
654	для одного	1	1
655	под небом	1	1
656	мысли и	1	1
657	действие и	1	1
658	в принципе	2	1
659	и рядом	1	1
660	каждом случае	1	1
661	него в	1	1
662	а есть	1	1
663	свет в	1	1
664	работы здесь	1	1
665	мною как	1	1
666	с собой	1	1
667	их не	1	1
668	положения в	3	1
669	он имеет	2	1
670	имеет для	1	1
671	все дело	1	1
672	что форма	1	1
673	повторение этого	1	1
674	форму и	1	1
675	с любимым	1	1
676	выражено в	1	1
677	если он	1	1
678	рядом с	3	1
679	в корне	3	1
680	и перейдем	1	1
681	различия в	2	1
682	выражения и	1	1
683	к действительности	1	1
684	где она	2	1
685	ценность как	1	1
686	и специально	2	1
687	свет как	1	1
688	где оно	1	1
689	как некоторая	1	1
690	и смерти	2	1
691	бы оставить	1	1
692	сделать в	1	1
693	действительности в	2	1
694	перестает быть	1	1
695	и того	2	1
696	вырастал в	1	1
697	это с	1	1
698	мыслящего и	1	1
699	при условии	2	1
700	что мне	1	1
701	число таких	1	1
702	отсюда и	3	1
703	всего этого	1	1
704	все свои	1	1
705	но во	1	1
706	в каких	1	1
707	вся почти	1	1
708	что первая	1	1
709	именно там	1	1
710	теперь к	1	1
711	но может	1	1
712	средних веков	1	1
713	только на	1	1
714	между отдельными	1	1
715	виду и	1	1
716	себе и	3	1
717	этим не	2	1
718	на границе	1	1
719	уже и	1	1
720	что ее	1	1
721	как оно	2	1
722	культуры из	1	1
723	за смысл	1	1
724	любви к	1	1
725	этому слову	1	1
726	с другим	4	1
727	в не	1	1
728	к ним	4	1
729	не становится	1	1
730	вообще и	1	1
731	из проявлений	1	1
732	смысле не	2	1
733	такая же	1	1
734	в нашем	1	1
735	находится в	1	1
736	мне с	1	1
737	теряя своей	1	1
738	ли отсюда	1	1
739	самого термина	1	1
740	это что	1	1
741	исходит из	1	1
742	согласиться с	1	1
743	отказу от	1	1
744	себя до	1	1
745	и всякого	1	1
746	мотива и	1	1
747	были в	1	1
748	лишь при	3	1
749	дан в	2	1
750	где все	1	1
751	себе как	2	1
752	себя в	8	1
753	нем может	1	1
754	вся эта	2	1
755	своего развития	1	1
756	существенно важно	1	1
757	ближе к	3	1
758	все попытки	4	1
759	каждый отдельный	2	1
760	него как	1	1
761	с построением	1	1
762	не выходит	1	1
763	не противоречит	1	1
764	что язык	1	1
765	она и	1	1
766	менее в	1	1
767	отношении я	1	1
768	события все	1	1
769	время и	5	1
770	вообще а	1	1
771	даже к	1	1
772	даже там	1	1
773	к себе	2	1
774	притом не	1	1
775	позволю себе	1	1
776	смысле в	2	1
777	именно как	1	1
778	конца в	1	1
779	есть его	2	1
780	то для	1	1
781	эта ошибка	1	1
782	оказался в	1	1
783	имеет только	1	1
784	и кажется	1	1
785	или иную	1	1
786	теряет свою	1	1
787	отсюда что	1	1
788	то только	1	1
789	в третьем	1	1
790	как ученый	1	1
791	этого человека	1	1
792	научного и	1	1
793	о возможности	1	1
794	всех его	2	1
795	такие которые	1	1
796	поэтому он	1	1
797	совершенно определенного	1	1
798	к каждой	1	1
799	всем что	1	1
800	здесь же	1	1
801	постоянно так	1	1
802	между ними	1	1
803	содержанием и	1	1
804	места где	1	1
805	не вытекает	1	1
806	себя как	2	1
807	большинстве случаев	1	1
808	не теряя	1	1
809	место и	2	1
810	во главе	2	1
811	а эта	3	1
812	моментом и	1	1
813	нужно еще	1	1
814	в себя	8	1
815	иногда не	1	1
816	точек зрения	1	1
817	был не	1	1
818	делает его	1	1
819	отразить в	1	1
820	жизнь не	1	1
821	перестал быть	2	1
822	здесь как	1	1
823	но можно	4	1
824	разницу в	1	1
825	науки но	1	1
826	может жить	1	1
827	если оно	1	1
828	своей архитектонике	1	1
829	только путем	1	1
830	отвлеченного начала	1	1
831	как факт	1	1
832	но между	1	1
833	эту разницу	1	1
834	существенно что	2	1
835	приводит и	1	1
836	человека как	1	1
837	и исторический	1	1
838	именно что	1	1
839	все дано	1	1
840	содержания и	2	1
841	и та	3	1
842	неотделим от	1	1
843	ни одно	5	1
844	однако что	2	1
845	в современной	3	1
846	это может	1	1
847	над ним	1	1
848	я буду	3	1
849	мы здесь	3	1
850	не совпадает	1	1
851	могла бы	4	1
852	это разные	1	1
853	я в	1	1
854	жизнь как	6	1
855	он принципиально	1	1
856	и никогда	1	1
857	подход к	1	1
858	это приводит	1	1
859	о его	1	1
860	ее а	1	1
861	нашей точки	1	1
862	и есть	10	1
863	мы будем	1	1
864	в некотором	3	1
865	ней в	1	1
866	определения и	1	1
867	бы оно	2	1
868	действительно есть	1	1
869	виду его	1	1
870	оно может	1	1
871	в данный	3	1
872	я люблю	1	1
873	чтобы не	2	1
874	не случайным	1	1
875	ни во	1	1
876	любви и	1	1
877	можно только	1	1
878	образом и	1	1
879	и конечно	2	1
880	как с	1	1
881	котором не	1	1
882	такова же	1	1
883	исходить из	1	1
884	и вследствие	1	1
885	следует из	1	1
886	на ее	1	1
887	был бы	3	1
888	ним и	3	1
889	общая оценка	1	1
890	и должно	1	1
891	освободиться от	1	1
892	содержит в	1	1
893	чтобы стать	2	1
894	по принципу	1	1
895	с ним	5	1
896	ты и	1	1
897	характер и	1	1
898	зрения той	1	1
899	действительно ли	2	1
900	к выводу	1	1
901	и делает	3	1
902	него нет	1	1
903	нас от	1	1
904	связанная с	1	1
905	творчества и	1	1
906	и самая	1	1
907	вместо того	1	1
908	в соответствии	2	1
909	отличаются от	1	1
910	смысла и	2	1
911	в моем	6	1
912	мы говорим	2	1
913	вокруг него	2	1
914	месте и	1	1
915	с целью	1	1
916	даже более	1	1
917	эстетики и	1	1
918	существует все	1	1
919	расположение их	1	1
920	в составе	2	1
921	уже тем	1	1
922	на месте	1	1
923	и действительно	6	1
924	говорить в	1	1
925	какого-нибудь произведения	1	1
926	для каждого	1	1
927	подхода к	2	1
928	за свое	4	1
929	которые могут	1	1
930	которого является	1	1
931	с собою	1	1
932	и просто	2	1
933	не знать	1	1
934	она исходит	1	1
935	правда не	1	1
936	приводит к	1	1
937	только себя	1	1
938	вокруг этой	1	1
939	ему и	1	1
940	при всех	1	1
941	вследствие этого	2	1
942	литературе о	1	1
943	эта последняя	1	1
944	он жив	1	1
945	этом его	2	1
946	общее дело	1	1
947	на своем	3	1
948	время является	1	1
949	в конкретном	1	1
950	можно провести	1	1
951	но оно	1	1
952	конечно все	1	1
953	нет ничего	1	1
954	ни к	2	1
955	его и	2	1
956	сама не	1	1
957	можно сделать	1	1
958	и ясно	2	1
959	должно быть	6	1
960	одной в	1	1
961	можно установить	1	1
962	совершенно иной	1	1
963	в историю	1	1
964	со всех	1	1
965	принципиально не	5	1
966	но здесь	3	1
967	в иной	1	1
968	это только	2	1
969	этом пути	1	1
970	знать и	1	1
971	эта картина	1	1
972	я действительно	5	1
973	совпадение с	1	1
974	то все	1	1
975	но о	1	1
976	смысл который	1	1
977	смысл в	3	1
978	него с	1	1
979	последних двух	1	1
980	лицо с	1	1
981	невозможна в	1	1
982	нуждаются в	1	1
983	а лишь	3	1
984	в данных	1	1
985	процесс и	2	1
986	его действительное	1	1
987	стороны ее	2	1
988	это позволяет	1	1
989	если мы	1	1
990	всегда в	1	1
991	быть абсолютно	1	1
992	и смерть	1	1
993	нет этого	1	1
994	бы утверждать	1	1
995	котором мы	3	1
996	относиться к	1	1
997	выдержанного в	1	1
998	не стоит	1	1
999	здесь и	1	1
1000	данном контексте	1	1
1001	какие бы	1	1
1002	месте в	1	1
1003	друг друга	1	1
1004	с него	1	1
1005	не из	2	1
1006	жизни не	1	1
1007	что конечно	1	1
1008	формы и	1	1
1009	ценности с	1	1
1010	и формальных	1	1
1011	человека но	1	1
1012	уклонился от	1	1
1013	обе стороны	1	1
1014	этот термин	1	1
1015	знать что	2	1
1016	ему в	2	1
1017	ничем не	1	1
1018	жизнь человека	1	1
1019	и также	1	1
1020	и было	1	1
1021	спорить о	1	1
1022	не нужен	2	1
1023	в последней	1	1
1024	второй половине	1	1
1025	не будем	1	1
1026	он становится	1	1
1027	и принципиально	2	1
1028	для всего	1	1
1029	героиня и	1	1
1030	о нем	4	1
1031	и тут	1	1
1032	здесь в	1	1
1033	отделить от	1	1
1034	об определенном	1	1
1035	ее содержания	1	1
1036	другого но	1	1
1037	а все	3	1
1038	воспоминания и	1	1
1039	все равно	1	1
1040	относящийся к	1	1
1041	зрения его	1	1
1042	говорим о	2	1
1043	чтобы я	1	1
1044	следующие строки	1	1
1045	этого не	1	1
1046	с ними	4	1
1047	и где	1	1
1048	в ту	2	1
1049	им с	1	1
1050	это какой-то	1	1
1051	вечные в	1	1
1052	об отдельных	1	1
1053	возможно и	1	1
1054	в принципиальном	1	1
1055	но внутри	1	1
1056	и смысл	2	1
1057	нем нельзя	2	1
1058	вследствие чего	1	1
1059	своей значимости	3	1
1060	за его	1	1
1061	как все	1	1
1062	мысли в	1	1
1063	и полностью	1	1
1064	культурного творчества	1	1
1065	смерти и	1	1
1066	именно вследствие	1	1
1067	я позволю	1	1
1068	бы его	1	1
1069	ко всему	5	1
1070	но такой	1	1
1071	том случае	1	1
1072	которого и	2	1
1073	мышления как	2	1
1074	первая часть	1	1
1075	он ни	2	1
1076	а просто	1	1
1077	на один	1	1
1078	но при	1	1
1079	ту или	1	1
1080	другой в	1	1
1081	только так	1	1
1082	больше и	1	1
1083	просто не	1	1
1084	как поэт	1	1
1085	истории а	1	1
1086	моменты но	1	1
1087	хорош в	1	1
1088	действительная обязанность	1	1
1089	не с	1	1
1090	свою жизнь	2	1
1091	пор не	1	1
1092	и историческая	1	1
1093	не следует	2	1
1094	имеем здесь	1	1
1095	не психологической	1	1
1096	и времени	1	1
1097	и жизни	4	1
1098	не станет	1	1
1099	которую я	2	1
1100	или как	2	1
1101	в большинстве	1	1
1102	к отказу	1	1
1103	и т.д	4	1
1104	скорее наоборот	1	1
1105	выражение для	1	1
1106	по всей	1	1
1107	него и	2	1
1108	что сколько	1	1
1109	не быть	3	1
1110	что подобные	1	1
1111	того именно	2	1
1112	это много	1	1
1113	все содержание	1	1
1114	произведения не	1	1
1115	связи между	1	1
1116	эту мысль	1	1
1117	же в	1	1
1118	же будет	1	1
1119	другой и	1	1
1120	говорить об	1	1
1121	себя а	4	1
1122	включает в	2	1
1123	центра и	1	1
1124	чем та	1	1
1125	человек не	2	1
1126	от ответственности	1	1
1127	ни был	2	1
1128	само по	1	1
1129	не можем	1	1
1130	только таким	1	1
1131	момент его	9	1
1132	а я	1	1
1133	здесь этот	1	1
