N	2gram	Tiupa_Narr	Problema
183	здесь в	1	15
184	в частности	14	15
185	что все	1	14
186	с другими	1	14
187	сих пор	1	14
188	только о	2	14
189	не так	1	14
190	все равно	1	14
191	в котором	1	14
192	говорит о	2	14
193	нас в	1	14
194	до сих	1	14
195	не что	2	14
196	то ни	3	14
197	что иное	2	14
198	иное как	2	14
199	из них	3	13
200	действительности и	1	13
201	сами по	2	13
202	ни на	1	13
203	мы имеем	2	13
204	в их	1	13
205	или даже	2	13
206	здесь только	1	13
207	в области	2	13
208	который в	2	13
209	или иного	2	13
210	дело в	1	13
211	на земле	1	12
212	в другом	1	12
213	он сам	2	12
214	с одной	7	12
215	в самой	1	12
216	так или	2	12
217	на первый	2	12
218	в литературе	2	12
219	в начале	1	12
220	не являются	2	12
221	что этот	1	12
222	в смысле	1	12
223	что это	3	12
224	но именно	1	12
225	не будем	1	12
226	или иначе	3	12
227	в целом	1	12
228	или иных	1	11
229	бы то	3	11
230	могли бы	1	11
231	жизни в	3	11
232	свидетельствует о	1	11
233	тот же	1	11
234	одной стороны	7	11
235	том или	2	11
236	по поводу	1	11
237	к нему	5	11
238	не о	3	11
239	не могут	1	11
240	и у	1	11
241	и во	1	11
242	и самого	3	11
243	в нашей	1	11
244	и тогда	1	11
245	более или	2	10
246	есть то	1	10
247	что у	2	10
248	на том	3	10
249	но он	1	10
250	даже если	1	10
251	один из	3	10
252	от нас	1	10
253	со всеми	1	10
254	бы не	2	10
255	обозначения и	1	10
256	то или	3	10
257	что оно	1	10
258	все еще	1	10
259	в году	1	10
260	отличается от	4	10
261	все время	1	10
262	не то	2	10
263	и сама	1	10
264	быть только	1	10
265	однако в	2	10
266	из которых	4	10
267	внимание на	1	10
268	ни с	1	10
269	или менее	2	10
270	быть и	1	10
271	только то	1	10
272	собственно говоря	1	10
273	что если	1	9
274	их в	1	9
275	нет и	2	9
276	здесь как	1	9
277	именно как	1	9
278	в тех	1	9
279	не мешает	1	9
280	в которых	1	9
281	о котором	1	9
282	она не	2	9
283	языка и	2	9
284	в художественном	1	9
285	не всякий	1	9
286	поэтому и	1	9
287	здесь мы	1	9
288	а может	1	9
289	и до	2	9
290	известного рода	1	9
291	это было	1	9
292	как же	1	9
293	человеческой жизни	1	9
294	и наконец	1	9
295	является в	1	8
296	с этой	1	8
297	является для	1	8
298	во всей	2	8
299	от этого	1	8
300	между собой	2	8
301	иметь в	1	8
302	тот или	1	8
303	и по	1	8
304	с ее	3	8
305	и при	1	8
306	к его	1	8
307	никто не	1	8
308	из этих	3	8
309	и больше	1	8
310	только потому	1	8
311	мы будем	1	8
312	на его	1	8
313	не все	5	8
314	вплоть до	2	8
315	как они	1	8
316	от всего	1	8
317	как только	1	8
318	если в	3	8
319	входит в	1	8
320	в чистом	1	8
321	и он	3	8
322	ни было	3	8
323	чистом виде	1	8
324	если же	1	8
325	которое мы	1	8
326	в силу	4	8
327	а если	2	8
328	это то	1	8
329	для него	2	8
330	а то	1	8
331	даже в	2	7
332	его от	1	7
333	не обязательно	3	7
334	в значительной	2	7
335	а с	3	7
336	в случае	7	7
337	или иное	2	7
338	его как	2	7
339	жизни а	2	7
340	оно не	2	7
341	к другому	2	7
342	что понятие	1	7
343	одной из	4	7
344	а еще	1	7
345	мере в	1	7
346	что на	2	7
347	в это	1	7
348	тому же	5	7
349	же как	3	7
350	до нас	1	7
351	даже не	3	7
352	сливаются в	1	7
353	однако и	1	7
354	и который	1	7
355	не на	2	7
356	в основе	5	7
357	времени и	7	7
358	же не	4	7
359	понимать как	1	7
360	мира и	2	7
361	может иметь	1	7
362	в какой	2	7
363	что касается	2	7
364	с которыми	1	6
365	не как	2	6
366	первый взгляд	2	6
367	в действительности	1	6
368	не всегда	2	6
369	на него	3	6
370	что именно	2	6
371	уже по	1	6
372	нами не	2	6
373	по своей	3	6
374	в общем	1	6
375	сказать о	1	6
376	в него	1	6
377	и делает	1	6
378	есть тоже	1	6
379	отношения к	2	6
380	и уже	1	6
381	и после	2	6
382	могут быть	3	6
383	особенно в	3	6
384	независимо от	2	6
385	и может	1	6
386	но она	1	6
387	к ней	1	6
388	дело здесь	1	6
389	себе а	1	6
390	есть прежде	1	6
391	нам представляется	1	6
392	и того	2	6
393	к другой	2	6
394	под названием	1	6
395	не мог	4	6
396	нельзя сказать	1	6
397	не знает	1	6
398	который является	1	6
399	бы быть	3	6
400	и ничего	1	6
401	как таковой	1	6
402	в слове	1	6
403	в известном	2	6
404	этого слова	2	6
405	с его	6	6
406	этом отношении	3	6
407	есть уже	1	6
408	по существу	2	6
409	к своему	1	6
410	часто бывает	1	6
411	дело не	1	6
412	когда он	3	6
413	нового времени	2	6
414	само по	1	6
415	в настоящем	1	5
416	от одного	2	5
417	к самому	2	5
418	или ином	2	5
419	об ее	1	5
420	в противоположность	2	5
421	это же	1	5
422	и когда	2	5
423	как такового	1	5
424	которого он	2	5
425	на себя	3	5
426	о себе	1	5
427	если оно	1	5
428	или может	1	5
429	но ясно	1	5
430	оно и	1	5
431	еще только	1	5
432	и тот	2	5
433	между тем	3	5
434	мы видели	1	5
435	первую очередь	1	5
436	утверждать что	2	5
437	но зато	1	5
438	у чехова	1	5
439	сводится к	3	5
440	подобно тому	2	5
441	ничем не	1	5
442	в ряд	1	5
443	однако здесь	1	5
444	для всего	1	5
445	о нем	4	5
446	что ни	1	5
447	по его	1	5
448	человека в	2	5
449	как то	1	5
450	мира в	5	5
451	лет назад	1	5
452	по мысли	3	5
453	в собственном	2	5
454	когда в	1	5
455	в первую	1	5
456	себя в	5	5
457	том чтобы	1	5
458	от его	1	5
459	но еще	1	5
460	от тех	1	5
461	одним из	2	5
462	себе не	2	5
463	одна из	3	5
464	хотя в	2	5
465	о его	1	5
466	лучше сказать	1	5
467	образом и	1	5
468	не требует	1	5
469	в область	2	5
470	же о	1	5
471	которая не	1	5
472	внешняя сторона	1	5
473	здесь и	2	5
474	они не	2	5
475	том числе	6	5
476	но по	1	5
477	тотчас же	1	5
478	это за	1	5
479	ту или	2	5
480	тому как	2	5
481	в пределах	2	5
482	от того	1	5
483	лишь в	1	5
484	отношение к	2	5
485	для обозначения	1	5
486	в разные	1	5
487	и прежде	1	5
488	в общую	1	4
489	ни одна	1	4
490	на свою	1	4
491	в мир	1	4
492	может существовать	1	4
493	не могли	1	4
494	как нам	1	4
495	или иную	2	4
496	одно из	2	4
497	и всю	1	4
498	человек и	1	4
499	в русской	1	4
500	человеческих отношений	1	4
501	мы все-таки	1	4
502	любви и	1	4
503	античности и	1	4
504	с такой	1	4
505	говорит и	2	4
506	целое и	1	4
507	можно назвать	1	4
508	и пр	1	4
509	в свою	3	4
510	это все	2	4
511	самым мы	1	4
512	не быть	1	4
513	начиная с	1	4
514	но на	1	4
515	он как	1	4
516	на что	1	4
517	на одном	1	4
518	отличие от	5	4
519	но всегда	1	4
520	можно но	1	4
521	и времени	1	4
522	при всем	2	4
523	числе и	4	4
524	однако для	1	4
525	от него	1	4
526	новое и	1	4
527	дело с	2	4
528	во втором	4	4
529	например в	2	4
530	этого понятия	2	4
531	нельзя было	1	4
532	мы увидим	1	4
533	образа и	1	4
534	наряду с	2	4
535	имеем дело	2	4
536	начала и	1	4
537	там и	1	4
538	которое в	1	4
539	от одной	2	4
540	без которого	1	4
541	представляется нам	1	4
542	очень часто	1	4
543	и др	2	4
544	с чем	2	4
545	с которым	1	4
546	а как	1	4
547	не отличается	2	4
548	в сущности	3	4
549	этой точки	2	4
550	если это	1	4
551	или попросту	1	4
552	себя и	2	4
553	связаны между	1	4
554	друг от	1	4
555	вместе со	1	4
556	который и	1	4
557	но о	3	4
558	мог бы	3	4
559	с нею	1	4
560	дает нам	1	4
561	ему в	2	4
562	и за	1	4
563	чем он	1	4
564	от друга	1	4
565	они все	2	4
566	всю свою	1	4
567	столько же	1	4
568	всей его	2	4
569	одного из	4	4
570	бы он	1	4
571	гуманитарных наук	1	4
572	более не	2	3
573	еще раз	1	3
574	зрения на	2	3
575	таковы например	1	3
576	и над	1	3
577	он видит	1	3
578	не столько	4	3
579	до последнего	1	3
580	как об	1	3
581	в некотором	1	3
582	он стоит	1	3
583	и возможность	2	3
584	после его	1	3
585	отсутствует и	1	3
586	представляет собой	13	3
587	времени в	2	3
588	обыкновенный человек	1	3
589	что существует	1	3
590	чего он	1	3
591	именно с	1	3
592	к их	1	3
593	как таковое	1	3
594	о смерти	1	3
595	характерное для	1	3
596	больше всего	1	3
597	жизни то	1	3
598	в шмида	5	3
599	на чем	2	3
600	только одним	1	3
601	дела и	1	3
602	и знает	1	3
603	на некоторые	1	3
604	до наших	1	3
605	в какой-то	1	3
606	его из	1	3
607	и строго	1	3
608	что нет	2	3
609	только там	1	3
610	произведение в	1	3
611	это требует	1	3
612	который не	1	3
613	при всех	2	3
614	далек от	1	3
615	не входит	1	3
616	мысли и	1	3
617	речь идет	4	3
618	от других	1	3
619	в совершенно	1	3
620	каждый из	2	3
621	было и	1	3
622	в отличие	5	3
623	к предмету	1	3
624	это одно	1	3
625	может не	3	3
626	где он	1	3
627	например о	1	3
628	в любом	2	3
629	один и	1	3
630	а он	1	3
631	этих двух	1	3
632	ни один	1	3
633	здесь совершенно	2	3
634	даже самое	2	3
635	кто не	1	3
636	человеческого сознания	1	3
637	для такого	1	3
638	одного и	1	3
639	место в	1	3
640	мифа в	1	3
641	может и	1	3
642	и сами	1	3
643	настоящего времени	1	3
644	что было	1	3
645	русской литературе	1	3
646	рассказ о	1	3
647	которая в	2	3
648	в первом	3	3
649	а во-вторых	1	3
650	имеет для	1	3
651	из нее	1	3
652	мысль о	1	3
653	там же	1	3
654	не обладают	1	3
655	ни для	7	3
656	и смерть	1	3
657	когда она	1	3
658	структуру в	1	3
659	литературоведения и	1	3
660	о ней	3	3
661	последние десятилетия	1	3
662	указать на	1	3
663	время в	2	3
664	то только	1	3
665	видит в	1	3
666	в последние	2	3
667	делает его	1	3
668	должен был	1	3
669	на этом	1	3
670	ли это	1	3
671	от самого	1	3
672	на другой	2	3
673	в системе	1	3
674	что смысл	1	3
675	понятия но	1	3
676	известном смысле	2	3
677	столь же	3	3
678	за все	1	3
679	должна быть	2	3
680	на ее	1	3
681	истории в	3	3
682	однако он	1	3
683	отношений между	1	3
684	в россии	1	3
685	оно есть	1	3
686	в процессе	1	3
687	с ними	1	3
688	со стороны	9	3
689	всей своей	2	3
690	о любви	1	3
691	том же	1	3
692	он может	1	3
693	последней в	1	3
694	от понятия	1	3
695	жизни но	2	3
696	говорилось выше	1	3
697	с начала	1	3
698	в конкретной	1	3
699	и где	1	3
700	случаях когда	1	3
701	с историей	1	3
702	может считаться	1	3
703	однако если	1	3
704	и миф	1	3
705	в понимании	1	3
706	нуждается в	5	3
707	не отвечает	1	3
708	как для	1	3
709	форме и	1	3
710	однако с	1	2
711	никогда и	1	2
712	не самой	1	2
713	кто иной	1	2
714	ли его	1	2
715	формы в	1	2
716	какой бы	1	2
717	в общей	2	2
718	это определение	1	2
719	идти в	1	2
720	из двух	3	2
721	мысли о	1	2
722	цели и	1	2
723	всем его	1	2
724	только благодаря	1	2
725	некоторые из	1	2
726	его жизни	2	2
727	тех кто	1	2
728	смысловую перспективу	1	2
729	но во	1	2
730	из жизни	1	2
731	внутри себя	1	2
732	и такого	1	2
733	солнце и	1	2
734	за собой	4	2
735	для своей	2	2
736	свою очередь	3	2
737	точке зрения	1	2
738	в прошлом	3	2
739	обратим внимание	1	2
740	символики это	1	2
741	точка зрения	6	2
742	жизни с	1	2
743	но поскольку	1	2
744	содержать в	1	2
745	в драме	1	2
746	о разных	1	2
747	но от	2	2
748	в следующем	1	2
749	в будущем	2	2
750	даже вовсе	2	2
751	человеческая жизнь	1	2
752	не нуждается	1	2
753	мира или	1	2
754	в третьем	3	2
755	составляющих ее	2	2
756	бы она	1	2
757	структуры но	1	2
758	в рассказе	4	2
759	при такой	1	2
760	от страха	1	2
761	также как	1	2
762	подход к	2	2
763	небо и	1	2
764	в духовном	1	2
765	не случайно	2	2
766	возможна только	1	2
767	он уже	2	2
768	содержащий в	1	2
769	но обязательно	1	2
770	героя в	8	2
771	и пространстве	5	2
772	не признает	1	2
773	иной как	1	2
774	по отношению	7	2
775	сознания однако	1	2
776	обращается к	1	2
777	жизни мы	1	2
778	в роли	2	2
779	которое не	1	2
780	в значении	1	2
781	не понимает	1	2
782	вслед за	4	2
783	при анализе	1	2
784	например на	1	2
785	и там	1	2
786	бы одной	1	2
787	она может	2	2
788	от которой	1	2
789	имеет своим	1	2
790	в глазах	1	2
791	жизни не	1	2
792	своего рода	12	2
793	в свое	1	2
794	сейчас и	1	2
795	ему что	1	2
796	основе своей	4	2
797	зависит от	2	2
798	возникает в	1	2
799	тоже в	1	2
800	силу и	1	2
801	слова а	1	2
802	когда же	1	2
803	всех прочих	1	2
804	от всех	2	2
805	на фоне	1	2
806	нет у	2	2
807	и со	1	2
808	и могут	1	2
809	встречаются в	1	2
810	как результат	1	2
811	и другого	1	2
812	на них	1	2
813	структуру и	1	2
814	от боли	1	2
815	не с	3	2
816	он здесь	1	2
817	человека с	1	2
818	в плане	1	2
819	может показаться	1	2
820	их на	1	2
821	и эта	1	2
822	человек не	1	2
823	хотя они	1	2
824	становится в	1	2
825	почему в	1	2
826	ночь и	1	2
827	ней не	1	2
828	чего не	1	2
829	этот момент	1	2
830	строго говоря	1	2
831	как таковых	1	2
832	приходит к	2	2
833	над ними	1	2
834	вещами и	1	2
835	которого нет	1	2
836	бы все	1	2
837	себе с	1	2
838	его по	2	2
839	всегда в	1	2
840	что по	2	2
841	роль в	2	2
842	и сейчас	2	2
843	было не	1	2
844	не должен	1	2
845	что никогда	1	2
846	ни одного	1	2
847	является как	1	2
848	именно такого	1	2
849	уже более	1	2
850	здесь пока	1	2
851	жизни как	3	2
852	нем не	1	2
853	вовсе и	1	2
854	он отличается	1	2
855	в состоянии	1	2
856	то у	1	2
857	есть его	1	2
858	они в	2	2
859	и никакой	2	2
860	отношения между	1	2
861	от мифа	2	2
862	или хотя	1	2
863	не кто	1	2
864	всем своем	1	2
865	же здесь	1	2
866	например как	2	2
867	текст и	1	2
868	стремится к	1	2
869	не дает	1	2
870	широкое и	1	2
871	или же	1	2
872	действующих лиц	1	2
873	какой-то мере	1	2
874	может являться	1	2
875	все те	4	2
876	ее смысл	1	2
877	здесь также	1	2
878	образом на	1	2
879	чем и	1	2
880	в один	1	2
881	она сама	1	2
882	в состав	1	2
883	они и	2	2
884	а по	2	2
885	но также	1	2
886	и мышлении	1	2
887	между которыми	1	2
888	произведения в	1	2
889	о своей	2	2
890	каждый такой	1	2
891	различные и	1	2
892	признать что	1	2
893	совпадает с	1	2
894	интенциональном акте	1	2
895	самой по	1	2
896	тому или	1	2
897	в обоих	2	2
898	а во	3	2
899	образом не	1	2
900	известной степени	1	2
901	данного произведения	1	2
902	то она	2	2
903	в едином	1	2
904	или письма	1	2
905	в другое	1	2
906	здесь нами	1	2
907	тому чтобы	1	2
908	как у	1	2
909	что каждый	1	2
910	с богом	1	2
911	а на	1	2
912	наших дней	1	2
913	в меру	1	2
914	человека к	1	2
915	которая может	1	2
916	единое целое	1	2
917	и ничто	1	2
918	здесь это	1	2
919	резко отличается	1	2
920	жил в	1	2
921	отношению к	6	2
922	слова в	1	2
923	уже никто	1	2
924	свидетельствуют о	1	2
925	и совершенно	1	2
926	фактической стороны	1	2
927	время было	1	1
928	является субстратом	2	1
929	сведенная к	1	1
930	силу которого	1	1
931	в финале	1	1
932	предполагает наличие	1	1
933	но собственно	1	1
934	это пока	1	1
935	за всех	1	1
936	объединения составляющих	1	1
937	между ними	2	1
938	описания в	1	1
939	ни слова	1	1
940	и действиях	1	1
941	оно уже	1	1
942	поскольку всякое	1	1
943	вольно или	3	1
944	для любого	1	1
945	зато в	1	1
946	мир как	1	1
947	в речи	1	1
948	мира это	1	1
949	с не	1	1
950	бы поговорить	1	1
951	кроме самого	1	1
952	собой не	2	1
953	поводу этой	1	1
954	обращения к	1	1
955	у большинства	1	1
956	к специфике	1	1
957	все и	1	1
958	осуществляется в	1	1
959	отказываться от	1	1
960	настолько чтобы	1	1
961	отделена от	1	1
962	и должна	1	1
963	факта без	2	1
964	также ее	1	1
965	в тумане	1	1
966	но может	1	1
967	этого символического	1	1
968	отметить что	1	1
969	за рамки	2	1
970	смысл всегда	1	1
971	о нашей	1	1
972	и формы	1	1
973	переход от	4	1
974	именно таковы	1	1
975	тезис в	1	1
976	как от	1	1
977	определенной области	1	1
978	историю и	1	1
979	разум но	1	1
980	к этим	1	1
981	превратился в	1	1
982	к ее	1	1
983	видения мира	1	1
984	всего в	1	1
985	не происходит	1	1
986	и представляет	2	1
987	есть закономерная	1	1
988	имеют место	2	1
989	к себе	5	1
990	ногах и	1	1
991	по-видимому не	1	1
992	матери о	1	1
993	мы строим	1	1
994	своей матери	2	1
995	поскольку речь	1	1
996	и кажется	1	1
997	страдает от	1	1
998	бы достаточно	1	1
999	он оказывается	1	1
1000	по аналогии	1	1
1001	и многообразных	1	1
1002	напомним что	1	1
1003	всем миром	1	1
1004	но само	1	1
1005	этом последнем	1	1
1006	так сказать	1	1
1007	ее понимания	1	1
1008	это путь	1	1
1009	в двух	2	1
1010	хотя оно	1	1
1011	за другой	1	1
1012	на другом	1	1
1013	от предмета	1	1
1014	мыслится как	1	1
1015	складывается из	2	1
1016	вверх и	1	1
1017	претендуют на	1	1
1018	ли целесообразно	1	1
1019	опираясь на	1	1
1020	и быть	1	1
1021	идет по	2	1
1022	героя и	4	1
1023	деле когда	1	1
1024	есть так	1	1
1025	человека как	1	1
1026	речи и	1	1
1027	необходимо учитывать	1	1
1028	однако эта	1	1
1029	бы но	1	1
1030	не могла	1	1
1031	главного героя	2	1
1032	им самим	1	1
1033	также не	1	1
1034	общая идея	1	1
1035	оно имеет	1	1
1036	его коммуникативной	1	1
1037	грядущего в	1	1
1038	теми же	1	1
1039	модель а	1	1
1040	не сразу	1	1
1041	события в	2	1
1042	этой системе	1	1
1043	может как	1	1
1044	в особенности	4	1
1045	не верили	1	1
1046	мировое древо	2	1
1047	а теперь	1	1
1048	них в	1	1
1049	и картины	1	1
1050	третьей и	2	1
1051	уж и	1	1
1052	чтобы стать	2	1
1053	двадцать четыре	1	1
1054	смерть и	1	1
1055	ответ на	1	1
1056	схемы и	1	1
1057	один человек	2	1
1058	бы один	1	1
1059	быть так	1	1
1060	часто не	1	1
1061	думал он	1	1
1062	с этого	1	1
1063	и одновременно	2	1
1064	фигуры и	1	1
1065	с таким	1	1
1066	и какая	1	1
1067	значении этого	3	1
1068	и соответственно	2	1
1069	в памяти	2	1
1070	те же	4	1
1071	общую теорию	1	1
1072	говоря и	1	1
1073	говорить и	1	1
1074	для читателя	1	1
1075	что вообще	1	1
1076	это может	1	1
1077	его и	1	1
1078	входя в	1	1
1079	отношений эта	1	1
1080	вспомним что	1	1
1081	увидел у	1	1
1082	непосредственным образом	1	1
1083	быть не	1	1
1084	то чему	1	1
1085	них как	1	1
1086	в понятие	1	1
1087	из его	1	1
1088	художественной литературы	3	1
1089	узком значении	1	1
1090	трактовать как	1	1
1091	истории и	2	1
1092	его началом	1	1
1093	но без	2	1
1094	вот этот	1	1
1095	состоит в	13	1
1096	вдруг на	1	1
1097	не случаен	1	1
1098	в самую	2	1
1099	только здесь	1	1
1100	обнаруживает себя	1	1
1101	и будущего	1	1
1102	этом свидетельствует	1	1
1103	до известной	1	1
1104	смерти не	1	1
1105	мать и	1	1
1106	культурной жизни	1	1
1107	обнаруживает как	1	1
1108	поведение в	1	1
1109	во времени	8	1
1110	мировой истории	1	1
1111	или невольно	3	1
1112	к очень	1	1
1113	к содержанию	3	1
1114	как к	2	1
1115	говорил в	1	1
1116	от окружающего	1	1
1117	со времен	1	1
1118	мир в	1	1
1119	эта категория	1	1
1120	внутреннее содержание	1	1
1121	классификации в	1	1
1122	которых он	1	1
1123	рода но	2	1
1124	в специальных	1	1
1125	для автора	2	1
1126	в наличии	1	1
1127	есть акт	1	1
1128	временем и	1	1
1129	этом не	1	1
1130	имеет место	4	1
1131	такое слово	1	1
1132	впрочем не	1	1
1133	в какой-нибудь	1	1
1134	в гостиной	1	1
1135	другой но	1	1
1136	связаны с	1	1
1137	ему не	1	1
1138	своей природе	1	1
1139	чего нельзя	1	1
1140	сам без	1	1
1141	для кого-то	2	1
1142	может идти	1	1
1143	уже забыл	1	1
1144	не по	1	1
1145	в акте	1	1
1146	для кого	1	1
1147	освобождает и	1	1
1148	на другое	1	1
1149	в античности	1	1
1150	свою жизнь	1	1
1151	пространства и	1	1
1152	поскольку оно	2	1
1153	в рамках	12	1
1154	преданий о	1	1
1155	терминологии в	1	1
1156	на путь	1	1
1157	символ бессмертия	1	1
1158	может содержать	1	1
1159	личности героя	1	1
1160	произведения не	1	1
1161	ни своей	2	1
1162	являет собой	2	1
1163	бытия и	1	1
1164	этот текст	1	1
1165	является ли	1	1
1166	в мышлении	1	1
1167	постоянно и	1	1
1168	и конец	1	1
1169	на большую	1	1
1170	мир не	1	1
1171	он предполагает	1	1
1172	всю ночь	1	1
1173	исходя из	2	1
1174	часто оказывается	1	1
1175	в структуру	1	1
1176	того не	1	1
1177	совершенно очевидно	2	1
1178	и конца	1	1
1179	это лишь	1	1
1180	означала бы	1	1
1181	по выражению	2	1
1182	в принципе	4	1
1183	восход солнца	1	1
1184	общения с	1	1
1185	который имел	1	1
1186	начала х	1	1
1187	как своего	1	1
1188	быть может	2	1
1189	за которым	1	1
1190	личность но	1	1
1191	структуры в	2	1
1192	было как	4	1
1193	и соответствующими	1	1
1194	на свой	2	1
1195	элементы в	1	1
1196	показаться что	1	1
1197	и процессов	2	1
1198	но далеко	1	1
1199	которая предполагает	1	1
1200	не таким	1	1
1201	без ее	1	1
1202	жили в	1	1
1203	может оказаться	2	1
1204	в далекое	1	1
1205	жизни на	1	1
1206	при всей	4	1
1207	и предполагает	1	1
1208	представляется возможным	1	1
1209	человеческой мысли	1	1
1210	восходит к	3	1
1211	и четвертой	1	1
1212	ухода в	1	1
1213	жизненный опыт	1	1
1214	хранения и	1	1
1215	еще одного	1	1
1216	а когда	1	1
1217	и три	1	1
1218	не имеем	1	1
1219	в различных	1	1
1220	очевидным и	1	1
1221	на своего	1	1
1222	оно существует	1	1
1223	перед ним	1	1
1224	между художественным	1	1
1225	это существенно	1	1
1226	у себя	1	1
1227	однако эти	1	1
1228	главы рассказа	1	1
1229	какая бы	1	1
1230	по контрасту	1	1
1231	еще нельзя	1	1
1232	времени а	1	1
1233	к языку	1	1
1234	действия или	1	1
1235	же было	1	1
1236	отсутствует но	1	1
1237	себе самом	2	1
1238	предстают перед	1	1
1239	чем было	1	1
1240	героя не	1	1
1241	апостола павла	1	1
1242	существенного значения	1	1
1243	бы желая	1	1
1244	и столь	1	1
1245	на протяжении	6	1
1246	к одному	1	1
1247	первом случае	2	1
1248	х гг	1	1
1249	содержанием самого	1	1
1250	или нескольких	1	1
1251	в сказании	2	1
1252	данном контексте	1	1
1253	в работах	1	1
1254	что несмотря	1	1
1255	художественные и	1	1
1256	не от	2	1
1257	свет и	1	1
1258	еще одна	3	1
1259	и развития	1	1
1260	признаков а	1	1
1261	в типах	1	1
1262	хотя для	1	1
1263	о возможности	1	1
1264	нем самом	1	1
1265	всех его	2	1
1266	самой его	1	1
1267	есть само	1	1
1268	здесь обычно	1	1
1269	легенда о	1	1
1270	только художественной	2	1
1271	направляет и	1	1
1272	в мире	9	1
1273	позиции в	1	1
1274	из четырех	1	1
1275	и оказывается	1	1
1276	зрения и	2	1
1277	лишь для	1	1
1278	людьми и	1	1
1279	общностью а	1	1
1280	как сказано	1	1
1281	пребывания в	1	1
1282	случайного и	1	1
1283	в уста	1	1
1284	не сводится	2	1
1285	данный момент	1	1
1286	простому человеку	1	1
1287	рассказано в	1	1
1288	все то	2	1
1289	только внешняя	1	1
1290	себя внимание	3	1
1291	для первого	1	1
1292	все основные	1	1
1293	и существенно	1	1
1294	в форме	5	1
1295	не представляется	1	1
1296	в современной	1	1
1297	как известно	2	1
1298	по домам	1	1
1299	то по	1	1
1300	году в	1	1
