N	2gram	Vygotskiy_	Narrotol
618	могут служить	1	2
619	не могу	1	2
620	т.п и	1	2
621	может идти	3	2
622	мы его	4	2
623	когда он	3	2
624	а по	1	2
625	дети не	1	2
626	говоря о	2	2
627	признать что	1	2
628	могло быть	1	2
629	отношение к	12	2
630	состоят в	1	2
631	личного опыта	1	2
632	не можем	2	2
633	ее из	1	2
634	зрения на	1	2
635	это означает	1	2
636	о своих	1	2
637	нам как	1	2
638	это в	2	2
639	таким же	3	2
640	как для	1	2
641	применительно к	2	2
642	и наконец	3	2
643	и действия	1	2
644	иное как	2	2
645	для другого	4	2
646	во всем	2	1
647	практически не	1	1
648	это на	3	1
649	они являются	2	1
650	что один	1	1
651	до которого	1	1
652	в единую	1	1
653	с которыми	2	1
654	различия в	2	1
655	вывод из	1	1
656	которые не	5	1
657	к этой	3	1
658	собой единое	1	1
659	каждого отдельного	3	1
660	случае мы	2	1
661	без исключения	1	1
662	связанных между	1	1
663	будет не	1	1
664	эта новая	1	1
665	связи в	1	1
666	этот момент	2	1
667	в большей	1	1
668	мысли и	7	1
669	себя ту	1	1
670	привести к	2	1
671	не испытывая	1	1
672	предполагает наличие	3	1
673	не как	3	1
674	а есть	1	1
675	самых общих	2	1
676	этом направлении	1	1
677	по способу	2	1
678	противоречие с	1	1
679	для всех	2	1
680	в живом	1	1
681	но что	6	1
682	которая была	1	1
683	связь с	1	1
684	их не	1	1
685	по пути	1	1
686	в духе	1	1
687	он имеет	6	1
688	две другие	1	1
689	на которых	1	1
690	из двух	2	1
691	ни одна	1	1
692	относится и	1	1
693	только когда	1	1
694	лет в	3	1
695	знаки и	1	1
696	на свою	2	1
697	не возникнет	1	1
698	но по	1	1
699	связана с	2	1
700	чем его	3	1
701	или на	2	1
702	представление о	2	1
703	к другим	2	1
704	отношением к	3	1
705	и должен	2	1
706	в корне	2	1
707	общим а	1	1
708	его на	2	1
709	так на	1	1
710	приходит в	2	1
711	кроме самого	2	1
712	обоих случаях	2	1
713	на эту	1	1
714	не обладают	1	1
715	внимание что	1	1
716	предмета и	2	1
717	отличается от	2	1
718	в интересующей	1	1
719	своего исследования	1	1
720	закона и	1	1
721	и слово	1	1
722	ко второй	1	1
723	двумя полюсами	1	1
724	его позиция	1	1
725	в письме	1	1
726	обращение к	1	1
727	не удается	1	1
728	факт который	3	1
729	на материале	1	1
730	особенности в	1	1
731	с этим	9	1
732	если я	4	1
733	действия и	1	1
734	и предполагает	1	1
735	во все	1	1
736	как справедливо	1	1
737	к одной	1	1
738	которые мы	2	1
739	не могли	1	1
740	что этот	1	1
741	уже до	1	1
742	вопрос о	15	1
743	восприятия в	1	1
744	тех слов	1	1
745	жизненного опыта	1	1
746	в динамике	1	1
747	он был	1	1
748	мы увидим	3	1
749	фактами и	1	1
750	всегда может	1	1
751	имеет в	1	1
752	выше но	1	1
753	но во	1	1
754	но то	1	1
755	но эти	1	1
756	это очевидно	2	1
757	оно как	1	1
758	что вся	1	1
759	этой связи	1	1
760	психологии но	1	1
761	природе как	1	1
762	не имеем	1	1
763	правда и	1	1
764	в различных	3	1
765	образом что	2	1
766	смысле является	2	1
767	внимания к	1	1
768	который известен	1	1
769	значительной степени	1	1
770	что речь	1	1
771	и те	2	1
772	что еще	1	1
773	не что	2	1
774	на практике	3	1
775	даже с	1	1
776	здесь имеет	1	1
777	в окружающей	1	1
778	самого начала	8	1
779	то его	1	1
780	в глаза	1	1
781	это осознание	2	1
782	другом отношении	1	1
783	настолько что	1	1
784	в не	1	1
785	бы совершенно	1	1
786	в прошлом	2	1
787	некоторых общих	1	1
788	из виду	2	1
789	и мышления	2	1
790	связи которые	1	1
791	это существенно	1	1
792	самом начале	2	1
793	за другой	2	1
794	текст как	1	1
795	еще нет	1	1
796	не совсем	2	1
797	выборе и	1	1
798	следующим образом	1	1
799	это так	1	1
800	собой но	2	1
801	как я	3	1
802	речь не	3	1
803	в одной	2	1
804	что все	9	1
805	чего он	3	1
806	во всей	3	1
807	как знание	1	1
808	не умеет	6	1
809	к отсутствию	1	1
810	происходит но	1	1
811	хотя при	1	1
812	они сами	1	1
813	возникающие в	1	1
814	совершенно прав	1	1
815	человеку и	2	1
816	что даже	1	1
817	друг с	10	1
818	в структуре	1	1
819	понятие о	3	1
820	с собственной	1	1
821	не будут	1	1
822	нет никаких	2	1
823	она есть	1	1
824	но так	1	1
825	действие или	1	1
826	заглянуть в	1	1
827	на втором	1	1
828	смысле как	1	1
829	не то	5	1
830	подлежит сомнению	1	1
831	вся эта	1	1
832	гораздо более	1	1
833	зерно его	1	1
834	система не	1	1
835	самой себе	3	1
836	бы то	2	1
837	его собственного	2	1
838	чтобы сделать	2	1
839	этой проблемой	1	1
840	о влиянии	2	1
841	и ошибок	3	1
842	неизбежно должно	2	1
843	о наличии	1	1
844	необходимо должно	3	1
845	первого из	1	1
846	на пороге	4	1
847	в психологии	1	1
848	это будет	2	1
849	глубокий и	1	1
850	стороны и	3	1
851	оно необходимо	1	1
852	включено в	1	1
853	собой в	2	1
854	следует сказать	2	1
855	такая же	1	1
856	в состоянии	6	1
857	в раннем	1	1
858	мы знаем	5	1
859	начале этой	1	1
860	только часть	1	1
861	ни было	1	1
862	таблицы умножения	3	1
863	что при	4	1
864	далеко за	4	1
865	аналогии с	2	1
866	это верно	2	1
867	место для	1	1
868	согласно которому	9	1
869	опираясь на	1	1
870	окружающих его	1	1
871	в европейской	1	1
872	что между	5	1
873	оказывается для	1	1
874	в середине	1	1
875	его в	6	1
876	говорит он	3	1
877	ни в	1	1
878	даже вовсе	1	1
879	что составляет	2	1
880	как же	2	1
881	него еще	2	1
882	на разных	1	1
883	собственного мышления	2	1
884	пределы в	1	1
885	что за	1	1
886	тех же	1	1
887	была в	1	1
888	может на	1	1
889	собой и	3	1
890	говоря словами	1	1
891	снизу вверх	1	1
892	прямо не	1	1
893	который по	2	1
894	или хотя	1	1
895	мы это	2	1
896	памятью а	1	1
897	знания о	2	1
898	и своего	1	1
899	между этими	3	1
900	не остается	1	1
901	становится совершенно	1	1
902	как видим	1	1
903	если первая	1	1
904	эти три	2	1
905	время как	4	1
906	как во	1	1
907	детского сознания	3	1
908	которая представляется	1	1
909	очередь не	2	1
910	ним происходит	1	1
911	и характер	1	1
912	образом для	1	1
913	зрения и	1	1
914	о которых	2	1
915	о невозможности	1	1
916	что только	3	1
917	что происходит	1	1
918	а только	8	1
919	числе и	2	1
920	не нужно	2	1
921	полагает что	1	1
922	речи или	1	1
923	более ранний	1	1
924	не иначе	3	1
925	как сказано	1	1
926	вопроса о	5	1
927	они становятся	1	1
928	чтобы понять	2	1
929	равной мере	4	1
930	объяснения в	1	1
931	на которую	1	1
932	проявляет себя	1	1
933	к ситуации	2	1
934	нам более	1	1
935	не два	2	1
936	это вполне	1	1
937	совершается переход	1	1
938	для его	2	1
939	сознания а	1	1
940	его развития	4	1
941	для развития	9	1
942	не означает	5	1
943	на этом	8	1
944	но речь	1	1
945	о предмете	1	1
946	две стороны	1	1
947	мы уже	4	1
948	которой и	1	1
949	по данному	2	1
950	нашего сознания	1	1
951	на котором	3	1
952	может соответствовать	2	1
953	то ни	1	1
954	совсем не	1	1
955	мы всегда	1	1
956	эти слова	1	1
957	существенно не	1	1
958	отношение между	4	1
959	на самый	1	1
960	это по	1	1
961	в развитии	45	1
962	именно что	1	1
963	ничто не	3	1
964	словами но	1	1
965	оказывается в	2	1
966	однако эта	1	1
967	возвращаясь к	1	1
968	в детском	4	1
969	что эта	7	1
970	сущности говоря	5	1
971	в тех	2	1
972	начинается с	2	1
973	и тот	5	1
974	за пределы	4	1
975	тем и	2	1
976	никаких оснований	2	1
977	сделал бы	1	1
978	и знает	1	1
979	этом смысле	5	1
980	какой-то определенной	1	1
981	выражается в	1	1
982	в речевом	2	1
983	этот вопрос	8	1
984	известно по	1	1
985	одну из	1	1
986	отношения с	1	1
987	над ним	1	1
988	говорили что	2	1
989	как один	1	1
990	должны были	3	1
991	в самой	1	1
992	требует чтобы	1	1
993	к каждому	1	1
994	значение и	1	1
995	а тем	2	1
996	из нее	5	1
997	общей для	1	1
998	функции не	2	1
999	вопрос в	1	1
1000	рода в	2	1
1001	на который	2	1
1002	всегда имеет	2	1
1003	что для	2	1
1004	рассматривается как	1	1
1005	существует в	2	1
1006	это делает	1	1
1007	приводят к	4	1
1008	обратимся к	1	1
1009	ребенок относительно	1	1
1010	которое мы	1	1
1011	он даже	1	1
1012	единстве с	1	1
1013	обнаруживают себя	1	1
1014	части на	1	1
1015	есть все	1	1
1016	этом процессе	1	1
1017	делает и	2	1
1018	из этого	3	1
1019	определяется с	1	1
1020	готовность к	1	1
1021	речи и	8	1
1022	его к	2	1
1023	там где	2	1
1024	ни казались	1	1
1025	приходится признать	1	1
1026	этой системе	1	1
1027	не доказывает	1	1
1028	а главное	1	1
1029	развитие а	1	1
1030	он его	1	1
1031	означает что	1	1
1032	обладал бы	1	1
1033	в один	1	1
1034	ту самую	1	1
1035	прежде чем	2	1
1036	в одну	1	1
1037	и нельзя	1	1
1038	для первого	2	1
1039	понять что	2	1
1040	участвующие в	1	1
1041	многие другие	1	1
1042	возможностей в	2	1
1043	понятий если	1	1
1044	мы видели	10	1
1045	не отличается	1	1
1046	более глубокий	1	1
1047	решение в	1	1
1048	то время	4	1
1049	образом и	1	1
1050	на чем	1	1
1051	за ним	1	1
1052	если за	1	1
1053	обоих этих	6	1
1054	полной мере	1	1
1055	как с	5	1
1056	речи но	3	1
1057	другой а	1	1
1058	следует ли	1	1
1059	анализа не	1	1
1060	которых мы	1	1
1061	оно было	1	1
1062	в противоречие	1	1
1063	говорит нам	1	1
1064	была бы	1	1
1065	речь как	2	1
1066	в свое	2	1
1067	с внутренним	1	1
1068	с тем	9	1
1069	сам по	1	1
1070	не приходится	1	1
1071	нему в	1	1
1072	в другой	1	1
1073	времени когда	1	1
1074	в меньшей	1	1
1075	не исчерпывается	1	1
1076	равным образом	1	1
1077	из того	12	1
1078	речи как	4	1
1079	первой в	1	1
1080	с каждым	1	1
1081	поэтому же	1	1
1082	в отношении	18	1
1083	осознает что	1	1
1084	мере и	2	1
1085	мог оказаться	1	1
1086	не могут	7	1
1087	только внутри	2	1
1088	только еще	1	1
1089	в плоскости	2	1
1090	его собственными	2	1
1091	из сказанного	2	1
1092	так выразиться	1	1
1093	этой точки	7	1
1094	открытым вопрос	1	1
1095	вместо того	5	1
1096	не более	1	1
1097	до этого	1	1
1098	простым и	1	1
1099	фраза не	1	1
1100	владеет всей	1	1
1101	развития в	14	1
1102	значения как	1	1
1103	которые у	1	1
1104	обозначить как	1	1
1105	имеет дело	1	1
1106	не делает	2	1
1107	этом прямо	1	1
1108	другой как	1	1
1109	отношения к	2	1
1110	к которым	2	1
1111	оно всегда	1	1
1112	непосредственно а	1	1
1113	мы встречаемся	1	1
1114	и они	1	1
1115	его сознании	1	1
1116	анализа в	1	1
1117	ничто в	1	1
1118	и так	1	1
1119	отражение в	1	1
1120	себя и	2	1
1121	у детей	3	1
1122	позицию и	1	1
1123	понятия значения	1	1
1124	стороны этого	1	1
1125	связаны между	3	1
1126	ключом к	1	1
1127	индивидуальных особенностей	1	1
1128	если можно	1	1
1129	сравнению с	9	1
1130	именно поэтому	3	1
1131	для детского	3	1
1132	эта последняя	1	1
1133	друг от	5	1
1134	имеет здесь	1	1
1135	к той	1	1
1136	без которых	1	1
1137	того на	1	1
1138	только одно	1	1
1139	дальнейшее развитие	1	1
1140	как часть	1	1
1141	именно тем	1	1
1142	к нашему	1	1
1143	им из	1	1
1144	совершенно не	5	1
1145	более сложного	1	1
1146	вытекает из	4	1
1147	который всегда	2	1
1148	первая и	1	1
1149	языка и	6	1
1150	далее и	1	1
1151	собственной внутренней	1	1
1152	он понял	1	1
1153	их друг	1	1
1154	делать то	1	1
1155	даже сказать	1	1
1156	если он	4	1
1157	оба эти	5	1
1158	совпадает с	4	1
1159	поэтому понятие	1	1
1160	его рассуждений	1	1
1161	от понимания	1	1
1162	относится к	3	1
1163	на основе	6	1
1164	по сравнению	9	1
1165	основе этого	3	1
1166	не должны	2	1
1167	из его	2	1
1168	в новой	5	1
1169	с которой	2	1
1170	что если	6	1
1171	именно на	1	1
1172	отношении к	2	1
1173	этого как	1	1
1174	слов и	3	1
1175	только тем	1	1
1176	находящиеся в	1	1
1177	определенного рода	2	1
1178	перед глазами	1	1
1179	еще один	1	1
1180	вопрос следует	1	1
1181	другого в	1	1
1182	это сделал	1	1
1183	известной степени	1	1
1184	на более	1	1
1185	но мы	7	1
1186	психический процесс	1	1
1187	непосредственно из	1	1
1188	ситуации как	1	1
1189	при котором	1	1
1190	из истории	2	1
1191	переход к	3	1
1192	этого слова	3	1
1193	до известной	1	1
1194	со словом	1	1
1195	здесь и	1	1
1196	сомнению и	1	1
1197	не видит	1	1
1198	главным образом	1	1
1199	у них	1	1
1200	речи у	1	1
1201	это единственный	1	1
1202	этими словами	1	1
1203	не из	1	1
1204	и внимания	3	1
1205	мысли с	2	1
1206	моментов в	4	1
1207	детство и	1	1
1208	тот же	7	1
1209	другого и	1	1
1210	с того	3	1
1211	указанием на	1	1
1212	собой по	1	1
1213	поздно и	1	1
1214	чем сознание	1	1
1215	имеет возможность	1	1
1216	что есть	1	1
1217	к началу	5	1
1218	возможность в	1	1
1219	находятся в	3	1
1220	для второго	2	1
1221	но на	2	1
1222	что оно	9	1
1223	что ему	2	1
1224	и многие	1	1
1225	мышления в	4	1
1226	значение в	3	1
1227	так как	20	1
1228	смысле что	1	1
1229	может не	3	1
1230	вперед и	1	1
1231	различие между	4	1
1232	этот процесс	5	1
1233	он выступает	1	1
1234	по сходству	1	1
1235	бы свое	1	1
1236	того как	6	1
1237	в первый	1	1
1238	том числе	2	1
1239	уже в	4	1
1240	одним и	1	1
1241	слово а	1	1
1242	связи между	1	1
1243	предположение что	1	1
1244	нам не	1	1
1245	видел как	1	1
1246	как сама	1	1
1247	процесс развития	14	1
1248	на что	1	1
1249	же мере	5	1
1250	естественно что	4	1
1251	неизмеримо более	5	1
1252	деле не	1	1
1253	совершенно другим	2	1
1254	в преодолении	1	1
1255	ее в	3	1
1256	где он	1	1
1257	в полном	1	1
1258	выше не	1	1
1259	может остаться	1	1
1260	не умею	2	1
1261	возможность такого	1	1
1262	что каждый	1	1
1263	с их	4	1
1264	в движение	1	1
1265	оказывается совершенно	1	1
1266	слова не	2	1
1267	различия между	1	1
1268	что ни	1	1
1269	от друга	5	1
1270	и иными	1	1
1271	что является	2	1
1272	что к	2	1
1273	и которая	1	1
1274	том виде	1	1
1275	опыта и	1	1
1276	за самим	1	1
1277	только два	3	1
1278	случае не	2	1
1279	что перед	1	1
1280	сложные и	2	1
1281	вытекает непосредственно	1	1
1282	и последующих	1	1
1283	он совершается	1	1
1284	нас к	6	1
1285	совершенно новые	1	1
1286	случаях когда	1	1
1287	по смыслу	3	1
1288	говоря мы	1	1
1289	виде в	1	1
1290	является не	2	1
1291	при таком	1	1
1292	направлено на	1	1
1293	есть только	1	1
1294	это но	1	1
1295	это происходит	2	1
1296	и со	1	1
1297	в такой	5	1
1298	на всем	5	1
1299	фразы но	1	1
1300	вернемся к	1	1
1301	и глубже	1	1
1302	не исключает	1	1
1303	нисколько не	2	1
