N	3gram	Vygotskiy_	Literetu
158	в частности в	1	1
159	в высшей степени	1	1
160	видит в том	1	1
161	сама по себе	3	1
162	во время чумы	1	1
163	по этому поводу	4	1
164	у него не	1	1
165	нет а потому	1	1
166	во всех других	1	1
167	в качестве своего	2	1
168	как будто на	2	1
169	о том как	1	1
170	одного и того	2	1
171	между искусством и	1	1
172	это могло бы	1	1
173	касается искусства то	1	1
174	и в том	2	1
175	в произведении искусства	1	1
176	а не в	1	1
177	и в этом	2	1
178	может быть только	1	1
179	в ответ на	1	1
180	в евгении онегине	1	1
181	и только в	1	1
182	после того как	1	1
183	том что при	1	1
184	раз в том	1	1
185	по мнению автора	1	1
186	вместе с ним	1	1
187	по своей воле	1	1
188	и тем же	3	1
189	как бы в	3	1
190	в себе никакой	1	1
191	но не только	1	1
192	в каждый данный	1	1
193	и казалось бы	1	1
194	как и для	1	1
195	когда мы вместе	1	1
196	с той же	1	1
197	но дело в	1	1
198	в эстетический объект	1	1
199	в это время	1	1
200	и говорит я	1	1
201	не может и	2	1
202	в поэзии не	1	1
203	том или ином	1	1
204	выразить то что	1	1
205	может быть в	1	1
206	какой бы то	1	1
207	речь в данном	1	1
208	как один из	1	1
209	того же самого	1	1
210	не в состоянии	3	1
211	том что для	1	1
212	именно то что	5	1
213	не что иное	2	1
214	не может стать	1	1
215	нельзя не согласиться	1	1
216	уже в первой	1	1
217	в одной из	1	1
218	на одном из	2	1
219	мы узнаем о	1	1
220	одним и тем	3	1
221	одном из двух	1	1
222	в лучшем случае	3	1
223	как раз в	2	1
224	мысль о том	1	1
225	это и не	1	1
226	только потому что	1	1
227	другой стороны он	2	1
228	во всех этих	2	1
229	именно в том	3	1
230	с самого начала	5	1
231	но и всех	1	1
232	том что он	4	1
233	и при этом	1	1
234	у него нет	1	1
235	мы вместе с	3	1
236	и вовсе не	1	1
237	не могут быть	1	1
238	он вслед за	1	1
239	он стал почти	1	1
240	и в сущности	1	1
241	в эти самые	1	1
242	явление в искусстве	1	1
243	из того же	1	1
244	что может быть	2	1
245	что иное как	2	1
246	в состав произведения	1	1
247	что в начале	1	1
248	по существу в	1	1
249	вопрос о том	3	1
250	приводит к тому	1	1
251	а нередко и	1	1
252	это и есть	1	1
253	само по себе	3	1
254	самого по себе	1	1
255	с собой в	1	1
256	по тому же	1	1
257	имеем дело с	1	1
258	мы не можем	2	1
259	в основе своей	1	1
260	в сущности говоря	8	1
261	может быть и	2	1
